time,Golden State,pts.away,score,pts.home,Houston
5:14.0,,,98-112,,Defensive rebound by J. Smith
5:01.0,,,98-114,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
4:48.0,K. Thompson misses 3-pt shot from 25 ft,,98-114,,
4:47.0,,,98-114,,Defensive rebound by D. Howard
4:40.0,Personal take foul by H. Barnes (drawn by J. Smith),,98-114,,
4:40.0,,,98-114,,J. Smith misses free throw 1 of 2
4:40.0,,,98-114,,Offensive rebound by Team
4:40.0,,,98-114,,J. Smith misses free throw 2 of 2
4:40.0,Defensive rebound by H. Barnes,,98-114,,
4:29.0,S. Curry makes 3-pt shot from 25 ft (assist by H. Barnes),3,101-114,,
4:24.0,Personal take foul by H. Barnes (drawn by J. Smith),,101-114,,
4:24.0,,,101-115,1,J. Smith makes free throw 1 of 2
4:24.0,,,101-115,,J. Smith misses free throw 2 of 2
4:24.0,Defensive rebound by A. Iguodala,,101-115,,
4:12.0,A. Iguodala misses 3-pt shot from 25 ft,,101-115,,
4:11.0,,,101-115,,Defensive rebound by J. Terry
4:09.0,Personal take foul by K. Thompson (drawn by J. Smith),,101-115,,
4:09.0,,,101-116,1,J. Smith makes free throw 1 of 2
4:09.0,L. Barbosa enters the game for A. Iguodala,,101-116,,
4:09.0,,,101-116,,J. Smith misses free throw 2 of 2
4:09.0,Defensive rebound by K. Thompson,,101-116,,
3:59.0,K. Thompson makes 2-pt shot from 2 ft,2,103-116,,
3:53.0,Personal take foul by S. Curry (drawn by J. Smith),,103-116,,
3:53.0,,,103-116,,J. Smith misses free throw 1 of 2
3:53.0,,,103-116,,Offensive rebound by Team
3:53.0,,,103-116,,J. Smith misses free throw 2 of 2
3:53.0,Defensive rebound by D. Green,,103-116,,
3:51.0,,,103-116,,Personal take foul by T. Ariza (drawn by H. Barnes)
3:51.0,,,103-116,,T. Jones enters the game for J. Smith
3:51.0,,,103-116,,C. Brewer enters the game for D. Howard
3:44.0,S. Curry makes 3-pt shot from 25 ft,3,106-116,,
3:19.0,,,106-116,,J. Terry misses 3-pt shot from 25 ft
3:18.0,Defensive rebound by D. Green,,106-116,,
3:13.0,,,106-116,,Personal foul by C. Brewer (drawn by L. Barbosa)
3:10.0,S. Curry misses 3-pt shot from 24 ft,,106-116,,
3:09.0,,,106-116,,Defensive rebound by Team
3:09.0,Loose ball foul by D. Green (drawn by J. Harden),,106-116,,
3:09.0,A. Iguodala enters the game for D. Green,,106-116,,
3:09.0,,,106-117,1,J. Harden makes free throw 1 of 2
3:09.0,,,106-118,1,J. Harden makes free throw 2 of 2
2:49.0,H. Barnes makes 2-pt shot from 6 ft (assist by L. Barbosa),2,108-118,,
2:24.0,,,108-118,,T. Jones misses 2-pt shot from 7 ft (block by A. Iguodala)
2:23.0,Defensive rebound by A. Iguodala,,108-118,,
2:23.0,,,108-118,,Personal foul by T. Jones (drawn by A. Iguodala)
2:23.0,Official timeout,,108-118,,
2:11.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,110-118,,
1:42.0,,,110-121,3,J. Harden makes 3-pt shot from 25 ft
1:35.0,S. Curry makes 2-pt shot from 10 ft,2,112-121,,
1:19.0,,,112-121,,Turnover by J. Terry (bad pass; steal by K. Thompson)
1:12.0,K. Thompson misses 3-pt shot from 26 ft,,112-121,,
1:11.0,,,112-121,,Defensive rebound by J. Terry
1:07.0,,,112-123,2,T. Jones makes 2-pt shot from 1 ft (assist by J. Harden)
1:07.0,Golden State full timeout,,112-123,,
1:03.0,K. Thompson misses 3-pt shot from 25 ft,,112-123,,
1:01.0,,,112-123,,Defensive rebound by J. Terry
0:57.0,,,112-125,2,T. Ariza makes 2-pt shot at rim (assist by J. Terry)
0:51.0,S. Curry misses 2-pt shot at rim (block by T. Ariza),,112-125,,
0:50.0,,,112-125,,Defensive rebound by C. Brewer
0:26.0,,,112-128,3,J. Harden makes 3-pt shot from 25 ft
0:20.0,A. Iguodala makes 3-pt shot from 25 ft,3,115-128,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
