time,San Antonio,pts.away,score,pts.home,Memphis
8:24.0,,,4-4,,Shooting foul by T. Splitter (drawn by T. Allen)
8:24.0,,,4-4,,T. Allen misses free throw 1 of 2
8:24.0,,,4-4,,Offensive rebound by Team
8:24.0,,,4-5,1,T. Allen makes free throw 2 of 2
8:02.0,T. Splitter misses 2-pt shot from 5 ft,,4-5,,
8:00.0,,,4-5,,Defensive rebound by C. Lee
7:52.0,,,4-7,2,M. Gasol makes 2-pt shot from 18 ft (assist by M. Conley)
7:37.0,,,4-7,,Personal foul by C. Lee (drawn by C. Joseph)
7:27.0,D. Green misses 2-pt shot from 6 ft,,4-7,,
7:24.0,,,4-7,,Defensive rebound by M. Gasol
7:19.0,,,4-10,3,M. Conley makes 3-pt shot from 24 ft (assist by C. Lee)
7:03.0,Turnover by T. Splitter (bad pass; steal by T. Allen),,4-10,,
7:02.0,M. Ginobili enters the game for D. Green,,4-10,,
7:02.0,M. Bonner enters the game for T. Splitter,,4-10,,
6:47.0,,,4-10,,J. Stokes misses 2-pt shot from 5 ft
6:44.0,Defensive rebound by T. Duncan,,4-10,,
6:39.0,Turnover by C. Joseph (bad pass; steal by C. Lee),,4-10,,
6:33.0,,,4-12,2,T. Allen makes 2-pt shot at rim (assist by M. Gasol)
6:32.0,San Antonio full timeout,,4-12,,
6:32.0,Technical foul by Team,,4-12,,
6:32.0,,,4-12,,T. Prince enters the game for J. Stokes
6:32.0,,,4-13,1,C. Lee makes technical free throw
6:14.0,T. Duncan misses 2-pt shot from 8 ft (block by M. Gasol),,4-13,,
6:13.0,,,4-13,,Defensive rebound by T. Allen
6:00.0,,,4-13,,T. Prince misses 2-pt shot from 22 ft
5:59.0,Defensive rebound by M. Ginobili,,4-13,,
5:43.0,M. Ginobili makes 2-pt shot from 1 ft (assist by M. Bonner),2,6-13,,
5:26.0,,,6-15,2,M. Conley makes 2-pt shot from 1 ft (assist by T. Prince)
5:07.0,M. Bonner misses 3-pt shot from 26 ft,,6-15,,
5:05.0,Offensive rebound by C. Joseph,,6-15,,
5:02.0,M. Belinelli makes 3-pt shot from 26 ft (assist by C. Joseph),3,9-15,,
4:34.0,Personal foul by T. Duncan (drawn by M. Gasol),,9-15,,
4:34.0,P. Mills enters the game for C. Joseph,,9-15,,
4:29.0,,,9-15,,Turnover by T. Allen (traveling)
4:12.0,,,9-15,,Personal foul by M. Gasol (drawn by T. Duncan)
4:06.0,M. Ginobili misses 3-pt shot from 26 ft,,9-15,,
4:05.0,,,9-15,,Defensive rebound by M. Gasol
3:55.0,,,9-17,2,M. Conley makes 2-pt shot at rim
3:39.0,M. Belinelli misses 3-pt shot from 25 ft,,9-17,,
3:37.0,,,9-17,,Defensive rebound by M. Conley
3:33.0,,,9-19,2,T. Allen makes 2-pt shot at rim (assist by M. Conley)
3:17.0,M. Belinelli makes 2-pt shot from 1 ft,2,11-19,,
2:53.0,,,11-21,2,M. Conley makes 2-pt shot from 10 ft (assist by M. Gasol)
2:39.0,M. Belinelli makes 3-pt shot from 25 ft (assist by P. Mills),3,14-21,,
2:37.0,,,14-21,,Memphis full timeout
2:37.0,B. Diaw enters the game for T. Duncan,,14-21,,
2:37.0,A. Baynes enters the game for M. Bonner,,14-21,,
2:37.0,,,14-21,,V. Carter enters the game for T. Allen
2:17.0,,,14-23,2,M. Gasol makes 2-pt shot from 6 ft
1:57.0,P. Mills makes 2-pt shot from 10 ft (assist by B. Diaw),2,16-23,,
1:34.0,,,16-23,,M. Gasol misses 2-pt shot from 1 ft
1:32.0,Defensive rebound by B. Diaw,,16-23,,
1:27.0,Turnover by B. Diaw (lost ball),,16-23,,
1:27.0,,,16-23,,Turnover by C. Lee (bad pass)
1:22.0,M. Belinelli misses 3-pt shot from 24 ft,,16-23,,
1:22.0,,,16-23,,Defensive rebound by T. Prince
1:12.0,,,16-25,2,M. Conley makes 2-pt shot from 1 ft
1:02.0,P. Mills makes 2-pt shot from 1 ft (assist by M. Ginobili),2,18-25,,
0:44.0,,,18-27,2,T. Prince makes 2-pt shot from 9 ft (assist by M. Gasol)
0:32.0,M. Ginobili makes 2-pt shot from 1 ft,2,20-27,,
0:13.0,,,20-30,3,M. Conley makes 3-pt shot from 24 ft
0:04.0,Turnover by M. Ginobili (bad pass),,20-30,,
0:02.0,Personal take foul by P. Mills (drawn by M. Conley),,20-30,,
0:01.0,,,20-30,,M. Conley misses 3-pt shot from 27 ft
0:00.0,,,20-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,A. Baynes misses 2-pt shot from 6 ft,,20-30,,
11:38.0,,,20-30,,Defensive rebound by B. Udrih
11:25.0,,,20-30,,C. Lee misses 2-pt shot from 21 ft
11:22.0,Defensive rebound by A. Baynes,,20-30,,
11:10.0,P. Mills misses 3-pt shot from 25 ft,,20-30,,
11:08.0,,,20-30,,Defensive rebound by V. Carter
11:00.0,,,20-32,2,K. Koufos makes 2-pt shot from 9 ft (assist by C. Lee)
10:41.0,B. Diaw misses 2-pt shot at rim (block by K. Koufos),,20-32,,
10:39.0,,,20-32,,Defensive rebound by T. Prince
10:31.0,,,20-32,,B. Udrih misses 2-pt shot from 13 ft
10:29.0,Defensive rebound by M. Belinelli,,20-32,,
10:15.0,M. Ginobili misses 2-pt shot from 10 ft,,20-32,,
10:14.0,Offensive rebound by M. Ginobili,,20-32,,
10:10.0,Shooting foul by T. Prince (drawn by A. Baynes),,20-32,,
10:10.0,A. Baynes misses free throw 1 of 2,,20-32,,
10:10.0,Offensive rebound by Team,,20-32,,
10:10.0,D. Green enters the game for M. Ginobili,,20-32,,
10:10.0,C. Joseph enters the game for M. Belinelli,,20-32,,
10:10.0,M. Bonner enters the game for P. Mills,,20-32,,
10:10.0,,,20-32,,Q. Pondexter enters the game for C. Lee
10:10.0,A. Baynes makes free throw 2 of 2,1,21-32,,
9:48.0,,,21-32,,Offensive foul by K. Koufos
9:48.0,,,21-32,,Turnover by K. Koufos (offensive foul)
9:34.0,B. Diaw misses 2-pt shot at rim,,21-32,,
9:31.0,Offensive rebound by A. Baynes,,21-32,,
9:31.0,A. Baynes misses 2-pt shot from 1 ft,,21-32,,
9:29.0,Offensive rebound by C. Joseph,,21-32,,
9:15.0,Turnover by B. Diaw (lost ball; steal by B. Udrih),,21-32,,
9:09.0,,,21-32,,V. Carter misses 3-pt shot from 26 ft
9:07.0,Defensive rebound by A. Baynes,,21-32,,
8:49.0,,,21-32,,Personal foul by K. Koufos (drawn by C. Joseph)
8:49.0,San Antonio full timeout,,21-32,,
8:41.0,Turnover by C. Joseph (lost ball; steal by V. Carter),,21-32,,
8:28.0,,,21-32,,Shooting foul by A. Baynes (drawn by T. Prince)
8:28.0,,,21-33,1,T. Prince makes free throw 1 of 2
8:28.0,J. Ayres enters the game for A. Baynes,,21-33,,
8:28.0,,,21-34,1,T. Prince makes free throw 2 of 2
8:06.0,D. Green misses 2-pt shot at rim,,21-34,,
8:05.0,,,21-34,,Defensive rebound by Q. Pondexter
7:47.0,,,21-34,,K. Koufos misses 2-pt shot from 7 ft
7:45.0,Defensive rebound by M. Bonner,,21-34,,
7:37.0,C. Joseph makes 2-pt shot from 1 ft,2,23-34,,
7:33.0,,,23-34,,Turnover by T. Prince (lost ball; steal by C. Joseph)
7:29.0,D. Green misses 3-pt shot from 25 ft,,23-34,,
7:28.0,,,23-34,,Defensive rebound by T. Prince
7:18.0,,,23-36,2,B. Udrih makes 2-pt shot from 1 ft
7:04.0,Turnover by B. Diaw (lost ball; steal by V. Carter),,23-36,,
6:52.0,,,23-36,,B. Udrih misses 2-pt shot from 11 ft
6:50.0,Defensive rebound by J. Ayres,,23-36,,
6:29.0,C. Joseph misses 2-pt shot at rim,,23-36,,
6:27.0,,,23-36,,Defensive rebound by V. Carter
6:24.0,Personal foul by J. Ayres (drawn by V. Carter),,23-36,,
6:24.0,,,23-36,,J. Leuer enters the game for T. Prince
6:13.0,,,23-39,3,Q. Pondexter makes 3-pt shot from 23 ft (assist by V. Carter)
6:02.0,Shooting foul by J. Leuer (drawn by B. Diaw),,23-39,,
6:02.0,B. Diaw makes free throw 1 of 2,1,24-39,,
6:02.0,,,24-39,,M. Gasol enters the game for J. Leuer
6:02.0,B. Diaw makes free throw 2 of 2,1,25-39,,
5:50.0,,,25-39,,V. Carter misses 2-pt shot from 10 ft
5:49.0,Defensive rebound by M. Bonner,,25-39,,
5:35.0,J. Ayres makes 2-pt shot from 13 ft (assist by C. Joseph),2,27-39,,
5:29.0,,,27-39,,Memphis full timeout
5:29.0,M. Ginobili enters the game for D. Green,,27-39,,
5:29.0,T. Duncan enters the game for J. Ayres,,27-39,,
5:29.0,,,27-39,,T. Prince enters the game for V. Carter
5:29.0,,,27-39,,T. Allen enters the game for K. Koufos
5:19.0,,,27-41,2,T. Prince makes 2-pt shot from 9 ft (assist by M. Gasol)
5:01.0,Turnover by B. Diaw (step out of bounds),,27-41,,
5:01.0,Technical foul by B. Diaw,,27-41,,
5:01.0,,,27-42,1,B. Udrih makes technical free throw
4:37.0,,,27-42,,B. Udrih misses 2-pt shot from 10 ft
4:36.0,Defensive rebound by Team,,27-42,,
4:12.0,B. Diaw misses 2-pt shot from 2 ft,,27-42,,
4:10.0,,,27-42,,Defensive rebound by M. Gasol
4:04.0,,,27-42,,Turnover by M. Gasol (bad pass)
4:04.0,M. Belinelli enters the game for B. Diaw,,27-42,,
4:04.0,,,27-42,,M. Conley enters the game for B. Udrih
3:50.0,T. Duncan makes 2-pt shot from 4 ft (assist by M. Ginobili),2,29-42,,
3:31.0,,,29-42,,T. Prince misses 2-pt shot from 18 ft
3:30.0,Defensive rebound by T. Duncan,,29-42,,
3:20.0,M. Belinelli makes 2-pt shot at rim (assist by T. Duncan),2,31-42,,
2:53.0,,,31-44,2,T. Allen makes 2-pt shot at rim (assist by T. Prince)
2:33.0,C. Joseph misses 2-pt shot from 5 ft,,31-44,,
2:30.0,,,31-44,,Defensive rebound by M. Conley
2:27.0,,,31-44,,M. Conley misses 2-pt shot from 10 ft
2:23.0,,,31-44,,Offensive rebound by Team
2:23.0,San Antonio full timeout,,31-44,,
2:23.0,D. Green enters the game for C. Joseph,,31-44,,
2:23.0,P. Mills enters the game for M. Bonner,,31-44,,
2:09.0,,,31-44,,M. Gasol misses 2-pt shot at rim (block by D. Green)
2:07.0,Defensive rebound by M. Belinelli,,31-44,,
1:51.0,Shooting foul by M. Gasol (drawn by T. Duncan),,31-44,,
1:51.0,T. Duncan misses free throw 1 of 2,,31-44,,
1:51.0,Offensive rebound by Team,,31-44,,
1:51.0,T. Duncan makes free throw 2 of 2,1,32-44,,
1:36.0,,,32-46,2,M. Gasol makes 2-pt shot from 4 ft
1:36.0,,,32-46,,Shooting foul by T. Duncan (drawn by M. Gasol)
1:36.0,,,32-47,1,M. Gasol makes free throw 1 of 1
1:22.0,M. Belinelli makes 3-pt shot from 22 ft (assist by P. Mills),3,35-47,,
1:04.0,,,35-47,,M. Conley misses 2-pt shot from 1 ft (block by D. Green)
1:00.0,Defensive rebound by T. Duncan,,35-47,,
0:57.0,P. Mills misses 3-pt shot from 23 ft,,35-47,,
0:55.0,,,35-47,,Defensive rebound by M. Gasol
0:47.0,,,35-47,,Shooting foul by M. Belinelli (drawn by M. Conley)
0:47.0,,,35-47,,M. Conley misses free throw 1 of 3
0:47.0,,,35-47,,Offensive rebound by Team
0:47.0,,,35-48,1,M. Conley makes free throw 2 of 3
0:47.0,,,35-49,1,M. Conley makes free throw 3 of 3
0:36.0,M. Belinelli makes 3-pt shot from 23 ft (assist by D. Green),3,38-49,,
0:19.0,,,38-52,3,Q. Pondexter makes 3-pt shot from 25 ft (assist by M. Conley)
0:01.0,M. Ginobili misses 2-pt shot from 17 ft,,38-52,,
0:00.0,Offensive rebound by Team,,38-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Shooting foul by T. Allen (drawn by M. Ginobili),,38-52,,
11:48.0,M. Ginobili makes free throw 1 of 2,1,39-52,,
11:48.0,M. Ginobili makes free throw 2 of 2,1,40-52,,
11:28.0,,,40-52,,M. Gasol misses 2-pt shot from 19 ft
11:25.0,,,40-52,,Offensive rebound by T. Allen
11:20.0,,,40-55,3,C. Lee makes 3-pt shot from 25 ft (assist by M. Conley)
11:05.0,,,40-55,,Personal foul by T. Allen (drawn by C. Joseph)
10:52.0,T. Duncan misses 2-pt shot from 6 ft,,40-55,,
10:50.0,Offensive rebound by C. Joseph,,40-55,,
10:50.0,C. Joseph makes 2-pt shot at rim,2,42-55,,
10:29.0,,,42-57,2,M. Conley makes 2-pt shot from 17 ft (assist by C. Lee)
10:09.0,C. Joseph makes 2-pt shot from 12 ft,2,44-57,,
10:01.0,,,44-59,2,J. Leuer makes 2-pt shot from 19 ft (assist by M. Conley)
9:44.0,T. Duncan makes 2-pt shot from 7 ft,2,46-59,,
9:26.0,,,46-59,,M. Gasol misses 2-pt shot from 8 ft
9:25.0,Defensive rebound by M. Belinelli,,46-59,,
9:18.0,Turnover by T. Duncan (bad pass),,46-59,,
8:59.0,,,46-59,,M. Gasol misses 2-pt shot from 6 ft
8:58.0,Defensive rebound by T. Duncan,,46-59,,
8:52.0,M. Ginobili misses 3-pt shot from 25 ft,,46-59,,
8:50.0,,,46-59,,Defensive rebound by M. Conley
8:39.0,,,46-59,,J. Leuer misses 2-pt shot from 1 ft (block by T. Splitter)
8:38.0,,,46-59,,Offensive rebound by J. Leuer
8:34.0,,,46-59,,Turnover by J. Leuer (bad pass; steal by M. Ginobili)
8:22.0,M. Belinelli misses 2-pt shot at rim,,46-59,,
8:20.0,,,46-59,,Defensive rebound by M. Gasol
8:17.0,,,46-59,,Turnover by M. Gasol (bad pass; steal by C. Joseph)
8:15.0,,,46-59,,Personal take foul by M. Conley (drawn by M. Ginobili)
7:57.0,C. Joseph makes 2-pt shot from 1 ft,2,48-59,,
7:57.0,Shooting foul by M. Conley (drawn by C. Joseph),,48-59,,
7:57.0,C. Joseph misses free throw 1 of 1,,48-59,,
7:56.0,,,48-59,,Defensive rebound by T. Allen
7:41.0,,,48-59,,Turnover by M. Conley (lost ball)
7:24.0,T. Splitter misses 2-pt shot from 6 ft (block by M. Gasol),,48-59,,
7:22.0,Offensive rebound by T. Splitter,,48-59,,
7:19.0,T. Splitter makes 2-pt shot from 5 ft,2,50-59,,
7:15.0,,,50-59,,Memphis full timeout
7:03.0,,,50-59,,Shooting foul by C. Joseph (drawn by M. Conley)
7:03.0,,,50-60,1,M. Conley makes free throw 1 of 2
7:03.0,,,50-61,1,M. Conley makes free throw 2 of 2
6:48.0,M. Belinelli misses 2-pt shot from 9 ft,,50-61,,
6:47.0,,,50-61,,Defensive rebound by C. Lee
6:39.0,,,50-61,,J. Leuer misses 2-pt shot from 19 ft
6:38.0,Defensive rebound by T. Duncan,,50-61,,
6:26.0,T. Splitter misses 2-pt shot from 6 ft,,50-61,,
6:24.0,,,50-61,,Defensive rebound by M. Gasol
6:20.0,,,50-61,,T. Allen misses 2-pt shot at rim
6:18.0,,,50-61,,Offensive rebound by J. Leuer
6:15.0,,,50-64,3,M. Conley makes 3-pt shot from 22 ft (assist by J. Leuer)
6:05.0,C. Joseph misses 3-pt shot from 23 ft,,50-64,,
6:04.0,,,50-64,,Defensive rebound by C. Lee
5:44.0,,,50-64,,Turnover by M. Conley (lost ball; steal by C. Joseph)
5:41.0,Turnover by C. Joseph (lost ball; steal by M. Conley),,50-64,,
5:36.0,,,50-64,,Turnover by C. Lee (bad pass; steal by T. Splitter)
5:24.0,C. Joseph misses 2-pt shot from 11 ft,,50-64,,
5:22.0,,,50-64,,Defensive rebound by M. Conley
5:21.0,Personal foul by C. Joseph (drawn by M. Conley),,50-64,,
5:21.0,,,50-64,,J. Stokes enters the game for J. Leuer
5:21.0,D. Green enters the game for M. Ginobili,,50-64,,
5:21.0,P. Mills enters the game for C. Joseph,,50-64,,
5:06.0,,,50-64,,T. Allen misses 2-pt shot from 1 ft
5:05.0,Defensive rebound by T. Splitter,,50-64,,
4:58.0,D. Green makes 3-pt shot from 23 ft (assist by M. Belinelli),3,53-64,,
4:38.0,,,53-64,,T. Allen misses 2-pt shot from 6 ft
4:37.0,Defensive rebound by T. Duncan,,53-64,,
4:24.0,Offensive charge foul by T. Splitter,,53-64,,
4:24.0,Turnover by T. Splitter (offensive foul),,53-64,,
4:24.0,,,53-64,,T. Prince enters the game for J. Stokes
4:24.0,,,53-64,,V. Carter enters the game for T. Allen
4:24.0,M. Bonner enters the game for T. Splitter,,53-64,,
4:12.0,,,53-64,,Offensive foul by V. Carter
4:12.0,,,53-64,,Turnover by V. Carter (offensive foul)
3:52.0,M. Bonner makes 2-pt shot from 11 ft,2,55-64,,
3:35.0,,,55-64,,Turnover by M. Conley (bad pass; steal by T. Duncan)
3:23.0,Turnover by M. Belinelli (lost ball; steal by C. Lee),,55-64,,
3:18.0,,,55-64,,Shooting foul by D. Green (drawn by T. Prince)
3:18.0,,,55-65,1,T. Prince makes free throw 1 of 2
3:18.0,J. Ayres enters the game for T. Duncan,,55-65,,
3:18.0,,,55-66,1,T. Prince makes free throw 2 of 2
3:08.0,M. Belinelli misses 3-pt shot from 25 ft,,55-66,,
3:07.0,Offensive rebound by M. Bonner,,55-66,,
2:52.0,Turnover by D. Green (bad pass),,55-66,,
2:52.0,San Antonio full timeout,,55-66,,
2:52.0,,,55-66,,B. Udrih enters the game for M. Conley
2:36.0,,,55-66,,C. Lee misses 3-pt shot from 23 ft
2:35.0,Defensive rebound by D. Green,,55-66,,
2:21.0,M. Belinelli makes 2-pt shot from 18 ft,2,57-66,,
1:59.0,,,57-68,2,M. Gasol makes 2-pt shot from 3 ft (assist by V. Carter)
1:54.0,,,57-68,,Personal take foul by B. Udrih (drawn by P. Mills)
1:54.0,P. Mills makes free throw 1 of 2,1,58-68,,
1:54.0,P. Mills makes free throw 2 of 2,1,59-68,,
1:37.0,,,59-68,,Shooting foul by D. Green (drawn by M. Gasol)
1:37.0,,,59-69,1,M. Gasol makes free throw 1 of 2
1:37.0,,,59-69,,M. Gasol misses free throw 2 of 2
1:35.0,Defensive rebound by D. Green,,59-69,,
1:22.0,P. Mills misses 3-pt shot from 25 ft,,59-69,,
1:21.0,,,59-69,,Defensive rebound by M. Gasol
1:21.0,Loose ball foul by J. Ayres (drawn by M. Gasol),,59-69,,
1:21.0,,,59-70,1,M. Gasol makes free throw 1 of 2
1:21.0,,,59-70,,M. Gasol misses free throw 2 of 2
1:19.0,Defensive rebound by J. Ayres,,59-70,,
1:05.0,P. Mills makes 2-pt shot from 1 ft,2,61-70,,
0:52.0,,,61-72,2,T. Prince makes 2-pt shot from 1 ft
0:38.0,D. Green makes 2-pt shot from 9 ft,2,63-72,,
0:19.0,,,63-74,2,C. Lee makes 2-pt shot from 16 ft (assist by B. Udrih)
0:04.0,P. Mills misses 2-pt shot from 21 ft,,63-74,,
0:03.0,,,63-74,,Defensive rebound by Team
0:01.0,,,63-74,,B. Udrih misses 3-pt shot from 43 ft
0:00.0,,,63-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,63-74,,B. Udrih misses 2-pt shot from 20 ft
11:44.0,Defensive rebound by J. Ayres,,63-74,,
11:39.0,D. Green misses 3-pt shot from 25 ft,,63-74,,
11:36.0,Offensive rebound by D. Green,,63-74,,
11:17.0,K. Anderson makes 2-pt shot from 18 ft (assist by P. Mills),2,65-74,,
11:01.0,,,65-74,,V. Carter misses 3-pt shot from 25 ft
11:00.0,,,65-74,,Offensive rebound by T. Prince
10:50.0,Personal foul by D. Green (drawn by V. Carter),,65-74,,
10:41.0,,,65-74,,T. Prince misses 3-pt shot from 23 ft
10:40.0,,,65-74,,Offensive rebound by K. Koufos
10:22.0,,,65-74,,V. Carter misses 3-pt shot from 26 ft
10:21.0,Defensive rebound by M. Belinelli,,65-74,,
10:09.0,K. Anderson makes 2-pt shot from 1 ft,2,67-74,,
9:48.0,,,67-74,,Turnover by V. Carter (bad pass; steal by M. Belinelli)
9:34.0,P. Mills misses 2-pt shot from 16 ft,,67-74,,
9:31.0,Offensive rebound by P. Mills,,67-74,,
9:25.0,P. Mills misses 3-pt shot from 22 ft,,67-74,,
9:24.0,,,67-74,,Defensive rebound by B. Udrih
9:21.0,,,67-74,,C. Lee misses 2-pt shot at rim
9:19.0,,,67-74,,Offensive rebound by V. Carter
9:19.0,,,67-76,2,V. Carter makes 2-pt shot at rim
9:17.0,San Antonio full timeout,,67-76,,
9:17.0,,,67-76,,Q. Pondexter enters the game for C. Lee
9:17.0,C. Joseph enters the game for M. Belinelli,,67-76,,
9:17.0,M. Ginobili enters the game for P. Mills,,67-76,,
8:59.0,C. Joseph makes 2-pt shot from 13 ft,2,69-76,,
8:40.0,,,69-78,2,K. Koufos makes 2-pt shot from 4 ft (assist by T. Prince)
8:16.0,D. Green makes 2-pt shot at rim,2,71-78,,
7:59.0,,,71-80,2,K. Koufos makes 2-pt shot from 1 ft (assist by Q. Pondexter)
7:49.0,C. Joseph makes 2-pt shot from 1 ft (assist by D. Green),2,73-80,,
7:46.0,,,73-80,,Turnover by K. Koufos (bad pass; steal by D. Green)
7:45.0,,,73-80,,Personal foul by K. Koufos (drawn by D. Green)
7:45.0,T. Duncan enters the game for J. Ayres,,73-80,,
7:45.0,,,73-80,,T. Allen enters the game for V. Carter
7:45.0,,,73-80,,M. Conley enters the game for B. Udrih
7:39.0,M. Ginobili misses 2-pt shot from 1 ft (block by K. Koufos),,73-80,,
7:37.0,,,73-80,,Defensive rebound by T. Prince
7:17.0,,,73-80,,Q. Pondexter misses 3-pt shot from 26 ft
7:16.0,Defensive rebound by T. Duncan,,73-80,,
6:55.0,T. Duncan makes 2-pt shot at rim (assist by K. Anderson),2,75-80,,
6:33.0,,,75-80,,Turnover by K. Koufos (bad pass)
6:33.0,,,75-80,,M. Gasol enters the game for K. Koufos
6:20.0,D. Green misses 3-pt shot from 25 ft,,75-80,,
6:18.0,,,75-80,,Defensive rebound by M. Conley
6:05.0,,,75-80,,Turnover by T. Prince (bad pass)
5:52.0,T. Duncan makes 2-pt shot from 17 ft (assist by D. Green),2,77-80,,
5:31.0,,,77-82,2,M. Gasol makes 2-pt shot from 16 ft (assist by T. Allen)
5:15.0,Turnover by D. Green (lost ball; steal by Q. Pondexter),,77-82,,
5:13.0,Personal take foul by T. Duncan (drawn by Q. Pondexter),,77-82,,
5:13.0,,,77-82,,Memphis full timeout
5:13.0,M. Belinelli enters the game for D. Green,,77-82,,
4:58.0,,,77-82,,Turnover by M. Gasol (bad pass)
4:36.0,T. Duncan misses 2-pt shot from 9 ft,,77-82,,
4:34.0,,,77-82,,Defensive rebound by T. Prince
4:10.0,,,77-84,2,T. Prince makes 2-pt shot from 21 ft (assist by M. Conley)
3:56.0,Turnover by M. Belinelli (bad pass; steal by T. Allen),,77-84,,
3:37.0,,,77-84,,Shooting foul by C. Joseph (drawn by M. Conley)
3:37.0,,,77-85,1,M. Conley makes free throw 1 of 2
3:37.0,P. Mills enters the game for M. Ginobili,,77-85,,
3:37.0,,,77-86,1,M. Conley makes free throw 2 of 2
3:25.0,Shooting foul by M. Conley (drawn by P. Mills),,77-86,,
3:25.0,P. Mills makes free throw 1 of 2,1,78-86,,
3:25.0,P. Mills makes free throw 2 of 2,1,79-86,,
3:10.0,,,79-89,3,M. Conley makes 3-pt shot from 25 ft
2:53.0,P. Mills misses 2-pt shot from 20 ft,,79-89,,
2:52.0,,,79-89,,Defensive rebound by M. Gasol
2:46.0,Personal take foul by K. Anderson (drawn by T. Prince),,79-89,,
2:46.0,,,79-89,,Memphis full timeout
2:46.0,M. Bonner enters the game for T. Duncan,,79-89,,
2:46.0,A. Daye enters the game for M. Belinelli,,79-89,,
2:46.0,J. Ayres enters the game for P. Mills,,79-89,,
2:33.0,,,79-89,,Turnover by T. Prince (bad pass)
2:23.0,C. Joseph makes 2-pt shot from 1 ft,2,81-89,,
1:58.0,,,81-89,,T. Allen misses 2-pt shot from 1 ft
1:58.0,,,81-89,,Offensive rebound by Team
1:58.0,,,81-89,,C. Lee enters the game for T. Allen
1:56.0,,,81-89,,M. Gasol misses 2-pt shot from 2 ft
1:54.0,,,81-89,,Offensive rebound by M. Gasol
1:54.0,,,81-91,2,M. Gasol makes 2-pt shot at rim
1:43.0,A. Daye misses 3-pt shot from 25 ft,,81-91,,
1:42.0,,,81-91,,Defensive rebound by C. Lee
1:23.0,,,81-91,,Turnover by M. Conley (bad pass)
1:23.0,,,81-91,,Loose ball foul by M. Gasol (drawn by C. Joseph)
1:12.0,C. Joseph makes 2-pt shot from 18 ft,2,83-91,,
0:52.0,,,83-93,2,C. Lee makes 2-pt shot from 22 ft (assist by M. Gasol)
0:38.0,C. Joseph makes 2-pt shot from 8 ft,2,85-93,,
0:17.0,,,85-93,,Shooting foul by K. Anderson (drawn by M. Gasol)
0:17.0,,,85-94,1,M. Gasol makes free throw 1 of 2
0:17.0,,,85-94,,J. Adams enters the game for M. Conley
0:17.0,,,85-94,,J. Stokes enters the game for T. Prince
0:17.0,,,85-95,1,M. Gasol makes free throw 2 of 2
0:07.0,A. Daye makes 2-pt shot from 12 ft (assist by C. Joseph),2,87-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
