time,Golden State,pts.away,score,pts.home,Oklahoma City
6:33.0,,,81-75,,Oklahoma City full timeout
6:33.0,A. Iguodala enters the game for S. Livingston,,81-75,,
6:33.0,,,81-75,,S. Ibaka enters the game for K. Perkins
6:33.0,,,81-75,,S. Adams enters the game for N. Collison
6:33.0,F. Ezeli enters the game for M. Speights,,81-75,,
6:13.0,,,81-75,,Turnover by A. Morrow (lost ball; steal by S. Curry)
5:54.0,F. Ezeli misses 2-pt shot from 2 ft (block by S. Ibaka),,81-75,,
5:52.0,,,81-75,,Defensive rebound by A. Morrow
5:43.0,Personal foul by F. Ezeli (drawn by S. Adams),,81-75,,
5:43.0,Official timeout,,81-75,,
5:35.0,,,81-75,,R. Jackson misses 2-pt shot from 9 ft
5:34.0,Defensive rebound by A. Iguodala,,81-75,,
5:09.0,F. Ezeli makes 2-pt shot from 1 ft (assist by K. Thompson),2,83-75,,
4:53.0,,,83-75,,R. Jackson misses 2-pt shot from 5 ft
4:53.0,,,83-75,,Offensive rebound by S. Ibaka
4:52.0,,,83-75,,Shooting foul by F. Ezeli (drawn by S. Ibaka)
4:52.0,M. Speights enters the game for F. Ezeli,,83-75,,
4:52.0,,,83-76,1,S. Ibaka makes free throw 1 of 2
4:52.0,,,83-77,1,S. Ibaka makes free throw 2 of 2
4:42.0,D. Green misses 3-pt shot from 22 ft,,83-77,,
4:41.0,,,83-77,,Defensive rebound by A. Morrow
4:29.0,,,83-79,2,S. Ibaka makes 2-pt shot from 16 ft (assist by R. Jackson)
4:22.0,Golden State full timeout,,83-79,,
4:20.0,,,83-79,,Personal foul by R. Jackson (drawn by S. Curry)
4:07.0,S. Curry misses 2-pt shot from 12 ft,,83-79,,
4:06.0,Offensive rebound by D. Green,,83-79,,
4:06.0,D. Green makes 2-pt shot from 1 ft,2,85-79,,
4:06.0,Shooting foul by R. Jackson (drawn by D. Green),,85-79,,
4:06.0,D. Green misses free throw 1 of 1,,85-79,,
4:05.0,,,85-79,,Defensive rebound by S. Adams
3:50.0,,,85-79,,R. Jackson misses 2-pt shot from 12 ft
3:49.0,Defensive rebound by Team,,85-79,,
3:39.0,,,85-79,,Personal foul by A. Morrow (drawn by A. Iguodala)
3:32.0,M. Speights misses 2-pt shot at rim (block by A. Roberson),,85-79,,
3:31.0,,,85-79,,Defensive rebound by A. Roberson
3:25.0,,,85-79,,A. Roberson misses 3-pt shot from 25 ft
3:23.0,Defensive rebound by Team,,85-79,,
3:08.0,S. Curry misses 3-pt shot from 24 ft,,85-79,,
3:07.0,,,85-79,,Defensive rebound by A. Morrow
3:01.0,,,85-82,3,A. Morrow makes 3-pt shot from 25 ft (assist by R. Jackson)
2:41.0,M. Speights misses 2-pt shot from 17 ft,,85-82,,
2:40.0,,,85-82,,Defensive rebound by R. Jackson
2:37.0,Golden State full timeout,,85-82,,
2:37.0,H. Barnes enters the game for M. Speights,,85-82,,
2:26.0,,,85-82,,Turnover by S. Ibaka (lost ball; steal by A. Iguodala)
2:22.0,A. Iguodala makes 2-pt shot from 3 ft,2,87-82,,
2:22.0,Shooting foul by R. Jackson (drawn by A. Iguodala),,87-82,,
2:22.0,A. Iguodala makes free throw 1 of 1,1,88-82,,
2:01.0,,,88-82,,S. Ibaka misses 2-pt shot from 2 ft
1:58.0,Defensive rebound by S. Curry,,88-82,,
1:34.0,A. Iguodala misses 3-pt shot from 24 ft,,88-82,,
1:33.0,,,88-82,,Defensive rebound by A. Roberson
1:25.0,,,88-84,2,R. Jackson makes 2-pt shot from 2 ft
1:10.0,H. Barnes misses 2-pt shot at rim (block by S. Ibaka),,88-84,,
1:07.0,,,88-84,,Defensive rebound by S. Adams
1:00.0,,,88-84,,A. Morrow misses 3-pt shot from 22 ft
0:58.0,,,88-84,,Offensive rebound by A. Morrow
0:56.0,,,88-84,,Turnover by S. Ibaka (offensive goaltending)
0:56.0,,,88-84,,L. Thomas enters the game for S. Adams
0:38.0,S. Curry misses 2-pt shot from 22 ft,,88-84,,
0:36.0,,,88-84,,Defensive rebound by A. Roberson
0:30.0,,,88-84,,R. Jackson misses 3-pt shot from 26 ft
0:29.0,,,88-84,,Offensive rebound by R. Jackson
0:26.0,,,88-84,,Oklahoma City full timeout
0:24.0,,,88-84,,A. Morrow misses 3-pt shot from 24 ft
0:23.0,,,88-84,,Offensive rebound by S. Ibaka
0:21.0,,,88-86,2,S. Ibaka makes 2-pt shot at rim
0:18.0,Golden State full timeout,,88-86,,
0:17.0,,,88-86,,Personal take foul by L. Thomas (drawn by S. Curry)
0:17.0,S. Curry misses free throw 1 of 2,,88-86,,
0:17.0,Offensive rebound by Team,,88-86,,
0:17.0,,,88-86,,K. Perkins enters the game for A. Roberson
0:17.0,,,88-86,,N. Collison enters the game for A. Morrow
0:17.0,S. Curry makes free throw 2 of 2,1,89-86,,
0:17.0,,,89-86,,Oklahoma City full timeout
0:17.0,,,89-86,,A. Morrow enters the game for K. Perkins
0:17.0,,,89-86,,A. Roberson enters the game for N. Collison
0:09.0,,,89-86,,A. Roberson misses 3-pt shot from 24 ft
0:08.0,Defensive rebound by K. Thompson,,89-86,,
0:06.0,,,89-86,,Personal take foul by A. Morrow (drawn by K. Thompson)
0:06.0,K. Thompson makes free throw 1 of 2,1,90-86,,
0:06.0,K. Thompson makes free throw 2 of 2,1,91-86,,
0:00.0,,,91-86,,L. Thomas misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by Team,,91-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
