time,Toronto,pts.away,score,pts.home,Philadelphia
4:39.0,Defensive rebound by J. Johnson,,38-33,,
4:27.0,Turnover by D. DeRozan (bad pass),,38-33,,
4:11.0,,,38-35,2,M. Carter-Williams makes 2-pt shot from 1 ft
3:54.0,T. Ross misses 3-pt shot from 25 ft,,38-35,,
3:52.0,,,38-35,,Defensive rebound by L. Mbah a Moute
3:43.0,,,38-35,,R. Covington misses 3-pt shot from 26 ft
3:41.0,,,38-35,,Offensive rebound by N. Noel
3:39.0,,,38-37,2,N. Noel makes 2-pt shot from 6 ft
3:19.0,D. DeRozan misses 2-pt shot from 2 ft,,38-37,,
3:18.0,,,38-37,,Defensive rebound by N. Noel
3:11.0,,,38-39,2,K. McDaniels makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
3:01.0,Toronto full timeout,,38-39,,
3:01.0,J. Valanciunas enters the game for A. Johnson,,38-39,,
3:01.0,L. Williams enters the game for T. Ross,,38-39,,
2:56.0,J. Johnson makes 2-pt shot from 2 ft (assist by K. Lowry),2,40-39,,
2:37.0,,,40-39,,Turnover by N. Noel (lost ball; steal by J. Valanciunas)
2:26.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by L. Williams),2,42-39,,
2:26.0,Shooting foul by K. McDaniels (drawn by J. Valanciunas),,42-39,,
2:26.0,J. Valanciunas makes free throw 1 of 1,1,43-39,,
2:15.0,,,43-39,,Turnover by M. Carter-Williams (lost ball)
2:04.0,J. Johnson makes 2-pt shot from 17 ft (assist by L. Williams),2,45-39,,
1:42.0,,,45-39,,L. Mbah a Moute misses 3-pt shot from 24 ft
1:42.0,,,45-39,,Offensive rebound by R. Covington
1:42.0,,,45-39,,Shooting foul by J. Valanciunas (drawn by R. Covington)
1:42.0,,,45-40,1,R. Covington makes free throw 1 of 2
1:42.0,,,45-41,1,R. Covington makes free throw 2 of 2
1:25.0,,,45-41,,Personal foul by K. McDaniels (drawn by L. Williams)
1:25.0,,,45-41,,L. Drew enters the game for K. McDaniels
1:25.0,,,45-41,,H. Sims enters the game for N. Noel
1:15.0,J. Johnson makes 2-pt shot from 6 ft,2,47-41,,
0:55.0,,,47-41,,Offensive charge foul by R. Covington
0:55.0,,,47-41,,Turnover by R. Covington (offensive foul)
0:40.0,Turnover by D. DeRozan (bad pass; steal by M. Carter-Williams),,47-41,,
0:28.0,,,47-41,,H. Sims misses 2-pt shot from 12 ft
0:26.0,Defensive rebound by J. Johnson,,47-41,,
0:04.0,Shooting foul by R. Covington (drawn by J. Valanciunas),,47-41,,
0:04.0,J. Valanciunas makes free throw 1 of 2,1,48-41,,
0:04.0,J. Valanciunas misses free throw 2 of 2,,48-41,,
0:03.0,,,48-41,,Defensive rebound by H. Sims
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,D. DeRozan misses 2-pt shot from 16 ft,,48-41,,
11:48.0,,,48-41,,Defensive rebound by M. Carter-Williams
11:42.0,,,48-44,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by M. Carter-Williams)
11:18.0,G. Vasquez misses 3-pt shot from 22 ft,,48-44,,
11:16.0,,,48-44,,Defensive rebound by R. Covington
11:01.0,,,48-44,,R. Covington misses 2-pt shot from 20 ft
10:59.0,,,48-44,,Offensive rebound by L. Mbah a Moute
10:52.0,,,48-44,,M. Carter-Williams misses 2-pt shot from 18 ft
10:50.0,Defensive rebound by G. Vasquez,,48-44,,
10:41.0,K. Lowry makes 2-pt shot from 17 ft,2,50-44,,
10:33.0,,,50-44,,K. McDaniels misses 2-pt shot from 3 ft
10:33.0,Defensive rebound by Team,,50-44,,
10:33.0,,,50-44,,Loose ball foul by N. Noel (drawn by J. Valanciunas)
10:11.0,D. DeRozan misses 2-pt shot from 12 ft,,50-44,,
10:09.0,Offensive rebound by Team,,50-44,,
10:00.0,J. Valanciunas makes 2-pt shot at rim (assist by G. Vasquez),2,52-44,,
9:36.0,,,52-44,,N. Noel misses 2-pt shot from 14 ft
9:34.0,Defensive rebound by J. Valanciunas,,52-44,,
9:19.0,P. Patterson makes 2-pt shot from 1 ft (assist by G. Vasquez),2,54-44,,
9:19.0,Shooting foul by K. McDaniels (drawn by P. Patterson),,54-44,,
9:19.0,P. Patterson misses free throw 1 of 1,,54-44,,
9:19.0,,,54-44,,Defensive rebound by N. Noel
9:05.0,,,54-47,3,K. McDaniels makes 3-pt shot from 24 ft (assist by M. Carter-Williams)
8:48.0,D. DeRozan makes 2-pt shot from 21 ft,2,56-47,,
8:33.0,,,56-49,2,N. Noel makes 2-pt shot at rim (assist by K. McDaniels)
8:17.0,Turnover by G. Vasquez (lost ball; steal by M. Carter-Williams),,56-49,,
8:17.0,Personal foul by G. Vasquez (drawn by K. McDaniels),,56-49,,
8:08.0,Personal foul by J. Valanciunas (drawn by N. Noel),,56-49,,
7:55.0,,,56-49,,N. Noel misses 2-pt shot from 9 ft
7:53.0,,,56-49,,Offensive rebound by N. Noel
7:53.0,,,56-51,2,N. Noel makes 2-pt shot from 3 ft
7:33.0,D. DeRozan makes 2-pt shot from 12 ft,2,58-51,,
7:16.0,,,58-51,,R. Covington misses 3-pt shot from 28 ft
7:15.0,Defensive rebound by P. Patterson,,58-51,,
7:02.0,J. Valanciunas misses 2-pt shot from 4 ft (block by R. Covington),,58-51,,
7:00.0,,,58-51,,Defensive rebound by N. Noel
6:57.0,,,58-51,,Shooting foul by G. Vasquez (drawn by R. Covington)
6:57.0,,,58-52,1,R. Covington makes free throw 1 of 2
6:57.0,,,58-52,,H. Sims enters the game for N. Noel
6:57.0,,,58-53,1,R. Covington makes free throw 2 of 2
6:44.0,D. DeRozan misses 3-pt shot from 26 ft,,58-53,,
6:42.0,Offensive rebound by P. Patterson,,58-53,,
6:38.0,P. Patterson makes 2-pt shot from 2 ft (assist by K. Lowry),2,60-53,,
6:17.0,,,60-53,,K. McDaniels misses 3-pt shot from 25 ft
6:15.0,Defensive rebound by K. Lowry,,60-53,,
6:06.0,P. Patterson misses 3-pt shot from 25 ft,,60-53,,
6:04.0,Offensive rebound by P. Patterson,,60-53,,
6:00.0,K. Lowry misses 3-pt shot from 25 ft,,60-53,,
5:59.0,,,60-53,,Defensive rebound by M. Carter-Williams
5:50.0,,,60-53,,R. Covington misses 3-pt shot from 26 ft
5:48.0,Defensive rebound by Team,,60-53,,
5:48.0,,,60-53,,Philadelphia full timeout
5:48.0,,,60-53,,J. Grant enters the game for R. Covington
5:48.0,L. Williams enters the game for G. Vasquez,,60-53,,
5:33.0,J. Valanciunas misses 2-pt shot from 1 ft (block by L. Mbah a Moute),,60-53,,
5:32.0,,,60-53,,Defensive rebound by H. Sims
5:24.0,,,60-53,,M. Carter-Williams misses 2-pt shot from 1 ft (block by J. Valanciunas)
5:22.0,Defensive rebound by P. Patterson,,60-53,,
5:15.0,L. Williams misses 3-pt shot from 24 ft,,60-53,,
5:14.0,,,60-53,,Defensive rebound by L. Mbah a Moute
5:07.0,,,60-53,,H. Thompson enters the game for K. McDaniels
4:59.0,,,60-53,,H. Sims misses 2-pt shot from 17 ft
4:58.0,Defensive rebound by P. Patterson,,60-53,,
4:37.0,D. DeRozan misses 3-pt shot from 22 ft,,60-53,,
4:35.0,,,60-53,,Defensive rebound by H. Sims
4:20.0,,,60-53,,J. Grant misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by Team,,60-53,,
4:19.0,T. Hansbrough enters the game for P. Patterson,,60-53,,
4:19.0,A. Johnson enters the game for J. Valanciunas,,60-53,,
4:05.0,Turnover by A. Johnson (bad pass; steal by M. Carter-Williams),,60-53,,
3:55.0,,,60-55,2,H. Sims makes 2-pt shot at rim (assist by L. Mbah a Moute)
3:39.0,D. DeRozan misses 2-pt shot from 15 ft,,60-55,,
3:37.0,,,60-55,,Defensive rebound by H. Thompson
3:27.0,,,60-55,,H. Thompson misses 3-pt shot from 24 ft
3:25.0,Defensive rebound by Team,,60-55,,
3:25.0,,,60-55,,N. Noel enters the game for L. Mbah a Moute
3:14.0,L. Williams misses 2-pt shot from 14 ft (block by H. Thompson),,60-55,,
3:12.0,,,60-55,,Defensive rebound by N. Noel
3:01.0,,,60-55,,Turnover by J. Grant (lost ball; steal by L. Williams)
2:56.0,K. Lowry misses 3-pt shot from 25 ft,,60-55,,
2:54.0,Offensive rebound by A. Johnson,,60-55,,
2:52.0,K. Lowry misses 3-pt shot from 25 ft,,60-55,,
2:50.0,,,60-55,,Defensive rebound by N. Noel
2:44.0,Personal foul by T. Hansbrough (drawn by H. Sims),,60-55,,
2:44.0,Toronto full timeout,,60-55,,
2:44.0,T. Ross enters the game for D. DeRozan,,60-55,,
2:44.0,,,60-55,,L. Drew enters the game for M. Carter-Williams
2:38.0,,,60-55,,Offensive foul by H. Sims
2:38.0,,,60-55,,Turnover by H. Sims (offensive foul)
2:25.0,A. Johnson makes 2-pt shot from 2 ft (assist by K. Lowry),2,62-55,,
2:08.0,,,62-55,,Shooting foul by T. Hansbrough (drawn by H. Sims)
2:08.0,,,62-56,1,H. Sims makes free throw 1 of 2
2:08.0,,,62-57,1,H. Sims makes free throw 2 of 2
1:56.0,Shooting foul by J. Grant (drawn by T. Hansbrough),,62-57,,
1:56.0,T. Hansbrough misses free throw 1 of 2,,62-57,,
1:56.0,Offensive rebound by Team,,62-57,,
1:56.0,G. Vasquez enters the game for K. Lowry,,62-57,,
1:56.0,T. Hansbrough makes free throw 2 of 2,1,63-57,,
1:32.0,,,63-59,2,L. Drew makes 2-pt shot from 21 ft
1:10.0,A. Johnson misses 2-pt shot from 4 ft,,63-59,,
1:09.0,,,63-59,,Defensive rebound by Team
1:09.0,,,63-59,,R. Covington enters the game for N. Noel
0:52.0,,,63-62,3,H. Thompson makes 3-pt shot from 25 ft (assist by L. Drew)
0:36.0,T. Hansbrough misses 2-pt shot from 1 ft,,63-62,,
0:34.0,,,63-62,,Defensive rebound by J. Grant
0:26.0,,,63-62,,H. Sims misses 2-pt shot from 1 ft
0:25.0,Defensive rebound by T. Hansbrough,,63-62,,
0:02.0,Turnover by Team (shot clock),,63-62,,
0:00.0,,,63-62,,L. Drew misses 3-pt shot from 46 ft
0:00.0,,,63-62,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,63-62,,J. Grant misses 2-pt shot from 5 ft
11:47.0,Defensive rebound by L. Williams,,63-62,,
11:38.0,G. Vasquez makes 2-pt shot from 15 ft (assist by T. Ross),2,65-62,,
11:21.0,,,65-62,,H. Sims misses 2-pt shot from 6 ft
11:19.0,Defensive rebound by J. Johnson,,65-62,,
11:04.0,T. Ross makes 2-pt shot from 17 ft (assist by G. Vasquez),2,67-62,,
10:42.0,,,67-62,,N. Noel enters the game for H. Thompson
10:42.0,,,67-62,,M. Carter-Williams enters the game for L. Drew
10:42.0,,,67-62,,K. McDaniels enters the game for H. Sims
10:36.0,,,67-62,,K. McDaniels misses 3-pt shot from 25 ft
10:34.0,Defensive rebound by T. Ross,,67-62,,
10:19.0,L. Williams misses 2-pt shot from 14 ft,,67-62,,
10:18.0,,,67-62,,Defensive rebound by J. Grant
10:01.0,,,67-62,,Shooting foul by G. Vasquez (drawn by M. Carter-Williams)
10:01.0,,,67-62,,L. Mbah a Moute enters the game for J. Grant
10:01.0,,,67-63,1,M. Carter-Williams makes free throw 1 of 2
10:01.0,,,67-64,1,M. Carter-Williams makes free throw 2 of 2
9:49.0,Shooting foul by N. Noel (drawn by L. Williams),,67-64,,
9:49.0,L. Williams misses free throw 1 of 2,,67-64,,
9:49.0,Offensive rebound by Team,,67-64,,
9:49.0,L. Williams makes free throw 2 of 2,1,68-64,,
9:32.0,,,68-66,2,L. Mbah a Moute makes 2-pt shot from 17 ft (assist by M. Carter-Williams)
9:13.0,Turnover by A. Johnson (lost ball; steal by R. Covington),,68-66,,
9:09.0,,,68-68,2,N. Noel makes 2-pt shot at rim (assist by M. Carter-Williams)
9:07.0,Toronto full timeout,,68-68,,
9:07.0,J. Valanciunas enters the game for A. Johnson,,68-68,,
8:47.0,Turnover by J. Johnson (lost ball; steal by N. Noel),,68-68,,
8:47.0,,,68-68,,Philadelphia full timeout
8:22.0,,,68-68,,R. Covington misses 3-pt shot from 26 ft
8:20.0,,,68-68,,Offensive rebound by L. Mbah a Moute
8:11.0,,,68-70,2,L. Mbah a Moute makes 2-pt shot from 3 ft (assist by K. McDaniels)
7:45.0,Turnover by L. Williams (lost ball; steal by N. Noel),,68-70,,
7:45.0,Personal foul by L. Williams (drawn by R. Covington),,68-70,,
7:45.0,K. Lowry enters the game for L. Williams,,68-70,,
7:45.0,P. Patterson enters the game for J. Johnson,,68-70,,
7:30.0,,,68-70,,K. McDaniels misses 3-pt shot from 25 ft
7:28.0,Defensive rebound by Team,,68-70,,
7:13.0,K. Lowry misses 2-pt shot from 3 ft,,68-70,,
7:11.0,,,68-70,,Defensive rebound by M. Carter-Williams
7:05.0,,,68-70,,R. Covington misses 3-pt shot from 25 ft
7:03.0,Defensive rebound by P. Patterson,,68-70,,
7:00.0,T. Ross misses 2-pt shot from 2 ft,,68-70,,
6:59.0,,,68-70,,Defensive rebound by M. Carter-Williams
6:50.0,,,68-70,,Shooting foul by J. Valanciunas (drawn by N. Noel)
6:50.0,,,68-71,1,N. Noel makes free throw 1 of 2
6:50.0,D. DeRozan enters the game for T. Ross,,68-71,,
6:50.0,,,68-72,1,N. Noel makes free throw 2 of 2
6:35.0,D. DeRozan misses 2-pt shot from 16 ft,,68-72,,
6:34.0,,,68-72,,Defensive rebound by R. Covington
6:26.0,,,68-72,,R. Covington misses 2-pt shot from 2 ft
6:24.0,,,68-72,,Offensive rebound by N. Noel
6:24.0,,,68-74,2,N. Noel makes 2-pt shot at rim
5:56.0,Turnover by Team (shot clock),,68-74,,
5:56.0,,,68-74,,H. Sims enters the game for N. Noel
5:56.0,,,68-74,,J. Grant enters the game for K. McDaniels
5:41.0,,,68-74,,H. Sims misses 2-pt shot from 2 ft (block by J. Valanciunas)
5:39.0,,,68-74,,Offensive rebound by L. Mbah a Moute
5:39.0,,,68-76,2,L. Mbah a Moute makes 2-pt shot from 1 ft
5:39.0,,,68-76,,Shooting foul by J. Valanciunas (drawn by L. Mbah a Moute)
5:39.0,,,68-77,1,L. Mbah a Moute makes free throw 1 of 1
5:30.0,Shooting foul by H. Sims (drawn by K. Lowry),,68-77,,
5:30.0,K. Lowry makes free throw 1 of 2,1,69-77,,
5:30.0,K. Lowry makes free throw 2 of 2,1,70-77,,
5:19.0,,,70-77,,M. Carter-Williams misses 3-pt shot from 24 ft
5:15.0,Defensive rebound by K. Lowry,,70-77,,
5:10.0,K. Lowry makes 3-pt shot from 25 ft,3,73-77,,
4:56.0,,,73-77,,R. Covington misses 3-pt shot from 25 ft
4:54.0,,,73-77,,Offensive rebound by J. Grant
4:54.0,Personal foul by D. DeRozan (drawn by J. Grant),,73-77,,
4:54.0,,,73-78,1,J. Grant makes free throw 1 of 2
4:54.0,,,73-78,,N. Noel enters the game for L. Mbah a Moute
4:54.0,,,73-78,,J. Grant misses free throw 2 of 2
4:52.0,Defensive rebound by J. Valanciunas,,73-78,,
4:35.0,Shooting foul by M. Carter-Williams (drawn by K. Lowry),,73-78,,
4:35.0,K. Lowry makes free throw 1 of 2,1,74-78,,
4:35.0,K. Lowry makes free throw 2 of 2,1,75-78,,
4:21.0,,,75-78,,Turnover by R. Covington (traveling)
4:08.0,Turnover by J. Valanciunas (3 sec),,75-78,,
3:55.0,,,75-80,2,H. Sims makes 2-pt shot from 2 ft (assist by M. Carter-Williams)
3:39.0,K. Lowry makes 3-pt shot from 25 ft,3,78-80,,
3:25.0,,,78-80,,H. Sims misses 2-pt shot from 18 ft
