time,Charlotte,pts.away,score,pts.home,Atlanta
4:25.0,J. Taylor misses 2-pt shot from 16 ft,,7-9,,
4:23.0,Offensive rebound by N. Vonleh,,7-9,,
4:23.0,N. Vonleh misses 2-pt shot from 3 ft,,7-9,,
4:23.0,,,7-9,,K. Bazemore enters the game for K. Korver
4:21.0,Jump ball: A. Horford vs. N. Vonleh (M. Scott gains possession),,,,Jump ball: A. Horford vs. N. Vonleh (M. Scott gains possession)
4:21.0,,,7-9,,Defensive rebound by Team
4:07.0,Personal foul by G. Henderson (drawn by D. Carroll),,7-9,,
4:07.0,,,7-9,,P. Antic enters the game for A. Horford
4:07.0,,,7-9,,D. Schroder enters the game for J. Teague
3:55.0,,,7-11,2,K. Bazemore makes 2-pt shot from 2 ft (assist by D. Schroder)
3:35.0,K. Walker misses 2-pt shot from 10 ft,,7-11,,
3:34.0,,,7-11,,Defensive rebound by K. Bazemore
3:19.0,,,7-11,,D. Carroll misses 2-pt shot from 6 ft
3:18.0,Defensive rebound by B. Biyombo,,7-11,,
3:12.0,Shooting foul by M. Scott (drawn by G. Henderson),,7-11,,
3:12.0,G. Henderson misses free throw 1 of 2,,7-11,,
3:12.0,Offensive rebound by Team,,7-11,,
3:12.0,G. Henderson makes free throw 2 of 2,1,8-11,,
3:03.0,,,8-13,2,D. Schroder makes 2-pt shot from 11 ft
2:40.0,K. Walker makes 3-pt shot from 25 ft (assist by J. Taylor),3,11-13,,
2:27.0,,,11-15,2,P. Antic makes 2-pt shot from 14 ft (assist by D. Schroder)
2:06.0,J. Taylor misses 3-pt shot from 23 ft,,11-15,,
2:05.0,,,11-15,,Defensive rebound by D. Schroder
1:55.0,,,11-15,,Turnover by D. Schroder (bad pass)
1:55.0,Charlotte full timeout,,11-15,,
1:55.0,B. Roberts enters the game for B. Biyombo,,11-15,,
1:55.0,M. Williams enters the game for G. Henderson,,11-15,,
1:55.0,J. Maxiell enters the game for K. Walker,,11-15,,
1:32.0,N. Vonleh misses 2-pt shot from 3 ft,,11-15,,
1:31.0,,,11-15,,Defensive rebound by M. Scott
1:21.0,,,11-15,,K. Bazemore misses 3-pt shot from 23 ft
1:20.0,Defensive rebound by J. Taylor,,11-15,,
1:11.0,J. Maxiell makes 2-pt shot from 1 ft (assist by M. Williams),2,13-15,,
0:57.0,,,13-15,,D. Schroder misses 2-pt shot from 1 ft
0:54.0,Defensive rebound by N. Vonleh,,13-15,,
0:46.0,J. Maxiell makes 2-pt shot from 3 ft (assist by N. Vonleh),2,15-15,,
0:28.0,,,15-15,,P. Antic misses 3-pt shot from 24 ft
0:26.0,Defensive rebound by M. Williams,,15-15,,
0:02.0,J. Maxiell misses 2-pt shot from 19 ft,,15-15,,
0:02.0,Offensive rebound by Team,,15-15,,
0:02.0,Turnover by Team (shot clock),,15-15,,
0:02.0,,,15-15,,K. Korver enters the game for D. Carroll
0:02.0,,,15-15,,A. Horford enters the game for M. Scott
0:01.0,,,15-15,,Turnover by P. Antic (bad pass; steal by J. Maxiell)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,B. Roberts misses 3-pt shot from 25 ft,,15-15,,
11:46.0,,,15-15,,Defensive rebound by P. Antic
11:30.0,,,15-17,2,D. Schroder makes 2-pt shot from 22 ft (assist by K. Korver)
11:09.0,M. Williams makes 2-pt shot from 3 ft (assist by M. Williams),2,17-17,,
10:57.0,,,17-17,,A. Horford misses 2-pt shot from 12 ft
10:55.0,Defensive rebound by M. Williams,,17-17,,
10:48.0,M. Williams misses 2-pt shot from 14 ft,,17-17,,
10:47.0,,,17-17,,Defensive rebound by D. Schroder
10:42.0,,,17-17,,Shooting foul by P. Hairston (drawn by K. Korver)
10:42.0,,,17-18,1,K. Korver makes free throw 1 of 3
10:42.0,,,17-19,1,K. Korver makes free throw 2 of 3
10:42.0,,,17-20,1,K. Korver makes free throw 3 of 3
10:25.0,P. Hairston makes 2-pt shot from 18 ft (assist by M. Williams),2,19-20,,
10:15.0,,,19-23,3,D. Schroder makes 3-pt shot from 25 ft
9:56.0,B. Roberts misses 2-pt shot from 9 ft,,19-23,,
9:55.0,Offensive rebound by J. Maxiell,,19-23,,
9:49.0,P. Hairston makes 3-pt shot from 25 ft (assist by M. Williams),3,22-23,,
9:36.0,,,22-25,2,D. Schroder makes 2-pt shot from 1 ft (assist by K. Bazemore)
9:21.0,M. Williams makes 3-pt shot from 23 ft (assist by B. Roberts),3,25-25,,
9:13.0,,,25-25,,Offensive foul by A. Horford
9:13.0,,,25-25,,Turnover by A. Horford (offensive foul)
9:13.0,,,25-25,,M. Muscala enters the game for P. Antic
9:13.0,,,25-25,,S. Mack enters the game for K. Bazemore
8:55.0,Turnover by M. Williams (bad pass; steal by K. Korver),,25-25,,
8:46.0,,,25-28,3,K. Korver makes 3-pt shot from 24 ft (assist by D. Schroder)
8:34.0,,,25-28,,Personal foul by M. Muscala (drawn by B. Roberts)
8:34.0,Official timeout,,25-28,,
8:17.0,M. Williams misses 3-pt shot from 25 ft,,25-28,,
8:16.0,,,25-28,,Defensive rebound by S. Mack
8:10.0,,,25-30,2,A. Horford makes 2-pt shot at rim (assist by S. Mack)
7:47.0,B. Roberts makes 3-pt shot from 25 ft (assist by M. Williams),3,28-30,,
7:30.0,,,28-32,2,D. Schroder makes 2-pt shot from 9 ft
7:11.0,J. Maxiell makes 2-pt shot from 13 ft (assist by M. Williams),2,30-32,,
7:06.0,,,30-32,,Turnover by S. Mack (lost ball; steal by B. Roberts)
7:00.0,B. Roberts misses 3-pt shot from 25 ft,,30-32,,
6:57.0,,,30-32,,Defensive rebound by A. Horford
6:49.0,,,30-35,3,K. Korver makes 3-pt shot from 26 ft (assist by D. Schroder)
6:28.0,P. Hairston misses 3-pt shot from 24 ft,,30-35,,
6:27.0,,,30-35,,Defensive rebound by S. Mack
6:18.0,,,30-35,,K. Korver misses 3-pt shot from 24 ft
6:16.0,Defensive rebound by M. Williams,,30-35,,
6:08.0,J. Maxiell makes 2-pt shot at rim (assist by M. Williams),2,32-35,,
6:05.0,,,32-35,,Atlanta full timeout
6:05.0,,,32-35,,J. Teague enters the game for A. Horford
6:05.0,,,32-35,,M. Scott enters the game for D. Schroder
6:05.0,G. Henderson enters the game for J. Maxiell,,32-35,,
6:05.0,B. Biyombo enters the game for M. Williams,,32-35,,
6:05.0,J. Taylor enters the game for P. Hairston,,32-35,,
5:54.0,,,32-35,,K. Korver misses 3-pt shot from 24 ft
5:52.0,Defensive rebound by M. Williams,,32-35,,
5:38.0,G. Henderson misses 2-pt shot from 16 ft,,32-35,,
5:37.0,Offensive rebound by J. Taylor,,32-35,,
5:36.0,J. Taylor makes 2-pt shot at rim,2,34-35,,
5:29.0,Personal foul by J. Taylor (drawn by K. Korver),,34-35,,
5:29.0,K. Walker enters the game for B. Roberts,,34-35,,
5:18.0,Personal foul by J. Taylor (drawn by M. Muscala),,34-35,,
5:18.0,T. Daniels enters the game for J. Taylor,,34-35,,
5:07.0,,,34-35,,S. Mack misses 3-pt shot from 25 ft
5:05.0,,,34-35,,Offensive rebound by M. Muscala
5:03.0,,,34-35,,Turnover by M. Muscala (bad pass; steal by T. Daniels)
4:56.0,K. Walker misses 3-pt shot from 25 ft,,34-35,,
4:55.0,Offensive rebound by M. Williams,,34-35,,
4:55.0,Shooting foul by M. Muscala (drawn by M. Williams),,34-35,,
4:55.0,M. Williams misses free throw 1 of 2,,34-35,,
4:55.0,Offensive rebound by Team,,34-35,,
4:55.0,,,34-35,,D. Carroll enters the game for K. Korver
4:55.0,M. Williams makes free throw 2 of 2,1,35-35,,
4:41.0,Violation by T. Daniels (kicked ball),,35-35,,
4:41.0,N. Vonleh enters the game for M. Williams,,35-35,,
4:35.0,,,35-37,2,M. Muscala makes 2-pt shot at rim (assist by J. Teague)
4:21.0,T. Daniels misses 2-pt shot from 21 ft,,35-37,,
4:20.0,Offensive rebound by N. Vonleh,,35-37,,
4:05.0,B. Biyombo misses 2-pt shot at rim,,35-37,,
4:02.0,,,35-37,,Defensive rebound by M. Muscala
3:53.0,,,35-39,2,M. Scott makes 2-pt shot from 1 ft (assist by D. Carroll)
3:36.0,,,35-39,,Personal foul by J. Teague (drawn by K. Walker)
3:31.0,G. Henderson makes 2-pt shot from 20 ft (assist by K. Walker),2,37-39,,
3:08.0,,,37-39,,D. Carroll misses 3-pt shot from 24 ft
3:07.0,Defensive rebound by B. Biyombo,,37-39,,
2:50.0,T. Daniels makes 2-pt shot from 19 ft (assist by K. Walker),2,39-39,,
2:34.0,,,39-41,2,M. Scott makes 2-pt shot from 20 ft (assist by S. Mack)
2:13.0,N. Vonleh makes 2-pt shot from 2 ft,2,41-41,,
2:05.0,,,41-43,2,J. Teague makes 2-pt shot from 3 ft
1:50.0,Turnover by G. Henderson (bad pass; steal by D. Carroll),,41-43,,
1:38.0,,,41-45,2,M. Muscala makes 2-pt shot from 1 ft (assist by J. Teague)
1:22.0,K. Walker misses 3-pt shot from 24 ft,,41-45,,
1:21.0,Offensive rebound by T. Daniels,,41-45,,
1:08.0,T. Daniels makes 3-pt shot from 25 ft (assist by K. Walker),3,44-45,,
0:53.0,,,44-45,,J. Teague misses 2-pt shot from 8 ft
0:51.0,Defensive rebound by B. Biyombo,,44-45,,
0:38.0,Shooting foul by M. Scott (drawn by B. Biyombo),,44-45,,
0:38.0,Charlotte full timeout,,44-45,,
0:38.0,,,44-45,,K. Korver enters the game for S. Mack
0:38.0,B. Biyombo misses free throw 1 of 2,,44-45,,
0:38.0,Offensive rebound by Team,,44-45,,
0:38.0,B. Biyombo makes free throw 2 of 2,1,45-45,,
0:30.0,,,45-45,,D. Carroll misses 2-pt shot from 11 ft
0:28.0,Defensive rebound by B. Biyombo,,45-45,,
0:09.0,K. Walker makes 2-pt shot from 1 ft,2,47-45,,
0:09.0,Shooting foul by M. Muscala (drawn by K. Walker),,47-45,,
0:09.0,K. Walker makes free throw 1 of 1,1,48-45,,
0:03.0,,,48-47,2,M. Muscala makes 2-pt shot at rim (assist by J. Teague)
0:00.0,K. Walker misses 3-pt shot from 39 ft,,48-47,,
0:00.0,Offensive rebound by Team,,48-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,J. Taylor misses 2-pt shot from 2 ft,,48-47,,
11:39.0,,,48-47,,Defensive rebound by A. Horford
11:28.0,,,48-47,,Shooting foul by J. Taylor (drawn by A. Horford)
11:28.0,,,48-48,1,A. Horford makes free throw 1 of 2
11:28.0,,,48-48,,A. Horford misses free throw 2 of 2
11:27.0,Defensive rebound by M. Williams,,48-48,,
11:11.0,Turnover by J. Taylor (lost ball),,48-48,,
10:59.0,Personal foul by G. Henderson (drawn by D. Carroll),,48-48,,
10:43.0,,,48-48,,J. Teague misses 2-pt shot from 21 ft
10:41.0,Defensive rebound by B. Biyombo,,48-48,,
10:35.0,Turnover by G. Henderson (step out of bounds),,48-48,,
10:23.0,,,48-48,,K. Korver misses 2-pt shot from 1 ft
10:22.0,,,48-48,,Offensive rebound by A. Horford
10:14.0,,,48-48,,A. Horford misses 2-pt shot from 7 ft
10:12.0,Defensive rebound by G. Henderson,,48-48,,
10:10.0,Turnover by G. Henderson (lost ball; steal by D. Carroll),,48-48,,
10:09.0,,,48-48,,D. Carroll misses 2-pt shot from 3 ft (block by M. Williams)
10:09.0,Defensive rebound by Team,,48-48,,
10:00.0,,,48-48,,Personal foul by D. Carroll (drawn by G. Henderson)
9:53.0,G. Henderson makes 2-pt shot from 21 ft (assist by K. Walker),2,50-48,,
9:42.0,,,50-50,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
9:20.0,M. Williams misses 3-pt shot from 24 ft,,50-50,,
9:19.0,,,50-50,,Defensive rebound by D. Carroll
9:10.0,,,50-52,2,A. Horford makes 2-pt shot from 19 ft (assist by K. Korver)
8:47.0,K. Walker misses 3-pt shot from 25 ft,,50-52,,
8:46.0,,,50-52,,Defensive rebound by K. Korver
8:36.0,,,50-54,2,D. Carroll makes 2-pt shot from 22 ft (assist by J. Teague)
8:17.0,B. Biyombo misses 2-pt shot at rim (block by A. Horford),,50-54,,
8:15.0,,,50-54,,Defensive rebound by D. Carroll
8:05.0,,,50-54,,M. Muscala misses 2-pt shot from 15 ft
8:03.0,Defensive rebound by M. Williams,,50-54,,
7:52.0,K. Walker misses 2-pt shot at rim,,50-54,,
7:50.0,,,50-54,,Defensive rebound by J. Teague
7:47.0,,,50-56,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
7:47.0,Charlotte full timeout,,50-56,,
7:32.0,K. Walker makes 3-pt shot from 25 ft (assist by B. Biyombo),3,53-56,,
7:19.0,,,53-58,2,J. Teague makes 2-pt shot from 2 ft
6:58.0,G. Henderson misses 2-pt shot from 18 ft,,53-58,,
6:56.0,,,53-58,,Defensive rebound by J. Teague
6:47.0,Personal foul by K. Walker (drawn by D. Carroll),,53-58,,
6:47.0,,,53-58,,M. Scott enters the game for M. Muscala
6:32.0,,,53-58,,Turnover by Team (shot clock)
6:21.0,M. Williams misses 3-pt shot from 25 ft,,53-58,,
6:19.0,,,53-58,,Defensive rebound by K. Korver
6:02.0,,,53-58,,M. Scott misses 3-pt shot from 23 ft
6:00.0,Defensive rebound by B. Biyombo,,53-58,,
5:50.0,Turnover by J. Taylor (bad pass; steal by J. Teague),,53-58,,
5:46.0,,,53-60,2,J. Teague makes 2-pt shot at rim
5:27.0,J. Taylor misses 2-pt shot from 21 ft,,53-60,,
5:26.0,Offensive rebound by B. Biyombo,,53-60,,
5:23.0,B. Biyombo misses 2-pt shot from 1 ft,,53-60,,
5:22.0,,,53-60,,Defensive rebound by A. Horford
5:07.0,,,53-62,2,M. Scott makes 2-pt shot from 8 ft (assist by K. Korver)
4:54.0,Charlotte full timeout,,53-62,,
4:54.0,,,53-62,,K. Bazemore enters the game for A. Horford
4:54.0,,,53-62,,P. Antic enters the game for K. Korver
4:54.0,N. Vonleh enters the game for M. Williams,,53-62,,
4:41.0,G. Henderson misses 3-pt shot from 25 ft,,53-62,,
4:41.0,Offensive rebound by Team,,53-62,,
4:41.0,,,53-62,,Loose ball foul by M. Scott (drawn by N. Vonleh)
4:28.0,K. Walker misses 3-pt shot from 27 ft,,53-62,,
4:27.0,,,53-62,,Defensive rebound by D. Carroll
4:14.0,,,53-62,,M. Scott misses 2-pt shot from 11 ft
4:10.0,Defensive rebound by J. Taylor,,53-62,,
4:01.0,N. Vonleh makes 2-pt shot from 4 ft (assist by K. Walker),2,55-62,,
3:51.0,,,55-62,,J. Teague misses 3-pt shot from 25 ft
3:49.0,Defensive rebound by B. Biyombo,,55-62,,
3:40.0,K. Walker misses 2-pt shot from 11 ft,,55-62,,
3:39.0,,,55-62,,Defensive rebound by M. Scott
3:31.0,,,55-62,,K. Bazemore misses 3-pt shot from 22 ft
3:30.0,Defensive rebound by B. Biyombo,,55-62,,
3:22.0,Charlotte full timeout,,55-62,,
3:22.0,B. Roberts enters the game for K. Walker,,55-62,,
3:22.0,,,55-62,,D. Schroder enters the game for J. Teague
3:06.0,Turnover by Team (shot clock),,55-62,,
2:51.0,Personal foul by G. Henderson (drawn by D. Carroll),,55-62,,
2:45.0,,,55-62,,P. Antic misses 3-pt shot from 25 ft
2:44.0,Defensive rebound by N. Vonleh,,55-62,,
2:30.0,B. Roberts misses 2-pt shot from 20 ft,,55-62,,
2:28.0,,,55-62,,Defensive rebound by M. Scott
2:20.0,,,55-62,,K. Bazemore misses 2-pt shot from 3 ft
2:20.0,,,55-62,,Offensive rebound by Team
2:20.0,Loose ball foul by B. Roberts (drawn by P. Antic),,55-62,,
2:20.0,,,55-63,1,P. Antic makes free throw 1 of 2
2:20.0,J. Maxiell enters the game for B. Biyombo,,55-63,,
2:20.0,T. Daniels enters the game for G. Henderson,,55-63,,
2:20.0,,,55-64,1,P. Antic makes free throw 2 of 2
1:57.0,Shooting foul by P. Antic (drawn by J. Maxiell),,55-64,,
1:57.0,J. Maxiell misses free throw 1 of 2,,55-64,,
1:57.0,Offensive rebound by Team,,55-64,,
1:57.0,,,55-64,,K. Korver enters the game for D. Carroll
1:57.0,,,55-64,,A. Horford enters the game for M. Scott
1:57.0,J. Maxiell makes free throw 2 of 2,1,56-64,,
1:43.0,,,56-64,,Shooting foul by N. Vonleh (drawn by A. Horford)
1:43.0,,,56-65,1,A. Horford makes free throw 1 of 2
1:43.0,,,56-66,1,A. Horford makes free throw 2 of 2
1:23.0,J. Taylor misses 2-pt shot from 18 ft (block by A. Horford),,56-66,,
1:20.0,Offensive rebound by J. Taylor,,56-66,,
1:18.0,J. Taylor makes 2-pt shot at rim,2,58-66,,
1:00.0,,,58-69,3,D. Schroder makes 3-pt shot from 25 ft (assist by A. Horford)
0:43.0,N. Vonleh misses 3-pt shot from 25 ft,,58-69,,
0:41.0,,,58-69,,Defensive rebound by Team
0:41.0,Loose ball foul by J. Maxiell (drawn by P. Antic),,58-69,,
0:41.0,,,58-70,1,P. Antic makes free throw 1 of 2
0:41.0,,,58-70,,P. Antic misses free throw 2 of 2
0:41.0,Defensive rebound by N. Vonleh,,58-70,,
0:33.0,Shooting foul by D. Schroder (drawn by B. Roberts),,58-70,,
0:33.0,B. Roberts makes free throw 1 of 2,1,59-70,,
0:33.0,B. Roberts makes free throw 2 of 2,1,60-70,,
0:26.0,,,60-70,,D. Schroder misses 2-pt shot from 17 ft
0:25.0,,,60-70,,Offensive rebound by A. Horford
0:05.0,,,60-70,,K. Bazemore misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by J. Taylor,,60-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,60-73,3,K. Korver makes 3-pt shot from 25 ft (assist by P. Antic)
11:48.0,,,60-73,,Shooting foul by P. Hairston (drawn by K. Korver)
11:48.0,,,60-73,,K. Korver misses free throw 1 of 1
11:46.0,Defensive rebound by B. Roberts,,60-73,,
11:36.0,Shooting foul by K. Korver (drawn by T. Daniels),,60-73,,
11:36.0,T. Daniels misses free throw 1 of 3,,60-73,,
11:36.0,Offensive rebound by Team,,60-73,,
11:36.0,T. Daniels makes free throw 2 of 3,1,61-73,,
11:36.0,T. Daniels makes free throw 3 of 3,1,62-73,,
11:18.0,,,62-73,,Turnover by D. Schroder (lost ball; steal by B. Roberts)
11:12.0,T. Daniels misses 2-pt shot from 19 ft,,62-73,,
11:11.0,,,62-73,,Defensive rebound by P. Antic
11:01.0,,,62-75,2,A. Horford makes 2-pt shot from 1 ft (assist by K. Bazemore)
10:48.0,,,62-75,,Personal foul by K. Bazemore (drawn by J. Maxiell)
10:48.0,,,62-75,,M. Muscala enters the game for P. Antic
10:41.0,T. Daniels makes 3-pt shot from 26 ft,3,65-75,,
10:28.0,,,65-75,,Turnover by D. Schroder (bad pass; steal by B. Roberts)
10:21.0,B. Roberts misses 3-pt shot from 25 ft,,65-75,,
10:18.0,,,65-75,,Defensive rebound by K. Korver
10:11.0,,,65-75,,Offensive foul by M. Muscala
10:11.0,,,65-75,,Turnover by M. Muscala (offensive foul)
10:00.0,P. Hairston misses 3-pt shot from 25 ft,,65-75,,
9:58.0,,,65-75,,Defensive rebound by M. Muscala
9:37.0,,,65-75,,Shooting foul by P. Hairston (drawn by K. Korver)
9:37.0,,,65-76,1,K. Korver makes free throw 1 of 2
9:37.0,,,65-76,,S. Mack enters the game for K. Bazemore
9:37.0,,,65-77,1,K. Korver makes free throw 2 of 2
9:19.0,B. Roberts misses 2-pt shot from 18 ft,,65-77,,
9:17.0,,,65-77,,Defensive rebound by K. Korver
9:11.0,,,65-79,2,M. Muscala makes 2-pt shot from 1 ft (assist by D. Schroder)
8:55.0,M. Williams misses 2-pt shot from 4 ft,,65-79,,
8:53.0,Offensive rebound by J. Maxiell,,65-79,,
8:53.0,J. Maxiell makes 2-pt shot at rim,2,67-79,,
8:36.0,,,67-79,,D. Schroder misses 2-pt shot from 14 ft
8:35.0,,,67-79,,Offensive rebound by M. Muscala
8:35.0,,,67-81,2,M. Muscala makes 2-pt shot at rim
8:07.0,B. Roberts makes 2-pt shot from 7 ft (assist by M. Williams),2,69-81,,
7:56.0,Violation by B. Roberts (kicked ball),,69-81,,
7:56.0,Official timeout,,69-81,,
7:45.0,,,69-81,,D. Schroder misses 2-pt shot from 20 ft
7:43.0,Defensive rebound by J. Maxiell,,69-81,,
7:24.0,T. Daniels misses 2-pt shot from 12 ft,,69-81,,
7:23.0,,,69-81,,Defensive rebound by A. Horford
7:01.0,,,69-83,2,S. Mack makes 2-pt shot from 1 ft
6:45.0,Turnover by J. Maxiell (lost ball; steal by A. Horford),,69-83,,
6:38.0,,,69-83,,K. Korver misses 3-pt shot from 27 ft
6:36.0,Defensive rebound by M. Williams,,69-83,,
6:24.0,P. Hairston misses 2-pt shot from 9 ft,,69-83,,
6:22.0,,,69-83,,Defensive rebound by S. Mack
6:09.0,Personal foul by T. Daniels (drawn by S. Mack),,69-83,,
6:09.0,,,69-83,,D. Carroll enters the game for A. Horford
6:09.0,,,69-83,,K. Bazemore enters the game for K. Korver
6:09.0,,,69-83,,M. Scott enters the game for D. Schroder
6:09.0,N. Vonleh enters the game for M. Williams,,69-83,,
6:02.0,,,69-85,2,M. Muscala makes 2-pt shot from 18 ft (assist by S. Mack)
5:48.0,T. Daniels misses 2-pt shot from 21 ft,,69-85,,
5:45.0,Offensive rebound by P. Hairston,,69-85,,
5:39.0,B. Roberts misses 2-pt shot from 5 ft,,69-85,,
5:38.0,Offensive rebound by J. Maxiell,,69-85,,
5:37.0,J. Maxiell makes 2-pt shot at rim,2,71-85,,
5:22.0,,,71-88,3,M. Muscala makes 3-pt shot from 24 ft (assist by M. Scott)
5:07.0,Turnover by P. Hairston (lost ball; steal by S. Mack),,71-88,,
5:03.0,,,71-90,2,D. Carroll makes 2-pt shot from 2 ft (assist by K. Bazemore)
5:03.0,Charlotte full timeout,,71-90,,
5:03.0,,,71-90,,J. Jenkins enters the game for D. Carroll
5:03.0,,,71-90,,A. Daye enters the game for M. Muscala
5:03.0,,,71-90,,E. Brand enters the game for K. Bazemore
5:03.0,B. Biyombo enters the game for J. Maxiell,,71-90,,
4:51.0,,,71-90,,Personal foul by S. Mack (drawn by B. Roberts)
4:47.0,P. Hairston makes 2-pt shot from 16 ft (assist by B. Biyombo),2,73-90,,
4:24.0,,,73-92,2,M. Scott makes 2-pt shot from 1 ft (assist by S. Mack)
4:13.0,T. Daniels makes 2-pt shot from 20 ft (assist by B. Roberts),2,75-92,,
3:56.0,,,75-92,,J. Jenkins misses 3-pt shot from 23 ft
3:54.0,Defensive rebound by B. Roberts,,75-92,,
3:45.0,Turnover by T. Daniels (lost ball; steal by M. Scott),,75-92,,
3:40.0,,,75-92,,S. Mack misses 2-pt shot from 2 ft (block by B. Biyombo)
3:38.0,,,75-92,,Offensive rebound by J. Jenkins
3:35.0,,,75-95,3,J. Jenkins makes 3-pt shot from 25 ft
3:17.0,,,75-95,,Personal foul by A. Daye (drawn by P. Hairston)
3:07.0,P. Hairston misses 3-pt shot from 25 ft,,75-95,,
3:06.0,,,75-95,,Defensive rebound by J. Jenkins
2:48.0,,,75-98,3,A. Daye makes 3-pt shot from 24 ft (assist by E. Brand)
2:32.0,Turnover by B. Roberts (bad pass; steal by M. Scott),,75-98,,
2:27.0,,,75-98,,Turnover by A. Daye (bad pass; steal by B. Roberts)
2:16.0,T. Daniels misses 2-pt shot from 20 ft,,75-98,,
2:15.0,,,75-98,,Defensive rebound by A. Daye
