time,Orlando,pts.away,score,pts.home,New York
3:37.0,,,17-16,,L. Amundson misses 2-pt shot from 14 ft
3:35.0,Defensive rebound by A. Gordon,,17-16,,
3:24.0,K. O'Quinn misses 2-pt shot from 16 ft,,17-16,,
3:22.0,,,17-16,,Defensive rebound by L. Thomas
3:14.0,,,17-16,,Turnover by J. Calderon (bad pass; steal by A. Gordon)
3:10.0,A. Gordon makes 2-pt shot at rim (assist by V. Oladipo),2,19-16,,
3:10.0,Shooting foul by J. Calderon (drawn by A. Gordon),,19-16,,
3:10.0,E. Fournier enters the game for T. Harris,,19-16,,
3:10.0,T. Harris enters the game for V. Oladipo,,19-16,,
3:10.0,L. Ridnour enters the game for E. Payton,,19-16,,
3:10.0,,,19-16,,C. Aldrich enters the game for L. Amundson
3:10.0,A. Gordon makes free throw 1 of 1,1,20-16,,
2:53.0,Personal foul by A. Gordon (drawn by C. Anthony),,20-16,,
2:53.0,Orlando full timeout,,20-16,,
2:53.0,,,20-16,,P. Prigioni enters the game for J. Calderon
2:45.0,,,20-16,,T. Hardaway misses 3-pt shot from 24 ft
2:43.0,,,20-16,,Offensive rebound by C. Aldrich
2:40.0,,,20-16,,T. Hardaway misses 2-pt shot from 7 ft
2:39.0,,,20-16,,Offensive rebound by Team
2:39.0,Loose ball foul by L. Ridnour (drawn by C. Aldrich),,20-16,,
2:23.0,,,20-16,,C. Anthony misses 2-pt shot from 13 ft
2:22.0,Defensive rebound by K. O'Quinn,,20-16,,
2:02.0,K. O'Quinn makes 2-pt shot from 1 ft (assist by A. Gordon),2,22-16,,
1:39.0,,,22-18,2,L. Thomas makes 2-pt shot from 17 ft (assist by C. Aldrich)
1:17.0,T. Harris makes 2-pt shot from 2 ft (assist by L. Ridnour),2,24-18,,
0:58.0,,,24-20,2,T. Hardaway makes 2-pt shot from 19 ft (assist by L. Thomas)
0:39.0,T. Harris misses 2-pt shot from 20 ft,,24-20,,
0:37.0,,,24-20,,Defensive rebound by T. Hardaway
0:29.0,,,24-20,,Offensive foul by C. Aldrich
0:29.0,,,24-20,,Turnover by C. Aldrich (offensive foul)
0:29.0,,,24-20,,C. Early enters the game for C. Anthony
0:29.0,V. Oladipo enters the game for L. Ridnour,,24-20,,
0:14.0,Turnover by V. Oladipo (lost ball; steal by P. Prigioni),,24-20,,
0:09.0,,,24-20,,P. Prigioni misses 3-pt shot from 24 ft
0:08.0,Defensive rebound by T. Harris,,24-20,,
0:03.0,A. Gordon makes 2-pt shot from 2 ft (assist by T. Harris),2,26-20,,
0:01.0,,,26-20,,T. Hardaway misses 3-pt shot from 28 ft
0:00.0,,,26-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,26-20,,Personal foul by P. Prigioni (drawn by K. O'Quinn)
11:41.0,Turnover by L. Ridnour (lost ball; steal by L. Thomas),,26-20,,
11:37.0,,,26-20,,Shooting foul by E. Fournier (drawn by T. Hardaway)
11:37.0,,,26-21,1,T. Hardaway makes free throw 1 of 2
11:37.0,,,26-22,1,T. Hardaway makes free throw 2 of 2
11:19.0,T. Harris misses 2-pt shot from 5 ft,,26-22,,
11:18.0,,,26-22,,Defensive rebound by C. Aldrich
11:00.0,,,26-22,,T. Hardaway misses 3-pt shot from 25 ft
10:58.0,Defensive rebound by K. O'Quinn,,26-22,,
10:39.0,L. Ridnour makes 3-pt shot from 23 ft (assist by E. Fournier),3,29-22,,
10:32.0,,,29-22,,Shooting foul by E. Fournier (drawn by T. Hardaway)
10:32.0,,,29-23,1,T. Hardaway makes free throw 1 of 2
10:32.0,C. Frye enters the game for T. Harris,,29-23,,
10:32.0,N. Vucevic enters the game for K. O'Quinn,,29-23,,
10:32.0,E. Payton enters the game for L. Ridnour,,29-23,,
10:32.0,,,29-24,1,T. Hardaway makes free throw 2 of 2
10:24.0,E. Payton misses 2-pt shot from 4 ft,,29-24,,
10:23.0,,,29-24,,Defensive rebound by C. Aldrich
10:21.0,,,29-24,,Turnover by C. Aldrich (bad pass; steal by E. Fournier)
10:13.0,,,29-24,,Personal foul by C. Aldrich (drawn by N. Vucevic)
9:58.0,N. Vucevic makes 2-pt shot from 3 ft (assist by E. Payton),2,31-24,,
9:45.0,,,31-24,,L. Thomas misses 2-pt shot from 16 ft
9:43.0,Defensive rebound by N. Vucevic,,31-24,,
9:35.0,E. Fournier misses 3-pt shot from 24 ft,,31-24,,
9:33.0,,,31-24,,Defensive rebound by C. Aldrich
9:20.0,,,31-24,,T. Hardaway misses 2-pt shot from 17 ft
9:18.0,Defensive rebound by C. Frye,,31-24,,
9:03.0,Turnover by B. Gordon (lost ball; steal by L. Thomas),,31-24,,
8:57.0,,,31-27,3,T. Hardaway makes 3-pt shot from 25 ft
8:55.0,Orlando full timeout,,31-27,,
8:55.0,,,31-27,,C. Anthony enters the game for C. Aldrich
8:55.0,,,31-27,,L. Amundson enters the game for C. Early
8:42.0,Turnover by E. Payton (step out of bounds),,31-27,,
8:23.0,,,31-27,,C. Anthony misses 2-pt shot from 3 ft
8:21.0,Defensive rebound by E. Fournier,,31-27,,
8:14.0,Turnover by E. Fournier (bad pass; steal by P. Prigioni),,31-27,,
8:10.0,,,31-29,2,P. Prigioni makes 2-pt shot from 1 ft
7:59.0,N. Vucevic misses 2-pt shot from 6 ft,,31-29,,
7:57.0,,,31-29,,Defensive rebound by L. Amundson
7:51.0,,,31-31,2,L. Thomas makes 2-pt shot at rim (assist by C. Anthony)
7:34.0,B. Gordon makes 2-pt shot from 1 ft (assist by N. Vucevic),2,33-31,,
7:14.0,,,33-33,2,L. Thomas makes 2-pt shot from 16 ft (assist by T. Hardaway)
7:01.0,E. Fournier makes 3-pt shot from 23 ft (assist by E. Payton),3,36-33,,
6:44.0,,,36-33,,Turnover by P. Prigioni (bad pass; steal by B. Gordon)
6:39.0,B. Gordon misses 3-pt shot from 25 ft,,36-33,,
6:38.0,,,36-33,,Defensive rebound by L. Thomas
6:21.0,,,36-35,2,L. Thomas makes 2-pt shot from 18 ft (assist by C. Anthony)
6:06.0,C. Frye makes 3-pt shot from 25 ft (assist by E. Payton),3,39-35,,
5:55.0,,,39-35,,New York full timeout
5:55.0,Official timeout,,39-35,,
5:55.0,,,39-35,,J. Calderon enters the game for T. Hardaway
5:55.0,,,39-35,,L. Galloway enters the game for L. Thomas
5:55.0,,,39-35,,J. Smith enters the game for P. Prigioni
5:55.0,V. Oladipo enters the game for E. Fournier,,39-35,,
5:55.0,T. Harris enters the game for B. Gordon,,39-35,,
5:44.0,,,39-35,,L. Galloway misses 3-pt shot from 25 ft
5:43.0,Defensive rebound by N. Vucevic,,39-35,,
5:42.0,,,39-35,,Personal foul by L. Amundson (drawn by N. Vucevic)
5:30.0,Turnover by E. Payton (bad pass; steal by J. Smith),,39-35,,
5:18.0,,,39-35,,L. Galloway misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by C. Frye,,39-35,,
5:06.0,N. Vucevic makes 2-pt shot from 2 ft (assist by C. Frye),2,41-35,,
4:43.0,,,41-37,2,J. Smith makes 2-pt shot from 17 ft (assist by J. Calderon)
4:35.0,N. Vucevic misses 2-pt shot from 2 ft (block by C. Anthony),,41-37,,
4:34.0,,,41-37,,Defensive rebound by J. Calderon
4:25.0,,,41-40,3,J. Smith makes 3-pt shot from 22 ft (assist by J. Calderon)
4:13.0,T. Harris makes 2-pt shot from 3 ft,2,43-40,,
4:00.0,,,43-40,,J. Smith misses 3-pt shot from 23 ft
3:58.0,,,43-40,,Offensive rebound by L. Galloway
3:56.0,,,43-43,3,C. Anthony makes 3-pt shot from 25 ft (assist by L. Galloway)
3:55.0,Orlando full timeout,,43-43,,
3:46.0,V. Oladipo misses 2-pt shot from 15 ft,,43-43,,
3:44.0,,,43-43,,Defensive rebound by J. Smith
3:38.0,,,43-43,,Shooting foul by N. Vucevic (drawn by C. Anthony)
3:38.0,,,43-44,1,C. Anthony makes free throw 1 of 2
3:38.0,,,43-45,1,C. Anthony makes free throw 2 of 2
3:30.0,N. Vucevic misses 2-pt shot from 14 ft,,43-45,,
3:28.0,,,43-45,,Defensive rebound by C. Anthony
3:21.0,,,43-47,2,C. Anthony makes 2-pt shot from 4 ft
3:12.0,Shooting foul by L. Amundson (drawn by N. Vucevic),,43-47,,
3:12.0,N. Vucevic makes free throw 1 of 2,1,44-47,,
3:12.0,,,44-47,,C. Aldrich enters the game for L. Amundson
3:12.0,N. Vucevic makes free throw 2 of 2,1,45-47,,
3:03.0,,,45-47,,J. Calderon misses 3-pt shot from 25 ft
3:01.0,Defensive rebound by E. Payton,,45-47,,
2:55.0,C. Frye makes 3-pt shot from 24 ft (assist by E. Payton),3,48-47,,
2:37.0,,,48-47,,J. Calderon misses 2-pt shot from 1 ft
2:35.0,Defensive rebound by Team,,48-47,,
2:35.0,,,48-47,,New York full timeout
2:22.0,N. Vucevic makes 2-pt shot from 16 ft,2,50-47,,
1:57.0,,,50-47,,Shooting foul by T. Harris (drawn by C. Anthony)
1:57.0,,,50-47,,C. Anthony misses free throw 1 of 2
1:57.0,,,50-47,,Offensive rebound by Team
1:57.0,,,50-47,,C. Anthony misses free throw 2 of 2
1:56.0,Defensive rebound by N. Vucevic,,50-47,,
1:47.0,C. Frye misses 3-pt shot from 24 ft,,50-47,,
1:45.0,,,50-47,,Defensive rebound by C. Aldrich
1:35.0,,,50-49,2,L. Galloway makes 2-pt shot from 1 ft (assist by C. Anthony)
1:10.0,V. Oladipo misses 3-pt shot from 22 ft,,50-49,,
1:08.0,Offensive rebound by N. Vucevic,,50-49,,
0:57.0,T. Harris misses 3-pt shot from 25 ft,,50-49,,
0:55.0,Offensive rebound by N. Vucevic,,50-49,,
0:48.0,Turnover by N. Vucevic (bad pass; steal by L. Galloway),,50-49,,
0:44.0,,,50-51,2,C. Anthony makes 2-pt shot at rim (assist by J. Calderon)
0:37.0,E. Payton misses 2-pt shot from 1 ft,,50-51,,
0:35.0,,,50-51,,Defensive rebound by C. Aldrich
0:30.0,,,50-51,,J. Smith misses 2-pt shot from 1 ft
0:28.0,,,50-51,,Offensive rebound by L. Galloway
0:25.0,,,50-51,,C. Anthony misses 3-pt shot from 24 ft
0:24.0,Defensive rebound by N. Vucevic,,50-51,,
0:04.0,V. Oladipo misses 2-pt shot from 15 ft,,50-51,,
0:03.0,,,50-51,,Defensive rebound by L. Galloway
0:00.0,,,50-51,,L. Galloway misses 3-pt shot from 43 ft
0:00.0,,,50-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,C. Frye misses 3-pt shot from 24 ft,,50-51,,
11:44.0,,,50-51,,Defensive rebound by L. Galloway
11:22.0,,,50-54,3,J. Smith makes 3-pt shot from 23 ft (assist by J. Calderon)
11:05.0,N. Vucevic makes 2-pt shot from 8 ft (assist by D. Marble),2,52-54,,
10:46.0,,,52-57,3,C. Anthony makes 3-pt shot from 24 ft (assist by J. Calderon)
10:34.0,V. Oladipo makes 2-pt shot from 1 ft (assist by C. Frye),2,54-57,,
10:34.0,Shooting foul by L. Amundson (drawn by V. Oladipo),,54-57,,
10:34.0,V. Oladipo misses free throw 1 of 1,,54-57,,
10:34.0,,,54-57,,Defensive rebound by Team
10:34.0,Loose ball foul by C. Frye (drawn by J. Smith),,54-57,,
10:17.0,,,54-57,,L. Amundson misses 2-pt shot from 4 ft
10:15.0,Defensive rebound by C. Frye,,54-57,,
10:10.0,V. Oladipo misses 3-pt shot from 24 ft,,54-57,,
10:08.0,,,54-57,,Defensive rebound by L. Amundson
10:00.0,,,54-57,,Turnover by J. Smith (traveling)
9:53.0,E. Payton misses 2-pt shot from 1 ft (block by L. Amundson),,54-57,,
9:51.0,,,54-57,,Defensive rebound by J. Calderon
9:47.0,,,54-57,,J. Smith misses 2-pt shot at rim (block by C. Frye)
9:45.0,Defensive rebound by D. Marble,,54-57,,
9:34.0,,,54-57,,Personal foul by J. Smith (drawn by N. Vucevic)
9:34.0,,,54-57,,C. Aldrich enters the game for L. Amundson
9:27.0,V. Oladipo makes 2-pt shot from 2 ft,2,56-57,,
9:13.0,,,56-57,,Turnover by J. Calderon (bad pass; steal by E. Payton)
9:09.0,Shooting foul by J. Calderon (drawn by E. Payton),,56-57,,
9:09.0,E. Payton makes free throw 1 of 2,1,57-57,,
9:09.0,E. Payton misses free throw 2 of 2,,57-57,,
9:08.0,,,57-57,,Defensive rebound by C. Aldrich
8:48.0,,,57-59,2,L. Galloway makes 2-pt shot from 17 ft (assist by C. Aldrich)
8:38.0,V. Oladipo makes 2-pt shot from 1 ft,2,59-59,,
8:28.0,Personal foul by V. Oladipo (drawn by L. Galloway),,59-59,,
8:21.0,,,59-59,,C. Anthony misses 3-pt shot from 25 ft
8:19.0,Defensive rebound by C. Frye,,59-59,,
8:10.0,V. Oladipo misses 2-pt shot from 4 ft,,59-59,,
8:08.0,Offensive rebound by N. Vucevic,,59-59,,
8:08.0,N. Vucevic makes 2-pt shot from 1 ft,2,61-59,,
7:52.0,,,61-59,,C. Anthony misses 2-pt shot from 4 ft (block by N. Vucevic)
7:50.0,Defensive rebound by E. Payton,,61-59,,
7:44.0,C. Frye misses 3-pt shot from 25 ft,,61-59,,
7:42.0,,,61-59,,Defensive rebound by C. Aldrich
7:38.0,,,61-59,,New York full timeout
7:29.0,,,61-59,,J. Calderon misses 2-pt shot from 19 ft
7:28.0,Defensive rebound by N. Vucevic,,61-59,,
7:21.0,C. Frye makes 2-pt shot at rim (assist by E. Payton),2,63-59,,
7:11.0,,,63-59,,New York full timeout
7:11.0,,,63-59,,P. Prigioni enters the game for J. Calderon
7:00.0,,,63-59,,Turnover by P. Prigioni (lost ball)
6:48.0,D. Marble misses 3-pt shot from 23 ft,,63-59,,
6:46.0,,,63-59,,Defensive rebound by L. Galloway
6:30.0,,,63-59,,C. Anthony misses 2-pt shot from 2 ft (block by D. Marble)
6:29.0,,,63-59,,Offensive rebound by C. Anthony
6:28.0,,,63-59,,C. Anthony misses 2-pt shot from 2 ft
6:27.0,,,63-59,,Offensive rebound by C. Aldrich
6:27.0,,,63-61,2,C. Aldrich makes 2-pt shot from 3 ft
6:20.0,Shooting foul by J. Smith (drawn by D. Marble),,63-61,,
6:20.0,D. Marble misses free throw 1 of 2,,63-61,,
6:20.0,Offensive rebound by Team,,63-61,,
6:20.0,D. Marble makes free throw 2 of 2,1,64-61,,
6:04.0,,,64-63,2,C. Aldrich makes 2-pt shot from 6 ft
5:58.0,Turnover by E. Payton (offensive foul),,64-63,,
5:58.0,Offensive foul by E. Payton,,64-63,,
5:58.0,A. Gordon enters the game for D. Marble,,64-63,,
5:42.0,,,64-63,,C. Anthony misses 2-pt shot from 13 ft
5:40.0,Defensive rebound by A. Gordon,,64-63,,
5:32.0,C. Frye makes 3-pt shot from 26 ft (assist by E. Payton),3,67-63,,
5:16.0,,,67-66,3,P. Prigioni makes 3-pt shot from 24 ft (assist by L. Galloway)
5:04.0,V. Oladipo makes 2-pt shot from 2 ft,2,69-66,,
4:40.0,,,69-68,2,C. Aldrich makes 2-pt shot at rim (assist by P. Prigioni)
4:24.0,N. Vucevic makes 2-pt shot from 1 ft,2,71-68,,
4:06.0,,,71-70,2,J. Smith makes 2-pt shot from 9 ft
3:41.0,N. Vucevic misses 2-pt shot from 18 ft,,71-70,,
3:39.0,,,71-70,,Defensive rebound by C. Anthony
3:24.0,,,71-70,,C. Anthony misses 2-pt shot from 2 ft
3:23.0,Defensive rebound by N. Vucevic,,71-70,,
3:15.0,C. Frye makes 3-pt shot from 24 ft (assist by E. Payton),3,74-70,,
3:01.0,,,74-72,2,C. Anthony makes 2-pt shot from 1 ft (assist by J. Smith)
2:52.0,Orlando full timeout,,74-72,,
2:52.0,,,74-72,,Q. Acy enters the game for C. Anthony
2:52.0,,,74-72,,T. Hardaway enters the game for L. Galloway
2:52.0,,,74-72,,L. Thomas enters the game for C. Aldrich
2:52.0,E. Fournier enters the game for N. Vucevic,,74-72,,
2:52.0,K. O'Quinn enters the game for V. Oladipo,,74-72,,
2:52.0,T. Harris enters the game for A. Gordon,,74-72,,
2:52.0,Offensive foul by E. Payton,,74-72,,
2:52.0,Turnover by E. Payton (offensive foul),,74-72,,
2:35.0,,,74-75,3,J. Smith makes 3-pt shot from 23 ft (assist by L. Thomas)
2:14.0,K. O'Quinn makes 2-pt shot from 3 ft (assist by E. Payton),2,76-75,,
1:58.0,A. Gordon enters the game for C. Frye,,76-75,,
1:51.0,,,76-77,2,J. Smith makes 2-pt shot from 6 ft (assist by L. Thomas)
1:31.0,K. O'Quinn makes 2-pt shot from 17 ft,2,78-77,,
1:20.0,,,78-77,,Turnover by L. Thomas (bad pass)
1:20.0,L. Ridnour enters the game for E. Payton,,78-77,,
1:20.0,,,78-77,,S. Larkin enters the game for P. Prigioni
1:10.0,,,78-77,,Personal foul by Q. Acy (drawn by A. Gordon)
1:10.0,A. Gordon misses free throw 1 of 2,,78-77,,
1:10.0,Offensive rebound by Team,,78-77,,
1:10.0,A. Gordon misses free throw 2 of 2,,78-77,,
1:09.0,,,78-77,,Defensive rebound by L. Thomas
0:47.0,,,78-77,,Turnover by T. Hardaway (lost ball; steal by E. Fournier)
0:40.0,E. Fournier misses 3-pt shot from 25 ft,,78-77,,
0:38.0,,,78-77,,Defensive rebound by Q. Acy
0:30.0,,,78-77,,Shooting foul by A. Gordon (drawn by T. Hardaway)
0:30.0,,,78-78,1,T. Hardaway makes free throw 1 of 3
0:30.0,,,78-79,1,T. Hardaway makes free throw 2 of 3
0:30.0,,,78-80,1,T. Hardaway makes free throw 3 of 3
0:11.0,Turnover by T. Harris (traveling),,78-80,,
0:00.0,,,78-82,2,S. Larkin makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,78-85,3,C. Anthony makes 3-pt shot from 24 ft (assist by T. Hardaway)
11:25.0,Turnover by T. Harris (lost ball),,78-85,,
11:11.0,,,78-85,,C. Anthony misses 2-pt shot from 16 ft
11:10.0,Defensive rebound by E. Fournier,,78-85,,
11:02.0,T. Harris makes 2-pt shot from 2 ft (assist by E. Fournier),2,80-85,,
10:39.0,,,80-85,,Shooting foul by E. Fournier (drawn by T. Hardaway)
10:39.0,,,80-86,1,T. Hardaway makes free throw 1 of 2
10:39.0,V. Oladipo enters the game for A. Gordon,,80-86,,
10:39.0,,,80-86,,T. Hardaway misses free throw 2 of 2
10:38.0,,,80-86,,Offensive rebound by C. Anthony
10:36.0,Violation by K. O'Quinn (def goaltending),,80-86,,
10:36.0,,,80-88,2,C. Anthony makes 2-pt shot from 7 ft
10:17.0,T. Harris misses 2-pt shot from 17 ft,,80-88,,
10:15.0,,,80-88,,Defensive rebound by T. Hardaway
10:03.0,,,80-88,,Turnover by S. Larkin (bad pass; steal by E. Fournier)
10:02.0,,,80-88,,Personal foul by C. Anthony (drawn by E. Fournier)
10:02.0,N. Vucevic enters the game for K. O'Quinn,,80-88,,
10:02.0,,,80-88,,L. Amundson enters the game for Q. Acy
9:44.0,N. Vucevic misses 2-pt shot from 4 ft,,80-88,,
9:42.0,,,80-88,,Defensive rebound by T. Hardaway
9:21.0,,,80-90,2,S. Larkin makes 2-pt shot from 2 ft
9:10.0,T. Harris misses 3-pt shot from 25 ft,,80-90,,
9:08.0,Offensive rebound by V. Oladipo,,80-90,,
9:05.0,V. Oladipo makes 2-pt shot from 7 ft,2,82-90,,
8:51.0,,,82-90,,T. Hardaway misses 2-pt shot from 12 ft
8:50.0,Defensive rebound by Team,,82-90,,
8:50.0,Official timeout,,82-90,,
8:50.0,C. Frye enters the game for E. Fournier,,82-90,,
8:50.0,E. Payton enters the game for L. Ridnour,,82-90,,
8:35.0,V. Oladipo misses 2-pt shot from 2 ft (block by L. Amundson),,82-90,,
8:34.0,Offensive rebound by N. Vucevic,,82-90,,
8:33.0,N. Vucevic makes 2-pt shot from 1 ft,2,84-90,,
8:18.0,,,84-92,2,L. Amundson makes 2-pt shot at rim (assist by T. Hardaway)
8:08.0,Shooting foul by T. Hardaway (drawn by V. Oladipo),,84-92,,
8:08.0,V. Oladipo misses free throw 1 of 2,,84-92,,
8:08.0,Offensive rebound by Team,,84-92,,
8:08.0,V. Oladipo makes free throw 2 of 2,1,85-92,,
7:57.0,,,85-92,,S. Larkin misses 2-pt shot from 5 ft
7:55.0,,,85-92,,Offensive rebound by L. Amundson
7:53.0,,,85-92,,L. Thomas misses 2-pt shot from 11 ft
7:51.0,Defensive rebound by N. Vucevic,,85-92,,
7:43.0,V. Oladipo misses 2-pt shot from 7 ft,,85-92,,
7:42.0,Offensive rebound by E. Payton,,85-92,,
7:40.0,Shooting foul by C. Anthony (drawn by E. Payton),,85-92,,
7:40.0,E. Payton makes free throw 1 of 2,1,86-92,,
7:40.0,,,86-92,,J. Smith enters the game for L. Amundson
7:40.0,,,86-92,,L. Galloway enters the game for T. Hardaway
7:40.0,E. Payton makes free throw 2 of 2,1,87-92,,
7:26.0,,,87-92,,L. Galloway misses 2-pt shot from 14 ft (block by E. Payton)
7:24.0,Defensive rebound by N. Vucevic,,87-92,,
7:15.0,V. Oladipo misses 2-pt shot from 4 ft,,87-92,,
7:13.0,,,87-92,,Defensive rebound by J. Smith
7:00.0,,,87-94,2,L. Thomas makes 2-pt shot from 11 ft (assist by S. Larkin)
6:51.0,,,87-94,,Violation by J. Smith (kicked ball)
6:44.0,V. Oladipo misses 2-pt shot from 2 ft (block by J. Smith),,87-94,,
6:43.0,Offensive rebound by V. Oladipo,,87-94,,
6:42.0,C. Frye misses 3-pt shot from 26 ft,,87-94,,
6:41.0,Offensive rebound by Team,,87-94,,
6:41.0,,,87-94,,Loose ball foul by J. Smith (drawn by N. Vucevic)
6:25.0,N. Vucevic makes 2-pt shot from 1 ft,2,89-94,,
5:59.0,,,89-94,,C. Anthony misses 2-pt shot from 12 ft
5:58.0,Defensive rebound by N. Vucevic,,89-94,,
5:51.0,E. Payton makes 2-pt shot at rim,2,91-94,,
5:50.0,,,91-94,,New York full timeout
5:28.0,,,91-94,,J. Smith misses 2-pt shot from 14 ft
5:26.0,Defensive rebound by N. Vucevic,,91-94,,
5:08.0,N. Vucevic makes 2-pt shot at rim (assist by V. Oladipo),2,93-94,,
4:58.0,,,93-94,,Turnover by J. Smith (bad pass; steal by E. Payton)
4:46.0,T. Harris misses 3-pt shot from 24 ft,,93-94,,
4:44.0,,,93-94,,Defensive rebound by L. Galloway
4:32.0,,,93-94,,S. Larkin misses 3-pt shot from 26 ft
4:30.0,Defensive rebound by N. Vucevic,,93-94,,
4:22.0,T. Harris misses 3-pt shot from 24 ft,,93-94,,
4:20.0,,,93-94,,Defensive rebound by C. Anthony
4:06.0,,,93-94,,J. Smith misses 2-pt shot from 1 ft
