time,Milwaukee,pts.away,score,pts.home,Philadelphia
6:51.0,,,8-5,,Offensive rebound by N. Noel
6:51.0,,,8-7,2,N. Noel makes 2-pt shot at rim
6:51.0,,,8-7,,Shooting foul by J. O'Bryant (drawn by N. Noel)
6:51.0,J. Dudley enters the game for J. O'Bryant,,8-7,,
6:51.0,,,8-7,,N. Noel misses free throw 1 of 1
6:50.0,Defensive rebound by G. Antetokounmpo,,8-7,,
6:32.0,Z. Pachulia makes 2-pt shot from 14 ft (assist by B. Knight),2,10-7,,
6:16.0,,,10-9,2,N. Noel makes 2-pt shot at rim (assist by M. Carter-Williams)
6:01.0,K. Middleton makes 3-pt shot from 23 ft (assist by J. Dudley),3,13-9,,
5:56.0,,,13-9,,Philadelphia full timeout
5:56.0,,,13-9,,F. Aldemir enters the game for K. McDaniels
5:56.0,,,13-9,,T. Wroten enters the game for H. Sims
5:44.0,,,13-9,,Turnover by R. Covington (bad pass; steal by K. Middleton)
5:36.0,B. Knight misses 3-pt shot from 25 ft,,13-9,,
5:34.0,,,13-9,,Defensive rebound by N. Noel
5:15.0,,,13-9,,T. Wroten misses 3-pt shot from 23 ft
5:14.0,,,13-9,,Offensive rebound by N. Noel
5:00.0,,,13-9,,M. Carter-Williams misses 2-pt shot from 11 ft
4:57.0,Defensive rebound by K. Middleton,,13-9,,
4:50.0,G. Antetokounmpo misses 2-pt shot from 6 ft (block by N. Noel),,13-9,,
4:47.0,Offensive rebound by G. Antetokounmpo,,13-9,,
4:45.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,13-9,,
4:43.0,,,13-9,,Defensive rebound by F. Aldemir
4:35.0,,,13-9,,R. Covington misses 3-pt shot from 26 ft
4:33.0,Defensive rebound by Z. Pachulia,,13-9,,
4:22.0,,,13-9,,Personal foul by F. Aldemir (drawn by K. Middleton)
4:22.0,,,13-9,,J. Grant enters the game for N. Noel
4:22.0,,,13-9,,M. Thomas enters the game for M. Carter-Williams
4:22.0,J. Bayless enters the game for B. Knight,,13-9,,
4:08.0,K. Middleton misses 2-pt shot from 14 ft,,13-9,,
4:08.0,Offensive rebound by Z. Pachulia,,13-9,,
4:08.0,Turnover by Team (shot clock),,13-9,,
3:51.0,,,13-9,,R. Covington misses 2-pt shot from 2 ft
3:49.0,Defensive rebound by J. Bayless,,13-9,,
3:34.0,G. Antetokounmpo makes 2-pt shot at rim (assist by Z. Pachulia),2,15-9,,
3:16.0,,,15-9,,M. Thomas misses 2-pt shot from 2 ft
3:15.0,Defensive rebound by K. Middleton,,15-9,,
3:11.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,15-9,,
3:08.0,,,15-9,,Defensive rebound by R. Covington
3:00.0,,,15-9,,T. Wroten misses 2-pt shot at rim
2:58.0,Defensive rebound by Z. Pachulia,,15-9,,
2:55.0,Offensive charge foul by G. Antetokounmpo,,15-9,,
2:55.0,Turnover by G. Antetokounmpo (offensive foul),,15-9,,
2:55.0,Milwaukee full timeout,,15-9,,
2:55.0,O. Mayo enters the game for G. Antetokounmpo,,15-9,,
2:55.0,J. Henson enters the game for Z. Pachulia,,15-9,,
2:55.0,,,15-9,,K. McDaniels enters the game for R. Covington
2:45.0,,,15-9,,Offensive foul by F. Aldemir
2:45.0,,,15-9,,Turnover by F. Aldemir (offensive foul)
2:33.0,O. Mayo makes 2-pt shot from 10 ft (assist by J. Bayless),2,17-9,,
2:11.0,,,17-9,,T. Wroten misses 3-pt shot from 25 ft
2:09.0,,,17-9,,Offensive rebound by M. Thomas
1:56.0,,,17-11,2,K. McDaniels makes 2-pt shot from 17 ft (assist by J. Grant)
1:39.0,K. Middleton makes 3-pt shot from 25 ft (assist by O. Mayo),3,20-11,,
1:17.0,,,20-11,,T. Wroten misses 2-pt shot from 1 ft (block by J. Henson)
1:14.0,Defensive rebound by J. Bayless,,20-11,,
1:10.0,J. Bayless makes 2-pt shot from 6 ft (assist by O. Mayo),2,22-11,,
0:48.0,,,22-11,,T. Wroten misses 2-pt shot from 5 ft
0:46.0,,,22-11,,Offensive rebound by M. Thomas
0:43.0,,,22-11,,J. Grant misses 3-pt shot from 27 ft
0:41.0,Defensive rebound by J. Dudley,,22-11,,
0:33.0,J. Dudley makes 2-pt shot from 1 ft (assist by K. Middleton),2,24-11,,
0:12.0,,,24-11,,K. McDaniels misses 3-pt shot from 25 ft
0:09.0,,,24-11,,Offensive rebound by F. Aldemir
0:09.0,,,24-11,,F. Aldemir misses 2-pt shot at rim
0:07.0,Defensive rebound by O. Mayo,,24-11,,
0:02.0,O. Mayo makes 3-pt shot from 25 ft (assist by J. Bayless),3,27-11,,
0:00.0,,,27-11,,T. Wroten misses 3-pt shot from 47 ft
0:00.0,,,27-11,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,27-13,2,H. Sims makes 2-pt shot from 2 ft (assist by M. Carter-Williams)
11:48.0,,,27-13,,Shooting foul by J. Henson (drawn by H. Sims)
11:48.0,,,27-14,1,H. Sims makes free throw 1 of 1
11:48.0,,,27-14,,Violation by Team (jump ball)
11:32.0,O. Mayo makes 2-pt shot at rim (assist by J. Henson),2,29-14,,
11:17.0,,,29-14,,Turnover by M. Carter-Williams (bad pass; steal by J. Dudley)
11:13.0,Turnover by J. Bayless (bad pass; steal by R. Covington),,29-14,,
11:03.0,,,29-14,,Turnover by R. Covington (bad pass; steal by J. Henson)
11:03.0,Turnover by J. Henson (step out of bounds),,29-14,,
10:54.0,,,29-17,3,R. Covington makes 3-pt shot from 26 ft (assist by H. Sims)
10:34.0,Turnover by J. Henson (bad pass; steal by J. Sampson),,29-17,,
10:27.0,Personal foul by N. Wolters (drawn by J. Sampson),,29-17,,
10:12.0,,,29-17,,H. Sims misses 2-pt shot from 3 ft
10:11.0,,,29-17,,Offensive rebound by N. Noel
10:11.0,,,29-17,,N. Noel misses 2-pt shot from 1 ft
10:09.0,Defensive rebound by J. Dudley,,29-17,,
9:54.0,J. Dudley misses 3-pt shot from 26 ft,,29-17,,
9:52.0,,,29-17,,Defensive rebound by H. Sims
9:44.0,,,29-17,,Shooting foul by J. Dudley (drawn by N. Noel)
9:44.0,,,29-19,2,N. Noel makes 2-pt shot from 2 ft (assist by M. Carter-Williams)
9:44.0,,,29-20,1,N. Noel makes free throw 1 of 1
9:30.0,J. Henson misses 2-pt shot from 5 ft,,29-20,,
9:28.0,,,29-20,,Defensive rebound by M. Carter-Williams
9:09.0,,,29-20,,H. Sims misses 2-pt shot from 6 ft
9:08.0,,,29-20,,Offensive rebound by Team
9:08.0,,,29-20,,Philadelphia full timeout
9:08.0,J. O'Bryant enters the game for J. Dudley,,29-20,,
8:59.0,,,29-20,,R. Covington misses 3-pt shot from 26 ft
8:59.0,Defensive rebound by Team,,29-20,,
8:39.0,Turnover by J. Henson (lost ball; steal by M. Carter-Williams),,29-20,,
8:33.0,,,29-20,,R. Covington misses 3-pt shot from 25 ft
8:31.0,,,29-20,,Offensive rebound by J. Sampson
8:30.0,,,29-22,2,J. Sampson makes 2-pt shot at rim
8:11.0,J. Henson makes 2-pt shot from 2 ft (assist by O. Mayo),2,31-22,,
7:59.0,,,31-22,,Turnover by H. Sims (lost ball; steal by N. Wolters)
7:56.0,J. Bayless makes 2-pt shot at rim (assist by N. Wolters),2,33-22,,
7:37.0,,,33-22,,R. Covington misses 3-pt shot from 23 ft
7:36.0,Defensive rebound by J. Bayless,,33-22,,
7:32.0,O. Mayo makes 2-pt shot at rim (assist by J. Bayless),2,35-22,,
7:32.0,,,35-22,,Philadelphia full timeout
7:32.0,B. Knight enters the game for J. Bayless,,35-22,,
7:21.0,,,35-22,,H. Sims misses 2-pt shot from 17 ft
7:20.0,Defensive rebound by O. Mayo,,35-22,,
7:13.0,Offensive foul by J. O'Bryant,,35-22,,
7:13.0,Turnover by J. O'Bryant (offensive foul),,35-22,,
6:57.0,,,35-22,,M. Carter-Williams misses 2-pt shot from 22 ft
6:57.0,,,35-22,,Offensive rebound by Team
6:57.0,Loose ball foul by J. O'Bryant (drawn by N. Noel),,35-22,,
6:57.0,J. Dudley enters the game for J. O'Bryant,,35-22,,
6:46.0,,,35-22,,N. Noel misses 2-pt shot at rim
6:44.0,Defensive rebound by J. Dudley,,35-22,,
6:36.0,J. Henson misses 2-pt shot from 4 ft,,35-22,,
6:33.0,,,35-22,,Defensive rebound by H. Sims
6:25.0,,,35-24,2,M. Carter-Williams makes 2-pt shot from 2 ft
6:16.0,Turnover by B. Knight (traveling),,35-24,,
6:16.0,G. Antetokounmpo enters the game for N. Wolters,,35-24,,
6:16.0,,,35-24,,T. Wroten enters the game for J. Sampson
5:58.0,,,35-24,,N. Noel misses 2-pt shot from 3 ft (block by J. Henson)
5:54.0,,,35-24,,Offensive rebound by Team
5:54.0,Official timeout,,35-24,,
5:54.0,,,35-24,,J. Grant enters the game for N. Noel
5:54.0,Z. Pachulia enters the game for J. Henson,,35-24,,
5:52.0,Jump ball: J. Dudley vs. T. Wroten (H. Sims gains possession),,,,Jump ball: J. Dudley vs. T. Wroten (H. Sims gains possession)
5:34.0,,,35-24,,T. Wroten misses 3-pt shot from 26 ft
5:32.0,Defensive rebound by J. Dudley,,35-24,,
5:24.0,Shooting foul by M. Carter-Williams (drawn by G. Antetokounmpo),,35-24,,
5:24.0,G. Antetokounmpo makes free throw 1 of 2,1,36-24,,
5:24.0,G. Antetokounmpo misses free throw 2 of 2,,36-24,,
5:22.0,,,36-24,,Defensive rebound by J. Grant
5:15.0,K. Middleton enters the game for O. Mayo,,36-24,,
5:08.0,,,36-24,,M. Carter-Williams misses 3-pt shot from 26 ft
5:05.0,Defensive rebound by Z. Pachulia,,36-24,,
4:44.0,J. Dudley makes 2-pt shot from 11 ft (assist by G. Antetokounmpo),2,38-24,,
4:31.0,Violation by Team (jump ball),,38-24,,
4:31.0,,,38-24,,F. Aldemir enters the game for H. Sims
4:18.0,,,38-24,,Turnover by J. Grant (bad pass; steal by G. Antetokounmpo)
4:15.0,Shooting foul by R. Covington (drawn by B. Knight),,38-24,,
4:15.0,B. Knight makes free throw 1 of 2,1,39-24,,
4:15.0,B. Knight makes free throw 2 of 2,1,40-24,,
3:59.0,,,40-24,,M. Carter-Williams misses 2-pt shot from 20 ft
3:59.0,Defensive rebound by Team,,40-24,,
3:59.0,,,40-24,,K. McDaniels enters the game for M. Carter-Williams
3:52.0,Turnover by B. Knight (bad pass; steal by R. Covington),,40-24,,
3:51.0,Personal foul by J. Dudley (drawn by R. Covington),,40-24,,
3:51.0,,,40-25,1,R. Covington makes free throw 1 of 2
3:51.0,,,40-26,1,R. Covington makes free throw 2 of 2
3:38.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,40-26,,
3:34.0,,,40-26,,Defensive rebound by Team
3:22.0,,,40-28,2,T. Wroten makes 2-pt shot from 2 ft
3:01.0,G. Antetokounmpo misses 2-pt shot from 15 ft,,40-28,,
3:01.0,,,40-28,,Defensive rebound by J. Grant
3:01.0,Personal foul by Z. Pachulia (drawn by J. Grant),,40-28,,
3:01.0,,,40-29,1,J. Grant makes free throw 1 of 2
3:01.0,,,40-29,,J. Sampson enters the game for R. Covington
3:01.0,,,40-30,1,J. Grant makes free throw 2 of 2
2:44.0,,,40-30,,Personal foul by F. Aldemir (drawn by Z. Pachulia)
2:44.0,Milwaukee full timeout,,40-30,,
2:44.0,,,40-30,,N. Noel enters the game for F. Aldemir
2:33.0,G. Antetokounmpo makes 2-pt shot from 18 ft,2,42-30,,
2:18.0,,,42-30,,Shooting foul by Z. Pachulia (drawn by J. Grant)
2:18.0,,,42-31,1,J. Grant makes free throw 1 of 2
2:18.0,,,42-32,1,J. Grant makes free throw 2 of 2
1:54.0,B. Knight makes 3-pt shot from 26 ft,3,45-32,,
1:37.0,,,45-34,2,J. Sampson makes 2-pt shot from 1 ft (assist by N. Noel)
1:24.0,K. Middleton makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,47-34,,
1:15.0,,,47-37,3,J. Sampson makes 3-pt shot from 24 ft (assist by T. Wroten)
1:11.0,Milwaukee full timeout,,47-37,,
1:11.0,J. Bayless enters the game for J. Dudley,,47-37,,
1:11.0,,,47-37,,Inbound foul by T. Wroten
1:11.0,K. Middleton makes free throw 1 of 2,1,48-37,,
1:11.0,K. Middleton makes free throw 2 of 2,1,49-37,,
1:00.0,,,49-37,,T. Wroten misses 2-pt shot from 1 ft
0:59.0,,,49-37,,Offensive rebound by Team
0:49.0,,,49-37,,Turnover by K. McDaniels (lost ball; steal by K. Middleton)
0:45.0,J. Bayless makes 2-pt shot at rim (assist by B. Knight),2,51-37,,
0:44.0,,,51-37,,Turnover by J. Sampson (inbound)
0:33.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,51-37,,
0:31.0,,,51-37,,Defensive rebound by J. Sampson
0:11.0,,,51-37,,Shooting foul by B. Knight (drawn by T. Wroten)
0:11.0,,,51-38,1,T. Wroten makes free throw 1 of 2
0:11.0,,,51-39,1,T. Wroten makes free throw 2 of 2
0:01.0,J. Bayless makes 2-pt shot from 16 ft,2,53-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,53-39,,R. Covington misses 2-pt shot from 15 ft
11:36.0,Defensive rebound by Team,,53-39,,
11:25.0,K. Middleton makes 2-pt shot from 17 ft (assist by B. Knight),2,55-39,,
11:04.0,,,55-39,,H. Sims misses 2-pt shot from 15 ft
11:02.0,Defensive rebound by K. Middleton,,55-39,,
10:50.0,Turnover by Z. Pachulia (bad pass; steal by K. McDaniels),,55-39,,
10:47.0,,,55-39,,Turnover by R. Covington (bad pass; steal by K. Middleton)
10:42.0,N. Wolters misses 2-pt shot from 3 ft,,55-39,,
10:40.0,,,55-39,,Defensive rebound by H. Sims
10:30.0,,,55-39,,R. Covington misses 3-pt shot from 25 ft
10:28.0,Defensive rebound by Z. Pachulia,,55-39,,
10:19.0,B. Knight misses 2-pt shot from 20 ft,,55-39,,
10:17.0,Offensive rebound by J. O'Bryant,,55-39,,
10:02.0,B. Knight makes 3-pt shot from 25 ft (assist by Z. Pachulia),3,58-39,,
9:45.0,,,58-39,,Turnover by M. Carter-Williams (bad pass)
9:34.0,J. O'Bryant misses 2-pt shot from 21 ft,,58-39,,
9:32.0,,,58-39,,Defensive rebound by H. Sims
9:27.0,Personal foul by Z. Pachulia (drawn by M. Carter-Williams),,58-39,,
9:14.0,,,58-39,,M. Carter-Williams misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by Z. Pachulia,,58-39,,
8:52.0,Z. Pachulia makes 2-pt shot from 15 ft (assist by B. Knight),2,60-39,,
8:51.0,,,60-39,,Philadelphia full timeout
8:33.0,,,60-39,,K. McDaniels misses 2-pt shot from 16 ft
8:32.0,Defensive rebound by B. Knight,,60-39,,
8:26.0,K. Middleton makes 2-pt shot from 1 ft,2,62-39,,
8:08.0,,,62-39,,M. Carter-Williams misses 2-pt shot from 1 ft
8:06.0,,,62-39,,Offensive rebound by K. McDaniels
8:06.0,,,62-41,2,K. McDaniels makes 2-pt shot at rim
7:42.0,J. O'Bryant makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,64-41,,
7:26.0,Personal foul by K. Middleton (drawn by M. Carter-Williams),,64-41,,
7:26.0,,,64-41,,J. Grant enters the game for H. Sims
7:26.0,,,64-41,,J. Sampson enters the game for K. McDaniels
7:24.0,,,64-41,,Offensive foul by M. Carter-Williams
7:24.0,,,64-41,,Turnover by M. Carter-Williams (offensive foul)
7:10.0,,,64-41,,Loose ball foul by N. Noel (drawn by Z. Pachulia)
7:05.0,Z. Pachulia misses 2-pt shot from 2 ft,,64-41,,
7:02.0,Offensive rebound by J. O'Bryant,,64-41,,
7:02.0,J. O'Bryant makes 2-pt shot from 1 ft,2,66-41,,
6:46.0,,,66-43,2,N. Noel makes 2-pt shot at rim (assist by M. Carter-Williams)
6:23.0,K. Middleton makes 2-pt shot from 15 ft (assist by B. Knight),2,68-43,,
6:03.0,,,68-45,2,N. Noel makes 2-pt shot from 2 ft (assist by M. Carter-Williams)
5:53.0,,,68-45,,T. Wroten enters the game for R. Covington
5:46.0,N. Wolters makes 2-pt shot from 5 ft (assist by Z. Pachulia),2,70-45,,
5:30.0,,,70-45,,Turnover by N. Noel (bad pass; steal by K. Middleton)
5:26.0,Turnover by N. Wolters (traveling),,70-45,,
5:06.0,,,70-47,2,T. Wroten makes 2-pt shot from 2 ft
5:06.0,,,70-47,,Personal foul by N. Noel (drawn by B. Knight)
5:06.0,,,70-47,,F. Aldemir enters the game for N. Noel
5:01.0,Turnover by B. Knight (bad pass),,70-47,,
4:50.0,,,70-47,,Offensive foul by M. Carter-Williams
4:50.0,,,70-47,,Turnover by M. Carter-Williams (offensive foul)
4:46.0,,,70-47,,Personal foul by J. Sampson (drawn by B. Knight)
4:39.0,Z. Pachulia makes 2-pt shot from 2 ft (assist by K. Middleton),2,72-47,,
4:30.0,,,72-47,,Shooting foul by N. Wolters (drawn by M. Carter-Williams)
4:30.0,,,72-48,1,M. Carter-Williams makes free throw 1 of 2
4:30.0,,,72-49,1,M. Carter-Williams makes free throw 2 of 2
4:18.0,Turnover by Z. Pachulia (bad pass; steal by J. Grant),,72-49,,
4:12.0,,,72-51,2,F. Aldemir makes 2-pt shot at rim (assist by J. Sampson)
3:56.0,,,72-51,,Personal foul by J. Sampson (drawn by B. Knight)
3:56.0,J. Henson enters the game for Z. Pachulia,,72-51,,
3:56.0,J. Bayless enters the game for B. Knight,,72-51,,
3:56.0,,,72-51,,K. McDaniels enters the game for M. Carter-Williams
3:48.0,Turnover by J. O'Bryant (traveling),,72-51,,
3:41.0,,,72-51,,Shooting foul by J. Henson (drawn by J. Grant)
3:41.0,,,72-51,,J. Grant misses free throw 1 of 2
3:41.0,,,72-51,,Offensive rebound by Team
3:41.0,,,72-52,1,J. Grant makes free throw 2 of 2
3:29.0,K. Middleton misses 2-pt shot from 5 ft,,72-52,,
3:27.0,,,72-52,,Defensive rebound by J. Grant
3:21.0,,,72-52,,Shooting foul by N. Wolters (drawn by T. Wroten)
3:21.0,,,72-53,1,T. Wroten makes free throw 1 of 2
3:21.0,,,72-54,1,T. Wroten makes free throw 2 of 2
3:05.0,J. Henson misses 2-pt shot from 2 ft (block by J. Grant),,72-54,,
3:03.0,Offensive rebound by N. Wolters,,72-54,,
2:57.0,Turnover by J. Bayless (lost ball; steal by J. Grant),,72-54,,
2:53.0,,,72-56,2,T. Wroten makes 2-pt shot from 1 ft (assist by J. Sampson)
2:35.0,N. Wolters misses 3-pt shot from 23 ft,,72-56,,
2:34.0,,,72-56,,Defensive rebound by J. Sampson
2:26.0,,,72-56,,T. Wroten misses 2-pt shot from 1 ft (block by J. Henson)
2:23.0,,,72-56,,Offensive rebound by F. Aldemir
2:10.0,,,72-56,,T. Wroten misses 3-pt shot from 28 ft
2:08.0,,,72-56,,Offensive rebound by J. Grant
1:53.0,Milwaukee full timeout,,72-56,,
1:53.0,O. Mayo enters the game for K. Middleton,,72-56,,
1:53.0,J. Dudley enters the game for J. O'Bryant,,72-56,,
1:53.0,B. Knight enters the game for N. Wolters,,72-56,,
1:53.0,,,72-56,,R. Covington enters the game for J. Sampson
1:49.0,,,72-56,,K. McDaniels misses 2-pt shot from 3 ft
1:47.0,,,72-56,,Offensive rebound by K. McDaniels
1:36.0,,,72-56,,J. Grant misses 2-pt shot from 2 ft
1:34.0,Defensive rebound by J. Henson,,72-56,,
1:32.0,,,72-56,,Personal foul by T. Wroten (drawn by B. Knight)
1:32.0,B. Knight misses free throw 1 of 2,,72-56,,
1:32.0,Offensive rebound by Team,,72-56,,
1:32.0,B. Knight misses free throw 2 of 2,,72-56,,
1:30.0,,,72-56,,Defensive rebound by F. Aldemir
1:11.0,,,72-56,,Shooting foul by J. Bayless (drawn by R. Covington)
1:11.0,,,72-57,1,R. Covington makes free throw 1 of 2
1:11.0,,,72-58,1,R. Covington makes free throw 2 of 2
0:56.0,J. Henson makes 2-pt shot from 1 ft (assist by O. Mayo),2,74-58,,
0:47.0,,,74-58,,J. Grant misses 3-pt shot from 24 ft
0:45.0,Defensive rebound by J. Bayless,,74-58,,
0:32.0,B. Knight makes 3-pt shot from 25 ft (assist by J. Bayless),3,77-58,,
0:14.0,,,77-60,2,T. Wroten makes 2-pt shot from 1 ft
0:06.0,Turnover by J. Bayless (bad pass),,77-60,,
0:01.0,,,77-60,,T. Wroten misses 2-pt shot from 20 ft
0:00.0,Defensive rebound by J. Dudley,,77-60,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Turnover by J. Henson (lost ball; steal by N. Noel),,77-60,,
11:33.0,,,77-60,,Turnover by K. McDaniels (bad pass; steal by J. Bayless)
11:26.0,O. Mayo misses 3-pt shot from 23 ft,,77-60,,
11:24.0,,,77-60,,Defensive rebound by M. Carter-Williams
11:15.0,,,77-60,,M. Carter-Williams misses 2-pt shot from 15 ft
11:13.0,Defensive rebound by J. Bayless,,77-60,,
11:06.0,O. Mayo misses 3-pt shot from 24 ft,,77-60,,
11:04.0,,,77-60,,Defensive rebound by K. McDaniels
10:58.0,,,77-60,,Shooting foul by J. Henson (drawn by K. McDaniels)
10:58.0,,,77-61,1,K. McDaniels makes free throw 1 of 2
10:58.0,,,77-62,1,K. McDaniels makes free throw 2 of 2
10:48.0,J. Bayless makes 2-pt shot from 2 ft (assist by J. Henson),2,79-62,,
10:32.0,,,79-62,,T. Wroten misses 3-pt shot from 26 ft
10:30.0,Defensive rebound by J. Dudley,,79-62,,
10:19.0,B. Knight misses 2-pt shot from 1 ft (block by M. Carter-Williams),,79-62,,
10:17.0,,,79-62,,Defensive rebound by M. Carter-Williams
10:07.0,,,79-62,,M. Carter-Williams misses 2-pt shot from 2 ft (block by J. Henson)
10:05.0,Defensive rebound by B. Knight,,79-62,,
10:01.0,Turnover by B. Knight (bad pass; steal by N. Noel),,79-62,,
9:55.0,,,79-62,,Turnover by T. Wroten (bad pass; steal by J. Bayless)
9:45.0,B. Knight misses 3-pt shot from 24 ft,,79-62,,
9:43.0,,,79-62,,Defensive rebound by K. McDaniels
9:31.0,,,79-62,,T. Wroten misses 2-pt shot from 19 ft
9:28.0,Defensive rebound by J. Henson,,79-62,,
9:09.0,J. Bayless makes 2-pt shot from 21 ft,2,81-62,,
9:09.0,,,81-62,,Philadelphia full timeout
9:09.0,,,81-62,,R. Covington enters the game for T. Wroten
9:09.0,Z. Pachulia enters the game for J. Henson,,81-62,,
8:51.0,Personal foul by J. Bayless (drawn by N. Noel),,81-62,,
8:45.0,,,81-62,,Offensive foul by J. Sampson
8:45.0,,,81-62,,Turnover by J. Sampson (offensive foul)
8:38.0,Turnover by J. Bayless (bad pass),,81-62,,
8:23.0,,,81-62,,N. Noel misses 2-pt shot from 6 ft
8:21.0,,,81-62,,Offensive rebound by J. Sampson
8:18.0,,,81-62,,J. Sampson misses 2-pt shot from 1 ft
8:17.0,Defensive rebound by J. Dudley,,81-62,,
8:06.0,O. Mayo misses 3-pt shot from 25 ft,,81-62,,
8:04.0,Offensive rebound by Z. Pachulia,,81-62,,
7:57.0,Turnover by B. Knight (bad pass),,81-62,,
7:43.0,,,81-62,,J. Sampson misses 3-pt shot from 24 ft
7:41.0,Defensive rebound by Z. Pachulia,,81-62,,
7:23.0,Z. Pachulia misses 2-pt shot from 16 ft,,81-62,,
7:21.0,,,81-62,,Defensive rebound by R. Covington
7:10.0,,,81-62,,R. Covington misses 3-pt shot from 25 ft
7:08.0,Defensive rebound by Z. Pachulia,,81-62,,
6:55.0,B. Knight makes 3-pt shot from 25 ft (assist by O. Mayo),3,84-62,,
6:54.0,,,84-62,,Philadelphia full timeout
6:54.0,,,84-62,,J. Grant enters the game for N. Noel
6:39.0,,,84-64,2,K. McDaniels makes 2-pt shot from 4 ft (assist by J. Sampson)
6:17.0,Z. Pachulia misses 2-pt shot from 1 ft (block by K. McDaniels),,84-64,,
6:15.0,,,84-64,,Defensive rebound by M. Carter-Williams
6:09.0,,,84-64,,M. Carter-Williams misses 2-pt shot from 2 ft
6:09.0,Defensive rebound by Z. Pachulia,,84-64,,
6:09.0,,,84-64,,Personal foul by R. Covington (drawn by Z. Pachulia)
6:09.0,,,84-64,,T. Wroten enters the game for K. McDaniels
5:52.0,O. Mayo misses 2-pt shot from 18 ft,,84-64,,
5:50.0,,,84-64,,Defensive rebound by J. Sampson
5:43.0,,,84-64,,Turnover by J. Sampson (bad pass)
5:43.0,Official timeout,,84-64,,
5:43.0,J. O'Bryant enters the game for J. Dudley,,84-64,,
5:43.0,,,84-64,,M. Thomas enters the game for J. Sampson
5:33.0,O. Mayo makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,86-64,,
5:18.0,,,86-64,,M. Carter-Williams misses 3-pt shot from 23 ft
5:16.0,Defensive rebound by O. Mayo,,86-64,,
5:13.0,B. Knight makes 2-pt shot at rim (assist by O. Mayo),2,88-64,,
