time,Minnesota,pts.away,score,pts.home,Golden State
5:18.0,Offensive rebound by J. Hamilton,,14-17,,
5:13.0,Z. LaVine misses 3-pt shot from 24 ft,,14-17,,
5:11.0,,,14-17,,Defensive rebound by H. Barnes
5:05.0,,,14-17,,J. Holiday enters the game for K. Thompson
4:58.0,,,14-17,,S. Curry misses 2-pt shot from 22 ft
4:57.0,Defensive rebound by J. Hamilton,,14-17,,
4:43.0,A. Wiggins makes 2-pt shot at rim (assist by J. Hamilton),2,16-17,,
4:18.0,,,16-17,,A. Iguodala misses 3-pt shot from 24 ft
4:17.0,,,16-17,,Offensive rebound by H. Barnes
4:11.0,,,16-17,,Shooting foul by K. Martin (drawn by S. Curry)
4:11.0,,,16-18,1,S. Curry makes free throw 1 of 2
4:11.0,,,16-19,1,S. Curry makes free throw 2 of 2
3:52.0,C. Budinger misses 3-pt shot from 26 ft,,16-19,,
3:51.0,,,16-19,,Defensive rebound by J. Holiday
3:42.0,,,16-19,,J. Holiday misses 2-pt shot from 19 ft
3:41.0,Defensive rebound by J. Hamilton,,16-19,,
3:38.0,A. Wiggins makes 2-pt shot at rim (assist by J. Hamilton),2,18-19,,
3:32.0,,,18-19,,S. Curry misses 2-pt shot from 4 ft (block by J. Hamilton)
3:32.0,,,18-19,,Offensive rebound by Team
3:26.0,,,18-22,3,S. Curry makes 3-pt shot from 24 ft (assist by J. Holiday)
3:11.0,Shooting foul by J. Holiday (drawn by K. Martin),,18-22,,
3:11.0,K. Martin makes free throw 1 of 2,1,19-22,,
3:11.0,L. Brown enters the game for Z. LaVine,,19-22,,
3:11.0,K. Martin makes free throw 2 of 2,1,20-22,,
2:55.0,,,20-22,,Turnover by S. Curry (traveling)
2:35.0,K. Martin misses 3-pt shot from 25 ft,,20-22,,
2:34.0,,,20-22,,Defensive rebound by Team
2:34.0,,,20-22,,M. Speights enters the game for H. Barnes
2:34.0,,,20-22,,D. Green enters the game for A. Bogut
2:26.0,Personal foul by C. Budinger (drawn by S. Curry),,20-22,,
2:26.0,A. Payne enters the game for J. Hamilton,,20-22,,
2:19.0,,,20-22,,Turnover by S. Curry (bad pass; steal by A. Wiggins)
2:15.0,A. Wiggins makes 2-pt shot from 1 ft,2,22-22,,
1:56.0,,,22-22,,D. Green misses 3-pt shot from 25 ft
1:55.0,Defensive rebound by A. Payne,,22-22,,
1:46.0,Shooting foul by M. Speights (drawn by A. Payne),,22-22,,
1:46.0,A. Payne makes free throw 1 of 2,1,23-22,,
1:46.0,Z. LaVine enters the game for A. Wiggins,,23-22,,
1:46.0,A. Payne misses free throw 2 of 2,,23-22,,
1:45.0,,,23-22,,Defensive rebound by D. Green
1:34.0,,,23-22,,S. Curry misses 3-pt shot from 26 ft
1:33.0,Defensive rebound by Z. LaVine,,23-22,,
1:24.0,K. Martin makes 2-pt shot from 13 ft (assist by Z. LaVine),2,25-22,,
1:17.0,,,25-22,,Turnover by S. Curry (traveling)
1:02.0,Shooting foul by J. Holiday (drawn by K. Martin),,25-22,,
1:02.0,K. Martin makes free throw 1 of 2,1,26-22,,
1:02.0,K. Martin makes free throw 2 of 2,1,27-22,,
0:51.0,,,27-24,2,S. Curry makes 2-pt shot from 19 ft (assist by M. Speights)
0:35.0,A. Payne makes 2-pt shot at rim (assist by K. Martin),2,29-24,,
0:31.0,Personal foul by A. Payne (drawn by S. Curry),,29-24,,
0:31.0,,,29-25,1,S. Curry makes free throw 1 of 2
0:31.0,,,29-26,1,S. Curry makes free throw 2 of 2
0:10.0,Z. LaVine makes 2-pt shot from 21 ft (assist by L. Brown),2,31-26,,
0:01.0,,,31-26,,Shooting foul by L. Brown (drawn by D. Green)
0:01.0,,,31-27,1,D. Green makes free throw 1 of 2
0:01.0,,,31-28,1,D. Green makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,Turnover by A. Wiggins (lost ball),,31-28,,
11:27.0,,,31-28,,M. Speights misses 2-pt shot from 16 ft
11:26.0,Defensive rebound by Z. LaVine,,31-28,,
11:13.0,A. Wiggins makes 3-pt shot from 24 ft (assist by A. Payne),3,34-28,,
10:50.0,,,34-28,,K. Thompson misses 2-pt shot from 9 ft
10:49.0,Defensive rebound by L. Brown,,34-28,,
10:37.0,A. Payne misses 2-pt shot from 9 ft,,34-28,,
10:36.0,,,34-28,,Defensive rebound by A. Iguodala
10:29.0,,,34-30,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green)
10:06.0,Shooting foul by A. Iguodala (drawn by A. Wiggins),,34-30,,
10:06.0,A. Wiggins makes free throw 1 of 2,1,35-30,,
10:06.0,A. Wiggins misses free throw 2 of 2,,35-30,,
10:05.0,,,35-30,,Defensive rebound by D. Green
9:46.0,,,35-32,2,D. Green makes 2-pt shot from 2 ft (assist by M. Speights)
9:34.0,Turnover by Z. LaVine (bad pass),,35-32,,
9:15.0,,,35-32,,M. Speights misses 2-pt shot from 12 ft
9:14.0,Defensive rebound by A. Payne,,35-32,,
9:07.0,Z. LaVine misses 2-pt shot from 12 ft,,35-32,,
9:06.0,,,35-32,,Defensive rebound by M. Speights
9:05.0,,,35-32,,Turnover by M. Speights (bad pass; steal by C. Budinger)
9:04.0,,,35-32,,Violation by A. Iguodala (kicked ball)
9:04.0,Minnesota full timeout,,35-32,,
9:04.0,,,35-32,,H. Barnes enters the game for M. Speights
8:54.0,C. Budinger misses 2-pt shot from 10 ft,,35-32,,
8:53.0,,,35-32,,Defensive rebound by D. Green
8:36.0,,,35-34,2,S. Livingston makes 2-pt shot from 8 ft
8:15.0,L. Brown misses 3-pt shot from 24 ft,,35-34,,
8:14.0,,,35-34,,Defensive rebound by S. Livingston
8:04.0,,,35-37,3,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Livingston)
7:46.0,Turnover by A. Wiggins (back court),,35-37,,
7:46.0,K. Martin enters the game for L. Brown,,35-37,,
7:42.0,,,35-39,2,K. Thompson makes 2-pt shot from 17 ft (assist by S. Livingston)
7:21.0,Z. LaVine makes 3-pt shot from 28 ft (assist by K. Martin),3,38-39,,
7:05.0,,,38-39,,H. Barnes misses 2-pt shot from 21 ft
7:03.0,Defensive rebound by A. Wiggins,,38-39,,
6:49.0,A. Wiggins misses 2-pt shot from 21 ft,,38-39,,
6:48.0,,,38-39,,Defensive rebound by A. Iguodala
6:38.0,,,38-39,,K. Thompson misses 3-pt shot from 24 ft
6:37.0,Defensive rebound by Z. LaVine,,38-39,,
6:29.0,,,38-39,,Personal foul by H. Barnes (drawn by C. Budinger)
6:22.0,Turnover by A. Wiggins (lost ball; steal by A. Iguodala),,38-39,,
6:21.0,Personal foul by C. Budinger (drawn by A. Iguodala),,38-39,,
5:59.0,,,38-41,2,K. Thompson makes 2-pt shot from 12 ft
5:36.0,Turnover by A. Payne (bad pass),,38-41,,
5:36.0,Official timeout,,38-41,,
5:36.0,,,38-41,,S. Curry enters the game for A. Iguodala
5:20.0,Violation by A. Payne (def goaltending),,38-41,,
5:20.0,,,38-43,2,S. Curry makes 2-pt shot from 2 ft
5:04.0,C. Budinger makes 3-pt shot from 26 ft (assist by A. Wiggins),3,41-43,,
4:35.0,,,41-45,2,K. Thompson makes 2-pt shot from 13 ft
4:17.0,A. Wiggins misses 2-pt shot from 6 ft,,41-45,,
4:15.0,,,41-45,,Defensive rebound by D. Green
4:09.0,,,41-45,,K. Thompson misses 3-pt shot from 25 ft
4:08.0,,,41-45,,Offensive rebound by H. Barnes
4:08.0,,,41-47,2,H. Barnes makes 2-pt shot at rim
3:46.0,C. Budinger misses 2-pt shot from 2 ft (block by D. Green),,41-47,,
3:44.0,,,41-47,,Defensive rebound by D. Green
3:32.0,,,41-50,3,H. Barnes makes 3-pt shot from 23 ft (assist by S. Curry)
3:32.0,Minnesota full timeout,,41-50,,
3:32.0,,,41-50,,F. Ezeli enters the game for H. Barnes
3:32.0,J. Hamilton enters the game for A. Payne,,41-50,,
3:15.0,Z. LaVine makes 3-pt shot from 22 ft (assist by A. Wiggins),3,44-50,,
2:59.0,,,44-50,,K. Thompson misses 3-pt shot from 26 ft
2:58.0,Defensive rebound by Team,,44-50,,
2:38.0,A. Wiggins makes 2-pt shot from 15 ft,2,46-50,,
2:26.0,,,46-50,,K. Thompson misses 2-pt shot from 5 ft
2:25.0,,,46-50,,Offensive rebound by S. Livingston
2:22.0,,,46-53,3,S. Curry makes 3-pt shot from 23 ft (assist by S. Livingston)
2:01.0,J. Hamilton makes 2-pt shot from 18 ft (assist by C. Budinger),2,48-53,,
1:50.0,Personal foul by Z. LaVine (drawn by S. Curry),,48-53,,
1:50.0,,,48-53,,J. Holiday enters the game for S. Livingston
1:50.0,L. Brown enters the game for Z. LaVine,,48-53,,
1:40.0,,,48-53,,K. Thompson misses 2-pt shot from 22 ft
1:39.0,,,48-53,,Offensive rebound by Team
1:39.0,Loose ball foul by J. Hamilton (drawn by F. Ezeli),,48-53,,
1:39.0,,,48-53,,F. Ezeli misses free throw 1 of 2
1:39.0,,,48-53,,Offensive rebound by Team
1:39.0,,,48-54,1,F. Ezeli makes free throw 2 of 2
1:25.0,K. Martin makes 3-pt shot from 25 ft (assist by A. Wiggins),3,51-54,,
1:07.0,,,51-56,2,K. Thompson makes 2-pt shot from 2 ft (assist by J. Holiday)
0:53.0,A. Wiggins makes 2-pt shot from 14 ft,2,53-56,,
0:44.0,,,53-58,2,J. Holiday makes 2-pt shot from 14 ft (assist by D. Green)
0:25.0,K. Martin makes 2-pt shot from 14 ft (assist by A. Wiggins),2,55-58,,
0:06.0,,,55-60,2,F. Ezeli makes 2-pt shot at rim (assist by S. Curry)
0:01.0,L. Brown misses 3-pt shot from 30 ft,,55-60,,
0:00.0,Offensive rebound by Team,,55-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,A. Wiggins misses 2-pt shot from 13 ft (block by H. Barnes),,55-60,,
11:41.0,,,55-60,,Defensive rebound by D. Green
11:32.0,Personal foul by A. Wiggins (drawn by H. Barnes),,55-60,,
11:26.0,Personal foul by A. Payne (drawn by H. Barnes),,55-60,,
11:21.0,,,55-60,,Turnover by A. Bogut (bad pass)
11:05.0,Z. LaVine makes 2-pt shot from 16 ft,2,57-60,,
10:52.0,,,57-62,2,A. Bogut makes 2-pt shot from 7 ft (assist by S. Curry)
10:31.0,Turnover by J. Hamilton (lost ball; steal by S. Curry),,57-62,,
10:25.0,,,57-62,,Turnover by H. Barnes (lost ball; steal by A. Wiggins)
10:15.0,J. Hamilton makes 3-pt shot from 26 ft (assist by Z. LaVine),3,60-62,,
9:49.0,,,60-62,,K. Thompson misses 2-pt shot from 15 ft
9:48.0,Defensive rebound by J. Hamilton,,60-62,,
9:42.0,Z. LaVine misses 2-pt shot from 11 ft,,60-62,,
9:41.0,Offensive rebound by J. Hamilton,,60-62,,
9:32.0,J. Hamilton misses 3-pt shot from 25 ft,,60-62,,
9:31.0,Offensive rebound by A. Payne,,60-62,,
9:27.0,,,60-62,,Violation by K. Thompson (kicked ball)
9:16.0,A. Wiggins misses 2-pt shot from 16 ft,,60-62,,
9:15.0,,,60-62,,Defensive rebound by K. Thompson
9:08.0,,,60-62,,D. Green misses 2-pt shot from 7 ft
9:07.0,,,60-62,,Offensive rebound by K. Thompson
9:05.0,,,60-62,,K. Thompson misses 2-pt shot from 3 ft
9:03.0,,,60-62,,Offensive rebound by D. Green
9:03.0,,,60-64,2,D. Green makes 2-pt shot from 1 ft
8:48.0,Turnover by J. Hamilton (bad pass; steal by D. Green),,60-64,,
8:40.0,,,60-64,,H. Barnes misses 3-pt shot from 23 ft
8:38.0,Defensive rebound by K. Martin,,60-64,,
8:21.0,K. Martin misses 2-pt shot from 17 ft,,60-64,,
8:21.0,,,60-64,,Defensive rebound by D. Green
8:21.0,Personal foul by A. Wiggins (drawn by D. Green),,60-64,,
8:21.0,Minnesota full timeout,,60-64,,
8:14.0,,,60-66,2,H. Barnes makes 2-pt shot from 2 ft (assist by S. Curry)
8:14.0,,,60-66,,Shooting foul by K. Martin (drawn by H. Barnes)
8:14.0,,,60-67,1,H. Barnes makes free throw 1 of 1
8:05.0,Shooting foul by A. Bogut (drawn by J. Hamilton),,60-67,,
8:05.0,J. Hamilton makes free throw 1 of 2,1,61-67,,
8:05.0,J. Hamilton makes free throw 2 of 2,1,62-67,,
7:47.0,,,62-69,2,S. Curry makes 2-pt shot from 16 ft (assist by D. Green)
7:19.0,Z. LaVine misses 2-pt shot from 18 ft,,62-69,,
7:18.0,Offensive rebound by A. Wiggins,,62-69,,
7:05.0,Shooting foul by A. Bogut (drawn by A. Payne),,62-69,,
7:05.0,A. Payne makes free throw 1 of 2,1,63-69,,
7:05.0,A. Payne misses free throw 2 of 2,,63-69,,
7:04.0,,,63-69,,Defensive rebound by D. Green
6:50.0,,,63-69,,A. Bogut misses 2-pt shot from 7 ft
6:49.0,Defensive rebound by A. Wiggins,,63-69,,
6:46.0,Turnover by A. Wiggins (bad pass; steal by S. Curry),,63-69,,
6:45.0,,,63-69,,S. Curry misses 3-pt shot from 26 ft
6:44.0,,,63-69,,Offensive rebound by H. Barnes
6:42.0,,,63-71,2,H. Barnes makes 2-pt shot at rim
6:18.0,K. Martin misses 2-pt shot from 2 ft,,63-71,,
6:17.0,Offensive rebound by J. Hamilton,,63-71,,
6:17.0,J. Hamilton misses 2-pt shot at rim,,63-71,,
6:15.0,,,63-71,,Defensive rebound by D. Green
6:11.0,,,63-71,,S. Curry misses 2-pt shot from 2 ft
6:11.0,Defensive rebound by Team,,63-71,,
6:11.0,,,63-71,,Loose ball foul by A. Bogut (drawn by A. Payne)
6:11.0,,,63-71,,F. Ezeli enters the game for A. Bogut
5:56.0,A. Wiggins misses 2-pt shot from 3 ft,,63-71,,
5:55.0,,,63-71,,Defensive rebound by H. Barnes
5:47.0,,,63-71,,K. Thompson misses 2-pt shot from 11 ft (block by J. Hamilton)
5:45.0,,,63-71,,Offensive rebound by D. Green
5:43.0,,,63-71,,H. Barnes misses 3-pt shot from 26 ft
5:41.0,Defensive rebound by K. Martin,,63-71,,
5:30.0,A. Wiggins misses 2-pt shot from 3 ft (block by F. Ezeli),,63-71,,
5:27.0,,,63-71,,Defensive rebound by H. Barnes
5:22.0,,,63-73,2,H. Barnes makes 2-pt shot from 1 ft
5:02.0,Turnover by A. Payne (lost ball; steal by S. Curry),,63-73,,
5:01.0,Personal foul by K. Martin (drawn by S. Curry),,63-73,,
5:01.0,,,63-73,,S. Curry misses free throw 1 of 2
5:01.0,,,63-73,,Offensive rebound by Team
5:01.0,C. Budinger enters the game for A. Payne,,63-73,,
5:01.0,,,63-74,1,S. Curry makes free throw 2 of 2
4:47.0,K. Martin misses 2-pt shot from 16 ft,,63-74,,
4:46.0,,,63-74,,Defensive rebound by S. Curry
4:35.0,,,63-74,,Shooting foul by J. Hamilton (drawn by F. Ezeli)
4:35.0,,,63-74,,F. Ezeli misses free throw 1 of 2
4:35.0,,,63-74,,Offensive rebound by Team
4:35.0,,,63-74,,A. Iguodala enters the game for D. Green
4:35.0,,,63-74,,F. Ezeli misses free throw 2 of 2
4:33.0,Defensive rebound by C. Budinger,,63-74,,
4:13.0,K. Martin misses 2-pt shot from 8 ft,,63-74,,
4:12.0,,,63-74,,Defensive rebound by F. Ezeli
4:06.0,,,63-74,,Shooting foul by J. Hamilton (drawn by F. Ezeli)
4:06.0,,,63-75,1,F. Ezeli makes free throw 1 of 2
4:06.0,,,63-76,1,F. Ezeli makes free throw 2 of 2
3:50.0,Turnover by Z. LaVine (bad pass; steal by K. Thompson),,63-76,,
3:40.0,,,63-76,,S. Curry misses 3-pt shot from 23 ft
3:39.0,Defensive rebound by Z. LaVine,,63-76,,
3:35.0,C. Budinger misses 2-pt shot from 2 ft (block by A. Iguodala),,63-76,,
3:34.0,Offensive rebound by Team,,63-76,,
3:23.0,J. Hamilton misses 2-pt shot from 15 ft,,63-76,,
3:23.0,,,63-76,,Defensive rebound by H. Barnes
3:06.0,,,63-76,,K. Thompson misses 2-pt shot from 16 ft
3:05.0,Defensive rebound by Z. LaVine,,63-76,,
3:01.0,Shooting foul by A. Iguodala (drawn by Z. LaVine),,63-76,,
3:01.0,Z. LaVine makes free throw 1 of 2,1,64-76,,
3:01.0,,,64-76,,J. Holiday enters the game for K. Thompson
3:01.0,Z. LaVine makes free throw 2 of 2,1,65-76,,
2:47.0,,,65-76,,H. Barnes misses 2-pt shot from 12 ft
2:46.0,Defensive rebound by J. Hamilton,,65-76,,
2:31.0,J. Hamilton makes 2-pt shot from 4 ft (assist by K. Martin),2,67-76,,
2:18.0,,,67-78,2,S. Curry makes 2-pt shot from 1 ft (assist by H. Barnes)
2:18.0,,,67-78,,Shooting foul by Z. LaVine (drawn by S. Curry)
2:18.0,,,67-78,,Golden State full timeout
2:18.0,L. Brown enters the game for A. Wiggins,,67-78,,
2:18.0,,,67-79,1,S. Curry makes free throw 1 of 1
2:06.0,C. Budinger makes 2-pt shot from 16 ft (assist by L. Brown),2,69-79,,
1:44.0,,,69-79,,J. Holiday misses 2-pt shot from 22 ft
1:43.0,,,69-79,,Offensive rebound by F. Ezeli
1:42.0,,,69-81,2,F. Ezeli makes 2-pt shot at rim
1:20.0,Turnover by L. Brown (lost ball; steal by S. Curry),,69-81,,
1:17.0,,,69-83,2,J. Holiday makes 2-pt shot at rim
0:55.0,Z. LaVine misses 2-pt shot from 21 ft,,69-83,,
0:54.0,,,69-83,,Defensive rebound by S. Curry
0:47.0,,,69-83,,S. Curry misses 2-pt shot from 4 ft
0:46.0,Defensive rebound by L. Brown,,69-83,,
0:39.0,C. Budinger misses 3-pt shot from 26 ft,,69-83,,
0:38.0,,,69-83,,Defensive rebound by S. Curry
0:28.0,,,69-83,,A. Iguodala misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by L. Brown,,69-83,,
0:06.0,K. Martin misses 2-pt shot from 19 ft,,69-83,,
0:05.0,,,69-83,,Defensive rebound by H. Barnes
0:00.0,,,69-86,3,S. Curry makes 3-pt shot from 26 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,69-86,,A. Iguodala misses 2-pt shot from 17 ft
11:38.0,Defensive rebound by L. Brown,,69-86,,
11:32.0,,,69-86,,Personal foul by J. Holiday (drawn by A. Wiggins)
11:20.0,L. Brown makes 2-pt shot from 8 ft (assist by A. Wiggins),2,71-86,,
11:08.0,Personal foul by Z. LaVine (drawn by D. Green),,71-86,,
11:04.0,,,71-86,,J. Holiday misses 2-pt shot from 18 ft
11:03.0,Defensive rebound by L. Brown,,71-86,,
10:47.0,Z. LaVine makes 3-pt shot from 29 ft (assist by A. Payne),3,74-86,,
10:24.0,,,74-86,,S. Livingston misses 2-pt shot from 7 ft
10:23.0,Defensive rebound by A. Wiggins,,74-86,,
10:16.0,Z. LaVine makes 3-pt shot from 27 ft (assist by A. Wiggins),3,77-86,,
10:04.0,,,77-86,,Turnover by J. Holiday (bad pass; steal by L. Brown)
10:00.0,L. Brown misses 2-pt shot from 2 ft,,77-86,,
9:59.0,Offensive rebound by Z. LaVine,,77-86,,
9:59.0,Z. LaVine makes 2-pt shot at rim,2,79-86,,
9:59.0,,,79-86,,Golden State full timeout
9:59.0,,,79-86,,A. Bogut enters the game for F. Ezeli
9:59.0,,,79-86,,K. Thompson enters the game for J. Holiday
9:40.0,,,79-89,3,D. Green makes 3-pt shot from 27 ft (assist by K. Thompson)
9:19.0,C. Budinger makes 3-pt shot from 27 ft (assist by Z. LaVine),3,82-89,,
9:02.0,,,82-89,,K. Thompson misses 3-pt shot from 24 ft
9:00.0,Defensive rebound by Z. LaVine,,82-89,,
8:44.0,C. Budinger makes 2-pt shot from 4 ft (assist by A. Payne),2,84-89,,
8:25.0,,,84-91,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green)
8:07.0,A. Wiggins misses 3-pt shot from 26 ft,,84-91,,
8:07.0,,,84-91,,Defensive rebound by A. Bogut
7:58.0,,,84-91,,K. Thompson misses 3-pt shot from 25 ft
7:57.0,Defensive rebound by Team,,84-91,,
7:57.0,,,84-91,,Loose ball foul by D. Green (drawn by C. Budinger)
7:42.0,Z. LaVine misses 3-pt shot from 29 ft,,84-91,,
7:41.0,,,84-91,,Defensive rebound by A. Iguodala
7:29.0,,,84-91,,A. Iguodala misses 3-pt shot from 23 ft
7:29.0,,,84-91,,Offensive rebound by Team
7:28.0,Jump ball: A. Bogut vs. A. Payne (D. Green gains possession),,,,Jump ball: A. Bogut vs. A. Payne (D. Green gains possession)
7:19.0,,,84-91,,Turnover by K. Thompson (bad pass; steal by A. Payne)
7:11.0,Offensive charge foul by A. Payne,,84-91,,
7:11.0,Turnover by A. Payne (offensive foul),,84-91,,
6:57.0,,,84-91,,Turnover by A. Bogut (bad pass; steal by C. Budinger)
6:56.0,,,84-91,,Personal foul by D. Green (drawn by C. Budinger)
6:56.0,Minnesota full timeout,,84-91,,
6:36.0,L. Brown misses 2-pt shot from 13 ft,,84-91,,
6:35.0,,,84-91,,Defensive rebound by S. Livingston
6:20.0,,,84-91,,K. Thompson misses 2-pt shot from 9 ft
6:19.0,Defensive rebound by A. Wiggins,,84-91,,
6:12.0,Z. LaVine makes 2-pt shot from 1 ft (assist by A. Wiggins),2,86-91,,
5:58.0,Personal foul by A. Payne (drawn by A. Bogut),,86-91,,
5:58.0,,,86-91,,S. Curry enters the game for S. Livingston
5:53.0,Personal foul by C. Budinger (drawn by S. Curry),,86-91,,
5:45.0,,,86-91,,Shooting foul by A. Payne (drawn by A. Bogut)
5:45.0,,,86-92,1,A. Bogut makes free throw 1 of 2
5:45.0,J. Hamilton enters the game for A. Payne,,86-92,,
5:45.0,,,86-92,,A. Bogut misses free throw 2 of 2
5:43.0,,,86-92,,Offensive rebound by A. Iguodala
5:39.0,,,86-92,,D. Green misses 3-pt shot from 27 ft
5:38.0,Defensive rebound by Team,,86-92,,
5:38.0,Minnesota full timeout,,86-92,,
5:25.0,Turnover by A. Wiggins (lost ball; steal by D. Green),,86-92,,
5:09.0,,,86-94,2,S. Curry makes 2-pt shot from 6 ft
5:02.0,Z. LaVine makes 2-pt shot at rim (assist by L. Brown),2,88-94,,
4:47.0,,,88-94,,A. Bogut misses 2-pt shot from 2 ft
4:44.0,,,88-94,,Offensive rebound by A. Bogut
4:44.0,,,88-94,,A. Bogut misses 2-pt shot from 2 ft
4:42.0,Defensive rebound by J. Hamilton,,88-94,,
4:38.0,Z. LaVine makes 3-pt shot from 26 ft (assist by A. Wiggins),3,91-94,,
4:24.0,,,91-94,,S. Curry misses 3-pt shot from 25 ft
4:23.0,,,91-94,,Offensive rebound by D. Green
4:22.0,,,91-94,,D. Green misses 2-pt shot at rim
4:21.0,Defensive rebound by Z. LaVine,,91-94,,
4:15.0,Z. LaVine makes 2-pt shot from 20 ft,2,93-94,,
3:50.0,,,93-97,3,K. Thompson makes 3-pt shot from 23 ft (assist by A. Iguodala)
3:30.0,Turnover by A. Wiggins (lost ball; steal by K. Thompson),,93-97,,
