time,Minnesota,pts.away,score,pts.home,San Antonio
7:39.0,A. Wiggins makes free throw 1 of 2,1,7-10,,
7:39.0,,,7-10,,M. Ginobili enters the game for K. Leonard
7:39.0,A. Wiggins makes free throw 2 of 2,1,8-10,,
7:20.0,,,8-10,,Turnover by M. Belinelli (bad pass; steal by J. Hamilton)
7:13.0,K. Martin misses 2-pt shot from 9 ft,,8-10,,
7:12.0,Offensive rebound by J. Hamilton,,8-10,,
7:08.0,A. Wiggins makes 2-pt shot at rim (assist by K. Martin),2,10-10,,
6:46.0,,,10-12,2,T. Splitter makes 2-pt shot at rim (assist by M. Ginobili)
6:34.0,Offensive foul by J. Hamilton,,10-12,,
6:34.0,Turnover by J. Hamilton (offensive foul),,10-12,,
6:18.0,,,10-15,3,M. Belinelli makes 3-pt shot from 25 ft (assist by T. Duncan)
6:10.0,Minnesota full timeout,,10-15,,
6:10.0,,,10-15,,B. Diaw enters the game for T. Splitter
6:01.0,K. Martin misses 2-pt shot from 18 ft,,10-15,,
5:59.0,,,10-15,,Defensive rebound by T. Duncan
5:35.0,,,10-17,2,M. Ginobili makes 2-pt shot from 5 ft (assist by B. Diaw)
5:07.0,Z. LaVine makes 2-pt shot from 19 ft (assist by J. Hamilton),2,12-17,,
4:59.0,,,12-17,,M. Belinelli misses 3-pt shot from 24 ft
4:57.0,Defensive rebound by A. Wiggins,,12-17,,
4:48.0,G. Dieng misses 2-pt shot from 4 ft,,12-17,,
4:47.0,,,12-17,,Defensive rebound by T. Duncan
4:37.0,,,12-19,2,T. Parker makes 2-pt shot at rim
4:28.0,,,12-19,,Personal foul by B. Diaw (drawn by J. Hamilton)
4:28.0,,,12-19,,A. Baynes enters the game for T. Duncan
4:28.0,A. Payne enters the game for G. Dieng,,12-19,,
4:20.0,Z. LaVine misses 2-pt shot from 7 ft,,12-19,,
4:20.0,,,12-19,,Defensive rebound by B. Diaw
3:59.0,,,12-19,,T. Parker misses 3-pt shot from 24 ft
3:58.0,,,12-19,,Offensive rebound by A. Baynes
3:53.0,,,12-22,3,M. Belinelli makes 3-pt shot from 24 ft (assist by A. Baynes)
3:37.0,K. Martin makes 2-pt shot from 14 ft (assist by Z. LaVine),2,14-22,,
3:27.0,,,14-22,,M. Belinelli misses 2-pt shot from 16 ft
3:26.0,Defensive rebound by A. Wiggins,,14-22,,
3:10.0,A. Payne makes 2-pt shot from 9 ft,2,16-22,,
2:51.0,,,16-22,,B. Diaw misses 3-pt shot from 24 ft
2:49.0,Defensive rebound by K. Martin,,16-22,,
2:45.0,K. Martin misses 2-pt shot from 6 ft,,16-22,,
2:43.0,Offensive rebound by Z. LaVine,,16-22,,
2:40.0,Z. LaVine makes 2-pt shot from 1 ft,2,18-22,,
2:24.0,C. Budinger enters the game for A. Wiggins,,18-22,,
2:24.0,,,18-22,,P. Mills enters the game for T. Parker
2:20.0,Personal foul by C. Budinger (drawn by M. Ginobili),,18-22,,
2:11.0,,,18-22,,A. Baynes misses 2-pt shot from 4 ft
2:10.0,,,18-22,,Offensive rebound by B. Diaw
2:06.0,,,18-24,2,M. Ginobili makes 2-pt shot from 3 ft (assist by P. Mills)
2:06.0,Shooting block foul by A. Payne (drawn by M. Ginobili),,18-24,,
2:06.0,,,18-25,1,M. Ginobili makes free throw 1 of 1
1:52.0,A. Payne misses 2-pt shot from 7 ft,,18-25,,
1:51.0,,,18-25,,Defensive rebound by A. Baynes
1:45.0,Violation by A. Payne (kicked ball),,18-25,,
1:35.0,,,18-27,2,M. Belinelli makes 2-pt shot from 8 ft
1:09.0,A. Payne makes 2-pt shot from 8 ft,2,20-27,,
1:00.0,,,20-27,,Turnover by M. Ginobili (bad pass)
0:49.0,K. Martin makes 3-pt shot from 23 ft (assist by J. Hamilton),3,23-27,,
0:34.0,,,23-27,,P. Mills misses 2-pt shot from 15 ft
0:33.0,Defensive rebound by J. Hamilton,,23-27,,
0:20.0,J. Hamilton misses 2-pt shot from 17 ft,,23-27,,
0:19.0,,,23-27,,Defensive rebound by B. Diaw
0:03.0,,,23-29,2,A. Baynes makes 2-pt shot at rim (assist by M. Ginobili)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,A. Wiggins misses 2-pt shot from 2 ft,,23-29,,
11:44.0,,,23-29,,Defensive rebound by A. Baynes
11:33.0,,,23-32,3,K. Leonard makes 3-pt shot from 23 ft (assist by D. Green)
11:08.0,A. Payne makes 2-pt shot from 10 ft (assist by L. Brown),2,25-32,,
10:52.0,,,25-32,,K. Leonard misses 2-pt shot from 9 ft
10:51.0,Defensive rebound by A. Payne,,25-32,,
10:48.0,Turnover by L. Brown (lost ball; steal by P. Mills),,25-32,,
10:46.0,Personal block foul by A. Payne (drawn by K. Leonard),,25-32,,
10:38.0,,,25-32,,P. Mills misses 2-pt shot from 18 ft
10:37.0,,,25-32,,Offensive rebound by A. Baynes
10:35.0,,,25-35,3,D. Green makes 3-pt shot from 25 ft (assist by A. Baynes)
10:13.0,C. Budinger misses 3-pt shot from 24 ft,,25-35,,
10:09.0,Offensive rebound by Team,,25-35,,
10:09.0,,,25-35,,Personal foul by B. Diaw (drawn by A. Wiggins)
10:03.0,Shooting foul by A. Baynes (drawn by A. Wiggins),,25-35,,
10:03.0,A. Wiggins makes free throw 1 of 2,1,26-35,,
10:03.0,,,26-35,,T. Splitter enters the game for B. Diaw
10:03.0,A. Wiggins makes free throw 2 of 2,1,27-35,,
9:46.0,,,27-35,,D. Green misses 3-pt shot from 25 ft
9:45.0,Defensive rebound by A. Payne,,27-35,,
9:39.0,C. Budinger makes 2-pt shot at rim (assist by L. Brown),2,29-35,,
9:19.0,,,29-35,,Turnover by T. Splitter (lost ball; steal by A. Payne)
9:14.0,Turnover by A. Payne (bad pass; steal by D. Green),,29-35,,
9:08.0,,,29-38,3,D. Green makes 3-pt shot from 24 ft (assist by P. Mills)
9:08.0,Minnesota full timeout,,29-38,,
9:08.0,,,29-38,,T. Duncan enters the game for A. Baynes
8:53.0,C. Budinger misses 2-pt shot from 17 ft,,29-38,,
8:52.0,Offensive rebound by A. Wiggins,,29-38,,
8:51.0,A. Wiggins makes 2-pt shot from 3 ft,2,31-38,,
8:51.0,Shooting foul by D. Green (drawn by A. Wiggins),,31-38,,
8:51.0,A. Wiggins makes free throw 1 of 1,1,32-38,,
8:36.0,,,32-38,,K. Leonard misses 2-pt shot at rim
8:35.0,Defensive rebound by C. Budinger,,32-38,,
8:29.0,L. Brown makes 2-pt shot from 2 ft (assist by A. Wiggins),2,34-38,,
8:19.0,,,34-40,2,P. Mills makes 2-pt shot from 18 ft
7:57.0,A. Payne misses 2-pt shot from 15 ft,,34-40,,
7:56.0,Offensive rebound by Team,,34-40,,
7:56.0,,,34-40,,T. Parker enters the game for P. Mills
7:56.0,K. Martin enters the game for C. Budinger,,34-40,,
7:56.0,J. Hamilton enters the game for A. Payne,,34-40,,
7:40.0,L. Brown makes 2-pt shot from 17 ft,2,36-40,,
7:21.0,,,36-42,2,T. Duncan makes 2-pt shot from 6 ft (assist by T. Splitter)
7:05.0,K. Martin makes 3-pt shot from 23 ft,3,39-42,,
6:53.0,,,39-44,2,T. Splitter makes 2-pt shot from 3 ft (assist by T. Parker)
6:53.0,,,39-44,,Shooting foul by J. Hamilton (drawn by T. Splitter)
6:53.0,,,39-44,,M. Ginobili enters the game for D. Green
6:53.0,,,39-45,1,T. Splitter makes free throw 1 of 1
6:40.0,A. Wiggins misses 2-pt shot from 4 ft,,39-45,,
6:39.0,Offensive rebound by J. Hamilton,,39-45,,
6:38.0,J. Hamilton misses 2-pt shot from 2 ft (block by T. Duncan),,39-45,,
6:37.0,,,39-45,,Defensive rebound by T. Duncan
6:37.0,Personal foul by A. Wiggins (drawn by T. Duncan),,39-45,,
6:20.0,,,39-47,2,K. Leonard makes 2-pt shot from 1 ft (assist by T. Duncan)
6:14.0,Minnesota full timeout,,39-47,,
6:14.0,Z. LaVine enters the game for L. Brown,,39-47,,
5:59.0,Turnover by A. Wiggins (lost ball; steal by K. Leonard),,39-47,,
5:55.0,,,39-49,2,M. Ginobili makes 2-pt shot from 3 ft
5:40.0,Z. LaVine makes 2-pt shot from 1 ft,2,41-49,,
5:19.0,,,41-49,,T. Splitter misses 2-pt shot at rim
5:18.0,Defensive rebound by G. Dieng,,41-49,,
4:59.0,G. Dieng makes 2-pt shot from 16 ft,2,43-49,,
4:36.0,,,43-49,,K. Leonard misses 2-pt shot from 17 ft
4:35.0,Defensive rebound by K. Martin,,43-49,,
4:25.0,Z. LaVine misses 3-pt shot from 25 ft,,43-49,,
4:24.0,,,43-49,,Defensive rebound by T. Splitter
4:10.0,,,43-51,2,T. Duncan makes 2-pt shot from 6 ft (assist by T. Splitter)
3:56.0,,,43-51,,Personal foul by T. Splitter (drawn by A. Wiggins)
3:56.0,Official timeout,,43-51,,
3:56.0,,,43-51,,B. Diaw enters the game for T. Splitter
3:50.0,G. Dieng makes 2-pt shot from 7 ft (assist by J. Hamilton),2,45-51,,
3:36.0,,,45-51,,M. Ginobili misses 2-pt shot from 15 ft
3:35.0,Defensive rebound by J. Hamilton,,45-51,,
3:12.0,G. Dieng misses 2-pt shot from 19 ft,,45-51,,
3:11.0,Offensive rebound by J. Hamilton,,45-51,,
3:11.0,J. Hamilton misses 2-pt shot from 2 ft,,45-51,,
3:10.0,Offensive rebound by A. Wiggins,,45-51,,
3:05.0,K. Martin misses 3-pt shot from 25 ft,,45-51,,
3:04.0,Offensive rebound by Team,,45-51,,
3:00.0,K. Martin misses 2-pt shot from 15 ft,,45-51,,
2:59.0,,,45-51,,Defensive rebound by B. Diaw
2:48.0,,,45-51,,T. Parker misses 2-pt shot from 17 ft
2:47.0,Defensive rebound by K. Martin,,45-51,,
2:40.0,A. Wiggins makes 2-pt shot from 8 ft (assist by Z. LaVine),2,47-51,,
2:27.0,Personal foul by K. Martin (drawn by M. Ginobili),,47-51,,
2:27.0,,,47-51,,San Antonio full timeout
2:16.0,,,47-54,3,K. Leonard makes 3-pt shot from 24 ft (assist by B. Diaw)
1:48.0,Turnover by Team (back court),,47-54,,
1:37.0,,,47-54,,Turnover by M. Ginobili (bad pass; steal by K. Martin)
1:33.0,K. Martin misses 2-pt shot from 1 ft (block by M. Ginobili),,47-54,,
1:31.0,,,47-54,,Defensive rebound by B. Diaw
1:17.0,,,47-54,,Offensive charge foul by T. Duncan
1:17.0,,,47-54,,Turnover by T. Duncan (offensive foul)
1:04.0,Shooting foul by B. Diaw (drawn by Z. LaVine),,47-54,,
1:04.0,Z. LaVine makes free throw 1 of 2,1,48-54,,
1:04.0,Z. LaVine misses free throw 2 of 2,,48-54,,
1:04.0,,,48-54,,Defensive rebound by T. Duncan
0:52.0,,,48-56,2,T. Parker makes 2-pt shot from 5 ft (assist by T. Duncan)
0:52.0,,,48-56,,Shooting foul by J. Hamilton (drawn by T. Parker)
0:52.0,A. Payne enters the game for J. Hamilton,,48-56,,
0:52.0,,,48-56,,T. Splitter enters the game for B. Diaw
0:52.0,,,48-57,1,T. Parker makes free throw 1 of 1
0:40.0,K. Martin misses 2-pt shot from 15 ft,,48-57,,
0:39.0,Offensive rebound by G. Dieng,,48-57,,
0:37.0,G. Dieng misses 2-pt shot from 2 ft,,48-57,,
0:36.0,,,48-57,,Defensive rebound by T. Splitter
0:28.0,,,48-59,2,M. Ginobili makes 2-pt shot from 3 ft (assist by T. Parker)
0:28.0,Shooting block foul by G. Dieng (drawn by M. Ginobili),,48-59,,
0:28.0,,,48-60,1,M. Ginobili makes free throw 1 of 1
0:06.0,K. Martin makes 2-pt shot from 15 ft (assist by Z. LaVine),2,50-60,,
0:03.0,,,50-60,,T. Parker misses 2-pt shot from 2 ft (block by G. Dieng)
0:02.0,,,50-60,,Offensive rebound by Team
0:00.0,,,50-60,,T. Parker misses 2-pt shot from 19 ft
0:00.0,,,50-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Turnover by Z. LaVine (bad pass; steal by T. Splitter),,50-60,,
11:44.0,,,50-62,2,K. Leonard makes 2-pt shot from 1 ft (assist by T. Parker)
11:44.0,,,50-62,,Shooting foul by K. Martin (drawn by K. Leonard)
11:44.0,,,50-63,1,K. Leonard makes free throw 1 of 1
11:31.0,G. Dieng misses 2-pt shot from 19 ft,,50-63,,
11:30.0,Offensive rebound by A. Wiggins,,50-63,,
11:30.0,A. Wiggins misses 2-pt shot from 2 ft,,50-63,,
11:28.0,,,50-63,,Defensive rebound by T. Splitter
11:12.0,,,50-65,2,K. Leonard makes 2-pt shot from 16 ft (assist by T. Duncan)
11:11.0,Minnesota full timeout,,50-65,,
10:58.0,K. Martin makes 2-pt shot from 18 ft (assist by J. Hamilton),2,52-65,,
10:46.0,,,52-65,,T. Duncan misses 2-pt shot from 12 ft
10:45.0,Defensive rebound by K. Martin,,52-65,,
10:35.0,Turnover by Z. LaVine (lost ball; steal by T. Duncan),,52-65,,
10:23.0,Shooting block foul by G. Dieng (drawn by T. Splitter),,52-65,,
10:23.0,,,52-67,2,T. Splitter makes 2-pt shot from 1 ft (assist by T. Parker)
10:23.0,,,52-68,1,T. Splitter makes free throw 1 of 1
10:10.0,K. Martin makes 2-pt shot from 8 ft (assist by J. Hamilton),2,54-68,,
9:50.0,,,54-70,2,T. Duncan makes 2-pt shot from 7 ft (assist by T. Parker)
9:38.0,A. Wiggins misses 2-pt shot from 19 ft (block by K. Leonard),,54-70,,
9:36.0,,,54-70,,Defensive rebound by K. Leonard
9:32.0,,,54-70,,D. Green misses 3-pt shot from 25 ft
9:31.0,Defensive rebound by Z. LaVine,,54-70,,
9:18.0,K. Martin misses 2-pt shot from 12 ft,,54-70,,
9:17.0,,,54-70,,Defensive rebound by K. Leonard
9:12.0,,,54-70,,K. Leonard misses 2-pt shot from 5 ft (block by A. Wiggins)
9:09.0,,,54-70,,Offensive rebound by K. Leonard
9:06.0,,,54-70,,T. Parker misses 3-pt shot from 23 ft
9:05.0,Defensive rebound by Z. LaVine,,54-70,,
9:02.0,G. Dieng misses 2-pt shot from 4 ft (block by T. Duncan),,54-70,,
9:00.0,,,54-70,,Defensive rebound by K. Leonard
8:54.0,,,54-70,,K. Leonard misses 2-pt shot from 12 ft
8:52.0,Defensive rebound by Z. LaVine,,54-70,,
8:40.0,G. Dieng misses 2-pt shot from 14 ft,,54-70,,
8:38.0,,,54-70,,Defensive rebound by K. Leonard
8:33.0,,,54-72,2,T. Duncan makes 2-pt shot from 2 ft (assist by T. Parker)
8:33.0,Minnesota full timeout,,54-72,,
8:12.0,A. Wiggins misses 2-pt shot from 4 ft,,54-72,,
8:11.0,,,54-72,,Defensive rebound by K. Leonard
7:55.0,,,54-72,,Turnover by T. Splitter (traveling)
7:44.0,Turnover by Z. LaVine (bad pass; steal by K. Leonard),,54-72,,
7:39.0,,,54-74,2,D. Green makes 2-pt shot from 1 ft (assist by K. Leonard)
7:21.0,Turnover by K. Martin (bad pass; steal by K. Leonard),,54-74,,
7:15.0,,,54-76,2,T. Splitter makes 2-pt shot at rim (assist by D. Green)
7:15.0,Minnesota full timeout,,54-76,,
7:15.0,Violation by Team (delay of game),,54-76,,
7:00.0,G. Dieng misses 2-pt shot from 4 ft (block by T. Duncan),,54-76,,
6:59.0,,,54-76,,Defensive rebound by T. Splitter
6:53.0,,,54-79,3,D. Green makes 3-pt shot from 25 ft (assist by T. Parker)
6:24.0,J. Hamilton misses 3-pt shot from 22 ft,,54-79,,
6:23.0,,,54-79,,Defensive rebound by T. Duncan
6:15.0,Personal foul by A. Wiggins (drawn by K. Leonard),,54-79,,
6:15.0,A. Payne enters the game for J. Hamilton,,54-79,,
6:15.0,,,54-79,,A. Baynes enters the game for T. Duncan
5:59.0,,,54-81,2,T. Splitter makes 2-pt shot from 6 ft
5:33.0,A. Payne makes 2-pt shot from 5 ft,2,56-81,,
5:19.0,,,56-81,,D. Green misses 2-pt shot from 13 ft
5:18.0,Defensive rebound by G. Dieng,,56-81,,
5:11.0,Z. LaVine misses 2-pt shot from 1 ft,,56-81,,
5:09.0,,,56-81,,Defensive rebound by A. Baynes
5:05.0,,,56-83,2,K. Leonard makes 2-pt shot from 14 ft (assist by T. Parker)
4:51.0,K. Martin misses 2-pt shot from 16 ft,,56-83,,
4:51.0,Offensive rebound by G. Dieng,,56-83,,
4:51.0,,,56-83,,Personal foul by A. Baynes (drawn by G. Dieng)
4:51.0,,,56-83,,B. Diaw enters the game for T. Splitter
4:51.0,,,56-83,,M. Ginobili enters the game for D. Green
4:51.0,,,56-83,,C. Joseph enters the game for T. Parker
4:43.0,K. Martin misses 2-pt shot at rim,,56-83,,
4:43.0,,,56-83,,Defensive rebound by Team
4:40.0,,,56-83,,Turnover by M. Ginobili (bad pass; steal by A. Payne)
4:29.0,A. Wiggins makes 2-pt shot from 1 ft (assist by Z. LaVine),2,58-83,,
4:29.0,,,58-83,,Shooting block foul by A. Baynes (drawn by A. Wiggins)
4:29.0,A. Wiggins misses free throw 1 of 1,,58-83,,
4:26.0,,,58-83,,Defensive rebound by B. Diaw
4:07.0,,,58-86,3,B. Diaw makes 3-pt shot from 23 ft (assist by C. Joseph)
3:51.0,,,58-86,,Violation by K. Leonard (kicked ball)
3:42.0,Z. LaVine misses 2-pt shot from 18 ft,,58-86,,
3:41.0,,,58-86,,Defensive rebound by A. Baynes
3:32.0,,,58-86,,C. Joseph misses 2-pt shot from 18 ft
3:31.0,Defensive rebound by Z. LaVine,,58-86,,
3:15.0,Turnover by G. Dieng (lost ball; steal by K. Leonard),,58-86,,
3:03.0,Violation by K. Martin (kicked ball),,58-86,,
3:03.0,C. Budinger enters the game for A. Wiggins,,58-86,,
3:03.0,,,58-86,,San Antonio full timeout
3:03.0,,,58-86,,J. Ayres enters the game for A. Baynes
3:03.0,,,58-86,,M. Belinelli enters the game for K. Leonard
2:55.0,,,58-88,2,J. Ayres makes 2-pt shot at rim (assist by B. Diaw)
2:39.0,,,58-88,,Personal foul by J. Ayres (drawn by G. Dieng)
2:30.0,K. Martin misses 2-pt shot from 16 ft,,58-88,,
2:29.0,,,58-88,,Defensive rebound by M. Ginobili
2:06.0,,,58-90,2,B. Diaw makes 2-pt shot from 4 ft (assist by C. Joseph)
1:46.0,A. Payne misses 2-pt shot from 17 ft,,58-90,,
1:45.0,,,58-90,,Defensive rebound by M. Ginobili
1:39.0,Shooting block foul by C. Budinger (drawn by M. Ginobili),,58-90,,
1:39.0,,,58-91,1,M. Ginobili makes free throw 1 of 2
1:39.0,,,58-91,,M. Ginobili misses free throw 2 of 2
1:36.0,Defensive rebound by A. Payne,,58-91,,
1:18.0,G. Dieng makes 2-pt shot from 11 ft (assist by K. Martin),2,60-91,,
1:03.0,,,60-93,2,C. Joseph makes 2-pt shot from 17 ft
0:47.0,A. Payne misses 2-pt shot from 12 ft,,60-93,,
0:46.0,,,60-93,,Defensive rebound by M. Ginobili
0:45.0,,,60-93,,Turnover by M. Ginobili (lost ball; steal by G. Dieng)
0:43.0,Shooting foul by J. Ayres (drawn by G. Dieng),,60-93,,
0:43.0,,,60-93,,San Antonio full timeout
0:43.0,,,60-93,,P. Mills enters the game for M. Ginobili
0:43.0,G. Dieng misses free throw 1 of 2,,60-93,,
0:43.0,Offensive rebound by Team,,60-93,,
0:43.0,G. Dieng misses free throw 2 of 2,,60-93,,
0:43.0,,,60-93,,Defensive rebound by J. Ayres
0:33.0,,,60-93,,B. Diaw misses 3-pt shot from 24 ft
0:32.0,Defensive rebound by A. Payne,,60-93,,
0:22.0,G. Dieng makes 2-pt shot from 4 ft (assist by C. Budinger),2,62-93,,
0:04.0,,,62-93,,Offensive foul by J. Ayres
0:04.0,,,62-93,,Turnover by J. Ayres (offensive foul)
0:04.0,,,62-93,,Technical foul by J. Ayres
0:04.0,K. Martin makes technical free throw,1,63-93,,
0:00.0,Turnover by Z. LaVine (lost ball; steal by C. Joseph),,63-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,,,63-95,2,J. Ayres makes 2-pt shot from 1 ft (assist by C. Joseph)
11:21.0,Turnover by Z. LaVine (bad pass; steal by C. Joseph),,63-95,,
11:13.0,,,63-98,3,M. Belinelli makes 3-pt shot from 25 ft (assist by C. Joseph)
10:54.0,C. Budinger makes 3-pt shot from 22 ft (assist by L. Brown),3,66-98,,
10:37.0,,,66-98,,Turnover by P. Mills (lost ball; steal by L. Brown)
10:31.0,J. Hamilton makes 2-pt shot at rim (assist by L. Brown),2,68-98,,
10:05.0,,,68-98,,M. Belinelli misses 2-pt shot from 18 ft
10:04.0,Defensive rebound by J. Hamilton,,68-98,,
9:56.0,J. Hamilton makes 2-pt shot from 6 ft (assist by L. Brown),2,70-98,,
9:34.0,,,70-100,2,B. Diaw makes 2-pt shot from 7 ft
9:21.0,A. Wiggins misses 2-pt shot from 7 ft,,70-100,,
9:20.0,,,70-100,,Defensive rebound by B. Diaw
9:02.0,,,70-102,2,C. Joseph makes 2-pt shot from 8 ft
9:02.0,,,70-102,,Shooting foul by Z. LaVine (drawn by C. Joseph)
9:02.0,,,70-102,,M. Bonner enters the game for B. Diaw
9:02.0,,,70-103,1,C. Joseph makes free throw 1 of 1
8:38.0,L. Brown misses 3-pt shot from 25 ft,,70-103,,
8:37.0,,,70-103,,Defensive rebound by M. Bonner
8:25.0,Personal foul by C. Budinger (drawn by P. Mills),,70-103,,
8:25.0,Official timeout,,70-103,,
8:18.0,,,70-105,2,M. Belinelli makes 2-pt shot from 18 ft (assist by C. Joseph)
7:56.0,L. Brown makes 2-pt shot from 15 ft,2,72-105,,
7:35.0,,,72-108,3,M. Bonner makes 3-pt shot from 25 ft (assist by C. Joseph)
7:19.0,Turnover by J. Hamilton (bad pass; steal by M. Bonner),,72-108,,
7:09.0,,,72-111,3,P. Mills makes 3-pt shot from 24 ft (assist by C. Joseph)
7:08.0,Minnesota full timeout,,72-111,,
7:08.0,A. Payne enters the game for L. Brown,,72-111,,
6:55.0,C. Budinger misses 3-pt shot from 25 ft,,72-111,,
6:54.0,,,72-111,,Defensive rebound by C. Joseph
6:37.0,,,72-111,,P. Mills misses 3-pt shot from 24 ft
6:36.0,Defensive rebound by J. Hamilton,,72-111,,
6:27.0,J. Hamilton makes 3-pt shot from 25 ft (assist by Z. LaVine),3,75-111,,
6:02.0,,,75-113,2,P. Mills makes 2-pt shot from 14 ft (assist by M. Bonner)
5:48.0,C. Budinger misses 3-pt shot from 25 ft,,75-113,,
5:47.0,,,75-113,,Defensive rebound by M. Bonner
5:39.0,,,75-113,,M. Belinelli misses 3-pt shot from 24 ft
5:38.0,Defensive rebound by J. Hamilton,,75-113,,
5:34.0,Shooting foul by J. Ayres (drawn by C. Budinger),,75-113,,
5:34.0,C. Budinger makes free throw 1 of 2,1,76-113,,
5:34.0,L. Brown enters the game for A. Wiggins,,76-113,,
5:34.0,,,76-113,,B. Diaw enters the game for M. Belinelli
5:34.0,C. Budinger makes free throw 2 of 2,1,77-113,,
5:19.0,Personal block foul by L. Brown (drawn by C. Joseph),,77-113,,
5:12.0,,,77-113,,Turnover by B. Diaw (bad pass)
4:59.0,J. Hamilton misses 2-pt shot from 7 ft,,77-113,,
4:58.0,,,77-113,,Defensive rebound by J. Ayres
4:43.0,,,77-113,,Shooting foul by J. Hamilton (drawn by M. Bonner)
4:43.0,,,77-114,1,M. Bonner makes free throw 1 of 2
4:43.0,,,77-114,,M. Bonner misses free throw 2 of 2
4:43.0,Defensive rebound by A. Payne,,77-114,,
4:34.0,Z. LaVine misses 2-pt shot from 7 ft,,77-114,,
4:32.0,Offensive rebound by J. Hamilton,,77-114,,
4:32.0,J. Hamilton makes 2-pt shot from 1 ft,2,79-114,,
4:14.0,,,79-114,,J. Ayres misses 2-pt shot from 2 ft
4:13.0,Defensive rebound by J. Hamilton,,79-114,,
4:00.0,Shooting foul by J. Ayres (drawn by C. Budinger),,79-114,,
4:00.0,C. Budinger makes 2-pt shot at rim (assist by A. Payne),2,81-114,,
4:00.0,C. Budinger makes free throw 1 of 1,1,82-114,,
3:48.0,,,82-114,,Turnover by C. Joseph (lost ball; steal by L. Brown)
3:32.0,A. Payne misses 2-pt shot from 13 ft,,82-114,,
3:31.0,,,82-114,,Defensive rebound by C. Joseph
3:23.0,Violation by C. Budinger (kicked ball),,82-114,,
3:23.0,,,82-114,,San Antonio full timeout
3:17.0,,,82-114,,B. Diaw misses 2-pt shot from 7 ft
3:16.0,,,82-114,,Offensive rebound by B. Diaw
3:05.0,,,82-116,2,C. Joseph makes 2-pt shot from 16 ft (assist by B. Diaw)
2:52.0,A. Payne makes 2-pt shot at rim (assist by J. Hamilton),2,84-116,,
2:36.0,Personal foul by A. Payne (drawn by B. Diaw),,84-116,,
2:36.0,,,84-117,1,B. Diaw makes free throw 1 of 2
2:36.0,,,84-117,,M. Belinelli enters the game for C. Joseph
2:36.0,,,84-118,1,B. Diaw makes free throw 2 of 2
2:18.0,Z. LaVine makes 2-pt shot from 7 ft (assist by A. Payne),2,86-118,,
2:00.0,,,86-118,,B. Diaw misses 2-pt shot from 12 ft
1:59.0,,,86-118,,Offensive rebound by J. Ayres
1:59.0,,,86-120,2,J. Ayres makes 2-pt shot at rim
1:49.0,L. Brown misses 3-pt shot from 25 ft,,86-120,,
