time,New York,pts.away,score,pts.home,Brooklyn
5:30.0,,,56-73,2,D. Williams makes 2-pt shot from 1 ft
5:30.0,,,56-73,,Shooting foul by J. Smith (drawn by D. Williams)
5:30.0,A. Stoudemire enters the game for J. Smith,,56-73,,
5:30.0,,,56-74,1,D. Williams makes free throw 1 of 1
5:13.0,A. Stoudemire makes 2-pt shot at rim (assist by I. Shumpert),2,58-74,,
4:45.0,,,58-77,3,J. Johnson makes 3-pt shot from 23 ft (assist by D. Williams)
4:33.0,Turnover by Q. Acy (bad pass; steal by J. Johnson),,58-77,,
4:29.0,,,58-77,,Turnover by J. Johnson (bad pass; steal by I. Shumpert)
4:22.0,,,58-77,,M. Teletovic enters the game for K. Garnett
4:22.0,,,58-77,,A. Anderson enters the game for J. Johnson
4:22.0,T. Hardaway enters the game for Q. Acy,,58-77,,
4:14.0,C. Anthony misses 2-pt shot at rim,,58-77,,
4:13.0,Offensive rebound by I. Shumpert,,58-77,,
4:09.0,C. Anthony misses 2-pt shot from 15 ft,,58-77,,
4:08.0,,,58-77,,Defensive rebound by M. Plumlee
4:00.0,,,58-77,,Shooting foul by I. Shumpert (drawn by D. Williams)
4:00.0,,,58-77,,D. Williams misses free throw 1 of 2
4:00.0,,,58-77,,Offensive rebound by Team
4:00.0,,,58-78,1,D. Williams makes free throw 2 of 2
3:48.0,,,58-78,,Personal foul by M. Plumlee (drawn by A. Stoudemire)
3:48.0,A. Stoudemire makes free throw 1 of 2,1,59-78,,
3:48.0,A. Stoudemire misses free throw 2 of 2,,59-78,,
3:47.0,,,59-78,,Defensive rebound by A. Anderson
3:37.0,,,59-78,,Turnover by D. Williams (offensive foul)
3:37.0,,,59-78,,Offensive foul by D. Williams
3:22.0,C. Anthony misses 2-pt shot from 17 ft,,59-78,,
3:21.0,,,59-78,,Defensive rebound by B. Bogdanovic
3:04.0,,,59-78,,M. Teletovic misses 3-pt shot from 26 ft
3:03.0,Defensive rebound by Team,,59-78,,
2:59.0,Turnover by I. Shumpert (offensive foul),,59-78,,
2:59.0,Offensive foul by I. Shumpert,,59-78,,
2:59.0,New York full timeout,,59-78,,
2:44.0,,,59-78,,Turnover by B. Bogdanovic (traveling)
2:32.0,A. Stoudemire makes 2-pt shot at rim (assist by J. Smith),2,61-78,,
2:10.0,,,61-78,,D. Williams misses 2-pt shot from 19 ft
2:09.0,Defensive rebound by J. Smith,,61-78,,
1:55.0,C. Anthony makes 2-pt shot from 17 ft,2,63-78,,
1:39.0,,,63-80,2,A. Anderson makes 2-pt shot from 1 ft
1:23.0,A. Stoudemire makes 2-pt shot from 2 ft,2,65-80,,
1:23.0,Shooting foul by M. Plumlee (drawn by A. Stoudemire),,65-80,,
1:23.0,,,65-80,,J. Jack enters the game for B. Bogdanovic
1:23.0,S. Larkin enters the game for T. Hardaway,,65-80,,
1:23.0,A. Stoudemire makes free throw 1 of 1,1,66-80,,
1:14.0,Personal foul by I. Shumpert (drawn by D. Williams),,66-80,,
1:14.0,,,66-81,1,D. Williams makes free throw 1 of 2
1:14.0,,,66-82,1,D. Williams makes free throw 2 of 2
0:51.0,C. Anthony misses 2-pt shot from 7 ft,,66-82,,
0:49.0,,,66-82,,Defensive rebound by M. Teletovic
0:37.0,,,66-84,2,D. Williams makes 2-pt shot from 4 ft
0:28.0,J. Smith makes 2-pt shot from 1 ft,2,68-84,,
0:04.0,,,68-86,2,D. Williams makes 2-pt shot from 5 ft
0:00.0,C. Anthony misses 3-pt shot from 38 ft,,68-86,,
0:00.0,Offensive rebound by Team,,68-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,68-88,2,D. Williams makes 2-pt shot from 16 ft (assist by M. Plumlee)
11:28.0,T. Hardaway misses 3-pt shot from 25 ft,,68-88,,
11:27.0,,,68-88,,Defensive rebound by M. Plumlee
11:10.0,,,68-88,,J. Jack misses 2-pt shot at rim
11:09.0,,,68-88,,Offensive rebound by M. Plumlee
11:08.0,,,68-88,,M. Plumlee misses 2-pt shot from 2 ft
11:07.0,Defensive rebound by S. Larkin,,68-88,,
11:02.0,,,68-88,,Personal foul by M. Teletovic (drawn by C. Anthony)
11:02.0,,,68-88,,B. Lopez enters the game for M. Plumlee
10:53.0,J. Smith misses 2-pt shot from 13 ft,,68-88,,
10:52.0,,,68-88,,Defensive rebound by B. Lopez
10:28.0,,,68-88,,Turnover by Team (shot clock)
10:08.0,S. Larkin misses 2-pt shot from 18 ft,,68-88,,
10:07.0,,,68-88,,Defensive rebound by A. Anderson
9:57.0,,,68-90,2,D. Williams makes 2-pt shot from 2 ft
9:42.0,Shooting foul by D. Williams (drawn by T. Hardaway),,68-90,,
9:42.0,T. Hardaway makes 2-pt shot from 2 ft (assist by C. Anthony),2,70-90,,
9:42.0,,,70-90,,J. Johnson enters the game for D. Williams
9:42.0,T. Hardaway makes free throw 1 of 1,1,71-90,,
9:34.0,Personal foul by T. Hardaway (drawn by A. Anderson),,71-90,,
9:27.0,,,71-92,2,B. Lopez makes 2-pt shot from 7 ft (assist by J. Jack)
9:14.0,C. Early makes 3-pt shot from 25 ft (assist by J. Smith),3,74-92,,
8:52.0,,,74-95,3,A. Anderson makes 3-pt shot from 23 ft
8:36.0,J. Smith makes 2-pt shot from 16 ft (assist by C. Early),2,76-95,,
8:25.0,,,76-95,,Turnover by J. Jack (bad pass; steal by S. Larkin)
8:21.0,J. Smith makes 2-pt shot at rim (assist by T. Hardaway),2,78-95,,
7:59.0,,,78-95,,J. Johnson misses 3-pt shot from 25 ft
7:58.0,,,78-95,,Offensive rebound by A. Anderson
7:53.0,,,78-98,3,A. Anderson makes 3-pt shot from 23 ft
7:33.0,Turnover by S. Larkin (bad pass; steal by J. Jack),,78-98,,
7:23.0,,,78-98,,A. Anderson misses 3-pt shot from 26 ft
7:22.0,Defensive rebound by C. Early,,78-98,,
7:14.0,C. Anthony misses 2-pt shot from 1 ft,,78-98,,
7:13.0,,,78-98,,Defensive rebound by M. Teletovic
7:05.0,,,78-98,,A. Anderson misses 3-pt shot from 24 ft
7:04.0,Defensive rebound by J. Smith,,78-98,,
6:49.0,T. Hardaway makes 3-pt shot from 25 ft,3,81-98,,
6:48.0,,,81-98,,Brooklyn full timeout
6:48.0,T. Wear enters the game for C. Anthony,,81-98,,
6:48.0,J. Smith enters the game for T. Hardaway,,81-98,,
6:26.0,,,81-98,,B. Lopez misses 2-pt shot from 2 ft
6:25.0,Defensive rebound by C. Early,,81-98,,
6:08.0,C. Early misses 3-pt shot from 24 ft,,81-98,,
6:07.0,,,81-98,,Defensive rebound by J. Johnson
5:54.0,,,81-100,2,J. Johnson makes 2-pt shot from 4 ft
5:38.0,Turnover by J. Smith (bad pass),,81-100,,
5:38.0,Official timeout,,81-100,,
5:20.0,,,81-100,,M. Teletovic misses 2-pt shot from 3 ft
5:19.0,Defensive rebound by J. Smith,,81-100,,
5:08.0,J. Smith makes 2-pt shot from 19 ft (assist by J. Smith),2,83-100,,
4:53.0,,,83-103,3,M. Teletovic makes 3-pt shot from 23 ft (assist by J. Jack)
4:37.0,C. Early makes 3-pt shot from 25 ft (assist by J. Smith),3,86-103,,
