time,Portland,pts.away,score,pts.home,Golden State
3:26.0,D. Lillard misses 2-pt shot from 11 ft,,19-23,,
3:25.0,,,19-23,,Defensive rebound by D. Green
3:22.0,,,19-23,,S. Curry misses 3-pt shot from 26 ft
3:21.0,Defensive rebound by L. Aldridge,,19-23,,
3:09.0,C. McCollum makes 2-pt shot from 16 ft,2,21-23,,
2:50.0,,,21-25,2,S. Curry makes 2-pt shot from 1 ft (assist by M. Speights)
2:27.0,L. Aldridge makes 2-pt shot from 2 ft,2,23-25,,
2:27.0,,,23-25,,Golden State full timeout
2:27.0,S. Blake enters the game for A. Afflalo,,23-25,,
2:27.0,N. Batum enters the game for D. Lillard,,23-25,,
2:12.0,,,23-27,2,M. Speights makes 2-pt shot from 5 ft (assist by S. Curry)
1:53.0,C. Kaman misses 2-pt shot from 14 ft,,23-27,,
1:52.0,,,23-27,,Defensive rebound by A. Iguodala
1:43.0,,,23-27,,Turnover by A. Iguodala (step out of bounds)
1:32.0,S. Blake misses 3-pt shot from 25 ft,,23-27,,
1:31.0,Offensive rebound by C. Kaman,,23-27,,
1:26.0,S. Blake misses 3-pt shot from 26 ft,,23-27,,
1:25.0,,,23-27,,Defensive rebound by D. Green
1:19.0,,,23-27,,D. Green misses 2-pt shot from 4 ft
1:17.0,Defensive rebound by C. Kaman,,23-27,,
1:08.0,C. Kaman misses 2-pt shot from 11 ft,,23-27,,
1:07.0,,,23-27,,Defensive rebound by J. Holiday
1:04.0,Personal foul by S. Blake (drawn by S. Curry),,23-27,,
0:58.0,,,23-27,,A. Iguodala misses 3-pt shot from 23 ft
0:57.0,Defensive rebound by L. Aldridge,,23-27,,
0:51.0,C. Kaman makes 2-pt shot at rim (assist by L. Aldridge),2,25-27,,
0:39.0,,,25-27,,S. Curry misses 3-pt shot from 22 ft
0:38.0,Defensive rebound by N. Batum,,25-27,,
0:30.0,C. Kaman makes 2-pt shot from 17 ft (assist by S. Blake),2,27-27,,
0:30.0,Shooting foul by M. Speights (drawn by C. Kaman),,27-27,,
0:30.0,C. Kaman misses free throw 1 of 1,,27-27,,
0:29.0,,,27-27,,Defensive rebound by D. Green
0:09.0,,,27-27,,A. Iguodala misses 2-pt shot from 20 ft
0:08.0,,,27-27,,Offensive rebound by Team
0:04.0,,,27-30,3,S. Curry makes 3-pt shot from 25 ft (assist by A. Iguodala)
0:01.0,S. Blake misses 3-pt shot from 54 ft,,27-30,,
0:00.0,Offensive rebound by Team,,27-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Turnover by C. Kaman (lost ball; steal by M. Speights),,27-30,,
11:33.0,,,27-30,,Turnover by S. Livingston (traveling)
11:16.0,C. Kaman misses 2-pt shot from 17 ft,,27-30,,
11:15.0,,,27-30,,Defensive rebound by S. Livingston
11:14.0,Personal foul by M. Leonard (drawn by S. Livingston),,27-30,,
11:12.0,,,27-30,,Turnover by J. Holiday (bad pass; steal by C. McCollum)
11:11.0,C. McCollum makes 2-pt shot at rim,2,29-30,,
10:52.0,,,29-30,,J. Holiday misses 2-pt shot from 21 ft
10:50.0,,,29-30,,Offensive rebound by M. Speights
10:48.0,,,29-32,2,M. Speights makes 2-pt shot from 2 ft
10:29.0,C. McCollum misses 2-pt shot from 20 ft,,29-32,,
10:28.0,,,29-32,,Defensive rebound by D. Lee
10:20.0,,,29-32,,J. Holiday misses 3-pt shot from 25 ft
10:19.0,Defensive rebound by M. Leonard,,29-32,,
10:13.0,C. Kaman misses 2-pt shot from 2 ft (block by A. Iguodala),,29-32,,
10:12.0,,,29-32,,Defensive rebound by Team
10:12.0,R. Lopez enters the game for C. Kaman,,29-32,,
9:57.0,,,29-32,,K. Thompson enters the game for J. Holiday
9:49.0,,,29-32,,K. Thompson misses 2-pt shot from 19 ft
9:47.0,Defensive rebound by N. Batum,,29-32,,
9:37.0,N. Batum misses 2-pt shot from 11 ft,,29-32,,
9:34.0,Offensive rebound by R. Lopez,,29-32,,
9:34.0,R. Lopez makes 2-pt shot from 1 ft,2,31-32,,
9:23.0,,,31-34,2,K. Thompson makes 2-pt shot from 18 ft (assist by M. Speights)
9:08.0,S. Blake misses 2-pt shot from 2 ft,,31-34,,
9:07.0,,,31-34,,Defensive rebound by S. Livingston
9:01.0,,,31-34,,S. Livingston misses 2-pt shot from 18 ft
9:00.0,Defensive rebound by N. Batum,,31-34,,
8:54.0,M. Leonard makes 2-pt shot from 1 ft (assist by S. Blake),2,33-34,,
8:41.0,,,33-34,,M. Speights misses 2-pt shot from 18 ft
8:39.0,Defensive rebound by M. Leonard,,33-34,,
8:33.0,Shooting foul by D. Lee (drawn by R. Lopez),,33-34,,
8:33.0,Official timeout,,33-34,,
8:33.0,,,33-34,,H. Barnes enters the game for M. Speights
8:33.0,D. Lillard enters the game for S. Blake,,33-34,,
8:33.0,R. Lopez makes free throw 1 of 2,1,34-34,,
8:33.0,R. Lopez makes free throw 2 of 2,1,35-34,,
8:22.0,,,35-34,,K. Thompson misses 2-pt shot from 11 ft (block by C. McCollum)
8:21.0,Defensive rebound by M. Leonard,,35-34,,
8:11.0,M. Leonard makes 2-pt shot at rim (assist by D. Lillard),2,37-34,,
7:59.0,,,37-34,,D. Lee misses 2-pt shot from 2 ft
7:56.0,Defensive rebound by M. Leonard,,37-34,,
7:37.0,C. McCollum makes 3-pt shot from 23 ft,3,40-34,,
7:20.0,,,40-34,,D. Lee misses 2-pt shot from 17 ft
7:20.0,Defensive rebound by N. Batum,,40-34,,
7:12.0,D. Lillard makes 2-pt shot from 1 ft,2,42-34,,
7:05.0,,,42-34,,Golden State full timeout
7:05.0,,,42-34,,S. Curry enters the game for A. Iguodala
7:05.0,,,42-34,,A. Bogut enters the game for D. Lee
6:59.0,,,42-34,,Shooting foul by R. Lopez (drawn by H. Barnes)
6:59.0,,,42-35,1,H. Barnes makes free throw 1 of 2
6:59.0,,,42-36,1,H. Barnes makes free throw 2 of 2
6:44.0,R. Lopez misses 2-pt shot from 10 ft,,42-36,,
6:43.0,Offensive rebound by Team,,42-36,,
6:38.0,D. Lillard makes 3-pt shot from 25 ft (assist by N. Batum),3,45-36,,
6:26.0,,,45-36,,H. Barnes misses 3-pt shot from 26 ft
6:25.0,Defensive rebound by D. Lillard,,45-36,,
6:06.0,N. Batum makes 2-pt shot from 16 ft (assist by R. Lopez),2,47-36,,
5:52.0,,,47-36,,Turnover by H. Barnes (bad pass)
5:32.0,C. McCollum misses 3-pt shot from 22 ft,,47-36,,
5:31.0,Offensive rebound by M. Leonard,,47-36,,
5:27.0,D. Lillard makes 2-pt shot from 19 ft (assist by M. Leonard),2,49-36,,
5:12.0,,,49-36,,Turnover by K. Thompson (bad pass)
5:12.0,,,49-36,,D. Green enters the game for S. Livingston
4:59.0,D. Lillard misses 3-pt shot from 26 ft,,49-36,,
4:58.0,,,49-36,,Defensive rebound by H. Barnes
4:49.0,,,49-36,,K. Thompson misses 2-pt shot from 4 ft (block by R. Lopez)
4:48.0,,,49-36,,Offensive rebound by D. Green
4:44.0,,,49-36,,K. Thompson misses 3-pt shot from 23 ft
4:43.0,Defensive rebound by M. Leonard,,49-36,,
4:35.0,D. Lillard misses 2-pt shot from 2 ft,,49-36,,
4:33.0,,,49-36,,Defensive rebound by A. Bogut
4:28.0,,,49-39,3,S. Curry makes 3-pt shot from 27 ft
4:07.0,,,49-39,,Personal foul by S. Curry (drawn by D. Lillard)
4:07.0,L. Aldridge enters the game for M. Leonard,,49-39,,
4:07.0,A. Afflalo enters the game for C. McCollum,,49-39,,
4:03.0,N. Batum misses 2-pt shot from 17 ft,,49-39,,
4:02.0,,,49-39,,Defensive rebound by H. Barnes
3:50.0,Personal foul by N. Batum (drawn by S. Curry),,49-39,,
3:43.0,,,49-42,3,S. Curry makes 3-pt shot from 25 ft (assist by H. Barnes)
3:42.0,Portland full timeout,,49-42,,
3:42.0,C. Kaman enters the game for R. Lopez,,49-42,,
3:26.0,L. Aldridge misses 2-pt shot from 18 ft,,49-42,,
3:25.0,Offensive rebound by Team,,49-42,,
3:10.0,L. Aldridge makes 3-pt shot from 23 ft (assist by C. Kaman),3,52-42,,
2:54.0,,,52-44,2,H. Barnes makes 2-pt shot at rim
2:36.0,D. Lillard misses 2-pt shot from 6 ft (block by K. Thompson),,52-44,,
2:35.0,,,52-44,,Defensive rebound by K. Thompson
2:30.0,,,52-47,3,K. Thompson makes 3-pt shot from 25 ft
2:11.0,N. Batum misses 2-pt shot from 19 ft,,52-47,,
2:10.0,Offensive rebound by L. Aldridge,,52-47,,
2:06.0,,,52-47,,Personal foul by H. Barnes (drawn by N. Batum)
2:02.0,,,52-47,,Violation by A. Bogut (kicked ball)
1:48.0,L. Aldridge misses 2-pt shot from 2 ft,,52-47,,
1:47.0,,,52-47,,Defensive rebound by A. Bogut
1:42.0,,,52-49,2,K. Thompson makes 2-pt shot from 4 ft (assist by H. Barnes)
1:42.0,,,52-49,,Shooting foul by A. Afflalo (drawn by K. Thompson)
1:42.0,,,52-50,1,K. Thompson makes free throw 1 of 1
1:25.0,D. Lillard makes 2-pt shot from 2 ft (assist by L. Aldridge),2,54-50,,
1:12.0,,,54-52,2,K. Thompson makes 2-pt shot from 10 ft (assist by D. Green)
1:12.0,,,54-52,,Shooting foul by D. Lillard (drawn by K. Thompson)
1:12.0,C. McCollum enters the game for N. Batum,,54-52,,
1:12.0,,,54-53,1,K. Thompson makes free throw 1 of 1
0:52.0,L. Aldridge misses 2-pt shot from 18 ft,,54-53,,
0:51.0,,,54-53,,Defensive rebound by Team
0:36.0,,,54-53,,K. Thompson misses 2-pt shot from 1 ft
0:35.0,,,54-53,,Offensive rebound by Team
0:34.0,,,54-55,2,H. Barnes makes 2-pt shot from 1 ft (assist by S. Curry)
0:12.0,Turnover by D. Lillard (lost ball),,54-55,,
0:05.0,,,54-57,2,S. Curry makes 2-pt shot from 2 ft
0:04.0,Portland full timeout,,54-57,,
0:04.0,,,54-57,,S. Livingston enters the game for A. Bogut
0:04.0,,,54-57,,J. McAdoo enters the game for S. Curry
0:03.0,N. Batum enters the game for C. Kaman,,54-57,,
0:02.0,,,54-57,,Personal foul by K. Thompson (drawn by C. McCollum)
0:02.0,,,54-57,,J. Holiday enters the game for K. Thompson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,D. Lillard misses 2-pt shot from 19 ft,,54-57,,
11:42.0,,,54-57,,Defensive rebound by H. Barnes
11:26.0,,,54-57,,Shooting foul by A. Afflalo (drawn by K. Thompson)
11:26.0,,,54-57,,K. Thompson misses free throw 1 of 2
11:26.0,,,54-57,,Offensive rebound by Team
11:26.0,,,54-58,1,K. Thompson makes free throw 2 of 2
11:11.0,A. Afflalo makes 2-pt shot from 2 ft (assist by D. Lillard),2,56-58,,
11:03.0,,,56-61,3,D. Green makes 3-pt shot from 25 ft (assist by S. Curry)
10:40.0,Turnover by L. Aldridge (bad pass; steal by H. Barnes),,56-61,,
10:35.0,,,56-63,2,D. Green makes 2-pt shot at rim (assist by K. Thompson)
10:17.0,L. Aldridge misses 2-pt shot from 16 ft,,56-63,,
10:16.0,,,56-63,,Defensive rebound by H. Barnes
10:10.0,,,56-65,2,S. Curry makes 2-pt shot from 1 ft (assist by H. Barnes)
10:10.0,Portland full timeout,,56-65,,
9:51.0,L. Aldridge misses 2-pt shot from 13 ft,,56-65,,
9:50.0,,,56-65,,Defensive rebound by K. Thompson
9:28.0,,,56-67,2,A. Bogut makes 2-pt shot from 8 ft
9:12.0,D. Lillard makes 2-pt shot at rim,2,58-67,,
9:06.0,,,58-67,,Turnover by S. Curry (bad pass)
9:06.0,C. McCollum enters the game for R. Lopez,,58-67,,
8:47.0,C. McCollum misses 2-pt shot from 2 ft,,58-67,,
8:45.0,,,58-67,,Defensive rebound by A. Bogut
8:32.0,,,58-69,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
8:17.0,D. Lillard misses 3-pt shot from 28 ft,,58-69,,
8:16.0,,,58-69,,Defensive rebound by D. Green
8:08.0,,,58-69,,Turnover by S. Curry (bad pass)
7:50.0,L. Aldridge makes 2-pt shot from 1 ft (assist by D. Lillard),2,60-69,,
7:35.0,,,60-69,,K. Thompson misses 2-pt shot from 2 ft (block by L. Aldridge)
7:33.0,,,60-69,,Offensive rebound by S. Curry
7:29.0,,,60-69,,S. Curry misses 3-pt shot from 23 ft
7:28.0,Defensive rebound by C. McCollum,,60-69,,
7:18.0,L. Aldridge makes 3-pt shot from 24 ft (assist by C. McCollum),3,63-69,,
7:03.0,,,63-69,,A. Bogut misses 2-pt shot from 7 ft
7:01.0,Defensive rebound by D. Lillard,,63-69,,
6:51.0,C. McCollum makes 2-pt shot from 1 ft,2,65-69,,
6:40.0,,,65-69,,D. Green misses 3-pt shot from 25 ft
6:40.0,Defensive rebound by L. Aldridge,,65-69,,
6:29.0,D. Lillard makes 2-pt shot from 1 ft,2,67-69,,
6:16.0,,,67-71,2,S. Curry makes 2-pt shot from 2 ft
5:54.0,N. Batum misses 3-pt shot from 26 ft,,67-71,,
5:53.0,Offensive rebound by N. Batum,,67-71,,
5:50.0,N. Batum makes 3-pt shot from 24 ft,3,70-71,,
5:50.0,,,70-71,,Golden State full timeout
5:50.0,,,70-71,,A. Iguodala enters the game for A. Bogut
5:34.0,,,70-71,,S. Curry misses 2-pt shot from 2 ft (block by L. Aldridge)
5:30.0,,,70-71,,Offensive rebound by D. Green
5:30.0,,,70-71,,D. Green misses 2-pt shot from 1 ft
5:27.0,Defensive rebound by D. Lillard,,70-71,,
5:21.0,L. Aldridge misses 2-pt shot from 4 ft,,70-71,,
5:20.0,Offensive rebound by N. Batum,,70-71,,
5:19.0,N. Batum misses 2-pt shot from 1 ft (block by D. Green),,70-71,,
5:17.0,,,70-71,,Defensive rebound by A. Iguodala
5:13.0,,,70-71,,A. Iguodala misses 2-pt shot from 2 ft
5:12.0,,,70-71,,Offensive rebound by Team
5:10.0,,,70-73,2,K. Thompson makes 2-pt shot from 11 ft (assist by S. Curry)
4:46.0,L. Aldridge makes 2-pt shot from 4 ft (assist by D. Lillard),2,72-73,,
4:30.0,,,72-75,2,K. Thompson makes 2-pt shot from 11 ft (assist by S. Curry)
4:05.0,L. Aldridge makes 2-pt shot from 15 ft (assist by N. Batum),2,74-75,,
3:54.0,Personal foul by C. McCollum (drawn by K. Thompson),,74-75,,
3:54.0,S. Blake enters the game for D. Lillard,,74-75,,
3:54.0,,,74-75,,S. Livingston enters the game for S. Curry
3:50.0,,,74-75,,Turnover by K. Thompson (lost ball; steal by S. Blake)
3:32.0,L. Aldridge misses 2-pt shot from 18 ft,,74-75,,
3:30.0,,,74-75,,Defensive rebound by K. Thompson
3:22.0,,,74-78,3,K. Thompson makes 3-pt shot from 26 ft
3:00.0,L. Aldridge makes 2-pt shot at rim (assist by S. Blake),2,76-78,,
2:39.0,,,76-78,,K. Thompson misses 2-pt shot from 16 ft
2:39.0,Defensive rebound by L. Aldridge,,76-78,,
2:26.0,,,76-78,,Def 3 sec tech foul by H. Barnes
2:26.0,L. Aldridge makes technical free throw,1,77-78,,
2:17.0,,,77-78,,Personal foul by K. Thompson (drawn by S. Blake)
2:17.0,A. Crabbe enters the game for A. Afflalo,,77-78,,
2:11.0,Turnover by S. Blake (bad pass; steal by D. Green),,77-78,,
2:06.0,,,77-80,2,H. Barnes makes 2-pt shot from 2 ft
1:47.0,,,77-80,,Personal foul by D. Green (drawn by L. Aldridge)
1:42.0,C. McCollum makes 2-pt shot from 17 ft (assist by N. Batum),2,79-80,,
1:26.0,,,79-80,,A. Iguodala misses 3-pt shot from 26 ft
1:25.0,Defensive rebound by N. Batum,,79-80,,
1:09.0,L. Aldridge misses 2-pt shot from 12 ft,,79-80,,
1:08.0,Offensive rebound by C. McCollum,,79-80,,
1:08.0,C. McCollum makes 2-pt shot from 1 ft,2,81-80,,
0:58.0,,,81-80,,Personal foul by D. Green (drawn by S. Blake)
0:58.0,Personal foul by S. Blake,,81-80,,
0:53.0,Jump ball: L. Aldridge vs. D. Green (S. Livingston gains possession),,,,Jump ball: L. Aldridge vs. D. Green (S. Livingston gains possession)
0:46.0,,,81-80,,D. Green misses 3-pt shot from 25 ft
0:45.0,,,81-80,,Offensive rebound by H. Barnes
0:43.0,,,81-82,2,H. Barnes makes 2-pt shot at rim
0:28.0,S. Blake makes 3-pt shot from 26 ft,3,84-82,,
0:12.0,Personal foul by C. McCollum (drawn by D. Green),,84-82,,
0:05.0,,,84-82,,K. Thompson misses 2-pt shot from 17 ft
0:03.0,,,84-82,,Offensive rebound by D. Green
0:02.0,,,84-84,2,D. Green makes 2-pt shot from 2 ft
0:00.0,S. Blake misses 3-pt shot from 72 ft,,84-84,,
0:00.0,Offensive rebound by Team,,84-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,84-84,,S. Livingston misses 2-pt shot from 14 ft
11:42.0,,,84-84,,Offensive rebound by A. Bogut
11:24.0,,,84-84,,A. Iguodala misses 2-pt shot from 10 ft
11:23.0,Defensive rebound by A. Crabbe,,84-84,,
11:11.0,Turnover by C. McCollum (lost ball; steal by A. Iguodala),,84-84,,
10:54.0,,,84-84,,S. Livingston misses 2-pt shot from 8 ft
10:50.0,Defensive rebound by R. Lopez,,84-84,,
10:44.0,D. Lillard makes 2-pt shot from 19 ft,2,86-84,,
10:26.0,,,86-86,2,S. Livingston makes 2-pt shot at rim (assist by A. Iguodala)
10:01.0,R. Lopez misses 2-pt shot from 12 ft,,86-86,,
10:00.0,,,86-86,,Defensive rebound by B. Rush
9:49.0,,,86-86,,S. Livingston misses 2-pt shot from 7 ft
9:48.0,,,86-86,,Offensive rebound by A. Bogut
9:48.0,,,86-88,2,A. Bogut makes 2-pt shot at rim
9:32.0,C. McCollum misses 3-pt shot from 24 ft,,86-88,,
9:31.0,,,86-88,,Defensive rebound by B. Rush
9:09.0,,,86-88,,J. Holiday misses 2-pt shot from 7 ft
9:08.0,Defensive rebound by R. Lopez,,86-88,,
8:55.0,C. McCollum misses 2-pt shot from 18 ft,,86-88,,
8:54.0,,,86-88,,Defensive rebound by B. Rush
8:36.0,,,86-88,,S. Livingston misses 2-pt shot from 12 ft
8:35.0,Defensive rebound by R. Lopez,,86-88,,
8:21.0,D. Lillard misses 2-pt shot from 19 ft,,86-88,,
8:20.0,,,86-88,,Defensive rebound by A. Bogut
8:06.0,Official timeout,,86-88,,
8:06.0,,,86-88,,S. Curry enters the game for J. Holiday
8:06.0,A. Afflalo enters the game for C. McCollum,,86-88,,
8:06.0,N. Batum enters the game for S. Blake,,86-88,,
7:55.0,,,86-88,,A. Iguodala misses 2-pt shot from 18 ft
7:54.0,Defensive rebound by D. Lillard,,86-88,,
7:39.0,Turnover by R. Lopez (lost ball; steal by B. Rush),,86-88,,
7:33.0,,,86-90,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
7:14.0,R. Lopez makes 2-pt shot at rim (assist by N. Batum),2,88-90,,
6:57.0,,,88-92,2,S. Curry makes 2-pt shot from 12 ft (assist by A. Bogut)
6:51.0,A. Crabbe makes 3-pt shot from 23 ft (assist by N. Batum),3,91-92,,
6:24.0,,,91-92,,Offensive foul by S. Livingston
6:24.0,,,91-92,,Turnover by S. Livingston (offensive foul)
6:24.0,,,91-92,,D. Green enters the game for B. Rush
6:24.0,L. Aldridge enters the game for R. Lopez,,91-92,,
6:24.0,,,91-92,,K. Thompson enters the game for S. Livingston
6:08.0,L. Aldridge misses 2-pt shot from 18 ft,,91-92,,
6:07.0,,,91-92,,Defensive rebound by D. Green
6:04.0,,,91-92,,Turnover by D. Green (lost ball; steal by N. Batum)
6:00.0,D. Lillard misses 3-pt shot from 26 ft,,91-92,,
5:58.0,Offensive rebound by N. Batum,,91-92,,
5:58.0,N. Batum makes 2-pt shot from 1 ft,2,93-92,,
5:47.0,,,93-95,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
5:24.0,L. Aldridge misses 2-pt shot from 13 ft,,93-95,,
5:23.0,,,93-95,,Defensive rebound by D. Green
5:17.0,,,93-98,3,S. Curry makes 3-pt shot from 26 ft
5:16.0,Portland full timeout,,93-98,,
4:56.0,A. Crabbe makes 2-pt shot from 2 ft (assist by L. Aldridge),2,95-98,,
4:40.0,,,95-100,2,S. Curry makes 2-pt shot from 18 ft
4:35.0,Portland full timeout,,95-100,,
4:35.0,C. McCollum enters the game for A. Afflalo,,95-100,,
4:14.0,C. McCollum makes 2-pt shot from 8 ft (assist by A. Crabbe),2,97-100,,
3:59.0,,,97-102,2,S. Curry makes 2-pt shot from 1 ft
3:38.0,C. McCollum misses 2-pt shot from 2 ft,,97-102,,
3:37.0,,,97-102,,Defensive rebound by D. Green
3:32.0,,,97-102,,K. Thompson misses 3-pt shot from 26 ft
3:31.0,Defensive rebound by N. Batum,,97-102,,
3:19.0,L. Aldridge makes 2-pt shot from 8 ft (assist by N. Batum),2,99-102,,
3:03.0,Personal foul by A. Crabbe (drawn by A. Iguodala),,99-102,,
3:03.0,,,99-102,,Golden State full timeout
2:57.0,,,99-104,2,A. Iguodala makes 2-pt shot at rim (assist by A. Bogut)
2:39.0,L. Aldridge makes 2-pt shot from 2 ft (assist by D. Lillard),2,101-104,,
2:29.0,,,101-104,,Turnover by S. Curry (lost ball; steal by L. Aldridge)
2:21.0,C. McCollum makes 2-pt shot from 3 ft (assist by D. Lillard),2,103-104,,
2:05.0,,,103-104,,K. Thompson misses 2-pt shot from 2 ft (block by N. Batum)
2:03.0,,,103-104,,Offensive rebound by D. Green
2:03.0,,,103-104,,Shooting foul by D. Lillard (drawn by S. Curry)
2:03.0,,,103-105,1,S. Curry makes free throw 1 of 3
2:03.0,,,103-106,1,S. Curry makes free throw 2 of 3
2:03.0,,,103-107,1,S. Curry makes free throw 3 of 3
1:57.0,Turnover by A. Crabbe (traveling),,103-107,,
1:41.0,,,103-109,2,K. Thompson makes 2-pt shot from 1 ft (assist by A. Bogut)
1:31.0,D. Lillard misses 3-pt shot from 28 ft,,103-109,,
1:29.0,,,103-109,,Defensive rebound by K. Thompson
1:11.0,,,103-111,2,S. Curry makes 2-pt shot from 18 ft
1:11.0,Portland full timeout,,103-111,,
1:11.0,,,103-111,,H. Barnes enters the game for A. Bogut
1:09.0,D. Lillard makes 2-pt shot from 1 ft (assist by N. Batum),2,105-111,,
0:54.0,,,105-113,2,S. Curry makes 2-pt shot from 2 ft
0:48.0,Turnover by D. Lillard (traveling),,105-113,,
0:34.0,,,105-116,3,S. Curry makes 3-pt shot from 28 ft
0:26.0,D. Lillard misses 3-pt shot from 29 ft,,105-116,,
0:25.0,,,105-116,,Defensive rebound by D. Green
0:01.0,,,105-116,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
