time,Detroit,pts.away,score,pts.home,Toronto
4:43.0,Turnover by K. Singler (lost ball),,9-18,,
4:26.0,,,9-18,,J. Valanciunas misses 2-pt shot from 7 ft
4:24.0,Defensive rebound by D. Augustin,,9-18,,
4:18.0,D. Augustin makes 2-pt shot from 1 ft,2,11-18,,
3:55.0,,,11-18,,J. Valanciunas misses 2-pt shot from 19 ft
3:54.0,Defensive rebound by K. Caldwell-Pope,,11-18,,
3:47.0,D. Augustin makes 3-pt shot from 23 ft,3,14-18,,
3:36.0,,,14-20,2,K. Lowry makes 2-pt shot from 1 ft
3:19.0,A. Drummond makes 2-pt shot from 4 ft,2,16-20,,
3:19.0,Shooting foul by J. Valanciunas (drawn by A. Drummond),,16-20,,
3:19.0,,,16-20,,Toronto full timeout
3:19.0,,,16-20,,P. Patterson enters the game for A. Johnson
3:19.0,J. Meeks enters the game for K. Caldwell-Pope,,16-20,,
3:19.0,A. Drummond misses free throw 1 of 1,,16-20,,
3:17.0,,,16-20,,Defensive rebound by D. DeRozan
3:03.0,,,16-20,,K. Lowry misses 2-pt shot from 13 ft
3:01.0,Defensive rebound by A. Tolliver,,16-20,,
2:57.0,D. Augustin makes 2-pt shot at rim (assist by A. Tolliver),2,18-20,,
2:40.0,,,18-20,,L. Williams misses 2-pt shot from 17 ft
2:39.0,,,18-20,,Offensive rebound by J. Valanciunas
2:37.0,,,18-20,,J. Valanciunas misses 2-pt shot from 1 ft
2:36.0,Defensive rebound by A. Drummond,,18-20,,
2:24.0,D. Augustin misses 2-pt shot from 12 ft,,18-20,,
2:21.0,Offensive rebound by A. Drummond,,18-20,,
2:19.0,A. Drummond makes 2-pt shot at rim,2,20-20,,
1:59.0,,,20-22,2,D. DeRozan makes 2-pt shot from 17 ft
1:42.0,D. Augustin makes 2-pt shot from 6 ft,2,22-22,,
1:29.0,,,22-22,,Turnover by L. Williams (bad pass; steal by A. Tolliver)
1:21.0,J. Meeks makes 3-pt shot from 24 ft (assist by D. Augustin),3,25-22,,
0:59.0,,,25-24,2,P. Patterson makes 2-pt shot from 7 ft
0:47.0,Turnover by K. Singler (lost ball; steal by L. Williams),,25-24,,
0:42.0,,,25-24,,L. Williams misses 2-pt shot from 1 ft
0:39.0,Defensive rebound by D. Augustin,,25-24,,
0:35.0,J. Meeks misses 3-pt shot from 24 ft,,25-24,,
0:33.0,,,25-24,,Defensive rebound by P. Patterson
0:20.0,,,25-24,,Shooting foul by A. Tolliver (drawn by J. Valanciunas)
0:20.0,,,25-25,1,J. Valanciunas makes free throw 1 of 2
0:20.0,,,25-25,,G. Vasquez enters the game for K. Lowry
0:20.0,,,25-25,,T. Ross enters the game for D. DeRozan
0:20.0,S. Dinwiddie enters the game for D. Augustin,,25-25,,
0:20.0,K. Caldwell-Pope enters the game for K. Singler,,25-25,,
0:20.0,,,25-26,1,J. Valanciunas makes free throw 2 of 2
0:05.0,Turnover by J. Meeks (traveling),,25-26,,
0:01.0,,,25-26,,Turnover by L. Williams (bad pass; steal by K. Caldwell-Pope)
0:00.0,K. Caldwell-Pope misses 3-pt shot from 48 ft,,25-26,,
0:00.0,Offensive rebound by Team,,25-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,25-28,2,T. Ross makes 2-pt shot at rim (assist by G. Vasquez)
11:30.0,J. Meeks misses 2-pt shot from 20 ft,,25-28,,
11:28.0,Offensive rebound by G. Monroe,,25-28,,
11:27.0,G. Monroe makes 2-pt shot from 2 ft,2,27-28,,
11:06.0,,,27-31,3,T. Ross makes 3-pt shot from 24 ft (assist by G. Vasquez)
10:40.0,G. Monroe makes 2-pt shot from 5 ft,2,29-31,,
10:26.0,,,29-31,,Shooting foul by S. Dinwiddie (drawn by G. Vasquez)
10:26.0,,,29-32,1,G. Vasquez makes free throw 1 of 2
10:26.0,,,29-33,1,G. Vasquez makes free throw 2 of 2
10:06.0,G. Monroe makes 2-pt shot from 3 ft (assist by K. Caldwell-Pope),2,31-33,,
9:49.0,,,31-33,,Shooting foul by K. Caldwell-Pope (drawn by T. Hansbrough)
9:49.0,,,31-33,,T. Hansbrough misses free throw 1 of 2
9:49.0,,,31-33,,Offensive rebound by Team
9:49.0,,,31-33,,T. Hansbrough misses free throw 2 of 2
9:48.0,Defensive rebound by G. Monroe,,31-33,,
9:33.0,K. Caldwell-Pope makes 3-pt shot from 22 ft (assist by J. Meeks),3,34-33,,
9:14.0,,,34-33,,T. Ross misses 3-pt shot from 22 ft
9:13.0,,,34-33,,Offensive rebound by T. Hansbrough
9:08.0,,,34-36,3,L. Williams makes 3-pt shot from 24 ft (assist by G. Vasquez)
8:50.0,S. Dinwiddie misses 2-pt shot from 19 ft,,34-36,,
8:50.0,,,34-36,,Defensive rebound by Team
8:50.0,Official timeout,,34-36,,
8:31.0,,,34-36,,T. Ross misses 2-pt shot from 5 ft
8:30.0,Defensive rebound by G. Monroe,,34-36,,
8:12.0,G. Monroe misses 2-pt shot from 6 ft,,34-36,,
8:11.0,,,34-36,,Defensive rebound by L. Williams
8:02.0,,,34-38,2,L. Williams makes 2-pt shot from 5 ft
8:02.0,,,34-38,,Shooting foul by S. Dinwiddie (drawn by L. Williams)
8:02.0,,,34-38,,L. Williams misses free throw 1 of 1
8:01.0,Defensive rebound by G. Monroe,,34-38,,
7:50.0,Shooting foul by G. Vasquez (drawn by J. Meeks),,34-38,,
7:50.0,J. Meeks makes free throw 1 of 2,1,35-38,,
7:50.0,,,35-38,,K. Lowry enters the game for G. Vasquez
7:50.0,J. Meeks makes free throw 2 of 2,1,36-38,,
7:41.0,,,36-38,,T. Ross misses 3-pt shot from 25 ft
7:39.0,Defensive rebound by G. Monroe,,36-38,,
7:17.0,Turnover by G. Monroe (bad pass; steal by L. Williams),,36-38,,
7:01.0,,,36-40,2,T. Hansbrough makes 2-pt shot from 3 ft (assist by P. Patterson)
7:01.0,,,36-40,,Shooting foul by S. Dinwiddie (drawn by T. Hansbrough)
7:01.0,D. Augustin enters the game for S. Dinwiddie,,36-40,,
7:01.0,,,36-41,1,T. Hansbrough makes free throw 1 of 1
6:40.0,Turnover by K. Caldwell-Pope (traveling),,36-41,,
6:23.0,,,36-43,2,L. Williams makes 2-pt shot from 19 ft
6:05.0,Turnover by K. Caldwell-Pope (bad pass; steal by L. Williams),,36-43,,
5:56.0,,,36-43,,L. Williams misses 2-pt shot from 5 ft
5:55.0,Defensive rebound by A. Tolliver,,36-43,,
5:55.0,,,36-43,,Toronto full timeout
5:55.0,,,36-43,,D. DeRozan enters the game for L. Williams
5:55.0,,,36-43,,A. Johnson enters the game for T. Hansbrough
5:55.0,J. Jerebko enters the game for A. Tolliver,,36-43,,
5:33.0,G. Monroe makes 2-pt shot from 1 ft (assist by J. Meeks),2,38-43,,
5:15.0,,,38-43,,P. Patterson misses 2-pt shot from 20 ft
5:14.0,,,38-43,,Offensive rebound by Team
5:09.0,,,38-45,2,D. DeRozan makes 2-pt shot from 2 ft (assist by P. Patterson)
4:49.0,G. Monroe makes 2-pt shot from 1 ft,2,40-45,,
4:45.0,,,40-45,,Turnover by P. Patterson (bad pass; steal by J. Jerebko)
4:40.0,D. Augustin makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope),3,43-45,,
4:20.0,,,43-45,,D. DeRozan misses 3-pt shot from 23 ft
4:19.0,,,43-45,,Offensive rebound by A. Johnson
4:15.0,,,43-45,,K. Lowry misses 3-pt shot from 24 ft
4:14.0,Defensive rebound by J. Jerebko,,43-45,,
4:02.0,D. Augustin makes 2-pt shot from 4 ft,2,45-45,,
3:43.0,,,45-47,2,A. Johnson makes 2-pt shot from 1 ft (assist by K. Lowry)
3:28.0,G. Monroe makes 2-pt shot from 1 ft (assist by J. Meeks),2,47-47,,
3:28.0,Shooting foul by P. Patterson (drawn by G. Monroe),,47-47,,
3:28.0,K. Singler enters the game for J. Meeks,,47-47,,
3:28.0,,,47-47,,J. Valanciunas enters the game for P. Patterson
3:28.0,G. Monroe makes free throw 1 of 1,1,48-47,,
3:09.0,,,48-47,,J. Johnson enters the game for T. Ross
3:09.0,A. Drummond enters the game for G. Monroe,,48-47,,
3:07.0,,,48-49,2,D. DeRozan makes 2-pt shot from 18 ft (assist by K. Lowry)
2:56.0,,,48-49,,Personal foul by A. Johnson (drawn by A. Drummond)
2:56.0,Detroit full timeout,,48-49,,
2:41.0,A. Drummond makes 2-pt shot at rim (assist by D. Augustin),2,50-49,,
2:19.0,,,50-52,3,K. Lowry makes 3-pt shot from 24 ft (assist by D. DeRozan)
2:05.0,Turnover by D. Augustin (lost ball; steal by D. DeRozan),,50-52,,
1:49.0,,,50-54,2,J. Valanciunas makes 2-pt shot from 8 ft
1:34.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,50-54,,
1:33.0,Offensive rebound by J. Jerebko,,50-54,,
1:26.0,D. Augustin misses 3-pt shot from 24 ft,,50-54,,
1:24.0,,,50-54,,Defensive rebound by J. Valanciunas
1:04.0,,,50-54,,J. Valanciunas misses 2-pt shot from 2 ft
1:03.0,Defensive rebound by K. Singler,,50-54,,
0:59.0,Shooting foul by J. Johnson (drawn by K. Singler),,50-54,,
0:59.0,K. Singler makes free throw 1 of 2,1,51-54,,
0:59.0,K. Singler misses free throw 2 of 2,,51-54,,
0:59.0,,,51-54,,Defensive rebound by J. Valanciunas
0:41.0,,,51-54,,Shooting foul by K. Caldwell-Pope (drawn by D. DeRozan)
0:41.0,,,51-55,1,D. DeRozan makes free throw 1 of 2
0:41.0,J. Meeks enters the game for K. Caldwell-Pope,,51-55,,
0:41.0,,,51-56,1,D. DeRozan makes free throw 2 of 2
0:28.0,D. Augustin makes 2-pt shot from 6 ft,2,53-56,,
0:06.0,,,53-58,2,J. Valanciunas makes 2-pt shot from 5 ft (assist by K. Lowry)
0:00.0,D. Augustin misses 3-pt shot from 24 ft,,53-58,,
0:00.0,Offensive rebound by Team,,53-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,53-60,2,D. DeRozan makes 2-pt shot from 19 ft (assist by G. Vasquez)
11:29.0,G. Monroe misses 2-pt shot from 3 ft (block by J. Valanciunas),,53-60,,
11:27.0,Offensive rebound by G. Monroe,,53-60,,
11:26.0,G. Monroe misses 2-pt shot from 4 ft (block by J. Valanciunas),,53-60,,
11:24.0,Offensive rebound by G. Monroe,,53-60,,
11:23.0,G. Monroe misses 2-pt shot from 2 ft,,53-60,,
11:22.0,,,53-60,,Defensive rebound by D. DeRozan
11:18.0,,,53-60,,G. Vasquez misses 3-pt shot from 24 ft
11:17.0,Defensive rebound by D. Augustin,,53-60,,
11:12.0,K. Caldwell-Pope misses 2-pt shot from 2 ft,,53-60,,
11:10.0,,,53-60,,Defensive rebound by J. Valanciunas
10:56.0,,,53-62,2,A. Johnson makes 2-pt shot from 1 ft (assist by K. Lowry)
10:26.0,K. Singler misses 2-pt shot from 19 ft,,53-62,,
10:24.0,,,53-62,,Defensive rebound by G. Vasquez
10:21.0,,,53-62,,D. DeRozan misses 2-pt shot from 1 ft
10:18.0,,,53-62,,Offensive rebound by J. Valanciunas
10:17.0,,,53-64,2,J. Valanciunas makes 2-pt shot from 1 ft
10:17.0,Detroit full timeout,,53-64,,
9:59.0,K. Caldwell-Pope makes 2-pt shot from 11 ft (assist by D. Augustin),2,55-64,,
9:39.0,,,55-66,2,A. Johnson makes 2-pt shot from 3 ft (assist by G. Vasquez)
9:20.0,K. Caldwell-Pope makes 2-pt shot from 7 ft (assist by K. Singler),2,57-66,,
9:20.0,Shooting foul by K. Lowry (drawn by K. Caldwell-Pope),,57-66,,
9:20.0,K. Caldwell-Pope misses free throw 1 of 1,,57-66,,
9:19.0,,,57-66,,Defensive rebound by J. Valanciunas
9:00.0,,,57-66,,G. Vasquez misses 2-pt shot from 2 ft
8:59.0,,,57-66,,Offensive rebound by J. Valanciunas
8:57.0,,,57-68,2,J. Valanciunas makes 2-pt shot from 1 ft
8:36.0,D. Augustin makes 3-pt shot from 22 ft (assist by G. Monroe),3,60-68,,
8:09.0,,,60-70,2,D. DeRozan makes 2-pt shot from 14 ft
7:43.0,K. Caldwell-Pope misses 2-pt shot from 17 ft,,60-70,,
7:42.0,,,60-70,,Defensive rebound by J. Valanciunas
7:35.0,,,60-70,,K. Lowry misses 3-pt shot from 24 ft
7:34.0,Defensive rebound by D. Augustin,,60-70,,
7:29.0,K. Caldwell-Pope misses 2-pt shot from 1 ft,,60-70,,
7:29.0,Offensive rebound by Team,,60-70,,
7:29.0,,,60-70,,Loose ball foul by K. Lowry (drawn by A. Drummond)
7:21.0,A. Drummond makes 2-pt shot at rim (assist by G. Monroe),2,62-70,,
6:59.0,,,62-72,2,A. Johnson makes 2-pt shot from 2 ft (assist by K. Lowry)
6:33.0,K. Singler misses 3-pt shot from 25 ft,,62-72,,
6:31.0,Offensive rebound by G. Monroe,,62-72,,
6:26.0,D. Augustin makes 3-pt shot from 24 ft (assist by K. Singler),3,65-72,,
6:11.0,,,65-74,2,G. Vasquez makes 2-pt shot from 19 ft
5:57.0,K. Caldwell-Pope misses 2-pt shot from 1 ft,,65-74,,
5:54.0,Offensive rebound by G. Monroe,,65-74,,
5:52.0,G. Monroe makes 2-pt shot from 1 ft,2,67-74,,
5:39.0,,,67-74,,Shooting foul by A. Drummond (drawn by A. Johnson)
5:39.0,,,67-75,1,A. Johnson makes free throw 1 of 2
5:39.0,,,67-75,,A. Johnson misses free throw 2 of 2
5:39.0,Defensive rebound by G. Monroe,,67-75,,
5:19.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,67-75,,
5:18.0,,,67-75,,Defensive rebound by D. DeRozan
5:12.0,,,67-75,,G. Vasquez misses 3-pt shot from 24 ft
5:11.0,Defensive rebound by A. Drummond,,67-75,,
5:05.0,D. Augustin makes 3-pt shot from 24 ft (assist by A. Drummond),3,70-75,,
4:55.0,,,70-75,,Toronto full timeout
4:55.0,,,70-75,,L. Williams enters the game for A. Johnson
4:55.0,,,70-75,,P. Patterson enters the game for G. Vasquez
4:48.0,,,70-75,,D. DeRozan misses 2-pt shot from 14 ft
4:46.0,Defensive rebound by A. Drummond,,70-75,,
4:30.0,A. Drummond misses 2-pt shot from 2 ft,,70-75,,
4:27.0,,,70-75,,Defensive rebound by L. Williams
4:25.0,,,70-75,,Shooting foul by K. Singler (drawn by D. DeRozan)
4:25.0,,,70-76,1,D. DeRozan makes free throw 1 of 2
4:25.0,,,70-77,1,D. DeRozan makes free throw 2 of 2
4:11.0,Turnover by A. Drummond (lost ball; steal by K. Lowry),,70-77,,
4:02.0,,,70-79,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry)
3:36.0,K. Caldwell-Pope misses 2-pt shot from 3 ft,,70-79,,
3:36.0,Offensive rebound by Team,,70-79,,
3:36.0,,,70-79,,Personal foul by D. DeRozan (drawn by K. Caldwell-Pope)
3:36.0,J. Meeks enters the game for K. Caldwell-Pope,,70-79,,
3:36.0,A. Tolliver enters the game for G. Monroe,,70-79,,
3:30.0,Turnover by D. Augustin (bad pass; steal by L. Williams),,70-79,,
3:25.0,,,70-81,2,L. Williams makes 2-pt shot from 1 ft
3:04.0,J. Meeks misses 3-pt shot from 24 ft,,70-81,,
3:03.0,,,70-81,,Defensive rebound by P. Patterson
2:45.0,,,70-81,,L. Williams misses 2-pt shot from 6 ft (block by A. Drummond)
2:45.0,,,70-81,,Offensive rebound by Team
2:42.0,,,70-83,2,K. Lowry makes 2-pt shot from 2 ft (assist by D. DeRozan)
2:24.0,D. Augustin misses 3-pt shot from 24 ft,,70-83,,
2:23.0,Offensive rebound by A. Drummond,,70-83,,
2:20.0,A. Drummond makes 2-pt shot from 2 ft,2,72-83,,
2:10.0,,,72-85,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry)
1:54.0,J. Meeks misses 3-pt shot from 24 ft,,72-85,,
1:53.0,,,72-85,,Defensive rebound by D. DeRozan
1:39.0,,,72-85,,J. Valanciunas misses 2-pt shot from 5 ft
1:38.0,Defensive rebound by A. Tolliver,,72-85,,
1:30.0,Shooting foul by J. Valanciunas (drawn by D. Augustin),,72-85,,
1:30.0,D. Augustin makes free throw 1 of 2,1,73-85,,
1:30.0,,,73-85,,G. Vasquez enters the game for K. Lowry
1:30.0,,,73-85,,T. Ross enters the game for D. DeRozan
1:30.0,K. Caldwell-Pope enters the game for K. Singler,,73-85,,
1:30.0,D. Augustin makes free throw 2 of 2,1,74-85,,
1:19.0,,,74-85,,Shooting foul by A. Tolliver (drawn by P. Patterson)
1:19.0,,,74-86,1,P. Patterson makes free throw 1 of 2
1:19.0,,,74-87,1,P. Patterson makes free throw 2 of 2
1:08.0,A. Drummond makes 2-pt shot at rim (assist by D. Augustin),2,76-87,,
1:00.0,,,76-87,,Turnover by P. Patterson (back court)
0:50.0,A. Tolliver makes 3-pt shot from 22 ft (assist by D. Augustin),3,79-87,,
0:34.0,,,79-89,2,L. Williams makes 2-pt shot from 15 ft
0:23.0,Turnover by A. Tolliver (step out of bounds),,79-89,,
0:01.0,,,79-89,,T. Ross misses 3-pt shot from 23 ft
0:00.0,,,79-89,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,79-89,,Personal foul by J. Valanciunas (drawn by A. Tolliver)
11:43.0,S. Dinwiddie misses 3-pt shot from 24 ft,,79-89,,
11:41.0,,,79-89,,Defensive rebound by T. Ross
11:28.0,,,79-89,,L. Williams misses 3-pt shot from 24 ft
11:27.0,Defensive rebound by A. Tolliver,,79-89,,
11:16.0,Shooting foul by J. Valanciunas (drawn by G. Monroe),,79-89,,
11:16.0,G. Monroe misses free throw 1 of 2,,79-89,,
11:16.0,Offensive rebound by Team,,79-89,,
11:16.0,,,79-89,,C. Hayes enters the game for J. Valanciunas
11:16.0,G. Monroe makes free throw 2 of 2,1,80-89,,
11:00.0,,,80-89,,L. Williams misses 2-pt shot from 15 ft
10:59.0,Defensive rebound by S. Dinwiddie,,80-89,,
10:56.0,J. Meeks makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,82-89,,
10:56.0,Shooting foul by T. Ross (drawn by J. Meeks),,82-89,,
10:56.0,J. Meeks makes free throw 1 of 1,1,83-89,,
10:38.0,,,83-91,2,P. Patterson makes 2-pt shot from 12 ft
10:20.0,J. Meeks misses 3-pt shot from 22 ft,,83-91,,
10:19.0,,,83-91,,Defensive rebound by G. Vasquez
10:02.0,,,83-91,,Turnover by T. Ross (lost ball; steal by K. Caldwell-Pope)
9:53.0,A. Tolliver misses 3-pt shot from 23 ft,,83-91,,
9:52.0,Offensive rebound by Team,,83-91,,
9:41.0,J. Meeks misses 2-pt shot from 1 ft,,83-91,,
9:41.0,Offensive rebound by Team,,83-91,,
9:41.0,,,83-91,,Loose ball foul by C. Hayes (drawn by G. Monroe)
9:34.0,,,83-91,,Personal block foul by C. Hayes (drawn by J. Meeks)
9:34.0,J. Meeks makes free throw 1 of 2,1,84-91,,
9:34.0,J. Meeks misses free throw 2 of 2,,84-91,,
9:32.0,,,84-91,,Defensive rebound by P. Patterson
9:15.0,,,84-91,,C. Hayes misses 2-pt shot from 2 ft
9:13.0,Defensive rebound by K. Caldwell-Pope,,84-91,,
8:57.0,Turnover by J. Meeks (lost ball; steal by G. Vasquez),,84-91,,
8:50.0,,,84-93,2,G. Vasquez makes 2-pt shot from 1 ft (assist by L. Williams)
8:37.0,J. Meeks misses 2-pt shot from 2 ft (block by T. Ross),,84-93,,
8:34.0,,,84-93,,Defensive rebound by P. Patterson
8:29.0,,,84-93,,G. Vasquez misses 2-pt shot from 1 ft (block by S. Dinwiddie)
8:29.0,Defensive rebound by Team,,84-93,,
8:29.0,,,84-93,,Loose ball foul by G. Vasquez (drawn by A. Tolliver)
8:29.0,Technical foul by J. Meeks,,84-93,,
8:29.0,Official timeout,,84-93,,
8:29.0,,,84-94,1,L. Williams makes technical free throw
8:29.0,A. Tolliver misses free throw 1 of 2,,84-94,,
8:29.0,Offensive rebound by Team,,84-94,,
8:29.0,A. Tolliver makes free throw 2 of 2,1,85-94,,
8:18.0,,,85-94,,L. Williams misses 2-pt shot from 17 ft
8:17.0,,,85-94,,Offensive rebound by Team
7:58.0,,,85-96,2,G. Vasquez makes 2-pt shot from 1 ft
7:37.0,S. Dinwiddie misses 3-pt shot from 24 ft,,85-96,,
7:36.0,,,85-96,,Defensive rebound by P. Patterson
7:25.0,,,85-96,,P. Patterson misses 3-pt shot from 24 ft
7:24.0,Defensive rebound by K. Caldwell-Pope,,85-96,,
7:17.0,S. Dinwiddie makes 2-pt shot from 2 ft,2,87-96,,
6:54.0,,,87-96,,C. Hayes misses 2-pt shot from 1 ft
6:53.0,Defensive rebound by G. Monroe,,87-96,,
6:48.0,A. Tolliver makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,89-96,,
6:40.0,,,89-96,,Toronto full timeout
6:40.0,D. Augustin enters the game for S. Dinwiddie,,89-96,,
6:40.0,,,89-96,,K. Lowry enters the game for G. Vasquez
6:40.0,,,89-96,,D. DeRozan enters the game for L. Williams
6:40.0,,,89-96,,A. Johnson enters the game for C. Hayes
6:28.0,,,89-96,,A. Johnson misses 2-pt shot from 3 ft
6:27.0,Defensive rebound by G. Monroe,,89-96,,
6:14.0,Offensive foul by G. Monroe,,89-96,,
6:14.0,Turnover by G. Monroe (offensive foul),,89-96,,
5:52.0,,,89-98,2,A. Johnson makes 2-pt shot from 1 ft (assist by T. Ross)
5:39.0,D. Augustin misses 2-pt shot from 10 ft,,89-98,,
5:39.0,Offensive rebound by G. Monroe,,89-98,,
5:39.0,Shooting foul by P. Patterson (drawn by G. Monroe),,89-98,,
5:39.0,G. Monroe misses free throw 1 of 2,,89-98,,
5:39.0,Offensive rebound by Team,,89-98,,
5:39.0,G. Monroe makes free throw 2 of 2,1,90-98,,
5:18.0,,,90-98,,D. DeRozan misses 2-pt shot from 18 ft
5:16.0,Defensive rebound by A. Tolliver,,90-98,,
5:04.0,A. Tolliver makes 3-pt shot from 23 ft (assist by D. Augustin),3,93-98,,
4:48.0,,,93-100,2,K. Lowry makes 2-pt shot from 1 ft
4:25.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,93-100,,
4:23.0,Offensive rebound by J. Meeks,,93-100,,
4:06.0,G. Monroe misses 2-pt shot from 2 ft (block by A. Johnson),,93-100,,
4:05.0,,,93-100,,Defensive rebound by T. Ross
3:58.0,,,93-100,,Turnover by K. Lowry (bad pass; steal by A. Tolliver)
3:53.0,J. Meeks misses 2-pt shot from 1 ft,,93-100,,
3:51.0,Offensive rebound by G. Monroe,,93-100,,
3:49.0,G. Monroe makes 2-pt shot from 1 ft,2,95-100,,
3:39.0,Personal block foul by G. Monroe (drawn by K. Lowry),,95-100,,
3:30.0,,,95-100,,Shooting foul by K. Caldwell-Pope (drawn by D. DeRozan)
3:30.0,,,95-100,,D. DeRozan misses free throw 1 of 2
3:30.0,,,95-100,,Offensive rebound by Team
3:30.0,,,95-101,1,D. DeRozan makes free throw 2 of 2
3:07.0,D. Augustin makes 2-pt shot from 1 ft,2,97-101,,
2:50.0,,,97-101,,K. Lowry misses 2-pt shot from 19 ft
2:48.0,,,97-101,,Offensive rebound by A. Johnson
2:46.0,,,97-103,2,A. Johnson makes 2-pt shot at rim
2:23.0,J. Meeks misses 3-pt shot from 23 ft,,97-103,,
2:22.0,,,97-103,,Defensive rebound by K. Lowry
2:15.0,,,97-103,,A. Johnson misses 2-pt shot from 1 ft
2:13.0,Defensive rebound by J. Meeks,,97-103,,
2:10.0,K. Caldwell-Pope makes 2-pt shot at rim (assist by D. Augustin),2,99-103,,
2:08.0,,,99-103,,Toronto full timeout
2:08.0,Detroit full timeout,,99-103,,
