time,Atlanta,pts.away,score,pts.home,Cleveland
7:15.0,,,9-6,,Shooting foul by D. Carroll (drawn by S. Marion)
7:15.0,,,9-7,1,S. Marion makes free throw 1 of 2
7:15.0,,,9-8,1,S. Marion makes free throw 2 of 2
6:56.0,A. Horford misses 2-pt shot from 17 ft,,9-8,,
6:53.0,Offensive rebound by P. Millsap,,9-8,,
6:53.0,P. Millsap makes 2-pt shot from 1 ft,2,11-8,,
6:40.0,,,11-10,2,K. Love makes 2-pt shot from 15 ft (assist by S. Marion)
6:40.0,,,11-10,,Shooting foul by P. Millsap (drawn by K. Love)
6:40.0,M. Scott enters the game for P. Millsap,,11-10,,
6:40.0,,,11-11,1,K. Love makes free throw 1 of 1
6:29.0,M. Scott makes 2-pt shot from 14 ft (assist by D. Schroder),2,13-11,,
6:13.0,,,13-13,2,A. Varejao makes 2-pt shot from 13 ft (assist by S. Marion)
5:57.0,D. Carroll misses 2-pt shot at rim,,13-13,,
5:54.0,,,13-13,,Defensive rebound by K. Love
5:51.0,,,13-15,2,L. James makes 2-pt shot at rim (assist by K. Love)
5:51.0,Atlanta full timeout,,13-15,,
5:36.0,Turnover by K. Korver (bad pass; steal by L. James),,13-15,,
5:30.0,,,13-17,2,L. James makes 2-pt shot at rim
5:05.0,A. Horford misses 3-pt shot from 25 ft,,13-17,,
5:04.0,,,13-17,,Defensive rebound by K. Love
5:01.0,,,13-19,2,L. James makes 2-pt shot at rim (assist by K. Love)
5:01.0,Shooting block foul by D. Schroder (drawn by L. James),,13-19,,
5:01.0,,,13-20,1,L. James makes free throw 1 of 1
4:49.0,D. Carroll misses 3-pt shot from 24 ft,,13-20,,
4:48.0,,,13-20,,Defensive rebound by K. Love
4:39.0,,,13-22,2,K. Irving makes 2-pt shot at rim
4:39.0,Atlanta full timeout,,13-22,,
4:39.0,T. Sefolosha enters the game for D. Carroll,,13-22,,
4:28.0,Shooting foul by S. Marion (drawn by D. Schroder),,13-22,,
4:28.0,D. Schroder makes free throw 1 of 2,1,14-22,,
4:28.0,P. Antic enters the game for A. Horford,,14-22,,
4:28.0,,,14-22,,T. Thompson enters the game for A. Varejao
4:28.0,D. Schroder makes free throw 2 of 2,1,15-22,,
4:12.0,,,15-24,2,T. Thompson makes 2-pt shot at rim (assist by K. Love)
3:55.0,P. Antic makes 2-pt shot from 6 ft (assist by D. Schroder),2,17-24,,
3:37.0,,,17-27,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
3:22.0,D. Schroder misses 3-pt shot from 25 ft,,17-27,,
3:21.0,,,17-27,,Defensive rebound by K. Love
3:05.0,,,17-27,,K. Love misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by K. Korver,,17-27,,
2:56.0,K. Korver makes 3-pt shot from 25 ft (assist by D. Schroder),3,20-27,,
2:28.0,,,20-27,,Turnover by S. Marion (lost ball; steal by K. Korver)
2:22.0,D. Schroder makes 2-pt shot from 14 ft,2,22-27,,
2:22.0,,,22-27,,Cleveland full timeout
2:22.0,,,22-27,,M. Dellavedova enters the game for S. Marion
2:22.0,S. Mack enters the game for D. Schroder,,22-27,,
2:12.0,,,22-29,2,L. James makes 2-pt shot from 1 ft (assist by K. Love)
2:12.0,,,22-29,,Shooting foul by M. Scott (drawn by L. James)
2:12.0,,,22-30,1,L. James makes free throw 1 of 1
1:51.0,Turnover by S. Mack (bad pass; steal by L. James),,22-30,,
1:41.0,,,22-30,,Shooting foul by P. Antic (drawn by L. James)
1:41.0,,,22-30,,L. James misses free throw 1 of 2
1:41.0,,,22-30,,Offensive rebound by Team
1:41.0,,,22-30,,D. Waiters enters the game for K. Irving
1:41.0,,,22-31,1,L. James makes free throw 2 of 2
1:22.0,Turnover by T. Sefolosha (lost ball),,22-31,,
1:09.0,,,22-31,,Turnover by L. James (bad pass; steal by M. Scott)
1:05.0,Shooting foul by M. Dellavedova (drawn by M. Scott),,22-31,,
1:05.0,M. Scott misses free throw 1 of 2,,22-31,,
1:05.0,Offensive rebound by Team,,22-31,,
1:05.0,D. Carroll enters the game for K. Korver,,22-31,,
1:05.0,,,22-31,,S. Marion enters the game for K. Love
1:05.0,M. Scott makes free throw 2 of 2,1,23-31,,
0:44.0,,,23-31,,L. James misses 2-pt shot from 18 ft
0:43.0,,,23-31,,Offensive rebound by S. Marion
0:39.0,,,23-31,,Turnover by S. Marion (back court)
0:28.0,T. Sefolosha makes 3-pt shot from 25 ft (assist by P. Antic),3,26-31,,
0:03.0,,,26-34,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by L. James)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,Violation by A. Horford (kicked ball),,26-34,,
11:32.0,,,26-36,2,D. Waiters makes 2-pt shot from 18 ft (assist by M. Dellavedova)
11:21.0,,,26-36,,Personal foul by D. Waiters (drawn by D. Carroll)
11:16.0,S. Mack makes 3-pt shot from 25 ft (assist by T. Sefolosha),3,29-36,,
11:02.0,,,29-39,3,D. Waiters makes 3-pt shot from 22 ft (assist by K. Irving)
10:50.0,Offensive foul by D. Carroll,,29-39,,
10:50.0,Turnover by D. Carroll (offensive foul),,29-39,,
10:50.0,K. Bazemore enters the game for T. Sefolosha,,29-39,,
10:50.0,K. Korver enters the game for D. Carroll,,29-39,,
10:30.0,,,29-41,2,D. Waiters makes 2-pt shot from 19 ft (assist by M. Dellavedova)
10:12.0,M. Scott makes 2-pt shot from 17 ft (assist by A. Horford),2,31-41,,
9:49.0,,,31-41,,M. Dellavedova misses 3-pt shot from 26 ft
9:47.0,,,31-41,,Offensive rebound by T. Thompson
9:45.0,Violation by S. Mack (kicked ball),,31-41,,
9:33.0,,,31-41,,S. Marion misses 2-pt shot from 7 ft
9:29.0,Defensive rebound by S. Mack,,31-41,,
9:28.0,Turnover by M. Scott (lost ball),,31-41,,
9:19.0,,,31-41,,D. Waiters misses 3-pt shot from 26 ft
9:18.0,Defensive rebound by K. Bazemore,,31-41,,
9:01.0,A. Horford makes 2-pt shot from 15 ft,2,33-41,,
8:41.0,,,33-41,,K. Irving misses 3-pt shot from 25 ft
8:39.0,,,33-41,,Offensive rebound by D. Waiters
8:30.0,,,33-41,,D. Waiters misses 2-pt shot from 20 ft
8:29.0,Defensive rebound by K. Bazemore,,33-41,,
8:20.0,S. Mack makes 3-pt shot from 25 ft (assist by K. Bazemore),3,36-41,,
7:50.0,,,36-43,2,K. Irving makes 2-pt shot from 12 ft
7:38.0,K. Bazemore misses 3-pt shot from 26 ft,,36-43,,
7:37.0,,,36-43,,Defensive rebound by T. Thompson
7:27.0,,,36-45,2,K. Irving makes 2-pt shot from 3 ft
7:26.0,Atlanta full timeout,,36-45,,
7:26.0,P. Millsap enters the game for M. Scott,,36-45,,
7:26.0,,,36-45,,K. Love enters the game for S. Marion
7:09.0,K. Korver misses 3-pt shot from 26 ft,,36-45,,
7:07.0,,,36-45,,Defensive rebound by D. Waiters
6:57.0,,,36-47,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
6:41.0,A. Horford makes 2-pt shot at rim (assist by P. Millsap),2,38-47,,
6:20.0,,,38-50,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by D. Waiters)
6:08.0,S. Mack makes 3-pt shot from 23 ft (assist by K. Bazemore),3,41-50,,
5:48.0,,,41-52,2,D. Waiters makes 2-pt shot from 16 ft
5:34.0,K. Bazemore makes 3-pt shot from 24 ft (assist by P. Millsap),3,44-52,,
5:13.0,,,44-52,,M. Dellavedova misses 3-pt shot from 23 ft
5:08.0,Defensive rebound by A. Horford,,44-52,,
5:02.0,P. Millsap makes 2-pt shot at rim (assist by S. Mack),2,46-52,,
5:02.0,,,46-52,,Cleveland full timeout
5:02.0,,,46-52,,L. James enters the game for K. Irving
5:02.0,,,46-52,,A. Varejao enters the game for T. Thompson
5:02.0,D. Carroll enters the game for K. Korver,,46-52,,
4:47.0,,,46-52,,K. Love misses 3-pt shot from 25 ft (block by A. Horford)
4:44.0,Defensive rebound by P. Millsap,,46-52,,
4:39.0,S. Mack makes 3-pt shot from 26 ft (assist by P. Millsap),3,49-52,,
4:11.0,,,49-52,,D. Waiters misses 2-pt shot from 15 ft
4:11.0,Defensive rebound by D. Carroll,,49-52,,
4:11.0,,,49-52,,Personal foul by A. Varejao (drawn by D. Carroll)
3:57.0,D. Carroll makes 3-pt shot from 24 ft (assist by P. Millsap),3,52-52,,
3:41.0,,,52-52,,Turnover by M. Dellavedova (traveling)
3:26.0,S. Mack makes 3-pt shot from 26 ft,3,55-52,,
3:05.0,,,55-52,,J. Harris enters the game for D. Waiters
3:05.0,,,55-52,,K. Irving enters the game for M. Dellavedova
3:00.0,,,55-52,,L. James misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by S. Mack,,55-52,,
2:35.0,Turnover by K. Bazemore (bad pass; steal by A. Varejao),,55-52,,
2:21.0,,,55-54,2,L. James makes 2-pt shot at rim (assist by K. Love)
1:58.0,P. Millsap makes 2-pt shot from 3 ft (assist by K. Bazemore),2,57-54,,
1:35.0,,,57-56,2,K. Irving makes 2-pt shot at rim
1:24.0,D. Carroll makes 3-pt shot from 23 ft (assist by A. Horford),3,60-56,,
1:05.0,,,60-56,,Shooting foul by K. Bazemore (drawn by L. James)
1:05.0,Official timeout,,60-56,,
1:05.0,K. Korver enters the game for K. Bazemore,,60-56,,
1:05.0,,,60-56,,L. James misses free throw 1 of 2
1:05.0,,,60-56,,Offensive rebound by Team
1:05.0,,,60-57,1,L. James makes free throw 2 of 2
0:55.0,P. Millsap misses 2-pt shot from 3 ft,,60-57,,
0:50.0,,,60-57,,Defensive rebound by A. Varejao
0:45.0,,,60-57,,L. James misses 3-pt shot from 27 ft
0:44.0,Defensive rebound by K. Korver,,60-57,,
0:32.0,Shooting foul by K. Irving (drawn by S. Mack),,60-57,,
0:32.0,S. Mack makes free throw 1 of 2,1,61-57,,
0:32.0,P. Antic enters the game for P. Millsap,,61-57,,
0:32.0,T. Sefolosha enters the game for D. Carroll,,61-57,,
0:32.0,S. Mack makes free throw 2 of 2,1,62-57,,
0:15.0,,,62-59,2,L. James makes 2-pt shot at rim (assist by K. Irving)
0:15.0,,,62-59,,Shooting foul by T. Sefolosha (drawn by L. James)
0:15.0,M. Scott enters the game for T. Sefolosha,,62-59,,
0:15.0,,,62-59,,S. Marion enters the game for K. Love
0:15.0,,,62-60,1,L. James makes free throw 1 of 1
0:00.0,M. Scott makes 3-pt shot from 28 ft (assist by S. Mack),3,65-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,65-60,,K. Love misses 2-pt shot from 4 ft
11:41.0,,,65-60,,Offensive rebound by K. Love
11:40.0,,,65-60,,Shooting foul by A. Horford (drawn by K. Love)
11:40.0,,,65-61,1,K. Love makes free throw 1 of 2
11:40.0,,,65-62,1,K. Love makes free throw 2 of 2
11:19.0,D. Carroll makes 2-pt shot at rim (assist by D. Schroder),2,67-62,,
11:08.0,,,67-62,,L. James misses 2-pt shot from 2 ft
11:07.0,Defensive rebound by P. Millsap,,67-62,,
10:50.0,D. Carroll misses 3-pt shot from 25 ft,,67-62,,
10:49.0,,,67-62,,Defensive rebound by K. Love
10:47.0,,,67-64,2,L. James makes 2-pt shot at rim (assist by K. Love)
10:23.0,D. Carroll makes 2-pt shot at rim (assist by A. Horford),2,69-64,,
10:07.0,,,69-64,,K. Love misses 3-pt shot from 25 ft
10:06.0,Defensive rebound by D. Schroder,,69-64,,
9:55.0,A. Horford makes 2-pt shot from 8 ft,2,71-64,,
9:39.0,,,71-66,2,S. Marion makes 2-pt shot from 1 ft (assist by K. Irving)
9:21.0,A. Horford misses 3-pt shot from 23 ft,,71-66,,
9:19.0,Offensive rebound by P. Millsap,,71-66,,
9:17.0,P. Millsap makes 2-pt shot from 3 ft,2,73-66,,
8:56.0,,,73-68,2,A. Varejao makes 2-pt shot from 3 ft
8:36.0,A. Horford makes 2-pt shot from 7 ft,2,75-68,,
8:18.0,,,75-68,,K. Irving misses 3-pt shot from 25 ft
8:17.0,Defensive rebound by D. Schroder,,75-68,,
8:10.0,D. Carroll misses 3-pt shot from 22 ft,,75-68,,
8:08.0,,,75-68,,Defensive rebound by K. Love
8:01.0,,,75-68,,A. Varejao misses 2-pt shot from 2 ft (block by K. Korver)
7:56.0,,,75-68,,Offensive rebound by S. Marion
7:46.0,,,75-68,,S. Marion misses 3-pt shot from 23 ft
7:46.0,Defensive rebound by P. Millsap,,75-68,,
7:46.0,,,75-68,,Personal foul by A. Varejao (drawn by P. Millsap)
7:23.0,A. Horford makes 2-pt shot from 3 ft,2,77-68,,
7:08.0,,,77-68,,Offensive foul by K. Love
7:08.0,,,77-68,,Turnover by K. Love (offensive foul)
6:51.0,P. Millsap makes 2-pt shot from 3 ft,2,79-68,,
6:44.0,,,79-68,,Cleveland full timeout
6:44.0,,,79-68,,M. Dellavedova enters the game for K. Love
6:44.0,,,79-68,,T. Thompson enters the game for S. Marion
6:35.0,,,79-70,2,L. James makes 2-pt shot from 18 ft
6:16.0,,,79-70,,Personal foul by T. Thompson (drawn by P. Millsap)
6:08.0,A. Horford makes 2-pt shot at rim (assist by D. Schroder),2,81-70,,
5:51.0,,,81-70,,A. Varejao misses 2-pt shot from 4 ft
5:50.0,Defensive rebound by P. Millsap,,81-70,,
5:41.0,,,81-70,,Personal foul by A. Varejao (drawn by K. Korver)
5:35.0,P. Millsap makes 2-pt shot at rim (assist by D. Schroder),2,83-70,,
5:16.0,,,83-70,,Turnover by M. Dellavedova (bad pass; steal by P. Millsap)
5:11.0,Turnover by D. Schroder (palming),,83-70,,
5:11.0,P. Antic enters the game for A. Horford,,83-70,,
5:00.0,,,83-70,,L. James misses 2-pt shot from 19 ft
4:59.0,,,83-70,,Offensive rebound by T. Thompson
4:57.0,,,83-72,2,T. Thompson makes 2-pt shot from 1 ft
4:43.0,P. Antic makes 3-pt shot from 26 ft (assist by D. Schroder),3,86-72,,
4:18.0,,,86-72,,M. Dellavedova misses 2-pt shot from 21 ft
4:15.0,Defensive rebound by P. Antic,,86-72,,
4:09.0,D. Schroder makes 2-pt shot at rim (assist by P. Antic),2,88-72,,
4:02.0,Personal foul by P. Antic (drawn by L. James),,88-72,,
4:02.0,T. Sefolosha enters the game for K. Korver,,88-72,,
4:02.0,,,88-72,,K. Love enters the game for A. Varejao
4:02.0,,,88-72,,D. Waiters enters the game for K. Irving
3:56.0,,,88-72,,Shooting foul by D. Carroll (drawn by T. Thompson)
3:56.0,,,88-73,1,T. Thompson makes free throw 1 of 2
3:56.0,,,88-73,,T. Thompson misses free throw 2 of 2
3:55.0,Defensive rebound by D. Carroll,,88-73,,
3:36.0,D. Schroder misses 2-pt shot from 2 ft,,88-73,,
3:33.0,,,88-73,,Defensive rebound by L. James
3:09.0,,,88-73,,K. Love misses 3-pt shot from 23 ft
3:07.0,Defensive rebound by P. Millsap,,88-73,,
3:03.0,Atlanta full timeout,,88-73,,
3:03.0,S. Mack enters the game for D. Carroll,,88-73,,
3:03.0,K. Korver enters the game for D. Schroder,,88-73,,
3:00.0,,,88-73,,Personal foul by M. Dellavedova (drawn by K. Korver)
2:51.0,S. Mack makes 3-pt shot from 26 ft (assist by T. Sefolosha),3,91-73,,
2:28.0,,,91-73,,D. Waiters misses 2-pt shot at rim
2:25.0,Defensive rebound by P. Millsap,,91-73,,
2:14.0,P. Antic misses 3-pt shot from 23 ft,,91-73,,
2:13.0,,,91-73,,Defensive rebound by T. Thompson
2:05.0,,,91-73,,L. James misses 2-pt shot from 1 ft
2:03.0,Defensive rebound by T. Sefolosha,,91-73,,
1:49.0,P. Millsap misses 2-pt shot from 1 ft,,91-73,,
1:47.0,,,91-73,,Defensive rebound by K. Love
1:41.0,,,91-73,,D. Waiters misses 3-pt shot from 23 ft
1:41.0,,,91-73,,Offensive rebound by Team
1:41.0,Personal foul by P. Antic (drawn by T. Thompson),,91-73,,
1:41.0,M. Scott enters the game for P. Millsap,,91-73,,
1:29.0,,,91-75,2,K. Love makes 2-pt shot from 6 ft (assist by D. Waiters)
1:16.0,M. Scott misses 3-pt shot from 22 ft,,91-75,,
1:15.0,Offensive rebound by T. Sefolosha,,91-75,,
1:06.0,P. Antic makes 2-pt shot at rim (assist by S. Mack),2,93-75,,
1:06.0,Shooting foul by M. Dellavedova (drawn by P. Antic),,93-75,,
1:06.0,P. Antic misses free throw 1 of 1,,93-75,,
1:05.0,,,93-75,,Defensive rebound by T. Thompson
0:42.0,,,93-75,,Turnover by Team (shot clock)
0:26.0,T. Sefolosha misses 2-pt shot from 4 ft,,93-75,,
0:24.0,,,93-75,,Defensive rebound by L. James
0:16.0,,,93-75,,M. Dellavedova misses 3-pt shot from 23 ft
0:14.0,Defensive rebound by T. Sefolosha,,93-75,,
0:04.0,,,93-75,,Personal foul by T. Thompson (drawn by P. Antic)
0:04.0,P. Antic makes free throw 1 of 2,1,94-75,,
0:04.0,K. Bazemore enters the game for K. Korver,,94-75,,
0:04.0,P. Antic makes free throw 2 of 2,1,95-75,,
0:00.0,,,95-75,,M. Dellavedova misses 3-pt shot from 28 ft
0:00.0,,,95-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,K. Korver misses 3-pt shot from 26 ft,,95-75,,
11:43.0,Offensive rebound by P. Antic,,95-75,,
11:29.0,P. Antic misses 2-pt shot from 13 ft,,95-75,,
11:28.0,,,95-75,,Defensive rebound by K. Love
11:20.0,,,95-75,,Shooting foul by P. Antic (drawn by D. Waiters)
11:20.0,,,95-76,1,D. Waiters makes free throw 1 of 2
11:20.0,,,95-77,1,D. Waiters makes free throw 2 of 2
11:15.0,,,95-77,,Personal foul by D. Waiters (drawn by S. Mack)
11:00.0,S. Mack misses 2-pt shot at rim,,95-77,,
10:58.0,Offensive rebound by P. Antic,,95-77,,
10:58.0,P. Antic makes 2-pt shot at rim,2,97-77,,
10:47.0,,,97-79,2,D. Waiters makes 2-pt shot at rim
10:26.0,Shooting foul by D. Waiters (drawn by S. Mack),,97-79,,
10:26.0,S. Mack makes free throw 1 of 2,1,98-79,,
10:26.0,S. Mack makes free throw 2 of 2,1,99-79,,
10:16.0,,,99-81,2,D. Waiters makes 2-pt shot at rim
10:16.0,,,99-81,,Technical foul by D. Waiters
10:16.0,K. Korver makes technical free throw,1,100-81,,
10:05.0,,,100-81,,Personal foul by M. Dellavedova (drawn by P. Antic)
10:05.0,K. Bazemore enters the game for T. Sefolosha,,100-81,,
9:59.0,Turnover by K. Korver (bad pass),,100-81,,
9:48.0,,,100-81,,K. Irving misses 2-pt shot from 5 ft
9:45.0,Defensive rebound by P. Antic,,100-81,,
9:28.0,K. Bazemore makes 3-pt shot from 25 ft (assist by M. Scott),3,103-81,,
9:12.0,,,103-81,,K. Irving misses 2-pt shot at rim (block by K. Bazemore)
9:10.0,Defensive rebound by K. Korver,,103-81,,
9:02.0,S. Mack makes 2-pt shot at rim,2,105-81,,
8:58.0,,,105-81,,Cleveland full timeout
8:58.0,,,105-81,,J. Harris enters the game for M. Dellavedova
8:58.0,A. Horford enters the game for P. Antic,,105-81,,
8:49.0,,,105-81,,J. Jones misses 3-pt shot from 26 ft
8:47.0,Defensive rebound by K. Bazemore,,105-81,,
8:38.0,Shooting foul by K. Irving (drawn by K. Bazemore),,105-81,,
8:38.0,K. Bazemore makes free throw 1 of 2,1,106-81,,
8:38.0,K. Bazemore misses free throw 2 of 2,,106-81,,
8:37.0,,,106-81,,Defensive rebound by J. Jones
8:23.0,,,106-81,,Shooting foul by K. Korver (drawn by J. Harris)
8:23.0,,,106-81,,J. Harris misses free throw 1 of 2
8:23.0,,,106-81,,Offensive rebound by Team
8:23.0,,,106-81,,J. Harris misses free throw 2 of 2
8:21.0,Defensive rebound by K. Bazemore,,106-81,,
7:58.0,K. Bazemore makes 2-pt shot from 3 ft (assist by M. Scott),2,108-81,,
7:41.0,Personal foul by K. Bazemore (drawn by K. Irving),,108-81,,
7:41.0,,,108-81,,A. Price enters the game for K. Irving
7:41.0,,,108-81,,T. Thompson enters the game for K. Love
7:41.0,D. Carroll enters the game for K. Korver,,108-81,,
7:34.0,,,108-81,,D. Waiters misses 2-pt shot from 8 ft
7:33.0,Defensive rebound by D. Carroll,,108-81,,
7:19.0,A. Horford makes 2-pt shot at rim (assist by K. Bazemore),2,110-81,,
6:57.0,,,110-84,3,J. Jones makes 3-pt shot from 25 ft (assist by T. Thompson)
6:50.0,,,110-84,,Personal foul by J. Jones (drawn by M. Scott)
6:50.0,M. Scott makes free throw 1 of 2,1,111-84,,
6:50.0,D. Schroder enters the game for S. Mack,,111-84,,
6:50.0,M. Scott makes free throw 2 of 2,1,112-84,,
6:37.0,,,112-87,3,J. Jones makes 3-pt shot from 26 ft (assist by D. Waiters)
6:16.0,M. Scott misses 2-pt shot from 9 ft,,112-87,,
6:12.0,,,112-87,,Defensive rebound by J. Jones
6:09.0,Violation by M. Scott (kicked ball),,112-87,,
5:59.0,,,112-90,3,J. Harris makes 3-pt shot from 23 ft (assist by D. Waiters)
5:34.0,A. Horford makes 2-pt shot from 7 ft (assist by D. Schroder),2,114-90,,
5:21.0,,,114-90,,D. Waiters misses 2-pt shot from 1 ft
5:20.0,,,114-90,,Offensive rebound by Team
5:20.0,Official timeout,,114-90,,
5:15.0,,,114-92,2,D. Waiters makes 2-pt shot at rim (assist by J. Jones)
4:55.0,A. Horford makes 2-pt shot from 20 ft (assist by D. Schroder),2,116-92,,
4:46.0,,,116-92,,D. Waiters misses 2-pt shot at rim (block by A. Horford)
4:44.0,,,116-92,,Offensive rebound by A. Price
4:41.0,,,116-92,,Turnover by J. Harris (bad pass)
4:41.0,M. Muscala enters the game for A. Horford,,116-92,,
4:41.0,T. Sefolosha enters the game for D. Carroll,,116-92,,
4:19.0,D. Schroder makes 2-pt shot at rim (assist by M. Scott),2,118-92,,
4:01.0,,,118-92,,A. Price misses 3-pt shot from 25 ft
3:59.0,,,118-92,,Offensive rebound by A. Price
3:57.0,,,118-92,,A. Price misses 2-pt shot at rim
3:55.0,Defensive rebound by M. Muscala,,118-92,,
3:37.0,M. Scott makes 3-pt shot from 26 ft (assist by D. Schroder),3,121-92,,
3:26.0,,,121-94,2,D. Waiters makes 2-pt shot from 17 ft
3:19.0,Atlanta full timeout,,121-94,,
3:19.0,J. Jenkins enters the game for D. Schroder,,121-94,,
3:19.0,,,121-94,,L. Amundson enters the game for T. Thompson
3:09.0,T. Sefolosha misses 2-pt shot from 1 ft,,121-94,,
3:04.0,,,121-94,,Defensive rebound by L. Amundson
3:01.0,,,121-94,,J. Harris misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by T. Sefolosha,,121-94,,
2:40.0,K. Bazemore misses 2-pt shot at rim,,121-94,,
2:37.0,,,121-94,,Defensive rebound by J. Harris
2:32.0,,,121-94,,A. Price misses 2-pt shot at rim (block by K. Bazemore)
2:30.0,Defensive rebound by J. Jenkins,,121-94,,
2:15.0,M. Muscala makes 2-pt shot at rim (assist by M. Scott),2,123-94,,
1:54.0,,,123-94,,J. Jones misses 3-pt shot from 27 ft
1:53.0,,,123-94,,Offensive rebound by D. Waiters
1:49.0,,,123-96,2,D. Waiters makes 2-pt shot at rim
1:39.0,M. Scott makes 2-pt shot at rim (assist by T. Sefolosha),2,125-96,,
1:25.0,,,125-96,,D. Waiters misses 2-pt shot from 16 ft
1:22.0,Defensive rebound by T. Sefolosha,,125-96,,
1:04.0,K. Bazemore misses 2-pt shot from 17 ft,,125-96,,
1:03.0,,,125-96,,Defensive rebound by J. Harris
0:54.0,,,125-96,,J. Jones misses 3-pt shot from 26 ft
0:53.0,Defensive rebound by T. Sefolosha,,125-96,,
0:46.0,M. Muscala makes 2-pt shot at rim (assist by T. Sefolosha),2,127-96,,
0:32.0,,,127-96,,Shooting foul by M. Muscala (drawn by L. Amundson)
0:32.0,,,127-97,1,L. Amundson makes free throw 1 of 2
0:32.0,,,127-98,1,L. Amundson makes free throw 2 of 2
0:12.0,K. Bazemore misses 2-pt shot from 1 ft,,127-98,,
0:09.0,Offensive rebound by T. Sefolosha,,127-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
