time,Houston,pts.away,score,pts.home,LA Clippers
5:59.0,J. Harden makes free throw 1 of 2,1,12-14,,
5:59.0,J. Harden makes free throw 2 of 2,1,13-14,,
5:38.0,,,13-16,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
5:23.0,D. Motiejunas misses 2-pt shot from 16 ft,,13-16,,
5:21.0,,,13-16,,Defensive rebound by D. Jordan
5:15.0,,,13-16,,Shooting foul by T. Jones (drawn by J. Redick)
5:15.0,,,13-17,1,J. Redick makes free throw 1 of 2
5:15.0,J. Terry enters the game for P. Beverley,,13-17,,
5:15.0,J. Smith enters the game for T. Jones,,13-17,,
5:15.0,,,13-18,1,J. Redick makes free throw 2 of 2
5:02.0,D. Motiejunas misses 2-pt shot from 3 ft (block by D. Jordan),,13-18,,
5:00.0,Offensive rebound by J. Smith,,13-18,,
4:58.0,Turnover by J. Smith (bad pass; steal by J. Redick),,13-18,,
4:53.0,,,13-18,,Shooting foul by J. Terry (drawn by D. Jordan)
4:53.0,,,13-18,,D. Jordan misses free throw 1 of 2
4:53.0,,,13-18,,Offensive rebound by Team
4:53.0,,,13-18,,D. Jordan misses free throw 2 of 2
4:52.0,Defensive rebound by J. Harden,,13-18,,
4:42.0,J. Smith makes 2-pt shot from 3 ft (assist by J. Harden),2,15-18,,
4:30.0,,,15-18,,B. Griffin misses 2-pt shot from 18 ft
4:29.0,Defensive rebound by J. Terry,,15-18,,
4:22.0,T. Ariza misses 3-pt shot from 25 ft,,15-18,,
4:20.0,,,15-18,,Defensive rebound by J. Redick
4:12.0,,,15-21,3,M. Barnes makes 3-pt shot from 23 ft (assist by B. Griffin)
3:52.0,J. Harden misses 3-pt shot from 26 ft,,15-21,,
3:50.0,,,15-21,,Defensive rebound by M. Barnes
3:35.0,,,15-24,3,M. Barnes makes 3-pt shot from 23 ft (assist by D. Jordan)
3:17.0,J. Terry misses 3-pt shot from 24 ft,,15-24,,
3:16.0,Offensive rebound by D. Motiejunas,,15-24,,
3:13.0,J. Terry misses 3-pt shot from 23 ft,,15-24,,
3:11.0,,,15-24,,Defensive rebound by M. Barnes
2:55.0,,,15-24,,Turnover by B. Griffin (bad pass; steal by D. Motiejunas)
2:52.0,Shooting foul by C. Paul (drawn by J. Harden),,15-24,,
2:52.0,Houston full timeout,,15-24,,
2:52.0,C. Brewer enters the game for T. Ariza,,15-24,,
2:52.0,,,15-24,,A. Rivers enters the game for B. Griffin
2:52.0,,,15-24,,S. Hawes enters the game for C. Paul
2:52.0,J. Harden makes free throw 1 of 2,1,16-24,,
2:52.0,J. Harden makes free throw 2 of 2,1,17-24,,
2:36.0,,,17-24,,Turnover by D. Jordan (lost ball)
2:30.0,C. Brewer misses 3-pt shot from 25 ft,,17-24,,
2:28.0,,,17-24,,Defensive rebound by A. Rivers
2:16.0,,,17-24,,S. Hawes misses 2-pt shot from 2 ft
2:15.0,,,17-24,,Offensive rebound by S. Hawes
2:09.0,,,17-27,3,M. Barnes makes 3-pt shot from 26 ft (assist by S. Hawes)
1:54.0,J. Smith misses 3-pt shot from 23 ft,,17-27,,
1:53.0,,,17-27,,Defensive rebound by D. Jordan
1:36.0,,,17-27,,J. Redick misses 3-pt shot from 22 ft
1:34.0,,,17-27,,Offensive rebound by D. Jordan
1:30.0,,,17-27,,J. Redick misses 3-pt shot from 23 ft
1:28.0,Defensive rebound by C. Brewer,,17-27,,
1:23.0,D. Motiejunas makes 2-pt shot from 2 ft (assist by J. Terry),2,19-27,,
1:06.0,,,19-27,,A. Rivers misses 2-pt shot from 3 ft
1:04.0,Defensive rebound by J. Terry,,19-27,,
0:52.0,C. Brewer misses 3-pt shot from 26 ft,,19-27,,
0:51.0,,,19-27,,Defensive rebound by D. Jordan
0:41.0,,,19-27,,A. Rivers misses 2-pt shot from 6 ft
0:41.0,Defensive rebound by Team,,19-27,,
0:41.0,,,19-27,,Loose ball foul by D. Jordan (drawn by D. Motiejunas)
0:41.0,,,19-27,,N. Robinson enters the game for J. Redick
0:41.0,D. Motiejunas makes free throw 1 of 2,1,20-27,,
0:41.0,,,20-27,,G. Davis enters the game for D. Jordan
0:41.0,T. Ariza enters the game for J. Harden,,20-27,,
0:41.0,D. Motiejunas makes free throw 2 of 2,1,21-27,,
0:24.0,,,21-30,3,M. Barnes makes 3-pt shot from 25 ft (assist by S. Hawes)
0:21.0,Houston full timeout,,21-30,,
0:21.0,,,21-30,,D. Jones enters the game for M. Barnes
0:21.0,,,21-30,,J. Hamilton enters the game for S. Hawes
0:21.0,J. Harden enters the game for D. Motiejunas,,21-30,,
0:21.0,J. Dorsey enters the game for J. Smith,,21-30,,
0:12.0,,,21-30,,Personal take foul by J. Hamilton (drawn by J. Dorsey)
0:12.0,J. Dorsey misses free throw 1 of 2,,21-30,,
0:12.0,Offensive rebound by Team,,21-30,,
0:12.0,,,21-30,,J. Redick enters the game for D. Jones
0:12.0,,,21-30,,B. Griffin enters the game for J. Hamilton
0:12.0,J. Smith enters the game for J. Harden,,21-30,,
0:12.0,,,21-30,,C. Paul enters the game for G. Davis
0:12.0,J. Dorsey misses free throw 2 of 2,,21-30,,
0:12.0,,,21-30,,Defensive rebound by A. Rivers
0:07.0,,,21-30,,Turnover by B. Griffin (lost ball; steal by J. Terry)
0:00.0,Shooting foul by J. Redick (drawn by C. Brewer),,21-30,,
0:00.0,C. Brewer misses free throw 1 of 2,,21-30,,
0:00.0,Offensive rebound by Team,,21-30,,
0:00.0,C. Brewer makes free throw 2 of 2,1,22-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,J. Smith misses 3-pt shot from 26 ft,,22-30,,
11:45.0,Offensive rebound by T. Ariza,,22-30,,
11:41.0,T. Ariza makes 2-pt shot from 2 ft,2,24-30,,
11:29.0,,,24-30,,Turnover by A. Rivers (bad pass; steal by J. Smith)
11:25.0,J. Smith makes 2-pt shot at rim,2,26-30,,
11:06.0,,,26-30,,N. Robinson misses 2-pt shot from 18 ft (block by C. Brewer)
11:05.0,Defensive rebound by C. Brewer,,26-30,,
11:05.0,,,26-30,,Loose ball foul by A. Rivers (drawn by C. Brewer)
11:05.0,,,26-30,,B. Griffin enters the game for S. Hawes
10:45.0,C. Brewer misses 2-pt shot from 5 ft (block by A. Rivers),,26-30,,
10:45.0,,,26-30,,Defensive rebound by Team
10:29.0,,,26-32,2,B. Griffin makes 2-pt shot from 2 ft (assist by N. Robinson)
10:11.0,J. Smith misses 2-pt shot from 18 ft,,26-32,,
10:10.0,,,26-32,,Defensive rebound by A. Rivers
10:07.0,,,26-32,,Shooting foul by J. Smith (drawn by A. Rivers)
10:07.0,,,26-32,,A. Rivers misses free throw 1 of 2
10:07.0,,,26-32,,Offensive rebound by Team
10:07.0,D. Motiejunas enters the game for J. Dorsey,,26-32,,
10:07.0,T. Jones enters the game for J. Smith,,26-32,,
10:07.0,,,26-32,,A. Rivers misses free throw 2 of 2
10:02.0,Defensive rebound by T. Ariza,,26-32,,
9:45.0,D. Motiejunas misses 3-pt shot from 26 ft,,26-32,,
9:45.0,,,26-32,,Defensive rebound by Team
9:30.0,,,26-34,2,J. Hamilton makes 2-pt shot from 15 ft
9:18.0,,,26-34,,Personal foul by A. Rivers (drawn by C. Brewer)
9:18.0,P. Beverley enters the game for J. Terry,,26-34,,
9:18.0,,,26-34,,J. Redick enters the game for A. Rivers
9:09.0,D. Motiejunas misses 2-pt shot from 10 ft (block by G. Davis),,26-34,,
9:07.0,,,26-34,,Defensive rebound by J. Hamilton
9:02.0,,,26-34,,J. Hamilton misses 3-pt shot from 25 ft
9:02.0,,,26-34,,Offensive rebound by Team
9:02.0,Loose ball foul by P. Beverley (drawn by B. Griffin),,26-34,,
8:48.0,,,26-34,,B. Griffin misses 2-pt shot from 5 ft
8:46.0,Defensive rebound by T. Jones,,26-34,,
8:36.0,P. Beverley makes 3-pt shot from 25 ft (assist by T. Ariza),3,29-34,,
8:22.0,,,29-34,,J. Redick misses 2-pt shot from 16 ft
8:21.0,Defensive rebound by D. Motiejunas,,29-34,,
8:13.0,T. Ariza misses 3-pt shot from 27 ft,,29-34,,
8:12.0,,,29-34,,Defensive rebound by J. Redick
8:06.0,,,29-36,2,N. Robinson makes 2-pt shot from 2 ft (assist by J. Redick)
8:03.0,,,29-36,,Loose ball foul by B. Griffin (drawn by P. Beverley)
8:03.0,Official timeout,,29-36,,
8:03.0,J. Harden enters the game for C. Brewer,,29-36,,
8:03.0,,,29-36,,C. Paul enters the game for N. Robinson
7:44.0,J. Harden makes 3-pt shot from 25 ft (assist by P. Beverley),3,32-36,,
7:17.0,,,32-36,,C. Paul misses 3-pt shot from 26 ft
7:16.0,Defensive rebound by Team,,32-36,,
7:16.0,,,32-36,,M. Barnes enters the game for J. Hamilton
6:59.0,T. Ariza misses 2-pt shot from 20 ft,,32-36,,
6:57.0,,,32-36,,Defensive rebound by B. Griffin
6:51.0,,,32-38,2,G. Davis makes 2-pt shot from 2 ft (assist by B. Griffin)
6:30.0,P. Beverley misses 3-pt shot from 25 ft,,32-38,,
6:27.0,,,32-38,,Defensive rebound by B. Griffin
6:16.0,,,32-38,,M. Barnes misses 3-pt shot from 24 ft
6:15.0,Defensive rebound by T. Ariza,,32-38,,
6:06.0,T. Jones misses 3-pt shot from 25 ft,,32-38,,
6:04.0,Offensive rebound by T. Ariza,,32-38,,
6:02.0,J. Harden makes flagrant free throw 1 of 2,1,33-38,,
6:02.0,,,33-38,,D. Jordan enters the game for G. Davis
6:02.0,J. Harden makes flagrant free throw 2 of 2,1,34-38,,
5:56.0,J. Harden misses 2-pt shot from 1 ft (block by M. Barnes),,34-38,,
5:56.0,Offensive rebound by Team,,34-38,,
5:56.0,,,34-38,,Loose ball foul by J. Redick (drawn by J. Harden)
5:56.0,,,34-38,,LA Clippers full timeout
5:56.0,J. Harden makes free throw 1 of 2,1,35-38,,
5:56.0,J. Harden makes free throw 2 of 2,1,36-38,,
5:44.0,,,36-38,,C. Paul misses 2-pt shot from 19 ft
5:40.0,Defensive rebound by T. Ariza,,36-38,,
5:32.0,J. Harden makes 3-pt shot from 25 ft (assist by T. Ariza),3,39-38,,
5:19.0,,,39-40,2,C. Paul makes 2-pt shot from 17 ft
5:05.0,Shooting foul by B. Griffin (drawn by T. Ariza),,39-40,,
5:05.0,T. Ariza makes free throw 1 of 2,1,40-40,,
5:05.0,T. Ariza makes free throw 2 of 2,1,41-40,,
4:52.0,,,41-40,,Turnover by C. Paul (lost ball)
4:51.0,,,41-40,,J. Hamilton enters the game for J. Redick
4:40.0,T. Jones misses 2-pt shot from 14 ft,,41-40,,
4:39.0,,,41-40,,Defensive rebound by C. Paul
4:33.0,,,41-40,,C. Paul misses 2-pt shot from 16 ft
4:32.0,Defensive rebound by T. Ariza,,41-40,,
4:14.0,D. Motiejunas misses 2-pt shot from 8 ft,,41-40,,
4:11.0,Offensive rebound by T. Jones,,41-40,,
4:11.0,T. Jones misses 2-pt shot from 2 ft,,41-40,,
4:08.0,Offensive rebound by T. Jones,,41-40,,
4:08.0,T. Jones makes 2-pt shot from 2 ft,2,43-40,,
3:53.0,,,43-40,,Turnover by B. Griffin (bad pass; steal by T. Ariza)
3:50.0,T. Ariza makes 2-pt shot from 2 ft,2,45-40,,
3:40.0,,,45-40,,LA Clippers full timeout
3:27.0,,,45-43,3,J. Hamilton makes 3-pt shot from 27 ft (assist by B. Griffin)
3:12.0,T. Jones misses 2-pt shot from 3 ft (block by D. Jordan),,45-43,,
3:11.0,,,45-43,,Defensive rebound by J. Hamilton
3:01.0,,,45-43,,Turnover by D. Jordan (offensive goaltending)
2:52.0,T. Ariza misses 3-pt shot from 23 ft,,45-43,,
2:51.0,,,45-43,,Defensive rebound by D. Jordan
2:41.0,,,45-43,,Shooting foul by D. Motiejunas (drawn by D. Jordan)
2:41.0,Houston full timeout,,45-43,,
2:41.0,J. Smith enters the game for T. Jones,,45-43,,
2:41.0,,,45-43,,D. Jordan misses free throw 1 of 2
2:41.0,,,45-43,,Offensive rebound by Team
2:41.0,,,45-43,,D. Jordan misses free throw 2 of 2
2:39.0,,,45-43,,Offensive rebound by B. Griffin
2:33.0,,,45-45,2,C. Paul makes 2-pt shot from 22 ft
2:09.0,T. Ariza makes 3-pt shot from 26 ft (assist by J. Harden),3,48-45,,
1:53.0,,,48-45,,C. Paul misses 2-pt shot from 2 ft
1:52.0,Defensive rebound by P. Beverley,,48-45,,
1:48.0,Turnover by P. Beverley (bad pass; steal by C. Paul),,48-45,,
1:43.0,,,48-48,3,J. Hamilton makes 3-pt shot from 26 ft (assist by C. Paul)
1:26.0,J. Harden makes 2-pt shot from 2 ft (assist by P. Beverley),2,50-48,,
1:13.0,,,50-48,,J. Hamilton misses 2-pt shot from 19 ft
1:11.0,Defensive rebound by D. Motiejunas,,50-48,,
1:02.0,Shooting foul by M. Barnes (drawn by J. Harden),,50-48,,
1:02.0,J. Harden makes free throw 1 of 3,1,51-48,,
1:02.0,J. Harden makes free throw 2 of 3,1,52-48,,
1:02.0,J. Harden makes free throw 3 of 3,1,53-48,,
0:51.0,,,53-48,,Shooting foul by P. Beverley (drawn by C. Paul)
0:51.0,,,53-49,1,C. Paul makes free throw 1 of 2
0:51.0,,,53-50,1,C. Paul makes free throw 2 of 2
0:39.0,T. Ariza misses 2-pt shot from 2 ft,,53-50,,
0:37.0,,,53-50,,Defensive rebound by D. Jordan
0:32.0,,,53-50,,Turnover by C. Paul (bad pass)
0:10.0,J. Harden makes 3-pt shot from 27 ft,3,56-50,,
0:03.0,,,56-50,,Turnover by C. Paul (lost ball)
0:00.0,Shooting foul by C. Paul (drawn by P. Beverley),,56-50,,
0:00.0,P. Beverley makes free throw 1 of 2,1,57-50,,
0:00.0,P. Beverley makes free throw 2 of 2,1,58-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Turnover by P. Beverley (bad pass; steal by C. Paul),,58-50,,
11:46.0,,,58-52,2,C. Paul makes 2-pt shot from 1 ft
11:20.0,D. Motiejunas misses 3-pt shot from 23 ft,,58-52,,
11:19.0,,,58-52,,Defensive rebound by J. Redick
11:18.0,,,58-52,,Turnover by J. Redick (bad pass)
11:10.0,T. Ariza misses 2-pt shot from 1 ft (block by D. Jordan),,58-52,,
11:08.0,,,58-52,,Defensive rebound by D. Jordan
10:53.0,,,58-52,,M. Barnes misses 3-pt shot from 25 ft
10:52.0,,,58-52,,Offensive rebound by Team
10:52.0,Loose ball foul by D. Motiejunas (drawn by D. Jordan),,58-52,,
10:47.0,,,58-52,,Offensive foul by D. Jordan
10:47.0,,,58-52,,Turnover by D. Jordan (offensive foul)
10:29.0,T. Ariza makes 3-pt shot from 23 ft (assist by P. Beverley),3,61-52,,
10:07.0,,,61-55,3,J. Redick makes 3-pt shot from 25 ft (assist by M. Barnes)
9:54.0,T. Ariza makes 2-pt shot from 14 ft (assist by D. Motiejunas),2,63-55,,
9:40.0,,,63-57,2,B. Griffin makes 2-pt shot from 2 ft (assist by M. Barnes)
9:40.0,,,63-57,,Shooting foul by J. Harden (drawn by B. Griffin)
9:40.0,,,63-58,1,B. Griffin makes free throw 1 of 1
9:29.0,T. Jones makes 2-pt shot from 4 ft (assist by D. Motiejunas),2,65-58,,
9:15.0,,,65-58,,J. Redick misses 2-pt shot from 15 ft
9:13.0,Defensive rebound by T. Jones,,65-58,,
9:02.0,J. Harden misses 2-pt shot from 3 ft (block by D. Jordan),,65-58,,
8:58.0,,,65-58,,Defensive rebound by C. Paul
8:56.0,,,65-58,,M. Barnes misses 2-pt shot from 3 ft
8:51.0,Defensive rebound by D. Motiejunas,,65-58,,
8:49.0,T. Jones makes 2-pt shot from 1 ft,2,67-58,,
8:33.0,,,67-58,,C. Paul misses 2-pt shot from 15 ft
8:32.0,Defensive rebound by J. Harden,,67-58,,
8:20.0,J. Harden makes 2-pt shot from 19 ft,2,69-58,,
8:20.0,,,69-58,,LA Clippers full timeout
8:00.0,,,69-58,,C. Paul misses 2-pt shot from 20 ft
7:59.0,Defensive rebound by T. Jones,,69-58,,
7:42.0,Shooting foul by M. Barnes (drawn by P. Beverley),,69-58,,
7:42.0,P. Beverley makes free throw 1 of 2,1,70-58,,
7:42.0,P. Beverley makes free throw 2 of 2,1,71-58,,
7:30.0,,,71-58,,M. Barnes misses 3-pt shot from 25 ft
7:28.0,Defensive rebound by J. Harden,,71-58,,
7:18.0,,,71-58,,Violation by B. Griffin (kicked ball)
7:07.0,T. Jones misses 2-pt shot from 8 ft,,71-58,,
7:04.0,Offensive rebound by D. Motiejunas,,71-58,,
7:04.0,D. Motiejunas makes 2-pt shot from 2 ft,2,73-58,,
6:52.0,,,73-58,,Shooting foul by J. Harden (drawn by C. Paul)
6:52.0,,,73-59,1,C. Paul makes free throw 1 of 2
6:52.0,,,73-60,1,C. Paul makes free throw 2 of 2
6:39.0,D. Motiejunas misses 2-pt shot from 12 ft,,73-60,,
6:35.0,,,73-60,,Defensive rebound by D. Jordan
6:28.0,,,73-60,,M. Barnes misses 3-pt shot from 26 ft
6:27.0,Defensive rebound by P. Beverley,,73-60,,
6:16.0,,,73-60,,Personal foul by B. Griffin (drawn by D. Motiejunas)
6:04.0,J. Harden misses 3-pt shot from 27 ft,,73-60,,
6:02.0,,,73-60,,Defensive rebound by D. Jordan
5:48.0,,,73-60,,C. Paul misses 2-pt shot from 16 ft
5:46.0,Defensive rebound by T. Jones,,73-60,,
5:36.0,P. Beverley misses 3-pt shot from 23 ft,,73-60,,
5:33.0,,,73-60,,Defensive rebound by D. Jordan
5:22.0,,,73-60,,Turnover by J. Redick (bad pass; steal by P. Beverley)
5:18.0,P. Beverley makes 2-pt shot from 2 ft,2,75-60,,
5:08.0,Personal foul by P. Beverley (drawn by B. Griffin),,75-60,,
5:08.0,,,75-60,,LA Clippers full timeout
5:08.0,,,75-60,,G. Davis enters the game for B. Griffin
5:08.0,J. Smith enters the game for D. Motiejunas,,75-60,,
5:08.0,J. Terry enters the game for P. Beverley,,75-60,,
4:56.0,,,75-60,,J. Redick misses 3-pt shot from 26 ft
4:55.0,,,75-60,,Offensive rebound by D. Jordan
4:55.0,,,75-62,2,D. Jordan makes 2-pt shot from 1 ft
4:34.0,J. Smith misses 2-pt shot from 4 ft,,75-62,,
4:32.0,,,75-62,,Defensive rebound by D. Jordan
4:19.0,,,75-62,,J. Redick misses 2-pt shot from 22 ft
4:18.0,,,75-62,,Offensive rebound by Team
4:18.0,Loose ball foul by T. Jones (drawn by D. Jordan),,75-62,,
4:18.0,,,75-62,,D. Jordan misses free throw 1 of 2
4:18.0,,,75-62,,Offensive rebound by Team
4:18.0,,,75-62,,D. Jordan misses free throw 2 of 2
4:16.0,Defensive rebound by J. Harden,,75-62,,
4:12.0,Turnover by J. Harden (bad pass; steal by M. Barnes),,75-62,,
4:04.0,,,75-64,2,C. Paul makes 2-pt shot from 19 ft
3:41.0,Turnover by T. Ariza (bad pass; steal by G. Davis),,75-64,,
3:32.0,,,75-67,3,M. Barnes makes 3-pt shot from 27 ft (assist by C. Paul)
3:31.0,Houston full timeout,,75-67,,
3:08.0,Turnover by Team (shot clock),,75-67,,
3:08.0,C. Brewer enters the game for T. Ariza,,75-67,,
2:49.0,,,75-67,,C. Paul misses 2-pt shot from 11 ft
2:48.0,,,75-67,,Offensive rebound by D. Jordan
2:48.0,,,75-67,,D. Jordan misses 2-pt shot from 1 ft
2:48.0,Defensive rebound by T. Jones,,75-67,,
2:48.0,,,75-67,,Loose ball foul by G. Davis (drawn by T. Jones)
2:48.0,D. Motiejunas enters the game for T. Jones,,75-67,,
2:29.0,C. Brewer makes 2-pt shot from 2 ft (assist by J. Harden),2,77-67,,
2:18.0,,,77-67,,G. Davis misses 2-pt shot from 20 ft
2:17.0,,,77-67,,Offensive rebound by Team
2:17.0,Loose ball foul by J. Smith (drawn by D. Jordan),,77-67,,
2:17.0,,,77-67,,D. Jordan misses free throw 1 of 2
2:17.0,,,77-67,,Offensive rebound by Team
2:17.0,,,77-67,,J. Hamilton enters the game for M. Barnes
2:17.0,,,77-67,,A. Rivers enters the game for J. Redick
2:17.0,,,77-68,1,D. Jordan makes free throw 2 of 2
2:03.0,Shooting foul by A. Rivers (drawn by J. Harden),,77-68,,
2:03.0,J. Harden makes free throw 1 of 2,1,78-68,,
2:03.0,J. Harden makes free throw 2 of 2,1,79-68,,
1:48.0,,,79-70,2,G. Davis makes 2-pt shot from 1 ft (assist by C. Paul)
1:32.0,C. Brewer misses 3-pt shot from 24 ft,,79-70,,
1:30.0,,,79-70,,Defensive rebound by D. Jordan
1:24.0,,,79-70,,C. Paul misses 3-pt shot from 27 ft
1:24.0,Defensive rebound by Team,,79-70,,
1:24.0,,,79-70,,Loose ball foul by D. Jordan (drawn by D. Motiejunas)
1:24.0,D. Motiejunas misses free throw 1 of 2,,79-70,,
1:24.0,Offensive rebound by Team,,79-70,,
1:24.0,,,79-70,,B. Griffin enters the game for D. Jordan
1:24.0,D. Motiejunas misses free throw 2 of 2,,79-70,,
1:23.0,,,79-70,,Defensive rebound by G. Davis
1:10.0,,,79-70,,C. Paul misses 2-pt shot from 18 ft
1:09.0,,,79-70,,Offensive rebound by G. Davis
1:00.0,,,79-70,,A. Rivers misses 3-pt shot from 25 ft
0:58.0,Defensive rebound by C. Brewer,,79-70,,
0:53.0,D. Motiejunas makes 2-pt shot from 3 ft (assist by J. Harden),2,81-70,,
0:53.0,Shooting foul by A. Rivers (drawn by D. Motiejunas),,81-70,,
0:53.0,,,81-70,,M. Barnes enters the game for J. Hamilton
0:53.0,D. Motiejunas makes free throw 1 of 1,1,82-70,,
0:44.0,Personal block foul by J. Smith (drawn by C. Paul),,82-70,,
0:44.0,,,82-71,1,C. Paul makes free throw 1 of 2
0:44.0,,,82-72,1,C. Paul makes free throw 2 of 2
0:37.0,,,82-72,,Personal foul by G. Davis (drawn by J. Harden)
0:37.0,J. Harden makes free throw 1 of 2,1,83-72,,
0:37.0,,,83-72,,J. Redick enters the game for M. Barnes
0:37.0,J. Harden makes free throw 2 of 2,1,84-72,,
0:26.0,,,84-72,,J. Redick misses 3-pt shot from 27 ft
0:24.0,,,84-72,,Offensive rebound by G. Davis
0:24.0,,,84-74,2,G. Davis makes 2-pt shot from 2 ft
0:02.0,J. Harden misses 2-pt shot from 19 ft,,84-74,,
0:00.0,Offensive rebound by Team,,84-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,84-74,,Turnover by B. Griffin (lost ball; steal by J. Smith)
11:35.0,C. Brewer makes 2-pt shot from 3 ft,2,86-74,,
11:26.0,Personal foul by J. Terry (drawn by J. Redick),,86-74,,
11:16.0,,,86-74,,B. Griffin misses 2-pt shot from 20 ft
11:15.0,Defensive rebound by J. Smith,,86-74,,
11:05.0,C. Brewer misses 3-pt shot from 26 ft,,86-74,,
11:03.0,,,86-74,,Defensive rebound by B. Griffin
10:57.0,,,86-76,2,A. Rivers makes 2-pt shot from 2 ft (assist by B. Griffin)
10:34.0,C. Brewer misses 2-pt shot from 3 ft (block by B. Griffin),,86-76,,
10:31.0,,,86-76,,Defensive rebound by B. Griffin
10:26.0,,,86-78,2,N. Robinson makes 2-pt shot from 14 ft (assist by B. Griffin)
10:11.0,Turnover by J. Smith (bad pass),,86-78,,
10:01.0,,,86-78,,N. Robinson misses 2-pt shot from 19 ft
10:00.0,Defensive rebound by T. Ariza,,86-78,,
9:47.0,J. Smith misses 3-pt shot from 22 ft,,86-78,,
9:46.0,,,86-78,,Defensive rebound by B. Griffin
9:36.0,,,86-80,2,A. Rivers makes 2-pt shot from 19 ft
9:33.0,Houston full timeout,,86-80,,
9:33.0,P. Beverley enters the game for J. Smith,,86-80,,
9:33.0,T. Jones enters the game for J. Terry,,86-80,,
9:22.0,Turnover by T. Ariza (bad pass),,86-80,,
9:08.0,,,86-80,,G. Davis misses 2-pt shot from 5 ft (block by C. Brewer)
9:08.0,Defensive rebound by Team,,86-80,,
9:08.0,J. Harden enters the game for T. Ariza,,86-80,,
8:55.0,D. Motiejunas misses 2-pt shot from 6 ft,,86-80,,
8:52.0,,,86-80,,Defensive rebound by B. Griffin
8:51.0,Personal foul by C. Brewer (drawn by B. Griffin),,86-80,,
8:42.0,,,86-83,3,N. Robinson makes 3-pt shot from 27 ft (assist by J. Redick)
8:23.0,C. Brewer misses 2-pt shot from 1 ft,,86-83,,
8:21.0,,,86-83,,Defensive rebound by N. Robinson
8:21.0,,,86-83,,Turnover by N. Robinson (step out of bounds)
