time,New Orleans,pts.away,score,pts.home,Memphis
2:52.0,O. Asik misses free throw 2 of 2,,11-18,,
2:51.0,,,11-18,,Defensive rebound by Z. Randolph
2:29.0,,,11-20,2,T. Prince makes 2-pt shot from 3 ft (assist by K. Koufos)
2:12.0,E. Gordon misses 2-pt shot from 1 ft (block by M. Conley),,11-20,,
2:09.0,,,11-20,,Defensive rebound by Z. Randolph
2:05.0,,,11-20,,Q. Pondexter misses 3-pt shot from 22 ft
2:03.0,Defensive rebound by L. Babbitt,,11-20,,
1:53.0,E. Gordon misses 3-pt shot from 23 ft,,11-20,,
1:52.0,,,11-20,,Defensive rebound by Z. Randolph
1:32.0,,,11-20,,Z. Randolph misses 2-pt shot from 6 ft
1:30.0,Defensive rebound by O. Asik,,11-20,,
1:23.0,Shooting foul by Q. Pondexter (drawn by R. Anderson),,11-20,,
1:23.0,R. Anderson makes free throw 1 of 2,1,12-20,,
1:23.0,A. Ajinca enters the game for O. Asik,,12-20,,
1:23.0,A. Rivers enters the game for E. Gordon,,12-20,,
1:23.0,,,12-20,,V. Carter enters the game for T. Prince
1:23.0,R. Anderson makes free throw 2 of 2,1,13-20,,
1:03.0,,,13-20,,Q. Pondexter misses 2-pt shot from 6 ft
1:02.0,Defensive rebound by A. Ajinca,,13-20,,
0:53.0,R. Anderson misses 3-pt shot from 29 ft,,13-20,,
0:52.0,,,13-20,,Defensive rebound by M. Conley
0:45.0,,,13-20,,Z. Randolph misses 2-pt shot from 2 ft
0:42.0,Defensive rebound by R. Anderson,,13-20,,
0:31.0,J. Holiday misses 3-pt shot from 25 ft,,13-20,,
0:29.0,,,13-20,,Defensive rebound by Z. Randolph
0:11.0,,,13-20,,M. Conley misses 3-pt shot from 26 ft
0:09.0,Defensive rebound by L. Babbitt,,13-20,,
0:01.0,Turnover by A. Rivers (bad pass; steal by M. Conley),,13-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,A. Ajinca misses 2-pt shot from 18 ft,,13-20,,
11:42.0,,,13-20,,Defensive rebound by V. Carter
11:27.0,,,13-20,,M. Conley misses 2-pt shot from 12 ft
11:25.0,Defensive rebound by T. Evans,,13-20,,
11:17.0,A. Ajinca makes 2-pt shot from 14 ft (assist by T. Evans),2,15-20,,
10:57.0,,,15-22,2,Q. Pondexter makes 2-pt shot from 19 ft (assist by J. Leuer)
10:37.0,T. Evans misses 2-pt shot from 1 ft,,15-22,,
10:35.0,Offensive rebound by T. Evans,,15-22,,
10:35.0,T. Evans misses 2-pt shot from 1 ft,,15-22,,
10:35.0,Offensive rebound by R. Anderson,,15-22,,
10:35.0,R. Anderson misses 2-pt shot from 1 ft,,15-22,,
10:34.0,,,15-22,,Defensive rebound by K. Koufos
10:20.0,,,15-24,2,V. Carter makes 2-pt shot from 1 ft
10:01.0,L. Babbitt misses 2-pt shot from 13 ft,,15-24,,
9:59.0,,,15-24,,Defensive rebound by K. Koufos
9:36.0,,,15-24,,M. Conley misses 2-pt shot from 16 ft
9:34.0,Defensive rebound by T. Evans,,15-24,,
9:26.0,L. Babbitt misses 3-pt shot from 23 ft (block by M. Conley),,15-24,,
9:24.0,,,15-24,,Defensive rebound by K. Koufos
9:17.0,,,15-24,,Q. Pondexter misses 3-pt shot from 25 ft
9:15.0,Defensive rebound by R. Anderson,,15-24,,
9:15.0,,,15-24,,Personal take foul by K. Koufos (drawn by T. Evans)
9:15.0,,,15-24,,B. Udrih enters the game for M. Conley
9:05.0,Offensive foul by T. Evans,,15-24,,
9:05.0,Turnover by T. Evans (offensive foul),,15-24,,
9:05.0,A. Davis enters the game for A. Ajinca,,15-24,,
8:51.0,,,15-24,,Q. Pondexter misses 2-pt shot from 5 ft
8:49.0,Defensive rebound by L. Babbitt,,15-24,,
8:42.0,T. Evans misses 2-pt shot from 1 ft,,15-24,,
8:41.0,Offensive rebound by A. Davis,,15-24,,
8:41.0,A. Davis makes 2-pt shot at rim,2,17-24,,
8:41.0,,,17-24,,Memphis full timeout
8:41.0,,,17-24,,M. Gasol enters the game for K. Koufos
8:28.0,,,17-24,,V. Carter misses 3-pt shot from 25 ft
8:27.0,Defensive rebound by T. Evans,,17-24,,
8:14.0,,,17-24,,Violation by M. Gasol (kicked ball)
8:05.0,A. Rivers makes 2-pt shot from 3 ft,2,19-24,,
7:50.0,,,19-24,,J. Leuer misses 2-pt shot from 15 ft
7:48.0,,,19-24,,Offensive rebound by V. Carter
7:38.0,,,19-26,2,B. Udrih makes 2-pt shot at rim
7:22.0,L. Babbitt misses 3-pt shot from 25 ft,,19-26,,
7:21.0,,,19-26,,Defensive rebound by Q. Pondexter
7:12.0,,,19-26,,Shooting foul by A. Rivers (drawn by J. Leuer)
7:12.0,,,19-27,1,J. Leuer makes free throw 1 of 2
7:12.0,,,19-27,,T. Allen enters the game for Q. Pondexter
7:12.0,E. Gordon enters the game for L. Babbitt,,19-27,,
7:12.0,,,19-28,1,J. Leuer makes free throw 2 of 2
6:59.0,T. Evans makes 2-pt shot from 5 ft,2,21-28,,
6:48.0,,,21-28,,J. Leuer misses 2-pt shot from 12 ft
6:47.0,Defensive rebound by R. Anderson,,21-28,,
6:41.0,A. Davis misses 2-pt shot at rim,,21-28,,
6:41.0,Offensive rebound by T. Evans,,21-28,,
6:41.0,Shooting foul by V. Carter (drawn by T. Evans),,21-28,,
6:41.0,T. Evans misses free throw 1 of 2,,21-28,,
6:41.0,Offensive rebound by Team,,21-28,,
6:41.0,T. Evans makes free throw 2 of 2,1,22-28,,
6:18.0,,,22-28,,J. Leuer misses 2-pt shot from 18 ft
6:17.0,Defensive rebound by A. Davis,,22-28,,
6:07.0,T. Evans makes 2-pt shot from 1 ft (assist by A. Davis),2,24-28,,
5:46.0,,,24-28,,Turnover by M. Gasol (bad pass; steal by A. Rivers)
5:45.0,New Orleans full timeout,,24-28,,
5:45.0,,,24-28,,T. Prince enters the game for J. Leuer
5:32.0,,,24-28,,Violation by M. Gasol (kicked ball)
5:19.0,E. Gordon misses 2-pt shot from 21 ft,,24-28,,
5:18.0,,,24-28,,Defensive rebound by B. Udrih
5:11.0,,,24-28,,B. Udrih misses 2-pt shot from 3 ft
5:09.0,Defensive rebound by E. Gordon,,24-28,,
4:57.0,Shooting foul by T. Allen (drawn by E. Gordon),,24-28,,
4:57.0,E. Gordon misses free throw 1 of 2,,24-28,,
4:57.0,Offensive rebound by Team,,24-28,,
4:57.0,,,24-28,,Z. Randolph enters the game for V. Carter
4:57.0,O. Asik enters the game for R. Anderson,,24-28,,
4:57.0,J. Holiday enters the game for A. Rivers,,24-28,,
4:57.0,E. Gordon makes free throw 2 of 2,1,25-28,,
4:38.0,,,25-30,2,T. Allen makes 2-pt shot from 4 ft (assist by Z. Randolph)
4:25.0,Turnover by T. Evans (bad pass; steal by B. Udrih),,25-30,,
4:20.0,Personal foul by O. Asik (drawn by M. Gasol),,25-30,,
4:12.0,,,25-30,,Z. Randolph misses 2-pt shot from 4 ft
4:10.0,Defensive rebound by A. Davis,,25-30,,
3:59.0,E. Gordon misses 3-pt shot from 23 ft,,25-30,,
3:58.0,,,25-30,,Defensive rebound by B. Udrih
3:50.0,,,25-32,2,M. Gasol makes 2-pt shot from 19 ft (assist by B. Udrih)
3:29.0,T. Evans makes 3-pt shot from 23 ft (assist by A. Davis),3,28-32,,
3:16.0,,,28-32,,B. Udrih misses 3-pt shot from 25 ft
3:16.0,Defensive rebound by A. Davis,,28-32,,
3:06.0,O. Asik misses 2-pt shot from 2 ft (block by M. Gasol),,28-32,,
3:06.0,Offensive rebound by Team,,28-32,,
3:00.0,T. Evans misses 2-pt shot at rim,,28-32,,
2:58.0,,,28-32,,Defensive rebound by T. Prince
2:48.0,,,28-32,,Shooting foul by A. Davis (drawn by Z. Randolph)
2:48.0,Official timeout,,28-32,,
2:48.0,R. Anderson enters the game for A. Davis,,28-32,,
2:48.0,,,28-32,,Z. Randolph misses free throw 1 of 2
2:48.0,,,28-32,,Offensive rebound by Team
2:48.0,,,28-33,1,Z. Randolph makes free throw 2 of 2
2:37.0,J. Holiday makes 2-pt shot from 9 ft,2,30-33,,
2:22.0,,,30-35,2,B. Udrih makes 2-pt shot at rim
2:11.0,J. Holiday misses 2-pt shot from 9 ft,,30-35,,
2:09.0,,,30-35,,Defensive rebound by Z. Randolph
1:58.0,,,30-35,,T. Prince misses 3-pt shot from 23 ft
1:57.0,,,30-35,,Offensive rebound by T. Allen
1:48.0,,,30-38,3,B. Udrih makes 3-pt shot from 26 ft (assist by Z. Randolph)
1:26.0,O. Asik misses 2-pt shot from 1 ft,,30-38,,
1:23.0,,,30-38,,Defensive rebound by M. Gasol
1:22.0,,,30-38,,Shooting foul by T. Evans (drawn by Z. Randolph)
1:22.0,,,30-39,1,Z. Randolph makes free throw 1 of 2
1:22.0,,,30-40,1,Z. Randolph makes free throw 2 of 2
1:07.0,J. Holiday makes 3-pt shot from 23 ft (assist by T. Evans),3,33-40,,
0:43.0,,,33-40,,B. Udrih misses 3-pt shot from 26 ft
0:42.0,Defensive rebound by Team,,33-40,,
0:42.0,,,33-40,,Loose ball foul by M. Gasol (drawn by O. Asik)
0:42.0,,,33-40,,Q. Pondexter enters the game for Z. Randolph
0:30.0,R. Anderson misses 2-pt shot from 21 ft,,33-40,,
0:28.0,,,33-40,,Defensive rebound by M. Gasol
0:20.0,,,33-40,,Memphis full timeout
0:20.0,A. Rivers enters the game for T. Evans,,33-40,,
0:20.0,,,33-40,,V. Carter enters the game for T. Prince
0:20.0,,,33-40,,Z. Randolph enters the game for T. Allen
0:10.0,,,33-40,,V. Carter misses 3-pt shot from 26 ft
0:08.0,Defensive rebound by A. Rivers,,33-40,,
0:01.0,R. Anderson misses 3-pt shot from 26 ft,,33-40,,
0:00.0,Offensive rebound by Team,,33-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Turnover by J. Holiday (bad pass),,33-40,,
11:31.0,,,33-40,,Turnover by Z. Randolph (bad pass; steal by A. Davis)
11:26.0,A. Davis misses 2-pt shot from 1 ft,,33-40,,
11:23.0,,,33-40,,Defensive rebound by T. Allen
11:16.0,,,33-42,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Gasol)
10:58.0,A. Davis makes 2-pt shot from 14 ft (assist by J. Holiday),2,35-42,,
10:39.0,,,35-42,,M. Gasol misses 2-pt shot from 20 ft
10:38.0,Defensive rebound by O. Asik,,35-42,,
10:32.0,T. Evans makes 2-pt shot from 1 ft (assist by J. Holiday),2,37-42,,
10:17.0,,,37-42,,M. Gasol misses 2-pt shot from 2 ft
10:16.0,,,37-42,,Offensive rebound by Z. Randolph
10:14.0,,,37-42,,Shooting foul by O. Asik (drawn by T. Allen)
10:14.0,,,37-43,1,T. Allen makes free throw 1 of 2
10:14.0,,,37-44,1,T. Allen makes free throw 2 of 2
10:01.0,Shooting foul by T. Allen (drawn by O. Asik),,37-44,,
10:01.0,O. Asik makes free throw 1 of 2,1,38-44,,
10:01.0,O. Asik misses free throw 2 of 2,,38-44,,
10:00.0,,,38-44,,Defensive rebound by T. Allen
9:37.0,,,38-44,,T. Allen misses 3-pt shot from 22 ft
9:36.0,Defensive rebound by O. Asik,,38-44,,
9:20.0,Shooting foul by Z. Randolph (drawn by A. Davis),,38-44,,
9:20.0,A. Davis makes free throw 1 of 2,1,39-44,,
9:20.0,A. Davis makes free throw 2 of 2,1,40-44,,
9:06.0,,,40-44,,Z. Randolph misses 2-pt shot from 3 ft
9:04.0,Defensive rebound by A. Davis,,40-44,,
8:55.0,J. Holiday makes 2-pt shot from 2 ft,2,42-44,,
8:55.0,,,42-44,,Memphis full timeout
8:55.0,,,42-44,,Technical foul by Team
8:55.0,J. Holiday makes technical free throw,1,43-44,,
8:39.0,,,43-44,,Z. Randolph misses 2-pt shot from 4 ft
8:36.0,Defensive rebound by A. Davis,,43-44,,
8:24.0,O. Asik makes 2-pt shot from 2 ft (assist by T. Evans),2,45-44,,
8:24.0,Shooting foul by M. Gasol (drawn by O. Asik),,45-44,,
8:24.0,O. Asik misses free throw 1 of 1,,45-44,,
8:24.0,,,45-44,,Defensive rebound by Z. Randolph
8:12.0,,,45-44,,M. Gasol misses 2-pt shot from 8 ft
8:09.0,Defensive rebound by E. Gordon,,45-44,,
8:06.0,Turnover by E. Gordon (step out of bounds),,45-44,,
7:48.0,Personal foul by T. Evans (drawn by M. Conley),,45-44,,
7:35.0,,,45-44,,Shooting foul by E. Gordon (drawn by M. Conley)
7:35.0,,,45-45,1,M. Conley makes free throw 1 of 2
7:35.0,,,45-46,1,M. Conley makes free throw 2 of 2
7:18.0,A. Davis misses 2-pt shot from 1 ft,,45-46,,
7:16.0,Offensive rebound by O. Asik,,45-46,,
7:16.0,O. Asik misses 2-pt shot from 1 ft,,45-46,,
7:13.0,,,45-46,,Defensive rebound by Z. Randolph
7:05.0,,,45-46,,T. Prince misses 2-pt shot from 20 ft
7:04.0,,,45-46,,Offensive rebound by M. Gasol
6:59.0,Personal foul by J. Holiday (drawn by Z. Randolph),,45-46,,
6:49.0,,,45-46,,M. Conley misses 2-pt shot from 2 ft (block by O. Asik)
6:47.0,Defensive rebound by E. Gordon,,45-46,,
6:40.0,O. Asik misses 2-pt shot at rim,,45-46,,
6:39.0,,,45-46,,Defensive rebound by T. Allen
6:31.0,,,45-48,2,T. Prince makes 2-pt shot from 21 ft (assist by M. Conley)
6:09.0,E. Gordon misses 2-pt shot from 4 ft,,45-48,,
6:09.0,,,45-48,,Defensive rebound by Team
5:54.0,,,45-48,,M. Gasol misses 2-pt shot from 11 ft
5:53.0,Defensive rebound by J. Holiday,,45-48,,
5:49.0,E. Gordon misses 2-pt shot from 2 ft,,45-48,,
5:49.0,Offensive rebound by A. Davis,,45-48,,
5:49.0,,,45-48,,Loose ball foul by T. Prince (drawn by A. Davis)
5:37.0,J. Holiday misses 2-pt shot from 3 ft,,45-48,,
5:36.0,,,45-48,,Defensive rebound by T. Allen
5:23.0,,,45-48,,M. Conley misses 2-pt shot from 3 ft
5:23.0,Defensive rebound by Team,,45-48,,
5:23.0,,,45-48,,Loose ball foul by Z. Randolph (drawn by T. Evans)
5:23.0,T. Evans makes free throw 1 of 2,1,46-48,,
5:23.0,R. Anderson enters the game for O. Asik,,46-48,,
5:23.0,T. Evans misses free throw 2 of 2,,46-48,,
5:21.0,,,46-48,,Defensive rebound by Z. Randolph
4:57.0,,,46-48,,T. Prince misses 2-pt shot from 18 ft
4:56.0,Defensive rebound by E. Gordon,,46-48,,
4:55.0,,,46-48,,Personal block foul by M. Conley (drawn by E. Gordon)
4:55.0,E. Gordon makes free throw 1 of 2,1,47-48,,
4:55.0,,,47-48,,Q. Pondexter enters the game for T. Prince
4:55.0,L. Babbitt enters the game for T. Evans,,47-48,,
4:55.0,E. Gordon makes free throw 2 of 2,1,48-48,,
4:45.0,,,48-50,2,M. Gasol makes 2-pt shot at rim (assist by Z. Randolph)
4:45.0,,,48-50,,Shooting foul by L. Babbitt (drawn by M. Gasol)
4:45.0,,,48-51,1,M. Gasol makes free throw 1 of 1
4:32.0,Turnover by J. Holiday (bad pass; steal by M. Conley),,48-51,,
4:30.0,Personal foul by J. Holiday (drawn by M. Gasol),,48-51,,
4:30.0,,,48-52,1,M. Gasol makes free throw 1 of 2
4:30.0,,,48-53,1,M. Gasol makes free throw 2 of 2
4:20.0,Offensive foul by L. Babbitt,,48-53,,
4:20.0,Turnover by L. Babbitt (offensive foul),,48-53,,
3:59.0,,,48-53,,T. Allen misses 2-pt shot from 4 ft
3:57.0,,,48-53,,Offensive rebound by Z. Randolph
3:56.0,,,48-55,2,Z. Randolph makes 2-pt shot from 1 ft
3:45.0,L. Babbitt misses 3-pt shot from 22 ft,,48-55,,
3:43.0,,,48-55,,Defensive rebound by T. Allen
3:34.0,,,48-55,,T. Allen misses 2-pt shot at rim
3:33.0,,,48-55,,Offensive rebound by T. Allen
3:32.0,,,48-55,,T. Allen misses 2-pt shot at rim (block by A. Davis)
3:32.0,,,48-55,,Offensive rebound by Team
3:32.0,New Orleans full timeout,,48-55,,
3:32.0,T. Evans enters the game for J. Holiday,,48-55,,
3:32.0,A. Rivers enters the game for L. Babbitt,,48-55,,
3:28.0,,,48-57,2,M. Gasol makes 2-pt shot from 1 ft (assist by M. Conley)
3:28.0,,,48-57,,Shooting foul by E. Gordon (drawn by M. Gasol)
3:28.0,,,48-58,1,M. Gasol makes free throw 1 of 1
3:16.0,R. Anderson misses 3-pt shot from 25 ft,,48-58,,
3:15.0,,,48-58,,Defensive rebound by T. Allen
3:06.0,,,48-60,2,M. Gasol makes 2-pt shot from 20 ft (assist by M. Conley)
2:44.0,R. Anderson makes 2-pt shot from 1 ft (assist by T. Evans),2,50-60,,
2:44.0,Shooting foul by M. Gasol (drawn by R. Anderson),,50-60,,
2:44.0,A. Ajinca enters the game for A. Davis,,50-60,,
2:44.0,D. Miller enters the game for E. Gordon,,50-60,,
2:44.0,R. Anderson makes free throw 1 of 1,1,51-60,,
2:34.0,,,51-60,,Offensive foul by Q. Pondexter
2:34.0,,,51-60,,Turnover by Q. Pondexter (offensive foul)
2:22.0,T. Evans misses 2-pt shot from 1 ft,,51-60,,
2:20.0,Offensive rebound by T. Evans,,51-60,,
2:15.0,Turnover by T. Evans (3 sec),,51-60,,
1:53.0,,,51-60,,M. Gasol misses 2-pt shot from 8 ft
1:52.0,,,51-60,,Offensive rebound by T. Allen
1:52.0,,,51-60,,Shooting foul by R. Anderson (drawn by T. Allen)
1:52.0,,,51-60,,T. Allen misses free throw 1 of 2
1:52.0,,,51-60,,Offensive rebound by Team
1:52.0,,,51-60,,T. Allen misses free throw 2 of 2
1:51.0,Defensive rebound by R. Anderson,,51-60,,
1:41.0,,,51-60,,Personal foul by T. Allen (drawn by T. Evans)
1:41.0,T. Evans misses free throw 1 of 2,,51-60,,
1:41.0,Offensive rebound by Team,,51-60,,
1:41.0,,,51-60,,V. Carter enters the game for Z. Randolph
1:41.0,T. Evans makes free throw 2 of 2,1,52-60,,
1:30.0,,,52-60,,Shooting foul by A. Ajinca (drawn by M. Gasol)
1:30.0,,,52-60,,M. Gasol misses free throw 1 of 2
1:30.0,,,52-60,,Offensive rebound by Team
1:30.0,,,52-60,,T. Prince enters the game for T. Allen
1:30.0,,,52-60,,M. Gasol misses free throw 2 of 2
1:29.0,Defensive rebound by R. Anderson,,52-60,,
1:16.0,T. Evans makes 2-pt shot from 2 ft,2,54-60,,
0:58.0,,,54-60,,Turnover by M. Conley (lost ball; steal by T. Evans)
0:54.0,T. Evans misses 2-pt shot from 1 ft,,54-60,,
0:52.0,,,54-60,,Defensive rebound by Q. Pondexter
0:45.0,,,54-63,3,V. Carter makes 3-pt shot from 25 ft (assist by M. Gasol)
0:33.0,R. Anderson misses 3-pt shot from 25 ft,,54-63,,
0:31.0,,,54-63,,Defensive rebound by T. Prince
0:23.0,Personal foul by R. Anderson (drawn by T. Prince),,54-63,,
0:23.0,,,54-63,,T. Prince misses free throw 1 of 2
0:23.0,,,54-63,,Offensive rebound by Team
0:23.0,,,54-63,,J. Adams enters the game for M. Conley
0:23.0,,,54-64,1,T. Prince makes free throw 2 of 2
0:06.0,A. Rivers makes 2-pt shot at rim,2,56-64,,
0:01.0,,,56-64,,V. Carter misses 3-pt shot from 28 ft
0:00.0,Defensive rebound by T. Evans,,56-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,56-64,,Turnover by B. Udrih (lost ball)
11:29.0,A. Rivers makes 3-pt shot from 25 ft (assist by D. Miller),3,59-64,,
11:18.0,,,59-66,2,B. Udrih makes 2-pt shot at rim
10:54.0,A. Ajinca makes 2-pt shot from 9 ft (assist by D. Miller),2,61-66,,
10:46.0,Personal foul by A. Ajinca (drawn by M. Gasol),,61-66,,
10:46.0,J. Holiday enters the game for D. Miller,,61-66,,
10:36.0,,,61-66,,Shooting foul by R. Anderson (drawn by M. Gasol)
10:36.0,,,61-66,,M. Gasol misses free throw 1 of 2
10:36.0,,,61-66,,Offensive rebound by Team
10:36.0,,,61-67,1,M. Gasol makes free throw 2 of 2
10:23.0,Shooting foul by V. Carter (drawn by A. Ajinca),,61-67,,
10:23.0,A. Ajinca makes free throw 1 of 2,1,62-67,,
10:23.0,A. Ajinca misses free throw 2 of 2,,62-67,,
10:22.0,,,62-67,,Defensive rebound by Q. Pondexter
10:11.0,Personal foul by T. Evans (drawn by V. Carter),,62-67,,
10:11.0,E. Gordon enters the game for T. Evans,,62-67,,
9:58.0,,,62-69,2,V. Carter makes 2-pt shot at rim
9:37.0,R. Anderson makes 2-pt shot from 1 ft (assist by J. Holiday),2,64-69,,
9:29.0,Personal foul by A. Ajinca (drawn by B. Udrih),,64-69,,
9:19.0,,,64-69,,B. Udrih misses 2-pt shot from 16 ft
9:18.0,Defensive rebound by J. Holiday,,64-69,,
9:10.0,,,64-69,,Personal foul by T. Prince (drawn by R. Anderson)
8:57.0,A. Rivers misses 3-pt shot from 25 ft,,64-69,,
8:56.0,Offensive rebound by J. Holiday,,64-69,,
8:53.0,J. Holiday misses 2-pt shot from 11 ft,,64-69,,
8:51.0,,,64-69,,Defensive rebound by T. Prince
8:48.0,Official timeout,,64-69,,
8:48.0,A. Davis enters the game for A. Ajinca,,64-69,,
8:40.0,,,64-69,,Turnover by V. Carter (traveling)
8:25.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,66-69,,
8:07.0,,,66-71,2,V. Carter makes 2-pt shot from 10 ft
7:49.0,Turnover by A. Davis (offensive goaltending),,66-71,,
7:37.0,,,66-71,,Offensive charge foul by V. Carter
7:37.0,,,66-71,,Turnover by V. Carter (offensive foul)
7:28.0,Offensive charge foul by J. Holiday,,66-71,,
7:28.0,Turnover by J. Holiday (offensive foul),,66-71,,
7:07.0,,,66-71,,M. Gasol misses 2-pt shot from 3 ft (block by R. Anderson)
7:06.0,,,66-71,,Offensive rebound by M. Gasol
7:06.0,,,66-71,,Shooting foul by R. Anderson (drawn by M. Gasol)
7:06.0,,,66-71,,M. Gasol misses free throw 1 of 2
7:06.0,,,66-71,,Offensive rebound by Team
7:06.0,O. Asik enters the game for R. Anderson,,66-71,,
7:06.0,T. Evans enters the game for A. Rivers,,66-71,,
7:06.0,,,66-71,,Z. Randolph enters the game for V. Carter
7:06.0,,,66-72,1,M. Gasol makes free throw 2 of 2
6:51.0,A. Davis makes 2-pt shot from 4 ft,2,68-72,,
6:34.0,,,68-74,2,T. Prince makes 2-pt shot from 21 ft (assist by B. Udrih)
6:18.0,J. Holiday misses 2-pt shot from 3 ft,,68-74,,
