time,Indiana,pts.away,score,pts.home,Miami
6:01.0,Offensive rebound by Team,,12-15,,
5:57.0,D. West misses 2-pt shot from 8 ft,,12-15,,
5:56.0,Offensive rebound by I. Mahinmi,,12-15,,
5:51.0,C. Miles misses 3-pt shot from 23 ft,,12-15,,
5:50.0,,,12-15,,Defensive rebound by C. Bosh
5:44.0,,,12-15,,L. Deng misses 2-pt shot from 1 ft (block by S. Hill)
5:43.0,Defensive rebound by C. Watson,,12-15,,
5:34.0,C. Miles misses 2-pt shot from 21 ft,,12-15,,
5:33.0,,,12-15,,Defensive rebound by U. Haslem
5:28.0,,,12-17,2,D. Wade makes 2-pt shot from 1 ft (assist by S. Napier)
5:28.0,,,12-17,,Shooting foul by D. West (drawn by D. Wade)
5:28.0,,,12-17,,Miami full timeout
5:28.0,R. Stuckey enters the game for C. Miles,,12-17,,
5:28.0,,,12-18,1,D. Wade makes free throw 1 of 1
5:01.0,S. Hill misses 2-pt shot from 19 ft,,12-18,,
5:00.0,Offensive rebound by C. Watson,,12-18,,
4:46.0,R. Stuckey misses 2-pt shot from 19 ft,,12-18,,
4:45.0,,,12-18,,Defensive rebound by L. Deng
4:35.0,,,12-18,,D. Wade misses 2-pt shot from 16 ft
4:34.0,Defensive rebound by D. West,,12-18,,
4:15.0,Turnover by D. West (bad pass; steal by S. Napier),,12-18,,
4:10.0,,,12-18,,Turnover by D. Wade (lost ball; steal by R. Stuckey)
4:05.0,Turnover by D. West (lost ball; steal by D. Wade),,12-18,,
4:04.0,,,12-18,,Turnover by D. Wade (dbl dribble)
4:04.0,Indiana full timeout,,12-18,,
4:04.0,D. Rudez enters the game for S. Hill,,12-18,,
4:04.0,G. Hill enters the game for C. Watson,,12-18,,
4:04.0,,,12-18,,S. Williams enters the game for C. Bosh
3:45.0,G. Hill makes 2-pt shot from 18 ft,2,14-18,,
3:34.0,Personal foul by D. Rudez (drawn by L. Deng),,14-18,,
3:34.0,,,14-18,,M. Chalmers enters the game for D. Wade
3:23.0,,,14-18,,Shooting foul by D. Rudez (drawn by L. Deng)
3:23.0,,,14-19,1,L. Deng makes free throw 1 of 2
3:23.0,,,14-20,1,L. Deng makes free throw 2 of 2
3:06.0,R. Stuckey misses 2-pt shot from 15 ft,,14-20,,
3:05.0,,,14-20,,Defensive rebound by U. Haslem
2:50.0,,,14-22,2,S. Williams makes 2-pt shot from 1 ft (assist by S. Napier)
2:26.0,D. Rudez misses 3-pt shot from 25 ft,,14-22,,
2:25.0,,,14-22,,Defensive rebound by S. Napier
2:09.0,,,14-22,,M. Chalmers misses 3-pt shot from 22 ft
2:08.0,Defensive rebound by I. Mahinmi,,14-22,,
1:54.0,D. West makes 2-pt shot from 17 ft (assist by G. Hill),2,16-22,,
1:40.0,,,16-22,,Turnover by S. Williams (bad pass; steal by D. Rudez)
1:22.0,G. Hill misses 2-pt shot from 20 ft,,16-22,,
1:21.0,,,16-22,,Defensive rebound by M. Chalmers
1:10.0,,,16-24,2,L. Deng makes 2-pt shot at rim (assist by M. Chalmers)
0:55.0,Turnover by D. Rudez (bad pass),,16-24,,
0:55.0,L. Scola enters the game for D. West,,16-24,,
0:43.0,,,16-26,2,U. Haslem makes 2-pt shot from 2 ft (assist by L. Deng)
0:29.0,L. Scola makes 2-pt shot at rim,2,18-26,,
0:09.0,,,18-26,,S. Williams misses 3-pt shot from 23 ft
0:08.0,Defensive rebound by Team,,18-26,,
0:08.0,,,18-26,,Loose ball foul by U. Haslem (drawn by I. Mahinmi)
0:02.0,G. Hill misses 3-pt shot from 27 ft,,18-26,,
0:00.0,Offensive rebound by Team,,18-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,Shooting foul by S. Williams (drawn by L. Scola),,18-26,,
11:42.0,L. Scola makes free throw 1 of 2,1,19-26,,
11:42.0,L. Scola makes free throw 2 of 2,1,20-26,,
11:25.0,,,20-29,3,S. Napier makes 3-pt shot from 23 ft (assist by D. Granger)
11:14.0,Offensive foul by I. Mahinmi,,20-29,,
11:14.0,Turnover by I. Mahinmi (offensive foul),,20-29,,
10:52.0,,,20-31,2,S. Williams makes 2-pt shot from 10 ft
10:36.0,Offensive charge foul by R. Stuckey,,20-31,,
10:36.0,Turnover by R. Stuckey (offensive foul),,20-31,,
10:22.0,,,20-33,2,D. Granger makes 2-pt shot from 1 ft (assist by U. Haslem)
10:16.0,Indiana full timeout,,20-33,,
10:07.0,Turnover by I. Mahinmi (bad pass; steal by M. Chalmers),,20-33,,
9:50.0,,,20-35,2,D. Granger makes 2-pt shot from 16 ft (assist by S. Williams)
9:37.0,Offensive charge foul by R. Stuckey,,20-35,,
9:37.0,Turnover by R. Stuckey (offensive foul),,20-35,,
9:37.0,,,20-35,,C. Bosh enters the game for U. Haslem
9:37.0,S. Hill enters the game for R. Stuckey,,20-35,,
9:26.0,,,20-35,,Turnover by S. Williams (offensive foul)
9:26.0,,,20-35,,Offensive foul by S. Williams
9:13.0,Turnover by D. Rudez (bad pass),,20-35,,
8:56.0,,,20-35,,S. Williams misses 2-pt shot from 9 ft
8:56.0,,,20-35,,Offensive rebound by Team
8:56.0,Loose ball foul by D. Rudez (drawn by C. Bosh),,20-35,,
8:56.0,C. Copeland enters the game for D. Rudez,,20-35,,
8:39.0,,,20-37,2,C. Bosh makes 2-pt shot from 18 ft (assist by S. Napier)
8:33.0,Indiana full timeout,,20-37,,
8:21.0,L. Scola makes 2-pt shot from 18 ft (assist by S. Hill),2,22-37,,
8:00.0,,,22-39,2,C. Bosh makes 2-pt shot from 18 ft (assist by D. Granger)
7:49.0,C. Watson makes 3-pt shot from 24 ft,3,25-39,,
7:35.0,Personal foul by L. Scola (drawn by D. Granger),,25-39,,
7:35.0,R. Hibbert enters the game for I. Mahinmi,,25-39,,
7:35.0,,,25-39,,C. Andersen enters the game for S. Williams
7:35.0,,,25-39,,D. Wade enters the game for M. Chalmers
7:21.0,,,25-41,2,C. Bosh makes 2-pt shot from 17 ft
7:10.0,C. Watson misses 2-pt shot from 1 ft,,25-41,,
7:09.0,,,25-41,,Defensive rebound by C. Andersen
6:58.0,,,25-43,2,C. Bosh makes 2-pt shot from 1 ft (assist by D. Wade)
6:37.0,R. Hibbert misses 2-pt shot from 19 ft,,25-43,,
6:36.0,,,25-43,,Defensive rebound by C. Bosh
6:29.0,,,25-43,,S. Napier misses 2-pt shot from 16 ft
6:28.0,Defensive rebound by C. Watson,,25-43,,
6:14.0,Turnover by R. Hibbert (lost ball; steal by D. Granger),,25-43,,
6:02.0,Personal foul by L. Scola (drawn by D. Wade),,25-43,,
6:02.0,R. Stuckey enters the game for S. Hill,,25-43,,
6:02.0,,,25-43,,N. Cole enters the game for S. Napier
5:47.0,,,25-43,,N. Cole misses 2-pt shot from 16 ft
5:46.0,Defensive rebound by L. Scola,,25-43,,
5:44.0,Offensive foul by L. Scola,,25-43,,
5:44.0,Turnover by L. Scola (offensive foul),,25-43,,
5:44.0,Technical foul by Team,,25-43,,
5:44.0,Official timeout,,25-43,,
5:44.0,D. West enters the game for C. Watson,,25-43,,
5:44.0,S. Hill enters the game for L. Scola,,25-43,,
5:44.0,G. Hill enters the game for C. Copeland,,25-43,,
5:44.0,,,25-44,1,C. Bosh makes technical free throw
5:31.0,,,25-46,2,D. Granger makes 2-pt shot from 1 ft (assist by C. Bosh)
5:16.0,,,25-46,,Personal foul by C. Bosh (drawn by G. Hill)
5:16.0,,,25-46,,L. Deng enters the game for D. Granger
5:02.0,D. West makes 2-pt shot from 15 ft (assist by R. Stuckey),2,27-46,,
4:34.0,,,27-46,,N. Cole misses 3-pt shot from 24 ft
4:33.0,,,27-46,,Offensive rebound by Team
4:33.0,,,27-46,,Turnover by Team (shot clock)
4:17.0,D. West misses 2-pt shot from 20 ft,,27-46,,
4:16.0,,,27-46,,Defensive rebound by C. Andersen
4:06.0,,,27-46,,C. Bosh misses 3-pt shot from 24 ft
4:05.0,Defensive rebound by R. Stuckey,,27-46,,
3:57.0,,,27-46,,Personal foul by C. Bosh (drawn by R. Hibbert)
3:53.0,S. Hill makes 2-pt shot from 2 ft (assist by D. West),2,29-46,,
3:53.0,Shooting foul by D. Wade (drawn by S. Hill),,29-46,,
3:53.0,S. Hill misses free throw 1 of 1,,29-46,,
3:52.0,Offensive rebound by D. West,,29-46,,
3:46.0,D. West misses 2-pt shot from 12 ft,,29-46,,
3:44.0,Jump ball: C. Andersen vs. R. Hibbert (G. Hill gains possession),,,,Jump ball: C. Andersen vs. R. Hibbert (G. Hill gains possession)
3:44.0,Offensive rebound by Team,,29-46,,
3:32.0,R. Stuckey misses 2-pt shot from 19 ft,,29-46,,
3:31.0,,,29-46,,Defensive rebound by N. Cole
3:14.0,,,29-46,,Turnover by D. Wade (bad pass)
2:55.0,R. Hibbert misses 2-pt shot from 16 ft,,29-46,,
2:54.0,,,29-46,,Defensive rebound by C. Andersen
2:47.0,,,29-48,2,N. Cole makes 2-pt shot from 10 ft
2:29.0,S. Hill misses 2-pt shot from 12 ft,,29-48,,
2:28.0,,,29-48,,Defensive rebound by N. Cole
2:22.0,,,29-50,2,L. Deng makes 2-pt shot from 20 ft (assist by N. Cole)
2:08.0,S. Hill misses 2-pt shot from 20 ft,,29-50,,
2:07.0,Offensive rebound by R. Hibbert,,29-50,,
2:07.0,,,29-50,,Personal foul by L. Deng (drawn by R. Hibbert)
2:07.0,,,29-50,,Miami full timeout
2:07.0,,,29-50,,S. Williams enters the game for C. Bosh
2:07.0,R. Hibbert makes free throw 1 of 2,1,30-50,,
2:07.0,R. Hibbert makes free throw 2 of 2,1,31-50,,
1:54.0,,,31-52,2,D. Wade makes 2-pt shot from 1 ft
1:38.0,Turnover by D. West (lost ball; steal by D. Wade),,31-52,,
1:28.0,,,31-52,,Offensive foul by S. Williams
1:28.0,,,31-52,,Turnover by S. Williams (offensive foul)
1:28.0,,,31-52,,D. Granger enters the game for S. Williams
1:28.0,,,31-52,,U. Haslem enters the game for L. Deng
1:18.0,Shooting foul by N. Cole (drawn by G. Hill),,31-52,,
1:18.0,G. Hill makes free throw 1 of 2,1,32-52,,
1:18.0,G. Hill makes free throw 2 of 2,1,33-52,,
1:05.0,,,33-54,2,U. Haslem makes 2-pt shot at rim (assist by D. Wade)
0:47.0,R. Hibbert makes 2-pt shot from 9 ft,2,35-54,,
0:34.0,,,35-54,,Turnover by C. Andersen (bad pass; steal by G. Hill)
0:31.0,G. Hill makes 2-pt shot from 2 ft,2,37-54,,
0:12.0,Personal foul by R. Stuckey (drawn by N. Cole),,37-54,,
0:12.0,,,37-54,,Miami full timeout
0:12.0,,,37-54,,M. Chalmers enters the game for U. Haslem
0:12.0,C. Copeland enters the game for R. Stuckey,,37-54,,
0:03.0,,,37-54,,D. Wade misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by D. West,,37-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Offensive foul by R. Hibbert,,37-54,,
11:47.0,Turnover by R. Hibbert (offensive foul),,37-54,,
11:27.0,,,37-56,2,D. Wade makes 2-pt shot from 19 ft
11:15.0,,,37-56,,Personal foul by C. Andersen (drawn by R. Hibbert)
11:04.0,D. West misses 2-pt shot from 1 ft,,37-56,,
11:02.0,Offensive rebound by D. West,,37-56,,
10:59.0,D. West makes 2-pt shot from 2 ft,2,39-56,,
10:41.0,,,39-58,2,L. Deng makes 2-pt shot from 15 ft
10:23.0,C. Watson makes 2-pt shot from 2 ft,2,41-58,,
10:06.0,,,41-60,2,D. Wade makes 2-pt shot from 11 ft (assist by L. Deng)
9:43.0,S. Hill misses 3-pt shot from 23 ft,,41-60,,
9:41.0,Offensive rebound by Team,,41-60,,
9:33.0,R. Stuckey makes 2-pt shot from 20 ft (assist by C. Watson),2,43-60,,
9:26.0,,,43-62,2,M. Chalmers makes 2-pt shot from 1 ft
9:15.0,Shooting foul by M. Chalmers (drawn by C. Watson),,43-62,,
9:15.0,C. Watson makes free throw 1 of 2,1,44-62,,
9:15.0,C. Watson makes free throw 2 of 2,1,45-62,,
8:53.0,,,45-62,,C. Bosh misses 2-pt shot from 5 ft
8:52.0,Defensive rebound by R. Hibbert,,45-62,,
8:48.0,,,45-62,,Shooting block foul by M. Chalmers (drawn by C. Watson)
8:48.0,C. Watson misses free throw 1 of 2,,45-62,,
8:48.0,Offensive rebound by Team,,45-62,,
8:48.0,C. Watson makes free throw 2 of 2,1,46-62,,
8:35.0,,,46-62,,D. Wade misses 2-pt shot from 14 ft
8:34.0,Defensive rebound by R. Stuckey,,46-62,,
8:29.0,R. Stuckey makes 2-pt shot from 1 ft,2,48-62,,
8:29.0,,,48-62,,Miami full timeout
8:10.0,,,48-64,2,M. Chalmers makes 2-pt shot from 1 ft
8:10.0,,,48-64,,Shooting foul by C. Watson (drawn by M. Chalmers)
8:10.0,,,48-65,1,M. Chalmers makes free throw 1 of 1
7:47.0,R. Hibbert misses 2-pt shot from 16 ft,,48-65,,
7:46.0,,,48-65,,Defensive rebound by L. Deng
7:35.0,,,48-65,,Shooting foul by R. Hibbert (drawn by C. Andersen)
7:35.0,,,48-66,1,C. Andersen makes free throw 1 of 2
7:35.0,,,48-67,1,C. Andersen makes free throw 2 of 2
7:15.0,C. Watson makes 3-pt shot from 23 ft (assist by R. Stuckey),3,51-67,,
6:58.0,,,51-67,,D. Wade misses 2-pt shot from 8 ft
6:57.0,,,51-67,,Offensive rebound by C. Andersen
6:55.0,,,51-69,2,C. Andersen makes 2-pt shot from 3 ft
6:43.0,Shooting foul by C. Bosh (drawn by D. West),,51-69,,
6:43.0,D. West makes free throw 1 of 2,1,52-69,,
6:43.0,D. West makes free throw 2 of 2,1,53-69,,
6:34.0,,,53-69,,D. Wade misses 2-pt shot from 5 ft
6:33.0,Defensive rebound by D. West,,53-69,,
6:24.0,R. Stuckey misses 2-pt shot from 17 ft,,53-69,,
6:23.0,,,53-69,,Defensive rebound by M. Chalmers
6:11.0,,,53-71,2,L. Deng makes 2-pt shot from 1 ft (assist by M. Chalmers)
6:10.0,Indiana full timeout,,53-71,,
6:10.0,,,53-71,,S. Napier enters the game for M. Chalmers
6:10.0,I. Mahinmi enters the game for R. Hibbert,,53-71,,
5:47.0,D. West misses 2-pt shot from 19 ft,,53-71,,
5:46.0,,,53-71,,Defensive rebound by C. Andersen
5:36.0,,,53-71,,S. Napier misses 2-pt shot from 8 ft
5:35.0,Defensive rebound by I. Mahinmi,,53-71,,
5:23.0,S. Hill misses 3-pt shot from 25 ft,,53-71,,
5:22.0,,,53-71,,Defensive rebound by C. Andersen
5:00.0,,,53-71,,D. Wade misses 2-pt shot from 3 ft
4:59.0,Defensive rebound by C. Watson,,53-71,,
4:49.0,S. Hill makes 2-pt shot from 1 ft,2,55-71,,
4:31.0,,,55-71,,Turnover by C. Andersen (lost ball; steal by S. Hill)
4:23.0,S. Hill misses 3-pt shot from 23 ft,,55-71,,
4:22.0,,,55-71,,Defensive rebound by C. Andersen
4:03.0,,,55-73,2,L. Deng makes 2-pt shot from 2 ft
3:49.0,,,55-73,,Personal foul by S. Napier (drawn by I. Mahinmi)
3:49.0,Personal foul by I. Mahinmi,,55-73,,
3:49.0,D. Rudez enters the game for S. Hill,,55-73,,
3:49.0,,,55-73,,U. Haslem enters the game for C. Andersen
3:49.0,G. Hill enters the game for C. Watson,,55-73,,
3:49.0,,,55-73,,M. Chalmers enters the game for D. Wade
3:39.0,D. West misses 2-pt shot from 18 ft,,55-73,,
3:38.0,,,55-73,,Defensive rebound by C. Bosh
3:18.0,,,55-73,,Turnover by S. Napier (lost ball)
3:04.0,R. Stuckey misses 2-pt shot from 9 ft,,55-73,,
3:03.0,,,55-73,,Defensive rebound by U. Haslem
2:48.0,,,55-75,2,C. Bosh makes 2-pt shot from 14 ft
2:27.0,D. West misses 2-pt shot from 2 ft,,55-75,,
2:26.0,,,55-75,,Defensive rebound by U. Haslem
2:12.0,L. Scola enters the game for D. West,,55-75,,
2:12.0,,,55-75,,S. Williams enters the game for C. Bosh
2:01.0,,,55-75,,M. Chalmers misses 3-pt shot from 24 ft
2:00.0,Defensive rebound by L. Scola,,55-75,,
1:49.0,,,55-75,,Violation by U. Haslem (def goaltending)
1:49.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by G. Hill),2,57-75,,
1:49.0,Shooting foul by M. Chalmers (drawn by I. Mahinmi),,57-75,,
1:49.0,I. Mahinmi makes free throw 1 of 1,1,58-75,,
1:30.0,,,58-75,,S. Napier misses 2-pt shot from 18 ft
1:29.0,Defensive rebound by I. Mahinmi,,58-75,,
1:19.0,G. Hill misses 2-pt shot from 20 ft,,58-75,,
1:18.0,,,58-75,,Defensive rebound by L. Deng
1:06.0,,,58-75,,S. Williams misses 3-pt shot from 24 ft
1:05.0,Defensive rebound by L. Scola,,58-75,,
1:00.0,R. Stuckey makes 2-pt shot from 1 ft,2,60-75,,
0:41.0,,,60-75,,L. Deng misses 2-pt shot from 2 ft (block by I. Mahinmi)
0:40.0,Defensive rebound by I. Mahinmi,,60-75,,
0:34.0,G. Hill misses 2-pt shot at rim,,60-75,,
0:33.0,Offensive rebound by L. Scola,,60-75,,
0:32.0,L. Scola makes 2-pt shot at rim,2,62-75,,
0:12.0,,,62-75,,L. Deng misses 2-pt shot from 5 ft
0:11.0,Defensive rebound by I. Mahinmi,,62-75,,
0:06.0,L. Scola makes 2-pt shot at rim (assist by R. Stuckey),2,64-75,,
0:00.0,,,64-75,,M. Chalmers misses 2-pt shot from 15 ft
0:00.0,,,64-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,64-75,,Turnover by S. Napier (bad pass)
11:29.0,L. Scola misses 2-pt shot from 18 ft,,64-75,,
11:28.0,,,64-75,,Defensive rebound by S. Williams
11:15.0,,,64-75,,Turnover by D. Granger (lost ball; steal by D. Rudez)
11:09.0,D. Sloan makes 2-pt shot from 1 ft (assist by C. Watson),2,66-75,,
10:49.0,,,66-77,2,S. Williams makes 2-pt shot from 19 ft
10:37.0,Shooting foul by U. Haslem (drawn by L. Scola),,66-77,,
10:37.0,L. Scola makes free throw 1 of 2,1,67-77,,
10:37.0,,,67-77,,C. Bosh enters the game for U. Haslem
10:37.0,L. Scola makes free throw 2 of 2,1,68-77,,
10:23.0,,,68-77,,S. Napier misses 2-pt shot from 1 ft
10:22.0,,,68-77,,Offensive rebound by S. Williams
10:21.0,,,68-77,,S. Williams misses 2-pt shot at rim
10:20.0,Defensive rebound by L. Scola,,68-77,,
10:14.0,D. Rudez misses 3-pt shot from 23 ft,,68-77,,
10:13.0,Offensive rebound by Team,,68-77,,
10:13.0,,,68-77,,Loose ball foul by C. Bosh (drawn by I. Mahinmi)
9:59.0,D. Sloan misses 2-pt shot from 1 ft,,68-77,,
9:58.0,,,68-77,,Defensive rebound by D. Granger
9:42.0,,,68-77,,C. Bosh misses 2-pt shot from 19 ft
9:41.0,Defensive rebound by D. Sloan,,68-77,,
9:32.0,L. Scola misses 2-pt shot from 16 ft,,68-77,,
9:31.0,Offensive rebound by L. Scola,,68-77,,
9:28.0,L. Scola misses 2-pt shot from 3 ft,,68-77,,
9:27.0,,,68-77,,Defensive rebound by D. Granger
9:11.0,Personal foul by C. Watson (drawn by C. Bosh),,68-77,,
8:58.0,,,68-77,,C. Bosh misses 2-pt shot from 19 ft
8:57.0,Defensive rebound by D. Sloan,,68-77,,
8:57.0,Turnover by D. Sloan (dbl dribble),,68-77,,
8:57.0,Official timeout,,68-77,,
8:57.0,,,68-77,,N. Cole enters the game for S. Napier
8:43.0,,,68-77,,M. Chalmers misses 2-pt shot from 2 ft
8:42.0,Defensive rebound by D. Sloan,,68-77,,
8:37.0,D. Rudez misses 3-pt shot from 25 ft,,68-77,,
8:36.0,Offensive rebound by L. Scola,,68-77,,
8:36.0,L. Scola makes 2-pt shot from 1 ft,2,70-77,,
8:10.0,,,70-77,,C. Bosh misses 3-pt shot from 24 ft
8:09.0,,,70-77,,Offensive rebound by Team
8:08.0,,,70-77,,Turnover by Team (shot clock)
8:08.0,,,70-77,,D. Wade enters the game for M. Chalmers
7:51.0,,,70-77,,Personal foul by D. Granger (drawn by D. Rudez)
7:51.0,R. Stuckey enters the game for C. Watson,,70-77,,
7:39.0,I. Mahinmi makes 2-pt shot from 10 ft,2,72-77,,
7:20.0,,,72-77,,Shooting foul by R. Stuckey (drawn by D. Wade)
7:20.0,,,72-77,,D. Wade misses free throw 1 of 2
7:20.0,,,72-77,,Offensive rebound by Team
7:20.0,,,72-77,,C. Andersen enters the game for S. Williams
7:20.0,,,72-77,,L. Deng enters the game for D. Granger
7:20.0,,,72-78,1,D. Wade makes free throw 2 of 2
7:08.0,R. Stuckey misses 2-pt shot from 1 ft,,72-78,,
7:08.0,Offensive rebound by Team,,72-78,,
7:08.0,,,72-78,,Loose ball foul by C. Andersen (drawn by D. Rudez)
7:02.0,Turnover by D. Sloan (bad pass; steal by N. Cole),,72-78,,
6:56.0,,,72-78,,D. Wade misses 2-pt shot from 2 ft
6:55.0,Defensive rebound by D. Sloan,,72-78,,
6:42.0,R. Stuckey misses 2-pt shot from 9 ft,,72-78,,
6:41.0,,,72-78,,Defensive rebound by Team
6:25.0,,,72-78,,Turnover by D. Wade (bad pass; steal by I. Mahinmi)
6:14.0,D. Sloan misses 2-pt shot from 18 ft,,72-78,,
6:13.0,,,72-78,,Defensive rebound by C. Bosh
6:01.0,,,72-81,3,L. Deng makes 3-pt shot from 23 ft (assist by N. Cole)
6:01.0,Indiana full timeout,,72-81,,
6:01.0,D. West enters the game for L. Scola,,72-81,,
6:01.0,G. Hill enters the game for D. Sloan,,72-81,,
5:36.0,G. Hill makes 2-pt shot from 20 ft,2,74-81,,
5:13.0,,,74-84,3,L. Deng makes 3-pt shot from 23 ft (assist by N. Cole)
4:49.0,Shooting foul by C. Bosh (drawn by G. Hill),,74-84,,
4:49.0,G. Hill makes free throw 1 of 2,1,75-84,,
4:49.0,,,75-84,,S. Williams enters the game for C. Bosh
4:49.0,G. Hill misses free throw 2 of 2,,75-84,,
4:47.0,,,75-84,,Defensive rebound by C. Andersen
4:34.0,,,75-84,,Turnover by L. Deng (bad pass; steal by I. Mahinmi)
4:21.0,D. Rudez misses 3-pt shot from 23 ft,,75-84,,
4:20.0,,,75-84,,Defensive rebound by C. Andersen
4:01.0,,,75-84,,S. Williams misses 3-pt shot from 24 ft
4:00.0,,,75-84,,Offensive rebound by C. Andersen
3:42.0,,,75-84,,N. Cole misses 3-pt shot from 25 ft
3:41.0,Defensive rebound by D. West,,75-84,,
3:33.0,R. Stuckey makes 2-pt shot from 4 ft,2,77-84,,
3:33.0,Shooting foul by S. Williams (drawn by R. Stuckey),,77-84,,
3:33.0,D. Sloan enters the game for D. Rudez,,77-84,,
3:33.0,R. Stuckey makes free throw 1 of 1,1,78-84,,
3:13.0,,,78-84,,D. Wade misses 2-pt shot from 17 ft
3:12.0,Defensive rebound by D. West,,78-84,,
2:55.0,D. West makes 2-pt shot from 8 ft (assist by D. Sloan),2,80-84,,
2:55.0,,,80-84,,Miami full timeout
2:55.0,,,80-84,,M. Chalmers enters the game for S. Williams
2:55.0,,,80-84,,C. Bosh enters the game for N. Cole
2:30.0,,,80-86,2,C. Bosh makes 2-pt shot from 9 ft (assist by D. Wade)
2:11.0,G. Hill makes 2-pt shot from 19 ft,2,82-86,,
2:11.0,,,82-86,,Away from play foul by D. Wade (drawn by I. Mahinmi)
2:11.0,I. Mahinmi makes free throw 1 of 1,1,83-86,,
1:49.0,,,83-86,,D. Wade misses 2-pt shot from 19 ft
1:48.0,Defensive rebound by I. Mahinmi,,83-86,,
1:39.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by D. West),2,85-86,,
1:27.0,Personal foul by I. Mahinmi (drawn by C. Bosh),,85-86,,
1:22.0,,,85-86,,Turnover by D. Wade (bad pass; steal by R. Stuckey)
1:06.0,Turnover by D. West (bad pass; steal by C. Bosh),,85-86,,
