time,Denver,pts.away,score,pts.home,Sacramento
7:29.0,Offensive rebound by Team,,11-8,,
7:23.0,A. Afflalo makes 2-pt shot from 9 ft (assist by D. Arthur),2,13-8,,
6:58.0,,,13-8,,D. Cousins misses 2-pt shot from 19 ft
6:58.0,,,13-8,,Offensive rebound by D. Cousins
6:55.0,,,13-10,2,D. Cousins makes 2-pt shot from 1 ft
6:43.0,D. Arthur makes 3-pt shot from 24 ft (assist by T. Lawson),3,16-10,,
6:30.0,,,16-12,2,R. Gay makes 2-pt shot from 19 ft
6:16.0,Shooting foul by R. Gay (drawn by K. Faried),,16-12,,
6:16.0,K. Faried misses free throw 1 of 2,,16-12,,
6:16.0,Offensive rebound by Team,,16-12,,
6:16.0,K. Faried misses free throw 2 of 2,,16-12,,
6:15.0,,,16-12,,Defensive rebound by J. Thompson
5:57.0,,,16-15,3,R. Gay makes 3-pt shot from 22 ft (assist by D. Collison)
5:41.0,D. Arthur misses 3-pt shot from 24 ft,,16-15,,
5:38.0,,,16-15,,Defensive rebound by D. Cousins
5:38.0,,,16-15,,Turnover by D. Cousins (lost ball; steal by K. Faried)
5:29.0,K. Faried makes 2-pt shot from 5 ft,2,18-15,,
5:16.0,,,18-15,,Shooting foul by J. Nurkic (drawn by D. Cousins)
5:16.0,Violation by Team (jump ball),,18-15,,
5:16.0,,,18-15,,D. Cousins misses free throw 1 of 2
5:16.0,,,18-15,,Offensive rebound by Team
5:16.0,J. Hickson enters the game for J. Nurkic,,18-15,,
5:16.0,,,18-16,1,D. Cousins makes free throw 2 of 2
5:05.0,,,18-16,,Violation by R. Gay (kicked ball)
5:02.0,Turnover by J. Hickson (bad pass),,18-16,,
4:51.0,Personal foul by K. Faried (drawn by D. Cousins),,18-16,,
4:47.0,,,18-16,,Turnover by B. McLemore (traveling)
4:32.0,A. Afflalo misses 2-pt shot from 14 ft,,18-16,,
4:32.0,,,18-16,,Defensive rebound by D. Cousins
4:23.0,,,18-16,,B. McLemore misses 3-pt shot from 23 ft
4:21.0,Defensive rebound by K. Faried,,18-16,,
4:13.0,D. Arthur makes 2-pt shot from 14 ft (assist by A. Afflalo),2,20-16,,
3:54.0,,,20-16,,Turnover by D. Cousins (lost ball; steal by J. Hickson)
3:52.0,Shooting foul by B. McLemore (drawn by K. Faried),,20-16,,
3:52.0,K. Faried misses free throw 1 of 2,,20-16,,
3:52.0,Offensive rebound by Team,,20-16,,
3:52.0,,,20-16,,N. Stauskas enters the game for B. McLemore
3:52.0,K. Faried makes free throw 2 of 2,1,21-16,,
3:39.0,,,21-18,2,D. Collison makes 2-pt shot from 20 ft
3:30.0,Shooting foul by D. Collison (drawn by T. Lawson),,21-18,,
3:30.0,T. Lawson makes free throw 1 of 2,1,22-18,,
3:30.0,,,22-18,,C. Landry enters the game for D. Cousins
3:30.0,T. Lawson misses free throw 2 of 2,,22-18,,
3:27.0,Offensive rebound by J. Hickson,,22-18,,
3:27.0,J. Hickson makes 2-pt shot at rim,2,24-18,,
3:16.0,,,24-20,2,J. Thompson makes 2-pt shot at rim (assist by D. Collison)
3:00.0,,,24-20,,Violation by R. Gay (def goaltending)
3:00.0,J. Hickson makes 2-pt shot from 3 ft,2,26-20,,
2:43.0,,,26-20,,C. Landry misses 2-pt shot from 18 ft
2:43.0,Defensive rebound by K. Faried,,26-20,,
2:28.0,J. Hickson misses 2-pt shot from 9 ft,,26-20,,
2:28.0,,,26-20,,Defensive rebound by Team
2:28.0,Loose ball foul by K. Faried (drawn by J. Thompson),,26-20,,
2:28.0,Denver full timeout,,26-20,,
2:28.0,A. Gee enters the game for K. Faried,,26-20,,
2:11.0,,,26-23,3,N. Stauskas makes 3-pt shot from 25 ft (assist by C. Landry)
1:51.0,A. Afflalo makes 2-pt shot from 7 ft,2,28-23,,
1:29.0,,,28-25,2,R. Gay makes 2-pt shot from 17 ft (assist by D. Collison)
1:10.0,A. Afflalo misses 2-pt shot from 16 ft,,28-25,,
1:07.0,,,28-25,,Defensive rebound by C. Landry
0:58.0,,,28-25,,R. Gay misses 2-pt shot from 14 ft
0:57.0,Defensive rebound by A. Afflalo,,28-25,,
0:48.0,A. Gee misses 3-pt shot from 22 ft,,28-25,,
0:45.0,,,28-25,,Defensive rebound by D. Collison
0:36.0,,,28-27,2,N. Stauskas makes 2-pt shot from 2 ft (assist by D. Collison)
0:26.0,J. Hickson misses 2-pt shot from 8 ft,,28-27,,
0:24.0,,,28-27,,Defensive rebound by R. Gay
0:24.0,,,28-27,,Turnover by R. Gay (lost ball; steal by D. Arthur)
0:04.0,T. Lawson makes 2-pt shot from 2 ft,2,30-27,,
0:00.0,,,30-27,,D. Collison misses 3-pt shot from 25 ft
0:00.0,,,30-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,J. Hickson misses 2-pt shot from 13 ft,,30-27,,
11:40.0,Offensive rebound by A. Gee,,30-27,,
11:40.0,A. Gee misses 2-pt shot from 2 ft,,30-27,,
11:38.0,,,30-27,,Defensive rebound by D. Williams
11:18.0,,,30-27,,D. Cousins misses 2-pt shot from 20 ft
11:17.0,Defensive rebound by D. Arthur,,30-27,,
11:07.0,D. Arthur makes 2-pt shot from 17 ft (assist by N. Robinson),2,32-27,,
10:57.0,,,32-27,,Shooting foul by J. Hickson (drawn by D. Cousins)
10:57.0,,,32-28,1,D. Cousins makes free throw 1 of 2
10:57.0,,,32-29,1,D. Cousins makes free throw 2 of 2
10:44.0,G. Harris makes 2-pt shot from 20 ft (assist by N. Robinson),2,34-29,,
10:23.0,,,34-29,,N. Stauskas misses 3-pt shot from 25 ft
10:23.0,Defensive rebound by A. Gee,,34-29,,
10:18.0,Turnover by N. Robinson (bad pass),,34-29,,
10:08.0,Personal foul by J. Hickson (drawn by D. Cousins),,34-29,,
9:58.0,,,34-31,2,C. Landry makes 2-pt shot from 20 ft (assist by D. Cousins)
9:39.0,A. Gee misses 2-pt shot from 3 ft (block by D. Cousins),,34-31,,
9:39.0,,,34-31,,Defensive rebound by Team
9:35.0,,,34-31,,Turnover by D. Cousins (bad pass; steal by G. Harris)
9:29.0,Shooting foul by D. Cousins (drawn by N. Robinson),,34-31,,
9:29.0,N. Robinson misses free throw 1 of 2,,34-31,,
9:29.0,Offensive rebound by Team,,34-31,,
9:29.0,N. Robinson misses free throw 2 of 2,,34-31,,
9:28.0,,,34-31,,Defensive rebound by C. Landry
9:17.0,Personal foul by N. Robinson (drawn by R. McCallum),,34-31,,
9:08.0,,,34-31,,Turnover by C. Landry (lost ball; steal by D. Arthur)
9:04.0,Turnover by J. Hickson (lost ball; steal by D. Cousins),,34-31,,
8:47.0,,,34-34,3,N. Stauskas makes 3-pt shot from 24 ft (assist by D. Cousins)
8:39.0,Denver full timeout,,34-34,,
8:39.0,K. Faried enters the game for D. Arthur,,34-34,,
8:39.0,J. Nurkic enters the game for J. Hickson,,34-34,,
8:27.0,J. Nurkic misses 2-pt shot from 6 ft,,34-34,,
8:27.0,,,34-34,,Defensive rebound by D. Williams
8:22.0,,,34-34,,Shooting foul by N. Robinson (drawn by D. Williams)
8:22.0,,,34-34,,D. Williams misses free throw 1 of 2
8:22.0,,,34-34,,Offensive rebound by Team
8:22.0,,,34-34,,D. Williams misses free throw 2 of 2
8:22.0,Defensive rebound by A. Gee,,34-34,,
8:08.0,Turnover by K. Faried (bad pass; steal by D. Cousins),,34-34,,
8:00.0,,,34-36,2,D. Cousins makes 2-pt shot from 3 ft
7:46.0,J. Nurkic makes 2-pt shot from 2 ft (assist by N. Robinson),2,36-36,,
7:29.0,,,36-36,,C. Landry misses 2-pt shot from 4 ft
7:28.0,Defensive rebound by A. Gee,,36-36,,
7:20.0,A. Gee makes 3-pt shot from 23 ft (assist by N. Robinson),3,39-36,,
7:02.0,,,39-38,2,C. Landry makes 2-pt shot from 1 ft (assist by D. Cousins)
6:56.0,Denver full timeout,,39-38,,
6:56.0,,,39-38,,D. Collison enters the game for C. Landry
6:56.0,,,39-38,,R. Gay enters the game for R. McCallum
6:56.0,,,39-38,,J. Thompson enters the game for D. Williams
6:56.0,T. Lawson enters the game for A. Gee,,39-38,,
6:56.0,A. Afflalo enters the game for G. Harris,,39-38,,
6:56.0,,,39-38,,R. McCallum enters the game for N. Stauskas
6:43.0,Offensive foul by J. Nurkic,,39-38,,
6:43.0,Turnover by J. Nurkic (offensive foul),,39-38,,
6:43.0,D. Arthur enters the game for J. Nurkic,,39-38,,
6:43.0,J. Hickson enters the game for N. Robinson,,39-38,,
6:43.0,,,39-38,,B. McLemore enters the game for R. McCallum
6:26.0,Violation by J. Hickson (def goaltending),,39-38,,
6:26.0,,,39-40,2,D. Collison makes 2-pt shot from 3 ft (assist by J. Thompson)
6:11.0,A. Afflalo makes 2-pt shot from 16 ft (assist by T. Lawson),2,41-40,,
5:47.0,,,41-40,,D. Cousins misses 2-pt shot from 6 ft
5:47.0,Defensive rebound by A. Afflalo,,41-40,,
5:29.0,T. Lawson misses 2-pt shot from 16 ft,,41-40,,
5:29.0,,,41-40,,Defensive rebound by D. Cousins
5:22.0,,,41-40,,D. Collison misses 2-pt shot from 7 ft (block by T. Lawson)
5:21.0,Defensive rebound by K. Faried,,41-40,,
5:16.0,K. Faried misses 2-pt shot from 2 ft,,41-40,,
5:14.0,Offensive rebound by J. Hickson,,41-40,,
5:14.0,J. Hickson makes 2-pt shot from 1 ft,2,43-40,,
4:50.0,,,43-40,,D. Cousins misses 2-pt shot from 21 ft
4:49.0,,,43-40,,Offensive rebound by J. Thompson
4:43.0,,,43-42,2,R. Gay makes 2-pt shot from 19 ft
4:20.0,J. Hickson makes 2-pt shot from 9 ft,2,45-42,,
4:05.0,,,45-45,3,R. Gay makes 3-pt shot from 25 ft (assist by D. Collison)
3:47.0,K. Faried misses 2-pt shot from 2 ft (block by D. Cousins),,45-45,,
3:45.0,Offensive rebound by K. Faried,,45-45,,
3:39.0,J. Hickson makes 2-pt shot from 4 ft,2,47-45,,
3:24.0,,,47-45,,B. McLemore misses 3-pt shot from 25 ft
3:24.0,Defensive rebound by K. Faried,,47-45,,
3:06.0,A. Afflalo misses 2-pt shot from 9 ft,,47-45,,
3:06.0,,,47-45,,Defensive rebound by D. Cousins
2:49.0,,,47-47,2,R. Gay makes 2-pt shot from 13 ft
2:30.0,J. Hickson makes 2-pt shot from 2 ft (assist by K. Faried),2,49-47,,
2:25.0,,,49-47,,Shooting foul by A. Afflalo (drawn by B. McLemore)
2:25.0,Official timeout,,49-47,,
2:25.0,,,49-48,1,B. McLemore makes free throw 1 of 2
2:25.0,,,49-49,1,B. McLemore makes free throw 2 of 2
2:14.0,Turnover by A. Afflalo (bad pass; steal by D. Collison),,49-49,,
2:08.0,,,49-51,2,D. Collison makes 2-pt shot from 1 ft
1:52.0,D. Arthur misses 3-pt shot from 24 ft,,49-51,,
1:51.0,,,49-51,,Defensive rebound by D. Cousins
1:49.0,,,49-53,2,R. Gay makes 2-pt shot at rim (assist by D. Collison)
1:35.0,K. Faried makes 2-pt shot from 3 ft (assist by T. Lawson),2,51-53,,
1:26.0,,,51-55,2,D. Collison makes 2-pt shot from 4 ft
1:17.0,A. Afflalo misses 2-pt shot from 5 ft (block by D. Cousins),,51-55,,
1:16.0,Offensive rebound by A. Afflalo,,51-55,,
1:13.0,T. Lawson makes 3-pt shot from 24 ft (assist by A. Afflalo),3,54-55,,
1:02.0,,,54-55,,Sacramento full timeout
1:02.0,G. Harris enters the game for D. Arthur,,54-55,,
0:48.0,,,54-55,,B. McLemore misses 3-pt shot from 23 ft
0:48.0,Defensive rebound by K. Faried,,54-55,,
0:40.0,K. Faried misses 2-pt shot from 12 ft,,54-55,,
0:39.0,,,54-55,,Defensive rebound by D. Collison
0:28.0,,,54-57,2,D. Collison makes 2-pt shot from 10 ft
0:08.0,T. Lawson misses 3-pt shot from 25 ft,,54-57,,
0:06.0,,,54-57,,Defensive rebound by B. McLemore
0:00.0,,,54-60,3,B. McLemore makes 3-pt shot from 25 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,D. Arthur misses 2-pt shot from 17 ft,,54-60,,
11:47.0,Offensive rebound by J. Nurkic,,54-60,,
11:45.0,J. Nurkic makes 2-pt shot from 7 ft,2,56-60,,
11:28.0,,,56-60,,Turnover by R. Gay (bad pass)
11:06.0,T. Lawson makes 2-pt shot from 2 ft (assist by D. Arthur),2,58-60,,
10:53.0,,,58-60,,D. Cousins misses 2-pt shot from 17 ft
10:53.0,Defensive rebound by J. Nurkic,,58-60,,
10:44.0,J. Nurkic makes 2-pt shot from 16 ft (assist by T. Lawson),2,60-60,,
10:23.0,,,60-60,,Turnover by D. Cousins (lost ball; steal by J. Nurkic)
10:18.0,T. Lawson makes 2-pt shot from 1 ft (assist by K. Faried),2,62-60,,
10:18.0,,,62-60,,Sacramento full timeout
9:55.0,,,62-60,,B. McLemore misses 2-pt shot from 5 ft
9:55.0,Defensive rebound by T. Lawson,,62-60,,
9:51.0,A. Afflalo misses 2-pt shot from 2 ft (block by D. Cousins),,62-60,,
9:50.0,Offensive rebound by Team,,62-60,,
9:47.0,Shooting foul by D. Collison (drawn by T. Lawson),,62-60,,
9:47.0,T. Lawson makes free throw 1 of 2,1,63-60,,
9:47.0,T. Lawson misses free throw 2 of 2,,63-60,,
9:46.0,,,63-60,,Defensive rebound by J. Thompson
9:34.0,,,63-62,2,D. Cousins makes 2-pt shot at rim (assist by B. McLemore)
9:16.0,D. Arthur makes 2-pt shot at rim (assist by A. Afflalo),2,65-62,,
8:51.0,,,65-62,,D. Cousins misses 2-pt shot from 18 ft
8:51.0,Defensive rebound by K. Faried,,65-62,,
8:44.0,J. Nurkic misses 2-pt shot from 5 ft,,65-62,,
8:42.0,Offensive rebound by K. Faried,,65-62,,
8:42.0,K. Faried makes 2-pt shot from 2 ft,2,67-62,,
8:22.0,,,67-64,2,R. Gay makes 2-pt shot at rim (assist by B. McLemore)
7:59.0,T. Lawson makes 2-pt shot from 22 ft,2,69-64,,
7:40.0,,,69-64,,D. Cousins misses 2-pt shot from 4 ft
7:40.0,,,69-64,,Offensive rebound by Team
7:40.0,Loose ball foul by K. Faried (drawn by D. Cousins),,69-64,,
7:31.0,,,69-64,,D. Collison misses 2-pt shot from 14 ft
7:31.0,Defensive rebound by J. Nurkic,,69-64,,
7:22.0,T. Lawson makes 2-pt shot from 18 ft,2,71-64,,
7:05.0,,,71-64,,D. Cousins misses 2-pt shot from 12 ft
7:04.0,Defensive rebound by T. Lawson,,71-64,,
7:00.0,Shooting foul by D. Collison (drawn by T. Lawson),,71-64,,
7:00.0,T. Lawson makes free throw 1 of 3,1,72-64,,
7:00.0,T. Lawson makes free throw 2 of 3,1,73-64,,
7:00.0,T. Lawson makes free throw 3 of 3,1,74-64,,
6:44.0,,,74-64,,R. Gay misses 2-pt shot from 17 ft
6:44.0,Defensive rebound by K. Faried,,74-64,,
6:36.0,D. Arthur misses 3-pt shot from 24 ft,,74-64,,
6:35.0,Offensive rebound by K. Faried,,74-64,,
6:33.0,Shooting foul by J. Thompson (drawn by D. Arthur),,74-64,,
6:33.0,D. Arthur makes free throw 1 of 2,1,75-64,,
6:33.0,D. Arthur makes free throw 2 of 2,1,76-64,,
6:12.0,,,76-64,,D. Collison misses 2-pt shot from 9 ft
6:11.0,Defensive rebound by J. Nurkic,,76-64,,
5:54.0,A. Afflalo misses 3-pt shot from 23 ft,,76-64,,
5:53.0,Offensive rebound by J. Nurkic,,76-64,,
5:45.0,T. Lawson misses 3-pt shot from 24 ft,,76-64,,
5:45.0,,,76-64,,Defensive rebound by J. Thompson
5:24.0,,,76-67,3,D. Collison makes 3-pt shot from 24 ft (assist by D. Cousins)
5:15.0,Denver full timeout,,76-67,,
5:15.0,,,76-67,,D. Williams enters the game for J. Thompson
5:15.0,,,76-67,,C. Landry enters the game for B. McLemore
5:15.0,A. Gee enters the game for D. Arthur,,76-67,,
4:59.0,J. Nurkic makes 2-pt shot from 5 ft,2,78-67,,
4:38.0,,,78-67,,D. Cousins misses 2-pt shot from 4 ft (block by J. Nurkic)
4:36.0,,,78-67,,Offensive rebound by D. Cousins
4:34.0,,,78-69,2,D. Cousins makes 2-pt shot from 2 ft
4:16.0,J. Nurkic makes 2-pt shot from 20 ft (assist by A. Gee),2,80-69,,
3:54.0,,,80-69,,R. Gay misses 2-pt shot from 9 ft (block by J. Nurkic)
3:52.0,Defensive rebound by J. Nurkic,,80-69,,
3:50.0,A. Gee makes 2-pt shot from 2 ft (assist by A. Afflalo),2,82-69,,
3:31.0,,,82-69,,R. McCallum enters the game for R. Gay
3:19.0,,,82-69,,C. Landry misses 2-pt shot from 12 ft
3:17.0,Defensive rebound by K. Faried,,82-69,,
3:07.0,A. Afflalo makes 2-pt shot from 11 ft,2,84-69,,
2:51.0,,,84-69,,D. Cousins misses 2-pt shot from 15 ft
2:50.0,Defensive rebound by K. Faried,,84-69,,
2:37.0,A. Afflalo misses 2-pt shot from 3 ft (block by R. McCallum),,84-69,,
2:37.0,Offensive rebound by Team,,84-69,,
2:37.0,,,84-69,,J. Thompson enters the game for D. Cousins
2:37.0,J. Hickson enters the game for J. Nurkic,,84-69,,
2:37.0,Jump ball: A. Afflalo vs. R. McCallum (J. Hickson gains possession),,,,Jump ball: A. Afflalo vs. R. McCallum (J. Hickson gains possession)
2:26.0,T. Lawson misses 2-pt shot from 21 ft,,84-69,,
2:25.0,,,84-69,,Defensive rebound by D. Williams
2:18.0,,,84-69,,Turnover by D. Collison (lost ball; steal by A. Gee)
2:15.0,A. Gee makes 2-pt shot at rim (assist by T. Lawson),2,86-69,,
1:51.0,,,86-71,2,J. Thompson makes 2-pt shot from 9 ft (assist by R. McCallum)
1:35.0,Shooting foul by J. Thompson (drawn by T. Lawson),,86-71,,
1:35.0,T. Lawson makes free throw 1 of 2,1,87-71,,
1:35.0,T. Lawson makes free throw 2 of 2,1,88-71,,
1:15.0,,,88-71,,C. Landry misses 2-pt shot from 16 ft
1:14.0,Defensive rebound by A. Gee,,88-71,,
1:08.0,T. Lawson misses 2-pt shot from 9 ft,,88-71,,
1:08.0,,,88-71,,Defensive rebound by Team
1:08.0,Loose ball foul by J. Hickson (drawn by J. Thompson),,88-71,,
0:54.0,,,88-71,,J. Thompson misses 2-pt shot from 19 ft
0:53.0,Defensive rebound by J. Hickson,,88-71,,
0:39.0,Shooting foul by C. Landry (drawn by J. Hickson),,88-71,,
0:39.0,A. Afflalo makes free throw 1 of 2,1,89-71,,
0:39.0,N. Robinson enters the game for K. Faried,,89-71,,
0:39.0,,,89-71,,R. Gay enters the game for J. Thompson
0:39.0,A. Afflalo makes free throw 2 of 2,1,90-71,,
0:31.0,,,90-71,,D. Collison misses 3-pt shot from 25 ft
0:31.0,,,90-71,,Offensive rebound by C. Landry
0:31.0,,,90-73,2,C. Landry makes 2-pt shot at rim
0:14.0,Offensive foul by J. Hickson,,90-73,,
0:14.0,Turnover by J. Hickson (offensive foul),,90-73,,
0:14.0,G. Harris enters the game for T. Lawson,,90-73,,
0:01.0,,,90-75,2,D. Collison makes 2-pt shot from 13 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,90-75,,Turnover by D. Cousins (traveling)
11:29.0,G. Harris makes 2-pt shot from 9 ft (assist by K. Faried),2,92-75,,
11:01.0,,,92-75,,N. Stauskas misses 3-pt shot from 40 ft
11:01.0,,,92-75,,Offensive rebound by Team
11:01.0,,,92-75,,Turnover by Team (shot clock)
10:50.0,J. Hickson makes 2-pt shot at rim (assist by N. Robinson),2,94-75,,
10:31.0,Personal foul by G. Harris (drawn by R. McCallum),,94-75,,
10:20.0,,,94-75,,R. McCallum misses 2-pt shot from 2 ft (block by K. Faried)
10:18.0,Defensive rebound by J. Hickson,,94-75,,
10:16.0,,,94-75,,Personal foul by N. Stauskas (drawn by A. Gee)
10:09.0,N. Robinson misses 3-pt shot from 24 ft,,94-75,,
10:09.0,,,94-75,,Defensive rebound by C. Landry
10:01.0,,,94-77,2,D. Cousins makes 2-pt shot from 2 ft (assist by R. McCallum)
9:52.0,G. Harris misses 2-pt shot from 3 ft,,94-77,,
9:51.0,,,94-77,,Defensive rebound by C. Landry
9:47.0,,,94-77,,Shooting foul by N. Robinson (drawn by R. McCallum)
9:47.0,,,94-78,1,R. McCallum makes free throw 1 of 2
9:47.0,,,94-78,,R. McCallum misses free throw 2 of 2
9:45.0,,,94-78,,Offensive rebound by D. Cousins
9:45.0,,,94-80,2,D. Cousins makes 2-pt shot from 1 ft
9:21.0,N. Robinson makes 2-pt shot from 19 ft,2,96-80,,
9:08.0,,,96-80,,R. McCallum misses 2-pt shot from 3 ft (block by J. Hickson)
9:07.0,,,96-80,,Offensive rebound by Team
9:07.0,Personal foul by N. Robinson (drawn by D. Cousins),,96-80,,
8:56.0,,,96-80,,R. Gay misses 3-pt shot from 23 ft
8:55.0,,,96-80,,Offensive rebound by D. Cousins
8:55.0,,,96-82,2,D. Cousins makes 2-pt shot from 2 ft
8:36.0,K. Faried makes 2-pt shot from 9 ft (assist by N. Robinson),2,98-82,,
8:25.0,,,98-82,,D. Cousins misses 2-pt shot from 18 ft
8:24.0,Defensive rebound by K. Faried,,98-82,,
8:16.0,J. Hickson makes 2-pt shot from 6 ft (assist by N. Robinson),2,100-82,,
7:58.0,,,100-82,,Turnover by R. McCallum (lost ball; steal by G. Harris)
7:56.0,Shooting foul by D. Cousins (drawn by G. Harris),,100-82,,
7:56.0,Official timeout,,100-82,,
7:56.0,,,100-82,,D. Collison enters the game for C. Landry
7:56.0,,,100-82,,B. McLemore enters the game for R. McCallum
7:56.0,G. Harris misses free throw 1 of 2,,100-82,,
7:56.0,Offensive rebound by Team,,100-82,,
7:56.0,G. Harris makes free throw 2 of 2,1,101-82,,
7:43.0,,,101-84,2,D. Cousins makes 2-pt shot from 7 ft
7:43.0,,,101-84,,Shooting foul by J. Hickson (drawn by D. Cousins)
7:43.0,,,101-85,1,D. Cousins makes free throw 1 of 1
7:26.0,N. Robinson makes 3-pt shot from 28 ft (assist by J. Hickson),3,104-85,,
7:06.0,Personal foul by N. Robinson (drawn by R. Gay),,104-85,,
7:06.0,,,104-85,,R. Gay misses free throw 1 of 2
7:06.0,,,104-85,,Offensive rebound by Team
7:06.0,T. Lawson enters the game for J. Hickson,,104-85,,
7:06.0,A. Afflalo enters the game for G. Harris,,104-85,,
7:06.0,,,104-86,1,R. Gay makes free throw 2 of 2
6:48.0,Turnover by A. Afflalo (bad pass; steal by D. Cousins),,104-86,,
6:40.0,,,104-86,,D. Collison misses 3-pt shot from 23 ft
6:40.0,Defensive rebound by Team,,104-86,,
6:40.0,,,104-86,,Loose ball foul by D. Cousins (drawn by K. Faried)
6:30.0,Turnover by T. Lawson (bad pass; steal by R. Gay),,104-86,,
6:27.0,,,104-86,,Shooting foul by T. Lawson (drawn by R. Gay)
6:27.0,,,104-86,,R. Gay misses free throw 1 of 2
6:27.0,,,104-86,,Offensive rebound by Team
6:27.0,,,104-87,1,R. Gay makes free throw 2 of 2
6:07.0,A. Afflalo misses 3-pt shot from 25 ft,,104-87,,
6:06.0,,,104-87,,Defensive rebound by D. Cousins
6:02.0,,,104-87,,Turnover by D. Cousins (lost ball; steal by A. Gee)
6:02.0,K. Faried makes 2-pt shot from 4 ft (assist by A. Gee),2,106-87,,
6:02.0,Shooting foul by D. Cousins (drawn by K. Faried),,106-87,,
6:02.0,K. Faried makes free throw 1 of 1,1,107-87,,
5:56.0,,,107-87,,Shooting foul by K. Faried (drawn by N. Stauskas)
5:56.0,,,107-87,,Sacramento full timeout
5:56.0,,,107-88,1,N. Stauskas makes free throw 1 of 2
5:56.0,,,107-89,1,N. Stauskas makes free throw 2 of 2
5:34.0,Offensive foul by A. Afflalo,,107-89,,
5:34.0,Turnover by A. Afflalo (offensive foul),,107-89,,
5:20.0,,,107-89,,Shooting foul by K. Faried (drawn by D. Cousins)
5:20.0,,,107-90,1,D. Cousins makes free throw 1 of 2
5:20.0,J. Nurkic enters the game for K. Faried,,107-90,,
5:20.0,,,107-91,1,D. Cousins makes free throw 2 of 2
5:03.0,A. Afflalo misses 2-pt shot from 4 ft (block by R. Gay),,107-91,,
4:58.0,,,107-91,,Defensive rebound by R. Gay
4:50.0,,,107-93,2,R. Gay makes 2-pt shot from 6 ft
4:49.0,Denver full timeout,,107-93,,
4:34.0,A. Gee misses 2-pt shot from 5 ft,,107-93,,
4:33.0,Offensive rebound by J. Nurkic,,107-93,,
4:33.0,J. Nurkic makes 2-pt shot at rim,2,109-93,,
4:16.0,,,109-93,,R. Gay misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by A. Afflalo,,109-93,,
4:08.0,T. Lawson makes 2-pt shot from 4 ft,2,111-93,,
4:08.0,Shooting foul by D. Collison (drawn by T. Lawson),,111-93,,
4:08.0,T. Lawson misses free throw 1 of 1,,111-93,,
4:07.0,,,111-93,,Defensive rebound by D. Cousins
3:54.0,,,111-93,,Shooting foul by J. Nurkic (drawn by D. Cousins)
3:54.0,,,111-94,1,D. Cousins makes free throw 1 of 2
3:54.0,,,111-95,1,D. Cousins makes free throw 2 of 2
3:40.0,Shooting foul by N. Stauskas (drawn by A. Gee),,111-95,,
3:40.0,A. Gee makes free throw 1 of 2,1,112-95,,
3:40.0,,,112-95,,R. McCallum enters the game for N. Stauskas
3:40.0,A. Gee makes free throw 2 of 2,1,113-95,,
3:27.0,,,113-95,,Turnover by D. Cousins (lost ball; steal by A. Gee)
3:06.0,A. Afflalo makes 2-pt shot from 8 ft,2,115-95,,
