time,Orlando,pts.away,score,pts.home,Atlanta
4:23.0,A. Nicholson enters the game for N. Vucevic,,13-23,,
4:09.0,Jump ball: D. Dedmon vs. P. Millsap (K. Bazemore gains possession),,,,Jump ball: D. Dedmon vs. P. Millsap (K. Bazemore gains possession)
4:02.0,,,13-23,,J. Teague misses 2-pt shot from 1 ft
4:01.0,Defensive rebound by D. Dedmon,,13-23,,
3:54.0,Turnover by V. Oladipo (lost ball; steal by J. Teague),,13-23,,
3:48.0,,,13-25,2,D. Carroll makes 2-pt shot from 1 ft (assist by J. Teague)
3:32.0,,,13-25,,Violation by D. Carroll (kicked ball)
3:32.0,,,13-25,,D. Schroder enters the game for J. Teague
3:23.0,Shooting foul by P. Millsap (drawn by V. Oladipo),,13-25,,
3:23.0,V. Oladipo misses free throw 1 of 2,,13-25,,
3:23.0,Offensive rebound by Team,,13-25,,
3:23.0,V. Oladipo makes free throw 2 of 2,1,14-25,,
3:05.0,,,14-25,,D. Carroll misses 3-pt shot from 25 ft
3:05.0,,,14-25,,Offensive rebound by P. Antic
3:05.0,Personal foul by A. Nicholson (drawn by P. Antic),,14-25,,
2:59.0,,,14-25,,Turnover by D. Schroder (bad pass)
2:50.0,,,14-25,,Violation by K. Bazemore (kicked ball)
2:50.0,,,14-25,,S. Mack enters the game for D. Carroll
2:46.0,Offensive foul by D. Dedmon,,14-25,,
2:46.0,Turnover by D. Dedmon (offensive foul),,14-25,,
2:31.0,,,14-25,,D. Schroder misses 3-pt shot from 24 ft
2:28.0,Defensive rebound by A. Nicholson,,14-25,,
2:20.0,V. Oladipo misses 2-pt shot at rim,,14-25,,
2:19.0,,,14-25,,Defensive rebound by P. Antic
2:08.0,,,14-25,,Shooting foul by V. Oladipo (drawn by P. Millsap)
2:08.0,,,14-25,,P. Millsap misses free throw 1 of 2
2:08.0,,,14-25,,Offensive rebound by Team
2:08.0,K. O'Quinn enters the game for D. Dedmon,,14-25,,
2:08.0,L. Ridnour enters the game for V. Oladipo,,14-25,,
2:08.0,,,14-25,,P. Millsap misses free throw 2 of 2
2:07.0,Defensive rebound by A. Nicholson,,14-25,,
1:57.0,A. Nicholson misses 3-pt shot from 24 ft,,14-25,,
1:56.0,,,14-25,,Defensive rebound by P. Millsap
1:43.0,,,14-28,3,P. Millsap makes 3-pt shot from 24 ft (assist by S. Mack)
1:21.0,W. Green misses 2-pt shot from 11 ft,,14-28,,
1:18.0,,,14-28,,Defensive rebound by P. Millsap
1:12.0,,,14-28,,Turnover by D. Schroder (lost ball; steal by L. Ridnour)
0:50.0,Shooting foul by K. Bazemore (drawn by T. Harris),,14-28,,
0:50.0,T. Harris makes free throw 1 of 2,1,15-28,,
0:50.0,,,15-28,,M. Scott enters the game for P. Millsap
0:50.0,T. Harris makes free throw 2 of 2,1,16-28,,
0:34.0,,,16-28,,D. Schroder misses 2-pt shot from 17 ft
0:32.0,Defensive rebound by T. Harris,,16-28,,
0:11.0,T. Harris misses 2-pt shot from 21 ft,,16-28,,
0:10.0,,,16-28,,Defensive rebound by P. Antic
0:01.0,,,16-28,,M. Scott misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by K. O'Quinn,,16-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,16-28,,P. Antic misses 2-pt shot from 1 ft (block by M. Harkless)
11:41.0,Defensive rebound by Team,,16-28,,
11:18.0,A. Nicholson makes 2-pt shot at rim,2,18-28,,
11:02.0,,,18-31,3,S. Mack makes 3-pt shot from 23 ft (assist by D. Schroder)
10:42.0,A. Nicholson misses 3-pt shot from 24 ft,,18-31,,
10:41.0,,,18-31,,Defensive rebound by D. Schroder
10:19.0,,,18-34,3,P. Antic makes 3-pt shot from 24 ft (assist by K. Bazemore)
9:49.0,L. Ridnour misses 3-pt shot from 24 ft,,18-34,,
9:49.0,Offensive rebound by Team,,18-34,,
9:49.0,Turnover by Team (shot clock),,18-34,,
9:49.0,,,18-34,,K. Korver enters the game for K. Bazemore
9:49.0,N. Vucevic enters the game for A. Nicholson,,18-34,,
9:40.0,,,18-34,,Turnover by D. Schroder (bad pass; steal by L. Ridnour)
9:33.0,W. Green makes 3-pt shot from 24 ft (assist by L. Ridnour),3,21-34,,
9:23.0,,,21-34,,K. Korver misses 3-pt shot from 25 ft
9:22.0,Defensive rebound by N. Vucevic,,21-34,,
9:12.0,M. Harkless misses 3-pt shot from 23 ft,,21-34,,
9:11.0,,,21-34,,Defensive rebound by M. Scott
8:58.0,,,21-34,,Turnover by D. Schroder (bad pass)
8:58.0,Official timeout,,21-34,,
8:58.0,,,21-34,,A. Horford enters the game for P. Antic
8:58.0,,,21-34,,K. Bazemore enters the game for D. Schroder
8:58.0,C. Frye enters the game for K. O'Quinn,,21-34,,
8:40.0,C. Frye misses 2-pt shot from 10 ft (block by K. Bazemore),,21-34,,
8:38.0,,,21-34,,Defensive rebound by M. Scott
8:33.0,,,21-34,,S. Mack misses 3-pt shot from 24 ft
8:31.0,Defensive rebound by M. Harkless,,21-34,,
8:11.0,C. Frye makes 3-pt shot from 22 ft (assist by L. Ridnour),3,24-34,,
7:49.0,Personal foul by C. Frye (drawn by K. Bazemore),,24-34,,
7:49.0,,,24-34,,J. Teague enters the game for S. Mack
7:39.0,,,24-34,,Turnover by K. Bazemore (bad pass; steal by M. Harkless)
7:34.0,Shooting foul by K. Bazemore (drawn by W. Green),,24-34,,
7:34.0,W. Green misses free throw 1 of 2,,24-34,,
7:34.0,Offensive rebound by Team,,24-34,,
7:34.0,W. Green makes free throw 2 of 2,1,25-34,,
7:29.0,,,25-34,,Shooting foul by L. Ridnour (drawn by A. Horford)
7:29.0,,,25-35,1,A. Horford makes free throw 1 of 2
7:29.0,,,25-36,1,A. Horford makes free throw 2 of 2
7:22.0,Turnover by W. Green (bad pass; steal by A. Horford),,25-36,,
7:16.0,,,25-36,,Turnover by K. Bazemore (bad pass; steal by C. Frye)
7:12.0,L. Ridnour misses 3-pt shot from 23 ft,,25-36,,
7:11.0,,,25-36,,Defensive rebound by M. Scott
7:02.0,,,25-36,,Turnover by M. Scott (bad pass; steal by N. Vucevic)
6:43.0,Turnover by N. Vucevic (bad pass),,25-36,,
6:43.0,E. Payton enters the game for W. Green,,25-36,,
6:43.0,V. Oladipo enters the game for L. Ridnour,,25-36,,
6:43.0,,,25-36,,D. Carroll enters the game for K. Bazemore
6:29.0,,,25-36,,M. Scott misses 2-pt shot from 15 ft
6:27.0,Defensive rebound by N. Vucevic,,25-36,,
6:20.0,Turnover by E. Payton (bad pass; steal by A. Horford),,25-36,,
6:15.0,,,25-36,,Turnover by D. Carroll (lost ball)
5:55.0,N. Vucevic makes 2-pt shot from 12 ft (assist by V. Oladipo),2,27-36,,
5:33.0,,,27-38,2,A. Horford makes 2-pt shot from 5 ft
5:10.0,Turnover by E. Payton (bad pass; steal by K. Korver),,27-38,,
5:03.0,,,27-38,,M. Scott misses 3-pt shot from 25 ft
5:01.0,,,27-38,,Offensive rebound by D. Carroll
4:58.0,,,27-38,,D. Carroll misses 2-pt shot from 1 ft
4:56.0,,,27-38,,Offensive rebound by M. Scott
4:56.0,,,27-38,,Turnover by M. Scott (lost ball)
4:56.0,,,27-38,,Atlanta full timeout
4:56.0,,,27-38,,P. Millsap enters the game for M. Scott
4:56.0,T. Harris enters the game for M. Harkless,,27-38,,
4:44.0,V. Oladipo makes 2-pt shot from 1 ft,2,29-38,,
4:31.0,,,29-38,,Turnover by K. Korver (bad pass; steal by E. Payton)
4:24.0,Shooting foul by P. Millsap (drawn by T. Harris),,29-38,,
4:24.0,,,29-38,,Technical foul by P. Millsap (drawn by T. Harris)
4:24.0,C. Frye makes technical free throw,1,30-38,,
4:24.0,T. Harris makes free throw 1 of 2,1,31-38,,
4:24.0,T. Harris misses free throw 2 of 2,,31-38,,
4:22.0,,,31-38,,Defensive rebound by P. Millsap
4:12.0,,,31-38,,J. Teague misses 2-pt shot from 18 ft
4:10.0,,,31-38,,Offensive rebound by A. Horford
4:02.0,,,31-38,,P. Millsap misses 2-pt shot from 1 ft
4:00.0,Defensive rebound by C. Frye,,31-38,,
3:53.0,C. Frye makes 3-pt shot from 24 ft (assist by E. Payton),3,34-38,,
3:30.0,,,34-38,,P. Millsap misses 3-pt shot from 24 ft
3:29.0,Defensive rebound by T. Harris,,34-38,,
3:21.0,E. Payton misses 2-pt shot from 13 ft,,34-38,,
3:19.0,Offensive rebound by N. Vucevic,,34-38,,
3:12.0,E. Payton misses 2-pt shot from 1 ft,,34-38,,
3:11.0,Offensive rebound by Team,,34-38,,
3:11.0,Orlando full timeout,,34-38,,
3:11.0,,,34-38,,P. Antic enters the game for A. Horford
3:11.0,,,34-38,,K. Bazemore enters the game for K. Korver
3:00.0,T. Harris makes 2-pt shot from 1 ft (assist by E. Payton),2,36-38,,
2:47.0,,,36-38,,P. Antic misses 2-pt shot from 20 ft
2:46.0,,,36-38,,Offensive rebound by Team
2:46.0,Loose ball foul by C. Frye (drawn by P. Millsap),,36-38,,
2:43.0,,,36-38,,P. Millsap misses 2-pt shot from 1 ft
2:41.0,,,36-38,,Offensive rebound by P. Millsap
2:41.0,,,36-40,2,P. Millsap makes 2-pt shot at rim
2:27.0,V. Oladipo misses 2-pt shot from 1 ft,,36-40,,
2:25.0,Offensive rebound by N. Vucevic,,36-40,,
2:25.0,N. Vucevic makes 2-pt shot at rim,2,38-40,,
2:09.0,,,38-40,,P. Millsap misses 2-pt shot from 4 ft (block by N. Vucevic)
2:09.0,,,38-40,,Offensive rebound by Team
2:02.0,,,38-40,,Turnover by D. Carroll (lost ball; steal by T. Harris)
1:56.0,V. Oladipo makes 2-pt shot from 2 ft,2,40-40,,
1:49.0,,,40-40,,Atlanta full timeout
1:49.0,,,40-40,,K. Korver enters the game for D. Carroll
1:43.0,,,40-40,,Turnover by J. Teague (lost ball)
1:32.0,C. Frye misses 3-pt shot from 24 ft,,40-40,,
1:31.0,Offensive rebound by Team,,40-40,,
1:23.0,E. Payton misses 2-pt shot from 6 ft (block by K. Korver),,40-40,,
1:22.0,,,40-40,,Defensive rebound by P. Antic
1:01.0,,,40-40,,Turnover by J. Teague (bad pass; steal by T. Harris)
0:55.0,V. Oladipo misses 2-pt shot from 8 ft,,40-40,,
0:53.0,,,40-40,,Defensive rebound by K. Korver
0:50.0,,,40-42,2,K. Bazemore makes 2-pt shot at rim (assist by K. Korver)
0:46.0,T. Harris makes 3-pt shot from 22 ft (assist by E. Payton),3,43-42,,
0:32.0,,,43-42,,J. Teague misses 2-pt shot from 6 ft
0:30.0,Defensive rebound by N. Vucevic,,43-42,,
0:11.0,T. Harris makes 2-pt shot at rim (assist by V. Oladipo),2,45-42,,
0:00.0,,,45-42,,J. Teague misses 3-pt shot from 28 ft
0:00.0,,,45-42,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,45-45,3,D. Carroll makes 3-pt shot from 23 ft (assist by P. Millsap)
11:24.0,T. Harris misses 3-pt shot from 24 ft,,45-45,,
11:22.0,,,45-45,,Defensive rebound by D. Carroll
11:04.0,Personal foul by N. Vucevic (drawn by J. Teague),,45-45,,
10:54.0,,,45-47,2,P. Millsap makes 2-pt shot from 15 ft (assist by K. Korver)
10:41.0,E. Payton makes 2-pt shot from 20 ft,2,47-47,,
10:26.0,,,47-47,,A. Horford misses 2-pt shot from 19 ft
10:24.0,Defensive rebound by N. Vucevic,,47-47,,
10:15.0,E. Payton misses 2-pt shot from 1 ft,,47-47,,
10:14.0,,,47-47,,Defensive rebound by A. Horford
10:04.0,,,47-50,3,J. Teague makes 3-pt shot from 24 ft (assist by P. Millsap)
9:47.0,V. Oladipo makes 2-pt shot from 2 ft,2,49-50,,
9:33.0,,,49-52,2,J. Teague makes 2-pt shot from 1 ft (assist by A. Horford)
9:14.0,Jump ball: V. Oladipo vs. J. Teague (E. Payton gains possession),,,,Jump ball: V. Oladipo vs. J. Teague (E. Payton gains possession)
9:05.0,E. Payton makes 2-pt shot from 10 ft,2,51-52,,
8:56.0,Personal foul by C. Frye (drawn by J. Teague),,51-52,,
8:47.0,,,51-52,,P. Millsap misses 3-pt shot from 24 ft
8:46.0,Defensive rebound by N. Vucevic,,51-52,,
8:32.0,N. Vucevic makes 2-pt shot from 16 ft (assist by C. Frye),2,53-52,,
8:14.0,,,53-54,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
8:00.0,C. Frye misses 2-pt shot from 21 ft,,53-54,,
7:59.0,,,53-54,,Defensive rebound by D. Carroll
7:41.0,,,53-54,,Turnover by A. Horford (bad pass; steal by E. Payton)
7:33.0,C. Frye makes 3-pt shot from 24 ft (assist by E. Payton),3,56-54,,
7:22.0,,,56-56,2,J. Teague makes 2-pt shot from 1 ft
6:58.0,V. Oladipo misses 3-pt shot from 24 ft,,56-56,,
6:56.0,,,56-56,,Defensive rebound by A. Horford
6:50.0,,,56-58,2,J. Teague makes 2-pt shot from 2 ft
6:48.0,Orlando full timeout,,56-58,,
6:34.0,T. Harris misses 3-pt shot from 22 ft,,56-58,,
6:31.0,Offensive rebound by E. Payton,,56-58,,
6:31.0,Jump ball: D. Carroll vs. N. Vucevic (V. Oladipo gains possession),,,,Jump ball: D. Carroll vs. N. Vucevic (V. Oladipo gains possession)
6:13.0,C. Frye misses 3-pt shot from 23 ft,,56-58,,
6:12.0,Offensive rebound by C. Frye,,56-58,,
6:09.0,Turnover by C. Frye (bad pass; steal by D. Carroll),,56-58,,
5:55.0,,,56-61,3,K. Korver makes 3-pt shot from 23 ft (assist by A. Horford)
5:39.0,N. Vucevic makes 2-pt shot from 17 ft (assist by V. Oladipo),2,58-61,,
5:21.0,,,58-63,2,A. Horford makes 2-pt shot from 17 ft
4:59.0,V. Oladipo misses 3-pt shot from 25 ft,,58-63,,
4:57.0,,,58-63,,Defensive rebound by A. Horford
4:53.0,,,58-63,,Shooting foul by C. Frye (drawn by A. Horford)
4:53.0,,,58-63,,A. Horford misses free throw 1 of 2
4:53.0,,,58-63,,Offensive rebound by Team
4:53.0,D. Dedmon enters the game for C. Frye,,58-63,,
4:53.0,W. Green enters the game for E. Payton,,58-63,,
4:53.0,,,58-63,,K. Bazemore enters the game for K. Korver
4:53.0,,,58-64,1,A. Horford makes free throw 2 of 2
4:44.0,,,58-64,,P. Antic enters the game for A. Horford
4:44.0,Jump ball: P. Millsap vs. V. Oladipo (D. Carroll gains possession),,,,Jump ball: P. Millsap vs. V. Oladipo (D. Carroll gains possession)
4:44.0,Turnover by V. Oladipo (lost ball; steal by K. Bazemore),,58-64,,
4:26.0,,,58-64,,D. Carroll misses 2-pt shot from 17 ft
4:25.0,Defensive rebound by T. Harris,,58-64,,
4:16.0,D. Dedmon makes 2-pt shot at rim (assist by N. Vucevic),2,60-64,,
3:43.0,,,60-64,,D. Carroll misses 3-pt shot from 23 ft
3:40.0,Defensive rebound by N. Vucevic,,60-64,,
3:38.0,Turnover by N. Vucevic (bad pass; steal by D. Carroll),,60-64,,
3:31.0,,,60-64,,K. Bazemore misses 3-pt shot from 23 ft
3:29.0,Defensive rebound by W. Green,,60-64,,
3:20.0,V. Oladipo makes 2-pt shot from 1 ft (assist by N. Vucevic),2,62-64,,
3:20.0,,,62-64,,Atlanta full timeout
3:20.0,,,62-64,,D. Schroder enters the game for J. Teague
3:06.0,,,62-66,2,P. Millsap makes 2-pt shot at rim (assist by D. Schroder)
2:42.0,V. Oladipo makes 3-pt shot from 24 ft (assist by N. Vucevic),3,65-66,,
2:24.0,,,65-66,,P. Millsap misses 2-pt shot from 2 ft (block by T. Harris)
2:22.0,,,65-66,,Offensive rebound by P. Antic
2:19.0,,,65-69,3,D. Schroder makes 3-pt shot from 25 ft (assist by P. Antic)
2:03.0,Turnover by W. Green (bad pass; steal by P. Millsap),,65-69,,
1:54.0,,,65-72,3,D. Carroll makes 3-pt shot from 23 ft (assist by P. Antic)
1:38.0,,,65-72,,Personal foul by P. Antic (drawn by T. Harris)
1:38.0,,,65-72,,M. Scott enters the game for P. Millsap
1:38.0,,,65-72,,A. Horford enters the game for P. Antic
1:27.0,Turnover by N. Vucevic (bad pass),,65-72,,
1:27.0,,,65-72,,K. Korver enters the game for D. Carroll
1:08.0,,,65-72,,D. Schroder misses 2-pt shot from 16 ft (block by D. Dedmon)
1:05.0,Defensive rebound by N. Vucevic,,65-72,,
1:00.0,M. Harkless enters the game for T. Harris,,65-72,,
0:54.0,N. Vucevic makes 2-pt shot from 17 ft (assist by W. Green),2,67-72,,
0:44.0,Personal foul by W. Green (drawn by K. Bazemore),,67-72,,
0:44.0,A. Nicholson enters the game for N. Vucevic,,67-72,,
0:33.0,,,67-74,2,A. Horford makes 2-pt shot from 21 ft (assist by D. Schroder)
0:14.0,V. Oladipo misses 2-pt shot from 8 ft,,67-74,,
0:12.0,,,67-74,,Defensive rebound by D. Schroder
0:02.0,,,67-76,2,K. Bazemore makes 2-pt shot at rim (assist by M. Scott)
0:00.0,V. Oladipo misses 3-pt shot from 25 ft,,67-76,,
0:00.0,Offensive rebound by Team,,67-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:53.0,,,67-76,,Personal foul by D. Schroder (drawn by L. Ridnour)
11:40.0,Turnover by C. Frye (bad pass),,67-76,,
11:18.0,,,67-76,,D. Schroder misses 2-pt shot from 5 ft (block by C. Frye)
11:16.0,Defensive rebound by L. Ridnour,,67-76,,
11:11.0,M. Harkless misses 2-pt shot from 3 ft (block by K. Bazemore),,67-76,,
11:09.0,Offensive rebound by M. Harkless,,67-76,,
11:09.0,Jump ball: K. Bazemore vs. M. Harkless (C. Frye gains possession),,,,Jump ball: K. Bazemore vs. M. Harkless (C. Frye gains possession)
11:02.0,,,67-76,,Personal foul by K. Korver (drawn by W. Green)
10:51.0,,,67-76,,Personal foul by D. Schroder (drawn by L. Ridnour)
10:43.0,M. Harkless makes 2-pt shot at rim (assist by C. Frye),2,69-76,,
10:20.0,,,69-76,,D. Schroder misses 2-pt shot from 16 ft
10:19.0,Defensive rebound by A. Nicholson,,69-76,,
10:02.0,Turnover by C. Frye (bad pass; steal by K. Bazemore),,69-76,,
9:56.0,,,69-76,,K. Korver misses 3-pt shot from 24 ft
9:52.0,Defensive rebound by C. Frye,,69-76,,
9:29.0,Turnover by Team (shot clock),,69-76,,
9:13.0,,,69-76,,M. Scott misses 2-pt shot from 3 ft
9:12.0,Defensive rebound by A. Nicholson,,69-76,,
9:03.0,W. Green misses 3-pt shot from 24 ft,,69-76,,
9:02.0,,,69-76,,Defensive rebound by M. Scott
8:57.0,Personal foul by A. Nicholson (drawn by D. Schroder),,69-76,,
8:57.0,Official timeout,,69-76,,
8:57.0,T. Harris enters the game for A. Nicholson,,69-76,,
8:49.0,,,69-76,,D. Schroder misses 2-pt shot from 2 ft (block by L. Ridnour)
8:47.0,Defensive rebound by T. Harris,,69-76,,
8:23.0,M. Harkless misses 3-pt shot from 23 ft,,69-76,,
8:22.0,,,69-76,,Defensive rebound by M. Scott
8:07.0,,,69-76,,D. Schroder misses 2-pt shot from 8 ft (block by C. Frye)
8:07.0,,,69-76,,Offensive rebound by Team
8:07.0,,,69-76,,P. Millsap enters the game for A. Horford
8:07.0,,,69-76,,J. Teague enters the game for D. Schroder
8:07.0,Personal foul by C. Frye (drawn by P. Millsap),,69-76,,
8:07.0,N. Vucevic enters the game for C. Frye,,69-76,,
8:01.0,,,69-76,,Turnover by J. Teague (bad pass)
7:48.0,N. Vucevic misses 2-pt shot at rim,,69-76,,
7:47.0,Offensive rebound by N. Vucevic,,69-76,,
7:47.0,,,69-76,,Violation by K. Bazemore (def goaltending)
7:47.0,N. Vucevic makes 2-pt shot at rim,2,71-76,,
7:34.0,,,71-78,2,M. Scott makes 2-pt shot from 1 ft (assist by K. Bazemore)
7:22.0,W. Green misses 2-pt shot from 4 ft,,71-78,,
7:21.0,Offensive rebound by M. Harkless,,71-78,,
7:20.0,M. Harkless misses 2-pt shot at rim (block by P. Millsap),,71-78,,
7:18.0,,,71-78,,Defensive rebound by K. Bazemore
7:08.0,,,71-78,,Turnover by K. Bazemore (lost ball; steal by L. Ridnour)
7:00.0,L. Ridnour makes 2-pt shot from 9 ft,2,73-78,,
6:50.0,Personal foul by L. Ridnour (drawn by J. Teague),,73-78,,
6:50.0,,,73-78,,D. Carroll enters the game for K. Korver
6:50.0,V. Oladipo enters the game for L. Ridnour,,73-78,,
6:36.0,,,73-80,2,J. Teague makes 2-pt shot at rim
6:21.0,Offensive foul by N. Vucevic,,73-80,,
6:21.0,Turnover by N. Vucevic (offensive foul),,73-80,,
6:02.0,,,73-80,,D. Carroll misses 2-pt shot from 11 ft
6:00.0,,,73-80,,Offensive rebound by D. Carroll
5:56.0,,,73-83,3,K. Bazemore makes 3-pt shot from 23 ft (assist by J. Teague)
5:56.0,Orlando full timeout,,73-83,,
5:56.0,E. Payton enters the game for M. Harkless,,73-83,,
5:46.0,N. Vucevic makes 2-pt shot from 19 ft (assist by T. Harris),2,75-83,,
5:22.0,,,75-83,,K. Bazemore misses 2-pt shot at rim
5:21.0,Defensive rebound by W. Green,,75-83,,
5:12.0,W. Green makes 3-pt shot from 24 ft (assist by V. Oladipo),3,78-83,,
4:43.0,,,78-83,,P. Millsap misses 2-pt shot from 17 ft
4:41.0,Defensive rebound by N. Vucevic,,78-83,,
4:37.0,,,78-83,,Personal foul by P. Millsap (drawn by W. Green)
4:37.0,,,78-83,,K. Korver enters the game for K. Bazemore
4:37.0,,,78-83,,A. Horford enters the game for M. Scott
4:29.0,V. Oladipo misses 2-pt shot from 1 ft,,78-83,,
4:28.0,,,78-83,,Defensive rebound by K. Korver
4:21.0,,,78-83,,J. Teague misses 2-pt shot from 1 ft
4:20.0,,,78-83,,Offensive rebound by A. Horford
4:17.0,,,78-83,,K. Korver misses 3-pt shot from 24 ft
4:16.0,,,78-83,,Offensive rebound by A. Horford
3:51.0,,,78-83,,J. Teague misses 2-pt shot from 9 ft
3:49.0,,,78-83,,Offensive rebound by A. Horford
3:43.0,,,78-85,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
3:24.0,N. Vucevic makes 2-pt shot from 3 ft (assist by V. Oladipo),2,80-85,,
3:16.0,,,80-85,,Atlanta full timeout
2:56.0,,,80-85,,P. Millsap misses 3-pt shot from 25 ft
2:54.0,Defensive rebound by V. Oladipo,,80-85,,
2:34.0,,,80-85,,Personal foul by A. Horford (drawn by N. Vucevic)
2:34.0,N. Vucevic misses free throw 1 of 2,,80-85,,
2:34.0,Offensive rebound by Team,,80-85,,
2:34.0,N. Vucevic makes free throw 2 of 2,1,81-85,,
2:21.0,,,81-85,,Shooting foul by N. Vucevic (drawn by J. Teague)
2:21.0,,,81-86,1,J. Teague makes free throw 1 of 2
2:21.0,,,81-87,1,J. Teague makes free throw 2 of 2
2:12.0,V. Oladipo misses 2-pt shot from 1 ft (block by K. Korver),,81-87,,
2:12.0,Offensive rebound by Team,,81-87,,
2:02.0,T. Harris makes 3-pt shot from 22 ft (assist by E. Payton),3,84-87,,
1:42.0,Personal foul by N. Vucevic (drawn by J. Teague),,84-87,,
1:42.0,,,84-88,1,J. Teague makes free throw 1 of 2
1:42.0,Orlando full timeout,,84-88,,
1:42.0,,,84-89,1,J. Teague makes free throw 2 of 2
1:30.0,N. Vucevic makes 2-pt shot from 19 ft (assist by V. Oladipo),2,86-89,,
