time,Cleveland,pts.away,score,pts.home,Atlanta
0:48.0,J. Smith misses 3-pt shot from 25 ft,,95-104,,
0:46.0,,,95-104,,Defensive rebound by P. Millsap
0:32.0,Personal foul by L. James (drawn by J. Teague),,95-104,,
0:32.0,J. Jones enters the game for L. James,,95-104,,
0:32.0,M. Dellavedova enters the game for K. Love,,95-104,,
0:32.0,J. Harris enters the game for K. Irving,,95-104,,
0:29.0,Personal take foul by J. Jones (drawn by A. Horford),,95-104,,
0:29.0,,,95-105,1,A. Horford makes free throw 1 of 2
0:29.0,,,95-105,,M. Scott enters the game for P. Millsap
0:29.0,,,95-105,,K. Bazemore enters the game for D. Carroll
0:29.0,,,95-105,,D. Schroder enters the game for K. Korver
0:29.0,,,95-105,,S. Mack enters the game for J. Teague
0:29.0,,,95-106,1,A. Horford makes free throw 2 of 2
0:17.0,I. Shumpert makes 2-pt shot at rim,2,97-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
