time,Detroit,pts.away,score,pts.home,Boston
7:51.0,J. Smith makes 2-pt shot from 4 ft,2,30-25,,
7:43.0,,,30-25,,M. Smart misses 3-pt shot from 24 ft
7:42.0,Defensive rebound by C. Martin,,30-25,,
7:32.0,Shooting foul by K. Olynyk (drawn by J. Smith),,30-25,,
7:32.0,J. Smith misses free throw 1 of 2,,30-25,,
7:32.0,Offensive rebound by Team,,30-25,,
7:32.0,K. Singler enters the game for C. Butler,,30-25,,
7:32.0,J. Smith makes free throw 2 of 2,1,31-25,,
7:19.0,,,31-28,3,K. Olynyk makes 3-pt shot from 25 ft (assist by M. Smart)
7:01.0,G. Monroe misses 2-pt shot from 4 ft,,31-28,,
7:00.0,Offensive rebound by K. Singler,,31-28,,
7:00.0,K. Singler misses 2-pt shot from 5 ft,,31-28,,
6:59.0,,,31-28,,Defensive rebound by J. Sullinger
6:48.0,,,31-28,,R. Rondo misses 2-pt shot from 18 ft
6:46.0,Defensive rebound by D. Augustin,,31-28,,
6:38.0,C. Martin makes 3-pt shot from 22 ft (assist by D. Augustin),3,34-28,,
6:28.0,,,34-28,,M. Smart misses 3-pt shot from 23 ft
6:25.0,Defensive rebound by K. Singler,,34-28,,
6:21.0,J. Smith misses 2-pt shot from 2 ft,,34-28,,
6:20.0,,,34-28,,Defensive rebound by J. Sullinger
6:14.0,,,34-31,3,A. Bradley makes 3-pt shot from 24 ft (assist by M. Smart)
6:00.0,,,34-31,,Personal foul by M. Smart (drawn by D. Augustin)
6:00.0,D. Augustin makes free throw 1 of 2,1,35-31,,
6:00.0,,,35-31,,P. Pressey enters the game for M. Smart
6:00.0,,,35-31,,J. Green enters the game for J. Sullinger
6:00.0,D. Augustin misses free throw 2 of 2,,35-31,,
5:58.0,,,35-31,,Defensive rebound by K. Olynyk
5:38.0,,,35-31,,K. Olynyk misses 3-pt shot from 24 ft
5:37.0,Defensive rebound by G. Monroe,,35-31,,
5:27.0,D. Augustin misses 2-pt shot from 4 ft,,35-31,,
5:26.0,,,35-31,,Defensive rebound by J. Green
5:20.0,,,35-31,,J. Green misses 2-pt shot from 3 ft
5:20.0,,,35-31,,Offensive rebound by Team
5:20.0,Personal foul by C. Martin (drawn by J. Green),,35-31,,
5:20.0,,,35-31,,Boston full timeout
5:20.0,,,35-31,,B. Bass enters the game for R. Rondo
5:20.0,A. Drummond enters the game for G. Monroe,,35-31,,
5:15.0,,,35-31,,B. Bass misses 2-pt shot from 18 ft
5:14.0,Defensive rebound by C. Martin,,35-31,,
4:53.0,K. Singler misses 3-pt shot from 23 ft,,35-31,,
4:52.0,,,35-31,,Defensive rebound by P. Pressey
4:38.0,,,35-31,,A. Bradley misses 2-pt shot from 20 ft
4:37.0,Defensive rebound by Team,,35-31,,
4:27.0,Shooting foul by K. Olynyk (drawn by A. Drummond),,35-31,,
4:27.0,A. Drummond misses free throw 1 of 2,,35-31,,
4:27.0,Offensive rebound by Team,,35-31,,
4:27.0,K. Caldwell-Pope enters the game for C. Martin,,35-31,,
4:27.0,A. Drummond misses free throw 2 of 2,,35-31,,
4:26.0,,,35-31,,Defensive rebound by B. Bass
4:11.0,,,35-31,,B. Bass misses 2-pt shot at rim
4:10.0,Defensive rebound by J. Smith,,35-31,,
3:51.0,J. Smith misses 2-pt shot from 2 ft,,35-31,,
3:50.0,,,35-31,,Defensive rebound by P. Pressey
3:45.0,,,35-33,2,K. Olynyk makes 2-pt shot from 1 ft (assist by P. Pressey)
3:24.0,A. Drummond misses 2-pt shot from 1 ft,,35-33,,
3:22.0,,,35-33,,Defensive rebound by K. Olynyk
3:10.0,,,35-33,,Shooting foul by J. Smith (drawn by B. Bass)
3:10.0,,,35-34,1,B. Bass makes free throw 1 of 2
3:10.0,,,35-35,1,B. Bass makes free throw 2 of 2
2:57.0,J. Smith misses 2-pt shot from 16 ft,,35-35,,
2:56.0,,,35-35,,Defensive rebound by P. Pressey
2:46.0,,,35-37,2,P. Pressey makes 2-pt shot from 21 ft (assist by K. Olynyk)
2:23.0,D. Augustin misses 2-pt shot from 5 ft,,35-37,,
2:22.0,Offensive rebound by A. Drummond,,35-37,,
2:21.0,A. Drummond misses 2-pt shot from 1 ft,,35-37,,
2:17.0,,,35-37,,Defensive rebound by K. Olynyk
2:13.0,,,35-40,3,J. Green makes 3-pt shot from 24 ft (assist by P. Pressey)
2:06.0,Detroit full timeout,,35-40,,
2:06.0,B. Jennings enters the game for D. Augustin,,35-40,,
2:06.0,,,35-40,,J. Sullinger enters the game for K. Olynyk
1:47.0,J. Smith misses 2-pt shot from 1 ft,,35-40,,
1:46.0,,,35-40,,Defensive rebound by J. Sullinger
1:27.0,,,35-40,,J. Green misses 2-pt shot from 19 ft
1:26.0,,,35-40,,Offensive rebound by B. Bass
1:26.0,,,35-40,,Shooting foul by K. Singler (drawn by B. Bass)
1:26.0,,,35-41,1,B. Bass makes free throw 1 of 2
1:26.0,,,35-42,1,B. Bass makes free throw 2 of 2
1:02.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by K. Singler),3,38-42,,
0:46.0,,,38-42,,B. Bass misses 2-pt shot from 13 ft
0:44.0,Defensive rebound by K. Caldwell-Pope,,38-42,,
0:30.0,A. Drummond makes 2-pt shot from 1 ft (assist by B. Jennings),2,40-42,,
0:21.0,,,40-42,,B. Bass misses 2-pt shot from 2 ft
0:19.0,Defensive rebound by J. Smith,,40-42,,
0:13.0,K. Singler makes 3-pt shot from 23 ft (assist by J. Smith),3,43-42,,
0:09.0,,,43-42,,Boston full timeout
0:09.0,,,43-42,,M. Thornton enters the game for B. Bass
0:09.0,,,43-42,,E. Turner enters the game for P. Pressey
0:01.0,,,43-42,,E. Turner misses 3-pt shot from 24 ft
0:00.0,,,43-42,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,43-42,,R. Rondo misses 2-pt shot from 5 ft
11:43.0,,,43-42,,Offensive rebound by T. Zeller
11:41.0,,,43-42,,J. Green misses 3-pt shot from 26 ft
11:38.0,Defensive rebound by Team,,43-42,,
11:27.0,Turnover by B. Jennings (bad pass),,43-42,,
11:09.0,,,43-42,,Shooting foul by J. Smith (drawn by J. Green)
11:09.0,,,43-43,1,J. Green makes free throw 1 of 2
11:09.0,,,43-44,1,J. Green makes free throw 2 of 2
10:58.0,K. Caldwell-Pope misses 2-pt shot from 9 ft,,43-44,,
10:56.0,,,43-44,,Defensive rebound by R. Rondo
10:51.0,,,43-44,,J. Green misses 2-pt shot from 2 ft
10:50.0,Defensive rebound by J. Smith,,43-44,,
10:37.0,B. Jennings misses 3-pt shot from 25 ft,,43-44,,
10:36.0,Offensive rebound by K. Singler,,43-44,,
10:32.0,J. Smith misses 2-pt shot from 4 ft,,43-44,,
10:31.0,,,43-44,,Defensive rebound by J. Sullinger
10:25.0,,,43-46,2,J. Sullinger makes 2-pt shot from 3 ft
10:02.0,K. Singler misses 2-pt shot from 16 ft,,43-46,,
10:01.0,Offensive rebound by B. Jennings,,43-46,,
9:55.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,43-46,,
9:53.0,Offensive rebound by Team,,43-46,,
9:42.0,J. Smith makes 2-pt shot from 4 ft (assist by B. Jennings),2,45-46,,
9:24.0,,,45-46,,J. Sullinger misses 2-pt shot from 4 ft
9:23.0,Defensive rebound by B. Jennings,,45-46,,
9:13.0,J. Smith misses 2-pt shot from 4 ft,,45-46,,
9:11.0,,,45-46,,Defensive rebound by J. Sullinger
9:04.0,,,45-46,,Turnover by R. Rondo (lost ball; steal by A. Drummond)
8:57.0,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope),2,47-46,,
8:35.0,,,47-46,,J. Sullinger misses 3-pt shot from 25 ft
8:34.0,Defensive rebound by K. Caldwell-Pope,,47-46,,
8:14.0,J. Smith misses 2-pt shot from 3 ft,,47-46,,
8:12.0,Offensive rebound by J. Smith,,47-46,,
8:12.0,Offensive charge foul by J. Smith,,47-46,,
8:12.0,Turnover by J. Smith (offensive foul),,47-46,,
8:00.0,,,47-49,3,J. Green makes 3-pt shot from 22 ft (assist by R. Rondo)
7:40.0,A. Drummond misses 2-pt shot from 1 ft,,47-49,,
7:38.0,,,47-49,,Defensive rebound by T. Zeller
7:28.0,,,47-49,,J. Sullinger misses 2-pt shot from 3 ft
7:27.0,,,47-49,,Offensive rebound by Team
7:18.0,,,47-49,,Turnover by J. Green (lost ball; steal by K. Caldwell-Pope)
7:13.0,B. Jennings misses 3-pt shot from 25 ft,,47-49,,
7:12.0,,,47-49,,Defensive rebound by Team
6:51.0,,,47-49,,R. Rondo misses 3-pt shot from 24 ft
6:50.0,Defensive rebound by J. Smith,,47-49,,
6:45.0,A. Drummond makes 2-pt shot at rim (assist by J. Smith),2,49-49,,
6:44.0,,,49-49,,Boston full timeout
6:44.0,,,49-49,,P. Pressey enters the game for R. Rondo
6:33.0,,,49-49,,J. Green misses 2-pt shot from 4 ft
6:32.0,Defensive rebound by A. Drummond,,49-49,,
6:24.0,Shooting foul by T. Zeller (drawn by J. Smith),,49-49,,
6:24.0,J. Smith makes free throw 1 of 2,1,50-49,,
6:24.0,J. Smith makes free throw 2 of 2,1,51-49,,
6:11.0,,,51-49,,J. Sullinger misses 2-pt shot from 3 ft (block by J. Smith)
6:10.0,Defensive rebound by A. Drummond,,51-49,,
6:02.0,Turnover by A. Drummond (lost ball; steal by J. Sullinger),,51-49,,
5:55.0,,,51-49,,T. Zeller misses 2-pt shot from 15 ft
5:54.0,,,51-49,,Offensive rebound by T. Zeller
5:53.0,,,51-49,,T. Zeller misses 2-pt shot from 2 ft
5:52.0,,,51-49,,Offensive rebound by T. Zeller
5:51.0,Personal foul by A. Drummond (drawn by T. Zeller),,51-49,,
5:51.0,,,51-49,,K. Olynyk enters the game for J. Sullinger
5:41.0,,,51-49,,A. Bradley misses 2-pt shot from 5 ft (block by A. Drummond)
5:41.0,,,51-49,,Offensive rebound by Team
5:31.0,,,51-51,2,K. Olynyk makes 2-pt shot from 17 ft
5:13.0,J. Smith makes 2-pt shot from 14 ft (assist by B. Jennings),2,53-51,,
5:00.0,,,53-51,,Turnover by K. Olynyk (lost ball; steal by J. Smith)
4:57.0,Turnover by K. Caldwell-Pope (lost ball; steal by P. Pressey),,53-51,,
4:50.0,,,53-54,3,J. Green makes 3-pt shot from 24 ft (assist by P. Pressey)
4:33.0,J. Smith misses 2-pt shot from 17 ft,,53-54,,
4:31.0,,,53-54,,Defensive rebound by J. Green
4:22.0,,,53-54,,K. Olynyk misses 3-pt shot from 23 ft
4:21.0,Defensive rebound by J. Smith,,53-54,,
4:17.0,A. Drummond misses 2-pt shot at rim,,53-54,,
4:16.0,,,53-54,,Defensive rebound by Team
4:16.0,Loose ball foul by J. Smith (drawn by T. Zeller),,53-54,,
4:16.0,G. Monroe enters the game for J. Smith,,53-54,,
4:03.0,,,53-54,,J. Green misses 2-pt shot from 2 ft
4:02.0,Defensive rebound by G. Monroe,,53-54,,
3:57.0,,,53-54,,Personal block foul by P. Pressey (drawn by B. Jennings)
3:57.0,,,53-54,,E. Turner enters the game for A. Bradley
3:44.0,G. Monroe makes 2-pt shot from 1 ft,2,55-54,,
3:32.0,,,55-54,,K. Olynyk misses 2-pt shot from 9 ft
3:31.0,Defensive rebound by K. Singler,,55-54,,
3:13.0,G. Monroe misses 2-pt shot from 3 ft,,55-54,,
3:12.0,,,55-54,,Defensive rebound by T. Zeller
3:06.0,,,55-54,,P. Pressey misses 3-pt shot from 24 ft
3:05.0,Defensive rebound by G. Monroe,,55-54,,
2:54.0,B. Jennings misses 3-pt shot from 25 ft,,55-54,,
2:53.0,,,55-54,,Defensive rebound by E. Turner
2:45.0,,,55-54,,J. Green misses 3-pt shot from 25 ft
2:42.0,,,55-54,,Offensive rebound by E. Turner
2:30.0,,,55-56,2,K. Olynyk makes 2-pt shot from 2 ft (assist by E. Turner)
2:30.0,,,55-56,,Shooting foul by A. Drummond (drawn by K. Olynyk)
2:30.0,Detroit full timeout,,55-56,,
2:30.0,,,55-56,,B. Bass enters the game for J. Green
2:30.0,,,55-56,,G. Wallace enters the game for T. Zeller
2:30.0,C. Butler enters the game for K. Singler,,55-56,,
2:30.0,,,55-56,,K. Olynyk misses free throw 1 of 1
2:28.0,Defensive rebound by G. Monroe,,55-56,,
2:11.0,C. Butler misses 3-pt shot from 25 ft,,55-56,,
2:10.0,,,55-56,,Defensive rebound by E. Turner
1:48.0,,,55-58,2,P. Pressey makes 2-pt shot from 6 ft
1:24.0,G. Monroe makes 2-pt shot at rim,2,57-58,,
1:06.0,,,57-60,2,B. Bass makes 2-pt shot from 14 ft (assist by P. Pressey)
0:57.0,Shooting foul by P. Pressey (drawn by B. Jennings),,57-60,,
0:57.0,B. Jennings makes free throw 1 of 2,1,58-60,,
0:57.0,J. Jerebko enters the game for A. Drummond,,58-60,,
0:57.0,B. Jennings misses free throw 2 of 2,,58-60,,
0:56.0,,,58-60,,Defensive rebound by B. Bass
0:44.0,Personal foul by J. Jerebko (drawn by K. Olynyk),,58-60,,
0:44.0,,,58-61,1,K. Olynyk makes free throw 1 of 2
0:44.0,,,58-61,,K. Olynyk misses free throw 2 of 2
0:43.0,Defensive rebound by J. Jerebko,,58-61,,
0:22.0,G. Monroe misses 2-pt shot from 6 ft,,58-61,,
0:21.0,,,58-61,,Defensive rebound by K. Olynyk
0:01.0,,,58-61,,Turnover by E. Turner (bad pass)
0:00.0,K. Caldwell-Pope misses 3-pt shot from 44 ft,,58-61,,
0:00.0,Offensive rebound by Team,,58-61,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,D. Augustin misses 2-pt shot from 19 ft,,58-61,,
11:39.0,,,58-61,,Defensive rebound by K. Olynyk
11:21.0,,,58-61,,Shooting foul by G. Monroe (drawn by B. Bass)
11:21.0,,,58-61,,B. Bass misses free throw 1 of 2
11:21.0,,,58-61,,Offensive rebound by Team
11:21.0,,,58-62,1,B. Bass makes free throw 2 of 2
11:04.0,C. Butler makes 3-pt shot from 22 ft (assist by D. Augustin),3,61-62,,
10:40.0,,,61-64,2,B. Bass makes 2-pt shot from 12 ft (assist by K. Olynyk)
10:23.0,D. Augustin misses 2-pt shot from 2 ft (block by K. Olynyk),,61-64,,
10:22.0,Offensive rebound by Team,,61-64,,
10:14.0,D. Augustin misses 3-pt shot from 25 ft,,61-64,,
10:13.0,Offensive rebound by Team,,61-64,,
10:13.0,Turnover by Team (shot clock),,61-64,,
9:54.0,,,61-66,2,E. Turner makes 2-pt shot from 13 ft (assist by B. Bass)
9:36.0,J. Jerebko misses 3-pt shot from 25 ft,,61-66,,
9:35.0,,,61-66,,Defensive rebound by K. Olynyk
9:25.0,,,61-68,2,K. Olynyk makes 2-pt shot at rim (assist by E. Turner)
9:24.0,Detroit full timeout,,61-68,,
9:06.0,G. Monroe misses 2-pt shot from 3 ft,,61-68,,
9:05.0,,,61-68,,Defensive rebound by E. Turner
8:59.0,,,61-71,3,K. Olynyk makes 3-pt shot from 24 ft (assist by R. Rondo)
8:43.0,J. Smith enters the game for J. Jerebko,,61-71,,
8:43.0,A. Drummond enters the game for G. Monroe,,61-71,,
8:35.0,C. Martin makes 3-pt shot from 24 ft (assist by D. Augustin),3,64-71,,
8:21.0,,,64-71,,B. Bass misses 2-pt shot from 17 ft
8:20.0,Defensive rebound by C. Martin,,64-71,,
8:06.0,Turnover by D. Augustin (lost ball; steal by K. Olynyk),,64-71,,
8:05.0,Personal foul by J. Smith (drawn by K. Olynyk),,64-71,,
7:54.0,,,64-73,2,K. Olynyk makes 2-pt shot from 1 ft
7:40.0,Shooting foul by K. Olynyk (drawn by A. Drummond),,64-73,,
7:40.0,A. Drummond misses free throw 1 of 2,,64-73,,
7:40.0,Offensive rebound by Team,,64-73,,
7:40.0,B. Jennings enters the game for D. Augustin,,64-73,,
7:40.0,A. Drummond misses free throw 2 of 2,,64-73,,
7:39.0,,,64-73,,Defensive rebound by K. Olynyk
7:26.0,,,64-75,2,E. Turner makes 2-pt shot from 2 ft (assist by K. Olynyk)
7:25.0,Detroit full timeout,,64-75,,
7:04.0,J. Smith misses 2-pt shot from 5 ft (block by K. Olynyk),,64-75,,
7:02.0,Offensive rebound by J. Smith,,64-75,,
7:00.0,B. Jennings misses 3-pt shot from 24 ft,,64-75,,
6:59.0,Offensive rebound by A. Drummond,,64-75,,
6:58.0,A. Drummond makes 2-pt shot at rim,2,66-75,,
6:47.0,Personal foul by J. Smith (drawn by K. Olynyk),,66-75,,
6:47.0,G. Monroe enters the game for J. Smith,,66-75,,
6:42.0,,,66-77,2,G. Wallace makes 2-pt shot from 1 ft (assist by R. Rondo)
6:28.0,Turnover by G. Monroe (lost ball; steal by K. Olynyk),,66-77,,
6:24.0,,,66-77,,Turnover by G. Wallace (lost ball)
6:13.0,C. Butler misses 2-pt shot from 4 ft (block by K. Olynyk),,66-77,,
6:11.0,Offensive rebound by A. Drummond,,66-77,,
6:11.0,,,66-77,,Personal foul by G. Wallace (drawn by A. Drummond)
6:11.0,K. Caldwell-Pope enters the game for C. Martin,,66-77,,
6:11.0,,,66-77,,P. Pressey enters the game for R. Rondo
6:01.0,K. Caldwell-Pope misses 2-pt shot from 20 ft,,66-77,,
6:00.0,Offensive rebound by Team,,66-77,,
6:00.0,,,66-77,,Loose ball foul by K. Olynyk (drawn by A. Drummond)
6:00.0,,,66-77,,T. Zeller enters the game for K. Olynyk
6:00.0,,,66-77,,J. Green enters the game for G. Wallace
5:47.0,B. Jennings misses 3-pt shot from 24 ft,,66-77,,
5:45.0,,,66-77,,Defensive rebound by B. Bass
5:26.0,,,66-77,,P. Pressey misses 2-pt shot from 1 ft (block by A. Drummond)
5:25.0,Defensive rebound by B. Jennings,,66-77,,
5:17.0,K. Caldwell-Pope makes 2-pt shot from 1 ft,2,68-77,,
4:55.0,,,68-80,3,J. Green makes 3-pt shot from 22 ft (assist by E. Turner)
