time,Minnesota,pts.away,score,pts.home,Houston
1:27.0,Shooting block foul by L. Brown (drawn by J. Harden),,49-58,,
1:27.0,,,49-59,1,J. Harden makes free throw 1 of 2
1:27.0,S. Kilpatrick enters the game for L. Brown,,49-59,,
1:27.0,,,49-60,1,J. Harden makes free throw 2 of 2
1:15.0,Shooting foul by J. Smith (drawn by A. Wiggins),,49-60,,
1:15.0,A. Wiggins makes free throw 1 of 2,1,50-60,,
1:15.0,A. Wiggins misses free throw 2 of 2,,50-60,,
1:15.0,,,50-60,,Defensive rebound by J. Harden
1:03.0,,,50-60,,Turnover by J. Smith (lost ball)
0:47.0,G. Dieng misses 2-pt shot from 7 ft,,50-60,,
0:45.0,,,50-60,,Defensive rebound by T. Ariza
0:30.0,,,50-60,,T. Ariza misses 3-pt shot from 23 ft
0:29.0,,,50-60,,Offensive rebound by J. Smith
0:24.0,,,50-60,,J. Harden misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by C. Budinger,,50-60,,
0:02.0,A. Wiggins misses 2-pt shot from 16 ft,,50-60,,
0:00.0,Offensive rebound by Team,,50-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,A. Wiggins makes 2-pt shot from 18 ft (assist by L. Brown),2,52-60,,
11:26.0,,,52-60,,J. Terry misses 3-pt shot from 23 ft
11:25.0,,,52-60,,Offensive rebound by J. Smith
11:21.0,,,52-63,3,J. Harden makes 3-pt shot from 25 ft (assist by J. Smith)
11:11.0,,,52-63,,Personal foul by T. Ariza (drawn by A. Wiggins)
11:00.0,Z. LaVine makes 3-pt shot from 26 ft (assist by A. Wiggins),3,55-63,,
10:47.0,,,55-65,2,J. Harden makes 2-pt shot at rim
10:28.0,G. Dieng makes 2-pt shot from 12 ft (assist by A. Payne),2,57-65,,
10:04.0,,,57-68,3,J. Harden makes 3-pt shot from 23 ft
9:38.0,L. Brown misses 3-pt shot from 24 ft,,57-68,,
9:37.0,,,57-68,,Defensive rebound by D. Howard
9:29.0,,,57-71,3,J. Harden makes 3-pt shot from 24 ft
9:07.0,A. Payne misses 2-pt shot from 16 ft,,57-71,,
9:06.0,,,57-71,,Defensive rebound by J. Terry
9:00.0,,,57-73,2,D. Howard makes 2-pt shot at rim (assist by J. Terry)
9:00.0,Minnesota full timeout,,57-73,,
8:48.0,Z. LaVine misses 3-pt shot from 24 ft,,57-73,,
8:47.0,Offensive rebound by G. Dieng,,57-73,,
8:34.0,Turnover by Z. LaVine (bad pass; steal by D. Howard),,57-73,,
8:27.0,,,57-73,,J. Smith misses 3-pt shot from 25 ft
8:25.0,Defensive rebound by A. Payne,,57-73,,
8:21.0,Z. LaVine misses 2-pt shot from 5 ft (block by J. Smith),,57-73,,
8:19.0,,,57-73,,Defensive rebound by J. Harden
8:18.0,,,57-73,,Shooting foul by G. Dieng (drawn by D. Howard)
8:18.0,,,57-73,,D. Howard misses free throw 1 of 2
8:18.0,,,57-73,,Offensive rebound by Team
8:18.0,,,57-74,1,D. Howard makes free throw 2 of 2
8:05.0,Shooting foul by J. Smith (drawn by A. Payne),,57-74,,
8:05.0,A. Payne makes free throw 1 of 2,1,58-74,,
8:05.0,A. Payne makes free throw 2 of 2,1,59-74,,
7:42.0,,,59-74,,Turnover by J. Harden (bad pass; steal by L. Brown)
7:38.0,L. Brown makes 2-pt shot from 4 ft,2,61-74,,
7:17.0,,,61-77,3,J. Harden makes 3-pt shot from 25 ft (assist by J. Smith)
6:50.0,G. Dieng makes 2-pt shot from 14 ft (assist by A. Payne),2,63-77,,
6:42.0,,,63-77,,Shooting foul by A. Payne (drawn by D. Howard)
6:42.0,,,63-77,,D. Howard misses free throw 1 of 2
6:42.0,,,63-77,,Offensive rebound by Team
6:42.0,,,63-77,,P. Prigioni enters the game for J. Terry
6:42.0,,,63-78,1,D. Howard makes free throw 2 of 2
6:26.0,,,63-78,,Personal foul by J. Harden (drawn by A. Wiggins)
6:26.0,,,63-78,,J. Dorsey enters the game for D. Howard
6:12.0,L. Brown misses 2-pt shot from 21 ft,,63-78,,
6:10.0,,,63-78,,Defensive rebound by J. Dorsey
5:53.0,,,63-78,,Turnover by J. Smith (bad pass; steal by L. Brown)
5:49.0,L. Brown makes 2-pt shot from 1 ft (assist by A. Wiggins),2,65-78,,
5:42.0,,,65-78,,J. Dorsey misses 2-pt shot at rim (block by G. Dieng)
5:40.0,,,65-78,,Offensive rebound by T. Ariza
5:35.0,,,65-78,,Turnover by J. Dorsey (lost ball; steal by L. Brown)
5:35.0,Minnesota full timeout,,65-78,,
5:35.0,,,65-78,,C. Brewer enters the game for T. Ariza
5:18.0,A. Payne makes 2-pt shot at rim (assist by Z. LaVine),2,67-78,,
5:03.0,,,67-78,,C. Brewer misses 3-pt shot from 22 ft
5:02.0,,,67-78,,Offensive rebound by J. Smith
4:57.0,,,67-78,,P. Prigioni misses 3-pt shot from 24 ft
4:56.0,Defensive rebound by L. Brown,,67-78,,
4:49.0,A. Payne makes 2-pt shot from 19 ft (assist by L. Brown),2,69-78,,
4:29.0,,,69-81,3,J. Smith makes 3-pt shot from 24 ft (assist by P. Prigioni)
4:09.0,,,69-81,,Personal foul by P. Prigioni (drawn by A. Wiggins)
3:59.0,A. Wiggins misses 2-pt shot from 22 ft,,69-81,,
3:59.0,Offensive rebound by Team,,69-81,,
3:55.0,G. Dieng misses 2-pt shot from 3 ft,,69-81,,
3:53.0,,,69-81,,Defensive rebound by J. Smith
3:49.0,,,69-81,,J. Harden misses 2-pt shot from 5 ft
3:48.0,Defensive rebound by Team,,69-81,,
3:24.0,Z. LaVine makes 3-pt shot from 25 ft (assist by G. Dieng),3,72-81,,
3:01.0,,,72-81,,C. Brewer misses 2-pt shot from 6 ft
3:00.0,Defensive rebound by G. Dieng,,72-81,,
2:56.0,A. Payne makes 2-pt shot at rim (assist by L. Brown),2,74-81,,
2:56.0,,,74-81,,Houston full timeout
2:56.0,S. Kilpatrick enters the game for A. Payne,,74-81,,
2:56.0,C. Budinger enters the game for Z. LaVine,,74-81,,
2:56.0,,,74-81,,T. Ariza enters the game for J. Smith
2:32.0,,,74-81,,J. Harden misses 3-pt shot from 25 ft
2:31.0,Defensive rebound by G. Dieng,,74-81,,
2:15.0,A. Wiggins makes 2-pt shot at rim,2,76-81,,
1:56.0,,,76-81,,J. Dorsey misses 2-pt shot from 6 ft
1:54.0,Defensive rebound by L. Brown,,76-81,,
1:40.0,Turnover by A. Wiggins (bad pass; steal by J. Harden),,76-81,,
1:36.0,,,76-83,2,C. Brewer makes 2-pt shot at rim (assist by J. Harden)
1:18.0,Turnover by L. Brown (lost ball; steal by P. Prigioni),,76-83,,
1:18.0,Violation by L. Brown (kicked ball),,76-83,,
1:10.0,,,76-85,2,J. Dorsey makes 2-pt shot at rim (assist by J. Harden)
1:03.0,Shooting foul by J. Dorsey (drawn by C. Budinger),,76-85,,
1:03.0,C. Budinger makes free throw 1 of 2,1,77-85,,
1:03.0,C. Budinger makes free throw 2 of 2,1,78-85,,
0:42.0,,,78-88,3,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden)
0:28.0,L. Brown misses 2-pt shot from 7 ft,,78-88,,
0:26.0,Offensive rebound by A. Wiggins,,78-88,,
0:26.0,A. Wiggins misses 2-pt shot at rim,,78-88,,
0:25.0,,,78-88,,Defensive rebound by C. Brewer
0:24.0,,,78-88,,Shooting foul by S. Kilpatrick (drawn by J. Harden)
0:24.0,,,78-89,1,J. Harden makes free throw 1 of 2
0:24.0,Z. LaVine enters the game for L. Brown,,78-89,,
0:24.0,,,78-89,,N. Johnson enters the game for P. Prigioni
0:24.0,,,78-90,1,J. Harden makes free throw 2 of 2
0:03.0,,,78-90,,Personal foul by N. Johnson (drawn by Z. LaVine)
0:03.0,Z. LaVine makes free throw 1 of 2,1,79-90,,
0:03.0,Z. LaVine makes free throw 2 of 2,1,80-90,,
0:00.0,,,80-90,,C. Brewer misses 3-pt shot from 47 ft
0:00.0,,,80-90,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Loose ball foul by C. Budinger (drawn by D. Howard),,80-90,,
11:35.0,,,80-90,,P. Prigioni misses 3-pt shot from 24 ft
11:34.0,Defensive rebound by Z. LaVine,,80-90,,
11:13.0,C. Budinger makes 2-pt shot from 9 ft (assist by G. Dieng),2,82-90,,
10:47.0,,,82-90,,T. Ariza misses 2-pt shot from 10 ft
10:45.0,,,82-90,,Offensive rebound by D. Howard
10:45.0,,,82-90,,D. Howard misses 2-pt shot from 1 ft
10:43.0,Defensive rebound by G. Dieng,,82-90,,
10:39.0,Offensive charge foul by Z. LaVine,,82-90,,
10:39.0,Turnover by Z. LaVine (offensive foul),,82-90,,
10:39.0,J. Hamilton enters the game for G. Dieng,,82-90,,
10:27.0,,,82-90,,J. Smith misses 3-pt shot from 24 ft
10:26.0,Defensive rebound by A. Payne,,82-90,,
10:15.0,J. Hamilton misses 2-pt shot from 14 ft,,82-90,,
10:14.0,,,82-90,,Defensive rebound by J. Smith
10:06.0,,,82-92,2,C. Brewer makes 2-pt shot from 4 ft (assist by J. Smith)
9:50.0,Shooting foul by D. Howard (drawn by C. Budinger),,82-92,,
9:50.0,,,82-92,,Violation by Team (delay of game)
9:50.0,C. Budinger makes free throw 1 of 2,1,83-92,,
9:50.0,C. Budinger makes free throw 2 of 2,1,84-92,,
9:29.0,,,84-94,2,D. Howard makes 2-pt shot at rim (assist by J. Smith)
9:18.0,A. Payne misses 2-pt shot from 16 ft,,84-94,,
9:17.0,,,84-94,,Defensive rebound by D. Howard
9:08.0,,,84-96,2,D. Howard makes 2-pt shot at rim (assist by P. Prigioni)
9:07.0,Minnesota full timeout,,84-96,,
9:07.0,A. Wiggins enters the game for A. Payne,,84-96,,
8:54.0,S. Kilpatrick misses 3-pt shot from 24 ft,,84-96,,
8:53.0,,,84-96,,Defensive rebound by C. Brewer
8:38.0,,,84-99,3,P. Prigioni makes 3-pt shot from 22 ft (assist by T. Ariza)
8:26.0,J. Hamilton makes 2-pt shot at rim (assist by Z. LaVine),2,86-99,,
8:08.0,,,86-99,,T. Ariza misses 3-pt shot from 23 ft
8:07.0,Defensive rebound by C. Budinger,,86-99,,
8:00.0,S. Kilpatrick misses 2-pt shot from 2 ft,,86-99,,
7:59.0,,,86-99,,Defensive rebound by J. Smith
7:43.0,,,86-99,,Offensive foul by T. Ariza
7:43.0,,,86-99,,Turnover by T. Ariza (offensive foul)
7:43.0,L. Brown enters the game for J. Hamilton,,86-99,,
7:43.0,G. Dieng enters the game for S. Kilpatrick,,86-99,,
7:43.0,,,86-99,,J. Harden enters the game for D. Howard
7:30.0,C. Budinger misses 3-pt shot from 24 ft,,86-99,,
7:29.0,Offensive rebound by G. Dieng,,86-99,,
7:28.0,G. Dieng makes 2-pt shot from 2 ft,2,88-99,,
7:28.0,Shooting foul by J. Smith (drawn by G. Dieng),,88-99,,
7:28.0,G. Dieng makes free throw 1 of 1,1,89-99,,
7:11.0,,,89-102,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Smith)
6:54.0,C. Budinger makes 3-pt shot from 24 ft (assist by G. Dieng),3,92-102,,
6:39.0,,,92-102,,P. Prigioni misses 3-pt shot from 27 ft
6:37.0,Defensive rebound by G. Dieng,,92-102,,
6:24.0,Shooting foul by J. Harden (drawn by A. Wiggins),,92-102,,
6:24.0,A. Wiggins makes free throw 1 of 2,1,93-102,,
6:24.0,A. Wiggins makes free throw 2 of 2,1,94-102,,
6:13.0,Violation by G. Dieng (kicked ball),,94-102,,
6:00.0,,,94-102,,P. Prigioni misses 3-pt shot from 26 ft
5:59.0,Defensive rebound by G. Dieng,,94-102,,
5:47.0,A. Wiggins misses 2-pt shot from 19 ft,,94-102,,
5:46.0,,,94-102,,Defensive rebound by P. Prigioni
5:39.0,,,94-105,3,T. Ariza makes 3-pt shot from 24 ft (assist by P. Prigioni)
5:10.0,L. Brown misses 2-pt shot from 1 ft,,94-105,,
5:09.0,,,94-105,,Defensive rebound by C. Brewer
4:55.0,,,94-105,,C. Brewer misses 3-pt shot from 23 ft
4:54.0,Defensive rebound by G. Dieng,,94-105,,
4:49.0,Shooting foul by J. Harden (drawn by Z. LaVine),,94-105,,
4:49.0,Minnesota full timeout,,94-105,,
4:49.0,,,94-105,,J. Terry enters the game for P. Prigioni
4:49.0,Z. LaVine makes free throw 1 of 2,1,95-105,,
4:49.0,Z. LaVine makes free throw 2 of 2,1,96-105,,
4:37.0,Violation by G. Dieng (kicked ball),,96-105,,
4:34.0,,,96-105,,Shooting foul by C. Budinger (drawn by J. Smith)
4:34.0,,,96-105,,J. Smith misses free throw 1 of 2
4:34.0,,,96-105,,Offensive rebound by Team
4:34.0,,,96-106,1,J. Smith makes free throw 2 of 2
4:22.0,G. Dieng makes 2-pt shot from 2 ft (assist by A. Wiggins),2,98-106,,
4:22.0,Shooting foul by J. Smith (drawn by G. Dieng),,98-106,,
4:22.0,G. Dieng makes free throw 1 of 1,1,99-106,,
4:05.0,,,99-109,3,J. Terry makes 3-pt shot from 22 ft (assist by J. Smith)
3:52.0,Turnover by Z. LaVine (bad pass; steal by T. Ariza),,99-109,,
3:48.0,,,99-111,2,J. Harden makes 2-pt shot at rim (assist by J. Terry)
3:47.0,Minnesota full timeout,,99-111,,
3:36.0,A. Wiggins makes 2-pt shot at rim,2,101-111,,
3:20.0,,,101-113,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Smith)
3:20.0,,,101-113,,Shooting foul by C. Budinger (drawn by C. Brewer)
3:20.0,,,101-113,,D. Howard enters the game for J. Smith
3:20.0,,,101-113,,C. Brewer misses free throw 1 of 1
3:18.0,Defensive rebound by C. Budinger,,101-113,,
3:01.0,C. Budinger misses 2-pt shot from 17 ft,,101-113,,
2:59.0,,,101-113,,Defensive rebound by C. Brewer
2:50.0,,,101-115,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
2:49.0,Minnesota full timeout,,101-115,,
2:49.0,,,101-115,,J. Smith enters the game for C. Brewer
2:34.0,A. Wiggins makes 2-pt shot from 8 ft,2,103-115,,
2:17.0,,,103-118,3,J. Terry makes 3-pt shot from 23 ft
