time,Boston,pts.away,score,pts.home,New York
5:03.0,,,40-33,2,J. Calderon makes 2-pt shot from 1 ft (assist by J. Smith)
4:44.0,A. Bradley makes 3-pt shot from 23 ft (assist by E. Turner),3,43-33,,
4:33.0,,,43-35,2,J. Smith makes 2-pt shot from 18 ft (assist by J. Calderon)
4:16.0,A. Bradley makes 2-pt shot from 7 ft,2,45-35,,
4:16.0,Shooting foul by C. Anthony (drawn by A. Bradley),,45-35,,
4:16.0,A. Bradley makes free throw 1 of 1,1,46-35,,
4:03.0,Violation by E. Turner (def goaltending),,46-35,,
4:03.0,,,46-37,2,J. Calderon makes 2-pt shot from 1 ft (assist by L. Galloway)
3:52.0,B. Bass makes 2-pt shot at rim (assist by E. Turner),2,48-37,,
3:52.0,Shooting foul by J. Smith (drawn by B. Bass),,48-37,,
3:52.0,B. Bass makes free throw 1 of 1,1,49-37,,
3:38.0,,,49-37,,Shooting foul by E. Turner (drawn by L. Thomas)
3:38.0,,,49-38,1,L. Thomas makes free throw 1 of 2
3:38.0,,,49-39,1,L. Thomas makes free throw 2 of 2
3:18.0,,,49-39,,Violation by J. Smith (kicked ball)
3:10.0,B. Bass makes 2-pt shot from 13 ft,2,51-39,,
2:55.0,,,51-39,,C. Anthony misses 2-pt shot from 9 ft
2:53.0,Defensive rebound by J. Crowder,,51-39,,
2:43.0,E. Turner makes 2-pt shot from 17 ft,2,53-39,,
2:28.0,,,53-39,,Turnover by J. Calderon (lost ball; steal by M. Thornton)
2:24.0,A. Bradley makes 2-pt shot from 1 ft (assist by M. Thornton),2,55-39,,
2:23.0,,,55-39,,New York full timeout
2:23.0,Boston full timeout,,55-39,,
2:00.0,,,55-39,,J. Calderon misses 2-pt shot from 14 ft
1:59.0,,,55-39,,Offensive rebound by L. Galloway
1:59.0,,,55-39,,L. Galloway misses 2-pt shot at rim
1:57.0,,,55-39,,Offensive rebound by L. Galloway
1:52.0,,,55-42,3,C. Anthony makes 3-pt shot from 24 ft (assist by L. Galloway)
1:25.0,Turnover by B. Bass (traveling),,55-42,,
1:25.0,M. Smart enters the game for M. Thornton,,55-42,,
1:09.0,,,55-42,,L. Galloway misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by B. Bass,,55-42,,
0:57.0,Turnover by E. Turner (bad pass),,55-42,,
0:57.0,J. Sullinger enters the game for J. Crowder,,55-42,,
0:57.0,,,55-42,,L. Amundson enters the game for L. Thomas
0:43.0,,,55-42,,C. Anthony misses 2-pt shot from 18 ft
0:41.0,Defensive rebound by J. Sullinger,,55-42,,
0:24.0,,,55-42,,Personal foul by L. Galloway (drawn by E. Turner)
0:24.0,E. Turner makes free throw 1 of 2,1,56-42,,
0:24.0,E. Turner makes free throw 2 of 2,1,57-42,,
0:10.0,,,57-44,2,L. Amundson makes 2-pt shot from 4 ft
0:00.0,J. Sullinger misses 3-pt shot from 28 ft,,57-44,,
0:00.0,Offensive rebound by Team,,57-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,A. Bradley makes 2-pt shot from 16 ft (assist by J. Sullinger),2,59-44,,
11:20.0,,,59-44,,L. Amundson misses 2-pt shot from 12 ft
11:18.0,Defensive rebound by B. Bass,,59-44,,
11:08.0,E. Turner misses 3-pt shot from 24 ft,,59-44,,
11:07.0,,,59-44,,Defensive rebound by Team
10:49.0,,,59-44,,L. Galloway misses 3-pt shot from 23 ft
10:47.0,,,59-44,,Offensive rebound by C. Anthony
10:45.0,,,59-44,,C. Anthony misses 2-pt shot from 2 ft
10:44.0,Defensive rebound by J. Sullinger,,59-44,,
10:37.0,Turnover by M. Smart (bad pass; steal by C. Anthony),,59-44,,
10:33.0,,,59-44,,Shooting foul by E. Turner (drawn by C. Anthony)
10:33.0,,,59-45,1,C. Anthony makes free throw 1 of 2
10:33.0,,,59-46,1,C. Anthony makes free throw 2 of 2
10:13.0,J. Sullinger makes 2-pt shot from 4 ft,2,61-46,,
9:49.0,,,61-46,,C. Anthony misses 2-pt shot from 2 ft
9:47.0,Defensive rebound by B. Bass,,61-46,,
9:35.0,,,61-46,,Violation by J. Calderon (kicked ball)
9:24.0,E. Turner misses 2-pt shot from 11 ft,,61-46,,
9:22.0,,,61-46,,Defensive rebound by J. Smith
9:14.0,,,61-49,3,J. Calderon makes 3-pt shot from 25 ft
8:57.0,J. Sullinger misses 2-pt shot from 5 ft,,61-49,,
8:55.0,,,61-49,,Defensive rebound by L. Amundson
8:49.0,,,61-49,,Offensive foul by L. Amundson
8:49.0,,,61-49,,Turnover by L. Amundson (offensive foul)
8:39.0,A. Bradley makes 2-pt shot from 16 ft,2,63-49,,
8:23.0,,,63-51,2,J. Calderon makes 2-pt shot from 1 ft (assist by J. Smith)
7:57.0,J. Sullinger misses 2-pt shot from 17 ft,,63-51,,
7:56.0,,,63-51,,Defensive rebound by J. Calderon
7:42.0,,,63-53,2,C. Anthony makes 2-pt shot from 12 ft
7:40.0,Boston full timeout,,63-53,,
7:21.0,J. Sullinger makes 2-pt shot from 8 ft,2,65-53,,
7:02.0,,,65-53,,C. Anthony misses 2-pt shot from 1 ft
7:01.0,,,65-53,,Offensive rebound by C. Anthony
7:01.0,,,65-55,2,C. Anthony makes 2-pt shot from 1 ft
6:55.0,,,65-55,,Personal foul by C. Anthony (drawn by E. Turner)
6:39.0,A. Bradley misses 2-pt shot at rim,,65-55,,
6:37.0,Offensive rebound by B. Bass,,65-55,,
6:36.0,B. Bass makes 2-pt shot from 7 ft,2,67-55,,
6:25.0,,,67-55,,Turnover by J. Calderon (bad pass; steal by M. Smart)
6:15.0,M. Smart misses 3-pt shot from 23 ft,,67-55,,
6:14.0,,,67-55,,Defensive rebound by J. Calderon
6:04.0,,,67-55,,Turnover by J. Calderon (bad pass; steal by A. Bradley)
6:01.0,Turnover by A. Bradley (lost ball),,67-55,,
5:49.0,,,67-57,2,C. Anthony makes 2-pt shot from 16 ft (assist by J. Smith)
5:33.0,Shooting foul by C. Anthony (drawn by M. Smart),,67-57,,
5:33.0,M. Smart makes free throw 1 of 2,1,68-57,,
5:33.0,J. Crowder enters the game for E. Turner,,68-57,,
5:33.0,M. Smart makes free throw 2 of 2,1,69-57,,
5:17.0,,,69-59,2,J. Smith makes 2-pt shot from 19 ft (assist by C. Anthony)
4:58.0,B. Bass misses 2-pt shot from 3 ft,,69-59,,
4:56.0,,,69-59,,Defensive rebound by J. Smith
4:49.0,,,69-59,,C. Anthony misses 3-pt shot from 25 ft
4:47.0,Defensive rebound by M. Smart,,69-59,,
4:31.0,M. Smart misses 3-pt shot from 24 ft,,69-59,,
4:29.0,,,69-59,,Defensive rebound by L. Amundson
4:24.0,,,69-61,2,J. Calderon makes 2-pt shot from 1 ft
4:06.0,A. Bradley makes 2-pt shot from 15 ft,2,71-61,,
3:44.0,,,71-61,,L. Galloway misses 3-pt shot from 25 ft
3:42.0,Defensive rebound by J. Sullinger,,71-61,,
3:40.0,Turnover by J. Crowder (dbl dribble),,71-61,,
3:40.0,T. Zeller enters the game for J. Sullinger,,71-61,,
3:32.0,,,71-61,,Turnover by J. Calderon (lost ball; steal by M. Smart)
3:16.0,T. Zeller makes 2-pt shot from 2 ft (assist by M. Smart),2,73-61,,
2:58.0,,,73-63,2,C. Anthony makes 2-pt shot from 12 ft
2:42.0,J. Crowder misses 3-pt shot from 26 ft,,73-63,,
2:41.0,Offensive rebound by T. Zeller,,73-63,,
2:40.0,Shooting foul by C. Anthony (drawn by T. Zeller),,73-63,,
2:40.0,,,73-63,,New York full timeout
2:40.0,J. Young enters the game for A. Bradley,,73-63,,
2:40.0,,,73-63,,L. Thomas enters the game for L. Amundson
2:40.0,,,73-63,,T. Hardaway enters the game for C. Anthony
2:40.0,,,73-63,,S. Larkin enters the game for J. Calderon
2:40.0,T. Zeller makes free throw 1 of 2,1,74-63,,
2:40.0,T. Zeller makes free throw 2 of 2,1,75-63,,
2:28.0,,,75-65,2,L. Thomas makes 2-pt shot from 10 ft (assist by J. Smith)
2:09.0,B. Bass makes 2-pt shot from 3 ft,2,77-65,,
2:09.0,Shooting foul by L. Thomas (drawn by B. Bass),,77-65,,
2:09.0,B. Bass makes free throw 1 of 1,1,78-65,,
1:51.0,,,78-65,,T. Hardaway misses 2-pt shot from 16 ft
1:49.0,,,78-65,,Offensive rebound by J. Smith
1:39.0,,,78-67,2,T. Hardaway makes 2-pt shot from 15 ft (assist by J. Smith)
1:20.0,B. Bass misses 3-pt shot from 23 ft,,78-67,,
1:18.0,,,78-67,,Defensive rebound by L. Galloway
1:17.0,,,78-67,,Turnover by L. Galloway (lost ball; steal by J. Young)
1:15.0,,,78-67,,Personal foul by L. Galloway (drawn by J. Young)
1:15.0,J. Young makes free throw 1 of 2,1,79-67,,
1:15.0,,,79-67,,Q. Acy enters the game for L. Galloway
1:15.0,E. Turner enters the game for M. Smart,,79-67,,
1:15.0,J. Young misses free throw 2 of 2,,79-67,,
1:14.0,,,79-67,,Defensive rebound by S. Larkin
0:57.0,,,79-69,2,L. Thomas makes 2-pt shot from 12 ft
0:38.0,E. Turner misses 2-pt shot from 1 ft,,79-69,,
0:36.0,Offensive rebound by E. Turner,,79-69,,
0:33.0,J. Young misses 3-pt shot from 25 ft,,79-69,,
0:32.0,Offensive rebound by T. Zeller,,79-69,,
0:30.0,Shooting foul by T. Hardaway (drawn by T. Zeller),,79-69,,
0:30.0,T. Zeller makes free throw 1 of 2,1,80-69,,
0:30.0,T. Zeller misses free throw 2 of 2,,80-69,,
0:30.0,,,80-69,,Defensive rebound by T. Hardaway
0:09.0,,,80-72,3,S. Larkin makes 3-pt shot from 25 ft (assist by T. Hardaway)
0:02.0,Turnover by E. Turner (bad pass; steal by S. Larkin),,80-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,80-74,2,T. Hardaway makes 2-pt shot from 19 ft
11:18.0,T. Zeller makes 2-pt shot from 13 ft (assist by J. Young),2,82-74,,
11:08.0,,,82-74,,Turnover by L. Amundson (bad pass)
10:50.0,Turnover by J. Young (bad pass; steal by L. Amundson),,82-74,,
10:39.0,,,82-76,2,S. Larkin makes 2-pt shot from 13 ft
10:15.0,J. Young makes 2-pt shot from 22 ft,2,84-76,,
10:03.0,,,84-78,2,Q. Acy makes 2-pt shot at rim (assist by T. Hardaway)
9:38.0,Turnover by E. Turner (lost ball; steal by Q. Acy),,84-78,,
9:37.0,,,84-78,,New York full timeout
9:37.0,J. Crowder enters the game for E. Turner,,84-78,,
9:37.0,M. Smart enters the game for T. Zeller,,84-78,,
9:28.0,,,84-78,,Turnover by L. Amundson (bad pass)
9:14.0,J. Sullinger makes 2-pt shot from 17 ft (assist by M. Smart),2,86-78,,
8:57.0,,,86-80,2,L. Amundson makes 2-pt shot from 1 ft (assist by S. Larkin)
8:39.0,J. Sullinger misses 2-pt shot from 3 ft,,86-80,,
8:37.0,Offensive rebound by J. Crowder,,86-80,,
8:37.0,J. Crowder misses 2-pt shot from 1 ft,,86-80,,
8:35.0,,,86-80,,Defensive rebound by Q. Acy
8:27.0,,,86-80,,T. Hardaway misses 2-pt shot from 18 ft
8:25.0,,,86-80,,Offensive rebound by L. Amundson
8:13.0,,,86-82,2,S. Larkin makes 2-pt shot from 1 ft (assist by L. Thomas)
7:50.0,J. Sullinger makes 2-pt shot from 1 ft (assist by J. Crowder),2,88-82,,
7:37.0,,,88-82,,Turnover by L. Thomas (lost ball)
7:37.0,A. Bradley enters the game for M. Thornton,,88-82,,
7:21.0,J. Crowder makes 2-pt shot from 13 ft (assist by A. Bradley),2,90-82,,
6:53.0,,,90-82,,Q. Acy misses 3-pt shot from 24 ft
6:51.0,Defensive rebound by J. Young,,90-82,,
6:41.0,J. Young misses 3-pt shot from 24 ft,,90-82,,
6:39.0,,,90-82,,Defensive rebound by Q. Acy
6:30.0,,,90-82,,S. Larkin misses 3-pt shot from 25 ft
6:28.0,Defensive rebound by J. Young,,90-82,,
6:07.0,J. Sullinger makes 2-pt shot from 13 ft,2,92-82,,
5:58.0,,,92-82,,New York full timeout
5:58.0,Official timeout,,92-82,,
5:58.0,E. Turner enters the game for J. Young,,92-82,,
5:58.0,,,92-82,,J. Calderon enters the game for Q. Acy
5:58.0,,,92-82,,C. Anthony enters the game for S. Larkin
5:47.0,,,92-84,2,L. Thomas makes 2-pt shot from 1 ft
5:29.0,A. Bradley misses 3-pt shot from 24 ft,,92-84,,
5:27.0,,,92-84,,Defensive rebound by C. Anthony
5:21.0,,,92-84,,Offensive foul by L. Amundson
5:21.0,,,92-84,,Turnover by L. Amundson (offensive foul)
5:07.0,A. Bradley makes 2-pt shot from 18 ft (assist by J. Sullinger),2,94-84,,
4:59.0,Personal foul by A. Bradley (drawn by T. Hardaway),,94-84,,
4:52.0,,,94-84,,Turnover by L. Thomas (lost ball)
4:33.0,M. Smart makes 2-pt shot from 16 ft (assist by J. Sullinger),2,96-84,,
4:12.0,,,96-84,,C. Anthony misses 2-pt shot from 18 ft
4:10.0,,,96-84,,Offensive rebound by L. Thomas
4:06.0,Personal foul by E. Turner (drawn by C. Anthony),,96-84,,
3:55.0,,,96-87,3,T. Hardaway makes 3-pt shot from 25 ft (assist by C. Anthony)
3:34.0,J. Sullinger makes 2-pt shot from 8 ft,2,98-87,,
3:08.0,,,98-87,,Shooting foul by A. Bradley (drawn by T. Hardaway)
3:08.0,,,98-88,1,T. Hardaway makes free throw 1 of 2
3:08.0,,,98-89,1,T. Hardaway makes free throw 2 of 2
2:48.0,A. Bradley makes 2-pt shot from 21 ft,2,100-89,,
2:33.0,,,100-89,,C. Anthony misses 3-pt shot from 25 ft
2:32.0,Defensive rebound by Team,,100-89,,
2:32.0,Boston full timeout,,100-89,,
2:17.0,J. Crowder makes 2-pt shot from 1 ft (assist by A. Bradley),2,102-89,,
2:02.0,,,102-89,,T. Hardaway misses 2-pt shot from 4 ft
2:00.0,,,102-89,,Offensive rebound by L. Thomas
2:00.0,,,102-89,,L. Thomas misses 2-pt shot from 2 ft
1:59.0,Defensive rebound by M. Smart,,102-89,,
1:47.0,Turnover by M. Smart (lost ball; steal by C. Anthony),,102-89,,
1:43.0,,,102-91,2,C. Anthony makes 2-pt shot from 2 ft
1:20.0,M. Smart misses 3-pt shot from 47 ft,,102-91,,
1:19.0,Offensive rebound by Team,,102-91,,
1:19.0,Turnover by Team (shot clock),,102-91,,
1:19.0,,,102-91,,New York full timeout
1:19.0,,,102-91,,J. Smith enters the game for L. Amundson
1:08.0,,,102-93,2,C. Anthony makes 2-pt shot from 1 ft
0:56.0,A. Bradley makes 3-pt shot from 23 ft (assist by J. Sullinger),3,105-93,,
0:51.0,,,105-95,2,T. Hardaway makes 2-pt shot from 1 ft
0:45.0,Turnover by E. Turner (lost ball; steal by L. Thomas),,105-95,,
0:42.0,,,105-97,2,L. Thomas makes 2-pt shot at rim
0:41.0,,,105-97,,Personal foul by J. Calderon (drawn by M. Smart)
0:41.0,Boston full timeout,,105-97,,
0:40.0,,,105-97,,Personal take foul by J. Calderon (drawn by M. Smart)
0:40.0,M. Smart makes free throw 1 of 2,1,106-97,,
0:40.0,B. Bass enters the game for J. Sullinger,,106-97,,
0:40.0,,,106-97,,L. Galloway enters the game for L. Thomas
0:40.0,M. Smart makes free throw 2 of 2,1,107-97,,
0:34.0,,,107-97,,C. Anthony misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by E. Turner,,107-97,,
0:31.0,,,107-97,,Personal take foul by J. Smith (drawn by E. Turner)
0:31.0,E. Turner makes free throw 1 of 2,1,108-97,,
0:31.0,E. Turner misses free throw 2 of 2,,108-97,,
0:31.0,Offensive rebound by E. Turner,,108-97,,
0:09.0,A. Bradley misses 3-pt shot from 25 ft (block by L. Galloway),,108-97,,
0:07.0,Offensive rebound by Team,,108-97,,
0:07.0,Turnover by Team (shot clock),,108-97,,
0:02.0,,,108-97,,J. Calderon misses 2-pt shot from 20 ft
0:00.0,Defensive rebound by E. Turner,,108-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
