time,Dallas,pts.away,score,pts.home,LA Lakers
8:02.0,,,9-10,,Defensive rebound by J. Clarkson
7:58.0,,,9-10,,Turnover by J. Clarkson (bad pass)
7:50.0,M. Ellis misses 2-pt shot from 1 ft,,9-10,,
7:47.0,Offensive rebound by T. Chandler,,9-10,,
7:47.0,T. Chandler makes 2-pt shot at rim,2,11-10,,
7:27.0,,,11-12,2,J. Clarkson makes 2-pt shot from 15 ft
7:12.0,Turnover by R. Rondo (lost ball; steal by J. Hill),,11-12,,
7:04.0,,,11-12,,W. Johnson misses 3-pt shot from 22 ft
7:03.0,,,11-12,,Offensive rebound by J. Hill
6:56.0,,,11-12,,W. Ellington misses 3-pt shot from 24 ft
6:55.0,Defensive rebound by D. Nowitzki,,11-12,,
6:43.0,D. Nowitzki makes 2-pt shot from 14 ft (assist by R. Rondo),2,13-12,,
6:18.0,Personal foul by T. Chandler (drawn by T. Black),,13-12,,
6:18.0,,,13-12,,J. Lin enters the game for W. Ellington
6:17.0,A. Stoudemire enters the game for D. Nowitzki,,13-12,,
6:09.0,,,13-12,,Turnover by J. Clarkson (bad pass)
5:53.0,Turnover by R. Rondo (bad pass; steal by J. Lin),,13-12,,
5:48.0,,,13-12,,J. Lin misses 2-pt shot from 1 ft (block by M. Ellis)
5:46.0,Defensive rebound by R. Rondo,,13-12,,
5:42.0,R. Rondo misses 2-pt shot from 1 ft (block by T. Black),,13-12,,
5:41.0,,,13-12,,Defensive rebound by J. Hill
5:33.0,Personal foul by M. Ellis (drawn by J. Clarkson),,13-12,,
5:33.0,,,13-12,,LA Lakers full timeout
5:33.0,,,13-12,,C. Boozer enters the game for T. Black
5:33.0,R. Jefferson enters the game for C. Parsons,,13-12,,
5:23.0,,,13-12,,C. Boozer misses 2-pt shot from 12 ft
5:21.0,Defensive rebound by M. Ellis,,13-12,,
5:17.0,Shooting foul by J. Lin (drawn by M. Ellis),,13-12,,
5:17.0,M. Ellis misses free throw 1 of 2,,13-12,,
5:17.0,Offensive rebound by Team,,13-12,,
5:17.0,M. Ellis makes free throw 2 of 2,1,14-12,,
4:59.0,,,14-14,2,W. Johnson makes 2-pt shot from 20 ft (assist by J. Hill)
4:48.0,Shooting foul by J. Clarkson (drawn by A. Stoudemire),,14-14,,
4:48.0,A. Stoudemire misses free throw 1 of 2,,14-14,,
4:48.0,Offensive rebound by Team,,14-14,,
4:48.0,A. Stoudemire makes free throw 2 of 2,1,15-14,,
4:30.0,,,15-16,2,J. Clarkson makes 2-pt shot from 2 ft
4:23.0,,,15-16,,E. Davis enters the game for J. Hill
4:23.0,,,15-16,,R. Kelly enters the game for W. Johnson
4:11.0,A. Stoudemire misses 2-pt shot from 3 ft (block by E. Davis),,15-16,,
4:09.0,,,15-16,,Defensive rebound by J. Clarkson
4:08.0,Personal foul by M. Ellis (drawn by J. Clarkson),,15-16,,
4:08.0,J. Barea enters the game for M. Ellis,,15-16,,
3:54.0,,,15-18,2,E. Davis makes 2-pt shot at rim (assist by J. Lin)
3:30.0,R. Rondo misses 3-pt shot from 22 ft,,15-18,,
3:29.0,,,15-18,,Defensive rebound by J. Lin
3:14.0,,,15-18,,C. Boozer misses 2-pt shot from 17 ft
3:13.0,Defensive rebound by J. Barea,,15-18,,
3:05.0,,,15-18,,Personal foul by C. Boozer (drawn by A. Stoudemire)
3:05.0,Dallas full timeout,,15-18,,
3:05.0,D. Nowitzki enters the game for T. Chandler,,15-18,,
3:05.0,A. Stoudemire makes free throw 1 of 2,1,16-18,,
3:05.0,A. Stoudemire makes free throw 2 of 2,1,17-18,,
2:49.0,,,17-20,2,C. Boozer makes 2-pt shot from 13 ft (assist by J. Clarkson)
2:24.0,R. Jefferson makes 2-pt shot from 19 ft (assist by A. Stoudemire),2,19-20,,
2:04.0,,,19-20,,J. Lin misses 2-pt shot from 12 ft
2:03.0,Defensive rebound by D. Nowitzki,,19-20,,
1:57.0,J. Barea makes 2-pt shot from 1 ft,2,21-20,,
1:35.0,,,21-20,,C. Boozer misses 2-pt shot from 17 ft
1:34.0,Defensive rebound by J. Barea,,21-20,,
1:28.0,J. Barea makes 2-pt shot from 2 ft,2,23-20,,
1:15.0,,,23-20,,J. Clarkson misses 2-pt shot from 2 ft
1:13.0,,,23-20,,Offensive rebound by J. Clarkson
1:13.0,,,23-20,,J. Clarkson misses 2-pt shot at rim
1:08.0,,,23-20,,Offensive rebound by E. Davis
1:08.0,,,23-20,,E. Davis misses 2-pt shot from 1 ft (block by A. Stoudemire)
1:02.0,Defensive rebound by A. Stoudemire,,23-20,,
0:59.0,D. Nowitzki misses 3-pt shot from 27 ft,,23-20,,
0:57.0,,,23-20,,Defensive rebound by J. Lin
0:53.0,,,23-20,,Turnover by C. Boozer (lost ball)
0:53.0,R. Felton enters the game for R. Rondo,,23-20,,
0:33.0,D. Nowitzki makes 2-pt shot from 21 ft (assist by R. Felton),2,25-20,,
0:15.0,,,25-22,2,C. Boozer makes 2-pt shot at rim (assist by E. Davis)
0:05.0,J. Barea misses 2-pt shot from 6 ft,,25-22,,
0:04.0,,,25-22,,Defensive rebound by J. Clarkson
0:01.0,,,25-24,2,J. Lin makes 2-pt shot at rim (assist by J. Clarkson)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,25-24,,W. Ellington misses 3-pt shot from 23 ft
11:39.0,Defensive rebound by D. Nowitzki,,25-24,,
11:15.0,A. Stoudemire makes 2-pt shot from 5 ft,2,27-24,,
10:54.0,,,27-24,,R. Kelly misses 2-pt shot from 2 ft
10:52.0,Defensive rebound by A. Stoudemire,,27-24,,
10:46.0,,,27-24,,Personal foul by J. Lin (drawn by C. Parsons)
10:42.0,,,27-24,,Personal foul by E. Davis (drawn by D. Nowitzki)
10:29.0,C. Parsons misses 2-pt shot from 18 ft (block by R. Kelly),,27-24,,
10:26.0,,,27-24,,Defensive rebound by E. Davis
10:22.0,,,27-24,,J. Lin misses 2-pt shot from 1 ft
10:20.0,,,27-24,,Offensive rebound by C. Boozer
10:17.0,,,27-26,2,E. Davis makes 2-pt shot from 1 ft (assist by C. Boozer)
10:03.0,R. Felton misses 2-pt shot from 1 ft (block by E. Davis),,27-26,,
10:03.0,Offensive rebound by Team,,27-26,,
9:59.0,C. Parsons misses 3-pt shot from 23 ft,,27-26,,
9:57.0,,,27-26,,Defensive rebound by W. Ellington
9:44.0,,,27-26,,Shooting foul by D. Nowitzki (drawn by E. Davis)
9:44.0,,,27-26,,E. Davis misses free throw 1 of 2
9:44.0,,,27-26,,Offensive rebound by Team
9:44.0,,,27-26,,E. Davis misses free throw 2 of 2
9:43.0,Defensive rebound by C. Parsons,,27-26,,
9:25.0,C. Parsons misses 3-pt shot from 22 ft,,27-26,,
9:24.0,,,27-26,,Defensive rebound by E. Davis
9:18.0,,,27-28,2,E. Davis makes 2-pt shot from 2 ft (assist by J. Lin)
9:11.0,Dallas full timeout,,27-28,,
9:11.0,A. Aminu enters the game for D. Nowitzki,,27-28,,
9:01.0,R. Felton misses 3-pt shot from 22 ft,,27-28,,
8:59.0,,,27-28,,Defensive rebound by W. Ellington
8:57.0,Violation by C. Parsons (def goaltending),,27-28,,
8:57.0,,,27-30,2,W. Ellington makes 2-pt shot at rim
8:41.0,C. Parsons misses 3-pt shot from 24 ft,,27-30,,
8:40.0,,,27-30,,Defensive rebound by C. Boozer
8:22.0,Personal foul by J. Barea (drawn by J. Lin),,27-30,,
8:22.0,M. Ellis enters the game for R. Felton,,27-30,,
8:22.0,T. Chandler enters the game for A. Stoudemire,,27-30,,
8:14.0,,,27-30,,C. Boozer misses 2-pt shot from 1 ft
8:11.0,,,27-30,,Offensive rebound by E. Davis
8:11.0,,,27-32,2,E. Davis makes 2-pt shot from 1 ft
8:04.0,J. Barea misses 2-pt shot from 2 ft,,27-32,,
8:02.0,,,27-32,,Defensive rebound by C. Boozer
8:00.0,,,27-32,,Turnover by C. Boozer (lost ball; steal by A. Aminu)
7:57.0,Shooting foul by C. Boozer (drawn by T. Chandler),,27-32,,
7:57.0,T. Chandler makes free throw 1 of 2,1,28-32,,
7:57.0,T. Chandler makes free throw 2 of 2,1,29-32,,
7:45.0,,,29-32,,Shooting foul by A. Aminu (drawn by J. Lin)
7:45.0,,,29-33,1,J. Lin makes free throw 1 of 2
7:45.0,R. Rondo enters the game for J. Barea,,29-33,,
7:45.0,,,29-33,,T. Black enters the game for E. Davis
7:45.0,,,29-34,1,J. Lin makes free throw 2 of 2
7:30.0,C. Parsons makes 2-pt shot from 1 ft (assist by R. Rondo),2,31-34,,
7:16.0,,,31-34,,R. Kelly misses 3-pt shot from 24 ft
7:15.0,Defensive rebound by M. Ellis,,31-34,,
7:02.0,C. Parsons makes 3-pt shot from 24 ft (assist by R. Rondo),3,34-34,,
6:40.0,,,34-36,2,C. Boozer makes 2-pt shot from 1 ft (assist by W. Ellington)
6:29.0,,,34-36,,Personal foul by W. Ellington (drawn by M. Ellis)
6:29.0,,,34-36,,J. Hill enters the game for C. Boozer
6:29.0,,,34-36,,J. Clarkson enters the game for J. Lin
6:17.0,A. Aminu makes 2-pt shot at rim (assist by R. Rondo),2,36-36,,
5:56.0,,,36-36,,W. Ellington misses 2-pt shot from 12 ft
5:55.0,,,36-36,,Offensive rebound by J. Hill
5:52.0,,,36-36,,Turnover by J. Hill (lost ball; steal by A. Aminu)
5:35.0,M. Ellis misses 2-pt shot from 2 ft,,36-36,,
5:33.0,,,36-36,,Defensive rebound by T. Black
5:15.0,,,36-36,,T. Black misses 2-pt shot from 3 ft (block by T. Chandler)
5:13.0,Defensive rebound by A. Aminu,,36-36,,
5:11.0,Shooting foul by R. Kelly (drawn by A. Aminu),,36-36,,
5:11.0,Official timeout,,36-36,,
5:11.0,,,36-36,,W. Johnson enters the game for R. Kelly
5:11.0,A. Aminu makes free throw 1 of 2,1,37-36,,
5:11.0,A. Aminu makes free throw 2 of 2,1,38-36,,
4:55.0,,,38-36,,J. Hill misses 2-pt shot from 20 ft
4:54.0,Defensive rebound by M. Ellis,,38-36,,
4:40.0,M. Ellis makes 2-pt shot from 17 ft (assist by R. Rondo),2,40-36,,
4:19.0,,,40-36,,T. Black misses 2-pt shot from 3 ft (block by A. Aminu)
4:15.0,Defensive rebound by A. Aminu,,40-36,,
4:10.0,Turnover by A. Aminu (lost ball),,40-36,,
3:48.0,,,40-36,,W. Ellington misses 3-pt shot from 23 ft
3:44.0,,,40-36,,Offensive rebound by W. Johnson
3:44.0,,,40-36,,W. Johnson misses 2-pt shot from 1 ft
3:42.0,Defensive rebound by T. Chandler,,40-36,,
3:29.0,C. Parsons makes 2-pt shot from 20 ft,2,42-36,,
3:01.0,,,42-36,,J. Clarkson misses 2-pt shot from 16 ft
3:00.0,Defensive rebound by A. Aminu,,42-36,,
2:55.0,Turnover by R. Rondo (bad pass; steal by W. Ellington),,42-36,,
2:53.0,Personal take foul by R. Rondo (drawn by W. Ellington),,42-36,,
2:53.0,,,42-36,,LA Lakers full timeout
2:53.0,D. Nowitzki enters the game for C. Parsons,,42-36,,
2:41.0,,,42-38,2,W. Johnson makes 2-pt shot from 20 ft (assist by T. Black)
2:12.0,D. Nowitzki misses 2-pt shot from 16 ft,,42-38,,
2:11.0,,,42-38,,Defensive rebound by J. Hill
1:55.0,,,42-40,2,T. Black makes 2-pt shot from 1 ft
1:35.0,R. Rondo misses 3-pt shot from 26 ft,,42-40,,
1:34.0,,,42-40,,Defensive rebound by T. Black
1:19.0,,,42-42,2,W. Johnson makes 2-pt shot from 15 ft
1:04.0,Shooting foul by W. Ellington (drawn by M. Ellis),,42-42,,
1:04.0,M. Ellis misses free throw 1 of 2,,42-42,,
1:04.0,Offensive rebound by Team,,42-42,,
1:04.0,M. Ellis misses free throw 2 of 2,,42-42,,
1:03.0,,,42-42,,Defensive rebound by J. Hill
0:46.0,Personal foul by A. Aminu (drawn by T. Black),,42-42,,
0:46.0,,,42-43,1,T. Black makes free throw 1 of 2
0:46.0,C. Parsons enters the game for A. Aminu,,42-43,,
0:46.0,,,42-44,1,T. Black makes free throw 2 of 2
0:36.0,D. Nowitzki misses 3-pt shot from 25 ft,,42-44,,
0:34.0,Offensive rebound by C. Parsons,,42-44,,
0:17.0,M. Ellis makes 2-pt shot from 4 ft,2,44-44,,
0:01.0,,,44-44,,W. Ellington misses 3-pt shot from 25 ft
0:00.0,,,44-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,44-47,3,W. Ellington makes 3-pt shot from 25 ft (assist by J. Clarkson)
11:20.0,M. Ellis misses 2-pt shot from 14 ft,,44-47,,
11:19.0,,,44-47,,Defensive rebound by W. Johnson
11:01.0,,,44-49,2,W. Johnson makes 2-pt shot from 15 ft (assist by J. Hill)
10:42.0,D. Nowitzki makes 2-pt shot from 17 ft (assist by M. Ellis),2,46-49,,
10:22.0,,,46-49,,Shooting foul by C. Parsons (drawn by W. Johnson)
10:22.0,,,46-50,1,W. Johnson makes free throw 1 of 3
10:22.0,,,46-51,1,W. Johnson makes free throw 2 of 3
10:22.0,,,46-51,,W. Johnson misses free throw 3 of 3
10:20.0,Defensive rebound by C. Parsons,,46-51,,
10:01.0,M. Ellis makes 2-pt shot from 6 ft (assist by R. Rondo),2,48-51,,
9:39.0,,,48-51,,W. Ellington misses 3-pt shot from 24 ft
9:38.0,,,48-51,,Offensive rebound by Team
9:30.0,,,48-53,2,J. Clarkson makes 2-pt shot from 5 ft
9:16.0,R. Rondo makes 2-pt shot from 18 ft (assist by M. Ellis),2,50-53,,
9:03.0,,,50-53,,Offensive foul by J. Hill
9:03.0,,,50-53,,Turnover by J. Hill (offensive foul)
8:51.0,M. Ellis misses 3-pt shot from 25 ft,,50-53,,
8:48.0,,,50-53,,Defensive rebound by T. Black
8:45.0,,,50-55,2,J. Clarkson makes 2-pt shot at rim
8:30.0,Turnover by M. Ellis (bad pass; steal by T. Black),,50-55,,
8:29.0,,,50-57,2,W. Ellington makes 2-pt shot at rim (assist by T. Black)
8:29.0,Dallas full timeout,,50-57,,
8:16.0,M. Ellis makes 2-pt shot from 18 ft (assist by R. Rondo),2,52-57,,
7:56.0,,,52-57,,Shooting foul by R. Rondo (drawn by J. Clarkson)
7:56.0,,,52-58,1,J. Clarkson makes free throw 1 of 2
7:56.0,,,52-59,1,J. Clarkson makes free throw 2 of 2
7:43.0,M. Ellis misses 2-pt shot from 18 ft,,52-59,,
7:42.0,,,52-59,,Defensive rebound by J. Hill
7:28.0,,,52-59,,J. Clarkson misses 2-pt shot from 14 ft
7:26.0,Defensive rebound by R. Rondo,,52-59,,
7:03.0,M. Ellis makes 3-pt shot from 24 ft (assist by C. Parsons),3,55-59,,
6:35.0,,,55-59,,T. Black misses 2-pt shot from 20 ft
6:34.0,Defensive rebound by R. Rondo,,55-59,,
6:21.0,Shooting foul by J. Hill (drawn by T. Chandler),,55-59,,
6:21.0,T. Chandler makes free throw 1 of 2,1,56-59,,
6:21.0,A. Aminu enters the game for D. Nowitzki,,56-59,,
6:21.0,T. Chandler makes free throw 2 of 2,1,57-59,,
5:58.0,,,57-62,3,W. Johnson makes 3-pt shot from 25 ft
5:46.0,A. Aminu makes 3-pt shot from 23 ft (assist by R. Rondo),3,60-62,,
5:24.0,,,60-64,2,J. Hill makes 2-pt shot from 10 ft (assist by W. Ellington)
5:05.0,A. Aminu misses 3-pt shot from 24 ft,,60-64,,
5:03.0,,,60-64,,Defensive rebound by W. Ellington
5:01.0,Personal block foul by R. Rondo (drawn by W. Ellington),,60-64,,
5:01.0,,,60-64,,R. Kelly enters the game for W. Johnson
5:01.0,,,60-64,,C. Boozer enters the game for T. Black
5:01.0,,,60-64,,J. Lin enters the game for W. Ellington
4:44.0,,,60-66,2,C. Boozer makes 2-pt shot from 14 ft (assist by J. Lin)
4:29.0,C. Parsons misses 2-pt shot from 1 ft,,60-66,,
4:29.0,Offensive rebound by Team,,60-66,,
4:29.0,,,60-66,,Loose ball foul by C. Boozer (drawn by C. Parsons)
4:20.0,R. Rondo misses 2-pt shot from 18 ft,,60-66,,
4:20.0,,,60-66,,Defensive rebound by Team
4:20.0,Loose ball foul by A. Aminu (drawn by J. Lin),,60-66,,
4:05.0,Personal foul by M. Ellis (drawn by J. Lin),,60-66,,
4:05.0,,,60-67,1,J. Lin makes free throw 1 of 2
4:05.0,R. Jefferson enters the game for C. Parsons,,60-67,,
4:05.0,,,60-68,1,J. Lin makes free throw 2 of 2
3:53.0,A. Aminu misses 3-pt shot from 24 ft,,60-68,,
3:52.0,Offensive rebound by T. Chandler,,60-68,,
3:47.0,R. Jefferson misses 3-pt shot from 24 ft,,60-68,,
3:45.0,,,60-68,,Defensive rebound by J. Clarkson
3:33.0,,,60-68,,Shooting foul by T. Chandler (drawn by J. Lin)
3:33.0,,,60-68,,J. Lin misses free throw 1 of 2
3:33.0,,,60-68,,Offensive rebound by Team
3:33.0,J. Barea enters the game for R. Rondo,,60-68,,
3:33.0,,,60-68,,E. Davis enters the game for J. Hill
3:33.0,A. Stoudemire enters the game for T. Chandler,,60-68,,
3:33.0,,,60-69,1,J. Lin makes free throw 2 of 2
3:19.0,R. Jefferson misses 3-pt shot from 25 ft,,60-69,,
3:17.0,Offensive rebound by A. Stoudemire,,60-69,,
3:01.0,A. Stoudemire makes 2-pt shot from 18 ft (assist by R. Jefferson),2,62-69,,
2:36.0,,,62-69,,Turnover by J. Lin (bad pass; steal by A. Aminu)
2:23.0,M. Ellis makes 2-pt shot from 1 ft,2,64-69,,
2:04.0,,,64-71,2,J. Clarkson makes 2-pt shot from 12 ft (assist by C. Boozer)
1:54.0,J. Barea makes 2-pt shot from 2 ft,2,66-71,,
1:37.0,,,66-71,,Turnover by J. Lin (lost ball; steal by J. Barea)
1:32.0,M. Ellis misses 2-pt shot from 1 ft,,66-71,,
1:29.0,Offensive rebound by A. Aminu,,66-71,,
1:29.0,A. Aminu misses 2-pt shot from 1 ft,,66-71,,
1:27.0,,,66-71,,Defensive rebound by E. Davis
1:20.0,,,66-71,,E. Davis misses 2-pt shot from 6 ft
1:18.0,,,66-71,,Offensive rebound by J. Clarkson
1:16.0,,,66-73,2,J. Clarkson makes 2-pt shot from 1 ft
1:02.0,M. Ellis makes 3-pt shot from 25 ft (assist by J. Barea),3,69-73,,
0:43.0,,,69-73,,J. Clarkson misses 2-pt shot from 1 ft
0:43.0,,,69-73,,Offensive rebound by C. Boozer
0:43.0,,,69-75,2,C. Boozer makes 2-pt shot at rim
0:32.0,M. Ellis makes 3-pt shot from 25 ft,3,72-75,,
0:12.0,,,72-77,2,C. Boozer makes 2-pt shot from 1 ft (assist by E. Davis)
0:06.0,,,72-77,,Personal take foul by J. Clarkson (drawn by M. Ellis)
0:06.0,,,72-77,,LA Lakers full timeout
0:06.0,,,72-77,,W. Ellington enters the game for J. Clarkson
0:06.0,D. Nowitzki enters the game for A. Aminu,,72-77,,
0:01.0,M. Ellis makes 3-pt shot from 25 ft,3,75-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,M. Ellis misses 2-pt shot from 16 ft,,75-77,,
11:44.0,,,75-77,,Defensive rebound by R. Kelly
11:27.0,,,75-77,,R. Kelly misses 2-pt shot from 15 ft
11:24.0,,,75-77,,Offensive rebound by E. Davis
11:24.0,,,75-79,2,E. Davis makes 2-pt shot at rim
11:12.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by M. Ellis),3,78-79,,
11:01.0,Personal foul by J. Barea (drawn by J. Lin),,78-79,,
10:46.0,,,78-79,,J. Lin misses 3-pt shot from 27 ft
10:45.0,,,78-79,,Offensive rebound by C. Boozer
10:39.0,,,78-81,2,C. Boozer makes 2-pt shot from 2 ft
10:39.0,,,78-81,,Shooting foul by D. Nowitzki (drawn by C. Boozer)
10:39.0,,,78-82,1,C. Boozer makes free throw 1 of 1
10:33.0,,,78-82,,Personal foul by J. Lin (drawn by D. Nowitzki)
10:33.0,C. Parsons enters the game for R. Jefferson,,78-82,,
10:28.0,,,78-82,,Personal foul by W. Ellington (drawn by M. Ellis)
10:18.0,M. Ellis makes 2-pt shot from 1 ft,2,80-82,,
10:13.0,,,80-82,,Offensive foul by W. Ellington
10:13.0,,,80-82,,Turnover by W. Ellington (offensive foul)
10:03.0,M. Ellis misses 2-pt shot from 4 ft (block by E. Davis),,80-82,,
10:03.0,,,80-82,,Defensive rebound by Team
9:50.0,,,80-82,,C. Boozer misses 2-pt shot from 14 ft
9:48.0,Defensive rebound by C. Parsons,,80-82,,
9:33.0,D. Nowitzki misses 2-pt shot from 15 ft,,80-82,,
9:31.0,,,80-82,,Defensive rebound by E. Davis
9:10.0,,,80-82,,R. Kelly misses 3-pt shot from 25 ft
9:08.0,,,80-82,,Offensive rebound by C. Boozer
9:00.0,,,80-82,,W. Ellington misses 2-pt shot from 18 ft
8:59.0,,,80-82,,Offensive rebound by Team
8:59.0,Official timeout,,80-82,,
8:59.0,R. Rondo enters the game for M. Ellis,,80-82,,
8:51.0,,,80-82,,Turnover by E. Davis (lost ball; steal by J. Barea)
8:38.0,R. Rondo misses 2-pt shot from 1 ft,,80-82,,
8:37.0,,,80-82,,Defensive rebound by C. Boozer
8:20.0,,,80-82,,Shooting foul by A. Stoudemire (drawn by R. Kelly)
8:20.0,,,80-83,1,R. Kelly makes free throw 1 of 3
8:20.0,,,80-84,1,R. Kelly makes free throw 2 of 3
8:20.0,,,80-84,,R. Kelly misses free throw 3 of 3
8:19.0,Defensive rebound by D. Nowitzki,,80-84,,
8:02.0,A. Stoudemire makes 2-pt shot from 18 ft (assist by J. Barea),2,82-84,,
7:42.0,Personal foul by D. Nowitzki (drawn by J. Lin),,82-84,,
7:33.0,,,82-84,,J. Lin misses 2-pt shot from 9 ft
7:32.0,,,82-84,,Offensive rebound by W. Ellington
7:29.0,,,82-86,2,W. Ellington makes 2-pt shot from 1 ft
7:10.0,C. Parsons makes 2-pt shot from 1 ft,2,84-86,,
7:02.0,,,84-88,2,W. Ellington makes 2-pt shot from 20 ft (assist by J. Lin)
6:46.0,Turnover by J. Barea (bad pass; steal by C. Boozer),,84-88,,
6:42.0,,,84-88,,E. Davis misses 2-pt shot from 2 ft (block by C. Parsons)
6:42.0,,,84-88,,Offensive rebound by Team
6:42.0,T. Chandler enters the game for D. Nowitzki,,84-88,,
6:42.0,A. Aminu enters the game for A. Stoudemire,,84-88,,
6:42.0,M. Ellis enters the game for J. Barea,,84-88,,
6:35.0,,,84-90,2,C. Boozer makes 2-pt shot from 1 ft (assist by J. Lin)
6:35.0,Dallas full timeout,,84-90,,
6:26.0,,,84-90,,Personal foul by J. Lin (drawn by M. Ellis)
6:15.0,A. Aminu makes 2-pt shot from 1 ft,2,86-90,,
6:15.0,Shooting foul by E. Davis (drawn by A. Aminu),,86-90,,
6:15.0,A. Aminu misses free throw 1 of 1,,86-90,,
6:14.0,,,86-90,,Defensive rebound by R. Kelly
5:56.0,,,86-90,,Turnover by C. Boozer (lost ball; steal by A. Aminu)
5:56.0,,,86-90,,Personal take foul by C. Boozer (drawn by A. Aminu)
5:56.0,A. Aminu makes free throw 1 of 2,1,87-90,,
5:56.0,A. Aminu makes free throw 2 of 2,1,88-90,,
5:36.0,,,88-90,,Turnover by R. Kelly (lost ball; steal by A. Aminu)
5:30.0,C. Parsons misses 3-pt shot from 24 ft,,88-90,,
5:27.0,,,88-90,,Defensive rebound by E. Davis
5:18.0,,,88-90,,C. Boozer misses 2-pt shot from 3 ft (block by A. Aminu)
5:17.0,Defensive rebound by C. Parsons,,88-90,,
5:05.0,Offensive foul by T. Chandler,,88-90,,
5:05.0,Turnover by T. Chandler (offensive foul),,88-90,,
5:05.0,,,88-90,,W. Johnson enters the game for R. Kelly
4:51.0,,,88-90,,Turnover by J. Lin (offensive foul)
4:51.0,,,88-90,,Offensive foul by J. Lin
4:51.0,,,88-90,,J. Clarkson enters the game for J. Lin
4:51.0,,,88-90,,T. Black enters the game for E. Davis
4:39.0,Shooting foul by T. Black (drawn by A. Aminu),,88-90,,
4:39.0,A. Aminu makes free throw 1 of 2,1,89-90,,
4:39.0,A. Aminu makes free throw 2 of 2,1,90-90,,
4:24.0,,,90-90,,J. Clarkson misses 3-pt shot from 24 ft
4:23.0,Defensive rebound by T. Chandler,,90-90,,
4:13.0,R. Rondo makes 2-pt shot from 16 ft,2,92-90,,
4:12.0,,,92-90,,LA Lakers full timeout
3:50.0,,,92-90,,C. Boozer misses 2-pt shot from 1 ft (block by A. Aminu)
3:48.0,Defensive rebound by C. Parsons,,92-90,,
3:33.0,A. Aminu misses 3-pt shot from 25 ft,,92-90,,
3:31.0,,,92-90,,Defensive rebound by C. Boozer
3:23.0,,,92-90,,Turnover by J. Clarkson (bad pass; steal by M. Ellis)
3:20.0,Shooting foul by W. Ellington (drawn by M. Ellis),,92-90,,
3:20.0,M. Ellis misses free throw 1 of 2,,92-90,,
3:20.0,Offensive rebound by Team,,92-90,,
3:20.0,,,92-90,,J. Hill enters the game for C. Boozer
3:20.0,M. Ellis makes free throw 2 of 2,1,93-90,,
2:58.0,,,93-90,,W. Johnson misses 3-pt shot from 25 ft
2:57.0,Defensive rebound by T. Chandler,,93-90,,
2:41.0,R. Rondo makes 2-pt shot from 18 ft,2,95-90,,
2:28.0,Personal foul by R. Rondo (drawn by J. Clarkson),,95-90,,
2:28.0,,,95-90,,J. Clarkson misses free throw 1 of 2
2:28.0,,,95-90,,Offensive rebound by Team
2:28.0,D. Nowitzki enters the game for A. Aminu,,95-90,,
2:28.0,,,95-91,1,J. Clarkson makes free throw 2 of 2
2:11.0,D. Nowitzki misses 2-pt shot from 14 ft,,95-91,,
