time,Cleveland,pts.away,score,pts.home,Detroit
0:23.0,,,17-19,2,A. Tolliver makes 2-pt shot at rim (assist by D. Augustin)
0:03.0,T. Thompson misses 2-pt shot at rim,,17-19,,
0:02.0,,,17-19,,Defensive rebound by G. Monroe
0:01.0,,,17-19,,D. Augustin misses 3-pt shot from 40 ft
0:00.0,,,17-19,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,I. Shumpert makes 3-pt shot from 25 ft (assist by L. James),3,20-19,,
11:27.0,,,20-22,3,A. Tolliver makes 3-pt shot from 25 ft (assist by C. Butler)
10:59.0,T. Thompson makes 2-pt shot from 6 ft,2,22-22,,
10:40.0,,,22-24,2,C. Butler makes 2-pt shot from 18 ft (assist by J. Meeks)
10:22.0,S. Marion misses 2-pt shot from 10 ft,,22-24,,
10:21.0,,,22-24,,Defensive rebound by G. Monroe
10:09.0,,,22-24,,C. Butler misses 2-pt shot from 9 ft
10:08.0,Defensive rebound by T. Thompson,,22-24,,
10:05.0,,,22-24,,Personal foul by C. Butler (drawn by L. James)
10:05.0,K. Irving enters the game for S. Marion,,22-24,,
9:49.0,L. James makes 2-pt shot at rim,2,24-24,,
9:37.0,,,24-26,2,G. Monroe makes 2-pt shot from 8 ft (assist by S. Dinwiddie)
9:30.0,K. Irving misses 2-pt shot from 4 ft (block by S. Dinwiddie),,24-26,,
9:28.0,,,24-26,,Defensive rebound by G. Monroe
9:21.0,,,24-28,2,S. Dinwiddie makes 2-pt shot at rim
9:11.0,L. James makes 2-pt shot at rim,2,26-28,,
9:01.0,,,26-28,,Offensive foul by A. Tolliver
9:01.0,,,26-28,,Turnover by A. Tolliver (offensive foul)
9:01.0,K. Love enters the game for M. Dellavedova,,26-28,,
8:48.0,L. James misses 3-pt shot from 24 ft,,26-28,,
8:47.0,,,26-28,,Defensive rebound by S. Dinwiddie
8:39.0,,,26-28,,S. Dinwiddie misses 3-pt shot from 25 ft
8:38.0,Defensive rebound by L. James,,26-28,,
8:30.0,L. James makes 2-pt shot from 3 ft,2,28-28,,
8:03.0,,,28-28,,G. Monroe misses 2-pt shot from 4 ft
8:01.0,Defensive rebound by T. Thompson,,28-28,,
7:54.0,I. Shumpert misses 3-pt shot from 23 ft,,28-28,,
7:53.0,,,28-28,,Defensive rebound by S. Dinwiddie
7:41.0,,,28-28,,Shooting foul by T. Thompson (drawn by A. Tolliver)
7:41.0,Official timeout,,28-28,,
7:41.0,,,28-28,,K. Singler enters the game for G. Monroe
7:41.0,,,28-28,,A. Drummond enters the game for C. Butler
7:41.0,M. Dellavedova enters the game for L. James,,28-28,,
7:41.0,T. Mozgov enters the game for T. Thompson,,28-28,,
7:41.0,J. Smith enters the game for I. Shumpert,,28-28,,
7:41.0,,,28-29,1,A. Tolliver makes free throw 1 of 2
7:41.0,,,28-30,1,A. Tolliver makes free throw 2 of 2
7:28.0,M. Dellavedova misses 3-pt shot from 26 ft,,28-30,,
7:27.0,Offensive rebound by M. Dellavedova,,28-30,,
7:18.0,J. Smith misses 2-pt shot from 3 ft (block by A. Drummond),,28-30,,
7:15.0,,,28-30,,Defensive rebound by K. Singler
7:01.0,,,28-30,,Shooting foul by J. Smith (drawn by J. Meeks)
7:01.0,,,28-31,1,J. Meeks makes free throw 1 of 2
7:01.0,,,28-31,,J. Meeks misses free throw 2 of 2
7:00.0,Defensive rebound by K. Love,,28-31,,
6:47.0,K. Love misses 2-pt shot from 6 ft,,28-31,,
6:46.0,,,28-31,,Defensive rebound by S. Dinwiddie
6:40.0,,,28-31,,K. Singler misses 3-pt shot from 25 ft
6:39.0,Defensive rebound by M. Dellavedova,,28-31,,
6:32.0,K. Love misses 3-pt shot from 24 ft,,28-31,,
6:31.0,,,28-31,,Defensive rebound by K. Singler
6:19.0,,,28-31,,S. Dinwiddie misses 2-pt shot from 14 ft
6:18.0,Defensive rebound by K. Love,,28-31,,
6:09.0,Turnover by K. Irving (bad pass; steal by J. Meeks),,28-31,,
6:08.0,Personal foul by M. Dellavedova (drawn by J. Meeks),,28-31,,
5:56.0,,,28-31,,A. Drummond misses 2-pt shot from 2 ft
5:55.0,Defensive rebound by K. Love,,28-31,,
5:47.0,K. Irving makes 3-pt shot from 25 ft (assist by J. Smith),3,31-31,,
5:25.0,,,31-31,,Turnover by A. Tolliver (bad pass)
5:25.0,,,31-31,,Detroit full timeout
5:25.0,,,31-31,,D. Augustin enters the game for S. Dinwiddie
5:10.0,K. Irving makes 2-pt shot from 20 ft,2,33-31,,
4:55.0,,,33-31,,K. Singler misses 2-pt shot from 3 ft (block by T. Mozgov)
4:52.0,Defensive rebound by T. Mozgov,,33-31,,
4:43.0,K. Irving makes 2-pt shot from 15 ft,2,35-31,,
4:27.0,,,35-31,,Turnover by D. Augustin (bad pass; steal by T. Mozgov)
4:21.0,K. Irving misses 3-pt shot from 26 ft,,35-31,,
4:20.0,,,35-31,,Defensive rebound by K. Singler
4:17.0,Personal foul by M. Dellavedova (drawn by D. Augustin),,35-31,,
4:17.0,L. James enters the game for M. Dellavedova,,35-31,,
4:04.0,,,35-33,2,A. Drummond makes 2-pt shot at rim (assist by J. Meeks)
3:42.0,L. James misses 2-pt shot from 6 ft (block by A. Drummond),,35-33,,
3:41.0,,,35-33,,Defensive rebound by A. Drummond
3:29.0,,,35-33,,K. Singler misses 3-pt shot from 24 ft
3:28.0,,,35-33,,Offensive rebound by D. Augustin
3:25.0,,,35-35,2,D. Augustin makes 2-pt shot at rim
3:07.0,K. Irving makes 3-pt shot from 25 ft (assist by L. James),3,38-35,,
2:46.0,,,38-35,,Turnover by D. Augustin (lost ball; steal by K. Irving)
2:41.0,K. Love makes 2-pt shot at rim (assist by K. Irving),2,40-35,,
2:28.0,,,40-35,,Detroit full timeout
2:28.0,Cleveland full timeout,,40-35,,
2:28.0,,,40-35,,K. Caldwell-Pope enters the game for J. Meeks
2:28.0,S. Marion enters the game for T. Mozgov,,40-35,,
2:20.0,,,40-35,,Turnover by D. Augustin (bad pass; steal by J. Smith)
2:14.0,L. James misses 2-pt shot at rim,,40-35,,
2:13.0,Offensive rebound by S. Marion,,40-35,,
1:50.0,S. Marion makes 2-pt shot from 5 ft (assist by K. Love),2,42-35,,
1:32.0,,,42-35,,K. Caldwell-Pope misses 3-pt shot from 25 ft
1:31.0,Defensive rebound by S. Marion,,42-35,,
1:23.0,,,42-35,,Personal foul by K. Singler (drawn by K. Irving)
1:23.0,,,42-35,,G. Monroe enters the game for A. Drummond
1:23.0,I. Shumpert enters the game for J. Smith,,42-35,,
1:12.0,Shooting foul by A. Tolliver (drawn by L. James),,42-35,,
1:12.0,L. James makes free throw 1 of 2,1,43-35,,
1:12.0,L. James misses free throw 2 of 2,,43-35,,
1:11.0,,,43-35,,Defensive rebound by D. Augustin
1:00.0,,,43-37,2,D. Augustin makes 2-pt shot from 1 ft
0:44.0,S. Marion makes 2-pt shot at rim (assist by K. Irving),2,45-37,,
0:30.0,,,45-37,,D. Augustin misses 2-pt shot from 5 ft
0:30.0,,,45-37,,Offensive rebound by G. Monroe
0:30.0,,,45-39,2,G. Monroe makes 2-pt shot at rim
0:07.0,L. James makes 2-pt shot from 17 ft,2,47-39,,
0:02.0,,,47-39,,D. Augustin misses 2-pt shot at rim
0:01.0,Defensive rebound by K. Love,,47-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,K. Love misses 3-pt shot from 26 ft,,47-39,,
11:47.0,Offensive rebound by Team,,47-39,,
11:44.0,K. Irving makes 2-pt shot at rim (assist by L. James),2,49-39,,
11:21.0,,,49-41,2,K. Singler makes 2-pt shot at rim
11:03.0,T. Mozgov makes 2-pt shot at rim (assist by L. James),2,51-41,,
10:32.0,,,51-41,,K. Singler misses 2-pt shot from 12 ft
10:29.0,,,51-41,,Offensive rebound by K. Singler
10:26.0,,,51-41,,Shooting foul by L. James (drawn by K. Caldwell-Pope)
10:26.0,,,51-42,1,K. Caldwell-Pope makes free throw 1 of 2
10:26.0,,,51-42,,K. Caldwell-Pope misses free throw 2 of 2
10:25.0,Defensive rebound by K. Love,,51-42,,
10:09.0,T. Mozgov makes 2-pt shot from 4 ft (assist by K. Love),2,53-42,,
9:44.0,,,53-45,3,D. Augustin makes 3-pt shot from 25 ft (assist by K. Caldwell-Pope)
9:28.0,L. James makes 2-pt shot at rim,2,55-45,,
9:16.0,,,55-45,,Turnover by D. Augustin (bad pass; steal by T. Mozgov)
9:07.0,L. James misses 3-pt shot from 27 ft,,55-45,,
9:06.0,,,55-45,,Defensive rebound by A. Drummond
8:51.0,,,55-45,,Turnover by G. Monroe (traveling)
8:37.0,J. Smith misses 2-pt shot from 19 ft,,55-45,,
8:36.0,,,55-45,,Defensive rebound by G. Monroe
8:27.0,,,55-45,,D. Augustin misses 2-pt shot at rim
8:24.0,,,55-45,,Offensive rebound by A. Drummond
8:23.0,,,55-47,2,A. Drummond makes 2-pt shot at rim
8:12.0,J. Smith misses 3-pt shot from 23 ft,,55-47,,
8:11.0,,,55-47,,Defensive rebound by G. Monroe
8:00.0,Personal foul by J. Smith (drawn by K. Caldwell-Pope),,55-47,,
7:46.0,,,55-50,3,D. Augustin makes 3-pt shot from 27 ft
7:22.0,K. Irving makes 3-pt shot from 25 ft (assist by L. James),3,58-50,,
7:08.0,,,58-52,2,G. Monroe makes 2-pt shot at rim (assist by D. Augustin)
7:08.0,,,58-52,,Shooting foul by K. Love (drawn by G. Monroe)
7:08.0,,,58-53,1,G. Monroe makes free throw 1 of 1
6:45.0,J. Smith makes 2-pt shot from 18 ft,2,60-53,,
6:30.0,,,60-53,,Turnover by D. Augustin (bad pass; steal by L. James)
6:28.0,Shooting foul by K. Caldwell-Pope (drawn by L. James),,60-53,,
6:28.0,L. James makes free throw 1 of 2,1,61-53,,
6:28.0,L. James makes free throw 2 of 2,1,62-53,,
6:14.0,,,62-53,,K. Singler misses 2-pt shot from 3 ft
6:12.0,Defensive rebound by L. James,,62-53,,
6:07.0,K. Irving misses 3-pt shot from 26 ft,,62-53,,
6:06.0,Offensive rebound by T. Mozgov,,62-53,,
6:04.0,K. Love makes 3-pt shot from 24 ft (assist by T. Mozgov),3,65-53,,
6:04.0,,,65-53,,Detroit full timeout
6:04.0,S. Marion enters the game for L. James,,65-53,,
5:50.0,,,65-53,,G. Monroe misses 2-pt shot from 4 ft
5:48.0,Defensive rebound by T. Mozgov,,65-53,,
5:30.0,T. Mozgov makes 2-pt shot from 5 ft (assist by K. Love),2,67-53,,
5:00.0,,,67-56,3,D. Augustin makes 3-pt shot from 26 ft
4:44.0,K. Love misses 3-pt shot from 25 ft,,67-56,,
4:43.0,Offensive rebound by T. Mozgov,,67-56,,
4:38.0,J. Smith makes 3-pt shot from 26 ft (assist by K. Irving),3,70-56,,
4:18.0,,,70-56,,G. Monroe misses 2-pt shot from 1 ft
4:16.0,Defensive rebound by K. Love,,70-56,,
4:09.0,T. Mozgov misses 2-pt shot from 3 ft (block by A. Drummond),,70-56,,
4:07.0,,,70-56,,Defensive rebound by G. Monroe
4:07.0,Personal foul by K. Irving (drawn by D. Augustin),,70-56,,
3:59.0,Violation by K. Love (kicked ball),,70-56,,
3:59.0,T. Thompson enters the game for K. Love,,70-56,,
3:45.0,,,70-56,,G. Monroe misses 2-pt shot at rim (block by S. Marion)
3:43.0,Defensive rebound by T. Mozgov,,70-56,,
3:29.0,Turnover by K. Irving (lost ball; steal by D. Augustin),,70-56,,
3:24.0,,,70-58,2,D. Augustin makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope)
3:07.0,K. Irving makes 3-pt shot from 26 ft,3,73-58,,
2:50.0,,,73-60,2,G. Monroe makes 2-pt shot at rim
2:45.0,Cleveland full timeout,,73-60,,
2:45.0,,,73-60,,J. Meeks enters the game for K. Singler
2:45.0,,,73-60,,C. Butler enters the game for G. Monroe
2:45.0,,,73-60,,A. Tolliver enters the game for K. Caldwell-Pope
2:45.0,M. Dellavedova enters the game for J. Smith,,73-60,,
2:45.0,L. James enters the game for K. Irving,,73-60,,
2:39.0,Turnover by L. James (bad pass),,73-60,,
2:24.0,,,73-60,,D. Augustin misses 2-pt shot from 4 ft
2:23.0,,,73-60,,Offensive rebound by A. Drummond
2:22.0,,,73-60,,A. Drummond misses 2-pt shot at rim
2:21.0,Defensive rebound by T. Mozgov,,73-60,,
2:13.0,L. James makes 2-pt shot from 9 ft,2,75-60,,
1:57.0,,,75-60,,C. Butler misses 3-pt shot from 23 ft
1:55.0,Defensive rebound by M. Dellavedova,,75-60,,
1:44.0,L. James misses 2-pt shot from 16 ft,,75-60,,
1:43.0,Offensive rebound by T. Thompson,,75-60,,
1:41.0,T. Thompson misses 2-pt shot from 3 ft,,75-60,,
1:41.0,,,75-60,,Defensive rebound by Team
1:41.0,I. Shumpert enters the game for T. Mozgov,,75-60,,
1:20.0,,,75-62,2,A. Drummond makes 2-pt shot from 5 ft (assist by C. Butler)
1:04.0,,,75-62,,Personal foul by A. Drummond (drawn by L. James)
0:52.0,T. Thompson misses 2-pt shot from 2 ft (block by A. Drummond),,75-62,,
0:50.0,Offensive rebound by T. Thompson,,75-62,,
0:50.0,T. Thompson misses 2-pt shot from 7 ft,,75-62,,
0:50.0,,,75-62,,Defensive rebound by Team
0:33.0,,,75-62,,Shooting foul by M. Dellavedova (drawn by A. Drummond)
0:33.0,,,75-62,,A. Drummond misses free throw 1 of 2
0:33.0,,,75-62,,Offensive rebound by Team
0:33.0,,,75-62,,S. Dinwiddie enters the game for D. Augustin
0:33.0,,,75-62,,A. Drummond misses free throw 2 of 2
0:33.0,Defensive rebound by S. Marion,,75-62,,
0:13.0,L. James misses 3-pt shot from 26 ft,,75-62,,
0:12.0,,,75-62,,Defensive rebound by A. Drummond
0:05.0,,,75-62,,Shooting foul by I. Shumpert (drawn by J. Meeks)
0:05.0,,,75-63,1,J. Meeks makes free throw 1 of 2
0:05.0,K. Irving enters the game for L. James,,75-63,,
0:05.0,,,75-64,1,J. Meeks makes free throw 2 of 2
0:01.0,K. Irving misses 3-pt shot from 36 ft,,75-64,,
0:00.0,Offensive rebound by Team,,75-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,75-64,,A. Drummond misses 2-pt shot from 1 ft
11:38.0,,,75-64,,Offensive rebound by A. Drummond
11:37.0,,,75-64,,A. Drummond misses 2-pt shot from 1 ft
11:36.0,,,75-64,,Offensive rebound by A. Drummond
11:36.0,,,75-64,,A. Drummond misses 2-pt shot from 1 ft
11:36.0,,,75-64,,Offensive rebound by A. Drummond
11:33.0,,,75-64,,A. Drummond misses 2-pt shot at rim
11:33.0,Defensive rebound by L. James,,75-64,,
11:21.0,K. Irving makes 3-pt shot from 24 ft (assist by L. James),3,78-64,,
11:15.0,,,78-66,2,A. Drummond makes 2-pt shot at rim (assist by S. Dinwiddie)
10:52.0,L. James misses 3-pt shot from 25 ft,,78-66,,
10:52.0,,,78-66,,Defensive rebound by A. Tolliver
10:46.0,Personal foul by T. Thompson (drawn by S. Dinwiddie),,78-66,,
10:33.0,,,78-66,,Turnover by A. Tolliver (step out of bounds)
10:19.0,I. Shumpert misses 3-pt shot from 23 ft,,78-66,,
10:18.0,,,78-66,,Defensive rebound by A. Drummond
10:09.0,,,78-66,,A. Drummond misses 2-pt shot at rim
10:05.0,Defensive rebound by T. Thompson,,78-66,,
9:56.0,I. Shumpert misses 3-pt shot from 25 ft,,78-66,,
9:55.0,,,78-66,,Defensive rebound by A. Drummond
9:47.0,,,78-68,2,J. Meeks makes 2-pt shot at rim (assist by S. Dinwiddie)
9:27.0,L. James misses 2-pt shot from 14 ft,,78-68,,
9:23.0,,,78-68,,Defensive rebound by A. Drummond
9:14.0,,,78-68,,Turnover by S. Dinwiddie (lost ball; steal by K. Irving)
9:10.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,80-68,,
8:51.0,,,80-68,,Turnover by S. Dinwiddie (bad pass)
8:51.0,Official timeout,,80-68,,
8:51.0,,,80-68,,G. Monroe enters the game for A. Drummond
8:51.0,J. Smith enters the game for S. Marion,,80-68,,
8:51.0,M. Dellavedova enters the game for I. Shumpert,,80-68,,
8:37.0,K. Irving misses 3-pt shot from 25 ft,,80-68,,
8:36.0,,,80-68,,Defensive rebound by C. Butler
8:21.0,,,80-70,2,J. Meeks makes 2-pt shot at rim (assist by C. Butler)
8:01.0,J. Smith misses 3-pt shot from 25 ft,,80-70,,
7:59.0,Offensive rebound by M. Dellavedova,,80-70,,
7:51.0,L. James makes 2-pt shot at rim,2,82-70,,
7:30.0,,,82-70,,C. Butler misses 2-pt shot from 16 ft (block by K. Irving)
7:28.0,Defensive rebound by T. Thompson,,82-70,,
7:26.0,,,82-70,,Personal foul by J. Meeks (drawn by L. James)
7:26.0,K. Love enters the game for M. Dellavedova,,82-70,,
7:26.0,,,82-70,,K. Caldwell-Pope enters the game for C. Butler
7:16.0,Turnover by L. James (lost ball; steal by J. Meeks),,82-70,,
7:14.0,,,82-70,,Shooting foul by J. Smith (drawn by J. Meeks)
7:14.0,,,82-71,1,J. Meeks makes free throw 1 of 2
7:14.0,,,82-71,,D. Augustin enters the game for S. Dinwiddie
7:14.0,,,82-72,1,J. Meeks makes free throw 2 of 2
6:57.0,K. Love misses 3-pt shot from 23 ft,,82-72,,
6:56.0,Offensive rebound by T. Thompson,,82-72,,
6:49.0,I. Shumpert enters the game for L. James,,82-72,,
6:33.0,,,82-72,,J. Meeks misses 2-pt shot at rim
6:32.0,,,82-72,,Offensive rebound by G. Monroe
6:32.0,,,82-72,,G. Monroe misses 2-pt shot at rim
6:30.0,,,82-72,,Offensive rebound by G. Monroe
6:30.0,,,82-72,,G. Monroe misses 2-pt shot from 2 ft
6:29.0,,,82-72,,Offensive rebound by G. Monroe
6:28.0,,,82-72,,Turnover by G. Monroe (lost ball; steal by K. Irving)
6:24.0,K. Irving misses 2-pt shot from 1 ft (block by K. Caldwell-Pope),,82-72,,
6:23.0,Offensive rebound by T. Thompson,,82-72,,
6:22.0,T. Thompson makes 2-pt shot at rim,2,84-72,,
6:07.0,,,84-75,3,A. Tolliver makes 3-pt shot from 25 ft (assist by D. Augustin)
5:42.0,J. Smith misses 2-pt shot at rim,,84-75,,
5:41.0,Offensive rebound by Team,,84-75,,
5:41.0,,,84-75,,Detroit full timeout
5:29.0,Offensive charge foul by I. Shumpert,,84-75,,
5:29.0,Turnover by I. Shumpert (offensive foul),,84-75,,
5:15.0,,,84-75,,G. Monroe misses 2-pt shot from 1 ft
5:14.0,Defensive rebound by I. Shumpert,,84-75,,
5:00.0,K. Irving makes 2-pt shot from 1 ft,2,86-75,,
4:44.0,,,86-75,,J. Meeks misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by K. Irving,,86-75,,
4:36.0,K. Irving misses 2-pt shot from 4 ft,,86-75,,
4:35.0,,,86-75,,Defensive rebound by K. Caldwell-Pope
4:28.0,,,86-75,,Turnover by K. Caldwell-Pope (bad pass; steal by T. Thompson)
4:12.0,Offensive foul by T. Thompson,,86-75,,
4:12.0,Turnover by T. Thompson (offensive foul),,86-75,,
4:12.0,L. James enters the game for I. Shumpert,,86-75,,
3:51.0,,,86-78,3,A. Tolliver makes 3-pt shot from 23 ft (assist by D. Augustin)
3:27.0,L. James misses 2-pt shot from 4 ft,,86-78,,
3:26.0,,,86-78,,Defensive rebound by A. Tolliver
3:16.0,,,86-78,,K. Caldwell-Pope misses 3-pt shot from 24 ft
3:14.0,Defensive rebound by L. James,,86-78,,
2:56.0,Shooting foul by K. Caldwell-Pope (drawn by L. James),,86-78,,
2:56.0,Cleveland full timeout,,86-78,,
2:56.0,L. James makes free throw 1 of 2,1,87-78,,
2:56.0,L. James makes free throw 2 of 2,1,88-78,,
2:45.0,,,88-78,,A. Drummond enters the game for G. Monroe
2:36.0,,,88-80,2,J. Meeks makes 2-pt shot from 20 ft (assist by D. Augustin)
2:12.0,K. Irving makes 2-pt shot from 20 ft,2,90-80,,
2:00.0,,,90-80,,Shooting foul by L. James (drawn by K. Caldwell-Pope)
2:00.0,,,90-81,1,K. Caldwell-Pope makes free throw 1 of 3
2:00.0,,,90-82,1,K. Caldwell-Pope makes free throw 2 of 3
2:00.0,,,90-83,1,K. Caldwell-Pope makes free throw 3 of 3
1:39.0,K. Love misses 3-pt shot from 23 ft,,90-83,,
1:38.0,,,90-83,,Defensive rebound by D. Augustin
1:27.0,,,90-83,,A. Drummond misses 2-pt shot at rim
1:26.0,,,90-83,,Offensive rebound by A. Drummond
1:25.0,,,90-83,,A. Drummond misses 2-pt shot at rim
1:24.0,Defensive rebound by K. Irving,,90-83,,
1:05.0,K. Irving makes 3-pt shot from 23 ft,3,93-83,,
1:05.0,,,93-83,,Detroit full timeout
1:05.0,I. Shumpert enters the game for K. Love,,93-83,,
