time,Denver,pts.away,score,pts.home,Oklahoma City
8:41.0,,,17-32,,Shooting foul by J. McGee (drawn by K. Perkins)
8:41.0,Official timeout,,17-32,,
8:41.0,,,17-32,,S. Ibaka enters the game for A. Roberson
8:41.0,K. Faried enters the game for D. Arthur,,17-32,,
8:41.0,,,17-33,1,K. Perkins makes free throw 1 of 2
8:41.0,,,17-34,1,K. Perkins makes free throw 2 of 2
8:28.0,N. Robinson misses 3-pt shot from 25 ft,,17-34,,
8:27.0,Offensive rebound by J. McGee,,17-34,,
8:23.0,W. Chandler misses 3-pt shot from 24 ft,,17-34,,
8:20.0,Offensive rebound by J. McGee,,17-34,,
8:16.0,J. McGee makes 2-pt shot from 3 ft,2,19-34,,
7:55.0,Violation by J. McGee (kicked ball),,19-34,,
7:50.0,,,19-37,3,S. Ibaka makes 3-pt shot from 24 ft (assist by L. Thomas)
7:28.0,W. Chandler misses 2-pt shot from 1 ft,,19-37,,
7:27.0,,,19-37,,Defensive rebound by N. Collison
7:15.0,,,19-39,2,K. Perkins makes 2-pt shot from 5 ft (assist by L. Thomas)
7:09.0,Denver full timeout,,19-39,,
7:09.0,D. Gallinari enters the game for W. Chandler,,19-39,,
7:09.0,A. Gee enters the game for R. Foye,,19-39,,
7:09.0,T. Lawson enters the game for N. Robinson,,19-39,,
7:09.0,A. Afflalo enters the game for J. McGee,,19-39,,
6:56.0,D. Gallinari misses 3-pt shot from 24 ft,,19-39,,
6:55.0,,,19-39,,Defensive rebound by N. Collison
6:42.0,,,19-41,2,P. Jones makes 2-pt shot from 2 ft
6:30.0,A. Gee misses 2-pt shot from 5 ft (block by N. Collison),,19-41,,
6:29.0,Offensive rebound by A. Gee,,19-41,,
6:29.0,,,19-41,,Personal foul by L. Thomas (drawn by A. Gee)
6:14.0,Turnover by Team (shot clock),,19-41,,
6:09.0,,,19-41,,S. Ibaka misses 3-pt shot from 22 ft
6:08.0,,,19-41,,Offensive rebound by Team
6:08.0,Loose ball foul by A. Afflalo (drawn by N. Collison),,19-41,,
6:00.0,,,19-41,,L. Thomas misses 2-pt shot from 3 ft
5:59.0,,,19-41,,Offensive rebound by S. Ibaka
5:59.0,,,19-41,,S. Ibaka misses 2-pt shot from 1 ft
5:58.0,Defensive rebound by A. Gee,,19-41,,
5:51.0,A. Gee misses 3-pt shot from 24 ft,,19-41,,
5:50.0,,,19-41,,Defensive rebound by N. Collison
5:41.0,,,19-43,2,S. Ibaka makes 2-pt shot from 1 ft (assist by P. Jones)
5:23.0,T. Lawson makes 2-pt shot at rim,2,21-43,,
5:12.0,,,21-43,,P. Jones misses 2-pt shot from 1 ft (block by K. Faried)
5:10.0,Defensive rebound by K. Faried,,21-43,,
5:02.0,A. Afflalo makes 2-pt shot from 5 ft (assist by T. Lawson),2,23-43,,
4:50.0,,,23-43,,Oklahoma City full timeout
4:50.0,,,23-43,,S. Telfair enters the game for L. Thomas
4:36.0,,,23-45,2,K. Perkins makes 2-pt shot from 3 ft
4:26.0,D. Gallinari makes 3-pt shot from 24 ft (assist by T. Lawson),3,26-45,,
4:06.0,,,26-47,2,K. Perkins makes 2-pt shot from 5 ft
3:47.0,Turnover by T. Lawson (lost ball; steal by S. Ibaka),,26-47,,
3:44.0,,,26-47,,Turnover by S. Ibaka (bad pass; steal by D. Gallinari)
3:35.0,D. Gallinari makes 2-pt shot from 1 ft,2,28-47,,
3:16.0,,,28-49,2,K. Perkins makes 2-pt shot from 5 ft
3:10.0,Turnover by A. Gee (bad pass; steal by P. Jones),,28-49,,
2:56.0,Personal foul by D. Gallinari (drawn by K. Perkins),,28-49,,
2:56.0,,,28-49,,Oklahoma City full timeout
2:56.0,T. Mozgov enters the game for A. Gee,,28-49,,
2:56.0,,,28-49,,S. Adams enters the game for N. Collison
2:56.0,,,28-49,,A. Roberson enters the game for K. Perkins
2:49.0,,,28-49,,S. Adams misses 2-pt shot from 1 ft (block by K. Faried)
2:49.0,,,28-49,,Offensive rebound by Team
2:44.0,,,28-52,3,P. Jones makes 3-pt shot at rim (assist by S. Adams)
2:28.0,A. Afflalo misses 2-pt shot from 3 ft (block by S. Ibaka),,28-52,,
2:26.0,,,28-52,,Defensive rebound by A. Roberson
2:06.0,,,28-54,2,P. Jones makes 2-pt shot from 11 ft (assist by S. Telfair)
1:43.0,D. Gallinari misses 2-pt shot from 16 ft,,28-54,,
1:42.0,,,28-54,,Defensive rebound by A. Roberson
1:23.0,,,28-54,,S. Ibaka misses 2-pt shot from 18 ft
1:22.0,Defensive rebound by D. Gallinari,,28-54,,
1:15.0,,,28-54,,Personal foul by P. Jones (drawn by D. Gallinari)
1:10.0,,,28-54,,Personal block foul by P. Jones (drawn by T. Lawson)
1:10.0,T. Lawson makes free throw 1 of 2,1,29-54,,
1:10.0,T. Lawson misses free throw 2 of 2,,29-54,,
1:08.0,,,29-54,,Defensive rebound by A. Roberson
0:50.0,,,29-54,,Turnover by A. Roberson (lost ball; steal by T. Mozgov)
0:46.0,K. Faried makes 2-pt shot at rim (assist by D. Gallinari),2,31-54,,
0:38.0,,,31-54,,Shooting foul by D. Gallinari (drawn by P. Jones)
0:38.0,,,31-54,,P. Jones misses free throw 1 of 2
0:38.0,,,31-54,,Offensive rebound by Team
0:38.0,,,31-55,1,P. Jones makes free throw 2 of 2
0:28.0,T. Lawson makes 2-pt shot from 15 ft,2,33-55,,
0:15.0,,,33-55,,Turnover by S. Telfair (lost ball)
0:15.0,,,33-55,,Violation by S. Telfair (kicked ball)
0:02.0,Turnover by T. Lawson (lost ball; steal by S. Telfair),,33-55,,
0:00.0,,,33-55,,P. Jones misses 3-pt shot from 53 ft
0:00.0,Defensive rebound by Team,,33-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Shooting foul by A. Roberson (drawn by A. Afflalo),,33-55,,
11:43.0,A. Afflalo makes free throw 1 of 2,1,34-55,,
11:43.0,A. Afflalo makes free throw 2 of 2,1,35-55,,
11:36.0,,,35-55,,P. Jones misses 2-pt shot from 4 ft
11:35.0,Defensive rebound by D. Gallinari,,35-55,,
11:23.0,K. Faried misses 2-pt shot from 5 ft,,35-55,,
11:22.0,,,35-55,,Defensive rebound by S. Adams
10:58.0,,,35-58,3,P. Jones makes 3-pt shot from 24 ft (assist by S. Telfair)
10:35.0,D. Gallinari makes 2-pt shot from 14 ft,2,37-58,,
10:08.0,,,37-58,,P. Jones misses 3-pt shot from 22 ft
10:06.0,Defensive rebound by T. Lawson,,37-58,,
10:02.0,Turnover by T. Lawson (bad pass),,37-58,,
9:46.0,,,37-58,,Turnover by A. Roberson (bad pass; steal by T. Mozgov)
9:43.0,,,37-58,,Personal foul by A. Roberson (drawn by A. Afflalo)
9:33.0,T. Mozgov misses 2-pt shot from 3 ft (block by A. Roberson),,37-58,,
9:31.0,,,37-58,,Defensive rebound by A. Roberson
9:28.0,,,37-60,2,S. Ibaka makes 2-pt shot at rim (assist by S. Telfair)
9:16.0,Turnover by T. Lawson (bad pass),,37-60,,
8:55.0,,,37-62,2,S. Ibaka makes 2-pt shot at rim
8:37.0,Shooting foul by S. Adams (drawn by T. Mozgov),,37-62,,
8:37.0,T. Mozgov makes free throw 1 of 2,1,38-62,,
8:37.0,T. Mozgov makes free throw 2 of 2,1,39-62,,
8:19.0,,,39-64,2,P. Jones makes 2-pt shot from 1 ft (assist by S. Ibaka)
8:00.0,T. Lawson makes 2-pt shot from 17 ft (assist by A. Afflalo),2,41-64,,
7:33.0,,,41-64,,Turnover by P. Jones (traveling)
7:18.0,Shooting foul by P. Jones (drawn by T. Lawson),,41-64,,
7:18.0,T. Lawson misses free throw 1 of 3,,41-64,,
7:18.0,Offensive rebound by Team,,41-64,,
7:18.0,T. Lawson misses free throw 2 of 3,,41-64,,
7:18.0,Offensive rebound by Team,,41-64,,
7:18.0,T. Lawson makes free throw 3 of 3,1,42-64,,
7:02.0,,,42-64,,Turnover by S. Adams (traveling)
6:51.0,Turnover by T. Lawson (bad pass; steal by S. Telfair),,42-64,,
6:44.0,,,42-64,,P. Jones misses 3-pt shot from 24 ft
6:43.0,Defensive rebound by K. Faried,,42-64,,
6:35.0,Offensive foul by T. Mozgov,,42-64,,
6:35.0,Turnover by T. Mozgov (offensive foul),,42-64,,
6:21.0,,,42-64,,Turnover by P. Jones (lost ball)
6:05.0,T. Mozgov makes 2-pt shot at rim (assist by A. Afflalo),2,44-64,,
6:05.0,,,44-64,,Oklahoma City full timeout
5:49.0,,,44-66,2,S. Adams makes 2-pt shot from 1 ft (assist by S. Telfair)
5:30.0,K. Faried misses 2-pt shot from 8 ft (block by A. Roberson),,44-66,,
5:26.0,,,44-66,,Defensive rebound by S. Ibaka
5:06.0,,,44-66,,S. Ibaka misses 2-pt shot from 19 ft
5:06.0,Defensive rebound by Team,,44-66,,
5:06.0,R. Foye enters the game for D. Gallinari,,44-66,,
5:06.0,W. Chandler enters the game for K. Faried,,44-66,,
4:51.0,T. Lawson makes 2-pt shot from 11 ft,2,46-66,,
4:51.0,Shooting foul by S. Telfair (drawn by T. Lawson),,46-66,,
4:51.0,T. Lawson makes free throw 1 of 1,1,47-66,,
4:31.0,,,47-66,,S. Telfair misses 3-pt shot from 24 ft
4:31.0,Defensive rebound by A. Afflalo,,47-66,,
4:24.0,Turnover by A. Afflalo (bad pass; steal by S. Adams),,47-66,,
4:17.0,,,47-68,2,P. Jones makes 2-pt shot from 2 ft (assist by S. Telfair)
4:03.0,Turnover by R. Foye (lost ball; steal by S. Telfair),,47-68,,
4:02.0,Personal foul by W. Chandler (drawn by S. Telfair),,47-68,,
4:02.0,N. Robinson enters the game for T. Lawson,,47-68,,
3:56.0,,,47-68,,Offensive foul by S. Adams
3:56.0,,,47-68,,Turnover by S. Adams (offensive foul)
3:36.0,W. Chandler misses 2-pt shot from 4 ft,,47-68,,
3:35.0,Offensive rebound by W. Chandler,,47-68,,
3:32.0,W. Chandler makes 2-pt shot from 3 ft,2,49-68,,
3:19.0,Personal foul by W. Chandler (drawn by S. Telfair),,49-68,,
3:19.0,J. McGee enters the game for T. Mozgov,,49-68,,
3:19.0,,,49-68,,L. Thomas enters the game for P. Jones
3:19.0,,,49-68,,N. Collison enters the game for S. Ibaka
3:08.0,,,49-68,,S. Telfair misses 2-pt shot from 9 ft
3:07.0,Defensive rebound by W. Chandler,,49-68,,
2:59.0,A. Afflalo misses 3-pt shot from 22 ft,,49-68,,
2:58.0,,,49-68,,Defensive rebound by L. Thomas
2:43.0,,,49-70,2,L. Thomas makes 2-pt shot from 3 ft (assist by N. Collison)
2:43.0,,,49-70,,Shooting foul by R. Foye (drawn by L. Thomas)
2:43.0,Denver full timeout,,49-70,,
2:43.0,,,49-71,1,L. Thomas makes free throw 1 of 1
2:26.0,R. Foye makes 3-pt shot from 24 ft (assist by W. Chandler),3,52-71,,
2:05.0,,,52-71,,L. Thomas misses 2-pt shot from 1 ft (block by J. McGee)
2:05.0,,,52-71,,Offensive rebound by Team
1:59.0,,,52-71,,N. Collison misses 2-pt shot from 20 ft
1:59.0,,,52-71,,Offensive rebound by Team
1:59.0,,,52-71,,Turnover by Team (shot clock)
1:34.0,W. Chandler misses 3-pt shot from 24 ft,,52-71,,
1:32.0,Offensive rebound by J. McGee,,52-71,,
1:24.0,A. Afflalo makes 3-pt shot from 24 ft (assist by W. Chandler),3,55-71,,
1:05.0,,,55-73,2,S. Adams makes 2-pt shot from 1 ft (assist by N. Collison)
0:54.0,J. McGee misses 2-pt shot from 13 ft,,55-73,,
0:52.0,Offensive rebound by W. Chandler,,55-73,,
0:52.0,,,55-73,,Personal foul by A. Roberson (drawn by W. Chandler)
0:52.0,W. Chandler misses free throw 1 of 2,,55-73,,
0:52.0,Offensive rebound by Team,,55-73,,
0:52.0,A. Gee enters the game for A. Afflalo,,55-73,,
0:52.0,,,55-73,,P. Jones enters the game for A. Roberson
0:52.0,W. Chandler makes free throw 2 of 2,1,56-73,,
0:28.0,,,56-73,,L. Thomas misses 2-pt shot from 4 ft
0:27.0,,,56-73,,Offensive rebound by S. Adams
0:26.0,,,56-75,2,S. Adams makes 2-pt shot from 3 ft
0:19.0,R. Foye misses 3-pt shot from 24 ft,,56-75,,
0:17.0,,,56-75,,Defensive rebound by N. Collison
0:01.0,,,56-75,,Shooting foul by W. Chandler (drawn by S. Telfair)
0:01.0,,,56-75,,S. Telfair misses free throw 1 of 2
0:01.0,,,56-75,,Offensive rebound by Team
0:01.0,,,56-76,1,S. Telfair makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,56-76,,P. Jones misses 2-pt shot from 19 ft
11:42.0,Defensive rebound by D. Arthur,,56-76,,
11:31.0,A. Gee makes 3-pt shot from 22 ft (assist by N. Robinson),3,59-76,,
11:13.0,,,59-76,,S. Telfair misses 3-pt shot from 25 ft
11:11.0,Defensive rebound by D. Arthur,,59-76,,
11:01.0,D. Arthur makes 2-pt shot from 19 ft (assist by R. Foye),2,61-76,,
10:35.0,,,61-76,,P. Jones misses 3-pt shot from 23 ft
10:34.0,Defensive rebound by A. Gee,,61-76,,
10:26.0,Offensive charge foul by R. Foye,,61-76,,
10:26.0,Turnover by R. Foye (offensive foul),,61-76,,
10:16.0,,,61-76,,S. Telfair misses 2-pt shot from 2 ft (block by J. McGee)
10:15.0,Defensive rebound by A. Gee,,61-76,,
10:09.0,N. Robinson makes 3-pt shot from 24 ft (assist by A. Gee),3,64-76,,
10:06.0,,,64-76,,Oklahoma City full timeout
9:49.0,,,64-78,2,K. Perkins makes 2-pt shot from 1 ft (assist by N. Collison)
9:33.0,D. Arthur misses 3-pt shot from 24 ft,,64-78,,
9:29.0,Offensive rebound by J. McGee,,64-78,,
9:29.0,J. McGee misses 2-pt shot at rim,,64-78,,
9:28.0,,,64-78,,Defensive rebound by P. Jones
9:18.0,,,64-80,2,K. Perkins makes 2-pt shot from 3 ft (assist by S. Telfair)
8:59.0,Offensive foul by J. McGee,,64-80,,
8:59.0,Turnover by J. McGee (offensive foul),,64-80,,
8:39.0,,,64-82,2,L. Thomas makes 2-pt shot from 19 ft
8:25.0,,,64-82,,Personal foul by S. Telfair (drawn by N. Robinson)
8:25.0,Technical foul by N. Robinson,,64-82,,
8:25.0,,,64-82,,P. Jones misses technical free throw
8:25.0,Offensive rebound by Team,,64-82,,
8:25.0,T. Lawson enters the game for N. Robinson,,64-82,,
8:25.0,A. Afflalo enters the game for D. Arthur,,64-82,,
8:10.0,Shooting foul by S. Telfair (drawn by T. Lawson),,64-82,,
8:10.0,T. Lawson makes free throw 1 of 3,1,65-82,,
8:10.0,T. Lawson misses free throw 2 of 3,,65-82,,
8:10.0,Offensive rebound by Team,,65-82,,
8:10.0,,,65-82,,S. Ibaka enters the game for N. Collison
8:10.0,,,65-82,,A. Roberson enters the game for S. Telfair
8:10.0,T. Lawson makes free throw 3 of 3,1,66-82,,
8:01.0,,,66-82,,Turnover by L. Thomas (traveling)
7:56.0,Shooting foul by L. Thomas (drawn by T. Lawson),,66-82,,
7:56.0,T. Lawson makes free throw 1 of 2,1,67-82,,
7:56.0,T. Lawson makes free throw 2 of 2,1,68-82,,
7:37.0,,,68-84,2,S. Ibaka makes 2-pt shot from 13 ft
7:23.0,T. Lawson makes 3-pt shot from 24 ft,3,71-84,,
7:08.0,,,71-84,,Turnover by A. Roberson (lost ball; steal by T. Lawson)
7:01.0,T. Lawson misses 3-pt shot from 25 ft,,71-84,,
7:00.0,,,71-84,,Defensive rebound by L. Thomas
6:44.0,,,71-86,2,S. Ibaka makes 2-pt shot from 16 ft
6:26.0,A. Afflalo makes 3-pt shot from 24 ft (assist by T. Lawson),3,74-86,,
6:02.0,,,74-86,,S. Ibaka misses 2-pt shot from 4 ft
6:00.0,,,74-86,,Offensive rebound by L. Thomas
6:00.0,,,74-86,,L. Thomas misses 2-pt shot from 3 ft
6:00.0,,,74-86,,Offensive rebound by K. Perkins
6:00.0,,,74-86,,Shooting foul by A. Afflalo (drawn by K. Perkins)
6:00.0,,,74-87,1,K. Perkins makes free throw 1 of 2
6:00.0,,,74-87,,S. Telfair enters the game for A. Roberson
6:00.0,,,74-88,1,K. Perkins makes free throw 2 of 2
5:47.0,J. McGee makes 2-pt shot at rim (assist by R. Foye),2,76-88,,
5:27.0,,,76-88,,Turnover by P. Jones (traveling)
5:27.0,Official timeout,,76-88,,
5:13.0,J. McGee makes 2-pt shot from 14 ft (assist by R. Foye),2,78-88,,
4:51.0,,,78-88,,S. Telfair misses 3-pt shot from 22 ft
4:49.0,Defensive rebound by A. Gee,,78-88,,
4:44.0,T. Lawson makes 2-pt shot at rim (assist by A. Afflalo),2,80-88,,
4:17.0,,,80-88,,S. Ibaka misses 3-pt shot from 24 ft
4:16.0,Defensive rebound by A. Afflalo,,80-88,,
4:09.0,R. Foye misses 3-pt shot from 24 ft,,80-88,,
4:07.0,,,80-88,,Defensive rebound by P. Jones
3:52.0,,,80-88,,S. Adams enters the game for K. Perkins
3:52.0,,,80-88,,A. Roberson enters the game for L. Thomas
3:52.0,Jump ball: S. Ibaka vs. T. Lawson (S. Telfair gains possession),,,,Jump ball: S. Ibaka vs. T. Lawson (S. Telfair gains possession)
3:46.0,,,80-88,,S. Telfair misses 2-pt shot from 17 ft
3:45.0,Defensive rebound by T. Lawson,,80-88,,
3:42.0,Shooting foul by A. Roberson (drawn by T. Lawson),,80-88,,
3:42.0,T. Lawson makes 2-pt shot from 1 ft,2,82-88,,
