time,Minnesota,pts.away,score,pts.home,Utah
8:19.0,A. Wiggins makes 2-pt shot from 18 ft,2,7-2,,
8:03.0,,,7-4,2,J. Ingles makes 2-pt shot at rim
7:48.0,Turnover by Z. LaVine (bad pass; steal by T. Burke),,7-4,,
7:43.0,,,7-7,3,R. Hood makes 3-pt shot from 22 ft (assist by T. Burke)
7:24.0,L. Brown makes 2-pt shot from 6 ft,2,9-7,,
7:07.0,,,9-7,,T. Burke misses 2-pt shot from 2 ft (block by G. Dieng)
7:03.0,Defensive rebound by A. Payne,,9-7,,
7:02.0,Turnover by L. Brown (lost ball),,9-7,,
6:44.0,,,9-9,2,D. Favors makes 2-pt shot from 1 ft (assist by R. Hood)
6:30.0,Turnover by A. Payne (traveling),,9-9,,
6:20.0,,,9-11,2,R. Gobert makes 2-pt shot from 1 ft (assist by D. Favors)
6:20.0,,,9-11,,Shooting foul by A. Payne (drawn by R. Gobert)
6:20.0,Minnesota full timeout,,9-11,,
6:20.0,,,9-11,,R. Gobert misses free throw 1 of 1
6:19.0,Defensive rebound by A. Wiggins,,9-11,,
5:58.0,Z. LaVine misses 2-pt shot from 19 ft,,9-11,,
5:57.0,,,9-11,,Defensive rebound by D. Favors
5:35.0,,,9-14,3,J. Ingles makes 3-pt shot from 23 ft (assist by T. Burke)
5:14.0,Turnover by A. Payne (bad pass; steal by J. Ingles),,9-14,,
5:13.0,,,9-14,,Turnover by J. Ingles (bad pass)
5:07.0,A. Wiggins misses 2-pt shot at rim,,9-14,,
5:05.0,Offensive rebound by A. Payne,,9-14,,
5:05.0,A. Payne misses 2-pt shot from 1 ft,,9-14,,
5:03.0,Offensive rebound by A. Payne,,9-14,,
5:03.0,A. Payne makes 2-pt shot from 1 ft,2,11-14,,
4:46.0,,,11-17,3,J. Ingles makes 3-pt shot from 22 ft (assist by R. Gobert)
4:26.0,C. Budinger enters the game for A. Payne,,11-17,,
4:26.0,,,11-17,,T. Booker enters the game for D. Favors
4:26.0,,,11-17,,E. Millsap enters the game for R. Hood
4:21.0,G. Dieng makes 2-pt shot from 22 ft (assist by Z. LaVine),2,13-17,,
3:56.0,,,13-17,,T. Burke misses 3-pt shot from 26 ft
3:55.0,,,13-17,,Offensive rebound by R. Gobert
3:38.0,,,13-17,,E. Millsap misses 3-pt shot from 24 ft
3:36.0,,,13-17,,Offensive rebound by Team
3:36.0,S. Kilpatrick enters the game for L. Brown,,13-17,,
3:36.0,,,13-17,,Utah full timeout
3:13.0,,,13-17,,T. Burke misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by Team,,13-17,,
2:59.0,C. Budinger misses 3-pt shot from 24 ft,,13-17,,
2:58.0,,,13-17,,Defensive rebound by T. Burke
2:36.0,,,13-17,,Turnover by T. Booker (lost ball)
2:22.0,G. Dieng misses 2-pt shot from 3 ft (block by R. Gobert),,13-17,,
2:22.0,Offensive rebound by Team,,13-17,,
2:22.0,,,13-17,,B. Cotton enters the game for T. Burke
2:17.0,A. Wiggins misses 2-pt shot from 14 ft,,13-17,,
2:17.0,,,13-17,,Defensive rebound by E. Millsap
2:10.0,,,13-17,,T. Booker misses 2-pt shot from 2 ft
2:09.0,,,13-17,,Offensive rebound by R. Gobert
2:09.0,,,13-19,2,R. Gobert makes 2-pt shot at rim
1:53.0,G. Dieng makes 2-pt shot from 14 ft (assist by Z. LaVine),2,15-19,,
1:41.0,,,15-19,,R. Hood enters the game for J. Ingles
1:33.0,,,15-19,,R. Hood misses 2-pt shot from 15 ft
1:31.0,,,15-19,,Offensive rebound by R. Gobert
1:26.0,,,15-19,,Shooting foul by C. Budinger (drawn by T. Booker)
1:26.0,,,15-19,,T. Booker misses free throw 1 of 2
1:26.0,,,15-19,,Offensive rebound by Team
1:26.0,,,15-19,,D. Favors enters the game for R. Gobert
1:26.0,,,15-20,1,T. Booker makes free throw 2 of 2
1:15.0,Z. LaVine makes 2-pt shot from 2 ft,2,17-20,,
0:56.0,,,17-22,2,E. Millsap makes 2-pt shot from 6 ft
0:46.0,,,17-22,,Def 3 sec tech foul by T. Booker
0:46.0,C. Budinger makes technical free throw,1,18-22,,
0:33.0,A. Wiggins makes 2-pt shot from 2 ft,2,20-22,,
0:15.0,,,20-22,,B. Cotton misses 3-pt shot from 24 ft
0:14.0,Defensive rebound by Team,,20-22,,
0:01.0,Z. LaVine misses 2-pt shot from 21 ft,,20-22,,
0:00.0,,,20-22,,Defensive rebound by B. Cotton
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,20-24,2,D. Favors makes 2-pt shot at rim (assist by R. Hood)
11:24.0,C. Budinger misses 2-pt shot from 6 ft,,20-24,,
11:23.0,,,20-24,,Defensive rebound by T. Booker
11:16.0,,,20-24,,E. Millsap misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by S. Kilpatrick,,20-24,,
11:05.0,S. Kilpatrick misses 3-pt shot from 24 ft,,20-24,,
11:04.0,,,20-24,,Defensive rebound by T. Booker
10:55.0,,,20-24,,Shooting foul by C. Budinger (drawn by E. Millsap)
10:55.0,,,20-25,1,E. Millsap makes free throw 1 of 2
10:55.0,L. Brown enters the game for Z. LaVine,,20-25,,
10:55.0,,,20-25,,E. Millsap misses free throw 2 of 2
10:54.0,Defensive rebound by A. Payne,,20-25,,
10:40.0,Turnover by A. Wiggins (lost ball; steal by R. Hood),,20-25,,
10:31.0,,,20-27,2,R. Hood makes 2-pt shot from 7 ft
10:13.0,C. Budinger makes 3-pt shot from 24 ft (assist by S. Kilpatrick),3,23-27,,
9:49.0,,,23-27,,Shooting foul by A. Payne (drawn by D. Favors)
9:49.0,,,23-27,,D. Favors misses free throw 1 of 2
9:49.0,,,23-27,,Offensive rebound by Team
9:49.0,,,23-27,,D. Exum enters the game for E. Millsap
9:49.0,,,23-27,,J. Evans enters the game for T. Booker
9:49.0,G. Dieng enters the game for A. Payne,,23-27,,
9:49.0,,,23-28,1,D. Favors makes free throw 2 of 2
9:32.0,Turnover by S. Kilpatrick (lost ball),,23-28,,
9:13.0,,,23-28,,Turnover by B. Cotton (bad pass; steal by C. Budinger)
9:07.0,S. Kilpatrick misses 2-pt shot from 2 ft,,23-28,,
9:07.0,Offensive rebound by S. Kilpatrick,,23-28,,
9:04.0,S. Kilpatrick misses 2-pt shot from 2 ft (block by D. Favors),,23-28,,
9:01.0,,,23-28,,Defensive rebound by D. Favors
8:54.0,,,23-28,,R. Hood misses 2-pt shot from 7 ft
8:53.0,,,23-28,,Offensive rebound by J. Evans
8:48.0,,,23-28,,B. Cotton misses 2-pt shot from 2 ft
8:47.0,Defensive rebound by G. Dieng,,23-28,,
8:41.0,Turnover by A. Wiggins (lost ball; steal by R. Hood),,23-28,,
8:36.0,,,23-28,,Turnover by R. Hood (bad pass; steal by G. Dieng)
8:29.0,A. Wiggins makes 2-pt shot at rim (assist by C. Budinger),2,25-28,,
8:05.0,,,25-30,2,D. Favors makes 2-pt shot from 17 ft (assist by D. Exum)
7:54.0,Minnesota full timeout,,25-30,,
7:54.0,Z. LaVine enters the game for A. Wiggins,,25-30,,
7:54.0,,,25-30,,R. Gobert enters the game for D. Favors
7:54.0,,,25-30,,J. Ingles enters the game for R. Hood
7:54.0,,,25-30,,T. Burke enters the game for B. Cotton
7:44.0,Turnover by L. Brown (bad pass),,25-30,,
7:34.0,,,25-30,,Turnover by J. Ingles (bad pass; steal by S. Kilpatrick)
7:31.0,L. Brown makes 2-pt shot from 2 ft (assist by S. Kilpatrick),2,27-30,,
7:31.0,Shooting foul by T. Burke (drawn by L. Brown),,27-30,,
7:31.0,,,27-30,,T. Booker enters the game for J. Evans
7:31.0,L. Brown makes free throw 1 of 1,1,28-30,,
7:17.0,,,28-30,,T. Booker misses 2-pt shot from 7 ft
7:16.0,,,28-30,,Offensive rebound by R. Gobert
7:10.0,,,28-33,3,T. Burke makes 3-pt shot from 24 ft
6:50.0,Turnover by Z. LaVine (lost ball; steal by T. Burke),,28-33,,
6:45.0,,,28-33,,Turnover by J. Ingles (bad pass)
6:28.0,C. Budinger makes 3-pt shot from 24 ft (assist by Z. LaVine),3,31-33,,
6:15.0,,,31-33,,Turnover by T. Burke (bad pass; steal by G. Dieng)
5:59.0,G. Dieng makes 2-pt shot from 2 ft (assist by C. Budinger),2,33-33,,
5:53.0,,,33-33,,Utah full timeout
5:34.0,,,33-33,,J. Ingles misses 3-pt shot from 23 ft
5:32.0,Defensive rebound by S. Kilpatrick,,33-33,,
5:16.0,C. Budinger misses 2-pt shot from 3 ft,,33-33,,
5:16.0,,,33-33,,Defensive rebound by T. Booker
5:10.0,,,33-33,,T. Booker misses 2-pt shot from 1 ft
5:09.0,,,33-33,,Offensive rebound by R. Gobert
5:09.0,,,33-35,2,R. Gobert makes 2-pt shot from 1 ft
5:09.0,,,33-35,,Shooting foul by Z. LaVine (drawn by R. Gobert)
5:09.0,A. Wiggins enters the game for S. Kilpatrick,,33-35,,
5:09.0,,,33-35,,R. Gobert misses free throw 1 of 1
5:08.0,Defensive rebound by Z. LaVine,,33-35,,
4:58.0,Shooting foul by D. Exum (drawn by Z. LaVine),,33-35,,
4:58.0,Z. LaVine misses free throw 1 of 2,,33-35,,
4:58.0,Offensive rebound by Team,,33-35,,
4:58.0,,,33-35,,E. Millsap enters the game for D. Exum
4:58.0,Z. LaVine makes free throw 2 of 2,1,34-35,,
4:45.0,,,34-35,,J. Ingles misses 2-pt shot from 20 ft
4:43.0,Defensive rebound by L. Brown,,34-35,,
4:38.0,C. Budinger misses 3-pt shot from 23 ft (block by T. Booker),,34-35,,
4:36.0,Offensive rebound by G. Dieng,,34-35,,
4:33.0,G. Dieng misses 2-pt shot from 3 ft (block by E. Millsap),,34-35,,
4:31.0,,,34-35,,Defensive rebound by J. Ingles
4:24.0,,,34-38,3,J. Ingles makes 3-pt shot from 24 ft (assist by E. Millsap)
4:01.0,Z. LaVine misses 2-pt shot from 2 ft (block by R. Gobert),,34-38,,
3:59.0,,,34-38,,Defensive rebound by R. Gobert
3:54.0,,,34-38,,Turnover by R. Gobert (bad pass; steal by L. Brown)
3:51.0,Turnover by L. Brown (bad pass),,34-38,,
3:51.0,,,34-38,,D. Favors enters the game for T. Booker
3:33.0,Personal foul by Z. LaVine (drawn by E. Millsap),,34-38,,
3:33.0,A. Payne enters the game for G. Dieng,,34-38,,
3:21.0,,,34-40,2,J. Ingles makes 2-pt shot from 1 ft
3:07.0,A. Wiggins makes 2-pt shot from 3 ft,2,36-40,,
3:07.0,Shooting foul by E. Millsap (drawn by A. Wiggins),,36-40,,
3:07.0,A. Wiggins makes free throw 1 of 1,1,37-40,,
2:54.0,,,37-42,2,R. Gobert makes 2-pt shot at rim (assist by D. Favors)
2:28.0,C. Budinger misses 2-pt shot from 3 ft,,37-42,,
2:27.0,Offensive rebound by A. Payne,,37-42,,
2:25.0,A. Payne misses 2-pt shot from 1 ft,,37-42,,
2:23.0,Offensive rebound by A. Wiggins,,37-42,,
2:23.0,Shooting foul by R. Gobert (drawn by A. Wiggins),,37-42,,
2:23.0,Official timeout,,37-42,,
2:23.0,G. Dieng enters the game for A. Payne,,37-42,,
2:23.0,,,37-42,,R. Hood enters the game for E. Millsap
2:23.0,A. Wiggins misses free throw 1 of 2,,37-42,,
2:23.0,Offensive rebound by Team,,37-42,,
2:23.0,A. Wiggins makes free throw 2 of 2,1,38-42,,
2:02.0,,,38-42,,T. Burke misses 2-pt shot from 18 ft
2:01.0,Defensive rebound by A. Wiggins,,38-42,,
1:43.0,A. Wiggins makes 2-pt shot from 20 ft,2,40-42,,
1:18.0,,,40-42,,R. Hood misses 2-pt shot from 9 ft
1:17.0,Defensive rebound by L. Brown,,40-42,,
1:11.0,Turnover by C. Budinger (bad pass; steal by T. Burke),,40-42,,
0:54.0,,,40-45,3,J. Ingles makes 3-pt shot from 23 ft (assist by T. Burke)
0:46.0,Minnesota full timeout,,40-45,,
0:38.0,A. Wiggins makes 2-pt shot from 1 ft,2,42-45,,
0:18.0,,,42-48,3,R. Hood makes 3-pt shot from 22 ft (assist by T. Burke)
0:01.0,A. Wiggins misses 2-pt shot from 3 ft,,42-48,,
0:01.0,Offensive rebound by C. Budinger,,42-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,42-48,,R. Hood misses 2-pt shot from 22 ft
11:33.0,,,42-48,,Offensive rebound by D. Exum
11:20.0,,,42-50,2,R. Gobert makes 2-pt shot at rim (assist by D. Exum)
11:05.0,Z. LaVine makes 2-pt shot from 2 ft,2,44-50,,
10:38.0,,,44-50,,D. Exum misses 3-pt shot from 24 ft
10:37.0,Defensive rebound by L. Brown,,44-50,,
10:23.0,A. Payne makes 2-pt shot from 19 ft,2,46-50,,
10:00.0,,,46-50,,R. Hood misses 2-pt shot from 14 ft
9:59.0,,,46-50,,Offensive rebound by D. Favors
9:57.0,,,46-50,,D. Favors misses 2-pt shot from 2 ft
9:54.0,,,46-50,,Offensive rebound by R. Gobert
9:54.0,,,46-50,,R. Gobert misses 2-pt shot at rim (block by G. Dieng)
9:51.0,,,46-50,,Offensive rebound by D. Favors
9:42.0,,,46-52,2,D. Favors makes 2-pt shot from 16 ft (assist by R. Hood)
9:26.0,Shooting foul by R. Gobert (drawn by Z. LaVine),,46-52,,
9:26.0,Z. LaVine makes free throw 1 of 2,1,47-52,,
9:26.0,,,47-52,,T. Burke enters the game for D. Exum
9:26.0,Z. LaVine makes free throw 2 of 2,1,48-52,,
9:04.0,,,48-55,3,T. Burke makes 3-pt shot from 23 ft (assist by R. Hood)
8:36.0,Z. LaVine makes 3-pt shot from 25 ft (assist by L. Brown),3,51-55,,
8:09.0,,,51-55,,D. Favors misses 2-pt shot from 2 ft (block by G. Dieng)
8:06.0,Defensive rebound by A. Wiggins,,51-55,,
8:01.0,Z. LaVine misses 3-pt shot from 23 ft,,51-55,,
8:00.0,,,51-55,,Defensive rebound by D. Favors
7:42.0,,,51-55,,T. Burke misses 3-pt shot from 25 ft
7:40.0,,,51-55,,Offensive rebound by J. Ingles
7:34.0,,,51-57,2,J. Ingles makes 2-pt shot from 1 ft (assist by T. Burke)
7:18.0,,,51-57,,Personal foul by R. Hood (drawn by A. Wiggins)
7:18.0,,,51-57,,D. Exum enters the game for R. Hood
7:05.0,L. Brown makes 2-pt shot from 1 ft,2,53-57,,
6:40.0,,,53-57,,Turnover by J. Ingles (offensive foul)
6:40.0,,,53-57,,Offensive foul by J. Ingles
6:29.0,Z. LaVine misses 2-pt shot from 3 ft (block by R. Gobert),,53-57,,
6:29.0,Offensive rebound by Team,,53-57,,
6:25.0,A. Wiggins misses 2-pt shot from 11 ft,,53-57,,
6:24.0,,,53-57,,Defensive rebound by D. Favors
6:06.0,,,53-57,,T. Burke misses 3-pt shot from 25 ft
6:04.0,Defensive rebound by A. Payne,,53-57,,
5:46.0,A. Payne makes 2-pt shot from 17 ft,2,55-57,,
5:40.0,,,55-57,,Utah full timeout
5:40.0,C. Budinger enters the game for A. Payne,,55-57,,
5:34.0,,,55-57,,Turnover by T. Burke (lost ball; steal by L. Brown)
5:18.0,Shooting foul by D. Favors (drawn by G. Dieng),,55-57,,
5:18.0,G. Dieng makes free throw 1 of 2,1,56-57,,
5:18.0,G. Dieng makes free throw 2 of 2,1,57-57,,
4:55.0,,,57-57,,J. Ingles misses 3-pt shot from 22 ft
4:54.0,,,57-57,,Offensive rebound by D. Favors
4:42.0,Personal foul by A. Wiggins (drawn by R. Gobert),,57-57,,
4:42.0,,,57-57,,E. Millsap enters the game for J. Ingles
4:42.0,,,57-57,,T. Booker enters the game for D. Favors
4:31.0,,,57-57,,E. Millsap misses 2-pt shot from 1 ft
4:30.0,,,57-57,,Offensive rebound by E. Millsap
4:30.0,,,57-59,2,E. Millsap makes 2-pt shot from 1 ft
4:04.0,Turnover by Team (shot clock),,57-59,,
3:46.0,,,57-59,,T. Burke misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by A. Wiggins,,57-59,,
3:31.0,,,57-59,,Personal foul by T. Booker (drawn by G. Dieng)
3:18.0,Turnover by A. Wiggins (lost ball; steal by E. Millsap),,57-59,,
2:57.0,,,57-59,,Turnover by E. Millsap (lost ball; steal by A. Wiggins)
2:46.0,Z. LaVine makes 3-pt shot from 22 ft (assist by L. Brown),3,60-59,,
2:14.0,,,60-61,2,E. Millsap makes 2-pt shot from 11 ft
1:56.0,A. Wiggins misses 2-pt shot from 2 ft,,60-61,,
1:54.0,,,60-61,,Defensive rebound by E. Millsap
1:47.0,,,60-61,,D. Exum misses 3-pt shot from 22 ft
1:46.0,,,60-61,,Offensive rebound by E. Millsap
1:27.0,,,60-63,2,T. Booker makes 2-pt shot from 4 ft
1:27.0,Minnesota full timeout,,60-63,,
1:27.0,,,60-63,,D. Favors enters the game for R. Gobert
1:27.0,S. Kilpatrick enters the game for A. Wiggins,,60-63,,
1:09.0,Z. LaVine misses 2-pt shot from 5 ft (block by T. Booker),,60-63,,
1:07.0,,,60-63,,Defensive rebound by T. Booker
0:46.0,,,60-63,,Turnover by Team (shot clock)
0:34.0,Z. LaVine misses 2-pt shot from 18 ft,,60-63,,
0:31.0,Offensive rebound by L. Brown,,60-63,,
0:10.0,Turnover by Z. LaVine (lost ball),,60-63,,
0:06.0,Personal foul by L. Brown (drawn by T. Burke),,60-63,,
0:02.0,,,60-63,,Turnover by T. Burke (bad pass)
0:00.0,Turnover by Z. LaVine (lost ball; steal by T. Burke),,60-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,60-63,,Personal foul by E. Millsap (drawn by G. Dieng)
11:50.0,A. Payne enters the game for G. Dieng,,60-63,,
11:43.0,C. Budinger misses 2-pt shot from 3 ft,,60-63,,
11:42.0,,,60-63,,Defensive rebound by T. Booker
11:34.0,,,60-66,3,B. Cotton makes 3-pt shot from 24 ft (assist by D. Favors)
11:16.0,S. Kilpatrick makes 2-pt shot from 21 ft (assist by L. Brown),2,62-66,,
10:52.0,,,62-68,2,E. Millsap makes 2-pt shot from 2 ft
10:37.0,A. Wiggins makes 2-pt shot from 6 ft,2,64-68,,
10:16.0,,,64-68,,Turnover by J. Ingles (bad pass; steal by C. Budinger)
10:11.0,L. Brown makes 2-pt shot from 1 ft,2,66-68,,
9:55.0,,,66-70,2,D. Favors makes 2-pt shot at rim
9:34.0,A. Wiggins makes 2-pt shot from 3 ft,2,68-70,,
9:21.0,,,68-72,2,T. Booker makes 2-pt shot from 2 ft (assist by B. Cotton)
9:06.0,L. Brown misses 2-pt shot from 2 ft,,68-72,,
9:05.0,Offensive rebound by A. Payne,,68-72,,
9:05.0,A. Payne makes 2-pt shot at rim,2,70-72,,
8:50.0,,,70-72,,B. Cotton misses 2-pt shot from 22 ft
8:49.0,Defensive rebound by L. Brown,,70-72,,
8:41.0,S. Kilpatrick makes 3-pt shot from 23 ft (assist by L. Brown),3,73-72,,
8:39.0,,,73-72,,Utah full timeout
8:22.0,,,73-74,2,D. Favors makes 2-pt shot from 1 ft (assist by T. Booker)
8:22.0,,,73-74,,Shooting foul by S. Kilpatrick (drawn by D. Favors)
8:22.0,,,73-74,,D. Favors misses free throw 1 of 1
8:21.0,Defensive rebound by L. Brown,,73-74,,
8:06.0,S. Kilpatrick makes 3-pt shot from 24 ft (assist by C. Budinger),3,76-74,,
7:50.0,,,76-74,,Shooting foul by S. Kilpatrick (drawn by T. Booker)
7:50.0,,,76-74,,T. Booker misses free throw 1 of 2
7:50.0,,,76-74,,Offensive rebound by Team
7:50.0,,,76-74,,R. Gobert enters the game for D. Favors
7:50.0,,,76-74,,D. Exum enters the game for E. Millsap
7:50.0,Z. LaVine enters the game for L. Brown,,76-74,,
7:50.0,,,76-74,,T. Booker misses free throw 2 of 2
7:48.0,Defensive rebound by A. Payne,,76-74,,
7:28.0,S. Kilpatrick makes 3-pt shot from 24 ft (assist by Z. LaVine),3,79-74,,
7:06.0,,,79-74,,E. Millsap enters the game for T. Booker
7:06.0,,,79-74,,T. Burke enters the game for B. Cotton
7:06.0,,,79-74,,D. Favors enters the game for J. Ingles
7:03.0,,,79-76,2,D. Favors makes 2-pt shot from 15 ft (assist by D. Exum)
6:50.0,Turnover by Z. LaVine (bad pass; steal by D. Exum),,79-76,,
6:47.0,,,79-78,2,D. Exum makes 2-pt shot at rim (assist by T. Burke)
6:47.0,Minnesota full timeout,,79-78,,
6:47.0,G. Dieng enters the game for A. Payne,,79-78,,
6:26.0,Z. LaVine misses 2-pt shot from 5 ft,,79-78,,
6:25.0,,,79-78,,Defensive rebound by R. Gobert
6:11.0,,,79-80,2,D. Exum makes 2-pt shot from 19 ft (assist by D. Favors)
5:43.0,Z. LaVine misses 2-pt shot from 2 ft (block by R. Gobert),,79-80,,
5:43.0,Offensive rebound by Team,,79-80,,
5:43.0,Turnover by Team (shot clock),,79-80,,
5:43.0,L. Brown enters the game for S. Kilpatrick,,79-80,,
5:33.0,,,79-80,,T. Burke misses 2-pt shot from 1 ft
5:31.0,,,79-80,,Offensive rebound by R. Gobert
5:31.0,,,79-80,,R. Gobert misses 2-pt shot from 1 ft
5:29.0,Defensive rebound by L. Brown,,79-80,,
5:20.0,Shooting foul by D. Favors (drawn by C. Budinger),,79-80,,
5:20.0,C. Budinger makes free throw 1 of 2,1,80-80,,
5:20.0,C. Budinger makes free throw 2 of 2,1,81-80,,
5:07.0,,,81-80,,E. Millsap misses 2-pt shot from 8 ft (block by A. Wiggins)
5:07.0,,,81-80,,Offensive rebound by Team
5:01.0,,,81-80,,Shooting foul by A. Wiggins (drawn by E. Millsap)
5:01.0,,,81-81,1,E. Millsap makes free throw 1 of 2
5:01.0,,,81-82,1,E. Millsap makes free throw 2 of 2
4:46.0,C. Budinger misses 3-pt shot from 23 ft,,81-82,,
4:46.0,,,81-82,,Defensive rebound by D. Favors
4:22.0,,,81-84,2,T. Burke makes 2-pt shot from 13 ft
3:59.0,A. Wiggins makes 2-pt shot from 18 ft,2,83-84,,
3:41.0,,,83-84,,T. Burke misses 2-pt shot from 2 ft
3:40.0,,,83-84,,Offensive rebound by R. Gobert
3:40.0,,,83-84,,R. Gobert misses 2-pt shot from 1 ft
3:36.0,Defensive rebound by A. Wiggins,,83-84,,
3:28.0,A. Wiggins misses 3-pt shot from 22 ft,,83-84,,
3:27.0,,,83-84,,Defensive rebound by D. Favors
3:15.0,,,83-84,,Shooting foul by L. Brown (drawn by R. Gobert)
3:15.0,,,83-85,1,R. Gobert makes free throw 1 of 2
3:15.0,,,83-86,1,R. Gobert makes free throw 2 of 2
2:58.0,Z. LaVine misses 2-pt shot from 3 ft (block by R. Gobert),,83-86,,
2:56.0,,,83-86,,Defensive rebound by D. Exum
2:43.0,,,83-86,,Shooting foul by G. Dieng (drawn by T. Burke)
2:43.0,Official timeout,,83-86,,
2:43.0,,,83-87,1,T. Burke makes free throw 1 of 2
2:43.0,,,83-88,1,T. Burke makes free throw 2 of 2
2:29.0,A. Wiggins makes 2-pt shot from 2 ft (assist by L. Brown),2,85-88,,
2:15.0,,,85-88,,Shooting foul by G. Dieng (drawn by R. Gobert)
2:15.0,,,85-88,,R. Gobert misses free throw 1 of 2
2:15.0,,,85-88,,Offensive rebound by Team
2:15.0,,,85-89,1,R. Gobert makes free throw 2 of 2
1:54.0,C. Budinger misses 3-pt shot from 23 ft,,85-89,,
1:53.0,,,85-89,,Defensive rebound by R. Gobert
1:29.0,,,85-89,,D. Exum misses 3-pt shot from 24 ft
1:27.0,,,85-89,,Offensive rebound by R. Gobert
1:26.0,Personal take foul by G. Dieng (drawn by R. Gobert),,85-89,,
1:26.0,,,85-89,,R. Gobert misses free throw 1 of 2
1:26.0,,,85-89,,Offensive rebound by Team
1:26.0,,,85-90,1,R. Gobert makes free throw 2 of 2
1:26.0,Minnesota full timeout,,85-90,,
1:23.0,Shooting foul by T. Burke (drawn by Z. LaVine),,85-90,,
1:23.0,Z. LaVine makes free throw 1 of 2,1,86-90,,
1:23.0,Z. LaVine makes free throw 2 of 2,1,87-90,,
1:02.0,,,87-90,,T. Burke misses 2-pt shot from 8 ft
1:02.0,,,87-90,,Offensive rebound by R. Gobert
1:02.0,,,87-92,2,R. Gobert makes 2-pt shot at rim
1:02.0,Minnesota full timeout,,87-92,,
1:02.0,S. Kilpatrick enters the game for L. Brown,,87-92,,
0:57.0,C. Budinger makes 3-pt shot from 25 ft (assist by G. Dieng),3,90-92,,
0:41.0,,,90-92,,T. Burke misses 3-pt shot from 24 ft
0:40.0,Defensive rebound by Z. LaVine,,90-92,,
0:32.0,Z. LaVine misses 2-pt shot from 18 ft,,90-92,,
0:31.0,,,90-92,,Defensive rebound by R. Gobert
0:26.0,Personal take foul by Z. LaVine (drawn by E. Millsap),,90-92,,
0:26.0,,,90-93,1,E. Millsap makes free throw 1 of 2
0:26.0,,,90-94,1,E. Millsap makes free throw 2 of 2
0:21.0,Z. LaVine makes 3-pt shot from 24 ft (assist by C. Budinger),3,93-94,,
0:21.0,,,93-94,,Utah full timeout
0:21.0,,,93-94,,J. Ingles enters the game for R. Gobert
0:21.0,L. Brown enters the game for S. Kilpatrick,,93-94,,
0:19.0,Personal take foul by L. Brown (drawn by T. Burke),,93-94,,
0:19.0,,,93-95,1,T. Burke makes free throw 1 of 2
0:19.0,S. Kilpatrick enters the game for L. Brown,,93-95,,
0:19.0,,,93-95,,R. Gobert enters the game for J. Ingles
0:19.0,,,93-96,1,T. Burke makes free throw 2 of 2
0:13.0,Z. LaVine makes 3-pt shot from 26 ft (assist by C. Budinger),3,96-96,,
0:12.0,,,96-96,,Utah full timeout
0:12.0,,,96-96,,J. Ingles enters the game for R. Gobert
