time,Atlanta,pts.away,score,pts.home,Boston
5:11.0,,,14-10,,A. Bradley misses 2-pt shot from 21 ft (block by J. Teague)
5:10.0,Defensive rebound by J. Teague,,14-10,,
4:58.0,M. Muscala makes 2-pt shot from 18 ft (assist by P. Millsap),2,16-10,,
4:42.0,,,16-12,2,K. Olynyk makes 2-pt shot from 2 ft (assist by E. Turner)
4:26.0,Turnover by P. Millsap (lost ball),,16-12,,
4:26.0,,,16-12,,M. Smart enters the game for A. Bradley
4:11.0,,,16-15,3,K. Olynyk makes 3-pt shot from 25 ft (assist by E. Turner)
3:58.0,,,16-15,,Personal block foul by K. Olynyk (drawn by J. Teague)
3:48.0,J. Teague makes 3-pt shot from 24 ft (assist by D. Carroll),3,19-15,,
3:27.0,,,19-17,2,J. Sullinger makes 2-pt shot at rim (assist by E. Turner)
3:26.0,Atlanta full timeout,,19-17,,
3:04.0,D. Carroll makes 3-pt shot from 24 ft (assist by K. Bazemore),3,22-17,,
2:41.0,,,22-17,,K. Olynyk misses 2-pt shot from 3 ft (block by P. Millsap)
2:40.0,,,22-17,,Offensive rebound by Team
2:40.0,D. Schroder enters the game for J. Teague,,22-17,,
2:40.0,,,22-17,,B. Bass enters the game for J. Sullinger
2:35.0,,,22-17,,B. Bass misses 2-pt shot from 18 ft
2:34.0,,,22-17,,Offensive rebound by K. Olynyk
2:31.0,,,22-20,3,M. Smart makes 3-pt shot from 24 ft (assist by K. Olynyk)
2:08.0,P. Millsap misses 3-pt shot from 24 ft,,22-20,,
2:07.0,Offensive rebound by D. Carroll,,22-20,,
2:05.0,D. Carroll misses 2-pt shot from 2 ft,,22-20,,
2:04.0,Offensive rebound by M. Muscala,,22-20,,
1:47.0,M. Muscala misses 2-pt shot from 4 ft,,22-20,,
1:45.0,Offensive rebound by K. Bazemore,,22-20,,
1:45.0,K. Bazemore misses 2-pt shot at rim,,22-20,,
1:44.0,,,22-20,,Defensive rebound by M. Smart
1:29.0,,,22-20,,M. Thornton misses 2-pt shot from 2 ft
1:28.0,Defensive rebound by D. Carroll,,22-20,,
1:24.0,Shooting foul by K. Olynyk (drawn by D. Carroll),,22-20,,
1:24.0,D. Carroll misses free throw 1 of 2,,22-20,,
1:24.0,Offensive rebound by Team,,22-20,,
1:24.0,,,22-20,,J. Crowder enters the game for E. Turner
1:24.0,M. Scott enters the game for P. Millsap,,22-20,,
1:24.0,D. Carroll makes free throw 2 of 2,1,23-20,,
1:09.0,,,23-22,2,K. Olynyk makes 2-pt shot at rim (assist by M. Thornton)
0:57.0,Turnover by D. Schroder (lost ball; steal by M. Smart),,23-22,,
0:53.0,,,23-24,2,B. Bass makes 2-pt shot at rim (assist by M. Smart)
0:38.0,S. Mack enters the game for D. Carroll,,23-24,,
0:33.0,M. Scott misses 2-pt shot from 7 ft,,23-24,,
0:31.0,,,23-24,,Defensive rebound by M. Thornton
0:14.0,,,23-24,,M. Smart misses 3-pt shot from 24 ft
0:13.0,,,23-24,,Offensive rebound by Team
0:07.0,,,23-24,,K. Olynyk misses 3-pt shot from 24 ft
0:05.0,Defensive rebound by Team,,23-24,,
0:05.0,,,23-24,,Personal foul by J. Crowder (drawn by S. Mack)
0:05.0,S. Mack misses free throw 1 of 2,,23-24,,
0:05.0,Offensive rebound by Team,,23-24,,
0:05.0,T. Sefolosha enters the game for M. Muscala,,23-24,,
0:05.0,S. Mack makes free throw 2 of 2,1,24-24,,
0:01.0,,,24-24,,M. Thornton misses 3-pt shot from 30 ft
0:00.0,,,24-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Shooting block foul by S. Mack (drawn by J. Crowder),,24-24,,
11:47.0,,,24-24,,J. Crowder misses free throw 1 of 2
11:47.0,,,24-24,,Offensive rebound by Team
11:47.0,,,24-25,1,J. Crowder makes free throw 2 of 2
11:28.0,K. Bazemore makes 3-pt shot from 23 ft (assist by M. Scott),3,27-25,,
11:09.0,,,27-27,2,J. Crowder makes 2-pt shot from 15 ft
10:51.0,S. Mack makes 3-pt shot from 24 ft (assist by M. Scott),3,30-27,,
10:36.0,,,30-30,3,M. Smart makes 3-pt shot from 24 ft (assist by M. Thornton)
10:16.0,D. Schroder misses 3-pt shot from 24 ft,,30-30,,
10:15.0,,,30-30,,Defensive rebound by Team
10:15.0,,,30-30,,J. Young enters the game for M. Thornton
10:02.0,,,30-30,,M. Smart misses 3-pt shot from 23 ft
10:01.0,Defensive rebound by P. Antic,,30-30,,
9:48.0,P. Antic misses 3-pt shot from 24 ft,,30-30,,
9:47.0,,,30-30,,Defensive rebound by K. Olynyk
9:32.0,,,30-30,,J. Young misses 3-pt shot from 25 ft
9:30.0,Defensive rebound by K. Bazemore,,30-30,,
9:24.0,S. Mack makes 2-pt shot at rim (assist by D. Schroder),2,32-30,,
9:10.0,,,32-30,,Turnover by M. Smart (bad pass; steal by P. Antic)
9:02.0,M. Scott makes 2-pt shot at rim (assist by K. Bazemore),2,34-30,,
8:38.0,,,34-30,,Turnover by K. Olynyk (lost ball; steal by P. Antic)
8:33.0,Turnover by S. Mack (step out of bounds),,34-30,,
8:33.0,Official timeout,,34-30,,
8:14.0,,,34-32,2,B. Bass makes 2-pt shot from 1 ft
7:46.0,D. Schroder misses 2-pt shot from 10 ft,,34-32,,
7:45.0,,,34-32,,Defensive rebound by M. Smart
7:34.0,,,34-34,2,K. Olynyk makes 2-pt shot at rim (assist by M. Smart)
7:21.0,Turnover by S. Mack (lost ball),,34-34,,
7:21.0,T. Sefolosha enters the game for K. Bazemore,,34-34,,
7:21.0,D. Carroll enters the game for S. Mack,,34-34,,
6:58.0,,,34-34,,J. Crowder misses 2-pt shot from 19 ft
6:57.0,Defensive rebound by T. Sefolosha,,34-34,,
6:37.0,M. Scott makes 3-pt shot from 24 ft (assist by D. Schroder),3,37-34,,
6:22.0,,,37-34,,B. Bass misses 2-pt shot from 17 ft
6:21.0,Defensive rebound by M. Scott,,37-34,,
6:15.0,M. Scott makes 2-pt shot at rim (assist by D. Carroll),2,39-34,,
6:14.0,,,39-34,,Boston full timeout
6:14.0,,,39-34,,A. Bradley enters the game for J. Crowder
6:14.0,J. Teague enters the game for D. Schroder,,39-34,,
6:14.0,P. Millsap enters the game for P. Antic,,39-34,,
6:14.0,,,39-34,,J. Sullinger enters the game for K. Olynyk
5:57.0,,,39-34,,J. Young misses 3-pt shot from 24 ft
5:57.0,Defensive rebound by M. Scott,,39-34,,
5:51.0,Turnover by J. Teague (bad pass),,39-34,,
5:30.0,,,39-34,,A. Bradley misses 3-pt shot from 24 ft
5:29.0,Defensive rebound by P. Millsap,,39-34,,
5:08.0,J. Teague makes 2-pt shot from 2 ft,2,41-34,,
4:41.0,,,41-34,,J. Sullinger misses 2-pt shot from 5 ft
4:40.0,Defensive rebound by D. Carroll,,41-34,,
4:27.0,J. Teague makes 2-pt shot from 12 ft,2,43-34,,
4:15.0,,,43-34,,Turnover by J. Sullinger (bad pass; steal by J. Teague)
4:14.0,,,43-34,,Personal foul by M. Smart (drawn by J. Teague)
4:14.0,,,43-34,,M. Thornton enters the game for M. Smart
4:14.0,,,43-34,,E. Turner enters the game for B. Bass
4:14.0,,,43-34,,T. Zeller enters the game for J. Young
4:03.0,J. Teague misses 2-pt shot from 4 ft,,43-34,,
4:01.0,,,43-34,,Defensive rebound by T. Zeller
3:44.0,,,43-34,,A. Bradley misses 3-pt shot from 23 ft
3:43.0,Defensive rebound by P. Millsap,,43-34,,
3:29.0,P. Millsap makes 2-pt shot from 2 ft,2,45-34,,
3:29.0,Shooting foul by T. Zeller (drawn by P. Millsap),,45-34,,
3:29.0,P. Millsap makes free throw 1 of 1,1,46-34,,
3:16.0,,,46-36,2,M. Thornton makes 2-pt shot from 3 ft (assist by T. Zeller)
3:09.0,Shooting foul by J. Sullinger (drawn by M. Scott),,46-36,,
3:09.0,M. Scott makes free throw 1 of 2,1,47-36,,
3:09.0,M. Scott makes free throw 2 of 2,1,48-36,,
2:53.0,,,48-38,2,A. Bradley makes 2-pt shot from 1 ft (assist by J. Sullinger)
2:48.0,Atlanta full timeout,,48-38,,
2:41.0,,,48-38,,Personal block foul by A. Bradley (drawn by J. Teague)
2:30.0,D. Carroll misses 3-pt shot from 23 ft,,48-38,,
2:30.0,,,48-38,,Defensive rebound by A. Bradley
2:18.0,,,48-41,3,A. Bradley makes 3-pt shot from 24 ft (assist by T. Zeller)
1:57.0,Turnover by M. Scott (bad pass),,48-41,,
1:57.0,P. Antic enters the game for M. Scott,,48-41,,
1:49.0,Violation by D. Carroll (kicked ball),,48-41,,
1:43.0,,,48-41,,E. Turner misses 2-pt shot from 2 ft (block by P. Millsap)
1:42.0,,,48-41,,Offensive rebound by A. Bradley
1:41.0,,,48-41,,Shooting foul by P. Antic (drawn by A. Bradley)
1:41.0,,,48-42,1,A. Bradley makes free throw 1 of 2
1:41.0,,,48-43,1,A. Bradley makes free throw 2 of 2
1:31.0,Shooting foul by T. Zeller (drawn by P. Antic),,48-43,,
1:31.0,P. Antic makes free throw 1 of 3,1,49-43,,
1:31.0,P. Antic misses free throw 2 of 3,,49-43,,
1:31.0,Offensive rebound by Team,,49-43,,
1:31.0,P. Antic makes free throw 3 of 3,1,50-43,,
1:20.0,,,50-43,,Turnover by E. Turner (lost ball; steal by P. Antic)
1:09.0,D. Carroll misses 3-pt shot from 24 ft,,50-43,,
1:08.0,,,50-43,,Defensive rebound by T. Zeller
0:56.0,,,50-43,,A. Bradley misses 2-pt shot from 1 ft
0:55.0,Defensive rebound by T. Sefolosha,,50-43,,
0:50.0,D. Carroll makes 2-pt shot from 1 ft (assist by T. Sefolosha),2,52-43,,
0:37.0,,,52-43,,M. Thornton misses 3-pt shot from 24 ft
0:36.0,,,52-43,,Offensive rebound by T. Zeller
0:35.0,,,52-43,,Shooting foul by J. Teague (drawn by T. Zeller)
0:35.0,,,52-44,1,T. Zeller makes free throw 1 of 2
0:35.0,,,52-44,,B. Bass enters the game for M. Thornton
0:35.0,,,52-44,,M. Smart enters the game for J. Sullinger
0:35.0,,,52-45,1,T. Zeller makes free throw 2 of 2
0:31.0,J. Teague misses 2-pt shot from 1 ft (block by A. Bradley),,52-45,,
0:30.0,Offensive rebound by Team,,52-45,,
0:15.0,J. Teague makes 3-pt shot from 24 ft (assist by P. Millsap),3,55-45,,
0:04.0,,,55-45,,Turnover by E. Turner (bad pass; steal by P. Millsap)
0:01.0,P. Millsap makes 2-pt shot at rim,2,57-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,57-47,2,J. Sullinger makes 2-pt shot from 4 ft
11:23.0,,,57-47,,Personal foul by J. Crowder (drawn by P. Antic)
11:16.0,Turnover by P. Antic (bad pass; steal by E. Turner),,57-47,,
11:00.0,,,57-47,,Turnover by J. Crowder (bad pass; steal by P. Antic)
10:54.0,J. Teague makes 2-pt shot from 1 ft (assist by D. Carroll),2,59-47,,
10:32.0,,,59-50,3,A. Bradley makes 3-pt shot from 25 ft (assist by E. Turner)
10:12.0,T. Sefolosha misses 3-pt shot from 25 ft,,59-50,,
10:11.0,,,59-50,,Defensive rebound by T. Zeller
10:04.0,,,59-50,,Turnover by A. Bradley (lost ball; steal by P. Millsap)
10:01.0,D. Carroll makes 2-pt shot from 1 ft (assist by J. Teague),2,61-50,,
10:01.0,Shooting foul by A. Bradley (drawn by D. Carroll),,61-50,,
10:01.0,D. Carroll makes free throw 1 of 1,1,62-50,,
9:42.0,,,62-52,2,J. Sullinger makes 2-pt shot from 1 ft
9:23.0,P. Antic misses 3-pt shot from 25 ft,,62-52,,
9:22.0,,,62-52,,Defensive rebound by A. Bradley
9:10.0,,,62-52,,T. Zeller misses 2-pt shot from 5 ft
9:09.0,Defensive rebound by P. Millsap,,62-52,,
8:56.0,T. Sefolosha misses 3-pt shot from 23 ft,,62-52,,
8:54.0,,,62-52,,Defensive rebound by T. Zeller
8:45.0,,,62-52,,Turnover by T. Zeller (bad pass; steal by T. Sefolosha)
8:41.0,Shooting foul by E. Turner (drawn by T. Sefolosha),,62-52,,
8:41.0,T. Sefolosha makes free throw 1 of 2,1,63-52,,
8:41.0,T. Sefolosha makes free throw 2 of 2,1,64-52,,
8:32.0,Violation by T. Sefolosha (kicked ball),,64-52,,
8:23.0,,,64-54,2,A. Bradley makes 2-pt shot from 13 ft
8:12.0,,,64-54,,Personal foul by J. Sullinger (drawn by P. Millsap)
8:12.0,,,64-54,,M. Smart enters the game for E. Turner
8:12.0,,,64-54,,K. Olynyk enters the game for T. Zeller
8:08.0,Shooting foul by J. Sullinger (drawn by P. Millsap),,64-54,,
8:08.0,P. Millsap makes free throw 1 of 2,1,65-54,,
8:08.0,P. Millsap makes free throw 2 of 2,1,66-54,,
7:53.0,,,66-54,,A. Bradley misses 3-pt shot from 24 ft
7:52.0,,,66-54,,Offensive rebound by J. Crowder
7:50.0,,,66-54,,J. Sullinger misses 2-pt shot from 2 ft (block by T. Sefolosha)
7:49.0,,,66-54,,Offensive rebound by Team
7:46.0,,,66-56,2,J. Crowder makes 2-pt shot from 2 ft (assist by J. Sullinger)
7:27.0,D. Carroll makes 3-pt shot from 22 ft (assist by J. Teague),3,69-56,,
7:18.0,Personal foul by D. Carroll (drawn by K. Olynyk),,69-56,,
7:18.0,Inbound foul by P. Antic,,69-56,,
7:18.0,,,69-57,1,J. Sullinger makes free throw 1 of 2
7:18.0,E. Brand enters the game for P. Antic,,69-57,,
7:18.0,,,69-58,1,J. Sullinger makes free throw 2 of 2
7:03.0,E. Brand makes 2-pt shot from 11 ft (assist by T. Sefolosha),2,71-58,,
6:47.0,,,71-60,2,J. Sullinger makes 2-pt shot from 20 ft (assist by M. Smart)
6:33.0,J. Teague misses 3-pt shot from 24 ft,,71-60,,
6:31.0,,,71-60,,Defensive rebound by M. Smart
6:24.0,,,71-60,,Turnover by K. Olynyk (bad pass; steal by E. Brand)
6:08.0,Shooting foul by K. Olynyk (drawn by P. Millsap),,71-60,,
6:08.0,P. Millsap makes free throw 1 of 2,1,72-60,,
6:08.0,P. Millsap makes free throw 2 of 2,1,73-60,,
6:04.0,,,73-60,,Boston full timeout
5:56.0,,,73-60,,J. Sullinger misses 2-pt shot from 4 ft
5:54.0,,,73-60,,Offensive rebound by K. Olynyk
5:54.0,,,73-60,,K. Olynyk misses 2-pt shot from 1 ft
5:53.0,Defensive rebound by P. Millsap,,73-60,,
5:31.0,P. Millsap makes 3-pt shot from 24 ft (assist by J. Teague),3,76-60,,
5:15.0,,,76-60,,A. Bradley misses 3-pt shot from 24 ft
5:14.0,Defensive rebound by D. Carroll,,76-60,,
4:57.0,E. Brand makes 2-pt shot from 11 ft,2,78-60,,
4:33.0,,,78-62,2,J. Crowder makes 2-pt shot from 13 ft (assist by M. Smart)
4:17.0,K. Bazemore enters the game for T. Sefolosha,,78-62,,
4:17.0,,,78-62,,M. Thornton enters the game for J. Crowder
4:16.0,,,78-62,,Personal foul by A. Bradley (drawn by J. Teague)
4:16.0,J. Teague makes free throw 1 of 2,1,79-62,,
4:16.0,J. Teague makes free throw 2 of 2,1,80-62,,
4:05.0,,,80-65,3,K. Olynyk makes 3-pt shot from 24 ft (assist by A. Bradley)
3:47.0,Turnover by K. Bazemore (bad pass; steal by M. Smart),,80-65,,
3:41.0,,,80-65,,M. Thornton misses 3-pt shot from 24 ft
3:37.0,,,80-65,,Offensive rebound by K. Olynyk
3:31.0,,,80-65,,Turnover by K. Olynyk (lost ball; steal by J. Teague)
3:29.0,Shooting foul by M. Smart (drawn by D. Carroll),,80-65,,
3:29.0,D. Carroll misses free throw 1 of 2,,80-65,,
3:29.0,Offensive rebound by Team,,80-65,,
3:29.0,,,80-65,,B. Bass enters the game for J. Sullinger
3:29.0,D. Schroder enters the game for J. Teague,,80-65,,
3:29.0,D. Carroll makes free throw 2 of 2,1,81-65,,
3:12.0,,,81-65,,K. Olynyk misses 2-pt shot from 1 ft
3:10.0,,,81-65,,Offensive rebound by K. Olynyk
3:09.0,,,81-65,,K. Olynyk misses 2-pt shot from 6 ft
3:08.0,,,81-65,,Offensive rebound by K. Olynyk
3:08.0,Personal foul by P. Millsap (drawn by K. Olynyk),,81-65,,
3:02.0,,,81-67,2,B. Bass makes 2-pt shot from 15 ft
2:52.0,Atlanta full timeout,,81-67,,
2:45.0,Shooting foul by M. Smart (drawn by P. Millsap),,81-67,,
2:45.0,P. Millsap makes free throw 1 of 2,1,82-67,,
2:45.0,P. Millsap makes free throw 2 of 2,1,83-67,,
2:32.0,,,83-67,,B. Bass misses 2-pt shot from 15 ft
2:31.0,Defensive rebound by D. Carroll,,83-67,,
2:16.0,D. Schroder makes 2-pt shot from 2 ft,2,85-67,,
2:08.0,,,85-69,2,M. Thornton makes 2-pt shot at rim (assist by M. Smart)
1:55.0,Turnover by D. Carroll (bad pass; steal by M. Smart),,85-69,,
1:50.0,,,85-69,,M. Smart misses 2-pt shot at rim (block by K. Bazemore)
1:48.0,,,85-69,,Offensive rebound by M. Thornton
1:37.0,,,85-72,3,M. Thornton makes 3-pt shot from 24 ft
1:16.0,P. Millsap makes 2-pt shot from 3 ft,2,87-72,,
1:04.0,,,87-72,,Turnover by M. Smart (bad pass)
1:04.0,,,87-72,,J. Sullinger enters the game for K. Olynyk
1:04.0,,,87-72,,P. Pressey enters the game for A. Bradley
1:04.0,S. Mack enters the game for D. Carroll,,87-72,,
1:04.0,M. Scott enters the game for P. Millsap,,87-72,,
1:04.0,P. Antic enters the game for E. Brand,,87-72,,
0:53.0,D. Schroder misses 2-pt shot from 15 ft,,87-72,,
0:52.0,,,87-72,,Defensive rebound by J. Sullinger
0:36.0,,,87-72,,Shooting foul by M. Scott (drawn by B. Bass)
0:36.0,,,87-73,1,B. Bass makes free throw 1 of 2
0:36.0,,,87-74,1,B. Bass makes free throw 2 of 2
0:26.0,D. Schroder makes 2-pt shot from 17 ft,2,89-74,,
0:02.0,,,89-74,,J. Sullinger misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by D. Schroder,,89-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Turnover by K. Bazemore (lost ball; steal by M. Thornton),,89-74,,
11:27.0,,,89-77,3,P. Pressey makes 3-pt shot from 24 ft
11:11.0,P. Antic misses 3-pt shot from 23 ft,,89-77,,
11:10.0,,,89-77,,Defensive rebound by Team
10:58.0,,,89-77,,Shooting foul by P. Antic (drawn by E. Turner)
10:58.0,,,89-77,,E. Turner misses free throw 1 of 2
10:58.0,,,89-77,,Offensive rebound by Team
10:58.0,,,89-78,1,E. Turner makes free throw 2 of 2
10:47.0,M. Scott misses 2-pt shot from 6 ft,,89-78,,
10:45.0,Offensive rebound by P. Antic,,89-78,,
10:36.0,,,89-78,,Personal foul by P. Pressey (drawn by K. Bazemore)
10:36.0,P. Millsap enters the game for P. Antic,,89-78,,
10:28.0,P. Millsap misses 3-pt shot from 25 ft,,89-78,,
10:27.0,,,89-78,,Defensive rebound by E. Turner
10:16.0,,,89-78,,P. Pressey misses 2-pt shot from 1 ft
10:14.0,Defensive rebound by P. Millsap,,89-78,,
9:52.0,M. Scott misses 3-pt shot from 28 ft,,89-78,,
9:50.0,,,89-78,,Defensive rebound by J. Sullinger
9:36.0,,,89-80,2,E. Turner makes 2-pt shot at rim
9:20.0,S. Mack misses 2-pt shot from 3 ft (block by P. Pressey),,89-80,,
9:17.0,,,89-80,,Defensive rebound by E. Turner
9:13.0,,,89-80,,M. Thornton misses 2-pt shot at rim (block by K. Bazemore)
9:12.0,Defensive rebound by K. Bazemore,,89-80,,
9:07.0,S. Mack misses 3-pt shot from 24 ft,,89-80,,
9:06.0,Offensive rebound by P. Millsap,,89-80,,
9:05.0,,,89-80,,Personal foul by P. Pressey (drawn by S. Mack)
9:05.0,J. Teague enters the game for D. Schroder,,89-80,,
8:58.0,Official timeout,,89-80,,
8:47.0,P. Millsap makes 2-pt shot at rim (assist by J. Teague),2,91-80,,
8:24.0,,,91-80,,B. Bass misses 2-pt shot from 7 ft
8:23.0,Defensive rebound by M. Scott,,91-80,,
8:02.0,J. Teague misses 3-pt shot from 24 ft,,91-80,,
8:00.0,,,91-80,,Defensive rebound by B. Bass
7:53.0,,,91-80,,Turnover by B. Bass (offensive foul)
7:53.0,,,91-80,,Offensive foul by B. Bass
7:53.0,T. Sefolosha enters the game for K. Bazemore,,91-80,,
7:35.0,M. Scott misses 2-pt shot from 9 ft,,91-80,,
7:34.0,,,91-80,,Defensive rebound by J. Sullinger
7:11.0,,,91-80,,Turnover by Team (shot clock)
6:58.0,S. Mack misses 2-pt shot from 10 ft,,91-80,,
6:57.0,,,91-80,,Defensive rebound by J. Sullinger
6:44.0,,,91-80,,J. Sullinger misses 3-pt shot from 25 ft
6:43.0,Defensive rebound by T. Sefolosha,,91-80,,
6:25.0,S. Mack makes 3-pt shot from 25 ft (assist by M. Scott),3,94-80,,
6:18.0,,,94-80,,Boston full timeout
6:18.0,D. Carroll enters the game for M. Scott,,94-80,,
6:18.0,P. Antic enters the game for S. Mack,,94-80,,
6:18.0,,,94-80,,A. Bradley enters the game for M. Thornton
6:18.0,,,94-80,,M. Smart enters the game for B. Bass
6:18.0,,,94-80,,T. Zeller enters the game for P. Pressey
6:06.0,,,94-80,,T. Zeller misses 2-pt shot from 7 ft
6:04.0,Defensive rebound by P. Antic,,94-80,,
5:54.0,P. Millsap misses 2-pt shot from 4 ft,,94-80,,
5:53.0,,,94-80,,Defensive rebound by E. Turner
5:45.0,,,94-80,,M. Smart misses 3-pt shot from 25 ft
5:44.0,Defensive rebound by T. Sefolosha,,94-80,,
5:34.0,Turnover by P. Millsap (step out of bounds),,94-80,,
5:24.0,Shooting block foul by P. Antic (drawn by J. Sullinger),,94-80,,
5:24.0,,,94-81,1,J. Sullinger makes free throw 1 of 2
5:24.0,M. Scott enters the game for P. Antic,,94-81,,
5:24.0,,,94-82,1,J. Sullinger makes free throw 2 of 2
5:04.0,M. Scott makes 2-pt shot from 16 ft,2,96-82,,
4:46.0,,,96-82,,Turnover by J. Sullinger (bad pass; steal by D. Carroll)
4:42.0,D. Carroll makes 2-pt shot at rim,2,98-82,,
4:24.0,,,98-82,,A. Bradley misses 2-pt shot from 18 ft
4:23.0,Defensive rebound by Team,,98-82,,
4:23.0,,,98-82,,Loose ball foul by J. Sullinger (drawn by T. Sefolosha)
4:02.0,Turnover by P. Millsap (traveling),,98-82,,
4:02.0,,,98-82,,P. Pressey enters the game for E. Turner
3:51.0,,,98-82,,M. Smart misses 3-pt shot from 22 ft
3:49.0,Defensive rebound by P. Millsap,,98-82,,
3:41.0,D. Carroll misses 3-pt shot from 23 ft,,98-82,,
3:39.0,,,98-82,,Defensive rebound by M. Smart
3:30.0,P. Antic enters the game for P. Millsap,,98-82,,
3:30.0,,,98-82,,K. Olynyk enters the game for T. Zeller
3:30.0,,,98-82,,Turnover by P. Pressey (lost ball; steal by T. Sefolosha)
3:30.0,Jump ball: D. Carroll vs. J. Sullinger (T. Sefolosha gains possession),,,,Jump ball: D. Carroll vs. J. Sullinger (T. Sefolosha gains possession)
3:06.0,D. Carroll makes 3-pt shot from 22 ft (assist by T. Sefolosha),3,101-82,,
2:56.0,,,101-84,2,P. Pressey makes 2-pt shot from 1 ft
2:45.0,Shooting foul by P. Pressey (drawn by J. Teague),,101-84,,
2:45.0,Atlanta full timeout,,101-84,,
2:45.0,,,101-84,,J. Young enters the game for A. Bradley
2:45.0,J. Teague makes free throw 1 of 2,1,102-84,,
2:45.0,K. Bazemore enters the game for D. Carroll,,102-84,,
2:45.0,J. Teague makes free throw 2 of 2,1,103-84,,
2:33.0,,,103-86,2,P. Pressey makes 2-pt shot from 3 ft
2:22.0,,,103-86,,Personal foul by P. Pressey (drawn by J. Teague)
2:22.0,J. Teague makes free throw 1 of 2,1,104-86,,
2:22.0,S. Mack enters the game for T. Sefolosha,,104-86,,
2:22.0,J. Teague makes free throw 2 of 2,1,105-86,,
1:56.0,,,105-86,,J. Young misses 3-pt shot from 24 ft
1:55.0,Defensive rebound by M. Scott,,105-86,,
