time,Memphis,pts.away,score,pts.home,LA Clippers
4:12.0,B. Udrih makes 2-pt shot from 2 ft (assist by V. Carter),2,18-21,,
3:57.0,,,18-23,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
3:36.0,,,18-23,,Personal foul by M. Barnes (drawn by M. Gasol)
3:24.0,C. Lee misses 2-pt shot from 18 ft,,18-23,,
3:23.0,,,18-23,,Defensive rebound by M. Barnes
3:23.0,Personal foul by Z. Randolph (drawn by M. Barnes),,18-23,,
3:06.0,,,18-23,,B. Griffin misses 2-pt shot from 2 ft (block by M. Gasol)
3:03.0,Defensive rebound by C. Lee,,18-23,,
2:56.0,,,18-23,,Def 3 sec tech foul by D. Jordan
2:56.0,,,18-23,,LA Clippers full timeout
2:56.0,K. Koufos enters the game for Z. Randolph,,18-23,,
2:56.0,N. Calathes enters the game for B. Udrih,,18-23,,
2:56.0,,,18-23,,J. Crawford enters the game for M. Barnes
2:56.0,C. Lee makes technical free throw,1,19-23,,
2:40.0,K. Koufos misses 2-pt shot from 11 ft,,19-23,,
2:39.0,Offensive rebound by V. Carter,,19-23,,
2:38.0,V. Carter misses 2-pt shot from 3 ft (block by J. Crawford),,19-23,,
2:38.0,,,19-23,,Defensive rebound by Team
2:16.0,,,19-23,,J. Redick misses 3-pt shot from 24 ft
2:15.0,Defensive rebound by N. Calathes,,19-23,,
2:10.0,Memphis full timeout,,19-23,,
2:10.0,J. Green enters the game for M. Gasol,,19-23,,
2:10.0,,,19-23,,G. Davis enters the game for D. Jordan
2:10.0,,,19-23,,A. Rivers enters the game for J. Redick
2:09.0,Turnover by N. Calathes (bad pass; steal by B. Griffin),,19-23,,
1:57.0,,,19-23,,G. Davis misses 2-pt shot from 1 ft
1:56.0,Defensive rebound by K. Koufos,,19-23,,
1:47.0,,,19-23,,Personal foul by C. Paul (drawn by J. Green)
1:47.0,J. Adams enters the game for C. Lee,,19-23,,
1:41.0,K. Koufos misses 2-pt shot from 3 ft,,19-23,,
1:40.0,,,19-23,,Defensive rebound by G. Davis
1:32.0,,,19-23,,J. Crawford misses 2-pt shot from 21 ft
1:31.0,Defensive rebound by K. Koufos,,19-23,,
1:26.0,N. Calathes makes 2-pt shot from 10 ft,2,21-23,,
1:26.0,Shooting foul by A. Rivers (drawn by N. Calathes),,21-23,,
1:26.0,,,21-23,,H. Turkoglu enters the game for C. Paul
1:26.0,N. Calathes misses free throw 1 of 1,,21-23,,
1:25.0,,,21-23,,Defensive rebound by H. Turkoglu
1:01.0,,,21-25,2,A. Rivers makes 2-pt shot from 5 ft (assist by J. Crawford)
0:47.0,Turnover by J. Green (traveling),,21-25,,
0:35.0,Def 3 sec tech foul by V. Carter,,21-25,,
0:35.0,,,21-26,1,J. Crawford makes technical free throw
0:28.0,,,21-26,,J. Crawford misses 3-pt shot from 24 ft
0:25.0,Defensive rebound by K. Koufos,,21-26,,
0:04.0,J. Green misses 3-pt shot from 24 ft,,21-26,,
0:03.0,,,21-26,,Defensive rebound by G. Davis
0:01.0,,,21-26,,G. Davis misses 3-pt shot from 69 ft
0:00.0,,,21-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,Shooting foul by J. Crawford (drawn by J. Green),,21-26,,
11:38.0,J. Green makes free throw 1 of 2,1,22-26,,
11:38.0,J. Green misses free throw 2 of 2,,22-26,,
11:37.0,,,22-26,,Defensive rebound by M. Barnes
11:26.0,,,22-28,2,J. Crawford makes 2-pt shot from 5 ft
11:10.0,K. Koufos makes 2-pt shot at rim (assist by V. Carter),2,24-28,,
10:57.0,,,24-28,,Shooting foul by J. Adams (drawn by J. Crawford)
10:57.0,,,24-29,1,J. Crawford makes free throw 1 of 2
10:57.0,,,24-30,1,J. Crawford makes free throw 2 of 2
10:37.0,N. Calathes misses 2-pt shot from 2 ft,,24-30,,
10:36.0,Offensive rebound by N. Calathes,,24-30,,
10:32.0,K. Koufos makes 2-pt shot from 1 ft (assist by N. Calathes),2,26-30,,
10:14.0,,,26-30,,H. Turkoglu misses 3-pt shot from 25 ft
10:12.0,Defensive rebound by K. Koufos,,26-30,,
10:00.0,J. Adams misses 2-pt shot from 2 ft,,26-30,,
9:58.0,Offensive rebound by J. Adams,,26-30,,
9:56.0,V. Carter misses 2-pt shot from 21 ft,,26-30,,
9:56.0,Offensive rebound by Team,,26-30,,
9:44.0,J. Green misses 2-pt shot from 23 ft,,26-30,,
9:42.0,,,26-30,,Defensive rebound by M. Barnes
9:32.0,,,26-30,,A. Rivers misses 2-pt shot from 9 ft
9:31.0,,,26-30,,Offensive rebound by A. Rivers
9:27.0,,,26-30,,A. Rivers misses 2-pt shot from 4 ft
9:25.0,Defensive rebound by J. Adams,,26-30,,
9:14.0,V. Carter misses 2-pt shot from 14 ft,,26-30,,
9:13.0,Offensive rebound by K. Koufos,,26-30,,
9:09.0,K. Koufos makes 2-pt shot from 5 ft,2,28-30,,
8:59.0,Personal foul by K. Koufos (drawn by J. Crawford),,28-30,,
8:59.0,Official timeout,,28-30,,
8:59.0,Z. Randolph enters the game for V. Carter,,28-30,,
8:59.0,,,28-30,,D. Jordan enters the game for G. Davis
8:53.0,,,28-30,,Shooting foul by K. Koufos (drawn by H. Turkoglu)
8:53.0,,,28-30,,H. Turkoglu misses free throw 1 of 2
8:53.0,,,28-30,,Offensive rebound by Team
8:53.0,,,28-30,,H. Turkoglu misses free throw 2 of 2
8:51.0,Defensive rebound by J. Green,,28-30,,
8:32.0,K. Koufos makes 2-pt shot from 2 ft (assist by Z. Randolph),2,30-30,,
8:19.0,,,30-30,,H. Turkoglu misses 3-pt shot from 25 ft
8:18.0,Defensive rebound by J. Green,,30-30,,
8:11.0,Turnover by Z. Randolph (bad pass; steal by A. Rivers),,30-30,,
8:01.0,,,30-33,3,H. Turkoglu makes 3-pt shot from 24 ft (assist by J. Crawford)
7:42.0,J. Green makes 3-pt shot from 23 ft (assist by Z. Randolph),3,33-33,,
7:27.0,,,33-33,,M. Barnes misses 3-pt shot from 23 ft
7:26.0,Defensive rebound by J. Adams,,33-33,,
7:13.0,Shooting foul by H. Turkoglu (drawn by Z. Randolph),,33-33,,
7:13.0,Z. Randolph makes free throw 1 of 2,1,34-33,,
7:13.0,J. Green enters the game for K. Koufos,,34-33,,
7:13.0,,,34-33,,B. Griffin enters the game for H. Turkoglu
7:13.0,,,34-33,,C. Paul enters the game for A. Rivers
7:13.0,B. Udrih enters the game for J. Adams,,34-33,,
7:13.0,Z. Randolph makes free throw 2 of 2,1,35-33,,
6:59.0,,,35-33,,J. Crawford misses 2-pt shot from 17 ft
6:59.0,,,35-33,,Offensive rebound by Team
6:59.0,,,35-33,,J. Redick enters the game for J. Crawford
6:50.0,,,35-33,,Turnover by C. Paul (bad pass; steal by B. Udrih)
6:34.0,Z. Randolph makes 2-pt shot from 1 ft,2,37-33,,
6:06.0,,,37-33,,C. Paul misses 3-pt shot from 29 ft
6:05.0,,,37-33,,Offensive rebound by D. Jordan
6:01.0,,,37-33,,B. Griffin misses 2-pt shot from 6 ft (block by J. Green)
5:58.0,,,37-33,,Offensive rebound by B. Griffin
5:54.0,,,37-33,,J. Redick misses 3-pt shot from 24 ft
5:52.0,Defensive rebound by Z. Randolph,,37-33,,
5:38.0,Z. Randolph misses 2-pt shot from 18 ft,,37-33,,
5:37.0,,,37-33,,Defensive rebound by C. Paul
5:35.0,Personal foul by N. Calathes (drawn by M. Barnes),,37-33,,
5:35.0,,,37-33,,LA Clippers full timeout
5:25.0,,,37-33,,Turnover by M. Barnes (bad pass; steal by Z. Randolph)
5:12.0,J. Green makes 2-pt shot from 1 ft (assist by N. Calathes),2,39-33,,
4:54.0,,,39-35,2,J. Redick makes 2-pt shot from 1 ft (assist by C. Paul)
4:34.0,Shooting foul by M. Barnes (drawn by B. Udrih),,39-35,,
4:34.0,B. Udrih makes free throw 1 of 2,1,40-35,,
4:34.0,C. Lee enters the game for N. Calathes,,40-35,,
4:34.0,B. Udrih makes free throw 2 of 2,1,41-35,,
4:24.0,,,41-35,,J. Redick misses 2-pt shot from 22 ft
4:22.0,,,41-35,,Offensive rebound by D. Jordan
4:18.0,,,41-35,,M. Barnes misses 3-pt shot from 23 ft
4:18.0,,,41-35,,Offensive rebound by Team
4:13.0,,,41-35,,Shooting foul by J. Green (drawn by B. Griffin)
4:13.0,,,41-36,1,B. Griffin makes free throw 1 of 2
4:13.0,,,41-37,1,B. Griffin makes free throw 2 of 2
4:04.0,Turnover by J. Green (traveling),,41-37,,
4:00.0,,,41-39,2,D. Jordan makes 2-pt shot at rim (assist by M. Barnes)
3:50.0,Memphis full timeout,,41-39,,
3:50.0,V. Carter enters the game for J. Green,,41-39,,
3:41.0,Z. Randolph misses 2-pt shot from 4 ft,,41-39,,
3:40.0,,,41-39,,Defensive rebound by J. Redick
3:15.0,,,41-39,,B. Griffin misses 2-pt shot from 15 ft
3:14.0,,,41-39,,Offensive rebound by Team
3:04.0,,,41-41,2,J. Redick makes 2-pt shot from 18 ft (assist by C. Paul)
2:47.0,V. Carter misses 2-pt shot from 1 ft,,41-41,,
2:47.0,,,41-41,,Defensive rebound by Team
2:47.0,,,41-41,,J. Crawford enters the game for M. Barnes
2:33.0,,,41-43,2,C. Paul makes 2-pt shot from 16 ft
2:21.0,C. Lee makes 2-pt shot from 14 ft (assist by B. Udrih),2,43-43,,
2:12.0,Personal block foul by B. Udrih (drawn by C. Paul),,43-43,,
2:12.0,,,43-44,1,C. Paul makes free throw 1 of 2
2:12.0,,,43-45,1,C. Paul makes free throw 2 of 2
1:53.0,Turnover by B. Udrih (bad pass; steal by D. Jordan),,43-45,,
1:46.0,,,43-47,2,D. Jordan makes 2-pt shot at rim
1:28.0,J. Green makes 2-pt shot at rim (assist by B. Udrih),2,45-47,,
1:09.0,,,45-47,,Shooting foul by C. Lee (drawn by J. Redick)
1:09.0,,,45-48,1,J. Redick makes free throw 1 of 2
1:09.0,,,45-49,1,J. Redick makes free throw 2 of 2
0:58.0,,,45-49,,Personal foul by J. Redick (drawn by C. Lee)
0:46.0,B. Udrih makes 2-pt shot from 15 ft (assist by Z. Randolph),2,47-49,,
0:34.0,,,47-52,3,J. Crawford makes 3-pt shot from 24 ft (assist by C. Paul)
0:18.0,Z. Randolph misses 2-pt shot from 7 ft,,47-52,,
0:17.0,,,47-52,,Defensive rebound by B. Griffin
0:11.0,,,47-52,,Turnover by B. Griffin (lost ball; steal by J. Green)
0:06.0,Z. Randolph makes 2-pt shot from 2 ft (assist by J. Green),2,49-52,,
0:05.0,,,49-52,,LA Clippers full timeout
0:05.0,,,49-52,,H. Turkoglu enters the game for D. Jordan
0:05.0,N. Calathes enters the game for V. Carter,,49-52,,
0:02.0,,,49-52,,J. Crawford misses 3-pt shot from 30 ft
0:00.0,,,49-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,Shooting foul by D. Jordan (drawn by J. Green),,49-52,,
11:38.0,J. Green misses free throw 1 of 2,,49-52,,
11:38.0,Offensive rebound by Team,,49-52,,
11:38.0,J. Green makes free throw 2 of 2,1,50-52,,
11:26.0,,,50-54,2,J. Redick makes 2-pt shot from 19 ft (assist by C. Paul)
11:09.0,V. Carter makes 2-pt shot at rim (assist by Z. Randolph),2,52-54,,
10:47.0,,,52-54,,M. Barnes misses 3-pt shot from 24 ft
10:44.0,Defensive rebound by Z. Randolph,,52-54,,
10:35.0,Turnover by V. Carter (bad pass),,52-54,,
10:21.0,,,52-54,,C. Paul misses 2-pt shot from 19 ft
10:19.0,Defensive rebound by V. Carter,,52-54,,
10:04.0,Z. Randolph makes 2-pt shot from 2 ft,2,54-54,,
10:01.0,,,54-54,,Turnover by B. Griffin (bad pass; steal by V. Carter)
9:59.0,Turnover by V. Carter (bad pass; steal by J. Redick),,54-54,,
9:53.0,,,54-54,,J. Redick misses 3-pt shot from 26 ft
9:50.0,Defensive rebound by Z. Randolph,,54-54,,
9:43.0,Turnover by B. Udrih (lost ball),,54-54,,
9:32.0,,,54-54,,B. Griffin misses 2-pt shot from 19 ft
9:31.0,Defensive rebound by Team,,54-54,,
9:31.0,,,54-54,,Loose ball foul by D. Jordan (drawn by Z. Randolph)
9:17.0,B. Udrih makes 2-pt shot from 22 ft (assist by J. Green),2,56-54,,
9:07.0,,,56-54,,Shooting foul by Z. Randolph (drawn by D. Jordan)
9:07.0,,,56-55,1,D. Jordan makes free throw 1 of 2
9:07.0,,,56-55,,D. Jordan misses free throw 2 of 2
9:01.0,Defensive rebound by V. Carter,,56-55,,
8:49.0,Turnover by Z. Randolph (bad pass; steal by D. Jordan),,56-55,,
8:42.0,,,56-57,2,M. Barnes makes 2-pt shot from 1 ft (assist by C. Paul)
8:14.0,B. Udrih misses 2-pt shot from 1 ft,,56-57,,
8:13.0,,,56-57,,Defensive rebound by C. Paul
8:01.0,,,56-57,,B. Griffin misses 2-pt shot from 2 ft
8:01.0,,,56-57,,Offensive rebound by D. Jordan
8:00.0,,,56-59,2,D. Jordan makes 2-pt shot at rim
7:59.0,Memphis full timeout,,56-59,,
7:40.0,,,56-59,,Personal foul by M. Barnes (drawn by C. Lee)
7:33.0,J. Green misses 2-pt shot from 2 ft (block by B. Griffin),,56-59,,
7:31.0,,,56-59,,Defensive rebound by B. Griffin
7:26.0,,,56-61,2,M. Barnes makes 2-pt shot at rim (assist by B. Griffin)
7:06.0,V. Carter misses 3-pt shot from 23 ft,,56-61,,
7:04.0,Offensive rebound by Z. Randolph,,56-61,,
7:01.0,Z. Randolph misses 2-pt shot at rim (block by C. Paul),,56-61,,
6:59.0,,,56-61,,Defensive rebound by D. Jordan
6:56.0,,,56-63,2,B. Griffin makes 2-pt shot at rim
6:38.0,Turnover by Z. Randolph (lost ball),,56-63,,
6:23.0,,,56-63,,B. Griffin misses 2-pt shot from 1 ft (block by V. Carter)
6:23.0,,,56-63,,Offensive rebound by Team
6:16.0,,,56-65,2,C. Paul makes 2-pt shot from 17 ft
5:54.0,Z. Randolph makes 2-pt shot from 3 ft (assist by C. Lee),2,58-65,,
5:42.0,,,58-65,,B. Griffin misses 2-pt shot from 19 ft
5:40.0,,,58-65,,Offensive rebound by D. Jordan
5:37.0,,,58-65,,Shooting foul by V. Carter (drawn by B. Griffin)
5:37.0,,,58-66,1,B. Griffin makes free throw 1 of 2
5:37.0,K. Koufos enters the game for V. Carter,,58-66,,
5:37.0,,,58-67,1,B. Griffin makes free throw 2 of 2
5:17.0,J. Green misses 3-pt shot from 25 ft,,58-67,,
5:15.0,Offensive rebound by Z. Randolph,,58-67,,
5:06.0,,,58-67,,Personal foul by D. Jordan (drawn by Z. Randolph)
5:06.0,,,58-67,,Technical foul by D. Jordan (drawn by Z. Randolph)
5:06.0,C. Lee misses technical free throw,,58-67,,
5:06.0,Offensive rebound by Team,,58-67,,
4:50.0,Z. Randolph misses 2-pt shot from 12 ft,,58-67,,
4:49.0,,,58-67,,Defensive rebound by Team
4:37.0,,,58-69,2,C. Paul makes 2-pt shot from 12 ft (assist by B. Griffin)
4:27.0,Shooting foul by B. Griffin (drawn by Z. Randolph),,58-69,,
4:27.0,Z. Randolph makes free throw 1 of 2,1,59-69,,
4:27.0,N. Calathes enters the game for C. Lee,,59-69,,
4:27.0,Z. Randolph makes free throw 2 of 2,1,60-69,,
4:18.0,,,60-69,,J. Redick misses 2-pt shot from 1 ft
4:17.0,Defensive rebound by Z. Randolph,,60-69,,
4:00.0,Turnover by J. Green (bad pass; steal by M. Barnes),,60-69,,
3:54.0,,,60-69,,Turnover by M. Barnes (lost ball)
3:54.0,,,60-69,,Technical foul by B. Griffin
3:54.0,Technical foul by K. Koufos,,60-69,,
3:35.0,B. Udrih misses 2-pt shot from 13 ft,,60-69,,
3:33.0,,,60-69,,Defensive rebound by C. Paul
3:19.0,,,60-69,,M. Barnes misses 3-pt shot from 24 ft
3:17.0,Defensive rebound by Z. Randolph,,60-69,,
3:17.0,Memphis full timeout,,60-69,,
3:17.0,C. Lee enters the game for B. Udrih,,60-69,,
3:17.0,,,60-69,,J. Crawford enters the game for J. Redick
3:17.0,,,60-69,,G. Davis enters the game for D. Jordan
3:04.0,J. Green misses 2-pt shot from 10 ft,,60-69,,
3:04.0,Offensive rebound by Team,,60-69,,
3:04.0,,,60-69,,Loose ball foul by B. Griffin (drawn by K. Koufos)
3:04.0,K. Koufos misses free throw 1 of 2,,60-69,,
3:04.0,Offensive rebound by Team,,60-69,,
3:04.0,K. Koufos misses free throw 2 of 2,,60-69,,
3:03.0,Offensive rebound by K. Koufos,,60-69,,
2:56.0,,,60-69,,Def 3 sec tech foul by G. Davis
2:56.0,,,60-69,,LA Clippers full timeout
2:56.0,C. Lee makes technical free throw,1,61-69,,
2:45.0,Turnover by C. Lee (bad pass),,61-69,,
2:34.0,,,61-69,,B. Griffin misses 2-pt shot from 1 ft
2:33.0,Defensive rebound by K. Koufos,,61-69,,
2:24.0,K. Koufos misses 2-pt shot from 1 ft,,61-69,,
2:22.0,,,61-69,,Defensive rebound by C. Paul
2:16.0,,,61-69,,C. Paul misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by J. Green,,61-69,,
2:07.0,C. Lee makes 2-pt shot from 21 ft (assist by J. Green),2,63-69,,
1:48.0,,,63-69,,J. Crawford misses 2-pt shot from 17 ft
1:47.0,Defensive rebound by Z. Randolph,,63-69,,
1:36.0,Offensive foul by K. Koufos,,63-69,,
1:36.0,Turnover by K. Koufos (offensive foul),,63-69,,
1:36.0,J. Green enters the game for K. Koufos,,63-69,,
1:36.0,,,63-69,,H. Turkoglu enters the game for M. Barnes
1:36.0,,,63-69,,A. Rivers enters the game for C. Paul
1:20.0,,,63-69,,Turnover by B. Griffin (lost ball; steal by J. Green)
1:12.0,C. Lee makes 3-pt shot from 23 ft (assist by J. Green),3,66-69,,
0:54.0,,,66-69,,G. Davis misses 2-pt shot from 2 ft
0:52.0,Defensive rebound by J. Green,,66-69,,
0:46.0,N. Calathes makes 2-pt shot from 3 ft,2,68-69,,
0:35.0,,,68-69,,Offensive charge foul by G. Davis
0:35.0,,,68-69,,Turnover by G. Davis (offensive foul)
0:19.0,N. Calathes misses 2-pt shot from 3 ft,,68-69,,
0:18.0,,,68-69,,Defensive rebound by B. Griffin
0:05.0,Personal take foul by C. Lee (drawn by J. Crawford),,68-69,,
0:02.0,,,68-69,,A. Rivers misses 3-pt shot from 25 ft
0:00.0,,,68-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,68-72,3,J. Crawford makes 3-pt shot from 25 ft (assist by S. Hawes)
11:18.0,,,68-72,,Personal foul by J. Crawford (drawn by C. Lee)
11:08.0,J. Green misses 2-pt shot from 10 ft,,68-72,,
11:07.0,,,68-72,,Defensive rebound by A. Rivers
11:02.0,Personal foul by J. Green (drawn by S. Hawes),,68-72,,
10:53.0,,,68-72,,G. Davis misses 2-pt shot from 1 ft
10:52.0,Defensive rebound by J. Green,,68-72,,
10:31.0,N. Calathes makes 2-pt shot from 2 ft (assist by Z. Randolph),2,70-72,,
10:05.0,,,70-72,,J. Crawford misses 3-pt shot from 31 ft
10:04.0,Defensive rebound by N. Calathes,,70-72,,
9:49.0,Z. Randolph misses 2-pt shot from 8 ft,,70-72,,
9:48.0,,,70-72,,Defensive rebound by S. Hawes
9:33.0,,,70-72,,Turnover by H. Turkoglu (traveling)
9:33.0,,,70-72,,D. Jordan enters the game for G. Davis
9:20.0,J. Green makes 2-pt shot at rim (assist by N. Calathes),2,72-72,,
9:06.0,,,72-74,2,A. Rivers makes 2-pt shot at rim
8:51.0,N. Calathes misses 3-pt shot from 24 ft,,72-74,,
8:50.0,,,72-74,,Defensive rebound by H. Turkoglu
8:40.0,,,72-74,,Turnover by H. Turkoglu (bad pass; steal by Z. Randolph)
8:29.0,Turnover by Z. Randolph (bad pass; steal by H. Turkoglu),,72-74,,
8:04.0,,,72-74,,J. Crawford misses 2-pt shot from 9 ft
8:03.0,Defensive rebound by Z. Randolph,,72-74,,
8:00.0,Shooting foul by A. Rivers (drawn by Z. Randolph),,72-74,,
8:00.0,Official timeout,,72-74,,
8:00.0,Z. Randolph makes free throw 1 of 2,1,73-74,,
8:00.0,Z. Randolph misses free throw 2 of 2,,73-74,,
7:59.0,Offensive rebound by Z. Randolph,,73-74,,
7:57.0,Z. Randolph makes 2-pt shot from 1 ft,2,75-74,,
7:39.0,,,75-74,,A. Rivers misses 2-pt shot from 4 ft
7:37.0,,,75-74,,Offensive rebound by A. Rivers
7:31.0,,,75-74,,J. Crawford misses 2-pt shot from 7 ft
7:30.0,Defensive rebound by J. Green,,75-74,,
7:11.0,J. Green misses 2-pt shot from 2 ft,,75-74,,
7:10.0,,,75-74,,Defensive rebound by D. Jordan
7:01.0,,,75-74,,H. Turkoglu misses 3-pt shot from 27 ft
7:01.0,,,75-74,,Offensive rebound by D. Jordan
7:01.0,,,75-76,2,D. Jordan makes 2-pt shot from 2 ft
7:01.0,,,75-76,,Shooting foul by Z. Randolph (drawn by D. Jordan)
7:01.0,K. Koufos enters the game for Z. Randolph,,75-76,,
7:01.0,,,75-76,,B. Griffin enters the game for S. Hawes
7:01.0,,,75-76,,C. Paul enters the game for A. Rivers
7:01.0,,,75-76,,J. Redick enters the game for H. Turkoglu
7:01.0,,,75-77,1,D. Jordan makes free throw 1 of 1
6:50.0,Shooting foul by J. Crawford (drawn by J. Green),,75-77,,
6:50.0,J. Green makes free throw 1 of 2,1,76-77,,
6:50.0,J. Green makes free throw 2 of 2,1,77-77,,
6:37.0,,,77-79,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
6:19.0,J. Green makes 2-pt shot from 5 ft (assist by C. Lee),2,79-79,,
6:08.0,Personal block foul by J. Green (drawn by J. Crawford),,79-79,,
6:08.0,,,79-79,,M. Barnes enters the game for J. Crawford
5:59.0,,,79-79,,B. Griffin misses 3-pt shot from 24 ft
5:58.0,Defensive rebound by C. Lee,,79-79,,
5:42.0,J. Green misses 2-pt shot from 8 ft,,79-79,,
5:41.0,Offensive rebound by N. Calathes,,79-79,,
5:39.0,Turnover by N. Calathes (lost ball),,79-79,,
5:39.0,,,79-79,,LA Clippers full timeout
5:21.0,,,79-79,,C. Paul misses 2-pt shot from 18 ft
5:21.0,,,79-79,,Offensive rebound by Team
5:21.0,Loose ball foul by N. Calathes (drawn by B. Griffin),,79-79,,
5:09.0,,,79-82,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
4:52.0,J. Green misses 2-pt shot from 2 ft (block by D. Jordan),,79-82,,
4:50.0,Offensive rebound by J. Green,,79-82,,
4:50.0,J. Green makes 2-pt shot from 1 ft,2,81-82,,
4:26.0,,,81-82,,B. Griffin misses 2-pt shot from 1 ft
4:25.0,,,81-82,,Offensive rebound by M. Barnes
4:21.0,,,81-85,3,C. Paul makes 3-pt shot from 25 ft (assist by M. Barnes)
3:56.0,N. Calathes misses 2-pt shot from 11 ft,,81-85,,
3:55.0,,,81-85,,Defensive rebound by D. Jordan
3:44.0,,,81-87,2,C. Paul makes 2-pt shot from 20 ft
3:34.0,Memphis full timeout,,81-87,,
3:32.0,Z. Randolph enters the game for N. Calathes,,81-87,,
3:32.0,B. Udrih enters the game for J. Green,,81-87,,
3:18.0,Z. Randolph makes 2-pt shot from 3 ft,2,83-87,,
2:58.0,,,83-89,2,B. Griffin makes 2-pt shot from 17 ft (assist by C. Paul)
2:37.0,Z. Randolph misses 2-pt shot from 18 ft,,83-89,,
2:36.0,,,83-89,,Defensive rebound by B. Griffin
