time,Denver,pts.away,score,pts.home,New Orleans
1:09.0,E. Green makes 2-pt shot from 21 ft (assist by W. Barton),2,21-24,,
0:46.0,,,21-24,,D. Cunningham misses 2-pt shot from 5 ft
0:44.0,Defensive rebound by J. Hickson,,21-24,,
0:34.0,W. Barton misses 2-pt shot from 4 ft (block by A. Davis),,21-24,,
0:32.0,,,21-24,,Defensive rebound by N. Cole
0:28.0,,,21-26,2,A. Davis makes 2-pt shot at rim (assist by N. Cole)
0:02.0,K. Faried misses 3-pt shot from 25 ft,,21-26,,
0:01.0,,,21-26,,Defensive rebound by E. Williams
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,J. Hickson makes 2-pt shot from 4 ft (assist by J. Nelson),2,23-26,,
11:17.0,,,23-26,,N. Cole misses 3-pt shot from 25 ft
11:15.0,Defensive rebound by J. Hickson,,23-26,,
11:03.0,J. Nelson makes 3-pt shot from 23 ft (assist by E. Green),3,26-26,,
10:40.0,,,26-26,,E. Williams misses 3-pt shot from 23 ft
10:39.0,Defensive rebound by E. Green,,26-26,,
10:25.0,Shooting foul by E. Williams (drawn by J. Hickson),,26-26,,
10:25.0,J. Hickson misses free throw 1 of 2,,26-26,,
10:25.0,Offensive rebound by Team,,26-26,,
10:25.0,,,26-26,,L. Babbitt enters the game for A. Davis
10:25.0,J. Hickson makes free throw 2 of 2,1,27-26,,
10:09.0,,,27-28,2,D. Cunningham makes 2-pt shot from 21 ft (assist by E. Williams)
9:45.0,E. Green misses 3-pt shot from 26 ft,,27-28,,
9:43.0,,,27-28,,Defensive rebound by D. Cunningham
9:27.0,,,27-30,2,E. Williams makes 2-pt shot from 17 ft
9:22.0,Shooting foul by D. Cunningham (drawn by J. Hickson),,27-30,,
9:22.0,J. Hickson misses free throw 1 of 2,,27-30,,
9:22.0,Offensive rebound by Team,,27-30,,
9:22.0,J. Hickson misses free throw 2 of 2,,27-30,,
9:21.0,,,27-30,,Defensive rebound by J. Withey
9:04.0,,,27-32,2,N. Cole makes 2-pt shot from 17 ft (assist by D. Cunningham)
8:46.0,J. Hickson misses 2-pt shot from 1 ft,,27-32,,
8:44.0,,,27-32,,Defensive rebound by D. Cunningham
8:32.0,,,27-32,,L. Babbitt misses 2-pt shot from 1 ft
8:31.0,Defensive rebound by W. Barton,,27-32,,
8:26.0,W. Barton makes 2-pt shot from 5 ft,2,29-32,,
8:17.0,Personal foul by W. Barton (drawn by J. Withey),,29-32,,
8:17.0,Official timeout,,29-32,,
8:17.0,D. Gallinari enters the game for J. Hickson,,29-32,,
8:06.0,,,29-32,,N. Cole misses 2-pt shot from 4 ft
8:04.0,Defensive rebound by J. Lauvergne,,29-32,,
7:59.0,J. Nelson misses 2-pt shot from 20 ft,,29-32,,
7:57.0,,,29-32,,Defensive rebound by J. Withey
7:47.0,,,29-32,,D. Cunningham misses 2-pt shot from 16 ft
7:44.0,,,29-32,,Offensive rebound by J. Withey
7:31.0,,,29-34,2,N. Cole makes 2-pt shot from 3 ft
7:17.0,Offensive foul by J. Lauvergne,,29-34,,
7:17.0,Turnover by J. Lauvergne (offensive foul),,29-34,,
7:02.0,,,29-34,,N. Cole misses 2-pt shot from 18 ft
7:01.0,Defensive rebound by W. Barton,,29-34,,
6:48.0,D. Gallinari makes 3-pt shot from 27 ft (assist by W. Barton),3,32-34,,
6:21.0,,,32-36,2,D. Cunningham makes 2-pt shot from 2 ft (assist by J. Withey)
6:00.0,W. Barton makes 2-pt shot from 1 ft,2,34-36,,
5:43.0,,,34-38,2,J. Withey makes 2-pt shot from 1 ft (assist by L. Babbitt)
5:28.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by J. Nelson),2,36-38,,
5:28.0,Shooting foul by J. Withey (drawn by J. Lauvergne),,36-38,,
5:28.0,,,36-38,,New Orleans full timeout
5:28.0,,,36-38,,T. Evans enters the game for N. Cole
5:28.0,,,36-38,,Q. Pondexter enters the game for E. Williams
5:28.0,,,36-38,,E. Gordon enters the game for J. Withey
5:28.0,,,36-38,,O. Asik enters the game for L. Babbitt
5:28.0,G. Harris enters the game for E. Green,,36-38,,
5:28.0,J. Lauvergne makes free throw 1 of 1,1,37-38,,
5:05.0,,,37-38,,Turnover by T. Evans (traveling)
5:05.0,J. Nurkic enters the game for J. Lauvergne,,37-38,,
4:52.0,J. Nelson makes 2-pt shot from 1 ft,2,39-38,,
4:37.0,,,39-38,,Offensive foul by D. Cunningham
4:37.0,,,39-38,,Turnover by D. Cunningham (offensive foul)
4:37.0,,,39-38,,A. Davis enters the game for D. Cunningham
4:19.0,D. Gallinari makes 2-pt shot from 21 ft,2,41-38,,
4:00.0,,,41-38,,E. Gordon misses 3-pt shot from 25 ft
3:59.0,Defensive rebound by J. Nelson,,41-38,,
3:48.0,D. Gallinari misses 3-pt shot from 28 ft,,41-38,,
3:46.0,,,41-38,,Defensive rebound by O. Asik
3:35.0,,,41-38,,Turnover by O. Asik (bad pass; steal by G. Harris)
3:34.0,,,41-38,,Personal foul by E. Gordon (drawn by G. Harris)
3:34.0,K. Faried enters the game for G. Harris,,41-38,,
3:34.0,T. Lawson enters the game for W. Barton,,41-38,,
3:34.0,G. Harris enters the game for J. Nelson,,41-38,,
3:24.0,Turnover by D. Gallinari (lost ball),,41-38,,
3:14.0,,,41-40,2,T. Evans makes 2-pt shot from 1 ft
3:06.0,D. Gallinari makes 2-pt shot from 1 ft,2,43-40,,
3:06.0,Shooting foul by Q. Pondexter (drawn by D. Gallinari),,43-40,,
3:06.0,D. Gallinari makes free throw 1 of 1,1,44-40,,
2:58.0,,,44-40,,Shooting foul by G. Harris (drawn by A. Davis)
2:58.0,Denver full timeout,,44-40,,
2:58.0,,,44-41,1,A. Davis makes free throw 1 of 2
2:58.0,,,44-41,,A. Davis misses free throw 2 of 2
2:56.0,Defensive rebound by J. Nurkic,,44-41,,
2:34.0,K. Faried misses 2-pt shot from 3 ft,,44-41,,
2:33.0,,,44-41,,Defensive rebound by O. Asik
2:25.0,,,44-41,,Turnover by T. Evans (bad pass)
2:12.0,D. Gallinari makes 2-pt shot from 14 ft,2,46-41,,
1:54.0,,,46-43,2,T. Evans makes 2-pt shot from 1 ft (assist by A. Davis)
1:54.0,,,46-43,,Shooting foul by G. Harris (drawn by T. Evans)
1:54.0,,,46-43,,T. Evans misses free throw 1 of 1
1:52.0,Defensive rebound by J. Nurkic,,46-43,,
1:40.0,J. Nurkic makes 2-pt shot from 2 ft (assist by T. Lawson),2,48-43,,
1:18.0,,,48-43,,A. Davis misses 3-pt shot from 22 ft
1:16.0,,,48-43,,Offensive rebound by E. Gordon
1:13.0,,,48-45,2,O. Asik makes 2-pt shot from 2 ft (assist by A. Davis)
1:13.0,,,48-45,,Shooting foul by J. Nurkic (drawn by O. Asik)
1:13.0,W. Barton enters the game for G. Harris,,48-45,,
1:13.0,,,48-45,,D. Cunningham enters the game for Q. Pondexter
1:13.0,,,48-45,,O. Asik misses free throw 1 of 1
1:12.0,Defensive rebound by J. Nurkic,,48-45,,
0:59.0,T. Lawson makes 2-pt shot from 1 ft,2,50-45,,
0:47.0,,,50-45,,T. Evans misses 2-pt shot from 2 ft
0:46.0,,,50-45,,Offensive rebound by O. Asik
0:37.0,,,50-45,,E. Gordon misses 3-pt shot from 27 ft
0:35.0,Defensive rebound by K. Faried,,50-45,,
0:29.0,T. Lawson misses 3-pt shot from 24 ft (block by E. Gordon),,50-45,,
0:28.0,,,50-45,,Defensive rebound by T. Evans
0:03.0,,,50-47,2,T. Evans makes 2-pt shot from 21 ft
0:00.0,T. Lawson misses 3-pt shot from 42 ft,,50-47,,
0:00.0,Offensive rebound by Team,,50-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,50-47,,Personal foul by Q. Pondexter (drawn by D. Gallinari)
11:43.0,K. Faried misses 2-pt shot from 6 ft,,50-47,,
11:42.0,,,50-47,,Defensive rebound by O. Asik
11:28.0,,,50-47,,Turnover by A. Davis (bad pass)
11:16.0,J. Nurkic misses 2-pt shot from 4 ft,,50-47,,
11:15.0,Offensive rebound by J. Nurkic,,50-47,,
11:13.0,J. Nurkic misses 2-pt shot from 1 ft (block by A. Davis),,50-47,,
11:12.0,Offensive rebound by J. Nurkic,,50-47,,
11:09.0,Turnover by J. Nurkic (lost ball; steal by A. Davis),,50-47,,
11:08.0,,,50-47,,Shooting foul by D. Gallinari (drawn by Q. Pondexter)
11:08.0,Denver full timeout,,50-47,,
11:08.0,W. Barton enters the game for J. Nurkic,,50-47,,
11:08.0,,,50-47,,Q. Pondexter misses free throw 1 of 2
11:08.0,,,50-47,,Offensive rebound by Team
11:08.0,,,50-48,1,Q. Pondexter makes free throw 2 of 2
10:54.0,D. Gallinari misses 2-pt shot from 1 ft (block by A. Davis),,50-48,,
10:53.0,,,50-48,,Defensive rebound by O. Asik
10:36.0,,,50-48,,T. Evans misses 2-pt shot from 2 ft
10:35.0,,,50-48,,Offensive rebound by O. Asik
10:31.0,,,50-50,2,A. Davis makes 2-pt shot from 17 ft (assist by O. Asik)
10:20.0,G. Harris misses 3-pt shot from 25 ft,,50-50,,
10:19.0,,,50-50,,Defensive rebound by Q. Pondexter
10:13.0,,,50-52,2,A. Davis makes 2-pt shot at rim (assist by Q. Pondexter)
10:00.0,T. Lawson makes 2-pt shot from 2 ft,2,52-52,,
9:42.0,,,52-52,,E. Gordon misses 2-pt shot from 1 ft
9:42.0,,,52-52,,Offensive rebound by O. Asik
9:42.0,,,52-52,,Shooting foul by K. Faried (drawn by O. Asik)
9:42.0,,,52-52,,O. Asik misses free throw 1 of 2
9:42.0,,,52-52,,Offensive rebound by Team
9:42.0,,,52-53,1,O. Asik makes free throw 2 of 2
9:27.0,T. Lawson misses 2-pt shot from 19 ft,,52-53,,
9:25.0,,,52-53,,Defensive rebound by T. Evans
9:15.0,,,52-53,,E. Gordon misses 2-pt shot from 13 ft
9:14.0,Defensive rebound by G. Harris,,52-53,,
9:05.0,D. Gallinari misses 3-pt shot from 24 ft,,52-53,,
9:04.0,,,52-53,,Defensive rebound by A. Davis
8:59.0,,,52-55,2,O. Asik makes 2-pt shot at rim (assist by A. Davis)
8:35.0,D. Gallinari misses 2-pt shot from 14 ft,,52-55,,
8:34.0,,,52-55,,Defensive rebound by Team
8:14.0,,,52-57,2,O. Asik makes 2-pt shot from 2 ft (assist by Q. Pondexter)
8:05.0,Turnover by W. Barton (back court),,52-57,,
8:05.0,Denver full timeout,,52-57,,
7:51.0,Personal foul by D. Gallinari (drawn by A. Davis),,52-57,,
7:51.0,J. Nurkic enters the game for D. Gallinari,,52-57,,
7:51.0,J. Hickson enters the game for G. Harris,,52-57,,
7:39.0,,,52-57,,E. Gordon misses 2-pt shot from 11 ft
7:36.0,Defensive rebound by T. Lawson,,52-57,,
7:32.0,W. Barton misses 2-pt shot from 7 ft (block by A. Davis),,52-57,,
7:31.0,,,52-57,,Defensive rebound by A. Davis
7:31.0,Personal foul by W. Barton (drawn by A. Davis),,52-57,,
7:20.0,,,52-60,3,Q. Pondexter makes 3-pt shot from 22 ft (assist by A. Davis)
6:59.0,J. Nurkic misses 2-pt shot from 1 ft (block by Q. Pondexter),,52-60,,
6:57.0,Offensive rebound by J. Hickson,,52-60,,
6:55.0,J. Hickson misses 2-pt shot from 1 ft,,52-60,,
6:54.0,,,52-60,,Defensive rebound by A. Davis
6:45.0,,,52-60,,T. Evans misses 2-pt shot from 1 ft
6:44.0,,,52-60,,Offensive rebound by O. Asik
6:44.0,,,52-62,2,O. Asik makes 2-pt shot at rim
6:27.0,W. Barton makes 3-pt shot from 24 ft (assist by T. Lawson),3,55-62,,
6:07.0,,,55-62,,A. Davis misses 2-pt shot from 21 ft
6:06.0,Defensive rebound by J. Nurkic,,55-62,,
5:58.0,Shooting foul by Q. Pondexter (drawn by K. Faried),,55-62,,
5:58.0,K. Faried makes free throw 1 of 2,1,56-62,,
5:58.0,K. Faried makes free throw 2 of 2,1,57-62,,
5:45.0,,,57-62,,A. Davis misses 2-pt shot from 7 ft
5:44.0,Defensive rebound by J. Hickson,,57-62,,
5:36.0,T. Lawson misses 2-pt shot from 10 ft,,57-62,,
5:34.0,,,57-62,,Defensive rebound by A. Davis
5:28.0,,,57-65,3,E. Gordon makes 3-pt shot from 24 ft (assist by T. Evans)
5:09.0,Shooting foul by Q. Pondexter (drawn by K. Faried),,57-65,,
5:09.0,K. Faried makes free throw 1 of 2,1,58-65,,
5:09.0,,,58-65,,D. Cunningham enters the game for Q. Pondexter
5:09.0,K. Faried makes free throw 2 of 2,1,59-65,,
4:55.0,,,59-65,,Turnover by T. Evans (bad pass; steal by J. Nurkic)
4:47.0,W. Barton makes 3-pt shot from 26 ft (assist by T. Lawson),3,62-65,,
4:24.0,,,62-65,,A. Davis misses 2-pt shot from 2 ft
4:23.0,Defensive rebound by J. Hickson,,62-65,,
4:19.0,,,62-65,,Personal foul by E. Gordon (drawn by T. Lawson)
4:19.0,,,62-65,,A. Ajinca enters the game for O. Asik
4:06.0,J. Hickson makes 2-pt shot from 2 ft (assist by W. Barton),2,64-65,,
3:47.0,,,64-65,,E. Gordon misses 3-pt shot from 25 ft
3:46.0,Defensive rebound by J. Hickson,,64-65,,
3:31.0,W. Barton misses 3-pt shot from 26 ft,,64-65,,
3:31.0,,,64-65,,Defensive rebound by T. Evans
3:27.0,,,64-67,2,T. Evans makes 2-pt shot from 2 ft
3:27.0,,,64-67,,Shooting foul by W. Barton (drawn by T. Evans)
3:27.0,,,64-68,1,T. Evans makes free throw 1 of 1
3:13.0,J. Nurkic misses 2-pt shot from 3 ft (block by A. Davis),,64-68,,
3:12.0,Offensive rebound by J. Hickson,,64-68,,
3:12.0,Shooting foul by E. Gordon (drawn by J. Hickson),,64-68,,
3:12.0,J. Hickson makes free throw 1 of 2,1,65-68,,
3:12.0,J. Hickson misses free throw 2 of 2,,65-68,,
3:10.0,Offensive rebound by K. Faried,,65-68,,
3:07.0,K. Faried misses 2-pt shot from 2 ft,,65-68,,
3:05.0,,,65-68,,Defensive rebound by E. Gordon
3:05.0,Loose ball foul by J. Nurkic (drawn by E. Gordon),,65-68,,
3:05.0,,,65-69,1,E. Gordon makes free throw 1 of 2
3:05.0,J. Nelson enters the game for K. Faried,,65-69,,
3:05.0,,,65-70,1,E. Gordon makes free throw 2 of 2
2:47.0,T. Lawson makes 2-pt shot from 1 ft,2,67-70,,
2:24.0,,,67-72,2,T. Evans makes 2-pt shot from 3 ft (assist by A. Davis)
2:20.0,Shooting foul by A. Davis (drawn by J. Hickson),,67-72,,
2:20.0,,,67-72,,New Orleans full timeout
2:20.0,,,67-72,,N. Cole enters the game for E. Gordon
2:20.0,J. Hickson makes free throw 1 of 2,1,68-72,,
2:20.0,J. Hickson makes free throw 2 of 2,1,69-72,,
2:07.0,,,69-74,2,A. Davis makes 2-pt shot from 17 ft (assist by T. Evans)
1:49.0,J. Nurkic misses 2-pt shot from 3 ft (block by A. Davis),,69-74,,
1:47.0,Offensive rebound by T. Lawson,,69-74,,
1:41.0,Turnover by J. Nelson (traveling),,69-74,,
1:25.0,,,69-74,,Shooting foul by J. Nurkic (drawn by A. Davis)
1:25.0,,,69-74,,A. Davis misses free throw 1 of 2
1:25.0,,,69-74,,Offensive rebound by Team
1:25.0,,,69-75,1,A. Davis makes free throw 2 of 2
1:09.0,T. Lawson makes 2-pt shot from 2 ft,2,71-75,,
0:49.0,,,71-77,2,A. Davis makes 2-pt shot from 18 ft (assist by T. Evans)
0:38.0,J. Nelson misses 3-pt shot from 26 ft,,71-77,,
0:36.0,,,71-77,,Defensive rebound by A. Davis
0:15.0,,,71-77,,N. Cole misses 2-pt shot from 11 ft
0:13.0,Defensive rebound by J. Nurkic,,71-77,,
0:00.0,J. Nelson misses 2-pt shot from 19 ft,,71-77,,
0:00.0,Offensive rebound by Team,,71-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,71-77,,E. Williams misses 3-pt shot from 24 ft
11:37.0,Defensive rebound by W. Barton,,71-77,,
11:26.0,W. Barton makes 2-pt shot from 2 ft (assist by J. Nelson),2,73-77,,
11:06.0,,,73-77,,A. Davis misses 2-pt shot from 9 ft
11:05.0,Defensive rebound by W. Barton,,73-77,,
10:52.0,W. Barton misses 2-pt shot from 1 ft (block by A. Ajinca),,73-77,,
10:47.0,,,73-77,,Defensive rebound by N. Cole
10:46.0,,,73-77,,D. Cunningham misses 2-pt shot from 20 ft
10:45.0,,,73-77,,Offensive rebound by A. Davis
10:44.0,,,73-77,,A. Davis misses 2-pt shot from 1 ft
10:43.0,,,73-77,,Offensive rebound by A. Davis
10:42.0,,,73-79,2,A. Davis makes 2-pt shot from 2 ft
10:16.0,J. Nelson makes 3-pt shot from 27 ft,3,76-79,,
9:54.0,,,76-81,2,A. Ajinca makes 2-pt shot from 12 ft
9:36.0,J. Hickson misses 2-pt shot from 2 ft (block by A. Davis),,76-81,,
9:34.0,,,76-81,,Defensive rebound by A. Davis
9:23.0,,,76-81,,Turnover by N. Cole (bad pass; steal by W. Barton)
9:19.0,W. Barton makes 2-pt shot from 2 ft,2,78-81,,
8:56.0,,,78-83,2,A. Davis makes 2-pt shot from 15 ft (assist by N. Cole)
8:46.0,T. Lawson makes 2-pt shot from 2 ft,2,80-83,,
8:33.0,,,80-83,,Turnover by A. Ajinca (lost ball)
8:33.0,Official timeout,,80-83,,
8:33.0,,,80-83,,L. Babbitt enters the game for A. Davis
8:33.0,K. Faried enters the game for J. Hickson,,80-83,,
8:19.0,,,80-83,,Personal foul by D. Cunningham (drawn by D. Gallinari)
8:08.0,Jump ball: D. Cunningham vs. K. Faried,,,,Jump ball: D. Cunningham vs. K. Faried
8:02.0,T. Lawson misses 3-pt shot from 25 ft,,80-83,,
8:01.0,,,80-83,,Defensive rebound by A. Ajinca
7:38.0,,,80-85,2,D. Cunningham makes 2-pt shot from 21 ft (assist by A. Ajinca)
7:25.0,T. Lawson makes 2-pt shot from 1 ft,2,82-85,,
7:11.0,,,82-85,,Shooting foul by K. Faried (drawn by A. Ajinca)
7:11.0,,,82-86,1,A. Ajinca makes free throw 1 of 2
7:11.0,,,82-86,,E. Gordon enters the game for E. Williams
7:11.0,,,82-87,1,A. Ajinca makes free throw 2 of 2
6:57.0,D. Gallinari misses 3-pt shot from 24 ft,,82-87,,
6:53.0,Offensive rebound by J. Nelson,,82-87,,
6:47.0,J. Nelson makes 3-pt shot from 23 ft,3,85-87,,
6:29.0,,,85-87,,E. Gordon misses 3-pt shot from 23 ft
6:28.0,Defensive rebound by D. Gallinari,,85-87,,
6:20.0,J. Nelson misses 3-pt shot from 25 ft,,85-87,,
6:18.0,,,85-87,,Defensive rebound by E. Gordon
6:12.0,,,85-87,,Turnover by L. Babbitt (bad pass)
6:12.0,,,85-87,,T. Evans enters the game for N. Cole
6:12.0,,,85-87,,A. Davis enters the game for L. Babbitt
6:03.0,,,85-87,,Personal foul by E. Gordon (drawn by T. Lawson)
6:03.0,,,85-87,,O. Asik enters the game for A. Ajinca
5:47.0,W. Barton makes 2-pt shot from 6 ft (assist by J. Nelson),2,87-87,,
5:37.0,,,87-87,,Turnover by T. Evans (bad pass; steal by T. Lawson)
5:34.0,T. Lawson makes 2-pt shot from 2 ft,2,89-87,,
5:34.0,,,89-87,,New Orleans full timeout
5:12.0,,,89-87,,E. Gordon misses 2-pt shot from 16 ft
5:11.0,,,89-87,,Offensive rebound by O. Asik
5:11.0,,,89-87,,O. Asik misses 2-pt shot from 2 ft
5:10.0,Defensive rebound by K. Faried,,89-87,,
4:50.0,K. Faried makes 2-pt shot from 2 ft (assist by T. Lawson),2,91-87,,
4:28.0,,,91-89,2,D. Cunningham makes 2-pt shot from 3 ft (assist by T. Evans)
4:11.0,D. Gallinari misses 3-pt shot from 26 ft,,91-89,,
4:10.0,,,91-89,,Defensive rebound by D. Cunningham
3:59.0,,,91-89,,T. Evans misses 2-pt shot from 9 ft
3:58.0,Defensive rebound by W. Barton,,91-89,,
3:49.0,W. Barton makes 2-pt shot from 5 ft,2,93-89,,
3:30.0,Personal foul by K. Faried (drawn by A. Davis),,93-89,,
3:30.0,,,93-89,,N. Cole enters the game for O. Asik
3:20.0,,,93-89,,Turnover by A. Davis (bad pass; steal by W. Barton)
3:20.0,,,93-89,,Personal foul by T. Evans (drawn by W. Barton)
3:06.0,J. Nelson misses 2-pt shot from 3 ft (block by T. Evans),,93-89,,
3:05.0,,,93-89,,Defensive rebound by A. Davis
2:53.0,,,93-92,3,T. Evans makes 3-pt shot from 24 ft (assist by N. Cole)
2:29.0,T. Lawson misses 2-pt shot from 9 ft,,93-92,,
2:27.0,,,93-92,,Defensive rebound by A. Davis
