time,San Antonio,pts.away,score,pts.home,Memphis
1:21.0,Offensive rebound by M. Ginobili,,103-95,,
1:21.0,,,103-95,,Personal foul by M. Conley (drawn by M. Ginobili)
1:04.0,C. Joseph misses 2-pt shot from 1 ft,,103-95,,
1:01.0,,,103-95,,Defensive rebound by M. Gasol
0:57.0,,,103-95,,Shooting foul by D. Green (drawn by M. Conley)
0:57.0,,,103-96,1,M. Conley makes free throw 1 of 2
0:57.0,,,103-97,1,M. Conley makes free throw 2 of 2
0:36.0,M. Ginobili misses 2-pt shot at rim,,103-97,,
0:34.0,,,103-97,,Defensive rebound by C. Lee
0:28.0,,,103-97,,M. Conley misses 3-pt shot from 25 ft
0:26.0,,,103-97,,Offensive rebound by Team
0:26.0,,,103-97,,Memphis full timeout
0:26.0,,,103-97,,V. Carter enters the game for T. Allen
0:21.0,,,103-99,2,M. Gasol makes 2-pt shot at rim
0:18.0,,,103-99,,Personal take foul by C. Lee (drawn by M. Ginobili)
0:18.0,M. Ginobili makes free throw 1 of 2,1,104-99,,
0:18.0,,,104-99,,Z. Randolph enters the game for V. Carter
0:18.0,M. Bonner enters the game for D. Green,,104-99,,
0:18.0,M. Ginobili makes free throw 2 of 2,1,105-99,,
0:10.0,,,105-101,2,C. Lee makes 2-pt shot at rim (assist by M. Conley)
0:10.0,,,105-101,,Personal take foul by C. Lee (drawn by C. Joseph)
0:10.0,,,105-101,,V. Carter enters the game for C. Lee
0:10.0,C. Joseph makes free throw 1 of 2,1,106-101,,
0:10.0,C. Joseph makes free throw 2 of 2,1,107-101,,
0:10.0,,,107-101,,Memphis full timeout
0:10.0,D. Green enters the game for M. Bonner,,107-101,,
0:06.0,,,107-101,,V. Carter misses 3-pt shot from 28 ft
0:05.0,Defensive rebound by K. Leonard,,107-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
