time,Utah,pts.away,score,pts.home,Houston
2:04.0,,,18-25,1,J. Harden makes free throw 1 of 2
2:04.0,B. Cotton enters the game for T. Burke,,18-25,,
2:04.0,,,18-26,1,J. Harden makes free throw 2 of 2
1:47.0,E. Millsap misses 3-pt shot from 25 ft,,18-26,,
1:46.0,,,18-26,,Defensive rebound by C. Capela
1:39.0,,,18-26,,J. Harden misses 3-pt shot from 27 ft
1:37.0,Defensive rebound by D. Favors,,18-26,,
1:27.0,Turnover by D. Favors (bad pass; steal by J. Smith),,18-26,,
1:18.0,,,18-29,3,J. Smith makes 3-pt shot from 26 ft (assist by P. Prigioni)
1:03.0,D. Favors makes 2-pt shot from 14 ft (assist by B. Cotton),2,20-29,,
0:48.0,,,20-31,2,J. Smith makes 2-pt shot from 14 ft (assist by C. Brewer)
0:26.0,C. Johnson misses 2-pt shot from 5 ft (block by C. Capela),,20-31,,
0:25.0,Offensive rebound by Team,,20-31,,
0:24.0,Turnover by Team (shot clock),,20-31,,
0:24.0,,,20-31,,J. Terry enters the game for C. Capela
0:24.0,R. Gobert enters the game for D. Favors,,20-31,,
0:00.0,,,20-31,,J. Harden misses 3-pt shot from 25 ft
0:00.0,,,20-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,B. Cotton makes 2-pt shot from 12 ft,2,22-31,,
11:23.0,,,22-31,,C. Brewer misses 2-pt shot from 23 ft
11:22.0,Defensive rebound by J. Ingles,,22-31,,
11:14.0,Turnover by C. Johnson (step out of bounds),,22-31,,
10:59.0,,,22-31,,J. Smith misses 3-pt shot from 24 ft
10:59.0,Defensive rebound by R. Gobert,,22-31,,
10:48.0,B. Cotton misses 2-pt shot from 8 ft (block by J. Smith),,22-31,,
10:47.0,,,22-31,,Defensive rebound by P. Prigioni
10:40.0,,,22-31,,T. Ariza misses 3-pt shot from 25 ft
10:39.0,Defensive rebound by J. Ingles,,22-31,,
10:21.0,J. Ingles misses 3-pt shot from 24 ft,,22-31,,
10:20.0,,,22-31,,Defensive rebound by J. Smith
9:59.0,,,22-31,,J. Smith misses 2-pt shot from 10 ft
9:58.0,,,22-31,,Offensive rebound by P. Prigioni
9:37.0,,,22-34,3,J. Smith makes 3-pt shot from 22 ft (assist by P. Prigioni)
9:25.0,B. Cotton misses 3-pt shot from 24 ft,,22-34,,
9:24.0,Offensive rebound by R. Gobert,,22-34,,
9:24.0,R. Gobert misses 2-pt shot at rim,,22-34,,
9:22.0,,,22-34,,Defensive rebound by C. Brewer
9:15.0,,,22-34,,Shooting foul by J. Ingles (drawn by D. Howard)
9:15.0,,,22-35,1,D. Howard makes free throw 1 of 2
9:15.0,,,22-35,,D. Howard misses free throw 2 of 2
9:15.0,Defensive rebound by R. Gobert,,22-35,,
9:02.0,Turnover by J. Ingles (bad pass; steal by T. Ariza),,22-35,,
8:58.0,,,22-37,2,C. Brewer makes 2-pt shot from 3 ft (assist by T. Ariza)
8:58.0,Utah full timeout,,22-37,,
8:58.0,R. Hood enters the game for E. Millsap,,22-37,,
8:39.0,R. Hood misses 2-pt shot from 9 ft,,22-37,,
8:36.0,,,22-37,,Defensive rebound by P. Prigioni
8:14.0,,,22-37,,T. Ariza misses 3-pt shot from 23 ft
8:14.0,,,22-37,,Offensive rebound by Team
8:14.0,,,22-37,,Turnover by Team (shot clock)
7:58.0,R. Hood misses 2-pt shot from 10 ft,,22-37,,
7:56.0,,,22-37,,Defensive rebound by D. Howard
7:51.0,,,22-37,,C. Brewer misses 2-pt shot from 2 ft
7:50.0,,,22-37,,Offensive rebound by T. Ariza
7:47.0,,,22-37,,T. Ariza misses 2-pt shot from 1 ft (block by R. Hood)
7:45.0,Defensive rebound by B. Cotton,,22-37,,
7:41.0,B. Cotton makes 2-pt shot from 3 ft,2,24-37,,
7:26.0,,,24-37,,J. Smith misses 2-pt shot from 9 ft
7:25.0,,,24-37,,Offensive rebound by D. Howard
7:22.0,,,24-39,2,D. Howard makes 2-pt shot from 1 ft
7:12.0,B. Cotton misses 2-pt shot from 10 ft,,24-39,,
7:09.0,,,24-39,,Defensive rebound by P. Prigioni
7:09.0,Personal foul by B. Cotton (drawn by P. Prigioni),,24-39,,
7:09.0,,,24-39,,C. Capela enters the game for D. Howard
7:09.0,J. Cooley enters the game for R. Gobert,,24-39,,
6:57.0,,,24-39,,C. Brewer misses 3-pt shot from 22 ft
6:56.0,Defensive rebound by R. Hood,,24-39,,
6:47.0,Turnover by R. Hood (bad pass; steal by P. Prigioni),,24-39,,
6:40.0,,,24-41,2,C. Brewer makes 2-pt shot from 2 ft (assist by T. Ariza)
6:16.0,J. Ingles misses 3-pt shot from 25 ft,,24-41,,
6:14.0,,,24-41,,Defensive rebound by C. Brewer
6:08.0,,,24-44,3,J. Smith makes 3-pt shot from 24 ft (assist by C. Brewer)
5:42.0,R. Hood misses 2-pt shot from 2 ft,,24-44,,
5:39.0,Offensive rebound by J. Cooley,,24-44,,
5:38.0,J. Cooley misses 2-pt shot from 2 ft,,24-44,,
5:37.0,,,24-44,,Defensive rebound by C. Brewer
5:30.0,,,24-44,,T. Ariza misses 3-pt shot from 22 ft
5:29.0,Defensive rebound by B. Cotton,,24-44,,
5:21.0,B. Cotton misses 2-pt shot from 10 ft,,24-44,,
5:19.0,Offensive rebound by J. Cooley,,24-44,,
5:19.0,J. Cooley makes 2-pt shot at rim,2,26-44,,
5:05.0,,,26-44,,Shooting foul by J. Cooley (drawn by J. Smith)
5:05.0,,,26-44,,Houston full timeout
5:05.0,,,26-44,,T. Jones enters the game for T. Ariza
5:05.0,,,26-44,,J. Harden enters the game for C. Capela
5:05.0,,,26-44,,J. Terry enters the game for P. Prigioni
5:05.0,T. Burke enters the game for J. Ingles,,26-44,,
5:05.0,D. Exum enters the game for C. Johnson,,26-44,,
5:05.0,J. Evans enters the game for B. Cotton,,26-44,,
5:05.0,,,26-44,,J. Smith misses free throw 1 of 2
5:05.0,,,26-44,,Offensive rebound by Team
5:05.0,,,26-45,1,J. Smith makes free throw 2 of 2
4:44.0,R. Hood misses 2-pt shot from 7 ft (block by C. Brewer),,26-45,,
4:44.0,Offensive rebound by Team,,26-45,,
4:42.0,J. Cooley misses 2-pt shot from 20 ft (block by J. Smith),,26-45,,
4:42.0,Offensive rebound by Team,,26-45,,
4:40.0,J. Evans misses 2-pt shot from 2 ft,,26-45,,
4:38.0,Offensive rebound by J. Evans,,26-45,,
4:38.0,J. Evans makes 2-pt shot from 1 ft,2,28-45,,
4:25.0,,,28-45,,Turnover by T. Jones (offensive goaltending)
4:12.0,T. Burke misses 3-pt shot from 24 ft,,28-45,,
4:11.0,,,28-45,,Defensive rebound by J. Harden
4:05.0,,,28-45,,Turnover by J. Smith (bad pass; steal by T. Burke)
4:00.0,T. Burke misses 2-pt shot from 7 ft (block by J. Harden),,28-45,,
3:58.0,,,28-45,,Defensive rebound by J. Terry
3:56.0,,,28-45,,Shooting foul by R. Hood (drawn by C. Brewer)
3:56.0,,,28-46,1,C. Brewer makes free throw 1 of 2
3:56.0,C. Johnson enters the game for R. Hood,,28-46,,
3:56.0,R. Gobert enters the game for J. Cooley,,28-46,,
3:56.0,,,28-47,1,C. Brewer makes free throw 2 of 2
3:40.0,D. Exum makes 2-pt shot from 16 ft,2,30-47,,
3:29.0,,,30-50,3,T. Jones makes 3-pt shot from 25 ft (assist by J. Smith)
3:07.0,J. Evans misses 3-pt shot from 25 ft,,30-50,,
3:06.0,,,30-50,,Defensive rebound by J. Harden
3:00.0,,,30-53,3,J. Harden makes 3-pt shot from 25 ft
2:54.0,Turnover by R. Gobert (bad pass; steal by C. Brewer),,30-53,,
2:50.0,,,30-53,,C. Brewer misses 2-pt shot from 4 ft
2:50.0,Defensive rebound by T. Burke,,30-53,,
2:46.0,C. Johnson misses 3-pt shot from 24 ft (block by T. Jones),,30-53,,
2:44.0,Offensive rebound by J. Evans,,30-53,,
2:43.0,J. Evans misses 2-pt shot at rim (block by J. Smith),,30-53,,
2:41.0,,,30-53,,Defensive rebound by J. Harden
2:41.0,,,30-55,2,C. Brewer makes 2-pt shot at rim (assist by J. Harden)
2:41.0,Utah full timeout,,30-55,,
2:41.0,,,30-55,,Houston full timeout
2:41.0,,,30-55,,D. Howard enters the game for J. Smith
2:24.0,T. Burke misses 3-pt shot from 23 ft,,30-55,,
2:23.0,,,30-55,,Defensive rebound by J. Harden
2:19.0,,,30-57,2,T. Jones makes 2-pt shot at rim (assist by J. Harden)
2:06.0,C. Johnson misses 3-pt shot from 23 ft,,30-57,,
2:05.0,,,30-57,,Defensive rebound by J. Terry
2:01.0,,,30-59,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Terry)
1:46.0,Turnover by D. Exum (bad pass),,30-59,,
1:31.0,,,30-62,3,J. Terry makes 3-pt shot from 22 ft (assist by J. Harden)
1:18.0,T. Burke misses 2-pt shot from 8 ft,,30-62,,
1:17.0,,,30-62,,Defensive rebound by Team
1:17.0,E. Millsap enters the game for D. Exum,,30-62,,
1:03.0,,,30-62,,Turnover by J. Harden (bad pass; steal by J. Evans)
0:59.0,E. Millsap makes 2-pt shot at rim (assist by T. Burke),2,32-62,,
0:50.0,,,32-62,,Turnover by D. Howard (bad pass; steal by T. Burke)
0:45.0,C. Johnson makes 2-pt shot from 3 ft (assist by E. Millsap),2,34-62,,
0:28.0,,,34-62,,J. Harden misses 2-pt shot from 8 ft (block by R. Gobert)
0:26.0,Defensive rebound by E. Millsap,,34-62,,
0:23.0,Shooting foul by T. Jones (drawn by J. Evans),,34-62,,
0:23.0,J. Evans misses free throw 1 of 2,,34-62,,
0:23.0,Offensive rebound by Team,,34-62,,
0:23.0,J. Evans makes free throw 2 of 2,1,35-62,,
0:01.0,,,35-65,3,J. Harden makes 3-pt shot from 24 ft
0:01.0,Turnover by R. Gobert (bad pass; steal by C. Brewer),,35-65,,
0:00.0,,,35-65,,C. Brewer misses 2-pt shot from 13 ft
0:00.0,,,35-65,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,J. Evans misses 2-pt shot from 19 ft,,35-65,,
11:39.0,,,35-65,,Defensive rebound by D. Howard
11:21.0,,,35-65,,J. Harden misses 3-pt shot from 25 ft
11:20.0,Defensive rebound by R. Gobert,,35-65,,
11:11.0,R. Gobert makes 2-pt shot at rim (assist by J. Ingles),2,37-65,,
10:48.0,,,37-65,,T. Ariza misses 3-pt shot from 25 ft
10:47.0,Defensive rebound by D. Exum,,37-65,,
10:37.0,J. Evans misses 2-pt shot from 19 ft,,37-65,,
10:36.0,,,37-65,,Defensive rebound by T. Ariza
10:20.0,,,37-65,,Turnover by J. Harden (bad pass; steal by J. Ingles)
10:17.0,R. Hood makes 2-pt shot at rim (assist by J. Ingles),2,39-65,,
9:54.0,,,39-68,3,J. Terry makes 3-pt shot from 22 ft (assist by T. Ariza)
9:36.0,Shooting foul by T. Jones (drawn by R. Gobert),,39-68,,
9:36.0,R. Gobert makes free throw 1 of 2,1,40-68,,
9:36.0,R. Gobert makes free throw 2 of 2,1,41-68,,
9:28.0,,,41-68,,Turnover by J. Harden (bad pass)
9:18.0,Turnover by D. Exum (bad pass; steal by J. Harden),,41-68,,
9:16.0,,,41-68,,Turnover by J. Harden (bad pass)
9:04.0,D. Exum misses 2-pt shot from 17 ft,,41-68,,
9:02.0,,,41-68,,Defensive rebound by J. Harden
8:53.0,,,41-70,2,D. Howard makes 2-pt shot from 3 ft (assist by T. Jones)
8:35.0,J. Ingles misses 3-pt shot from 24 ft,,41-70,,
8:34.0,,,41-70,,Defensive rebound by D. Howard
8:18.0,,,41-72,2,T. Jones makes 2-pt shot from 2 ft (assist by J. Harden)
7:58.0,R. Hood makes 3-pt shot from 24 ft (assist by J. Evans),3,44-72,,
7:43.0,,,44-72,,Shooting foul by J. Evans (drawn by D. Howard)
7:43.0,,,44-73,1,D. Howard makes free throw 1 of 2
7:43.0,T. Burke enters the game for D. Exum,,44-73,,
7:43.0,G. Jerrett enters the game for J. Evans,,44-73,,
7:43.0,,,44-73,,D. Howard misses free throw 2 of 2
7:43.0,Defensive rebound by R. Gobert,,44-73,,
7:21.0,J. Ingles misses 2-pt shot from 5 ft,,44-73,,
7:20.0,Offensive rebound by R. Gobert,,44-73,,
7:20.0,R. Gobert makes 2-pt shot at rim,2,46-73,,
7:10.0,,,46-73,,Shooting foul by J. Ingles (drawn by T. Ariza)
7:10.0,,,46-73,,T. Ariza misses free throw 1 of 2
7:10.0,,,46-73,,Offensive rebound by Team
7:10.0,,,46-74,1,T. Ariza makes free throw 2 of 2
6:48.0,Turnover by J. Ingles (bad pass; steal by J. Terry),,46-74,,
6:41.0,,,46-76,2,T. Jones makes 2-pt shot from 2 ft
6:19.0,R. Gobert misses 2-pt shot from 4 ft (block by T. Jones),,46-76,,
6:18.0,,,46-76,,Defensive rebound by J. Harden
6:14.0,,,46-79,3,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden)
5:54.0,J. Ingles misses 2-pt shot from 21 ft,,46-79,,
5:53.0,,,46-79,,Defensive rebound by J. Harden
5:43.0,,,46-81,2,D. Howard makes 2-pt shot at rim (assist by T. Jones)
5:43.0,Utah full timeout,,46-81,,
5:43.0,E. Millsap enters the game for J. Ingles,,46-81,,
5:24.0,R. Hood misses 3-pt shot from 25 ft,,46-81,,
5:22.0,Offensive rebound by Team,,46-81,,
5:09.0,T. Burke misses 3-pt shot from 27 ft,,46-81,,
5:09.0,,,46-81,,Defensive rebound by D. Howard
4:54.0,,,46-81,,Turnover by J. Harden (bad pass; steal by R. Hood)
4:54.0,,,46-81,,Loose ball foul by J. Harden (drawn by R. Hood)
4:39.0,T. Burke misses 3-pt shot from 24 ft,,46-81,,
4:38.0,,,46-81,,Defensive rebound by J. Harden
4:34.0,,,46-81,,Shooting foul by R. Hood (drawn by T. Jones)
4:34.0,,,46-82,1,T. Jones makes free throw 1 of 2
4:34.0,,,46-82,,C. Capela enters the game for D. Howard
4:34.0,,,46-82,,T. Jones misses free throw 2 of 2
4:34.0,Defensive rebound by E. Millsap,,46-82,,
4:31.0,,,46-82,,Personal foul by J. Terry (drawn by E. Millsap)
4:20.0,T. Burke makes 3-pt shot from 23 ft (assist by R. Hood),3,49-82,,
4:05.0,,,49-82,,Shooting foul by G. Jerrett (drawn by T. Jones)
4:05.0,,,49-83,1,T. Jones makes free throw 1 of 2
4:05.0,,,49-83,,P. Prigioni enters the game for J. Terry
4:05.0,,,49-83,,C. Brewer enters the game for T. Ariza
4:05.0,C. Johnson enters the game for R. Hood,,49-83,,
4:05.0,,,49-83,,T. Jones misses free throw 2 of 2
4:04.0,Defensive rebound by G. Jerrett,,49-83,,
3:52.0,,,49-83,,Personal foul by C. Capela (drawn by R. Gobert)
3:52.0,,,49-83,,J. Smith enters the game for T. Jones
3:52.0,B. Cotton enters the game for G. Jerrett,,49-83,,
3:45.0,T. Burke misses 2-pt shot from 19 ft,,49-83,,
3:44.0,,,49-83,,Defensive rebound by P. Prigioni
3:28.0,Personal foul by C. Johnson (drawn by J. Harden),,49-83,,
3:28.0,,,49-84,1,J. Harden makes free throw 1 of 2
3:28.0,J. Cooley enters the game for R. Gobert,,49-84,,
3:28.0,,,49-85,1,J. Harden makes free throw 2 of 2
3:15.0,E. Millsap misses 2-pt shot from 3 ft (block by C. Capela),,49-85,,
3:13.0,,,49-85,,Defensive rebound by J. Harden
3:07.0,,,49-85,,J. Smith misses 3-pt shot from 24 ft
3:06.0,Defensive rebound by B. Cotton,,49-85,,
2:58.0,Shooting foul by C. Capela (drawn by J. Cooley),,49-85,,
2:58.0,,,49-85,,Houston full timeout
2:58.0,J. Cooley misses free throw 1 of 2,,49-85,,
2:58.0,Offensive rebound by Team,,49-85,,
2:58.0,J. Cooley misses free throw 2 of 2,,49-85,,
2:58.0,Offensive rebound by J. Cooley,,49-85,,
2:54.0,,,49-85,,Shooting block foul by C. Capela (drawn by E. Millsap)
2:54.0,E. Millsap misses free throw 1 of 2,,49-85,,
2:54.0,Offensive rebound by Team,,49-85,,
2:54.0,E. Millsap makes free throw 2 of 2,1,50-85,,
2:36.0,,,50-87,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
2:25.0,T. Burke misses 2-pt shot from 22 ft,,50-87,,
2:23.0,,,50-87,,Defensive rebound by J. Harden
2:20.0,,,50-89,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Harden)
2:10.0,J. Cooley makes 2-pt shot at rim (assist by E. Millsap),2,52-89,,
1:50.0,,,52-91,2,C. Brewer makes 2-pt shot at rim (assist by J. Harden)
1:38.0,J. Cooley makes 2-pt shot from 2 ft (assist by T. Burke),2,54-91,,
1:38.0,Shooting foul by J. Smith (drawn by J. Cooley),,54-91,,
1:38.0,,,54-91,,J. Dorsey enters the game for C. Capela
1:38.0,,,54-91,,N. Johnson enters the game for J. Harden
1:38.0,J. Cooley makes free throw 1 of 1,1,55-91,,
1:19.0,,,55-91,,C. Brewer misses 2-pt shot from 15 ft
1:17.0,Defensive rebound by E. Millsap,,55-91,,
1:11.0,C. Johnson makes 3-pt shot from 23 ft (assist by T. Burke),3,58-91,,
0:51.0,,,58-91,,J. Smith misses 2-pt shot from 18 ft
0:50.0,Defensive rebound by C. Johnson,,58-91,,
0:38.0,C. Johnson makes 2-pt shot at rim (assist by E. Millsap),2,60-91,,
0:21.0,,,60-93,2,P. Prigioni makes 2-pt shot from 12 ft
0:03.0,Turnover by B. Cotton (lost ball),,60-93,,
0:00.0,,,60-93,,C. Brewer misses 3-pt shot from 46 ft
0:00.0,,,60-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,60-93,,Turnover by C. Brewer (bad pass; steal by C. Johnson)
11:44.0,,,60-93,,Personal foul by P. Prigioni (drawn by C. Johnson)
11:32.0,B. Cotton misses 2-pt shot from 22 ft,,60-93,,
11:30.0,,,60-93,,Defensive rebound by J. Dorsey
11:13.0,,,60-93,,N. Johnson misses 2-pt shot from 3 ft
11:13.0,Defensive rebound by J. Cooley,,60-93,,
11:13.0,,,60-93,,Personal foul by N. Johnson (drawn by J. Cooley)
11:00.0,B. Cotton makes 2-pt shot from 9 ft (assist by E. Millsap),2,62-93,,
10:48.0,,,62-93,,Turnover by P. Prigioni (lost ball; steal by E. Millsap)
10:43.0,C. Johnson makes 2-pt shot from 2 ft (assist by E. Millsap),2,64-93,,
10:35.0,,,64-93,,C. Brewer misses 2-pt shot from 8 ft
10:33.0,Defensive rebound by J. Evans,,64-93,,
10:33.0,C. Johnson misses 3-pt shot from 24 ft,,64-93,,
10:33.0,,,64-93,,Defensive rebound by J. Dorsey
10:17.0,,,64-93,,Turnover by K. Papanikolaou (bad pass; steal by J. Cooley)
10:08.0,Turnover by B. Cotton (bad pass; steal by C. Brewer),,64-93,,
10:03.0,,,64-95,2,J. Dorsey makes 2-pt shot at rim (assist by C. Brewer)
9:46.0,J. Evans makes 2-pt shot at rim (assist by E. Millsap),2,66-95,,
9:32.0,,,66-95,,K. Papanikolaou misses 3-pt shot from 25 ft
9:31.0,Defensive rebound by J. Cooley,,66-95,,
9:22.0,B. Cotton misses 2-pt shot from 17 ft,,66-95,,
9:20.0,,,66-95,,Defensive rebound by N. Johnson
9:13.0,,,66-95,,Turnover by K. Papanikolaou (bad pass; steal by J. Evans)
9:06.0,E. Millsap misses 2-pt shot from 1 ft,,66-95,,
9:04.0,Offensive rebound by J. Evans,,66-95,,
9:04.0,J. Evans makes 2-pt shot from 1 ft,2,68-95,,
8:51.0,,,68-98,3,P. Prigioni makes 3-pt shot from 26 ft
8:47.0,Utah full timeout,,68-98,,
8:47.0,,,68-98,,K. McDaniels enters the game for C. Brewer
8:47.0,G. Jerrett enters the game for J. Cooley,,68-98,,
8:31.0,G. Jerrett misses 2-pt shot from 17 ft,,68-98,,
8:30.0,,,68-98,,Defensive rebound by J. Dorsey
8:22.0,,,68-101,3,P. Prigioni makes 3-pt shot from 27 ft (assist by K. Papanikolaou)
8:08.0,B. Cotton makes 2-pt shot from 9 ft (assist by J. Evans),2,70-101,,
7:52.0,,,70-103,2,N. Johnson makes 2-pt shot from 6 ft
7:34.0,,,70-103,,Personal foul by K. Papanikolaou (drawn by B. Cotton)
7:34.0,J. Cooley enters the game for J. Evans,,70-103,,
7:24.0,E. Millsap makes 2-pt shot from 4 ft,2,72-103,,
7:24.0,,,72-103,,Violation by J. Dorsey (def goaltending)
7:03.0,,,72-103,,Turnover by J. Dorsey (bad pass)
7:03.0,,,72-103,,C. Capela enters the game for P. Prigioni
6:50.0,G. Jerrett makes 2-pt shot from 10 ft (assist by B. Cotton),2,74-103,,
6:37.0,,,74-103,,Shooting foul by G. Jerrett (drawn by K. McDaniels)
6:37.0,,,74-103,,K. McDaniels misses free throw 1 of 2
6:37.0,,,74-103,,Offensive rebound by Team
6:37.0,,,74-104,1,K. McDaniels makes free throw 2 of 2
