time,Milwaukee,pts.away,score,pts.home,New York
7:33.0,E. Ilyasova misses 2-pt shot from 1 ft,,10-9,,
7:31.0,,,10-9,,Defensive rebound by L. Galloway
7:27.0,,,10-9,,L. Galloway misses 2-pt shot from 1 ft
7:26.0,Defensive rebound by Z. Pachulia,,10-9,,
7:15.0,,,10-9,,Personal foul by T. Hardaway (drawn by G. Antetokounmpo)
7:10.0,Z. Pachulia misses 2-pt shot from 1 ft,,10-9,,
7:08.0,,,10-9,,Defensive rebound by Q. Acy
6:52.0,,,10-11,2,C. Aldrich makes 2-pt shot from 3 ft (assist by L. Thomas)
6:38.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,12-11,,
6:38.0,Shooting foul by L. Galloway (drawn by Z. Pachulia),,12-11,,
6:38.0,Z. Pachulia makes free throw 1 of 1,1,13-11,,
6:23.0,,,13-11,,T. Hardaway misses 2-pt shot from 1 ft
6:22.0,Defensive rebound by K. Middleton,,13-11,,
6:13.0,M. Carter-Williams makes 2-pt shot from 18 ft,2,15-11,,
5:52.0,,,15-11,,C. Aldrich misses 2-pt shot from 3 ft
5:50.0,Defensive rebound by M. Carter-Williams,,15-11,,
5:45.0,M. Carter-Williams misses 2-pt shot from 3 ft (block by C. Aldrich),,15-11,,
5:42.0,,,15-11,,Defensive rebound by T. Hardaway
5:39.0,,,15-11,,T. Hardaway misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
5:36.0,Defensive rebound by G. Antetokounmpo,,15-11,,
5:34.0,G. Antetokounmpo makes 2-pt shot at rim,2,17-11,,
5:31.0,,,17-11,,New York full timeout
5:31.0,,,17-11,,L. Amundson enters the game for Q. Acy
5:31.0,,,17-11,,S. Larkin enters the game for C. Aldrich
5:31.0,,,17-11,,J. Smith enters the game for T. Hardaway
5:09.0,,,17-11,,L. Amundson misses 2-pt shot from 2 ft
5:07.0,,,17-11,,Offensive rebound by L. Amundson
5:06.0,,,17-11,,Turnover by Team (shot clock)
4:51.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,17-11,,
4:49.0,,,17-11,,Defensive rebound by J. Smith
4:33.0,,,17-11,,L. Galloway misses 2-pt shot from 20 ft
4:31.0,Defensive rebound by Z. Pachulia,,17-11,,
4:20.0,K. Middleton misses 2-pt shot from 10 ft,,17-11,,
4:18.0,,,17-11,,Defensive rebound by S. Larkin
4:13.0,Personal foul by Z. Pachulia (drawn by L. Amundson),,17-11,,
4:13.0,J. Henson enters the game for Z. Pachulia,,17-11,,
4:04.0,,,17-13,2,J. Smith makes 2-pt shot from 8 ft
3:46.0,E. Ilyasova misses 2-pt shot from 4 ft (block by L. Amundson),,17-13,,
3:44.0,,,17-13,,Defensive rebound by L. Amundson
3:38.0,,,17-15,2,L. Thomas makes 2-pt shot from 1 ft (assist by L. Galloway)
3:20.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,17-15,,
3:18.0,,,17-15,,Defensive rebound by L. Amundson
3:01.0,,,17-17,2,L. Amundson makes 2-pt shot from 3 ft
2:49.0,J. Henson makes 2-pt shot at rim (assist by K. Middleton),2,19-17,,
2:30.0,,,19-17,,Turnover by J. Smith (lost ball)
2:30.0,Milwaukee full timeout,,19-17,,
2:30.0,,,19-17,,R. Ledo enters the game for L. Thomas
2:30.0,,,19-17,,Q. Acy enters the game for L. Galloway
2:30.0,O. Mayo enters the game for E. Ilyasova,,19-17,,
2:30.0,J. Dudley enters the game for K. Middleton,,19-17,,
2:15.0,J. Dudley makes 2-pt shot from 18 ft (assist by O. Mayo),2,21-17,,
1:52.0,,,21-17,,J. Smith misses 2-pt shot from 2 ft (block by J. Henson)
1:50.0,Defensive rebound by G. Antetokounmpo,,21-17,,
1:34.0,G. Antetokounmpo makes 2-pt shot at rim,2,23-17,,
1:13.0,,,23-17,,Shooting foul by J. Henson (drawn by L. Amundson)
1:13.0,,,23-18,1,L. Amundson makes free throw 1 of 2
1:13.0,,,23-19,1,L. Amundson makes free throw 2 of 2
1:00.0,M. Carter-Williams makes 2-pt shot from 10 ft (assist by J. Dudley),2,25-19,,
0:53.0,,,25-19,,Turnover by L. Amundson (lost ball; steal by M. Carter-Williams)
0:48.0,Shooting foul by J. Smith (drawn by G. Antetokounmpo),,25-19,,
0:48.0,G. Antetokounmpo makes free throw 1 of 2,1,26-19,,
0:48.0,G. Antetokounmpo makes free throw 2 of 2,1,27-19,,
0:33.0,,,27-19,,J. Smith misses 2-pt shot from 6 ft
0:31.0,Defensive rebound by J. Henson,,27-19,,
0:23.0,Shooting foul by J. Smith (drawn by J. Henson),,27-19,,
0:23.0,J. Henson misses free throw 1 of 2,,27-19,,
0:23.0,Offensive rebound by Team,,27-19,,
0:23.0,,,27-19,,L. Galloway enters the game for J. Smith
0:23.0,J. Henson makes free throw 2 of 2,1,28-19,,
0:03.0,,,28-21,2,S. Larkin makes 2-pt shot from 11 ft (assist by Q. Acy)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,T. Ennis misses 2-pt shot from 1 ft,,28-21,,
11:43.0,,,28-21,,Defensive rebound by L. Amundson
11:36.0,,,28-21,,R. Ledo misses 2-pt shot from 2 ft
11:35.0,,,28-21,,Offensive rebound by L. Amundson
11:35.0,,,28-21,,L. Amundson misses 2-pt shot at rim
11:33.0,Defensive rebound by O. Mayo,,28-21,,
11:21.0,O. Mayo makes 2-pt shot from 8 ft,2,30-21,,
11:00.0,,,30-23,2,S. Larkin makes 2-pt shot from 18 ft (assist by L. Amundson)
10:44.0,Turnover by T. Ennis (bad pass; steal by R. Ledo),,30-23,,
10:32.0,,,30-23,,R. Ledo misses 3-pt shot from 24 ft
10:31.0,,,30-23,,Offensive rebound by Team
10:31.0,Loose ball foul by J. Dudley (drawn by Q. Acy),,30-23,,
10:26.0,,,30-25,2,L. Thomas makes 2-pt shot from 2 ft (assist by Q. Acy)
10:01.0,J. Dudley misses 2-pt shot from 7 ft,,30-25,,
9:59.0,,,30-25,,Defensive rebound by L. Amundson
9:51.0,,,30-25,,Shooting foul by J. Henson (drawn by S. Larkin)
9:51.0,,,30-26,1,S. Larkin makes free throw 1 of 2
9:51.0,M. Plumlee enters the game for J. Henson,,30-26,,
9:51.0,,,30-27,1,S. Larkin makes free throw 2 of 2
9:41.0,T. Ennis misses 3-pt shot from 23 ft,,30-27,,
9:39.0,,,30-27,,Defensive rebound by L. Amundson
9:30.0,,,30-29,2,S. Larkin makes 2-pt shot from 1 ft
9:12.0,O. Mayo makes 2-pt shot from 2 ft,2,32-29,,
8:48.0,,,32-31,2,L. Amundson makes 2-pt shot from 3 ft
8:48.0,,,32-31,,Shooting foul by M. Plumlee (drawn by L. Amundson)
8:48.0,Official timeout,,32-31,,
8:48.0,K. Middleton enters the game for T. Ennis,,32-31,,
8:48.0,,,32-31,,L. Amundson misses free throw 1 of 1
8:47.0,Defensive rebound by M. Plumlee,,32-31,,
8:35.0,Turnover by O. Mayo (bad pass),,32-31,,
8:35.0,,,32-31,,T. Hardaway enters the game for L. Thomas
8:18.0,,,32-31,,Shooting foul by O. Mayo (drawn by Q. Acy)
8:18.0,,,32-32,1,Q. Acy makes free throw 1 of 2
8:18.0,,,32-33,1,Q. Acy makes free throw 2 of 2
8:08.0,J. Dudley makes 2-pt shot from 15 ft (assist by O. Mayo),2,34-33,,
7:49.0,,,34-35,2,L. Amundson makes 2-pt shot from 3 ft (assist by S. Larkin)
7:32.0,M. Plumlee misses 2-pt shot from 2 ft,,34-35,,
7:30.0,,,34-35,,Defensive rebound by Q. Acy
7:15.0,,,34-35,,R. Ledo misses 2-pt shot from 1 ft
7:13.0,Defensive rebound by J. Dudley,,34-35,,
7:08.0,Turnover by J. Bayless (bad pass),,34-35,,
6:54.0,,,34-37,2,T. Hardaway makes 2-pt shot at rim
6:42.0,J. Dudley misses 3-pt shot from 25 ft,,34-37,,
6:40.0,,,34-37,,Defensive rebound by T. Hardaway
6:20.0,,,34-37,,Turnover by S. Larkin (bad pass; steal by O. Mayo)
6:18.0,,,34-37,,Personal foul by Q. Acy (drawn by O. Mayo)
6:18.0,,,34-37,,L. Galloway enters the game for S. Larkin
5:57.0,J. Bayless misses 2-pt shot from 1 ft,,34-37,,
5:55.0,,,34-37,,Defensive rebound by T. Hardaway
5:45.0,,,34-37,,L. Amundson misses 2-pt shot from 1 ft
5:43.0,Defensive rebound by J. Dudley,,34-37,,
5:39.0,O. Mayo misses 2-pt shot from 1 ft (block by R. Ledo),,34-37,,
5:37.0,,,34-37,,Defensive rebound by T. Hardaway
5:34.0,,,34-39,2,Q. Acy makes 2-pt shot at rim (assist by L. Amundson)
5:34.0,,,34-39,,Shooting foul by K. Middleton (drawn by Q. Acy)
5:34.0,,,34-39,,New York full timeout
5:34.0,G. Antetokounmpo enters the game for O. Mayo,,34-39,,
5:34.0,M. Carter-Williams enters the game for J. Bayless,,34-39,,
5:34.0,Z. Pachulia enters the game for M. Plumlee,,34-39,,
5:34.0,,,34-40,1,Q. Acy makes free throw 1 of 1
5:20.0,M. Carter-Williams misses 3-pt shot from 23 ft,,34-40,,
5:18.0,Offensive rebound by K. Middleton,,34-40,,
5:14.0,Shooting foul by L. Amundson (drawn by G. Antetokounmpo),,34-40,,
5:14.0,G. Antetokounmpo misses free throw 1 of 2,,34-40,,
5:14.0,Offensive rebound by Team,,34-40,,
5:14.0,G. Antetokounmpo makes free throw 2 of 2,1,35-40,,
4:56.0,,,35-40,,Turnover by T. Hardaway (bad pass; steal by J. Dudley)
4:39.0,K. Middleton misses 3-pt shot from 25 ft,,35-40,,
4:37.0,Offensive rebound by K. Middleton,,35-40,,
4:35.0,K. Middleton makes 2-pt shot from 14 ft,2,37-40,,
4:14.0,,,37-40,,Q. Acy misses 2-pt shot from 3 ft
4:14.0,Defensive rebound by Team,,37-40,,
4:14.0,,,37-40,,Loose ball foul by L. Amundson (drawn by Z. Pachulia)
4:14.0,E. Ilyasova enters the game for K. Middleton,,37-40,,
4:14.0,,,37-40,,J. Smith enters the game for L. Amundson
4:14.0,K. Middleton enters the game for J. Dudley,,37-40,,
4:14.0,,,37-40,,L. Thomas enters the game for Q. Acy
4:03.0,Turnover by K. Middleton (step out of bounds),,37-40,,
3:55.0,,,37-40,,Shooting foul by G. Antetokounmpo (drawn by J. Smith)
3:55.0,,,37-40,,J. Smith misses free throw 1 of 2
3:55.0,,,37-40,,Offensive rebound by Team
3:55.0,,,37-40,,S. Larkin enters the game for R. Ledo
3:55.0,,,37-41,1,J. Smith makes free throw 2 of 2
3:42.0,M. Carter-Williams misses 2-pt shot from 19 ft,,37-41,,
3:40.0,,,37-41,,Defensive rebound by J. Smith
3:26.0,,,37-41,,Turnover by S. Larkin (lost ball; steal by M. Carter-Williams)
3:21.0,M. Carter-Williams misses 2-pt shot from 1 ft,,37-41,,
3:19.0,Offensive rebound by Z. Pachulia,,37-41,,
3:18.0,Z. Pachulia makes 2-pt shot from 1 ft,2,39-41,,
3:00.0,,,39-43,2,J. Smith makes 2-pt shot at rim (assist by S. Larkin)
2:39.0,Turnover by K. Middleton (lost ball; steal by J. Smith),,39-43,,
2:26.0,,,39-45,2,J. Smith makes 2-pt shot from 20 ft (assist by S. Larkin)
2:24.0,Milwaukee full timeout,,39-45,,
2:14.0,M. Carter-Williams makes 2-pt shot at rim (assist by Z. Pachulia),2,41-45,,
1:50.0,,,41-45,,Turnover by J. Smith (bad pass; steal by K. Middleton)
1:45.0,K. Middleton makes 2-pt shot from 1 ft,2,43-45,,
1:26.0,,,43-45,,Turnover by S. Larkin (bad pass; steal by K. Middleton)
1:17.0,M. Carter-Williams makes 2-pt shot from 1 ft (assist by K. Middleton),2,45-45,,
1:17.0,Shooting foul by L. Galloway (drawn by M. Carter-Williams),,45-45,,
1:17.0,M. Carter-Williams makes free throw 1 of 1,1,46-45,,
1:06.0,,,46-45,,Shooting foul by E. Ilyasova (drawn by S. Larkin)
1:06.0,,,46-46,1,S. Larkin makes free throw 1 of 2
1:06.0,,,46-47,1,S. Larkin makes free throw 2 of 2
0:55.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by M. Carter-Williams),3,49-47,,
0:35.0,,,49-47,,Shooting foul by G. Antetokounmpo (drawn by T. Hardaway)
0:35.0,,,49-47,,T. Hardaway misses free throw 1 of 3
0:35.0,,,49-47,,Offensive rebound by Team
0:35.0,,,49-48,1,T. Hardaway makes free throw 2 of 3
0:35.0,,,49-48,,R. Ledo enters the game for L. Galloway
0:35.0,,,49-48,,L. Amundson enters the game for J. Smith
0:35.0,,,49-49,1,T. Hardaway makes free throw 3 of 3
0:23.0,K. Middleton makes 3-pt shot from 23 ft (assist by Z. Pachulia),3,52-49,,
0:17.0,,,52-49,,New York full timeout
0:17.0,,,52-49,,J. Smith enters the game for L. Thomas
0:17.0,,,52-49,,Q. Acy enters the game for L. Amundson
0:10.0,Violation by Z. Pachulia (kicked ball),,52-49,,
0:04.0,,,52-49,,R. Ledo misses 2-pt shot from 20 ft
0:02.0,Defensive rebound by G. Antetokounmpo,,52-49,,
0:00.0,G. Antetokounmpo misses 3-pt shot from 41 ft,,52-49,,
0:00.0,Offensive rebound by Team,,52-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,K. Middleton makes 2-pt shot from 16 ft (assist by M. Carter-Williams),2,54-49,,
11:30.0,,,54-49,,Turnover by L. Galloway (bad pass; steal by Z. Pachulia)
11:21.0,E. Ilyasova misses 3-pt shot from 23 ft,,54-49,,
11:18.0,,,54-49,,Defensive rebound by L. Galloway
11:04.0,,,54-51,2,C. Aldrich makes 2-pt shot from 1 ft (assist by L. Galloway)
11:04.0,,,54-51,,Shooting foul by K. Middleton (drawn by C. Aldrich)
11:04.0,,,54-51,,C. Aldrich misses free throw 1 of 1
11:03.0,Defensive rebound by G. Antetokounmpo,,54-51,,
10:45.0,K. Middleton misses 2-pt shot from 15 ft,,54-51,,
10:43.0,,,54-51,,Defensive rebound by Q. Acy
10:26.0,,,54-51,,Q. Acy misses 2-pt shot from 16 ft
10:24.0,Defensive rebound by G. Antetokounmpo,,54-51,,
10:18.0,G. Antetokounmpo misses 2-pt shot from 15 ft,,54-51,,
10:16.0,,,54-51,,Defensive rebound by Q. Acy
10:01.0,,,54-51,,Turnover by C. Aldrich (bad pass)
9:55.0,,,54-51,,Personal foul by L. Galloway (drawn by M. Carter-Williams)
9:44.0,G. Antetokounmpo makes 2-pt shot from 20 ft (assist by M. Carter-Williams),2,56-51,,
9:31.0,,,56-51,,Turnover by Q. Acy (bad pass; steal by K. Middleton)
9:30.0,K. Middleton makes 2-pt shot from 1 ft,2,58-51,,
9:30.0,Shooting foul by Q. Acy (drawn by K. Middleton),,58-51,,
9:30.0,K. Middleton makes free throw 1 of 1,1,59-51,,
9:12.0,,,59-51,,L. Galloway misses 3-pt shot from 25 ft
9:10.0,Defensive rebound by K. Middleton,,59-51,,
9:02.0,E. Ilyasova makes 2-pt shot from 1 ft,2,61-51,,
9:02.0,Shooting foul by Q. Acy (drawn by E. Ilyasova),,61-51,,
9:02.0,,,61-51,,New York full timeout
9:02.0,,,61-51,,J. Smith enters the game for Q. Acy
9:02.0,E. Ilyasova makes free throw 1 of 1,1,62-51,,
8:48.0,,,62-51,,Turnover by T. Hardaway (bad pass; steal by M. Carter-Williams)
8:43.0,Shooting foul by J. Smith (drawn by G. Antetokounmpo),,62-51,,
8:43.0,G. Antetokounmpo makes free throw 1 of 2,1,63-51,,
8:43.0,,,63-51,,S. Larkin enters the game for T. Hardaway
8:43.0,G. Antetokounmpo makes free throw 2 of 2,1,64-51,,
8:32.0,,,64-51,,L. Galloway misses 3-pt shot from 23 ft
8:30.0,Defensive rebound by E. Ilyasova,,64-51,,
8:21.0,Turnover by E. Ilyasova (lost ball; steal by S. Larkin),,64-51,,
8:16.0,,,64-51,,Offensive foul by C. Aldrich
8:16.0,,,64-51,,Turnover by C. Aldrich (offensive foul)
8:05.0,Turnover by G. Antetokounmpo (3 sec),,64-51,,
7:46.0,Personal foul by E. Ilyasova (drawn by J. Smith),,64-51,,
7:38.0,,,64-51,,L. Galloway misses 2-pt shot from 2 ft
7:36.0,Defensive rebound by G. Antetokounmpo,,64-51,,
7:32.0,Shooting foul by S. Larkin (drawn by G. Antetokounmpo),,64-51,,
7:32.0,G. Antetokounmpo makes free throw 1 of 2,1,65-51,,
7:32.0,,,65-51,,L. Amundson enters the game for C. Aldrich
7:32.0,G. Antetokounmpo makes free throw 2 of 2,1,66-51,,
7:11.0,,,66-51,,L. Galloway misses 2-pt shot at rim
7:09.0,Defensive rebound by Team,,66-51,,
6:55.0,E. Ilyasova misses 3-pt shot from 24 ft,,66-51,,
6:54.0,Offensive rebound by Team,,66-51,,
6:54.0,,,66-51,,Loose ball foul by L. Thomas (drawn by G. Antetokounmpo)
6:54.0,G. Antetokounmpo makes free throw 1 of 2,1,67-51,,
6:54.0,G. Antetokounmpo misses free throw 2 of 2,,67-51,,
6:53.0,Offensive rebound by Z. Pachulia,,67-51,,
6:53.0,Z. Pachulia makes 2-pt shot at rim,2,69-51,,
6:33.0,,,69-53,2,L. Galloway makes 2-pt shot from 1 ft
6:23.0,K. Middleton makes 3-pt shot from 25 ft (assist by M. Carter-Williams),3,72-53,,
6:10.0,,,72-56,3,L. Galloway makes 3-pt shot from 25 ft
5:58.0,Offensive foul by M. Carter-Williams,,72-56,,
5:58.0,Turnover by M. Carter-Williams (offensive foul),,72-56,,
5:48.0,,,72-56,,Turnover by L. Thomas (bad pass; steal by K. Middleton)
5:43.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by L. Amundson),,72-56,,
5:41.0,,,72-56,,Defensive rebound by L. Galloway
5:37.0,,,72-58,2,S. Larkin makes 2-pt shot from 1 ft (assist by L. Galloway)
5:18.0,M. Carter-Williams makes 2-pt shot from 6 ft,2,74-58,,
5:01.0,,,74-60,2,J. Smith makes 2-pt shot from 14 ft (assist by L. Thomas)
4:55.0,Turnover by K. Middleton (lost ball),,74-60,,
4:55.0,Milwaukee full timeout,,74-60,,
4:55.0,J. Henson enters the game for E. Ilyasova,,74-60,,
4:55.0,J. Dudley enters the game for Z. Pachulia,,74-60,,
4:44.0,Personal foul by J. Henson (drawn by S. Larkin),,74-60,,
4:33.0,,,74-63,3,L. Galloway makes 3-pt shot from 24 ft (assist by J. Smith)
4:08.0,Turnover by J. Henson (lost ball; steal by S. Larkin),,74-63,,
3:57.0,,,74-63,,J. Smith misses 2-pt shot from 16 ft
3:55.0,Defensive rebound by J. Henson,,74-63,,
3:45.0,K. Middleton makes 2-pt shot at rim,2,76-63,,
3:24.0,,,76-63,,Turnover by J. Smith (lost ball; steal by J. Henson)
3:17.0,Offensive foul by G. Antetokounmpo,,76-63,,
3:17.0,Turnover by G. Antetokounmpo (offensive foul),,76-63,,
3:17.0,O. Mayo enters the game for K. Middleton,,76-63,,
3:17.0,,,76-63,,R. Ledo enters the game for L. Thomas
3:17.0,,,76-63,,Q. Acy enters the game for L. Amundson
2:54.0,,,76-63,,L. Galloway misses 3-pt shot from 24 ft
2:52.0,Defensive rebound by Team,,76-63,,
2:39.0,M. Carter-Williams misses 2-pt shot from 11 ft,,76-63,,
2:38.0,,,76-63,,Defensive rebound by J. Smith
2:17.0,,,76-63,,R. Ledo misses 2-pt shot from 1 ft
2:16.0,,,76-63,,Offensive rebound by R. Ledo
2:12.0,,,76-65,2,L. Galloway makes 2-pt shot from 3 ft (assist by R. Ledo)
1:48.0,G. Antetokounmpo makes 2-pt shot from 16 ft,2,78-65,,
1:36.0,,,78-65,,Turnover by J. Smith (traveling)
1:25.0,,,78-65,,Personal foul by S. Larkin (drawn by M. Carter-Williams)
1:25.0,M. Carter-Williams makes free throw 1 of 2,1,79-65,,
1:25.0,M. Carter-Williams misses free throw 2 of 2,,79-65,,
1:24.0,,,79-65,,Defensive rebound by J. Smith
1:07.0,,,79-65,,Turnover by R. Ledo (bad pass; steal by J. Dudley)
0:59.0,Shooting foul by S. Larkin (drawn by O. Mayo),,79-65,,
0:59.0,O. Mayo misses free throw 1 of 2,,79-65,,
0:59.0,Offensive rebound by Team,,79-65,,
0:59.0,,,79-65,,T. Hardaway enters the game for R. Ledo
0:59.0,O. Mayo misses free throw 2 of 2,,79-65,,
0:58.0,,,79-65,,Defensive rebound by J. Smith
0:35.0,,,79-65,,Turnover by Team (shot clock)
0:33.0,,,79-65,,Technical foul by J. Smith
0:33.0,Technical foul by O. Mayo,,79-65,,
0:21.0,O. Mayo misses 3-pt shot from 25 ft,,79-65,,
0:20.0,,,79-65,,Defensive rebound by J. Smith
0:04.0,,,79-65,,Offensive foul by L. Galloway
0:04.0,,,79-65,,Turnover by L. Galloway (offensive foul)
0:04.0,,,79-65,,L. Thomas enters the game for L. Galloway
0:00.0,G. Antetokounmpo makes 2-pt shot from 12 ft,2,81-65,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,81-65,,Q. Acy misses 2-pt shot from 14 ft
11:45.0,,,81-65,,Offensive rebound by J. Smith
11:33.0,,,81-65,,T. Hardaway misses 2-pt shot from 14 ft
11:31.0,Defensive rebound by J. Dudley,,81-65,,
11:17.0,K. Middleton misses 3-pt shot from 24 ft,,81-65,,
11:14.0,,,81-65,,Defensive rebound by S. Larkin
10:53.0,,,81-65,,Q. Acy misses 2-pt shot from 11 ft
10:51.0,Defensive rebound by K. Middleton,,81-65,,
10:43.0,O. Mayo makes 3-pt shot from 23 ft (assist by J. Bayless),3,84-65,,
10:41.0,,,84-65,,New York full timeout
10:19.0,,,84-68,3,L. Thomas makes 3-pt shot from 23 ft (assist by S. Larkin)
10:02.0,Turnover by J. Bayless (bad pass; steal by T. Hardaway),,84-68,,
9:48.0,,,84-68,,J. Smith misses 2-pt shot from 9 ft
9:47.0,,,84-68,,Offensive rebound by Team
9:47.0,Loose ball foul by J. Dudley (drawn by Q. Acy),,84-68,,
9:24.0,,,84-70,2,L. Thomas makes 2-pt shot from 19 ft (assist by S. Larkin)
9:07.0,Offensive foul by J. Dudley,,84-70,,
9:07.0,Turnover by J. Dudley (offensive foul),,84-70,,
8:57.0,,,84-70,,Offensive foul by J. Smith
8:57.0,,,84-70,,Turnover by J. Smith (offensive foul)
8:40.0,J. Bayless makes 3-pt shot from 24 ft (assist by O. Mayo),3,87-70,,
8:25.0,,,87-72,2,Q. Acy makes 2-pt shot from 1 ft (assist by J. Smith)
8:16.0,K. Middleton makes 3-pt shot from 24 ft (assist by J. Bayless),3,90-72,,
8:04.0,,,90-72,,Turnover by T. Hardaway (bad pass; steal by J. Dudley)
8:00.0,J. Bayless misses 2-pt shot from 2 ft,,90-72,,
7:58.0,,,90-72,,Defensive rebound by T. Hardaway
7:53.0,,,90-72,,S. Larkin misses 2-pt shot from 2 ft
7:51.0,Defensive rebound by J. Dudley,,90-72,,
7:47.0,O. Mayo misses 2-pt shot from 2 ft (block by J. Smith),,90-72,,
7:44.0,,,90-72,,Defensive rebound by L. Thomas
7:39.0,,,90-72,,Q. Acy misses 2-pt shot from 15 ft
7:38.0,Defensive rebound by J. Bayless,,90-72,,
7:22.0,Turnover by O. Mayo (bad pass),,90-72,,
7:22.0,,,90-72,,L. Galloway enters the game for S. Larkin
7:09.0,,,90-72,,Shooting foul by J. Dudley (drawn by J. Smith)
7:09.0,,,90-73,1,J. Smith makes free throw 1 of 2
7:09.0,,,90-74,1,J. Smith makes free throw 2 of 2
7:01.0,Turnover by J. Bayless (bad pass; steal by L. Galloway),,90-74,,
6:55.0,,,90-74,,Q. Acy misses 2-pt shot from 1 ft
6:54.0,,,90-74,,Offensive rebound by Team
6:54.0,,,90-74,,L. Amundson enters the game for J. Smith
6:44.0,,,90-76,2,L. Thomas makes 2-pt shot from 2 ft
6:32.0,Shooting foul by L. Thomas (drawn by O. Mayo),,90-76,,
6:32.0,O. Mayo makes free throw 1 of 2,1,91-76,,
6:32.0,O. Mayo makes free throw 2 of 2,1,92-76,,
6:12.0,,,92-76,,T. Hardaway misses 3-pt shot from 24 ft
6:10.0,Defensive rebound by Team,,92-76,,
6:02.0,,,92-76,,Personal foul by L. Thomas (drawn by J. Bayless)
6:02.0,,,92-76,,S. Larkin enters the game for T. Hardaway
5:59.0,Turnover by J. Henson (bad pass),,92-76,,
5:59.0,Official timeout,,92-76,,
5:59.0,,,92-76,,J. Smith enters the game for Q. Acy
5:42.0,,,92-76,,J. Smith misses 2-pt shot from 12 ft
5:40.0,Defensive rebound by K. Middleton,,92-76,,
5:20.0,O. Mayo misses 2-pt shot from 7 ft,,92-76,,
5:18.0,,,92-76,,Defensive rebound by L. Amundson
5:03.0,,,92-78,2,S. Larkin makes 2-pt shot from 1 ft
4:47.0,K. Middleton misses 2-pt shot from 13 ft,,92-78,,
4:45.0,,,92-78,,Defensive rebound by S. Larkin
4:33.0,,,92-81,3,L. Thomas makes 3-pt shot from 23 ft (assist by J. Smith)
4:18.0,J. Dudley misses 3-pt shot from 24 ft,,92-81,,
4:16.0,,,92-81,,Defensive rebound by L. Amundson
