time,New Orleans,pts.away,score,pts.home,Sacramento
2:45.0,Offensive rebound by O. Asik,,95-89,,
2:31.0,Shooting foul by D. Cousins (drawn by T. Evans),,95-89,,
2:31.0,T. Evans misses free throw 1 of 2,,95-89,,
2:31.0,Offensive rebound by Team,,95-89,,
2:31.0,T. Evans makes free throw 2 of 2,1,96-89,,
2:20.0,Personal foul by O. Asik (drawn by D. Cousins),,96-89,,
2:20.0,,,96-90,1,D. Cousins makes free throw 1 of 2
2:20.0,,,96-91,1,D. Cousins makes free throw 2 of 2
2:01.0,O. Asik misses 2-pt shot from 3 ft,,96-91,,
2:00.0,Offensive rebound by A. Davis,,96-91,,
1:58.0,O. Asik misses 2-pt shot from 2 ft,,96-91,,
1:57.0,,,96-91,,Defensive rebound by D. Cousins
1:54.0,,,96-93,2,D. Williams makes 2-pt shot at rim (assist by D. Cousins)
1:41.0,E. Gordon misses 2-pt shot from 15 ft,,96-93,,
1:40.0,Offensive rebound by Team,,96-93,,
1:25.0,A. Davis misses 2-pt shot from 10 ft,,96-93,,
1:25.0,Offensive rebound by Team,,96-93,,
1:25.0,,,96-93,,Loose ball foul by O. Casspi (drawn by A. Davis)
1:25.0,A. Davis makes free throw 1 of 2,1,97-93,,
1:25.0,A. Davis misses free throw 2 of 2,,97-93,,
1:25.0,,,97-93,,Defensive rebound by D. Cousins
1:25.0,,,97-93,,Sacramento full timeout
1:11.0,,,97-93,,D. Williams misses 2-pt shot from 19 ft
1:11.0,Defensive rebound by T. Evans,,97-93,,
0:52.0,T. Evans makes 2-pt shot from 3 ft,2,99-93,,
0:42.0,,,99-93,,B. McLemore misses 2-pt shot from 5 ft
0:41.0,Defensive rebound by O. Asik,,99-93,,
0:41.0,,,99-93,,Personal take foul by B. McLemore (drawn by T. Evans)
0:41.0,T. Evans misses free throw 1 of 2,,99-93,,
0:41.0,Offensive rebound by Team,,99-93,,
0:41.0,T. Evans misses free throw 2 of 2,,99-93,,
0:40.0,,,99-93,,Defensive rebound by O. Casspi
0:40.0,,,99-93,,Sacramento full timeout
0:35.0,,,99-93,,D. Cousins misses 2-pt shot from 3 ft
0:34.0,Defensive rebound by O. Asik,,99-93,,
0:33.0,,,99-93,,Personal take foul by B. McLemore (drawn by A. Davis)
0:33.0,,,99-93,,N. Stauskas enters the game for B. McLemore
0:33.0,E. Gordon makes free throw 1 of 2,1,100-93,,
0:33.0,E. Gordon makes free throw 2 of 2,1,101-93,,
0:28.0,,,101-93,,Turnover by R. McCallum (traveling)
0:28.0,Q. Pondexter enters the game for O. Asik,,101-93,,
0:28.0,N. Cole enters the game for D. Cunningham,,101-93,,
0:23.0,,,101-93,,Personal take foul by N. Stauskas (drawn by T. Evans)
0:23.0,T. Evans misses free throw 1 of 2,,101-93,,
0:23.0,Offensive rebound by Team,,101-93,,
0:23.0,O. Asik enters the game for N. Cole,,101-93,,
0:23.0,T. Evans misses free throw 2 of 2,,101-93,,
0:22.0,,,101-93,,Defensive rebound by D. Cousins
0:08.0,,,101-95,2,N. Stauskas makes 2-pt shot at rim (assist by D. Cousins)
0:00.0,End of 4th quarter,,,,End of 4th quarter
