time,Sacramento,pts.away,score,pts.home,Minnesota
9:18.0,,,39-35,,C. Budinger misses 3-pt shot from 25 ft
9:16.0,,,39-35,,Offensive rebound by A. Wiggins
9:10.0,,,39-35,,Turnover by M. Williams (bad pass)
8:50.0,D. Williams makes 2-pt shot at rim (assist by C. Landry),2,41-35,,
8:31.0,,,41-35,,C. Budinger misses 2-pt shot from 1 ft
8:30.0,Defensive rebound by J. Thompson,,41-35,,
8:25.0,R. McCallum makes 2-pt shot at rim (assist by N. Stauskas),2,43-35,,
8:25.0,,,43-35,,Minnesota full timeout
8:25.0,,,43-35,,S. Muhammad enters the game for C. Budinger
8:25.0,D. Cousins enters the game for J. Thompson,,43-35,,
8:25.0,B. McLemore enters the game for N. Stauskas,,43-35,,
8:09.0,,,43-35,,A. Wiggins misses 3-pt shot from 24 ft
8:08.0,Defensive rebound by D. Williams,,43-35,,
8:05.0,B. McLemore makes 2-pt shot at rim (assist by D. Williams),2,45-35,,
7:45.0,,,45-35,,M. Williams misses 2-pt shot from 16 ft
7:44.0,Defensive rebound by C. Landry,,45-35,,
7:36.0,,,45-35,,Personal foul by G. Dieng (drawn by D. Cousins)
7:36.0,,,45-35,,T. Young enters the game for A. Bennett
7:31.0,D. Cousins makes 2-pt shot from 1 ft,2,47-35,,
7:17.0,,,47-35,,S. Muhammad misses 2-pt shot from 5 ft
7:15.0,,,47-35,,Offensive rebound by G. Dieng
7:12.0,,,47-37,2,G. Dieng makes 2-pt shot at rim
6:48.0,B. McLemore misses 2-pt shot from 22 ft,,47-37,,
6:47.0,,,47-37,,Defensive rebound by S. Muhammad
6:42.0,Sacramento full timeout,,47-37,,
6:29.0,,,47-37,,M. Williams misses 2-pt shot from 19 ft
6:28.0,,,47-37,,Offensive rebound by G. Dieng
6:23.0,,,47-39,2,G. Dieng makes 2-pt shot from 4 ft
6:04.0,D. Cousins misses 2-pt shot at rim,,47-39,,
6:01.0,,,47-39,,Defensive rebound by G. Dieng
5:54.0,Violation by D. Cousins (def goaltending),,47-39,,
5:54.0,,,47-41,2,A. Wiggins makes 2-pt shot from 2 ft (assist by T. Young)
5:40.0,Turnover by B. McLemore (lost ball; steal by A. Wiggins),,47-41,,
5:34.0,,,47-41,,Shooting foul by C. Landry (drawn by A. Wiggins)
5:34.0,,,47-41,,Minnesota full timeout
5:34.0,R. Gay enters the game for D. Williams,,47-41,,
5:34.0,D. Collison enters the game for R. McCallum,,47-41,,
5:34.0,J. Thompson enters the game for C. Landry,,47-41,,
5:34.0,,,47-42,1,A. Wiggins makes free throw 1 of 2
5:34.0,,,47-43,1,A. Wiggins makes free throw 2 of 2
5:17.0,B. McLemore makes 3-pt shot from 23 ft (assist by D. Cousins),3,50-43,,
4:59.0,,,50-45,2,A. Wiggins makes 2-pt shot from 20 ft
4:35.0,D. Cousins misses 2-pt shot from 1 ft,,50-45,,
4:34.0,,,50-45,,Defensive rebound by G. Dieng
4:25.0,,,50-45,,T. Young misses 3-pt shot from 24 ft
4:23.0,Defensive rebound by D. Cousins,,50-45,,
4:15.0,Shooting foul by T. Young (drawn by J. Thompson),,50-45,,
4:15.0,,,50-45,,Technical foul by Team
4:15.0,R. Gay misses technical free throw,,50-45,,
4:15.0,Offensive rebound by Team,,50-45,,
4:15.0,J. Thompson makes free throw 1 of 2,1,51-45,,
4:15.0,,,51-45,,A. Bennett enters the game for T. Young
4:15.0,J. Thompson makes free throw 2 of 2,1,52-45,,
4:04.0,,,52-47,2,G. Dieng makes 2-pt shot at rim (assist by A. Wiggins)
3:42.0,R. Gay makes 2-pt shot from 1 ft,2,54-47,,
3:31.0,Personal foul by B. McLemore (drawn by S. Muhammad),,54-47,,
3:27.0,Personal foul by B. McLemore (drawn by S. Muhammad),,54-47,,
3:27.0,D. Williams enters the game for B. McLemore,,54-47,,
3:20.0,,,54-49,2,S. Muhammad makes 2-pt shot from 8 ft
3:02.0,J. Thompson makes 2-pt shot from 7 ft (assist by D. Cousins),2,56-49,,
2:47.0,,,56-49,,G. Dieng misses 2-pt shot from 1 ft (block by D. Cousins)
2:46.0,,,56-49,,Offensive rebound by Team
2:46.0,Sacramento full timeout,,56-49,,
2:43.0,,,56-49,,S. Muhammad misses 2-pt shot from 17 ft
2:40.0,Defensive rebound by J. Thompson,,56-49,,
2:33.0,D. Cousins makes 2-pt shot at rim (assist by R. Gay),2,58-49,,
2:17.0,,,58-52,3,A. Wiggins makes 3-pt shot from 24 ft (assist by M. Williams)
1:57.0,Turnover by J. Thompson (bad pass),,58-52,,
1:45.0,,,58-52,,S. Muhammad misses 3-pt shot from 24 ft
1:44.0,Defensive rebound by J. Thompson,,58-52,,
1:33.0,D. Collison misses 2-pt shot from 19 ft,,58-52,,
1:32.0,,,58-52,,Defensive rebound by A. Wiggins
1:24.0,,,58-54,2,G. Dieng makes 2-pt shot from 8 ft (assist by M. Williams)
1:24.0,,,58-54,,Shooting foul by D. Cousins (drawn by G. Dieng)
1:24.0,,,58-54,,C. Budinger enters the game for S. Muhammad
1:24.0,,,58-54,,G. Dieng misses free throw 1 of 1
1:22.0,Defensive rebound by D. Cousins,,58-54,,
1:19.0,Offensive charge foul by D. Williams,,58-54,,
1:19.0,Turnover by D. Williams (offensive foul),,58-54,,
1:19.0,,,58-54,,J. Adrien enters the game for G. Dieng
1:04.0,,,58-56,2,J. Adrien makes 2-pt shot at rim (assist by C. Budinger)
0:49.0,D. Cousins misses 2-pt shot at rim,,58-56,,
0:47.0,,,58-56,,Defensive rebound by J. Adrien
0:39.0,,,58-56,,M. Williams misses 2-pt shot from 21 ft
0:38.0,Defensive rebound by D. Collison,,58-56,,
0:33.0,,,58-56,,Personal foul by J. Adrien (drawn by D. Cousins)
0:30.0,R. Gay makes 2-pt shot at rim (assist by D. Cousins),2,60-56,,
0:21.0,,,60-56,,Minnesota full timeout
0:21.0,R. McCallum enters the game for R. Gay,,60-56,,
0:21.0,C. Landry enters the game for D. Cousins,,60-56,,
0:12.0,,,60-56,,A. Bennett misses 2-pt shot from 17 ft
0:10.0,,,60-56,,Offensive rebound by A. Wiggins
0:09.0,,,60-56,,Shooting foul by C. Landry (drawn by A. Wiggins)
0:09.0,,,60-57,1,A. Wiggins makes free throw 1 of 2
0:09.0,N. Stauskas enters the game for C. Landry,,60-57,,
0:09.0,,,60-57,,T. Daniels enters the game for C. Budinger
0:09.0,,,60-58,1,A. Wiggins makes free throw 2 of 2
0:03.0,D. Collison misses 2-pt shot from 16 ft,,60-58,,
0:01.0,Offensive rebound by R. McCallum,,60-58,,
0:00.0,R. McCallum misses 2-pt shot from 16 ft (block by M. Williams),,60-58,,
0:00.0,Offensive rebound by Team,,60-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,60-60,2,T. Young makes 2-pt shot from 8 ft (assist by S. Muhammad)
11:28.0,,,60-60,,Personal foul by G. Dieng (drawn by D. Cousins)
11:15.0,D. Williams makes 2-pt shot from 19 ft (assist by D. Collison),2,62-60,,
10:58.0,,,62-62,2,G. Dieng makes 2-pt shot from 14 ft (assist by T. Young)
10:41.0,R. Gay misses 2-pt shot from 13 ft,,62-62,,
10:40.0,,,62-62,,Defensive rebound by Z. LaVine
10:22.0,,,62-62,,Z. LaVine misses 2-pt shot from 19 ft
10:21.0,Defensive rebound by D. Williams,,62-62,,
10:16.0,Shooting foul by S. Muhammad (drawn by D. Cousins),,62-62,,
10:16.0,D. Cousins makes free throw 1 of 2,1,63-62,,
10:16.0,D. Cousins makes free throw 2 of 2,1,64-62,,
10:09.0,Personal foul by R. Gay (drawn by S. Muhammad),,64-62,,
9:54.0,,,64-62,,G. Dieng misses 2-pt shot from 1 ft
9:53.0,,,64-62,,Offensive rebound by A. Wiggins
9:53.0,,,64-64,2,A. Wiggins makes 2-pt shot at rim
9:40.0,D. Cousins makes 2-pt shot at rim,2,66-64,,
9:22.0,,,66-64,,Turnover by S. Muhammad (bad pass; steal by D. Cousins)
9:03.0,Turnover by R. Gay (lost ball; steal by Z. LaVine),,66-64,,
8:58.0,,,66-66,2,T. Young makes 2-pt shot at rim (assist by Z. LaVine)
8:37.0,D. Williams makes 3-pt shot from 22 ft (assist by R. Gay),3,69-66,,
8:19.0,Personal foul by D. Cousins (drawn by G. Dieng),,69-66,,
8:11.0,,,69-66,,A. Wiggins misses 2-pt shot from 17 ft
8:09.0,,,69-66,,Offensive rebound by G. Dieng
8:08.0,,,69-66,,G. Dieng misses 2-pt shot from 1 ft (block by D. Cousins)
8:08.0,Jump ball: D. Cousins vs. G. Dieng (B. McLemore gains possession),,,,Jump ball: D. Cousins vs. G. Dieng (B. McLemore gains possession)
8:08.0,Offensive rebound by Team,,69-66,,
7:49.0,B. McLemore misses 3-pt shot from 25 ft,,69-66,,
7:47.0,Offensive rebound by B. McLemore,,69-66,,
7:46.0,Shooting foul by T. Young (drawn by D. Cousins),,69-66,,
7:46.0,D. Cousins makes 2-pt shot at rim (assist by B. McLemore),2,71-66,,
7:46.0,,,71-66,,A. Bennett enters the game for T. Young
7:46.0,D. Cousins makes free throw 1 of 1,1,72-66,,
7:36.0,Personal foul by D. Cousins (drawn by A. Wiggins),,72-66,,
7:36.0,C. Landry enters the game for D. Cousins,,72-66,,
7:36.0,,,72-66,,J. Adrien enters the game for G. Dieng
7:29.0,,,72-66,,S. Muhammad misses 2-pt shot from 9 ft
7:28.0,Defensive rebound by D. Williams,,72-66,,
7:22.0,D. Collison makes 3-pt shot from 24 ft (assist by D. Williams),3,75-66,,
7:21.0,,,75-66,,Minnesota full timeout
7:04.0,,,75-66,,S. Muhammad misses 3-pt shot from 22 ft
7:03.0,Defensive rebound by B. McLemore,,75-66,,
6:58.0,D. Collison makes 2-pt shot from 1 ft,2,77-66,,
6:35.0,,,77-66,,Z. LaVine misses 2-pt shot from 5 ft
6:34.0,Defensive rebound by R. Gay,,77-66,,
6:30.0,D. Williams misses 2-pt shot at rim,,77-66,,
6:28.0,,,77-66,,Defensive rebound by S. Muhammad
6:21.0,,,77-68,2,S. Muhammad makes 2-pt shot from 7 ft
6:03.0,R. Gay misses 2-pt shot from 3 ft,,77-68,,
6:02.0,,,77-68,,Defensive rebound by S. Muhammad
5:53.0,,,77-68,,A. Bennett misses 2-pt shot from 20 ft
5:51.0,Defensive rebound by D. Collison,,77-68,,
5:41.0,Turnover by B. McLemore (lost ball; steal by Z. LaVine),,77-68,,
5:37.0,,,77-68,,Turnover by Z. LaVine (lost ball)
5:37.0,,,77-68,,M. Williams enters the game for Z. LaVine
5:22.0,D. Collison makes 2-pt shot from 19 ft,2,79-68,,
5:02.0,,,79-68,,M. Williams misses 2-pt shot from 19 ft
5:01.0,Defensive rebound by R. Gay,,79-68,,
4:50.0,Turnover by R. Gay (lost ball; steal by A. Bennett),,79-68,,
4:50.0,Loose ball foul by R. Gay (drawn by A. Bennett),,79-68,,
4:50.0,,,79-68,,T. Daniels enters the game for S. Muhammad
4:50.0,N. Stauskas enters the game for R. Gay,,79-68,,
4:50.0,J. Thompson enters the game for D. Williams,,79-68,,
4:37.0,,,79-68,,A. Wiggins misses 2-pt shot from 14 ft
4:36.0,Defensive rebound by C. Landry,,79-68,,
4:23.0,N. Stauskas misses 2-pt shot from 6 ft,,79-68,,
4:21.0,Offensive rebound by C. Landry,,79-68,,
4:20.0,Shooting foul by T. Daniels (drawn by C. Landry),,79-68,,
4:20.0,C. Landry makes free throw 1 of 2,1,80-68,,
4:20.0,C. Landry makes free throw 2 of 2,1,81-68,,
4:06.0,,,81-70,2,A. Bennett makes 2-pt shot from 14 ft (assist by T. Daniels)
3:56.0,,,81-70,,Personal foul by A. Bennett (drawn by B. McLemore)
3:56.0,B. McLemore makes free throw 1 of 2,1,82-70,,
3:56.0,,,82-70,,G. Dieng enters the game for J. Adrien
3:56.0,B. McLemore misses free throw 2 of 2,,82-70,,
3:55.0,,,82-70,,Defensive rebound by A. Bennett
3:44.0,Personal foul by C. Landry (drawn by T. Daniels),,82-70,,
3:44.0,,,82-71,1,T. Daniels makes free throw 1 of 2
3:44.0,,,82-72,1,T. Daniels makes free throw 2 of 2
3:32.0,Offensive foul by J. Thompson,,82-72,,
3:32.0,Turnover by J. Thompson (offensive foul),,82-72,,
3:13.0,,,82-72,,Turnover by G. Dieng (traveling)
2:55.0,B. McLemore makes 2-pt shot from 21 ft,2,84-72,,
2:40.0,,,84-72,,A. Bennett misses 2-pt shot from 1 ft
2:39.0,Defensive rebound by J. Thompson,,84-72,,
2:29.0,D. Collison misses 3-pt shot from 24 ft,,84-72,,
2:28.0,,,84-72,,Defensive rebound by G. Dieng
2:18.0,,,84-72,,A. Wiggins misses 2-pt shot from 16 ft
2:18.0,Defensive rebound by Team,,84-72,,
2:18.0,,,84-72,,Loose ball foul by A. Bennett (drawn by C. Landry)
2:18.0,Sacramento full timeout,,84-72,,
2:18.0,,,84-72,,S. Muhammad enters the game for A. Wiggins
2:18.0,R. McCallum enters the game for D. Collison,,84-72,,
2:18.0,C. Landry misses free throw 1 of 2,,84-72,,
2:18.0,Offensive rebound by Team,,84-72,,
2:18.0,C. Landry misses free throw 2 of 2,,84-72,,
2:17.0,,,84-72,,Defensive rebound by A. Bennett
2:05.0,,,84-72,,Offensive foul by G. Dieng
2:05.0,,,84-72,,Turnover by G. Dieng (offensive foul)
2:05.0,,,84-72,,J. Adrien enters the game for G. Dieng
1:55.0,C. Landry misses 2-pt shot from 19 ft,,84-72,,
1:54.0,,,84-72,,Defensive rebound by T. Daniels
1:45.0,,,84-75,3,T. Daniels makes 3-pt shot from 24 ft
1:18.0,N. Stauskas misses 3-pt shot from 24 ft,,84-75,,
1:17.0,,,84-75,,Defensive rebound by S. Muhammad
1:14.0,,,84-75,,Shooting foul by R. McCallum (drawn by S. Muhammad)
1:14.0,,,84-76,1,S. Muhammad makes free throw 1 of 2
1:14.0,,,84-77,1,S. Muhammad makes free throw 2 of 2
0:57.0,N. Stauskas misses 2-pt shot at rim (block by A. Bennett),,84-77,,
0:55.0,,,84-77,,Defensive rebound by A. Bennett
0:48.0,,,84-77,,A. Bennett misses 3-pt shot from 24 ft
0:46.0,Defensive rebound by J. Thompson,,84-77,,
0:35.0,N. Stauskas misses 3-pt shot from 24 ft,,84-77,,
0:34.0,,,84-77,,Defensive rebound by A. Bennett
0:24.0,Jump ball: R. McCallum vs. M. Williams (J. Adrien gains possession),,,,Jump ball: R. McCallum vs. M. Williams (J. Adrien gains possession)
0:11.0,,,84-80,3,M. Williams makes 3-pt shot from 24 ft
0:00.0,R. McCallum misses 2-pt shot from 14 ft,,84-80,,
0:00.0,Offensive rebound by Team,,84-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Offensive foul by D. Cousins,,84-80,,
11:50.0,Turnover by D. Cousins (offensive foul),,84-80,,
11:50.0,J. Thompson enters the game for D. Cousins,,84-80,,
11:37.0,,,84-80,,T. Daniels misses 3-pt shot from 23 ft
11:36.0,Defensive rebound by C. Landry,,84-80,,
11:27.0,D. Collison misses 2-pt shot from 21 ft,,84-80,,
11:26.0,Offensive rebound by C. Landry,,84-80,,
11:25.0,Shooting foul by J. Adrien (drawn by C. Landry),,84-80,,
11:25.0,C. Landry makes free throw 1 of 2,1,85-80,,
11:25.0,C. Landry makes free throw 2 of 2,1,86-80,,
11:07.0,,,86-83,3,T. Daniels makes 3-pt shot from 22 ft (assist by M. Williams)
10:53.0,D. Collison makes 2-pt shot from 19 ft,2,88-83,,
10:33.0,,,88-83,,J. Adrien misses 2-pt shot at rim (block by C. Landry)
10:31.0,Defensive rebound by C. Landry,,88-83,,
10:27.0,D. Collison makes 2-pt shot from 1 ft (assist by R. Gay),2,90-83,,
10:07.0,,,90-83,,Shooting foul by J. Thompson (drawn by J. Adrien)
10:07.0,,,90-84,1,J. Adrien makes free throw 1 of 2
10:07.0,,,90-84,,Z. LaVine enters the game for M. Williams
10:07.0,,,90-84,,T. Young enters the game for A. Bennett
10:07.0,,,90-85,1,J. Adrien makes free throw 2 of 2
9:45.0,R. Gay misses 2-pt shot from 14 ft,,90-85,,
9:45.0,,,90-85,,Defensive rebound by Team
9:45.0,Loose ball foul by J. Thompson (drawn by J. Adrien),,90-85,,
9:28.0,,,90-87,2,T. Young makes 2-pt shot from 19 ft
9:04.0,Turnover by R. Gay (bad pass; steal by Z. LaVine),,90-87,,
8:57.0,,,90-87,,Turnover by S. Muhammad (bad pass; steal by R. Gay)
8:48.0,D. Collison misses 2-pt shot from 1 ft,,90-87,,
8:47.0,Offensive rebound by R. Gay,,90-87,,
8:46.0,R. Gay makes 2-pt shot at rim,2,92-87,,
8:46.0,Shooting foul by J. Adrien (drawn by R. Gay),,92-87,,
8:46.0,Sacramento full timeout,,92-87,,
8:46.0,,,92-87,,A. Wiggins enters the game for S. Muhammad
8:46.0,R. Gay makes free throw 1 of 1,1,93-87,,
8:28.0,,,93-90,3,T. Daniels makes 3-pt shot from 23 ft (assist by T. Young)
8:07.0,R. Gay makes 2-pt shot from 17 ft,2,95-90,,
7:55.0,,,95-90,,Offensive charge foul by Z. LaVine
7:55.0,,,95-90,,Turnover by Z. LaVine (offensive foul)
7:55.0,D. Cousins enters the game for J. Thompson,,95-90,,
7:37.0,Shooting foul by T. Daniels (drawn by R. Gay),,95-90,,
7:37.0,R. Gay makes free throw 1 of 2,1,96-90,,
7:37.0,R. Gay makes free throw 2 of 2,1,97-90,,
7:22.0,,,97-90,,T. Young misses 3-pt shot from 23 ft
7:21.0,Defensive rebound by D. Cousins,,97-90,,
7:12.0,Turnover by R. Gay (bad pass; steal by T. Young),,97-90,,
6:54.0,,,97-90,,T. Daniels misses 3-pt shot from 24 ft
6:53.0,,,97-90,,Offensive rebound by A. Wiggins
6:44.0,,,97-92,2,T. Young makes 2-pt shot from 1 ft (assist by Z. LaVine)
6:27.0,B. McLemore misses 2-pt shot from 1 ft (block by T. Young),,97-92,,
6:25.0,,,97-92,,Defensive rebound by T. Young
6:18.0,,,97-92,,A. Wiggins misses 2-pt shot at rim
6:17.0,,,97-92,,Offensive rebound by J. Adrien
6:16.0,,,97-94,2,J. Adrien makes 2-pt shot at rim
6:16.0,Sacramento full timeout,,97-94,,
6:16.0,,,97-94,,G. Dieng enters the game for J. Adrien
6:02.0,D. Cousins misses 2-pt shot at rim (block by T. Young),,97-94,,
6:00.0,Offensive rebound by D. Cousins,,97-94,,
5:58.0,D. Cousins misses 2-pt shot from 1 ft,,97-94,,
5:57.0,,,97-94,,Defensive rebound by T. Daniels
5:51.0,,,97-94,,T. Daniels misses 3-pt shot from 24 ft
5:50.0,Defensive rebound by D. Collison,,97-94,,
5:44.0,B. McLemore makes 2-pt shot at rim (assist by D. Cousins),2,99-94,,
5:34.0,,,99-96,2,A. Wiggins makes 2-pt shot at rim
5:34.0,,,99-96,,Shooting foul by R. Gay (drawn by A. Wiggins)
5:34.0,,,99-96,,M. Williams enters the game for Z. LaVine
5:34.0,,,99-96,,S. Muhammad enters the game for T. Daniels
5:34.0,,,99-96,,A. Wiggins misses free throw 1 of 1
5:33.0,Defensive rebound by C. Landry,,99-96,,
5:15.0,Turnover by D. Collison (bad pass; steal by A. Wiggins),,99-96,,
5:04.0,,,99-98,2,A. Wiggins makes 2-pt shot at rim (assist by M. Williams)
