time,Minnesota,pts.away,score,pts.home,Oklahoma City
7:02.0,Shooting foul by S. Adams (drawn by T. Young),,4-4,,
7:02.0,T. Young makes free throw 1 of 2,1,5-4,,
7:02.0,,,5-4,,D. Waiters enters the game for A. Roberson
7:02.0,T. Young makes free throw 2 of 2,1,6-4,,
6:54.0,,,6-4,,Turnover by R. Westbrook (lost ball)
6:42.0,A. Wiggins makes 2-pt shot from 15 ft (assist by M. Williams),2,8-4,,
6:34.0,,,8-4,,Oklahoma City full timeout
6:21.0,,,8-4,,R. Westbrook misses 2-pt shot from 1 ft
6:21.0,Defensive rebound by Team,,8-4,,
6:11.0,T. Young misses 2-pt shot from 4 ft (block by P. Jones),,8-4,,
6:11.0,Offensive rebound by Team,,8-4,,
6:07.0,Turnover by T. Young (3 sec),,8-4,,
5:55.0,,,8-4,,D. Waiters misses 2-pt shot from 16 ft
5:53.0,,,8-4,,Offensive rebound by S. Ibaka
5:53.0,,,8-6,2,S. Ibaka makes 2-pt shot at rim
5:43.0,,,8-6,,Personal foul by D. Waiters (drawn by A. Wiggins)
5:29.0,N. Pekovic misses 2-pt shot from 4 ft (block by S. Adams),,8-6,,
5:27.0,,,8-6,,Defensive rebound by S. Ibaka
5:22.0,,,8-8,2,R. Westbrook makes 2-pt shot from 14 ft
4:55.0,T. Young makes 2-pt shot from 4 ft (assist by M. Williams),2,10-8,,
4:38.0,,,10-10,2,S. Ibaka makes 2-pt shot from 16 ft (assist by R. Westbrook)
4:12.0,T. Young misses 2-pt shot from 2 ft,,10-10,,
4:12.0,Offensive rebound by N. Pekovic,,10-10,,
4:12.0,N. Pekovic misses 2-pt shot from 1 ft,,10-10,,
4:12.0,,,10-10,,Defensive rebound by Team
4:12.0,A. Bennett enters the game for N. Pekovic,,10-10,,
3:56.0,,,10-12,2,S. Adams makes 2-pt shot from 1 ft
3:45.0,Shooting foul by S. Adams (drawn by A. Wiggins),,10-12,,
3:45.0,A. Wiggins misses free throw 1 of 2,,10-12,,
3:45.0,Offensive rebound by Team,,10-12,,
3:45.0,,,10-12,,N. Collison enters the game for S. Adams
3:45.0,,,10-12,,A. Morrow enters the game for P. Jones
3:45.0,A. Wiggins makes free throw 2 of 2,1,11-12,,
3:39.0,,,11-14,2,R. Westbrook makes 2-pt shot from 1 ft
3:23.0,A. Bennett makes 2-pt shot from 19 ft (assist by A. Wiggins),2,13-14,,
3:13.0,,,13-14,,A. Morrow misses 3-pt shot from 24 ft
3:12.0,,,13-14,,Offensive rebound by S. Ibaka
3:11.0,,,13-16,2,S. Ibaka makes 2-pt shot from 2 ft
2:54.0,M. Williams misses 2-pt shot from 19 ft,,13-16,,
2:52.0,Offensive rebound by G. Dieng,,13-16,,
2:50.0,Turnover by G. Dieng (bad pass; steal by S. Ibaka),,13-16,,
2:45.0,,,13-16,,Shooting foul by A. Wiggins (drawn by A. Morrow)
2:45.0,Minnesota full timeout,,13-16,,
2:45.0,C. Budinger enters the game for T. Young,,13-16,,
2:45.0,,,13-16,,R. Jackson enters the game for R. Westbrook
2:45.0,,,13-17,1,A. Morrow makes free throw 1 of 3
2:45.0,,,13-18,1,A. Morrow makes free throw 2 of 3
2:45.0,,,13-19,1,A. Morrow makes free throw 3 of 3
2:21.0,G. Dieng makes 2-pt shot from 4 ft,2,15-19,,
2:06.0,,,15-19,,D. Waiters misses 2-pt shot from 7 ft
2:05.0,,,15-19,,Offensive rebound by D. Waiters
2:01.0,Violation by G. Dieng (def goaltending),,15-19,,
2:01.0,,,15-21,2,N. Collison makes 2-pt shot from 1 ft (assist by D. Waiters)
1:44.0,Z. LaVine enters the game for M. Williams,,15-21,,
1:41.0,C. Budinger makes 2-pt shot from 17 ft (assist by G. Dieng),2,17-21,,
1:22.0,,,17-21,,S. Ibaka misses 3-pt shot from 22 ft
1:20.0,Defensive rebound by Z. LaVine,,17-21,,
1:12.0,A. Bennett misses 3-pt shot from 22 ft,,17-21,,
1:11.0,Offensive rebound by A. Wiggins,,17-21,,
1:11.0,A. Wiggins makes 2-pt shot from 2 ft,2,19-21,,
0:58.0,,,19-23,2,A. Morrow makes 2-pt shot from 5 ft
0:43.0,G. Dieng misses 2-pt shot from 6 ft (block by S. Ibaka),,19-23,,
0:41.0,,,19-23,,Defensive rebound by N. Collison
0:32.0,,,19-25,2,R. Jackson makes 2-pt shot from 12 ft (assist by D. Waiters)
0:11.0,A. Wiggins misses 3-pt shot from 24 ft,,19-25,,
0:10.0,,,19-25,,Defensive rebound by D. Waiters
0:03.0,Personal take foul by Z. LaVine (drawn by D. Waiters),,19-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,Z. LaVine misses 2-pt shot from 16 ft,,19-25,,
11:40.0,,,19-25,,Defensive rebound by K. Perkins
11:34.0,,,19-27,2,D. Waiters makes 2-pt shot from 2 ft
11:20.0,Turnover by Z. LaVine (bad pass; steal by R. Jackson),,19-27,,
11:00.0,,,19-29,2,R. Jackson makes 2-pt shot from 16 ft
10:58.0,Minnesota full timeout,,19-29,,
10:41.0,Turnover by C. Budinger (bad pass; steal by N. Collison),,19-29,,
10:36.0,,,19-31,2,A. Morrow makes 2-pt shot from 2 ft (assist by D. Waiters)
10:18.0,T. Young misses 3-pt shot from 22 ft,,19-31,,
10:16.0,,,19-31,,Defensive rebound by K. Perkins
10:07.0,,,19-31,,A. Morrow misses 3-pt shot from 22 ft
10:06.0,Defensive rebound by C. Budinger,,19-31,,
9:52.0,,,19-31,,Personal foul by K. Perkins (drawn by N. Pekovic)
9:48.0,C. Budinger misses 2-pt shot from 21 ft,,19-31,,
9:47.0,,,19-31,,Defensive rebound by K. Perkins
9:39.0,,,19-31,,Turnover by R. Jackson (lost ball; steal by A. Bennett)
9:34.0,Shooting foul by N. Collison (drawn by N. Pekovic),,19-31,,
9:34.0,N. Pekovic makes free throw 1 of 2,1,20-31,,
9:34.0,N. Pekovic misses free throw 2 of 2,,20-31,,
9:33.0,,,20-31,,Defensive rebound by N. Collison
9:24.0,,,20-31,,D. Waiters misses 2-pt shot from 17 ft
9:23.0,,,20-31,,Offensive rebound by K. Perkins
9:09.0,,,20-31,,A. Morrow misses 3-pt shot from 23 ft
9:08.0,Defensive rebound by A. Bennett,,20-31,,
8:57.0,A. Bennett makes 2-pt shot from 1 ft (assist by N. Pekovic),2,22-31,,
8:34.0,,,22-31,,Turnover by K. Perkins (lost ball; steal by T. Young)
8:28.0,T. Young makes 2-pt shot from 4 ft,2,24-31,,
8:10.0,,,24-33,2,D. Waiters makes 2-pt shot from 4 ft
7:50.0,T. Young misses 2-pt shot from 1 ft (block by A. Morrow),,24-33,,
7:48.0,Offensive rebound by T. Young,,24-33,,
7:47.0,T. Young misses 2-pt shot from 2 ft,,24-33,,
7:45.0,Offensive rebound by N. Pekovic,,24-33,,
7:44.0,N. Pekovic misses 2-pt shot from 1 ft (block by K. Perkins),,24-33,,
7:43.0,,,24-33,,Defensive rebound by N. Collison
7:37.0,,,24-36,3,D. Waiters makes 3-pt shot from 22 ft (assist by A. Morrow)
7:37.0,Minnesota full timeout,,24-36,,
7:37.0,A. Wiggins enters the game for A. Bennett,,24-36,,
7:37.0,G. Dieng enters the game for C. Budinger,,24-36,,
7:24.0,Turnover by A. Wiggins (lost ball; steal by R. Jackson),,24-36,,
7:12.0,,,24-38,2,R. Jackson makes 2-pt shot at rim (assist by D. Waiters)
6:57.0,Turnover by G. Dieng (bad pass; steal by D. Waiters),,24-38,,
6:50.0,,,24-38,,D. Waiters misses 2-pt shot at rim
6:48.0,,,24-38,,Offensive rebound by N. Collison
6:45.0,,,24-38,,A. Morrow misses 3-pt shot from 25 ft
6:44.0,,,24-38,,Offensive rebound by N. Collison
6:44.0,,,24-38,,N. Collison misses 2-pt shot from 1 ft
6:42.0,Defensive rebound by N. Pekovic,,24-38,,
6:29.0,N. Pekovic misses 2-pt shot from 3 ft,,24-38,,
6:28.0,Offensive rebound by G. Dieng,,24-38,,
6:20.0,,,24-38,,Personal block foul by N. Collison (drawn by Z. LaVine)
6:20.0,,,24-38,,S. Ibaka enters the game for N. Collison
6:20.0,,,24-38,,R. Westbrook enters the game for A. Morrow
6:20.0,M. Williams enters the game for Z. LaVine,,24-38,,
6:18.0,Shooting foul by K. Perkins (drawn by N. Pekovic),,24-38,,
6:18.0,N. Pekovic misses free throw 1 of 2,,24-38,,
6:18.0,Offensive rebound by Team,,24-38,,
6:18.0,N. Pekovic makes free throw 2 of 2,1,25-38,,
6:07.0,,,25-40,2,R. Jackson makes 2-pt shot from 13 ft
5:51.0,Turnover by M. Williams (bad pass; steal by R. Jackson),,25-40,,
5:50.0,,,25-40,,Turnover by R. Jackson (bad pass; steal by A. Wiggins)
5:40.0,N. Pekovic makes 2-pt shot from 1 ft (assist by A. Wiggins),2,27-40,,
5:24.0,,,27-40,,Turnover by R. Westbrook (bad pass; steal by M. Williams)
5:16.0,Official timeout,,27-40,,
5:14.0,Turnover by A. Wiggins (lost ball),,27-40,,
5:04.0,,,27-42,2,R. Westbrook makes 2-pt shot from 14 ft
4:43.0,G. Dieng makes 2-pt shot from 1 ft (assist by T. Young),2,29-42,,
4:30.0,,,29-42,,D. Waiters misses 3-pt shot from 22 ft
4:29.0,Defensive rebound by G. Dieng,,29-42,,
4:16.0,,,29-42,,Personal foul by D. Waiters (drawn by T. Young)
4:16.0,,,29-42,,Technical foul by K. Perkins
4:16.0,M. Williams makes technical free throw,1,30-42,,
4:16.0,T. Young makes free throw 1 of 2,1,31-42,,
4:16.0,,,31-42,,S. Adams enters the game for K. Perkins
4:16.0,,,31-42,,P. Jones enters the game for D. Waiters
4:16.0,T. Daniels enters the game for N. Pekovic,,31-42,,
4:16.0,T. Young makes free throw 2 of 2,1,32-42,,
4:05.0,Personal foul by M. Williams (drawn by S. Adams),,32-42,,
3:59.0,,,32-42,,Shooting foul by A. Wiggins (drawn by R. Westbrook)
3:59.0,,,32-42,,R. Westbrook misses free throw 1 of 2
3:59.0,,,32-42,,Offensive rebound by Team
3:59.0,,,32-43,1,R. Westbrook makes free throw 2 of 2
3:35.0,G. Dieng misses 2-pt shot from 1 ft (block by S. Adams),,32-43,,
3:34.0,,,32-43,,Defensive rebound by R. Westbrook
3:30.0,,,32-43,,Shooting foul by T. Daniels (drawn by P. Jones)
3:30.0,,,32-44,1,P. Jones makes free throw 1 of 2
3:30.0,,,32-45,1,P. Jones makes free throw 2 of 2
3:13.0,T. Daniels misses 2-pt shot from 3 ft,,32-45,,
3:11.0,Offensive rebound by A. Wiggins,,32-45,,
3:11.0,A. Wiggins misses 2-pt shot from 3 ft,,32-45,,
3:09.0,,,32-45,,Defensive rebound by S. Ibaka
3:05.0,,,32-45,,Turnover by S. Ibaka (traveling)
2:50.0,A. Wiggins misses 2-pt shot from 1 ft (block by S. Ibaka),,32-45,,
2:48.0,,,32-45,,Defensive rebound by S. Ibaka
2:43.0,,,32-45,,Turnover by R. Westbrook (bad pass; steal by T. Daniels)
2:25.0,G. Dieng makes 2-pt shot from 1 ft (assist by T. Young),2,34-45,,
2:18.0,,,34-45,,Oklahoma City full timeout
2:18.0,,,34-45,,A. Morrow enters the game for R. Jackson
2:18.0,G. Robinson enters the game for T. Daniels,,34-45,,
2:03.0,,,34-45,,P. Jones misses 2-pt shot from 6 ft
2:02.0,Defensive rebound by T. Young,,34-45,,
1:48.0,A. Wiggins makes 2-pt shot from 4 ft,2,36-45,,
1:31.0,,,36-45,,S. Ibaka misses 2-pt shot from 17 ft
1:30.0,Defensive rebound by A. Wiggins,,36-45,,
1:15.0,A. Wiggins misses 2-pt shot from 2 ft,,36-45,,
1:14.0,Offensive rebound by G. Dieng,,36-45,,
1:09.0,G. Robinson misses 3-pt shot from 25 ft,,36-45,,
1:08.0,Offensive rebound by A. Wiggins,,36-45,,
1:08.0,A. Wiggins makes 2-pt shot at rim,2,38-45,,
0:54.0,,,38-45,,R. Westbrook misses 2-pt shot from 15 ft
0:53.0,,,38-45,,Offensive rebound by S. Adams
0:52.0,,,38-45,,Shooting foul by G. Dieng (drawn by S. Adams)
0:52.0,,,38-46,1,S. Adams makes free throw 1 of 2
0:52.0,,,38-46,,S. Adams misses free throw 2 of 2
0:51.0,Defensive rebound by G. Dieng,,38-46,,
0:38.0,,,38-46,,K. Perkins enters the game for S. Adams
0:31.0,A. Wiggins misses 2-pt shot from 1 ft,,38-46,,
0:30.0,,,38-46,,Defensive rebound by K. Perkins
0:13.0,,,38-46,,Offensive foul by K. Perkins
0:13.0,,,38-46,,Turnover by K. Perkins (offensive foul)
0:02.0,Shooting foul by K. Perkins (drawn by A. Wiggins),,38-46,,
0:02.0,A. Wiggins makes free throw 1 of 2,1,39-46,,
0:02.0,,,39-46,,N. Collison enters the game for K. Perkins
0:02.0,Z. LaVine enters the game for M. Williams,,39-46,,
0:02.0,A. Wiggins makes free throw 2 of 2,1,40-46,,
0:01.0,,,40-48,2,P. Jones makes 2-pt shot from 1 ft (assist by N. Collison)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,M. Williams misses 3-pt shot from 25 ft,,40-48,,
11:39.0,,,40-48,,Defensive rebound by P. Jones
11:22.0,,,40-50,2,S. Adams makes 2-pt shot from 5 ft (assist by R. Westbrook)
11:06.0,T. Young makes 2-pt shot from 13 ft,2,42-50,,
10:44.0,,,42-53,3,S. Ibaka makes 3-pt shot from 24 ft (assist by R. Westbrook)
10:31.0,,,42-53,,Personal foul by A. Roberson (drawn by T. Young)
10:20.0,A. Wiggins makes 2-pt shot from 12 ft,2,44-53,,
10:02.0,,,44-53,,Turnover by S. Adams (lost ball; steal by M. Williams)
9:55.0,Turnover by M. Williams (bad pass; steal by S. Ibaka),,44-53,,
9:50.0,,,44-55,2,P. Jones makes 2-pt shot at rim (assist by R. Westbrook)
9:32.0,N. Pekovic makes 2-pt shot from 1 ft (assist by G. Dieng),2,46-55,,
9:20.0,,,46-55,,Turnover by P. Jones (lost ball; steal by T. Young)
9:17.0,Shooting foul by R. Westbrook (drawn by T. Young),,46-55,,
9:17.0,T. Young makes free throw 1 of 2,1,47-55,,
9:17.0,T. Young makes free throw 2 of 2,1,48-55,,
9:01.0,,,48-55,,R. Westbrook misses 2-pt shot from 17 ft
9:00.0,Defensive rebound by G. Dieng,,48-55,,
8:38.0,Turnover by N. Pekovic (lost ball; steal by R. Westbrook),,48-55,,
8:37.0,Personal take foul by M. Williams (drawn by R. Westbrook),,48-55,,
8:23.0,,,48-55,,R. Westbrook misses 2-pt shot from 19 ft
8:22.0,Defensive rebound by G. Dieng,,48-55,,
8:04.0,A. Wiggins misses 2-pt shot from 23 ft,,48-55,,
8:03.0,Offensive rebound by G. Dieng,,48-55,,
8:00.0,G. Dieng misses 2-pt shot from 3 ft (block by P. Jones),,48-55,,
7:58.0,,,48-55,,Defensive rebound by S. Ibaka
7:51.0,,,48-55,,S. Ibaka misses 3-pt shot from 24 ft
7:50.0,Defensive rebound by G. Dieng,,48-55,,
7:39.0,M. Williams misses 3-pt shot from 24 ft,,48-55,,
7:38.0,,,48-55,,Defensive rebound by S. Adams
7:32.0,,,48-57,2,A. Roberson makes 2-pt shot from 1 ft
7:28.0,Minnesota full timeout,,48-57,,
7:13.0,M. Williams misses 3-pt shot from 24 ft,,48-57,,
7:11.0,,,48-57,,Defensive rebound by A. Roberson
6:57.0,,,48-57,,R. Westbrook misses 3-pt shot from 24 ft
6:55.0,Defensive rebound by G. Dieng,,48-57,,
6:40.0,A. Wiggins makes 2-pt shot from 1 ft (assist by M. Williams),2,50-57,,
6:19.0,,,50-57,,S. Adams misses 2-pt shot at rim (block by G. Dieng)
6:17.0,Defensive rebound by N. Pekovic,,50-57,,
6:06.0,T. Young makes 2-pt shot from 1 ft,2,52-57,,
5:48.0,,,52-57,,R. Westbrook misses 2-pt shot from 20 ft
5:47.0,Defensive rebound by N. Pekovic,,52-57,,
5:29.0,T. Young makes 2-pt shot from 8 ft,2,54-57,,
5:29.0,,,54-57,,Oklahoma City full timeout
5:29.0,,,54-57,,D. Waiters enters the game for A. Roberson
5:12.0,,,54-57,,R. Westbrook misses 3-pt shot from 25 ft
5:11.0,Defensive rebound by T. Young,,54-57,,
4:52.0,T. Young misses 2-pt shot from 12 ft,,54-57,,
4:51.0,,,54-57,,Defensive rebound by S. Ibaka
4:46.0,,,54-57,,R. Westbrook misses 2-pt shot at rim
4:44.0,Defensive rebound by G. Dieng,,54-57,,
4:25.0,N. Pekovic misses 2-pt shot from 2 ft,,54-57,,
4:24.0,,,54-57,,Defensive rebound by S. Ibaka
4:16.0,,,54-57,,Shooting foul by N. Pekovic (drawn by S. Adams)
4:16.0,,,54-58,1,S. Adams makes free throw 1 of 2
4:16.0,A. Bennett enters the game for N. Pekovic,,54-58,,
4:16.0,,,54-58,,S. Adams misses free throw 2 of 2
4:15.0,Defensive rebound by A. Bennett,,54-58,,
4:02.0,M. Williams misses 3-pt shot from 25 ft,,54-58,,
4:01.0,,,54-58,,Defensive rebound by S. Ibaka
3:58.0,,,54-58,,Turnover by S. Ibaka (bad pass)
3:41.0,M. Williams misses 2-pt shot from 5 ft,,54-58,,
3:40.0,,,54-58,,Defensive rebound by R. Westbrook
3:35.0,,,54-58,,D. Waiters misses 2-pt shot from 1 ft
3:35.0,Defensive rebound by Team,,54-58,,
3:16.0,A. Bennett misses 2-pt shot from 21 ft,,54-58,,
3:14.0,,,54-58,,Defensive rebound by P. Jones
3:05.0,,,54-58,,R. Westbrook misses 3-pt shot from 24 ft
3:04.0,,,54-58,,Offensive rebound by Team
3:04.0,Loose ball foul by A. Bennett (drawn by S. Ibaka),,54-58,,
3:04.0,,,54-58,,R. Jackson enters the game for R. Westbrook
3:04.0,Z. LaVine enters the game for M. Williams,,54-58,,
2:47.0,,,54-58,,D. Waiters misses 2-pt shot from 15 ft
2:46.0,,,54-58,,Offensive rebound by S. Adams
2:43.0,,,54-58,,S. Adams misses 2-pt shot from 3 ft
2:42.0,,,54-58,,Offensive rebound by R. Jackson
2:34.0,,,54-60,2,S. Ibaka makes 2-pt shot from 16 ft
2:21.0,,,54-60,,Personal foul by S. Adams (drawn by G. Dieng)
2:21.0,,,54-60,,N. Collison enters the game for S. Adams
2:04.0,T. Young misses 2-pt shot from 19 ft,,54-60,,
2:03.0,,,54-60,,Defensive rebound by S. Ibaka
1:59.0,,,54-60,,Shooting foul by Z. LaVine (drawn by D. Waiters)
1:59.0,,,54-61,1,D. Waiters makes free throw 1 of 2
1:59.0,,,54-61,,D. Waiters misses free throw 2 of 2
1:58.0,Defensive rebound by Z. LaVine,,54-61,,
1:41.0,G. Dieng misses 2-pt shot from 15 ft,,54-61,,
1:39.0,Offensive rebound by A. Bennett,,54-61,,
1:37.0,A. Bennett misses 2-pt shot from 5 ft,,54-61,,
1:35.0,,,54-61,,Defensive rebound by S. Ibaka
1:25.0,,,54-61,,P. Jones misses 3-pt shot from 24 ft
1:24.0,,,54-61,,Offensive rebound by Team
1:24.0,Loose ball foul by A. Bennett (drawn by N. Collison),,54-61,,
1:24.0,,,54-62,1,N. Collison makes free throw 1 of 2
1:24.0,,,54-62,,A. Morrow enters the game for P. Jones
1:24.0,,,54-62,,N. Collison misses free throw 2 of 2
1:23.0,,,54-62,,Offensive rebound by S. Ibaka
1:23.0,,,54-62,,S. Ibaka misses 2-pt shot from 2 ft
1:21.0,Defensive rebound by T. Young,,54-62,,
1:02.0,T. Young makes 2-pt shot from 4 ft,2,56-62,,
0:51.0,Loose ball foul by A. Wiggins (drawn by R. Jackson),,56-62,,
0:51.0,Technical foul by Team,,56-62,,
0:51.0,,,56-63,1,R. Jackson makes technical free throw
0:51.0,,,56-64,1,R. Jackson makes free throw 1 of 2
0:51.0,C. Budinger enters the game for A. Wiggins,,56-64,,
0:51.0,,,56-65,1,R. Jackson makes free throw 2 of 2
0:39.0,T. Young misses 2-pt shot from 6 ft,,56-65,,
0:37.0,Offensive rebound by G. Dieng,,56-65,,
0:37.0,,,56-65,,Personal foul by N. Collison (drawn by G. Dieng)
0:34.0,Z. LaVine misses 2-pt shot from 18 ft,,56-65,,
0:33.0,,,56-65,,Defensive rebound by S. Ibaka
0:14.0,Personal foul by C. Budinger (drawn by D. Waiters),,56-65,,
0:14.0,,,56-65,,D. Waiters misses free throw 1 of 2
0:14.0,,,56-65,,Offensive rebound by Team
0:14.0,,,56-65,,D. Waiters misses free throw 2 of 2
0:14.0,Defensive rebound by A. Bennett,,56-65,,
0:00.0,Z. LaVine misses 2-pt shot from 22 ft,,56-65,,
0:00.0,,,56-65,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,56-65,,Turnover by D. Waiters (traveling)
11:37.0,N. Pekovic misses 2-pt shot from 2 ft,,56-65,,
11:36.0,,,56-65,,Defensive rebound by N. Collison
11:30.0,,,56-67,2,A. Morrow makes 2-pt shot from 21 ft (assist by D. Waiters)
11:04.0,Shooting foul by A. Morrow (drawn by A. Bennett),,56-67,,
11:04.0,A. Bennett misses free throw 1 of 2,,56-67,,
11:04.0,Offensive rebound by Team,,56-67,,
11:04.0,A. Bennett makes free throw 2 of 2,1,57-67,,
10:48.0,,,57-67,,D. Waiters misses 3-pt shot from 25 ft
10:47.0,Defensive rebound by A. Bennett,,57-67,,
10:37.0,A. Bennett makes 2-pt shot from 2 ft (assist by N. Pekovic),2,59-67,,
10:14.0,,,59-69,2,N. Collison makes 2-pt shot from 2 ft (assist by R. Jackson)
9:49.0,Z. LaVine makes 3-pt shot from 24 ft (assist by T. Young),3,62-69,,
9:31.0,,,62-71,2,N. Collison makes 2-pt shot from 1 ft (assist by R. Jackson)
9:16.0,N. Pekovic makes 2-pt shot from 8 ft (assist by Z. LaVine),2,64-71,,
9:00.0,,,64-71,,A. Morrow misses 3-pt shot from 24 ft
8:59.0,Defensive rebound by A. Bennett,,64-71,,
8:46.0,T. Young misses 2-pt shot from 7 ft,,64-71,,
8:45.0,,,64-71,,Defensive rebound by N. Collison
8:33.0,,,64-73,2,D. Waiters makes 2-pt shot from 14 ft
8:32.0,Minnesota full timeout,,64-73,,
8:32.0,A. Wiggins enters the game for T. Young,,64-73,,
8:17.0,Z. LaVine makes 2-pt shot from 1 ft,2,66-73,,
7:57.0,,,66-75,2,A. Morrow makes 2-pt shot from 14 ft (assist by N. Collison)
7:44.0,A. Bennett misses 3-pt shot from 22 ft,,66-75,,
7:43.0,,,66-75,,Defensive rebound by R. Jackson
7:34.0,,,66-75,,R. Jackson misses 2-pt shot from 1 ft (block by A. Bennett)
7:32.0,Defensive rebound by C. Budinger,,66-75,,
7:28.0,Shooting foul by K. Perkins (drawn by Z. LaVine),,66-75,,
7:28.0,Z. LaVine makes 2-pt shot from 2 ft,2,68-75,,
7:28.0,,,68-75,,R. Westbrook enters the game for D. Waiters
7:28.0,Z. LaVine misses free throw 1 of 1,,68-75,,
7:28.0,,,68-75,,Defensive rebound by R. Westbrook
7:22.0,,,68-77,2,R. Westbrook makes 2-pt shot from 1 ft
6:59.0,N. Pekovic misses 2-pt shot from 4 ft,,68-77,,
6:58.0,,,68-77,,Defensive rebound by N. Collison
6:52.0,,,68-77,,R. Westbrook misses 2-pt shot from 18 ft
6:49.0,,,68-77,,Offensive rebound by R. Westbrook
6:48.0,,,68-77,,Turnover by R. Westbrook (bad pass; steal by A. Wiggins)
6:44.0,Shooting foul by N. Collison (drawn by A. Wiggins),,68-77,,
6:44.0,A. Wiggins makes free throw 1 of 2,1,69-77,,
6:44.0,T. Young enters the game for A. Bennett,,69-77,,
6:44.0,,,69-77,,S. Ibaka enters the game for N. Collison
6:44.0,A. Wiggins makes free throw 2 of 2,1,70-77,,
6:35.0,,,70-77,,R. Westbrook misses 2-pt shot from 13 ft
6:34.0,,,70-77,,Offensive rebound by K. Perkins
6:23.0,,,70-77,,A. Morrow misses 2-pt shot from 13 ft
6:22.0,Defensive rebound by T. Young,,70-77,,
6:14.0,Z. LaVine misses 2-pt shot from 20 ft,,70-77,,
6:13.0,,,70-77,,Defensive rebound by A. Morrow
6:09.0,,,70-77,,Shooting foul by C. Budinger (drawn by R. Westbrook)
6:09.0,,,70-78,1,R. Westbrook makes free throw 1 of 2
6:09.0,,,70-79,1,R. Westbrook makes free throw 2 of 2
5:48.0,Turnover by T. Young (lost ball; steal by A. Morrow),,70-79,,
5:43.0,,,70-79,,A. Morrow misses 2-pt shot from 4 ft
5:42.0,,,70-79,,Offensive rebound by S. Ibaka
5:38.0,,,70-79,,A. Morrow misses 3-pt shot from 24 ft
5:37.0,,,70-79,,Offensive rebound by S. Ibaka
5:33.0,,,70-79,,Turnover by S. Ibaka (traveling)
5:33.0,Official timeout,,70-79,,
