time,Oklahoma City,pts.away,score,pts.home,Portland
4:50.0,,,20-16,,L. Aldridge misses 2-pt shot from 20 ft
4:50.0,Defensive rebound by Team,,20-16,,
4:50.0,K. Perkins enters the game for S. Adams,,20-16,,
4:36.0,R. Westbrook misses 2-pt shot from 3 ft (block by C. Kaman),,20-16,,
4:33.0,,,20-16,,Defensive rebound by W. Matthews
4:25.0,,,20-16,,D. Lillard misses 3-pt shot from 24 ft
4:24.0,Defensive rebound by Team,,20-16,,
4:06.0,L. Thomas makes 2-pt shot from 2 ft,2,22-16,,
3:51.0,,,22-16,,Turnover by C. Kaman (bad pass; steal by A. Roberson)
3:48.0,A. Roberson makes 2-pt shot at rim,2,24-16,,
3:32.0,,,24-18,2,L. Aldridge makes 2-pt shot from 21 ft
3:20.0,Shooting foul by D. Lillard (drawn by R. Westbrook),,24-18,,
3:20.0,R. Westbrook makes free throw 1 of 2,1,25-18,,
3:20.0,N. Collison enters the game for S. Ibaka,,25-18,,
3:20.0,,,25-18,,C. McCollum enters the game for W. Matthews
3:20.0,,,25-18,,J. Freeland enters the game for D. Lillard
3:20.0,,,25-18,,S. Blake enters the game for C. Kaman
3:20.0,R. Westbrook makes free throw 2 of 2,1,26-18,,
3:05.0,,,26-18,,Shooting foul by K. Perkins (drawn by L. Aldridge)
3:05.0,,,26-19,1,L. Aldridge makes free throw 1 of 2
3:05.0,,,26-20,1,L. Aldridge makes free throw 2 of 2
3:02.0,Oklahoma City full timeout,,26-20,,
3:02.0,S. Telfair enters the game for R. Westbrook,,26-20,,
2:46.0,K. Perkins makes 2-pt shot from 8 ft (assist by S. Telfair),2,28-20,,
2:27.0,,,28-22,2,L. Aldridge makes 2-pt shot from 17 ft
1:59.0,S. Telfair misses 3-pt shot from 23 ft,,28-22,,
1:59.0,,,28-22,,Defensive rebound by Team
1:59.0,Loose ball foul by L. Thomas (drawn by N. Batum),,28-22,,
1:59.0,,,28-23,1,N. Batum makes free throw 1 of 2
1:59.0,,,28-24,1,N. Batum makes free throw 2 of 2
1:43.0,,,28-24,,Violation by N. Batum (def goaltending)
1:43.0,L. Thomas makes 2-pt shot at rim (assist by S. Telfair),2,30-24,,
1:29.0,Personal foul by S. Telfair (drawn by S. Blake),,30-24,,
1:29.0,,,30-25,1,S. Blake makes free throw 1 of 2
1:29.0,,,30-25,,D. Wright enters the game for N. Batum
1:29.0,,,30-25,,S. Blake misses free throw 2 of 2
1:28.0,Defensive rebound by K. Perkins,,30-25,,
1:14.0,L. Thomas makes 2-pt shot from 4 ft (assist by N. Collison),2,32-25,,
1:02.0,,,32-27,2,L. Aldridge makes 2-pt shot from 20 ft
0:52.0,,,32-27,,Personal foul by D. Wright (drawn by L. Thomas)
0:39.0,K. Perkins misses 2-pt shot from 3 ft,,32-27,,
0:38.0,Offensive rebound by L. Thomas,,32-27,,
0:38.0,L. Thomas makes 2-pt shot at rim,2,34-27,,
0:24.0,,,34-29,2,L. Aldridge makes 2-pt shot from 18 ft
0:01.0,S. Telfair misses 2-pt shot from 8 ft (block by J. Freeland),,34-29,,
0:00.0,Offensive rebound by Team,,34-29,,
0:00.0,Turnover by Team (shot clock),,34-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,34-29,,C. Kaman misses 2-pt shot from 4 ft
11:35.0,,,34-29,,Offensive rebound by R. Lopez
11:35.0,,,34-29,,R. Lopez misses 2-pt shot from 1 ft
11:34.0,,,34-29,,Offensive rebound by R. Lopez
11:34.0,,,34-29,,R. Lopez misses 2-pt shot from 1 ft
11:32.0,,,34-29,,Offensive rebound by R. Lopez
11:31.0,,,34-29,,Shooting foul by N. Collison (drawn by R. Lopez)
11:31.0,,,34-30,1,R. Lopez makes free throw 1 of 2
11:31.0,,,34-31,1,R. Lopez makes free throw 2 of 2
11:18.0,L. Thomas misses 2-pt shot from 4 ft,,34-31,,
11:18.0,,,34-31,,Defensive rebound by R. Lopez
11:11.0,Personal foul by S. Telfair (drawn by S. Blake),,34-31,,
11:04.0,,,34-33,2,C. McCollum makes 2-pt shot from 1 ft
10:52.0,N. Collison misses 3-pt shot from 24 ft,,34-33,,
10:51.0,,,34-33,,Defensive rebound by S. Blake
10:45.0,,,34-33,,D. Wright misses 3-pt shot from 26 ft
10:44.0,Defensive rebound by N. Collison,,34-33,,
10:21.0,S. Telfair misses 3-pt shot from 25 ft,,34-33,,
10:19.0,,,34-33,,Defensive rebound by C. McCollum
10:12.0,,,34-35,2,C. Kaman makes 2-pt shot from 12 ft (assist by S. Blake)
10:09.0,Oklahoma City full timeout,,34-35,,
10:09.0,P. Jones enters the game for A. Roberson,,34-35,,
10:09.0,S. Adams enters the game for K. Perkins,,34-35,,
9:55.0,Shooting foul by C. Kaman (drawn by P. Jones),,34-35,,
9:55.0,P. Jones misses free throw 1 of 2,,34-35,,
9:55.0,Offensive rebound by Team,,34-35,,
9:55.0,P. Jones makes free throw 2 of 2,1,35-35,,
9:33.0,,,35-35,,C. McCollum misses 3-pt shot from 25 ft
9:31.0,Defensive rebound by S. Adams,,35-35,,
9:25.0,P. Jones misses 2-pt shot from 17 ft (block by D. Wright),,35-35,,
9:24.0,,,35-35,,Defensive rebound by D. Wright
9:14.0,,,35-35,,C. Kaman misses 2-pt shot from 21 ft
9:13.0,,,35-35,,Offensive rebound by R. Lopez
9:13.0,,,35-37,2,R. Lopez makes 2-pt shot at rim
8:57.0,Offensive foul by S. Adams,,35-37,,
8:57.0,Turnover by S. Adams (offensive foul),,35-37,,
8:57.0,S. Ibaka enters the game for N. Collison,,35-37,,
8:57.0,R. Westbrook enters the game for S. Telfair,,35-37,,
8:44.0,,,35-37,,S. Blake misses 2-pt shot from 21 ft
8:43.0,Defensive rebound by S. Ibaka,,35-37,,
8:39.0,R. Westbrook makes 2-pt shot from 1 ft,2,37-37,,
8:39.0,Shooting foul by C. McCollum (drawn by R. Westbrook),,37-37,,
8:39.0,,,37-37,,W. Matthews enters the game for C. McCollum
8:39.0,,,37-37,,D. Lillard enters the game for D. Wright
8:39.0,R. Westbrook makes free throw 1 of 1,1,38-37,,
8:26.0,,,38-37,,R. Lopez misses 2-pt shot from 15 ft
8:25.0,,,38-37,,Offensive rebound by S. Blake
8:16.0,,,38-37,,C. Kaman misses 2-pt shot from 2 ft
8:13.0,,,38-37,,Offensive rebound by R. Lopez
8:13.0,,,38-37,,R. Lopez misses 2-pt shot at rim (block by S. Ibaka)
8:13.0,,,38-37,,Offensive rebound by Team
7:59.0,,,38-39,2,C. Kaman makes 2-pt shot from 1 ft (assist by S. Blake)
7:36.0,P. Jones misses 3-pt shot from 25 ft,,38-39,,
7:35.0,,,38-39,,Defensive rebound by C. Kaman
7:26.0,,,38-39,,S. Blake misses 3-pt shot from 24 ft
7:24.0,Defensive rebound by S. Ibaka,,38-39,,
7:13.0,Shooting foul by D. Lillard (drawn by R. Westbrook),,38-39,,
7:13.0,R. Westbrook misses free throw 1 of 2,,38-39,,
7:13.0,Offensive rebound by Team,,38-39,,
7:13.0,A. Roberson enters the game for L. Thomas,,38-39,,
7:13.0,,,38-39,,N. Batum enters the game for S. Blake
7:13.0,R. Westbrook makes free throw 2 of 2,1,39-39,,
6:57.0,,,39-39,,Shooting foul by A. Roberson (drawn by W. Matthews)
6:57.0,,,39-40,1,W. Matthews makes free throw 1 of 2
6:57.0,,,39-40,,W. Matthews misses free throw 2 of 2
6:56.0,Defensive rebound by S. Ibaka,,39-40,,
6:44.0,Turnover by S. Adams (traveling),,39-40,,
6:25.0,,,39-40,,W. Matthews misses 3-pt shot from 24 ft
6:24.0,,,39-40,,Offensive rebound by Team
6:18.0,,,39-40,,N. Batum misses 2-pt shot from 21 ft
6:13.0,,,39-40,,Offensive rebound by R. Lopez
6:04.0,Personal foul by R. Westbrook (drawn by W. Matthews),,39-40,,
5:49.0,,,39-40,,N. Batum misses 3-pt shot from 24 ft
5:48.0,,,39-40,,Offensive rebound by C. Kaman
5:46.0,,,39-42,2,C. Kaman makes 2-pt shot from 4 ft
5:29.0,S. Ibaka makes 2-pt shot from 20 ft (assist by R. Westbrook),2,41-42,,
5:13.0,,,41-42,,Turnover by D. Lillard (bad pass)
5:13.0,Official timeout,,41-42,,
5:13.0,,,41-42,,L. Aldridge enters the game for C. Kaman
4:55.0,R. Westbrook misses 2-pt shot from 4 ft (block by W. Matthews),,41-42,,
4:54.0,Offensive rebound by R. Westbrook,,41-42,,
4:52.0,Shooting foul by W. Matthews (drawn by R. Westbrook),,41-42,,
4:52.0,R. Westbrook makes free throw 1 of 3,1,42-42,,
4:52.0,R. Westbrook makes free throw 2 of 3,1,43-42,,
4:52.0,R. Westbrook makes free throw 3 of 3,1,44-42,,
4:38.0,,,44-42,,D. Lillard misses 2-pt shot from 17 ft
4:37.0,Defensive rebound by S. Adams,,44-42,,
4:33.0,,,44-42,,Personal block foul by W. Matthews (drawn by R. Westbrook)
4:33.0,R. Westbrook makes free throw 1 of 2,1,45-42,,
4:33.0,R. Westbrook makes free throw 2 of 2,1,46-42,,
4:15.0,,,46-42,,Shooting foul by S. Ibaka (drawn by L. Aldridge)
4:15.0,,,46-44,2,L. Aldridge makes 2-pt shot from 7 ft
4:15.0,,,46-45,1,L. Aldridge makes free throw 1 of 1
4:07.0,Offensive foul by S. Ibaka,,46-45,,
4:07.0,Turnover by S. Ibaka (offensive foul),,46-45,,
4:07.0,N. Collison enters the game for S. Ibaka,,46-45,,
3:49.0,,,46-45,,Shooting foul by S. Adams (drawn by N. Batum)
3:49.0,,,46-46,1,N. Batum makes free throw 1 of 2
3:49.0,K. Perkins enters the game for S. Adams,,46-46,,
3:49.0,,,46-47,1,N. Batum makes free throw 2 of 2
3:39.0,R. Westbrook misses 2-pt shot from 12 ft,,46-47,,
3:38.0,,,46-47,,Defensive rebound by L. Aldridge
3:23.0,,,46-47,,D. Lillard misses 3-pt shot from 24 ft
3:22.0,Defensive rebound by A. Roberson,,46-47,,
3:13.0,Shooting foul by D. Lillard (drawn by R. Westbrook),,46-47,,
3:13.0,R. Westbrook makes free throw 1 of 2,1,47-47,,
3:13.0,,,47-47,,S. Blake enters the game for D. Lillard
3:13.0,R. Westbrook makes free throw 2 of 2,1,48-47,,
2:57.0,,,48-47,,N. Batum misses 3-pt shot from 24 ft
2:55.0,,,48-47,,Offensive rebound by R. Lopez
2:55.0,,,48-47,,R. Lopez misses 2-pt shot from 1 ft
2:53.0,Defensive rebound by K. Perkins,,48-47,,
2:49.0,N. Collison makes 2-pt shot from 1 ft (assist by R. Westbrook),2,50-47,,
2:49.0,Shooting foul by N. Batum (drawn by N. Collison),,50-47,,
2:49.0,,,50-47,,Portland full timeout
2:49.0,N. Collison misses free throw 1 of 1,,50-47,,
2:46.0,Offensive rebound by A. Roberson,,50-47,,
2:45.0,A. Roberson misses 2-pt shot from 1 ft (block by L. Aldridge),,50-47,,
2:43.0,,,50-47,,Defensive rebound by S. Blake
2:27.0,,,50-47,,L. Aldridge misses 2-pt shot from 19 ft
2:26.0,Defensive rebound by A. Roberson,,50-47,,
2:12.0,R. Westbrook makes 2-pt shot from 1 ft (assist by N. Collison),2,52-47,,
1:51.0,,,52-47,,R. Lopez misses 2-pt shot from 19 ft
1:50.0,Defensive rebound by A. Roberson,,52-47,,
1:29.0,P. Jones misses 2-pt shot from 6 ft,,52-47,,
1:28.0,Offensive rebound by K. Perkins,,52-47,,
1:26.0,Turnover by Team (shot clock),,52-47,,
1:15.0,,,52-47,,Turnover by L. Aldridge (lost ball; steal by N. Collison)
1:12.0,Offensive charge foul by A. Roberson,,52-47,,
1:12.0,Turnover by A. Roberson (offensive foul),,52-47,,
0:50.0,,,52-47,,W. Matthews misses 3-pt shot from 22 ft
0:48.0,,,52-47,,Offensive rebound by Team
0:29.0,,,52-47,,S. Blake misses 3-pt shot from 24 ft
0:28.0,Defensive rebound by P. Jones,,52-47,,
0:06.0,Turnover by R. Westbrook (bad pass; steal by R. Lopez),,52-47,,
0:03.0,,,52-49,2,W. Matthews makes 2-pt shot at rim (assist by N. Batum)
0:00.0,R. Westbrook makes 2-pt shot at rim (assist by N. Collison),2,54-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,54-49,,L. Aldridge misses 2-pt shot from 5 ft (block by S. Ibaka)
11:44.0,,,54-49,,Offensive rebound by Team
11:35.0,,,54-49,,W. Matthews misses 3-pt shot from 24 ft
11:33.0,Defensive rebound by R. Westbrook,,54-49,,
11:30.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,56-49,,
11:03.0,,,56-49,,N. Batum misses 2-pt shot from 12 ft
11:03.0,,,56-49,,Offensive rebound by Team
11:03.0,Loose ball foul by A. Roberson (drawn by R. Lopez),,56-49,,
11:00.0,,,56-49,,Turnover by N. Batum (bad pass; steal by R. Westbrook)
10:56.0,S. Ibaka misses 2-pt shot from 1 ft (block by N. Batum),,56-49,,
10:56.0,Offensive rebound by Team,,56-49,,
10:49.0,S. Ibaka misses 3-pt shot from 24 ft,,56-49,,
10:48.0,,,56-49,,Defensive rebound by N. Batum
10:35.0,,,56-49,,D. Lillard misses 3-pt shot from 24 ft
10:35.0,Defensive rebound by A. Roberson,,56-49,,
10:22.0,Shooting foul by N. Batum (drawn by R. Westbrook),,56-49,,
10:22.0,R. Westbrook makes free throw 1 of 2,1,57-49,,
10:22.0,R. Westbrook makes free throw 2 of 2,1,58-49,,
10:13.0,Personal foul by R. Westbrook (drawn by D. Lillard),,58-49,,
10:08.0,,,58-51,2,D. Lillard makes 2-pt shot from 1 ft
10:08.0,,,58-51,,Shooting foul by A. Roberson (drawn by D. Lillard)
10:08.0,L. Thomas enters the game for A. Roberson,,58-51,,
10:08.0,,,58-52,1,D. Lillard makes free throw 1 of 1
9:51.0,S. Adams misses 2-pt shot from 8 ft,,58-52,,
9:50.0,Offensive rebound by S. Adams,,58-52,,
9:48.0,S. Adams makes 2-pt shot from 1 ft,2,60-52,,
9:31.0,,,60-55,3,N. Batum makes 3-pt shot from 22 ft (assist by L. Aldridge)
9:11.0,Turnover by R. Westbrook (bad pass),,60-55,,
8:59.0,,,60-57,2,L. Aldridge makes 2-pt shot from 18 ft (assist by D. Lillard)
8:44.0,S. Ibaka makes 2-pt shot from 19 ft (assist by L. Thomas),2,62-57,,
8:28.0,,,62-59,2,R. Lopez makes 2-pt shot at rim (assist by N. Batum)
8:02.0,R. Westbrook misses 2-pt shot from 16 ft,,62-59,,
8:00.0,Offensive rebound by S. Ibaka,,62-59,,
8:00.0,Shooting foul by D. Lillard (drawn by S. Ibaka),,62-59,,
8:00.0,S. Ibaka misses free throw 1 of 2,,62-59,,
8:00.0,Offensive rebound by Team,,62-59,,
8:00.0,,,62-59,,S. Blake enters the game for D. Lillard
8:00.0,S. Ibaka makes free throw 2 of 2,1,63-59,,
7:49.0,,,63-59,,Shooting foul by R. Westbrook (drawn by R. Lopez)
7:49.0,,,63-60,1,R. Lopez makes free throw 1 of 2
7:49.0,,,63-60,,R. Lopez misses free throw 2 of 2
7:47.0,Defensive rebound by L. Thomas,,63-60,,
7:27.0,R. Westbrook misses 2-pt shot from 2 ft,,63-60,,
7:26.0,,,63-60,,Defensive rebound by N. Batum
7:18.0,,,63-60,,N. Batum misses 2-pt shot from 1 ft (block by S. Ibaka)
7:14.0,Defensive rebound by Team,,63-60,,
7:02.0,R. Westbrook makes 2-pt shot from 18 ft (assist by L. Thomas),2,65-60,,
6:48.0,,,65-62,2,N. Batum makes 2-pt shot from 12 ft
6:34.0,R. Westbrook misses 2-pt shot from 15 ft,,65-62,,
6:32.0,Offensive rebound by S. Adams,,65-62,,
6:29.0,R. Westbrook makes 3-pt shot from 24 ft (assist by S. Adams),3,68-62,,
6:09.0,,,68-62,,N. Batum misses 3-pt shot from 24 ft
6:08.0,Defensive rebound by S. Ibaka,,68-62,,
5:54.0,S. Ibaka misses 2-pt shot from 5 ft,,68-62,,
5:53.0,,,68-62,,Defensive rebound by R. Lopez
5:46.0,,,68-65,3,W. Matthews makes 3-pt shot from 24 ft (assist by S. Blake)
5:44.0,Oklahoma City full timeout,,68-65,,
5:44.0,,,68-65,,C. Kaman enters the game for R. Lopez
5:21.0,R. Westbrook misses 2-pt shot from 16 ft,,68-65,,
5:20.0,,,68-65,,Defensive rebound by S. Blake
5:04.0,,,68-65,,Turnover by C. Kaman (bad pass; steal by R. Westbrook)
5:02.0,R. Westbrook makes 2-pt shot from 1 ft,2,70-65,,
5:02.0,Shooting foul by S. Blake (drawn by R. Westbrook),,70-65,,
5:02.0,N. Collison enters the game for S. Ibaka,,70-65,,
5:02.0,R. Westbrook makes free throw 1 of 1,1,71-65,,
4:49.0,,,71-65,,S. Blake misses 3-pt shot from 24 ft
4:45.0,,,71-65,,Offensive rebound by Team
4:45.0,Jump ball: W. Matthews vs. R. Westbrook (L. Aldridge gains possession),,,,Jump ball: W. Matthews vs. R. Westbrook (L. Aldridge gains possession)
4:35.0,,,71-65,,Shooting foul by N. Collison (drawn by L. Aldridge)
4:35.0,,,71-66,1,L. Aldridge makes free throw 1 of 2
4:35.0,,,71-67,1,L. Aldridge makes free throw 2 of 2
4:22.0,P. Jones makes 2-pt shot from 9 ft,2,73-67,,
4:11.0,,,73-70,3,N. Batum makes 3-pt shot from 24 ft (assist by S. Blake)
3:52.0,P. Jones misses 2-pt shot from 19 ft,,73-70,,
3:52.0,,,73-70,,Defensive rebound by N. Batum
3:42.0,,,73-72,2,C. Kaman makes 2-pt shot from 1 ft (assist by S. Blake)
3:22.0,Turnover by S. Adams (bad pass),,73-72,,
3:22.0,K. Perkins enters the game for S. Adams,,73-72,,
3:22.0,,,73-72,,C. McCollum enters the game for W. Matthews
3:11.0,Personal foul by N. Collison (drawn by L. Aldridge),,73-72,,
3:11.0,,,73-72,,L. Aldridge misses free throw 1 of 2
3:11.0,,,73-72,,Offensive rebound by Team
3:11.0,S. Telfair enters the game for R. Westbrook,,73-72,,
3:11.0,,,73-73,1,L. Aldridge makes free throw 2 of 2
2:51.0,L. Thomas misses 2-pt shot from 15 ft,,73-73,,
2:51.0,,,73-73,,Defensive rebound by C. Kaman
2:41.0,Violation by K. Perkins (def goaltending),,73-73,,
2:41.0,,,73-75,2,N. Batum makes 2-pt shot at rim (assist by L. Aldridge)
2:22.0,N. Collison misses 3-pt shot from 24 ft,,73-75,,
2:21.0,,,73-75,,Defensive rebound by S. Blake
2:10.0,,,73-75,,L. Aldridge misses 2-pt shot from 14 ft
2:09.0,Defensive rebound by N. Collison,,73-75,,
1:53.0,S. Telfair makes 2-pt shot from 18 ft,2,75-75,,
1:52.0,,,75-75,,Portland full timeout
1:52.0,,,75-75,,D. Lillard enters the game for S. Blake
1:52.0,,,75-75,,W. Matthews enters the game for N. Batum
1:52.0,,,75-75,,R. Lopez enters the game for L. Aldridge
1:36.0,,,75-75,,Turnover by C. McCollum (lost ball; steal by K. Perkins)
1:29.0,P. Jones misses 2-pt shot from 2 ft,,75-75,,
1:28.0,Offensive rebound by K. Perkins,,75-75,,
1:27.0,K. Perkins makes 2-pt shot at rim,2,77-75,,
1:16.0,,,77-75,,Turnover by C. McCollum (lost ball; steal by N. Collison)
1:00.0,P. Jones misses 2-pt shot from 3 ft,,77-75,,
0:59.0,Offensive rebound by K. Perkins,,77-75,,
0:40.0,N. Collison misses 3-pt shot from 22 ft,,77-75,,
0:39.0,,,77-75,,Defensive rebound by C. Kaman
0:26.0,,,77-75,,C. Kaman misses 2-pt shot from 3 ft
0:22.0,Defensive rebound by N. Collison,,77-75,,
0:04.0,S. Telfair misses 3-pt shot from 25 ft,,77-75,,
0:03.0,,,77-75,,Defensive rebound by C. Kaman
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,S. Telfair misses 3-pt shot from 24 ft,,77-75,,
11:36.0,Offensive rebound by K. Perkins,,77-75,,
11:26.0,S. Telfair misses 2-pt shot from 1 ft,,77-75,,
11:25.0,,,77-75,,Defensive rebound by W. Matthews
11:16.0,,,77-78,3,W. Matthews makes 3-pt shot from 24 ft
11:04.0,,,77-78,,Personal foul by C. McCollum (drawn by A. Roberson)
10:57.0,L. Thomas misses 2-pt shot from 17 ft,,77-78,,
10:55.0,,,77-78,,Defensive rebound by Team
10:49.0,Personal foul by L. Thomas (drawn by R. Lopez),,77-78,,
10:49.0,S. Ibaka enters the game for N. Collison,,77-78,,
10:42.0,,,77-81,3,D. Lillard makes 3-pt shot from 25 ft (assist by C. Kaman)
10:35.0,Oklahoma City full timeout,,77-81,,
10:26.0,Turnover by S. Ibaka (lost ball; steal by D. Lillard),,77-81,,
10:26.0,Personal foul by S. Ibaka (drawn by D. Lillard),,77-81,,
10:02.0,,,77-83,2,C. Kaman makes 2-pt shot from 10 ft (assist by W. Matthews)
9:40.0,,,77-83,,Personal foul by C. Kaman (drawn by S. Ibaka)
9:30.0,S. Telfair misses 3-pt shot from 26 ft,,77-83,,
9:28.0,Offensive rebound by K. Perkins,,77-83,,
9:24.0,L. Thomas makes 2-pt shot at rim (assist by A. Roberson),2,79-83,,
9:05.0,Personal foul by K. Perkins (drawn by C. Kaman),,79-83,,
9:05.0,,,79-83,,L. Aldridge enters the game for C. Kaman
9:01.0,,,79-83,,D. Lillard misses 2-pt shot from 1 ft (block by K. Perkins)
9:01.0,,,79-83,,Offensive rebound by Team
8:57.0,,,79-83,,R. Lopez misses 2-pt shot at rim
8:55.0,,,79-83,,Offensive rebound by W. Matthews
8:49.0,,,79-83,,C. McCollum misses 3-pt shot from 24 ft
8:48.0,Defensive rebound by S. Telfair,,79-83,,
8:40.0,Offensive charge foul by A. Roberson,,79-83,,
8:40.0,Turnover by A. Roberson (offensive foul),,79-83,,
8:40.0,R. Westbrook enters the game for S. Telfair,,79-83,,
8:40.0,,,79-83,,N. Batum enters the game for C. McCollum
8:30.0,,,79-85,2,R. Lopez makes 2-pt shot at rim (assist by D. Lillard)
8:13.0,L. Thomas makes 2-pt shot from 20 ft,2,81-85,,
7:55.0,,,81-85,,L. Aldridge misses 2-pt shot from 2 ft
7:54.0,Defensive rebound by K. Perkins,,81-85,,
7:49.0,R. Westbrook misses 2-pt shot from 18 ft,,81-85,,
7:47.0,,,81-85,,Defensive rebound by L. Aldridge
7:31.0,,,81-85,,L. Aldridge misses 2-pt shot from 4 ft
7:31.0,Defensive rebound by S. Ibaka,,81-85,,
7:19.0,R. Westbrook misses 2-pt shot at rim (block by R. Lopez),,81-85,,
7:19.0,,,81-85,,Defensive rebound by W. Matthews
7:08.0,Def 3 sec tech foul by K. Perkins,,81-85,,
7:08.0,,,81-86,1,D. Lillard makes technical free throw
7:08.0,,,81-86,,S. Blake enters the game for W. Matthews
7:02.0,,,81-89,3,D. Lillard makes 3-pt shot from 25 ft
7:00.0,Oklahoma City full timeout,,81-89,,
6:41.0,R. Westbrook makes 2-pt shot from 11 ft,2,83-89,,
6:22.0,,,83-91,2,N. Batum makes 2-pt shot from 16 ft
5:58.0,R. Westbrook misses 2-pt shot from 18 ft,,83-91,,
5:56.0,,,83-91,,Defensive rebound by R. Lopez
5:36.0,,,83-91,,L. Aldridge misses 2-pt shot from 2 ft (block by S. Ibaka)
5:35.0,Defensive rebound by S. Ibaka,,83-91,,
5:23.0,Turnover by S. Ibaka (bad pass; steal by N. Batum),,83-91,,
5:20.0,,,83-93,2,L. Aldridge makes 2-pt shot at rim (assist by N. Batum)
5:17.0,Oklahoma City full timeout,,83-93,,
