time,Chicago,pts.away,score,pts.home,Cleveland
8:05.0,Defensive rebound by D. Rose,,8-2,,
7:50.0,P. Gasol makes 2-pt shot at rim (assist by J. Noah),2,10-2,,
7:49.0,,,10-2,,Cleveland full timeout
7:35.0,,,10-2,,L. James misses 2-pt shot from 7 ft
7:34.0,Defensive rebound by P. Gasol,,10-2,,
7:19.0,J. Noah misses 2-pt shot from 5 ft (block by T. Mozgov),,10-2,,
7:19.0,Offensive rebound by Team,,10-2,,
7:18.0,M. Dunleavy makes 3-pt shot from 24 ft (assist by J. Butler),3,13-2,,
6:51.0,,,13-5,3,I. Shumpert makes 3-pt shot from 24 ft (assist by K. Irving)
6:39.0,P. Gasol misses 2-pt shot from 10 ft,,13-5,,
6:35.0,Offensive rebound by J. Noah,,13-5,,
6:29.0,J. Butler makes 2-pt shot from 15 ft,2,15-5,,
6:09.0,,,15-5,,I. Shumpert misses 3-pt shot from 24 ft
6:07.0,Defensive rebound by P. Gasol,,15-5,,
5:58.0,D. Rose makes 3-pt shot from 26 ft,3,18-5,,
5:38.0,,,18-7,2,K. Irving makes 2-pt shot from 2 ft (assist by L. James)
5:19.0,M. Dunleavy makes 3-pt shot from 23 ft (assist by J. Noah),3,21-7,,
5:04.0,,,21-7,,Shooting foul by J. Noah (drawn by T. Mozgov)
5:04.0,,,21-7,,T. Mozgov misses free throw 1 of 2
5:04.0,,,21-7,,Offensive rebound by Team
5:04.0,,,21-7,,T. Thompson enters the game for M. Miller
5:04.0,,,21-8,1,T. Mozgov makes free throw 2 of 2
4:50.0,Turnover by J. Noah (bad pass),,21-8,,
4:41.0,,,21-8,,T. Mozgov misses 2-pt shot from 7 ft
4:39.0,,,21-8,,Offensive rebound by Team
4:39.0,T. Gibson enters the game for J. Noah,,21-8,,
4:39.0,Jump ball: J. Butler vs. T. Thompson (K. Irving gains possession),,,,Jump ball: J. Butler vs. T. Thompson (K. Irving gains possession)
4:27.0,,,21-10,2,L. James makes 2-pt shot from 19 ft
4:10.0,P. Gasol makes 2-pt shot from 19 ft (assist by T. Gibson),2,23-10,,
3:49.0,,,23-10,,I. Shumpert misses 2-pt shot from 1 ft
3:47.0,Defensive rebound by P. Gasol,,23-10,,
3:43.0,D. Rose misses 2-pt shot from 2 ft (block by K. Irving),,23-10,,
3:41.0,,,23-10,,Defensive rebound by T. Mozgov
3:27.0,Def 3 sec tech foul by T. Gibson,,23-10,,
3:27.0,,,23-11,1,K. Irving makes technical free throw
3:27.0,,,23-11,,S. Marion enters the game for L. James
3:09.0,,,23-11,,I. Shumpert misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by D. Rose,,23-11,,
3:06.0,K. Hinrich enters the game for J. Butler,,23-11,,
3:00.0,D. Rose misses 2-pt shot from 8 ft,,23-11,,
2:56.0,Offensive rebound by P. Gasol,,23-11,,
2:53.0,D. Rose makes 2-pt shot from 2 ft (assist by P. Gasol),2,25-11,,
2:43.0,,,25-11,,Shooting foul by K. Hinrich (drawn by T. Thompson)
2:43.0,Chicago full timeout,,25-11,,
2:43.0,,,25-12,1,T. Thompson makes free throw 1 of 2
2:43.0,,,25-13,1,T. Thompson makes free throw 2 of 2
2:31.0,M. Dunleavy makes 2-pt shot from 23 ft (assist by D. Rose),2,27-13,,
2:10.0,,,27-13,,K. Irving misses 2-pt shot from 12 ft
2:10.0,Defensive rebound by Team,,27-13,,
2:10.0,,,27-13,,L. James enters the game for I. Shumpert
2:10.0,J. Butler enters the game for M. Dunleavy,,27-13,,
1:53.0,,,27-13,,Personal foul by S. Marion (drawn by J. Butler)
1:39.0,Turnover by J. Butler (bad pass; steal by T. Mozgov),,27-13,,
1:28.0,,,27-15,2,L. James makes 2-pt shot from 7 ft
1:03.0,P. Gasol misses 2-pt shot from 11 ft,,27-15,,
1:00.0,,,27-15,,Defensive rebound by L. James
0:50.0,,,27-15,,L. James misses 2-pt shot from 8 ft
0:47.0,Defensive rebound by P. Gasol,,27-15,,
0:35.0,J. Butler misses 3-pt shot from 25 ft,,27-15,,
0:32.0,,,27-15,,Defensive rebound by T. Thompson
0:26.0,Personal foul by K. Hinrich (drawn by K. Irving),,27-15,,
0:26.0,,,27-15,,M. Miller enters the game for T. Thompson
0:26.0,M. Dunleavy enters the game for T. Gibson,,27-15,,
0:12.0,,,27-15,,K. Irving misses 2-pt shot from 5 ft
0:11.0,,,27-15,,Offensive rebound by T. Mozgov
0:06.0,,,27-15,,K. Irving misses 2-pt shot from 22 ft
0:04.0,,,27-15,,Offensive rebound by T. Mozgov
0:02.0,,,27-15,,T. Mozgov misses 2-pt shot from 1 ft (block by P. Gasol)
0:01.0,,,27-15,,Offensive rebound by L. James
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,27-17,2,M. Dellavedova makes 2-pt shot from 5 ft (assist by L. James)
11:19.0,Turnover by J. Noah (bad pass; steal by L. James),,27-17,,
11:13.0,,,27-17,,M. Dellavedova misses 3-pt shot from 23 ft
11:12.0,Defensive rebound by T. Gibson,,27-17,,
10:50.0,K. Hinrich makes 2-pt shot from 8 ft (assist by J. Noah),2,29-17,,
10:50.0,Shooting foul by J. Jones (drawn by K. Hinrich),,29-17,,
10:50.0,K. Hinrich makes free throw 1 of 1,1,30-17,,
10:31.0,,,30-17,,Turnover by L. James (bad pass; steal by J. Butler)
10:17.0,K. Hinrich makes 3-pt shot from 24 ft (assist by J. Butler),3,33-17,,
10:00.0,,,33-19,2,L. James makes 2-pt shot from 1 ft
9:37.0,K. Hinrich misses 2-pt shot from 20 ft,,33-19,,
9:36.0,,,33-19,,Defensive rebound by L. James
9:29.0,,,33-21,2,L. James makes 2-pt shot from 1 ft
9:06.0,,,33-21,,Personal foul by M. Dellavedova (drawn by T. Gibson)
9:06.0,,,33-21,,I. Shumpert enters the game for S. Marion
9:06.0,,,33-21,,K. Irving enters the game for M. Dellavedova
9:00.0,A. Brooks makes 2-pt shot at rim (assist by K. Hinrich),2,35-21,,
8:40.0,,,35-21,,K. Irving misses 2-pt shot from 16 ft
8:40.0,,,35-21,,Offensive rebound by Team
8:40.0,Loose ball foul by J. Noah (drawn by T. Thompson),,35-21,,
8:40.0,Official timeout,,35-21,,
8:40.0,D. Rose enters the game for A. Brooks,,35-21,,
8:26.0,,,35-23,2,I. Shumpert makes 2-pt shot at rim (assist by L. James)
8:00.0,D. Rose makes 2-pt shot from 16 ft,2,37-23,,
7:47.0,,,37-25,2,K. Irving makes 2-pt shot from 15 ft
7:47.0,,,37-25,,Shooting foul by D. Rose (drawn by K. Irving)
7:47.0,M. Dunleavy enters the game for K. Hinrich,,37-25,,
7:47.0,,,37-26,1,K. Irving makes free throw 1 of 1
7:26.0,J. Noah misses 2-pt shot from 10 ft,,37-26,,
7:25.0,,,37-26,,Defensive rebound by J. Jones
7:20.0,,,37-26,,Shooting foul by D. Rose (drawn by K. Irving)
7:20.0,,,37-27,1,K. Irving makes free throw 1 of 2
7:20.0,,,37-28,1,K. Irving makes free throw 2 of 2
7:00.0,T. Gibson makes 2-pt shot from 16 ft (assist by J. Butler),2,39-28,,
6:45.0,,,39-31,3,K. Irving makes 3-pt shot from 26 ft
6:27.0,D. Rose misses 2-pt shot from 3 ft (block by T. Thompson),,39-31,,
6:25.0,,,39-31,,Defensive rebound by J. Jones
6:21.0,,,39-33,2,K. Irving makes 2-pt shot from 1 ft
6:16.0,Chicago full timeout,,39-33,,
5:56.0,J. Butler makes 2-pt shot at rim,2,41-33,,
5:40.0,,,41-35,2,L. James makes 2-pt shot from 21 ft (assist by K. Irving)
5:23.0,D. Rose makes 2-pt shot at rim,2,43-35,,
5:05.0,,,43-35,,J. Jones misses 3-pt shot from 24 ft
5:04.0,Defensive rebound by M. Dunleavy,,43-35,,
4:49.0,J. Butler misses 2-pt shot from 21 ft,,43-35,,
4:48.0,,,43-35,,Defensive rebound by Team
4:31.0,,,43-35,,J. Jones misses 3-pt shot from 27 ft
4:29.0,Defensive rebound by M. Dunleavy,,43-35,,
4:19.0,D. Rose misses 3-pt shot from 25 ft,,43-35,,
4:18.0,,,43-35,,Defensive rebound by L. James
4:03.0,,,43-35,,L. James misses 2-pt shot from 1 ft (block by J. Noah)
4:01.0,Defensive rebound by J. Noah,,43-35,,
3:58.0,,,43-35,,Personal foul by J. Jones (drawn by J. Butler)
3:58.0,N. Mirotic enters the game for T. Gibson,,43-35,,
3:58.0,,,43-35,,T. Mozgov enters the game for J. Jones
3:58.0,P. Gasol enters the game for J. Noah,,43-35,,
3:37.0,P. Gasol misses 2-pt shot from 16 ft,,43-35,,
3:36.0,,,43-35,,Defensive rebound by T. Thompson
3:28.0,,,43-35,,Shooting foul by N. Mirotic (drawn by K. Irving)
3:28.0,,,43-36,1,K. Irving makes free throw 1 of 2
3:28.0,,,43-36,,M. Miller enters the game for L. James
3:28.0,,,43-37,1,K. Irving makes free throw 2 of 2
3:16.0,D. Rose makes 2-pt shot from 15 ft,2,45-37,,
2:54.0,,,45-37,,I. Shumpert misses 2-pt shot from 10 ft
2:53.0,,,45-37,,Offensive rebound by T. Mozgov
2:42.0,,,45-37,,I. Shumpert misses 3-pt shot from 26 ft
2:41.0,,,45-37,,Offensive rebound by T. Thompson
2:30.0,,,45-39,2,K. Irving makes 2-pt shot from 1 ft
2:12.0,D. Rose misses 2-pt shot from 16 ft,,45-39,,
2:11.0,,,45-39,,Defensive rebound by M. Miller
2:05.0,,,45-39,,Turnover by K. Irving (bad pass; steal by M. Dunleavy)
2:03.0,Turnover by M. Dunleavy (bad pass; steal by I. Shumpert),,45-39,,
2:00.0,,,45-42,3,M. Miller makes 3-pt shot from 24 ft (assist by I. Shumpert)
1:40.0,D. Rose makes 2-pt shot at rim (assist by P. Gasol),2,47-42,,
1:33.0,,,47-42,,Cleveland full timeout
1:33.0,T. Gibson enters the game for N. Mirotic,,47-42,,
1:33.0,,,47-42,,L. James enters the game for I. Shumpert
1:29.0,,,47-42,,K. Irving misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by D. Rose,,47-42,,
1:26.0,D. Rose misses 2-pt shot from 1 ft (block by L. James),,47-42,,
1:26.0,Offensive rebound by Team,,47-42,,
1:25.0,Jump ball: P. Gasol vs. T. Mozgov (D. Rose gains possession),,,,Jump ball: P. Gasol vs. T. Mozgov (D. Rose gains possession)
1:08.0,T. Gibson misses 2-pt shot from 18 ft,,47-42,,
1:07.0,,,47-42,,Defensive rebound by L. James
0:59.0,,,47-42,,L. James misses 2-pt shot from 19 ft
0:58.0,,,47-42,,Offensive rebound by T. Thompson
0:55.0,,,47-42,,Cleveland full timeout
0:44.0,,,47-44,2,L. James makes 2-pt shot from 1 ft
0:27.0,P. Gasol makes 2-pt shot from 19 ft (assist by J. Butler),2,49-44,,
0:02.0,,,49-44,,L. James misses 2-pt shot from 12 ft
0:01.0,Defensive rebound by P. Gasol,,49-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,49-47,3,I. Shumpert makes 3-pt shot from 24 ft (assist by L. James)
11:16.0,Shooting foul by L. James (drawn by J. Butler),,49-47,,
11:16.0,J. Butler makes free throw 1 of 2,1,50-47,,
11:16.0,J. Butler makes free throw 2 of 2,1,51-47,,
10:58.0,,,51-47,,Shooting foul by M. Dunleavy (drawn by T. Mozgov)
10:58.0,,,51-48,1,T. Mozgov makes free throw 1 of 2
10:58.0,,,51-49,1,T. Mozgov makes free throw 2 of 2
10:37.0,Turnover by M. Dunleavy (bad pass; steal by L. James),,51-49,,
10:36.0,Personal foul by M. Dunleavy (drawn by L. James),,51-49,,
10:25.0,,,51-51,2,T. Mozgov makes 2-pt shot from 2 ft (assist by K. Irving)
10:08.0,Turnover by J. Noah (3 sec),,51-51,,
9:58.0,,,51-51,,T. Mozgov misses 2-pt shot from 7 ft (block by P. Gasol)
9:58.0,,,51-51,,Offensive rebound by Team
9:52.0,,,51-51,,L. James misses 2-pt shot from 15 ft
9:49.0,Defensive rebound by J. Noah,,51-51,,
9:40.0,D. Rose misses 2-pt shot from 12 ft,,51-51,,
9:39.0,,,51-51,,Defensive rebound by M. Miller
9:36.0,,,51-51,,Turnover by L. James (bad pass; steal by J. Butler)
9:31.0,J. Butler misses 2-pt shot from 2 ft (block by M. Miller),,51-51,,
9:29.0,Offensive rebound by J. Butler,,51-51,,
9:22.0,P. Gasol makes 2-pt shot from 19 ft (assist by J. Butler),2,53-51,,
9:03.0,,,53-53,2,K. Irving makes 2-pt shot from 1 ft
8:46.0,J. Butler makes 3-pt shot from 23 ft (assist by P. Gasol),3,56-53,,
8:26.0,,,56-53,,K. Irving misses 2-pt shot from 7 ft
8:26.0,Defensive rebound by P. Gasol,,56-53,,
8:26.0,,,56-53,,Personal foul by T. Mozgov (drawn by P. Gasol)
8:22.0,,,56-53,,T. Thompson enters the game for T. Mozgov
8:16.0,D. Rose makes 2-pt shot from 18 ft,2,58-53,,
7:56.0,,,58-53,,L. James misses 3-pt shot from 25 ft
7:55.0,Defensive rebound by M. Dunleavy,,58-53,,
7:31.0,D. Rose makes 3-pt shot from 26 ft,3,61-53,,
7:17.0,,,61-53,,Turnover by K. Irving (bad pass; steal by J. Butler)
7:14.0,J. Butler makes 2-pt shot at rim,2,63-53,,
7:14.0,,,63-53,,Cleveland full timeout
6:55.0,,,63-53,,L. James misses 2-pt shot from 21 ft
6:54.0,Defensive rebound by P. Gasol,,63-53,,
6:43.0,D. Rose misses 2-pt shot from 18 ft,,63-53,,
6:42.0,Offensive rebound by P. Gasol,,63-53,,
6:42.0,P. Gasol makes 2-pt shot at rim,2,65-53,,
6:42.0,Shooting foul by L. James (drawn by P. Gasol),,65-53,,
6:42.0,,,65-53,,T. Mozgov enters the game for M. Miller
6:42.0,P. Gasol makes free throw 1 of 1,1,66-53,,
6:22.0,,,66-53,,T. Mozgov misses 2-pt shot from 2 ft (block by P. Gasol)
6:22.0,Defensive rebound by Team,,66-53,,
6:11.0,P. Gasol makes 2-pt shot from 18 ft (assist by M. Dunleavy),2,68-53,,
5:47.0,,,68-53,,T. Mozgov misses 2-pt shot from 2 ft (block by J. Noah)
5:45.0,,,68-53,,Offensive rebound by T. Mozgov
5:43.0,,,68-55,2,T. Mozgov makes 2-pt shot at rim
5:25.0,D. Rose makes 2-pt shot from 18 ft (assist by P. Gasol),2,70-55,,
5:07.0,,,70-55,,L. James misses 3-pt shot from 25 ft
5:06.0,Defensive rebound by M. Dunleavy,,70-55,,
4:53.0,J. Noah misses 2-pt shot from 1 ft,,70-55,,
4:52.0,,,70-55,,Defensive rebound by L. James
4:46.0,,,70-57,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
4:28.0,P. Gasol makes 2-pt shot from 18 ft (assist by D. Rose),2,72-57,,
4:11.0,,,72-59,2,K. Irving makes 2-pt shot from 1 ft
3:52.0,P. Gasol makes 2-pt shot from 18 ft (assist by D. Rose),2,74-59,,
3:50.0,,,74-59,,Cleveland full timeout
3:50.0,T. Gibson enters the game for J. Noah,,74-59,,
3:50.0,,,74-59,,M. Dellavedova enters the game for K. Irving
3:36.0,,,74-59,,Shooting foul by T. Gibson (drawn by L. James)
3:36.0,,,74-60,1,L. James makes free throw 1 of 2
3:36.0,,,74-60,,L. James misses free throw 2 of 2
3:34.0,,,74-60,,Offensive rebound by L. James
3:25.0,,,74-63,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by L. James)
2:56.0,J. Butler misses 3-pt shot from 24 ft,,74-63,,
2:54.0,,,74-63,,Defensive rebound by L. James
2:45.0,,,74-66,3,I. Shumpert makes 3-pt shot from 24 ft (assist by L. James)
2:42.0,Chicago full timeout,,74-66,,
2:42.0,A. Brooks enters the game for D. Rose,,74-66,,
2:42.0,,,74-66,,K. Irving enters the game for T. Mozgov
2:42.0,K. Hinrich enters the game for M. Dunleavy,,74-66,,
2:18.0,P. Gasol misses 2-pt shot from 15 ft,,74-66,,
2:14.0,,,74-66,,Defensive rebound by I. Shumpert
2:08.0,,,74-66,,Turnover by L. James (lost ball; steal by K. Hinrich)
1:51.0,P. Gasol misses 2-pt shot from 18 ft,,74-66,,
1:50.0,,,74-66,,Defensive rebound by K. Irving
1:41.0,,,74-66,,Turnover by T. Thompson (lost ball; steal by A. Brooks)
1:35.0,J. Butler misses 2-pt shot from 2 ft,,74-66,,
1:35.0,Offensive rebound by T. Gibson,,74-66,,
1:35.0,T. Gibson makes 2-pt shot at rim,2,76-66,,
1:20.0,Personal foul by A. Brooks (drawn by M. Dellavedova),,76-66,,
1:05.0,,,76-68,2,L. James makes 2-pt shot from 3 ft
0:49.0,A. Brooks makes 3-pt shot from 25 ft,3,79-68,,
0:36.0,,,79-70,2,K. Irving makes 2-pt shot from 1 ft
0:17.0,P. Gasol makes 2-pt shot from 13 ft,2,81-70,,
0:01.0,,,81-70,,L. James misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by J. Butler,,81-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,A. Brooks misses 2-pt shot from 17 ft,,81-70,,
11:40.0,,,81-70,,Defensive rebound by T. Thompson
11:32.0,,,81-70,,K. Irving misses 3-pt shot from 25 ft
11:31.0,Defensive rebound by J. Noah,,81-70,,
11:24.0,M. Dunleavy misses 3-pt shot from 24 ft,,81-70,,
11:23.0,,,81-70,,Defensive rebound by M. Dellavedova
11:05.0,,,81-70,,Shooting foul by K. Hinrich (drawn by K. Irving)
11:05.0,,,81-71,1,K. Irving makes free throw 1 of 2
11:05.0,,,81-72,1,K. Irving makes free throw 2 of 2
10:39.0,T. Gibson misses 2-pt shot from 17 ft,,81-72,,
10:36.0,Offensive rebound by A. Brooks,,81-72,,
10:28.0,A. Brooks misses 2-pt shot from 8 ft,,81-72,,
10:28.0,Offensive rebound by J. Noah,,81-72,,
10:23.0,Turnover by J. Noah (lost ball; steal by K. Irving),,81-72,,
10:08.0,,,81-75,3,I. Shumpert makes 3-pt shot from 25 ft (assist by K. Irving)
9:47.0,T. Gibson makes 2-pt shot at rim (assist by M. Dunleavy),2,83-75,,
9:29.0,,,83-77,2,K. Irving makes 2-pt shot from 14 ft
9:08.0,Turnover by K. Hinrich (bad pass),,83-77,,
9:08.0,J. Butler enters the game for M. Dunleavy,,83-77,,
9:08.0,,,83-77,,L. James enters the game for T. Mozgov
8:57.0,,,83-79,2,K. Irving makes 2-pt shot from 1 ft
8:57.0,,,83-79,,Shooting foul by J. Noah (drawn by K. Irving)
8:57.0,Official timeout,,83-79,,
8:57.0,D. Rose enters the game for K. Hinrich,,83-79,,
8:57.0,M. Dunleavy enters the game for A. Brooks,,83-79,,
8:57.0,,,83-80,1,K. Irving makes free throw 1 of 1
8:34.0,D. Rose misses 2-pt shot from 20 ft,,83-80,,
8:32.0,Offensive rebound by J. Noah,,83-80,,
8:32.0,J. Noah misses 2-pt shot from 1 ft,,83-80,,
8:31.0,Offensive rebound by T. Gibson,,83-80,,
8:31.0,Shooting foul by T. Thompson (drawn by T. Gibson),,83-80,,
8:31.0,T. Gibson makes free throw 1 of 2,1,84-80,,
8:31.0,T. Gibson misses free throw 2 of 2,,84-80,,
8:30.0,,,84-80,,Defensive rebound by L. James
8:15.0,,,84-80,,I. Shumpert misses 3-pt shot from 25 ft
8:14.0,Defensive rebound by M. Dunleavy,,84-80,,
7:56.0,J. Butler makes 2-pt shot from 20 ft,2,86-80,,
7:41.0,,,86-82,2,L. James makes 2-pt shot at rim (assist by K. Irving)
7:17.0,J. Butler misses 2-pt shot from 7 ft,,86-82,,
7:15.0,Offensive rebound by Team,,86-82,,
7:15.0,P. Gasol enters the game for J. Noah,,86-82,,
6:57.0,Turnover by D. Rose (bad pass; steal by L. James),,86-82,,
6:52.0,,,86-82,,K. Irving misses 2-pt shot from 1 ft
6:50.0,Defensive rebound by J. Butler,,86-82,,
6:48.0,,,86-82,,Personal foul by M. Dellavedova (drawn by D. Rose)
6:43.0,D. Rose misses 2-pt shot from 7 ft,,86-82,,
6:42.0,,,86-82,,Defensive rebound by T. Thompson
6:19.0,,,86-82,,T. Thompson misses 2-pt shot from 3 ft
6:18.0,,,86-82,,Offensive rebound by L. James
6:18.0,,,86-84,2,L. James makes 2-pt shot at rim
5:54.0,D. Rose makes 2-pt shot from 20 ft,2,88-84,,
5:36.0,,,88-84,,M. Dellavedova misses 3-pt shot from 24 ft
5:34.0,,,88-84,,Offensive rebound by T. Thompson
5:21.0,,,88-84,,Shooting foul by P. Gasol (drawn by I. Shumpert)
5:21.0,,,88-84,,Cleveland full timeout
5:21.0,,,88-85,1,I. Shumpert makes free throw 1 of 2
5:21.0,,,88-86,1,I. Shumpert makes free throw 2 of 2
5:00.0,,,88-86,,Shooting block foul by L. James (drawn by J. Butler)
5:00.0,J. Butler misses free throw 1 of 2,,88-86,,
5:00.0,Offensive rebound by Team,,88-86,,
5:00.0,J. Butler makes free throw 2 of 2,1,89-86,,
4:43.0,,,89-86,,K. Irving misses 2-pt shot from 5 ft
4:40.0,Defensive rebound by D. Rose,,89-86,,
4:30.0,J. Butler makes 3-pt shot from 26 ft (assist by D. Rose),3,92-86,,
4:15.0,,,92-86,,L. James misses 3-pt shot from 25 ft
4:14.0,Defensive rebound by T. Gibson,,92-86,,
4:04.0,Offensive charge foul by D. Rose,,92-86,,
4:04.0,Turnover by D. Rose (offensive foul),,92-86,,
3:54.0,,,92-86,,K. Irving misses 3-pt shot from 26 ft
3:53.0,,,92-86,,Offensive rebound by Team
3:40.0,,,92-86,,L. James misses 2-pt shot from 3 ft (block by P. Gasol)
3:40.0,,,92-86,,Offensive rebound by L. James
3:40.0,,,92-86,,Turnover by L. James (traveling)
3:26.0,P. Gasol makes 2-pt shot from 18 ft (assist by D. Rose),2,94-86,,
3:07.0,,,94-86,,I. Shumpert misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by J. Butler,,94-86,,
2:49.0,J. Butler misses 3-pt shot from 23 ft,,94-86,,
2:48.0,,,94-86,,Defensive rebound by L. James
2:35.0,,,94-88,2,T. Thompson makes 2-pt shot from 1 ft (assist by M. Dellavedova)
2:19.0,D. Rose misses 2-pt shot from 6 ft,,94-88,,
2:16.0,,,94-88,,Defensive rebound by T. Thompson
2:09.0,,,94-88,,Turnover by L. James (bad pass; steal by D. Rose)
2:08.0,,,94-88,,Personal foul by K. Irving (drawn by D. Rose)
2:08.0,Chicago full timeout,,94-88,,
2:08.0,K. Hinrich enters the game for T. Gibson,,94-88,,
1:45.0,D. Rose misses 2-pt shot from 20 ft,,94-88,,
1:44.0,,,94-88,,Defensive rebound by K. Irving
1:33.0,,,94-90,2,I. Shumpert makes 2-pt shot from 2 ft (assist by L. James)
1:06.0,D. Rose misses 3-pt shot from 26 ft (block by T. Thompson),,94-90,,
1:04.0,Offensive rebound by D. Rose,,94-90,,
1:01.0,D. Rose misses 3-pt shot from 27 ft,,94-90,,
1:00.0,,,94-90,,Defensive rebound by L. James
0:52.0,,,94-90,,L. James misses 2-pt shot from 1 ft
0:51.0,Defensive rebound by J. Butler,,94-90,,
0:31.0,J. Butler makes 2-pt shot from 14 ft,2,96-90,,
0:31.0,,,96-90,,Cleveland full timeout
0:31.0,T. Gibson enters the game for P. Gasol,,96-90,,
0:31.0,J. Noah enters the game for K. Hinrich,,96-90,,
0:23.0,,,96-90,,K. Irving misses 3-pt shot from 26 ft
0:22.0,Defensive rebound by M. Dunleavy,,96-90,,
0:22.0,,,96-90,,Personal foul by M. Dellavedova (drawn by M. Dunleavy)
0:22.0,M. Dunleavy makes free throw 1 of 2,1,97-90,,
0:22.0,K. Hinrich enters the game for D. Rose,,97-90,,
0:22.0,M. Dunleavy misses free throw 2 of 2,,97-90,,
0:21.0,,,97-90,,Defensive rebound by L. James
0:12.0,,,97-92,2,I. Shumpert makes 2-pt shot at rim (assist by L. James)
0:09.0,,,97-92,,Personal foul by L. James (drawn by J. Butler)
0:09.0,J. Butler misses free throw 1 of 2,,97-92,,
0:09.0,Offensive rebound by Team,,97-92,,
0:09.0,,,97-92,,T. Mozgov enters the game for K. Irving
0:09.0,J. Butler makes free throw 2 of 2,1,98-92,,
0:09.0,,,98-92,,Cleveland full timeout
0:09.0,,,98-92,,K. Irving enters the game for T. Mozgov
0:06.0,,,98-92,,M. Dellavedova misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by T. Gibson,,98-92,,
0:04.0,,,98-92,,Personal foul by I. Shumpert (drawn by T. Gibson)
0:04.0,T. Gibson misses free throw 1 of 2,,98-92,,
0:04.0,Offensive rebound by Team,,98-92,,
0:04.0,T. Gibson makes free throw 2 of 2,1,99-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
