time,Brooklyn,pts.away,score,pts.home,Boston
6:53.0,,,13-9,1,J. Green makes free throw 2 of 2
6:40.0,Turnover by M. Plumlee (lost ball; steal by A. Bradley),,13-9,,
6:32.0,,,13-9,,A. Bradley misses 2-pt shot from 19 ft
6:31.0,Defensive rebound by M. Plumlee,,13-9,,
6:19.0,J. Jack misses 2-pt shot from 10 ft,,13-9,,
6:18.0,Offensive rebound by M. Plumlee,,13-9,,
6:06.0,B. Lopez misses 2-pt shot from 1 ft,,13-9,,
6:04.0,,,13-9,,Defensive rebound by T. Zeller
5:59.0,,,13-11,2,J. Green makes 2-pt shot at rim (assist by A. Bradley)
5:42.0,J. Jack makes 2-pt shot from 10 ft,2,15-11,,
5:24.0,,,15-11,,M. Smart misses 3-pt shot from 24 ft
5:22.0,Defensive rebound by S. Karasev,,15-11,,
5:18.0,Shooting foul by A. Bradley (drawn by M. Plumlee),,15-11,,
5:18.0,,,15-11,,Boston full timeout
5:18.0,,,15-11,,J. Nelson enters the game for M. Smart
5:18.0,,,15-11,,K. Olynyk enters the game for T. Zeller
5:18.0,M. Plumlee misses free throw 1 of 2,,15-11,,
5:18.0,Offensive rebound by Team,,15-11,,
5:18.0,M. Plumlee misses free throw 2 of 2,,15-11,,
5:16.0,,,15-11,,Defensive rebound by J. Sullinger
4:59.0,,,15-13,2,J. Sullinger makes 2-pt shot from 8 ft (assist by J. Green)
4:44.0,B. Lopez misses 2-pt shot from 19 ft,,15-13,,
4:43.0,,,15-13,,Defensive rebound by A. Bradley
4:32.0,,,15-16,3,J. Sullinger makes 3-pt shot from 23 ft (assist by J. Green)
4:14.0,J. Johnson makes 2-pt shot from 14 ft,2,17-16,,
3:58.0,,,17-18,2,J. Green makes 2-pt shot from 18 ft
3:36.0,M. Plumlee makes 2-pt shot at rim (assist by S. Karasev),2,19-18,,
3:20.0,,,19-18,,A. Bradley misses 2-pt shot from 19 ft
3:18.0,Defensive rebound by M. Plumlee,,19-18,,
3:01.0,J. Johnson misses 2-pt shot from 12 ft,,19-18,,
3:00.0,,,19-18,,Defensive rebound by J. Nelson
2:56.0,,,19-20,2,A. Bradley makes 2-pt shot at rim (assist by J. Nelson)
2:35.0,B. Lopez misses 2-pt shot from 7 ft,,19-20,,
2:34.0,,,19-20,,Defensive rebound by A. Bradley
2:26.0,,,19-23,3,J. Green makes 3-pt shot from 25 ft (assist by J. Nelson)
2:16.0,Brooklyn full timeout,,19-23,,
2:16.0,,,19-23,,E. Turner enters the game for A. Bradley
2:00.0,J. Johnson misses 2-pt shot from 13 ft,,19-23,,
1:58.0,Offensive rebound by S. Karasev,,19-23,,
1:57.0,,,19-23,,Personal foul by K. Olynyk (drawn by B. Lopez)
1:57.0,A. Anderson enters the game for J. Johnson,,19-23,,
1:42.0,B. Lopez makes 2-pt shot from 8 ft,2,21-23,,
1:29.0,,,21-25,2,K. Olynyk makes 2-pt shot from 4 ft (assist by J. Nelson)
1:16.0,Shooting foul by J. Green (drawn by M. Plumlee),,21-25,,
1:16.0,M. Plumlee makes free throw 1 of 2,1,22-25,,
1:16.0,,,22-25,,B. Wright enters the game for J. Sullinger
1:16.0,M. Plumlee makes free throw 2 of 2,1,23-25,,
1:06.0,,,23-27,2,J. Green makes 2-pt shot from 19 ft (assist by B. Wright)
0:54.0,B. Lopez makes 2-pt shot from 19 ft (assist by J. Jack),2,25-27,,
0:44.0,,,25-27,,Turnover by B. Wright (lost ball; steal by J. Jack)
0:26.0,Turnover by M. Plumlee (lost ball; steal by B. Wright),,25-27,,
0:06.0,,,25-27,,Shooting foul by S. Karasev (drawn by J. Nelson)
0:06.0,,,25-27,,J. Nelson misses free throw 1 of 3
0:06.0,,,25-27,,Offensive rebound by Team
0:06.0,,,25-28,1,J. Nelson makes free throw 2 of 3
0:06.0,D. Williams enters the game for B. Lopez,,25-28,,
0:06.0,,,25-28,,J. Crowder enters the game for J. Green
0:06.0,,,25-29,1,J. Nelson makes free throw 3 of 3
0:02.0,J. Jack makes 3-pt shot from 24 ft,3,28-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,28-29,,Shooting foul by A. Anderson (drawn by K. Olynyk)
11:46.0,,,28-30,1,K. Olynyk makes free throw 1 of 2
11:46.0,,,28-30,,K. Olynyk misses free throw 2 of 2
11:45.0,Defensive rebound by M. Teletovic,,28-30,,
11:31.0,Shooting foul by K. Olynyk (drawn by D. Williams),,28-30,,
11:31.0,D. Williams makes free throw 1 of 2,1,29-30,,
11:31.0,D. Williams misses free throw 2 of 2,,29-30,,
11:31.0,,,29-30,,Defensive rebound by J. Crowder
11:14.0,,,29-33,3,J. Nelson makes 3-pt shot from 28 ft (assist by E. Turner)
10:53.0,B. Bogdanovic makes 2-pt shot from 2 ft (assist by A. Anderson),2,31-33,,
10:43.0,,,31-35,2,B. Wright makes 2-pt shot at rim (assist by E. Turner)
10:32.0,M. Teletovic misses 3-pt shot from 24 ft,,31-35,,
10:31.0,,,31-35,,Defensive rebound by E. Turner
10:24.0,,,31-35,,Turnover by E. Turner (bad pass; steal by M. Teletovic)
10:13.0,Shooting foul by J. Nelson (drawn by D. Williams),,31-35,,
10:13.0,D. Williams makes free throw 1 of 2,1,32-35,,
10:13.0,,,32-35,,M. Smart enters the game for J. Nelson
10:13.0,D. Williams makes free throw 2 of 2,1,33-35,,
10:00.0,,,33-35,,Turnover by B. Wright (lost ball; steal by A. Anderson)
9:54.0,Shooting foul by E. Turner (drawn by A. Anderson),,33-35,,
9:54.0,A. Anderson makes free throw 1 of 2,1,34-35,,
9:54.0,A. Anderson makes free throw 2 of 2,1,35-35,,
9:42.0,,,35-35,,J. Crowder misses 3-pt shot from 24 ft
9:40.0,,,35-35,,Offensive rebound by M. Smart
9:37.0,,,35-37,2,J. Crowder makes 2-pt shot from 1 ft (assist by M. Smart)
9:37.0,,,35-37,,Shooting foul by B. Bogdanovic (drawn by J. Crowder)
9:37.0,,,35-38,1,J. Crowder makes free throw 1 of 1
9:21.0,K. Garnett makes 2-pt shot from 15 ft,2,37-38,,
9:01.0,,,37-38,,B. Wright misses 2-pt shot from 9 ft
9:00.0,Defensive rebound by D. Williams,,37-38,,
8:54.0,B. Bogdanovic misses 3-pt shot from 23 ft,,37-38,,
8:53.0,,,37-38,,Defensive rebound by K. Olynyk
8:43.0,,,37-40,2,B. Wright makes 2-pt shot from 1 ft (assist by M. Smart)
8:30.0,D. Williams misses 3-pt shot from 24 ft,,37-40,,
8:29.0,,,37-40,,Defensive rebound by E. Turner
8:17.0,,,37-40,,K. Olynyk misses 3-pt shot from 24 ft
8:16.0,Defensive rebound by K. Garnett,,37-40,,
8:09.0,A. Anderson misses 2-pt shot from 13 ft (block by K. Olynyk),,37-40,,
8:08.0,Offensive rebound by K. Garnett,,37-40,,
8:06.0,Turnover by M. Teletovic (step out of bounds),,37-40,,
8:06.0,Official timeout,,37-40,,
7:51.0,,,37-40,,E. Turner misses 2-pt shot from 17 ft
7:49.0,Defensive rebound by M. Teletovic,,37-40,,
7:37.0,M. Teletovic makes 2-pt shot from 1 ft (assist by D. Williams),2,39-40,,
7:27.0,,,39-40,,Offensive charge foul by B. Wright
7:27.0,,,39-40,,Turnover by B. Wright (offensive foul)
7:15.0,B. Bogdanovic misses 2-pt shot from 1 ft,,39-40,,
7:14.0,,,39-40,,Defensive rebound by M. Smart
7:07.0,,,39-40,,J. Crowder misses 2-pt shot from 16 ft
7:06.0,Defensive rebound by B. Bogdanovic,,39-40,,
6:57.0,K. Garnett misses 2-pt shot from 17 ft,,39-40,,
6:55.0,,,39-40,,Defensive rebound by B. Wright
6:51.0,Personal foul by M. Teletovic (drawn by B. Wright),,39-40,,
6:51.0,M. Plumlee enters the game for K. Garnett,,39-40,,
6:51.0,J. Johnson enters the game for B. Bogdanovic,,39-40,,
6:51.0,,,39-40,,J. Sullinger enters the game for B. Wright
6:51.0,,,39-40,,A. Bradley enters the game for E. Turner
6:39.0,,,39-40,,Turnover by M. Smart (bad pass; steal by A. Anderson)
6:33.0,M. Plumlee makes 2-pt shot at rim (assist by D. Williams),2,41-40,,
6:16.0,,,41-40,,J. Sullinger misses 2-pt shot from 14 ft
6:15.0,Defensive rebound by M. Plumlee,,41-40,,
6:08.0,Turnover by D. Williams (bad pass; steal by M. Smart),,41-40,,
6:07.0,Personal block foul by D. Williams (drawn by M. Smart),,41-40,,
6:03.0,,,41-40,,Boston full timeout
5:55.0,,,41-40,,J. Sullinger misses 3-pt shot from 24 ft
5:54.0,Defensive rebound by M. Teletovic,,41-40,,
5:39.0,A. Anderson makes 3-pt shot from 22 ft (assist by M. Plumlee),3,44-40,,
5:21.0,,,44-43,3,A. Bradley makes 3-pt shot from 24 ft (assist by K. Olynyk)
4:59.0,M. Teletovic misses 3-pt shot from 24 ft,,44-43,,
4:58.0,,,44-43,,Defensive rebound by A. Bradley
4:44.0,,,44-46,3,M. Smart makes 3-pt shot from 22 ft (assist by J. Sullinger)
4:21.0,J. Johnson makes 2-pt shot from 14 ft,2,46-46,,
4:03.0,,,46-48,2,A. Bradley makes 2-pt shot from 8 ft (assist by M. Smart)
3:47.0,M. Teletovic misses 2-pt shot from 17 ft,,46-48,,
3:46.0,,,46-48,,Defensive rebound by J. Sullinger
3:31.0,,,46-50,2,A. Bradley makes 2-pt shot at rim
3:24.0,Brooklyn full timeout,,46-50,,
3:24.0,,,46-50,,J. Green enters the game for J. Crowder
3:24.0,,,46-50,,T. Zeller enters the game for K. Olynyk
3:24.0,J. Jack enters the game for D. Williams,,46-50,,
3:13.0,M. Teletovic makes 3-pt shot from 23 ft (assist by J. Jack),3,49-50,,
2:57.0,,,49-50,,Turnover by M. Smart (step out of bounds)
2:57.0,S. Karasev enters the game for A. Anderson,,49-50,,
2:39.0,,,49-50,,Personal foul by J. Green (drawn by J. Johnson)
2:32.0,M. Teletovic misses 2-pt shot from 2 ft,,49-50,,
2:30.0,Offensive rebound by M. Teletovic,,49-50,,
2:25.0,J. Johnson misses 3-pt shot from 24 ft,,49-50,,
2:22.0,,,49-50,,Defensive rebound by T. Zeller
2:22.0,Personal foul by M. Plumlee (drawn by T. Zeller),,49-50,,
2:22.0,,,49-51,1,T. Zeller makes free throw 1 of 2
2:22.0,,,49-51,,J. Nelson enters the game for M. Smart
2:22.0,,,49-52,1,T. Zeller makes free throw 2 of 2
2:13.0,,,49-52,,Personal block foul by J. Nelson (drawn by J. Jack)
2:13.0,J. Jack makes free throw 1 of 2,1,50-52,,
2:13.0,J. Jack makes free throw 2 of 2,1,51-52,,
1:59.0,,,51-52,,J. Green misses 2-pt shot from 20 ft
1:57.0,Defensive rebound by M. Plumlee,,51-52,,
1:45.0,J. Jack misses 2-pt shot from 9 ft,,51-52,,
1:43.0,,,51-52,,Defensive rebound by J. Nelson
1:36.0,,,51-54,2,T. Zeller makes 2-pt shot from 3 ft (assist by J. Nelson)
1:17.0,M. Plumlee makes 2-pt shot from 4 ft (assist by J. Jack),2,53-54,,
1:17.0,Shooting foul by T. Zeller (drawn by M. Plumlee),,53-54,,
1:17.0,M. Plumlee misses free throw 1 of 1,,53-54,,
1:16.0,,,53-54,,Defensive rebound by T. Zeller
1:01.0,,,53-54,,J. Green misses 3-pt shot from 22 ft
1:00.0,Defensive rebound by M. Plumlee,,53-54,,
0:42.0,Shooting foul by J. Green (drawn by M. Teletovic),,53-54,,
0:42.0,M. Teletovic misses free throw 1 of 2,,53-54,,
0:42.0,Offensive rebound by Team,,53-54,,
0:42.0,M. Teletovic makes free throw 2 of 2,1,54-54,,
0:28.0,,,54-56,2,J. Sullinger makes 2-pt shot from 3 ft
0:10.0,M. Plumlee makes 2-pt shot at rim (assist by J. Jack),2,56-56,,
0:02.0,,,56-56,,J. Nelson misses 2-pt shot from 10 ft
0:00.0,,,56-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,56-58,2,J. Green makes 2-pt shot from 2 ft
11:25.0,J. Johnson misses 2-pt shot from 3 ft,,56-58,,
11:24.0,,,56-58,,Defensive rebound by J. Sullinger
11:13.0,,,56-58,,A. Bradley misses 2-pt shot from 19 ft
11:11.0,Defensive rebound by J. Jack,,56-58,,
11:10.0,,,56-58,,Personal foul by A. Bradley (drawn by J. Jack)
10:58.0,J. Jack misses 2-pt shot from 12 ft,,56-58,,
10:57.0,,,56-58,,Defensive rebound by T. Zeller
10:48.0,,,56-58,,Turnover by T. Zeller (lost ball; steal by J. Jack)
10:41.0,K. Garnett makes 2-pt shot from 14 ft (assist by J. Johnson),2,58-58,,
10:21.0,,,58-58,,J. Green misses 3-pt shot from 25 ft
10:20.0,Defensive rebound by Team,,58-58,,
10:05.0,S. Karasev misses 2-pt shot from 4 ft,,58-58,,
10:03.0,,,58-58,,Defensive rebound by M. Smart
9:58.0,,,58-58,,A. Bradley misses 3-pt shot from 25 ft
9:56.0,Defensive rebound by J. Jack,,58-58,,
9:48.0,,,58-58,,Violation by J. Sullinger (kicked ball)
9:40.0,K. Garnett misses 2-pt shot from 20 ft,,58-58,,
9:39.0,,,58-58,,Defensive rebound by T. Zeller
9:37.0,,,58-60,2,J. Sullinger makes 2-pt shot at rim (assist by T. Zeller)
9:37.0,,,58-60,,Shooting foul by S. Karasev (drawn by J. Sullinger)
9:37.0,,,58-61,1,J. Sullinger makes free throw 1 of 1
9:26.0,Turnover by J. Jack (bad pass; steal by M. Smart),,58-61,,
9:20.0,,,58-61,,M. Smart misses 2-pt shot from 2 ft
9:19.0,Defensive rebound by M. Plumlee,,58-61,,
9:05.0,Turnover by M. Plumlee (traveling),,58-61,,
8:54.0,,,58-63,2,T. Zeller makes 2-pt shot at rim (assist by M. Smart)
8:53.0,Brooklyn full timeout,,58-63,,
8:37.0,K. Garnett makes 2-pt shot from 5 ft (assist by M. Plumlee),2,60-63,,
8:21.0,,,60-63,,J. Green misses 2-pt shot from 3 ft (block by M. Plumlee)
8:20.0,,,60-63,,Offensive rebound by T. Zeller
8:18.0,,,60-63,,T. Zeller misses 2-pt shot at rim (block by J. Jack)
8:17.0,Defensive rebound by J. Jack,,60-63,,
8:13.0,J. Jack makes 2-pt shot from 15 ft,2,62-63,,
7:52.0,,,62-65,2,M. Smart makes 2-pt shot from 15 ft
7:35.0,Turnover by J. Jack (bad pass; steal by M. Smart),,62-65,,
7:31.0,,,62-67,2,A. Bradley makes 2-pt shot at rim
7:10.0,J. Jack misses 3-pt shot from 24 ft,,62-67,,
7:09.0,Offensive rebound by S. Karasev,,62-67,,
6:59.0,Shooting foul by M. Smart (drawn by J. Jack),,62-67,,
6:59.0,J. Jack makes free throw 1 of 2,1,63-67,,
6:59.0,J. Jack makes free throw 2 of 2,1,64-67,,
6:46.0,,,64-70,3,A. Bradley makes 3-pt shot from 25 ft (assist by J. Sullinger)
6:33.0,Turnover by J. Jack (lost ball; steal by M. Smart),,64-70,,
6:31.0,,,64-72,2,J. Green makes 2-pt shot at rim (assist by M. Smart)
6:31.0,Brooklyn full timeout,,64-72,,
6:18.0,Turnover by S. Karasev (traveling),,64-72,,
6:05.0,,,64-74,2,J. Sullinger makes 2-pt shot from 13 ft (assist by J. Green)
5:43.0,S. Karasev misses 3-pt shot from 24 ft,,64-74,,
5:42.0,,,64-74,,Defensive rebound by J. Sullinger
5:34.0,,,64-76,2,T. Zeller makes 2-pt shot from 1 ft (assist by M. Smart)
5:22.0,Shooting foul by M. Smart (drawn by J. Jack),,64-76,,
5:22.0,J. Jack makes free throw 1 of 2,1,65-76,,
5:22.0,B. Lopez enters the game for K. Garnett,,65-76,,
5:22.0,D. Williams enters the game for S. Karasev,,65-76,,
5:22.0,M. Teletovic enters the game for M. Plumlee,,65-76,,
5:22.0,J. Jack makes free throw 2 of 2,1,66-76,,
5:06.0,,,66-76,,J. Sullinger misses 3-pt shot from 24 ft
5:05.0,,,66-76,,Offensive rebound by Team
4:59.0,,,66-76,,M. Smart misses 2-pt shot from 18 ft
4:58.0,,,66-76,,Offensive rebound by Team
4:44.0,,,66-76,,J. Green misses 3-pt shot from 24 ft
4:43.0,Defensive rebound by Team,,66-76,,
4:31.0,J. Jack makes 2-pt shot from 10 ft,2,68-76,,
4:08.0,,,68-76,,J. Sullinger misses 2-pt shot from 4 ft
4:07.0,,,68-76,,Offensive rebound by Team
4:07.0,,,68-76,,Turnover by T. Zeller (kicked ball)
4:07.0,,,68-76,,K. Olynyk enters the game for J. Sullinger
3:53.0,B. Lopez makes 2-pt shot from 20 ft (assist by J. Jack),2,70-76,,
3:37.0,,,70-76,,T. Zeller misses 2-pt shot from 4 ft
3:36.0,Defensive rebound by J. Jack,,70-76,,
3:32.0,Offensive charge foul by B. Lopez,,70-76,,
3:32.0,Turnover by B. Lopez (offensive foul),,70-76,,
3:21.0,,,70-76,,A. Bradley misses 2-pt shot from 16 ft
3:19.0,Defensive rebound by J. Jack,,70-76,,
3:11.0,J. Jack makes 2-pt shot from 13 ft,2,72-76,,
3:11.0,,,72-76,,Boston full timeout
3:11.0,,,72-76,,E. Turner enters the game for A. Bradley
3:00.0,,,72-78,2,J. Green makes 2-pt shot from 14 ft (assist by E. Turner)
2:43.0,J. Jack misses 2-pt shot from 16 ft,,72-78,,
2:42.0,,,72-78,,Defensive rebound by J. Green
2:31.0,,,72-80,2,T. Zeller makes 2-pt shot at rim
2:11.0,Turnover by J. Jack (bad pass; steal by E. Turner),,72-80,,
2:07.0,,,72-82,2,K. Olynyk makes 2-pt shot from 1 ft (assist by E. Turner)
1:55.0,D. Williams misses 2-pt shot from 15 ft,,72-82,,
1:54.0,,,72-82,,Defensive rebound by J. Green
1:45.0,,,72-84,2,J. Green makes 2-pt shot from 20 ft
1:36.0,,,72-84,,Personal foul by M. Smart (drawn by J. Jack)
1:36.0,A. Anderson enters the game for J. Johnson,,72-84,,
1:36.0,,,72-84,,J. Nelson enters the game for M. Smart
1:26.0,M. Teletovic makes 2-pt shot from 2 ft,2,74-84,,
1:15.0,,,74-86,2,K. Olynyk makes 2-pt shot at rim (assist by J. Nelson)
1:00.0,M. Teletovic makes 3-pt shot from 26 ft (assist by D. Williams),3,77-86,,
0:54.0,,,77-86,,Turnover by E. Turner (lost ball; steal by M. Teletovic)
0:51.0,M. Teletovic misses 2-pt shot at rim (block by K. Olynyk),,77-86,,
0:49.0,Offensive rebound by D. Williams,,77-86,,
0:43.0,M. Teletovic misses 3-pt shot from 25 ft,,77-86,,
0:42.0,,,77-86,,Defensive rebound by J. Nelson
0:26.0,Violation by M. Teletovic (kicked ball),,77-86,,
0:19.0,,,77-86,,J. Green misses 2-pt shot from 14 ft
0:18.0,Defensive rebound by D. Williams,,77-86,,
0:00.0,D. Williams makes 2-pt shot from 9 ft,2,79-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,M. Teletovic misses 2-pt shot from 2 ft,,79-86,,
11:40.0,Offensive rebound by B. Lopez,,79-86,,
11:39.0,B. Lopez makes 2-pt shot at rim,2,81-86,,
11:21.0,,,81-89,3,E. Turner makes 3-pt shot from 24 ft (assist by J. Nelson)
11:07.0,D. Williams misses 3-pt shot from 24 ft,,81-89,,
11:06.0,,,81-89,,Defensive rebound by T. Zeller
10:54.0,,,81-91,2,K. Olynyk makes 2-pt shot from 1 ft (assist by J. Nelson)
10:32.0,,,81-91,,Shooting block foul by E. Turner (drawn by D. Williams)
10:32.0,D. Williams misses free throw 1 of 2,,81-91,,
10:32.0,Offensive rebound by Team,,81-91,,
10:32.0,M. Plumlee enters the game for B. Lopez,,81-91,,
10:32.0,B. Bogdanovic enters the game for J. Jack,,81-91,,
10:32.0,,,81-91,,B. Bass enters the game for T. Zeller
10:32.0,D. Williams makes free throw 2 of 2,1,82-91,,
10:16.0,,,82-91,,Turnover by K. Olynyk (bad pass; steal by B. Bogdanovic)
10:10.0,Turnover by B. Bogdanovic (bad pass),,82-91,,
9:56.0,,,82-91,,K. Olynyk misses 2-pt shot from 14 ft
9:54.0,Defensive rebound by B. Bogdanovic,,82-91,,
9:44.0,B. Bogdanovic misses 3-pt shot from 23 ft,,82-91,,
9:42.0,,,82-91,,Defensive rebound by K. Olynyk
9:31.0,,,82-93,2,B. Bass makes 2-pt shot from 1 ft (assist by J. Nelson)
9:11.0,D. Williams makes 2-pt shot at rim,2,84-93,,
8:53.0,,,84-95,2,B. Bass makes 2-pt shot from 1 ft
8:26.0,M. Plumlee makes 2-pt shot from 3 ft,2,86-95,,
8:00.0,,,86-95,,J. Nelson misses 2-pt shot from 3 ft (block by M. Teletovic)
7:57.0,Defensive rebound by B. Bogdanovic,,86-95,,
7:53.0,B. Bogdanovic misses 3-pt shot from 25 ft,,86-95,,
7:52.0,Offensive rebound by M. Plumlee,,86-95,,
7:51.0,M. Plumlee makes 2-pt shot from 3 ft,2,88-95,,
7:51.0,Shooting foul by E. Turner (drawn by M. Plumlee),,88-95,,
7:51.0,Official timeout,,88-95,,
7:51.0,J. Johnson enters the game for M. Teletovic,,88-95,,
7:51.0,M. Plumlee misses free throw 1 of 1,,88-95,,
7:50.0,,,88-95,,Defensive rebound by K. Olynyk
7:26.0,,,88-97,2,K. Olynyk makes 2-pt shot from 12 ft (assist by E. Turner)
7:10.0,A. Anderson makes 2-pt shot from 1 ft (assist by D. Williams),2,90-97,,
7:00.0,,,90-97,,K. Olynyk misses 3-pt shot from 24 ft
6:59.0,Defensive rebound by D. Williams,,90-97,,
6:40.0,A. Anderson makes 3-pt shot from 22 ft (assist by B. Bogdanovic),3,93-97,,
6:24.0,,,93-97,,J. Crowder misses 3-pt shot from 22 ft
6:22.0,Defensive rebound by M. Plumlee,,93-97,,
6:16.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by A. Anderson),2,95-97,,
6:15.0,,,95-97,,Boston full timeout
6:15.0,,,95-97,,A. Bradley enters the game for E. Turner
6:15.0,,,95-97,,M. Smart enters the game for J. Nelson
6:15.0,,,95-97,,J. Sullinger enters the game for K. Olynyk
6:15.0,,,95-97,,J. Green enters the game for B. Bass
5:59.0,,,95-99,2,J. Green makes 2-pt shot from 15 ft
5:43.0,D. Williams misses 2-pt shot from 22 ft,,95-99,,
5:42.0,Offensive rebound by Team,,95-99,,
5:28.0,J. Johnson misses 2-pt shot from 6 ft,,95-99,,
5:27.0,,,95-99,,Defensive rebound by J. Sullinger
5:11.0,,,95-99,,Turnover by J. Crowder (bad pass)
5:11.0,,,95-99,,E. Turner enters the game for J. Crowder
5:11.0,J. Jack enters the game for D. Williams,,95-99,,
4:58.0,A. Anderson makes 2-pt shot from 1 ft,2,97-99,,
4:31.0,,,97-99,,A. Bradley misses 3-pt shot from 24 ft
4:30.0,Defensive rebound by M. Plumlee,,97-99,,
4:15.0,J. Jack makes 2-pt shot from 14 ft,2,99-99,,
3:57.0,,,99-99,,E. Turner misses 2-pt shot from 1 ft
3:56.0,,,99-99,,Offensive rebound by J. Sullinger
3:56.0,Personal foul by M. Plumlee (drawn by J. Sullinger),,99-99,,
3:56.0,S. Karasev enters the game for B. Bogdanovic,,99-99,,
3:46.0,,,99-99,,J. Sullinger misses 2-pt shot from 7 ft
3:44.0,Defensive rebound by M. Plumlee,,99-99,,
3:34.0,J. Johnson misses 3-pt shot from 22 ft,,99-99,,
3:33.0,,,99-99,,Defensive rebound by J. Sullinger
3:29.0,,,99-99,,Turnover by M. Smart (bad pass; steal by J. Jack)
3:12.0,J. Johnson misses 2-pt shot from 3 ft,,99-99,,
3:11.0,Offensive rebound by J. Johnson,,99-99,,
2:58.0,J. Jack misses 2-pt shot from 18 ft,,99-99,,
2:56.0,,,99-99,,Defensive rebound by A. Bradley
2:37.0,,,99-101,2,J. Sullinger makes 2-pt shot from 9 ft (assist by A. Bradley)
2:16.0,J. Johnson makes 2-pt shot from 2 ft,2,101-101,,
2:00.0,,,101-104,3,J. Sullinger makes 3-pt shot from 24 ft (assist by E. Turner)
1:41.0,J. Johnson misses 2-pt shot from 4 ft,,101-104,,
1:40.0,Offensive rebound by A. Anderson,,101-104,,
1:38.0,A. Anderson makes 3-pt shot from 24 ft,3,104-104,,
1:13.0,,,104-104,,Offensive charge foul by J. Sullinger
1:13.0,,,104-104,,Turnover by J. Sullinger (offensive foul)
1:13.0,Brooklyn full timeout,,104-104,,
1:00.0,A. Anderson misses 3-pt shot from 23 ft,,104-104,,
0:59.0,,,104-104,,Defensive rebound by J. Green
0:39.0,,,104-104,,J. Sullinger misses 2-pt shot from 5 ft
0:38.0,Defensive rebound by J. Jack,,104-104,,
0:28.0,J. Jack makes 2-pt shot from 12 ft,2,106-104,,
0:28.0,,,106-104,,Boston full timeout
