time,Cleveland,pts.away,score,pts.home,Boston
5:49.0,,,104-114,,J. Green misses 2-pt shot from 6 ft
5:48.0,Defensive rebound by K. Love,,104-114,,
5:42.0,L. James makes 2-pt shot at rim,2,106-114,,
5:26.0,,,106-114,,Turnover by A. Bradley (bad pass)
5:07.0,Offensive charge foul by J. Harris,,106-114,,
5:07.0,Turnover by J. Harris (offensive foul),,106-114,,
4:49.0,,,106-114,,J. Green misses 3-pt shot from 24 ft
4:48.0,Defensive rebound by L. James,,106-114,,
4:39.0,K. Irving misses 3-pt shot from 25 ft,,106-114,,
4:36.0,Offensive rebound by K. Irving,,106-114,,
4:30.0,S. Marion makes 2-pt shot at rim (assist by K. Irving),2,108-114,,
4:30.0,,,108-114,,Boston full timeout
4:30.0,,,108-114,,J. Sullinger enters the game for K. Olynyk
4:30.0,,,108-114,,E. Turner enters the game for B. Bass
4:13.0,,,108-116,2,J. Sullinger makes 2-pt shot from 6 ft
3:55.0,S. Marion makes 2-pt shot at rim (assist by L. James),2,110-116,,
3:35.0,,,110-116,,Turnover by J. Sullinger (traveling)
3:17.0,J. Harris makes 3-pt shot from 22 ft (assist by K. Love),3,113-116,,
3:06.0,,,113-116,,Turnover by E. Turner (traveling)
2:48.0,K. Love misses 3-pt shot from 24 ft,,113-116,,
2:48.0,,,113-116,,Defensive rebound by R. Rondo
2:29.0,,,113-118,2,R. Rondo makes 2-pt shot from 1 ft
2:26.0,Cleveland full timeout,,113-118,,
2:02.0,L. James makes 2-pt shot from 11 ft,2,115-118,,
1:50.0,,,115-118,,R. Rondo misses 2-pt shot from 18 ft
1:49.0,Defensive rebound by K. Love,,115-118,,
1:39.0,L. James makes 2-pt shot from 7 ft,2,117-118,,
1:22.0,,,117-118,,Turnover by A. Bradley (lost ball)
1:11.0,L. James makes 2-pt shot at rim,2,119-118,,
1:11.0,Shooting foul by E. Turner (drawn by L. James),,119-118,,
1:11.0,,,119-118,,Boston full timeout
1:11.0,,,119-118,,K. Olynyk enters the game for J. Green
1:11.0,L. James makes free throw 1 of 1,1,120-118,,
1:04.0,,,120-118,,K. Olynyk misses 3-pt shot from 26 ft
1:02.0,Defensive rebound by L. James,,120-118,,
0:44.0,Shooting foul by K. Olynyk (drawn by K. Love),,120-118,,
0:44.0,K. Love misses free throw 1 of 2,,120-118,,
0:44.0,Offensive rebound by Team,,120-118,,
0:44.0,,,120-118,,J. Green enters the game for E. Turner
0:44.0,K. Love makes free throw 2 of 2,1,121-118,,
0:44.0,,,121-118,,Boston full timeout
0:43.0,,,121-118,,Shooting foul by K. Love (drawn by J. Sullinger)
0:43.0,,,121-119,1,J. Sullinger makes free throw 1 of 2
0:43.0,,,121-119,,B. Bass enters the game for K. Olynyk
0:43.0,,,121-119,,J. Sullinger misses free throw 2 of 2
0:43.0,,,121-119,,Offensive rebound by Team
0:43.0,Loose ball foul by L. James (drawn by J. Green),,121-119,,
0:43.0,,,121-120,1,J. Green makes free throw 1 of 2
0:43.0,A. Varejao enters the game for S. Marion,,121-120,,
0:43.0,,,121-121,1,J. Green makes free throw 2 of 2
0:43.0,Cleveland full timeout,,121-121,,
0:43.0,S. Marion enters the game for A. Varejao,,121-121,,
0:36.0,,,121-121,,Personal foul by R. Rondo (drawn by L. James)
0:36.0,L. James makes free throw 1 of 2,1,122-121,,
0:36.0,L. James misses free throw 2 of 2,,122-121,,
0:36.0,,,122-121,,Defensive rebound by J. Sullinger
0:29.0,,,122-121,,Turnover by R. Rondo (lost ball)
0:09.0,K. Irving misses 2-pt shot from 1 ft,,122-121,,
0:07.0,,,122-121,,Defensive rebound by A. Bradley
0:07.0,,,122-121,,Boston full timeout
0:07.0,,,122-121,,K. Olynyk enters the game for B. Bass
0:07.0,T. Thompson enters the game for K. Love,,122-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
