time,Minnesota,pts.away,score,pts.home,LA Lakers
5:40.0,K. Martin misses 2-pt shot from 17 ft,,12-18,,
5:38.0,Offensive rebound by C. Budinger,,12-18,,
5:28.0,A. Wiggins misses 2-pt shot from 16 ft,,12-18,,
5:27.0,,,12-18,,Defensive rebound by J. Clarkson
5:13.0,,,12-18,,Turnover by W. Johnson (lost ball; steal by A. Wiggins)
5:08.0,Z. LaVine makes 2-pt shot at rim (assist by A. Wiggins),2,14-18,,
4:41.0,,,14-20,2,J. Clarkson makes 2-pt shot from 20 ft
4:19.0,A. Wiggins misses 2-pt shot from 6 ft,,14-20,,
4:17.0,,,14-20,,Defensive rebound by T. Black
4:10.0,,,14-20,,Turnover by W. Johnson (bad pass)
4:10.0,R. Hummel enters the game for A. Wiggins,,14-20,,
4:10.0,,,14-20,,E. Davis enters the game for T. Black
3:56.0,Z. LaVine misses 3-pt shot from 26 ft,,14-20,,
3:55.0,,,14-20,,Defensive rebound by W. Johnson
3:32.0,,,14-22,2,D. Buycks makes 2-pt shot from 17 ft (assist by W. Johnson)
3:16.0,K. Martin misses 2-pt shot from 14 ft,,14-22,,
3:12.0,,,14-22,,Defensive rebound by R. Kelly
2:59.0,,,14-24,2,J. Clarkson makes 2-pt shot from 1 ft (assist by R. Kelly)
2:54.0,Minnesota full timeout,,14-24,,
2:54.0,,,14-24,,LA Lakers full timeout
2:54.0,A. Payne enters the game for J. Hamilton,,14-24,,
2:54.0,,,14-24,,R. Sacre enters the game for R. Kelly
2:42.0,K. Martin misses 2-pt shot from 16 ft,,14-24,,
2:41.0,,,14-24,,Defensive rebound by W. Johnson
2:36.0,,,14-26,2,J. Clarkson makes 2-pt shot at rim (assist by D. Buycks)
2:10.0,C. Budinger misses 2-pt shot from 15 ft,,14-26,,
2:08.0,,,14-26,,Defensive rebound by E. Davis
1:45.0,,,14-26,,W. Johnson misses 2-pt shot from 12 ft
1:41.0,Defensive rebound by A. Payne,,14-26,,
1:35.0,Z. LaVine misses 2-pt shot from 1 ft,,14-26,,
1:33.0,,,14-26,,Defensive rebound by E. Davis
1:22.0,,,14-28,2,R. Sacre makes 2-pt shot from 6 ft (assist by D. Buycks)
0:59.0,R. Hummel makes 3-pt shot from 24 ft (assist by Z. LaVine),3,17-28,,
0:43.0,,,17-28,,R. Sacre misses 2-pt shot from 17 ft
0:42.0,Defensive rebound by R. Hummel,,17-28,,
0:31.0,R. Hummel makes 2-pt shot from 4 ft (assist by A. Payne),2,19-28,,
0:14.0,,,19-30,2,R. Sacre makes 2-pt shot from 14 ft (assist by D. Buycks)
0:01.0,Z. LaVine makes 2-pt shot from 17 ft,2,21-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,A. Wiggins makes 2-pt shot from 1 ft (assist by L. Brown),2,23-30,,
11:26.0,Personal foul by L. Brown (drawn by D. Buycks),,23-30,,
11:20.0,,,23-30,,D. Buycks misses 2-pt shot from 20 ft
11:18.0,Defensive rebound by A. Wiggins,,23-30,,
11:09.0,Shooting foul by E. Davis (drawn by A. Payne),,23-30,,
11:09.0,A. Payne makes free throw 1 of 2,1,24-30,,
11:09.0,A. Payne makes free throw 2 of 2,1,25-30,,
10:55.0,,,25-30,,Turnover by J. Brown (bad pass; steal by L. Brown)
10:48.0,L. Brown misses 2-pt shot from 1 ft,,25-30,,
10:46.0,,,25-30,,Defensive rebound by R. Sacre
10:44.0,,,25-32,2,J. Brown makes 2-pt shot from 1 ft
10:44.0,,,25-32,,Shooting foul by L. Brown (drawn by J. Brown)
10:44.0,,,25-33,1,J. Brown makes free throw 1 of 1
10:24.0,Shooting foul by W. Johnson (drawn by A. Wiggins),,25-33,,
10:24.0,A. Wiggins makes free throw 1 of 2,1,26-33,,
10:24.0,A. Wiggins makes free throw 2 of 2,1,27-33,,
10:11.0,,,27-35,2,W. Johnson makes 2-pt shot from 21 ft (assist by J. Brown)
9:58.0,C. Budinger misses 2-pt shot from 16 ft,,27-35,,
9:57.0,Offensive rebound by A. Wiggins,,27-35,,
9:54.0,A. Wiggins makes 2-pt shot at rim,2,29-35,,
9:44.0,,,29-35,,J. Brown misses 3-pt shot from 24 ft
9:43.0,Defensive rebound by A. Payne,,29-35,,
9:36.0,R. Hummel makes 2-pt shot from 1 ft (assist by L. Brown),2,31-35,,
9:27.0,,,31-35,,Turnover by D. Buycks (bad pass; steal by L. Brown)
9:22.0,L. Brown makes 2-pt shot from 1 ft,2,33-35,,
9:15.0,,,33-35,,LA Lakers full timeout
9:15.0,,,33-35,,R. Kelly enters the game for E. Davis
8:55.0,,,33-38,3,D. Buycks makes 3-pt shot from 25 ft (assist by J. Brown)
8:35.0,L. Brown misses 3-pt shot from 24 ft,,33-38,,
8:33.0,,,33-38,,Defensive rebound by R. Sacre
8:28.0,,,33-40,2,J. Brown makes 2-pt shot from 1 ft (assist by R. Sacre)
8:23.0,Minnesota full timeout,,33-40,,
8:13.0,L. Brown makes 2-pt shot at rim (assist by A. Wiggins),2,35-40,,
7:56.0,,,35-42,2,J. Brown makes 2-pt shot at rim (assist by R. Kelly)
7:41.0,C. Budinger misses 2-pt shot from 14 ft,,35-42,,
7:40.0,,,35-42,,Defensive rebound by W. Johnson
7:25.0,,,35-42,,D. Buycks misses 2-pt shot from 1 ft
7:24.0,Defensive rebound by A. Payne,,35-42,,
7:22.0,Shooting foul by R. Kelly (drawn by C. Budinger),,35-42,,
7:22.0,C. Budinger makes free throw 1 of 2,1,36-42,,
7:22.0,,,36-42,,J. Clarkson enters the game for D. Buycks
7:22.0,C. Budinger makes free throw 2 of 2,1,37-42,,
7:02.0,,,37-42,,R. Sacre misses 2-pt shot from 4 ft
6:56.0,Defensive rebound by A. Payne,,37-42,,
6:53.0,A. Payne misses 2-pt shot from 7 ft,,37-42,,
6:51.0,,,37-42,,Defensive rebound by R. Kelly
6:45.0,Personal foul by C. Budinger (drawn by J. Brown),,37-42,,
6:45.0,K. Martin enters the game for C. Budinger,,37-42,,
6:45.0,,,37-42,,T. Black enters the game for R. Sacre
6:41.0,,,37-42,,W. Johnson misses 3-pt shot from 25 ft
6:39.0,Defensive rebound by K. Martin,,37-42,,
6:28.0,Shooting foul by W. Johnson (drawn by A. Wiggins),,37-42,,
6:28.0,A. Wiggins makes free throw 1 of 2,1,38-42,,
6:28.0,A. Wiggins makes free throw 2 of 2,1,39-42,,
6:15.0,Personal foul by A. Payne (drawn by T. Black),,39-42,,
6:01.0,,,39-42,,J. Brown misses 2-pt shot from 2 ft
5:59.0,,,39-42,,Offensive rebound by W. Johnson
5:57.0,,,39-42,,Turnover by W. Johnson (bad pass)
5:38.0,K. Martin misses 2-pt shot from 10 ft,,39-42,,
5:35.0,Offensive rebound by A. Wiggins,,39-42,,
5:30.0,A. Payne makes 2-pt shot at rim (assist by L. Brown),2,41-42,,
5:13.0,,,41-42,,Shooting foul by A. Payne (drawn by T. Black)
5:13.0,,,41-42,,T. Black misses free throw 1 of 2
5:13.0,,,41-42,,Offensive rebound by Team
5:13.0,J. Hamilton enters the game for A. Payne,,41-42,,
5:13.0,,,41-43,1,T. Black makes free throw 2 of 2
4:58.0,K. Martin misses 2-pt shot from 18 ft,,41-43,,
4:56.0,,,41-43,,Defensive rebound by W. Johnson
4:46.0,,,41-43,,Turnover by R. Kelly (lost ball; steal by L. Brown)
4:41.0,J. Hamilton makes 2-pt shot from 1 ft (assist by L. Brown),2,43-43,,
4:22.0,,,43-45,2,J. Clarkson makes 2-pt shot from 1 ft
3:59.0,R. Hummel misses 3-pt shot from 24 ft,,43-45,,
3:57.0,,,43-45,,Defensive rebound by T. Black
3:35.0,,,43-45,,J. Clarkson misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by A. Wiggins,,43-45,,
3:12.0,L. Brown misses 2-pt shot from 20 ft,,43-45,,
3:09.0,,,43-45,,Defensive rebound by T. Black
2:56.0,,,43-45,,Shooting foul by R. Hummel (drawn by J. Brown)
2:56.0,Official timeout,,43-45,,
2:56.0,,,43-46,1,J. Brown makes free throw 1 of 2
2:56.0,,,43-46,,J. Brown misses free throw 2 of 2
2:54.0,,,43-46,,Offensive rebound by T. Black
2:39.0,,,43-46,,R. Kelly misses 2-pt shot from 20 ft
2:38.0,Defensive rebound by L. Brown,,43-46,,
2:25.0,Turnover by K. Martin (bad pass; steal by J. Clarkson),,43-46,,
2:05.0,,,43-46,,J. Brown misses 2-pt shot from 21 ft
2:04.0,Defensive rebound by L. Brown,,43-46,,
1:57.0,Shooting foul by W. Johnson (drawn by A. Wiggins),,43-46,,
1:57.0,A. Wiggins makes free throw 1 of 2,1,44-46,,
1:57.0,,,44-46,,D. Buycks enters the game for W. Johnson
1:57.0,A. Wiggins makes free throw 2 of 2,1,45-46,,
1:33.0,,,45-46,,Shooting foul by J. Hamilton (drawn by J. Brown)
1:33.0,,,45-48,2,J. Brown makes 2-pt shot at rim (assist by D. Buycks)
1:33.0,,,45-48,,J. Brown misses free throw 1 of 1
1:32.0,Defensive rebound by R. Hummel,,45-48,,
1:12.0,Shooting foul by R. Kelly (drawn by J. Hamilton),,45-48,,
1:12.0,J. Hamilton makes free throw 1 of 2,1,46-48,,
1:12.0,J. Hamilton makes free throw 2 of 2,1,47-48,,
0:55.0,,,47-50,2,R. Kelly makes 2-pt shot from 4 ft (assist by J. Clarkson)
0:46.0,Turnover by L. Brown (bad pass; steal by T. Black),,47-50,,
0:41.0,Shooting block foul by R. Hummel (drawn by J. Brown),,47-50,,
0:41.0,,,47-51,1,J. Brown makes free throw 1 of 2
0:41.0,,,47-52,1,J. Brown makes free throw 2 of 2
0:28.0,L. Brown misses 3-pt shot from 25 ft,,47-52,,
0:27.0,Offensive rebound by J. Hamilton,,47-52,,
0:09.0,Turnover by A. Wiggins (step out of bounds),,47-52,,
0:09.0,A. Onuaku enters the game for J. Hamilton,,47-52,,
0:09.0,Z. LaVine enters the game for L. Brown,,47-52,,
0:00.0,,,47-52,,Turnover by T. Black (lost ball)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,Z. LaVine misses 2-pt shot from 20 ft,,47-52,,
11:41.0,,,47-52,,Defensive rebound by J. Brown
11:29.0,,,47-55,3,R. Kelly makes 3-pt shot from 23 ft (assist by J. Clarkson)
11:15.0,K. Martin misses 2-pt shot from 12 ft,,47-55,,
11:13.0,,,47-55,,Defensive rebound by R. Kelly
11:02.0,Personal foul by C. Budinger (drawn by T. Black),,47-55,,
10:55.0,,,47-55,,Shooting foul by C. Budinger (drawn by J. Clarkson)
10:55.0,,,47-55,,J. Clarkson misses free throw 1 of 2
10:55.0,,,47-55,,Offensive rebound by Team
10:55.0,,,47-56,1,J. Clarkson makes free throw 2 of 2
10:42.0,A. Wiggins misses 2-pt shot from 17 ft,,47-56,,
10:41.0,,,47-56,,Defensive rebound by T. Black
10:22.0,,,47-59,3,R. Kelly makes 3-pt shot from 24 ft (assist by J. Clarkson)
10:05.0,C. Budinger makes 2-pt shot from 17 ft (assist by Z. LaVine),2,49-59,,
9:49.0,,,49-59,,J. Clarkson misses 2-pt shot at rim
9:49.0,,,49-59,,Offensive rebound by T. Black
9:49.0,,,49-61,2,T. Black makes 2-pt shot at rim
9:49.0,Minnesota full timeout,,49-61,,
9:38.0,Shooting foul by T. Black (drawn by A. Payne),,49-61,,
9:38.0,A. Payne makes free throw 1 of 2,1,50-61,,
9:38.0,A. Payne misses free throw 2 of 2,,50-61,,
9:37.0,,,50-61,,Defensive rebound by T. Black
9:21.0,,,50-64,3,W. Johnson makes 3-pt shot from 25 ft (assist by J. Clarkson)
9:09.0,Offensive foul by A. Payne,,50-64,,
9:09.0,Turnover by A. Payne (offensive foul),,50-64,,
8:45.0,,,50-67,3,W. Johnson makes 3-pt shot from 23 ft (assist by R. Kelly)
8:23.0,A. Wiggins makes 2-pt shot at rim (assist by Z. LaVine),2,52-67,,
7:52.0,,,52-67,,J. Clarkson misses 3-pt shot from 23 ft
7:52.0,,,52-67,,Offensive rebound by Team
7:52.0,,,52-67,,Turnover by Team (shot clock)
7:29.0,K. Martin makes 2-pt shot from 11 ft,2,54-67,,
7:08.0,,,54-70,3,R. Kelly makes 3-pt shot from 24 ft (assist by J. Brown)
6:51.0,Turnover by C. Budinger (bad pass; steal by J. Clarkson),,54-70,,
6:45.0,,,54-70,,Turnover by J. Clarkson (bad pass; steal by A. Payne)
6:35.0,Turnover by K. Martin (lost ball; steal by R. Kelly),,54-70,,
6:30.0,,,54-72,2,J. Clarkson makes 2-pt shot at rim (assist by J. Brown)
6:30.0,Minnesota full timeout,,54-72,,
6:30.0,L. Brown enters the game for K. Martin,,54-72,,
6:30.0,R. Hummel enters the game for Z. LaVine,,54-72,,
6:19.0,Shooting foul by T. Black (drawn by A. Wiggins),,54-72,,
6:19.0,A. Wiggins makes free throw 1 of 2,1,55-72,,
6:19.0,A. Wiggins makes free throw 2 of 2,1,56-72,,
5:55.0,,,56-72,,J. Clarkson misses 2-pt shot from 6 ft
5:51.0,Defensive rebound by A. Payne,,56-72,,
5:47.0,,,56-72,,Personal foul by J. Brown (drawn by A. Wiggins)
5:41.0,L. Brown misses 2-pt shot from 2 ft,,56-72,,
5:38.0,,,56-72,,Defensive rebound by T. Black
5:31.0,,,56-72,,W. Johnson misses 3-pt shot from 24 ft
5:29.0,Defensive rebound by R. Hummel,,56-72,,
5:23.0,R. Hummel misses 3-pt shot from 24 ft,,56-72,,
5:23.0,Offensive rebound by Team,,56-72,,
5:23.0,,,56-72,,Loose ball foul by T. Black (drawn by A. Payne)
5:23.0,,,56-72,,D. Buycks enters the game for J. Brown
5:14.0,R. Hummel misses 2-pt shot from 16 ft,,56-72,,
5:13.0,Offensive rebound by A. Payne,,56-72,,
5:13.0,A. Payne makes 2-pt shot at rim,2,58-72,,
5:01.0,,,58-74,2,T. Black makes 2-pt shot from 1 ft (assist by J. Clarkson)
4:42.0,A. Payne makes 2-pt shot from 13 ft,2,60-74,,
4:33.0,Personal foul by A. Payne (drawn by T. Black),,60-74,,
4:33.0,,,60-74,,E. Davis enters the game for T. Black
4:33.0,J. Hamilton enters the game for A. Payne,,60-74,,
4:15.0,,,60-74,,R. Kelly misses 2-pt shot from 12 ft
4:12.0,Defensive rebound by A. Wiggins,,60-74,,
4:06.0,A. Wiggins makes 2-pt shot from 16 ft,2,62-74,,
3:45.0,,,62-74,,J. Clarkson misses 2-pt shot from 12 ft
3:43.0,Defensive rebound by A. Wiggins,,62-74,,
3:40.0,C. Budinger makes 2-pt shot at rim (assist by A. Wiggins),2,64-74,,
3:16.0,,,64-74,,D. Buycks misses 2-pt shot from 3 ft (block by J. Hamilton)
3:14.0,,,64-74,,Offensive rebound by J. Clarkson
3:12.0,,,64-74,,J. Clarkson misses 2-pt shot from 1 ft
3:10.0,,,64-74,,Offensive rebound by E. Davis
3:07.0,,,64-76,2,E. Davis makes 2-pt shot from 1 ft
2:56.0,C. Budinger misses 2-pt shot from 5 ft,,64-76,,
2:52.0,,,64-76,,Defensive rebound by E. Davis
2:37.0,,,64-78,2,E. Davis makes 2-pt shot from 2 ft (assist by W. Johnson)
2:22.0,,,64-78,,Personal foul by W. Johnson (drawn by A. Wiggins)
2:22.0,A. Wiggins makes free throw 1 of 2,1,65-78,,
2:22.0,Z. LaVine enters the game for C. Budinger,,65-78,,
2:22.0,A. Wiggins makes free throw 2 of 2,1,66-78,,
2:08.0,,,66-78,,W. Johnson misses 3-pt shot from 23 ft
2:07.0,Defensive rebound by R. Hummel,,66-78,,
1:59.0,L. Brown makes 2-pt shot from 2 ft,2,68-78,,
1:33.0,,,68-80,2,J. Clarkson makes 2-pt shot from 16 ft (assist by R. Kelly)
1:10.0,,,68-80,,Personal foul by W. Johnson (drawn by A. Wiggins)
1:10.0,A. Wiggins makes free throw 1 of 2,1,69-80,,
1:10.0,,,69-80,,J. Brown enters the game for W. Johnson
1:10.0,A. Wiggins misses free throw 2 of 2,,69-80,,
1:08.0,,,69-80,,Defensive rebound by R. Kelly
0:50.0,,,69-80,,R. Kelly misses 3-pt shot from 24 ft
0:48.0,Defensive rebound by A. Wiggins,,69-80,,
0:44.0,Shooting foul by R. Kelly (drawn by Z. LaVine),,69-80,,
0:44.0,Z. LaVine makes free throw 1 of 2,1,70-80,,
0:44.0,Z. LaVine makes free throw 2 of 2,1,71-80,,
0:32.0,,,71-80,,J. Brown misses 3-pt shot from 25 ft
0:31.0,,,71-80,,Offensive rebound by E. Davis
0:18.0,,,71-80,,D. Buycks misses 2-pt shot from 2 ft
0:16.0,,,71-80,,Offensive rebound by J. Clarkson
0:02.0,,,71-80,,Turnover by J. Clarkson (bad pass; steal by J. Hamilton)
0:01.0,L. Brown misses 3-pt shot from 54 ft,,71-80,,
0:00.0,Offensive rebound by Team,,71-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,71-80,,J. Clarkson misses 2-pt shot from 1 ft
11:37.0,,,71-80,,Offensive rebound by J. Clarkson
11:35.0,,,71-80,,J. Clarkson misses 2-pt shot from 1 ft (block by J. Hamilton)
11:33.0,,,71-80,,Offensive rebound by E. Davis
11:33.0,,,71-82,2,E. Davis makes 2-pt shot at rim
11:17.0,L. Brown misses 3-pt shot from 23 ft,,71-82,,
11:15.0,,,71-82,,Defensive rebound by D. Buycks
11:02.0,,,71-82,,Shooting foul by R. Hummel (drawn by R. Kelly)
11:02.0,,,71-83,1,R. Kelly makes free throw 1 of 2
11:02.0,C. Budinger enters the game for R. Hummel,,71-83,,
11:02.0,,,71-84,1,R. Kelly makes free throw 2 of 2
10:49.0,Z. LaVine makes 2-pt shot from 1 ft (assist by A. Wiggins),2,73-84,,
10:31.0,,,73-84,,E. Davis misses 2-pt shot from 2 ft (block by J. Hamilton)
10:31.0,,,73-84,,Offensive rebound by Team
10:31.0,K. Martin enters the game for A. Wiggins,,73-84,,
10:31.0,,,73-84,,R. Sacre enters the game for R. Kelly
10:28.0,,,73-86,2,J. Brown makes 2-pt shot from 15 ft (assist by D. Buycks)
10:12.0,J. Hamilton misses 2-pt shot from 2 ft,,73-86,,
10:10.0,,,73-86,,Defensive rebound by R. Sacre
10:00.0,,,73-86,,D. Buycks misses 3-pt shot from 25 ft
9:59.0,Defensive rebound by C. Budinger,,73-86,,
9:52.0,Z. LaVine misses 2-pt shot from 2 ft,,73-86,,
9:50.0,,,73-86,,Defensive rebound by J. Clarkson
9:46.0,,,73-88,2,J. Brown makes 2-pt shot from 1 ft (assist by J. Clarkson)
9:30.0,C. Budinger misses 3-pt shot from 24 ft,,73-88,,
9:28.0,,,73-88,,Defensive rebound by J. Brown
9:08.0,,,73-88,,R. Sacre misses 2-pt shot from 7 ft
9:06.0,Defensive rebound by L. Brown,,73-88,,
9:00.0,L. Brown makes 2-pt shot at rim,2,75-88,,
8:46.0,Personal block foul by J. Hamilton (drawn by J. Brown),,75-88,,
8:46.0,Official timeout,,75-88,,
8:46.0,A. Payne enters the game for J. Hamilton,,75-88,,
8:46.0,A. Wiggins enters the game for K. Martin,,75-88,,
8:46.0,,,75-88,,W. Johnson enters the game for J. Clarkson
8:29.0,,,75-90,2,R. Sacre makes 2-pt shot from 2 ft (assist by D. Buycks)
8:15.0,A. Wiggins misses 2-pt shot from 20 ft,,75-90,,
8:14.0,,,75-90,,Defensive rebound by R. Sacre
8:09.0,,,75-90,,Shooting foul by Z. LaVine (drawn by J. Brown)
8:09.0,,,75-91,1,J. Brown makes free throw 1 of 2
8:09.0,,,75-91,,J. Brown misses free throw 2 of 2
8:08.0,,,75-91,,Offensive rebound by R. Sacre
8:07.0,,,75-91,,Shooting foul by L. Brown (drawn by R. Sacre)
8:07.0,,,75-91,,R. Sacre misses free throw 1 of 2
8:07.0,,,75-91,,Offensive rebound by Team
8:07.0,J. Hamilton enters the game for A. Payne,,75-91,,
8:07.0,,,75-92,1,R. Sacre makes free throw 2 of 2
7:54.0,J. Hamilton misses 2-pt shot from 1 ft (block by E. Davis),,75-92,,
7:52.0,,,75-92,,Defensive rebound by E. Davis
7:35.0,,,75-92,,R. Sacre misses 2-pt shot from 5 ft
7:33.0,Defensive rebound by Z. LaVine,,75-92,,
7:25.0,C. Budinger makes 2-pt shot from 1 ft (assist by A. Wiggins),2,77-92,,
7:10.0,,,77-92,,Offensive charge foul by R. Sacre
7:10.0,,,77-92,,Turnover by R. Sacre (offensive foul)
7:01.0,A. Wiggins misses 2-pt shot at rim,,77-92,,
6:58.0,,,77-92,,Defensive rebound by E. Davis
6:50.0,Shooting block foul by A. Wiggins (drawn by J. Brown),,77-92,,
6:50.0,,,77-93,1,J. Brown makes free throw 1 of 2
6:50.0,,,77-94,1,J. Brown makes free throw 2 of 2
6:35.0,Z. LaVine makes 3-pt shot from 24 ft (assist by A. Wiggins),3,80-94,,
6:23.0,,,80-94,,W. Johnson misses 3-pt shot from 22 ft
6:21.0,Defensive rebound by Z. LaVine,,80-94,,
6:07.0,Z. LaVine makes 3-pt shot from 25 ft (assist by C. Budinger),3,83-94,,
5:47.0,,,83-94,,E. Davis misses 2-pt shot from 9 ft
5:47.0,,,83-94,,Offensive rebound by E. Davis
5:47.0,,,83-94,,Shooting foul by J. Hamilton (drawn by E. Davis)
5:47.0,,,83-94,,LA Lakers full timeout
5:47.0,A. Payne enters the game for J. Hamilton,,83-94,,
5:47.0,,,83-95,1,E. Davis makes free throw 1 of 2
5:47.0,,,83-95,,E. Davis misses free throw 2 of 2
5:46.0,Defensive rebound by Team,,83-95,,
5:46.0,,,83-95,,Loose ball foul by R. Sacre (drawn by A. Payne)
5:46.0,,,83-95,,R. Kelly enters the game for E. Davis
5:46.0,,,83-95,,T. Black enters the game for R. Sacre
5:36.0,A. Wiggins makes 2-pt shot from 19 ft,2,85-95,,
5:09.0,,,85-95,,Turnover by Team (shot clock)
5:09.0,,,85-95,,J. Clarkson enters the game for D. Buycks
4:59.0,Shooting foul by J. Brown (drawn by A. Wiggins),,85-95,,
4:59.0,A. Wiggins makes free throw 1 of 2,1,86-95,,
4:59.0,A. Wiggins makes free throw 2 of 2,1,87-95,,
4:38.0,,,87-97,2,W. Johnson makes 2-pt shot from 4 ft (assist by R. Kelly)
4:27.0,,,87-97,,Personal foul by J. Clarkson (drawn by A. Wiggins)
4:18.0,C. Budinger misses 3-pt shot from 24 ft,,87-97,,
4:16.0,,,87-97,,Defensive rebound by W. Johnson
4:09.0,,,87-97,,J. Clarkson misses 2-pt shot from 16 ft
4:05.0,Defensive rebound by A. Wiggins,,87-97,,
3:55.0,Z. LaVine misses 3-pt shot from 24 ft,,87-97,,
3:54.0,,,87-97,,Defensive rebound by Team
3:34.0,,,87-99,2,T. Black makes 2-pt shot from 1 ft (assist by W. Johnson)
3:32.0,Minnesota full timeout,,87-99,,
3:18.0,A. Wiggins misses 2-pt shot from 12 ft,,87-99,,
3:17.0,,,87-99,,Defensive rebound by T. Black
3:02.0,,,87-99,,J. Brown misses 3-pt shot from 24 ft
3:00.0,,,87-99,,Offensive rebound by W. Johnson
2:39.0,,,87-99,,R. Kelly misses 2-pt shot from 15 ft
2:35.0,,,87-99,,Offensive rebound by W. Johnson
2:33.0,,,87-99,,Turnover by W. Johnson (lost ball; steal by A. Wiggins)
2:28.0,A. Wiggins makes 2-pt shot at rim,2,89-99,,
2:09.0,,,89-99,,J. Clarkson misses 2-pt shot from 2 ft
2:07.0,,,89-99,,Offensive rebound by T. Black
2:07.0,,,89-99,,T. Black misses 2-pt shot at rim
2:04.0,Defensive rebound by C. Budinger,,89-99,,
2:00.0,A. Payne misses 2-pt shot from 15 ft,,89-99,,
1:59.0,Offensive rebound by A. Wiggins,,89-99,,
1:59.0,Shooting foul by R. Kelly (drawn by A. Wiggins),,89-99,,
1:59.0,A. Wiggins makes free throw 1 of 2,1,90-99,,
1:59.0,A. Wiggins makes free throw 2 of 2,1,91-99,,
1:42.0,,,91-99,,Turnover by J. Brown (lost ball)
1:35.0,Z. LaVine misses 3-pt shot from 24 ft,,91-99,,
1:34.0,Offensive rebound by A. Payne,,91-99,,
1:34.0,A. Payne makes 2-pt shot at rim,2,93-99,,
1:22.0,,,93-101,2,T. Black makes 2-pt shot at rim (assist by J. Clarkson)
1:22.0,Minnesota full timeout,,93-101,,
