time,Orlando,pts.away,score,pts.home,Indiana
5:12.0,T. Harris makes free throw 2 of 2,1,18-12,,
4:50.0,,,18-14,2,R. Stuckey makes 2-pt shot from 17 ft
4:39.0,C. Frye makes 3-pt shot from 26 ft,3,21-14,,
4:27.0,Violation by V. Oladipo (kicked ball),,21-14,,
4:21.0,,,21-14,,Shooting foul by C. Frye (drawn by G. Hill)
4:21.0,,,21-15,1,G. Hill makes free throw 1 of 2
4:21.0,,,21-15,,G. Hill misses free throw 2 of 2
4:21.0,Defensive rebound by T. Harris,,21-15,,
4:06.0,V. Oladipo misses 2-pt shot from 6 ft,,21-15,,
4:05.0,,,21-15,,Defensive rebound by I. Mahinmi
3:53.0,,,21-18,3,R. Stuckey makes 3-pt shot from 27 ft (assist by G. Hill)
3:36.0,Turnover by T. Harris (bad pass),,21-18,,
3:21.0,,,21-18,,G. Hill misses 3-pt shot from 24 ft
3:20.0,Defensive rebound by T. Harris,,21-18,,
3:11.0,T. Harris makes 2-pt shot from 6 ft,2,23-18,,
2:51.0,,,23-18,,Turnover by G. Hill (bad pass; steal by E. Payton)
2:42.0,Shooting foul by I. Mahinmi (drawn by N. Vucevic),,23-18,,
2:42.0,Orlando full timeout,,23-18,,
2:42.0,A. Gordon enters the game for T. Harris,,23-18,,
2:42.0,,,23-18,,C. Watson enters the game for G. Hill
2:42.0,N. Vucevic makes free throw 1 of 2,1,24-18,,
2:42.0,N. Vucevic misses free throw 2 of 2,,24-18,,
2:42.0,,,24-18,,Defensive rebound by D. West
2:30.0,,,24-18,,Turnover by D. West (bad pass; steal by V. Oladipo)
2:27.0,V. Oladipo makes 2-pt shot at rim,2,26-18,,
1:58.0,,,26-18,,S. Hill misses 3-pt shot from 25 ft
1:57.0,Defensive rebound by V. Oladipo,,26-18,,
1:42.0,E. Payton misses 2-pt shot from 1 ft,,26-18,,
1:41.0,,,26-18,,Defensive rebound by I. Mahinmi
1:33.0,,,26-20,2,R. Stuckey makes 2-pt shot from 13 ft (assist by C. Watson)
1:27.0,A. Gordon makes 2-pt shot at rim (assist by E. Payton),2,28-20,,
1:11.0,,,28-23,3,R. Stuckey makes 3-pt shot from 26 ft (assist by C. Watson)
0:57.0,C. Frye misses 3-pt shot from 26 ft,,28-23,,
0:55.0,,,28-23,,Defensive rebound by I. Mahinmi
0:53.0,Personal foul by V. Oladipo (drawn by R. Stuckey),,28-23,,
0:53.0,A. Nicholson enters the game for N. Vucevic,,28-23,,
0:53.0,,,28-23,,L. Scola enters the game for D. West
0:36.0,,,28-25,2,R. Stuckey makes 2-pt shot from 19 ft (assist by I. Mahinmi)
0:36.0,,,28-25,,Shooting foul by V. Oladipo (drawn by R. Stuckey)
0:36.0,W. Green enters the game for V. Oladipo,,28-25,,
0:36.0,,,28-26,1,R. Stuckey makes free throw 1 of 1
0:26.0,E. Payton misses 2-pt shot from 10 ft,,28-26,,
0:24.0,Offensive rebound by A. Nicholson,,28-26,,
0:24.0,A. Nicholson misses 2-pt shot at rim,,28-26,,
0:23.0,,,28-26,,Defensive rebound by L. Scola
0:01.0,,,28-26,,R. Stuckey misses 3-pt shot from 27 ft
0:00.0,,,28-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,C. Frye misses 2-pt shot from 18 ft,,28-26,,
11:36.0,,,28-26,,Defensive rebound by C. Watson
11:18.0,Personal foul by C. Frye (drawn by L. Scola),,28-26,,
11:08.0,,,28-28,2,I. Mahinmi makes 2-pt shot from 1 ft
10:48.0,A. Nicholson misses 2-pt shot from 13 ft,,28-28,,
10:47.0,,,28-28,,Defensive rebound by R. Stuckey
10:36.0,,,28-31,3,D. Rudez makes 3-pt shot from 23 ft (assist by C. Watson)
10:26.0,,,28-31,,Personal block foul by L. Scola (drawn by L. Ridnour)
10:16.0,A. Gordon misses 2-pt shot from 12 ft,,28-31,,
10:15.0,,,28-31,,Defensive rebound by R. Stuckey
10:09.0,Personal foul by C. Frye (drawn by I. Mahinmi),,28-31,,
10:09.0,M. Harkless enters the game for C. Frye,,28-31,,
9:57.0,,,28-34,3,R. Stuckey makes 3-pt shot from 25 ft (assist by D. Rudez)
9:45.0,W. Green misses 2-pt shot from 19 ft,,28-34,,
9:43.0,,,28-34,,Defensive rebound by L. Scola
9:35.0,,,28-34,,I. Mahinmi misses 2-pt shot at rim (block by A. Nicholson)
9:33.0,Defensive rebound by L. Ridnour,,28-34,,
9:23.0,A. Nicholson misses 2-pt shot from 15 ft,,28-34,,
9:22.0,,,28-34,,Defensive rebound by R. Stuckey
9:12.0,Def 3 sec tech foul by A. Nicholson,,28-34,,
9:12.0,,,28-35,1,R. Stuckey makes technical free throw
9:06.0,,,28-38,3,C. Watson makes 3-pt shot from 27 ft (assist by D. Rudez)
9:04.0,Orlando full timeout,,28-38,,
9:04.0,N. Vucevic enters the game for A. Gordon,,28-38,,
9:04.0,T. Harris enters the game for A. Nicholson,,28-38,,
8:53.0,T. Harris makes 2-pt shot from 10 ft (assist by L. Ridnour),2,30-38,,
8:32.0,,,30-38,,Turnover by D. Rudez (bad pass; steal by N. Vucevic)
8:26.0,Offensive charge foul by M. Harkless,,30-38,,
8:26.0,Turnover by M. Harkless (offensive foul),,30-38,,
8:14.0,,,30-38,,D. Rudez misses 3-pt shot from 23 ft
8:13.0,Defensive rebound by T. Harris,,30-38,,
7:56.0,W. Green makes 3-pt shot from 24 ft (assist by N. Vucevic),3,33-38,,
7:42.0,,,33-40,2,R. Stuckey makes 2-pt shot from 9 ft (assist by C. Watson)
7:28.0,T. Harris makes 2-pt shot from 1 ft (assist by N. Vucevic),2,35-40,,
7:04.0,,,35-40,,L. Scola misses 2-pt shot from 10 ft
7:03.0,Defensive rebound by W. Green,,35-40,,
6:57.0,M. Harkless misses 2-pt shot from 7 ft,,35-40,,
6:55.0,Offensive rebound by M. Harkless,,35-40,,
6:55.0,M. Harkless misses 2-pt shot from 1 ft,,35-40,,
6:54.0,,,35-40,,Defensive rebound by I. Mahinmi
6:47.0,,,35-42,2,L. Scola makes 2-pt shot at rim (assist by D. Rudez)
6:32.0,N. Vucevic makes 2-pt shot from 18 ft (assist by L. Ridnour),2,37-42,,
6:32.0,,,37-42,,Indiana full timeout
6:32.0,E. Payton enters the game for W. Green,,37-42,,
6:32.0,V. Oladipo enters the game for L. Ridnour,,37-42,,
6:32.0,,,37-42,,G. Hill enters the game for D. Rudez
6:12.0,,,37-44,2,L. Scola makes 2-pt shot from 19 ft (assist by R. Stuckey)
5:57.0,Shooting foul by L. Scola (drawn by T. Harris),,37-44,,
5:57.0,T. Harris makes free throw 1 of 2,1,38-44,,
5:57.0,T. Harris makes free throw 2 of 2,1,39-44,,
5:37.0,,,39-47,3,C. Watson makes 3-pt shot from 27 ft (assist by G. Hill)
5:23.0,T. Harris makes 2-pt shot from 18 ft (assist by E. Payton),2,41-47,,
5:07.0,,,41-50,3,R. Stuckey makes 3-pt shot from 25 ft
4:48.0,E. Payton misses 2-pt shot from 13 ft,,41-50,,
4:47.0,,,41-50,,Defensive rebound by R. Stuckey
4:35.0,,,41-50,,I. Mahinmi misses 2-pt shot from 1 ft (block by V. Oladipo)
4:34.0,Defensive rebound by N. Vucevic,,41-50,,
4:25.0,V. Oladipo misses 2-pt shot from 15 ft,,41-50,,
4:24.0,Offensive rebound by M. Harkless,,41-50,,
4:23.0,M. Harkless misses 2-pt shot at rim,,41-50,,
4:22.0,,,41-50,,Defensive rebound by I. Mahinmi
4:09.0,,,41-50,,Shooting foul by T. Harris (drawn by L. Scola)
4:09.0,,,41-51,1,L. Scola makes free throw 1 of 2
4:09.0,,,41-52,1,L. Scola makes free throw 2 of 2
4:08.0,Turnover by T. Harris (bad pass; steal by C. Watson),,41-52,,
4:07.0,Shooting block foul by T. Harris (drawn by C. Watson),,41-52,,
4:07.0,,,41-53,1,C. Watson makes free throw 1 of 2
4:07.0,D. Dedmon enters the game for T. Harris,,41-53,,
4:07.0,W. Green enters the game for M. Harkless,,41-53,,
4:07.0,,,41-54,1,C. Watson makes free throw 2 of 2
3:47.0,N. Vucevic makes 2-pt shot from 12 ft,2,43-54,,
3:34.0,,,43-56,2,L. Scola makes 2-pt shot from 17 ft (assist by G. Hill)
3:15.0,N. Vucevic makes 2-pt shot from 11 ft,2,45-56,,
2:55.0,,,45-56,,G. Hill misses 3-pt shot from 24 ft
2:54.0,Defensive rebound by D. Dedmon,,45-56,,
2:52.0,Turnover by D. Dedmon (lost ball; steal by L. Scola),,45-56,,
2:48.0,,,45-59,3,C. Watson makes 3-pt shot from 24 ft (assist by G. Hill)
2:47.0,Orlando full timeout,,45-59,,
2:47.0,Official timeout,,45-59,,
2:24.0,E. Payton misses 2-pt shot from 2 ft,,45-59,,
2:23.0,Offensive rebound by E. Payton,,45-59,,
2:23.0,E. Payton misses 2-pt shot from 2 ft,,45-59,,
2:22.0,,,45-59,,Defensive rebound by I. Mahinmi
1:58.0,,,45-59,,R. Stuckey misses 3-pt shot from 26 ft
1:57.0,,,45-59,,Offensive rebound by L. Scola
1:55.0,,,45-59,,L. Scola misses 2-pt shot at rim
1:54.0,Defensive rebound by D. Dedmon,,45-59,,
1:38.0,V. Oladipo misses 3-pt shot from 25 ft,,45-59,,
1:36.0,,,45-59,,Defensive rebound by Team
1:27.0,Violation by N. Vucevic (kicked ball),,45-59,,
1:19.0,,,45-59,,I. Mahinmi misses 2-pt shot from 6 ft
1:18.0,Defensive rebound by Team,,45-59,,
1:18.0,T. Harris enters the game for W. Green,,45-59,,
1:18.0,,,45-59,,D. West enters the game for L. Scola
1:06.0,D. Dedmon misses 2-pt shot from 8 ft,,45-59,,
1:05.0,,,45-59,,Defensive rebound by I. Mahinmi
0:55.0,,,45-59,,Turnover by C. Watson (bad pass; steal by T. Harris)
0:38.0,E. Payton makes 2-pt shot from 2 ft,2,47-59,,
0:35.0,,,47-59,,Turnover by C. Watson (bad pass)
0:35.0,,,47-59,,S. Hill enters the game for C. Watson
0:35.0,C. Frye enters the game for D. Dedmon,,47-59,,
0:26.0,,,47-59,,Personal foul by G. Hill (drawn by E. Payton)
0:26.0,,,47-59,,C. Watson enters the game for G. Hill
0:15.0,V. Oladipo misses 2-pt shot at rim (block by C. Watson),,47-59,,
0:15.0,Offensive rebound by Team,,47-59,,
0:12.0,T. Harris misses 3-pt shot from 23 ft,,47-59,,
0:11.0,,,47-59,,Defensive rebound by C. Watson
0:02.0,,,47-59,,C. Watson misses 2-pt shot from 14 ft (block by V. Oladipo)
0:00.0,,,47-59,,Offensive rebound by C. Watson
0:00.0,,,47-59,,C. Watson misses 3-pt shot from 24 ft
0:00.0,,,47-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,N. Vucevic misses 2-pt shot from 22 ft,,47-59,,
11:35.0,Offensive rebound by E. Payton,,47-59,,
11:35.0,E. Payton makes 2-pt shot at rim,2,49-59,,
11:21.0,,,49-62,3,D. Rudez makes 3-pt shot from 25 ft (assist by S. Hill)
11:13.0,,,49-62,,Shooting block foul by G. Hill (drawn by E. Payton)
11:13.0,E. Payton makes free throw 1 of 2,1,50-62,,
11:13.0,E. Payton makes free throw 2 of 2,1,51-62,,
11:02.0,,,51-62,,G. Hill misses 2-pt shot from 7 ft
11:00.0,,,51-62,,Offensive rebound by R. Hibbert
10:52.0,Personal foul by V. Oladipo (drawn by R. Hibbert),,51-62,,
10:45.0,,,51-62,,Turnover by S. Hill (bad pass; steal by N. Vucevic)
10:39.0,,,51-62,,Violation by D. West (kicked ball)
10:26.0,T. Harris misses 2-pt shot from 14 ft,,51-62,,
10:25.0,,,51-62,,Defensive rebound by R. Hibbert
10:06.0,,,51-62,,G. Hill misses 3-pt shot from 25 ft
10:05.0,Defensive rebound by D. Dedmon,,51-62,,
9:49.0,N. Vucevic makes 2-pt shot from 1 ft,2,53-62,,
9:35.0,,,53-62,,S. Hill misses 2-pt shot from 1 ft (block by V. Oladipo)
9:34.0,Defensive rebound by N. Vucevic,,53-62,,
9:21.0,N. Vucevic misses 2-pt shot from 1 ft,,53-62,,
9:20.0,,,53-62,,Defensive rebound by D. West
9:00.0,,,53-62,,S. Hill misses 3-pt shot from 24 ft
8:59.0,Defensive rebound by V. Oladipo,,53-62,,
8:43.0,E. Payton misses 2-pt shot from 4 ft (block by D. West),,53-62,,
8:41.0,,,53-62,,Defensive rebound by S. Hill
8:36.0,,,53-64,2,G. Hill makes 2-pt shot at rim (assist by S. Hill)
8:34.0,,,53-64,,Violation by Team (delay of game)
8:24.0,V. Oladipo misses 3-pt shot from 26 ft,,53-64,,
8:23.0,,,53-64,,Defensive rebound by G. Hill
8:12.0,,,53-66,2,G. Hill makes 2-pt shot at rim (assist by S. Hill)
7:53.0,E. Payton misses 2-pt shot from 11 ft,,53-66,,
7:52.0,,,53-66,,Defensive rebound by R. Hibbert
7:52.0,Loose ball foul by D. Dedmon (drawn by R. Hibbert),,53-66,,
7:52.0,C. Frye enters the game for D. Dedmon,,53-66,,
7:45.0,,,53-66,,Turnover by S. Hill (bad pass; steal by T. Harris)
7:41.0,Shooting foul by D. West (drawn by T. Harris),,53-66,,
7:41.0,T. Harris makes free throw 1 of 2,1,54-66,,
7:41.0,T. Harris misses free throw 2 of 2,,54-66,,
7:41.0,,,54-66,,Defensive rebound by D. West
7:27.0,,,54-66,,Shooting foul by N. Vucevic (drawn by D. West)
7:27.0,,,54-67,1,D. West makes free throw 1 of 2
7:27.0,,,54-68,1,D. West makes free throw 2 of 2
7:11.0,Turnover by N. Vucevic (3 sec),,54-68,,
6:55.0,,,54-71,3,D. Rudez makes 3-pt shot from 22 ft (assist by G. Hill)
6:40.0,N. Vucevic makes 2-pt shot from 7 ft (assist by E. Payton),2,56-71,,
6:20.0,,,56-71,,G. Hill misses 2-pt shot at rim
6:19.0,Defensive rebound by E. Payton,,56-71,,
6:13.0,T. Harris makes 2-pt shot at rim (assist by E. Payton),2,58-71,,
5:54.0,,,58-71,,G. Hill misses 3-pt shot from 27 ft
5:53.0,Defensive rebound by C. Frye,,58-71,,
5:47.0,,,58-71,,Personal foul by S. Hill (drawn by V. Oladipo)
5:47.0,,,58-71,,Indiana full timeout
5:43.0,Shooting foul by S. Hill (drawn by V. Oladipo),,58-71,,
5:43.0,V. Oladipo makes free throw 1 of 2,1,59-71,,
5:43.0,,,59-71,,R. Stuckey enters the game for S. Hill
5:43.0,V. Oladipo makes free throw 2 of 2,1,60-71,,
5:25.0,,,60-74,3,G. Hill makes 3-pt shot from 22 ft (assist by R. Stuckey)
5:06.0,T. Harris misses 2-pt shot from 15 ft,,60-74,,
5:05.0,Offensive rebound by N. Vucevic,,60-74,,
4:54.0,T. Harris makes 3-pt shot from 23 ft (assist by V. Oladipo),3,63-74,,
4:29.0,,,63-77,3,G. Hill makes 3-pt shot from 26 ft (assist by R. Stuckey)
4:07.0,Shooting foul by R. Hibbert (drawn by E. Payton),,63-77,,
4:07.0,E. Payton misses free throw 1 of 2,,63-77,,
4:07.0,Offensive rebound by Team,,63-77,,
4:07.0,A. Gordon enters the game for N. Vucevic,,63-77,,
4:07.0,E. Payton makes free throw 2 of 2,1,64-77,,
3:50.0,,,64-77,,Turnover by R. Stuckey (bad pass; steal by V. Oladipo)
3:48.0,,,64-77,,I. Mahinmi enters the game for R. Hibbert
3:37.0,C. Frye misses 2-pt shot at rim,,64-77,,
3:36.0,Offensive rebound by T. Harris,,64-77,,
3:34.0,T. Harris misses 2-pt shot from 6 ft (block by I. Mahinmi),,64-77,,
3:32.0,,,64-77,,Defensive rebound by R. Stuckey
3:27.0,,,64-79,2,R. Stuckey makes 2-pt shot at rim
3:02.0,E. Payton makes 2-pt shot from 6 ft,2,66-79,,
2:42.0,,,66-82,3,R. Stuckey makes 3-pt shot from 26 ft
2:23.0,E. Payton makes 2-pt shot from 4 ft,2,68-82,,
2:12.0,,,68-82,,G. Hill misses 3-pt shot from 27 ft
2:10.0,,,68-82,,Offensive rebound by I. Mahinmi
2:05.0,,,68-84,2,G. Hill makes 2-pt shot from 8 ft (assist by R. Stuckey)
2:03.0,Orlando full timeout,,68-84,,
2:03.0,L. Ridnour enters the game for E. Payton,,68-84,,
2:03.0,,,68-84,,C. Watson enters the game for G. Hill
2:03.0,,,68-84,,L. Scola enters the game for D. West
2:03.0,,,68-84,,S. Hill enters the game for D. Rudez
1:49.0,T. Harris misses 2-pt shot from 14 ft,,68-84,,
1:48.0,Offensive rebound by A. Gordon,,68-84,,
1:48.0,A. Gordon misses 2-pt shot at rim,,68-84,,
1:47.0,Offensive rebound by A. Gordon,,68-84,,
1:47.0,A. Gordon misses 2-pt shot at rim,,68-84,,
1:46.0,,,68-84,,Defensive rebound by L. Scola
1:30.0,,,68-84,,Turnover by L. Scola (bad pass)
1:23.0,Shooting foul by R. Stuckey (drawn by V. Oladipo),,68-84,,
1:23.0,V. Oladipo makes free throw 1 of 2,1,69-84,,
1:23.0,V. Oladipo makes free throw 2 of 2,1,70-84,,
1:00.0,,,70-84,,S. Hill misses 2-pt shot from 4 ft
0:59.0,,,70-84,,Offensive rebound by Team
0:59.0,,,70-84,,Turnover by Team (shot clock)
0:52.0,V. Oladipo misses 2-pt shot from 4 ft,,70-84,,
0:50.0,,,70-84,,Defensive rebound by L. Scola
0:39.0,,,70-86,2,R. Stuckey makes 2-pt shot at rim (assist by S. Hill)
0:25.0,C. Frye misses 3-pt shot from 26 ft,,70-86,,
0:24.0,,,70-86,,Defensive rebound by S. Hill
0:03.0,,,70-86,,R. Stuckey misses 2-pt shot from 19 ft
0:02.0,Defensive rebound by T. Harris,,70-86,,
0:00.0,T. Harris misses 3-pt shot from 65 ft,,70-86,,
0:00.0,Offensive rebound by Team,,70-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,70-86,,Turnover by C. Watson (bad pass)
11:25.0,T. Harris misses 2-pt shot from 1 ft,,70-86,,
11:24.0,,,70-86,,Defensive rebound by L. Scola
11:16.0,Personal foul by L. Ridnour (drawn by L. Scola),,70-86,,
11:16.0,Technical foul by T. Harris,,70-86,,
11:16.0,,,70-87,1,C. Watson makes technical free throw
11:09.0,,,70-89,2,R. Stuckey makes 2-pt shot at rim (assist by I. Mahinmi)
10:55.0,L. Ridnour misses 2-pt shot from 8 ft,,70-89,,
10:53.0,Offensive rebound by L. Ridnour,,70-89,,
10:50.0,V. Oladipo makes 3-pt shot from 23 ft (assist by L. Ridnour),3,73-89,,
10:31.0,,,73-91,2,L. Scola makes 2-pt shot from 19 ft (assist by R. Stuckey)
10:18.0,T. Harris misses 3-pt shot from 24 ft,,73-91,,
10:17.0,Offensive rebound by L. Ridnour,,73-91,,
10:14.0,Turnover by L. Ridnour (lost ball; steal by R. Stuckey),,73-91,,
9:52.0,,,73-93,2,S. Hill makes 2-pt shot at rim (assist by R. Stuckey)
9:52.0,Orlando full timeout,,73-93,,
9:52.0,D. Dedmon enters the game for T. Harris,,73-93,,
9:52.0,E. Payton enters the game for V. Oladipo,,73-93,,
9:52.0,M. Harkless enters the game for A. Gordon,,73-93,,
9:37.0,Shooting foul by R. Stuckey (drawn by E. Payton),,73-93,,
9:37.0,E. Payton makes free throw 1 of 2,1,74-93,,
9:37.0,E. Payton misses free throw 2 of 2,,74-93,,
9:37.0,,,74-93,,Defensive rebound by L. Scola
9:23.0,,,74-95,2,S. Hill makes 2-pt shot at rim (assist by I. Mahinmi)
9:05.0,E. Payton makes 2-pt shot from 5 ft,2,76-95,,
8:46.0,Personal foul by E. Payton (drawn by R. Stuckey),,76-95,,
8:46.0,A. Nicholson enters the game for C. Frye,,76-95,,
8:41.0,,,76-95,,R. Stuckey misses 2-pt shot from 14 ft
8:40.0,Defensive rebound by D. Dedmon,,76-95,,
8:35.0,L. Ridnour misses 3-pt shot from 26 ft,,76-95,,
8:34.0,,,76-95,,Defensive rebound by C. Watson
8:26.0,,,76-98,3,S. Hill makes 3-pt shot from 25 ft (assist by C. Watson)
8:04.0,L. Ridnour misses 3-pt shot from 26 ft,,76-98,,
8:02.0,,,76-98,,Defensive rebound by L. Scola
7:48.0,,,76-100,2,L. Scola makes 2-pt shot from 16 ft (assist by S. Hill)
7:22.0,L. Ridnour misses 2-pt shot from 20 ft,,76-100,,
7:20.0,Offensive rebound by M. Harkless,,76-100,,
7:20.0,M. Harkless misses 2-pt shot at rim,,76-100,,
7:19.0,Offensive rebound by M. Harkless,,76-100,,
7:19.0,M. Harkless makes 2-pt shot at rim,2,78-100,,
7:03.0,,,78-100,,R. Stuckey misses 2-pt shot from 13 ft (block by E. Payton)
7:02.0,,,78-100,,Offensive rebound by R. Stuckey
6:53.0,,,78-100,,S. Hill misses 2-pt shot from 21 ft
6:52.0,,,78-100,,Offensive rebound by I. Mahinmi
6:52.0,,,78-102,2,I. Mahinmi makes 2-pt shot from 1 ft
6:43.0,Offensive charge foul by E. Payton,,78-102,,
6:43.0,Turnover by E. Payton (offensive foul),,78-102,,
6:43.0,K. O'Quinn enters the game for D. Dedmon,,78-102,,
6:28.0,,,78-102,,S. Hill misses 2-pt shot from 10 ft
6:28.0,,,78-102,,Offensive rebound by L. Scola
6:28.0,,,78-104,2,L. Scola makes 2-pt shot at rim
6:28.0,,,78-104,,Shooting foul by E. Payton (drawn by L. Scola)
6:28.0,B. Gordon enters the game for E. Payton,,78-104,,
6:28.0,,,78-105,1,L. Scola makes free throw 1 of 1
6:14.0,Turnover by K. O'Quinn (bad pass; steal by C. Watson),,78-105,,
5:56.0,,,78-107,2,I. Mahinmi makes 2-pt shot from 19 ft (assist by R. Stuckey)
5:33.0,A. Nicholson misses 2-pt shot from 5 ft,,78-107,,
5:32.0,,,78-107,,Defensive rebound by I. Mahinmi
5:24.0,,,78-107,,C. Watson misses 3-pt shot from 27 ft
5:22.0,,,78-107,,Offensive rebound by L. Scola
5:18.0,,,78-107,,R. Stuckey misses 3-pt shot from 26 ft
5:17.0,Defensive rebound by K. O'Quinn,,78-107,,
5:17.0,Orlando full timeout,,78-107,,
5:17.0,Official timeout,,78-107,,
5:17.0,,,78-107,,L. Allen enters the game for S. Hill
5:17.0,,,78-107,,C. Copeland enters the game for I. Mahinmi
5:17.0,,,78-107,,D. Sloan enters the game for C. Watson
5:17.0,,,78-107,,S. Whittington enters the game for L. Scola
5:15.0,,,78-107,,Personal take foul by D. Sloan (drawn by L. Ridnour)
5:15.0,,,78-107,,D. Rudez enters the game for R. Stuckey
5:03.0,K. O'Quinn makes 2-pt shot from 4 ft (assist by M. Harkless),2,80-107,,
4:40.0,,,80-107,,C. Copeland misses 3-pt shot from 27 ft
4:39.0,Defensive rebound by B. Gordon,,80-107,,
4:28.0,M. Harkless misses 3-pt shot from 26 ft,,80-107,,
4:27.0,,,80-107,,Defensive rebound by D. Sloan
4:18.0,,,80-109,2,S. Whittington makes 2-pt shot from 20 ft (assist by D. Sloan)
3:59.0,K. O'Quinn makes 2-pt shot from 19 ft (assist by M. Harkless),2,82-109,,
3:34.0,,,82-111,2,D. Rudez makes 2-pt shot from 12 ft (assist by C. Copeland)
3:21.0,K. O'Quinn misses 2-pt shot from 18 ft,,82-111,,
3:20.0,,,82-111,,Defensive rebound by S. Whittington
3:10.0,,,82-111,,L. Allen misses 2-pt shot from 17 ft
3:09.0,Defensive rebound by B. Gordon,,82-111,,
2:59.0,B. Gordon misses 3-pt shot from 27 ft,,82-111,,
2:57.0,,,82-111,,Defensive rebound by L. Allen
2:47.0,,,82-111,,S. Whittington misses 2-pt shot from 16 ft
2:46.0,,,82-111,,Offensive rebound by L. Allen
2:44.0,,,82-111,,Turnover by L. Allen (bad pass; steal by A. Nicholson)
2:27.0,L. Ridnour misses 3-pt shot from 23 ft,,82-111,,
2:26.0,,,82-111,,Defensive rebound by S. Whittington
2:07.0,,,82-111,,S. Whittington misses 2-pt shot from 3 ft (block by A. Nicholson)
