time,LA Clippers,pts.away,score,pts.home,Denver
0:50.0,L. Hudson misses 3-pt shot from 25 ft,,29-14,,
0:48.0,,,29-14,,Defensive rebound by W. Barton
0:41.0,,,29-14,,Shooting foul by G. Davis (drawn by J. Nurkic)
0:41.0,,,29-14,,J. Nurkic misses free throw 1 of 2
0:41.0,,,29-14,,Offensive rebound by Team
0:41.0,,,29-15,1,J. Nurkic makes free throw 2 of 2
0:28.0,S. Hawes misses 3-pt shot from 25 ft,,29-15,,
0:26.0,,,29-15,,Defensive rebound by J. Nurkic
0:10.0,,,29-15,,W. Barton misses 2-pt shot from 3 ft (block by H. Turkoglu)
0:09.0,,,29-15,,Offensive rebound by Team
0:03.0,,,29-15,,J. Hickson misses 2-pt shot from 5 ft (block by S. Hawes)
0:01.0,Defensive rebound by G. Davis,,29-15,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,29-15,,J. Lauvergne misses 2-pt shot from 20 ft
11:33.0,Defensive rebound by L. Hudson,,29-15,,
11:15.0,G. Davis makes 2-pt shot from 1 ft,2,31-15,,
11:15.0,Shooting foul by J. Nurkic (drawn by G. Davis),,31-15,,
11:15.0,,,31-15,,K. Faried enters the game for J. Nurkic
11:15.0,G. Davis misses free throw 1 of 1,,31-15,,
11:13.0,,,31-15,,Defensive rebound by J. Lauvergne
11:01.0,,,31-15,,G. Harris misses 2-pt shot from 14 ft
10:59.0,Defensive rebound by S. Hawes,,31-15,,
10:39.0,A. Rivers misses 2-pt shot from 9 ft,,31-15,,
10:38.0,,,31-15,,Defensive rebound by K. Faried
10:33.0,,,31-15,,W. Barton misses 3-pt shot from 23 ft
10:32.0,,,31-15,,Offensive rebound by Team
10:32.0,,,31-15,,J. Nelson enters the game for J. Lauvergne
10:32.0,B. Griffin enters the game for G. Davis,,31-15,,
10:22.0,,,31-15,,W. Barton misses 3-pt shot from 24 ft
10:20.0,,,31-15,,Offensive rebound by J. Nelson
10:18.0,,,31-15,,Turnover by J. Nelson (bad pass; steal by L. Hudson)
10:08.0,S. Hawes misses 2-pt shot from 13 ft,,31-15,,
10:08.0,Offensive rebound by Team,,31-15,,
10:08.0,,,31-15,,Loose ball foul by W. Barton (drawn by H. Turkoglu)
10:00.0,S. Hawes misses 3-pt shot from 26 ft,,31-15,,
9:57.0,Offensive rebound by B. Griffin,,31-15,,
9:57.0,B. Griffin makes 2-pt shot at rim,2,33-15,,
9:42.0,,,33-15,,Shooting foul by S. Hawes (drawn by W. Barton)
9:42.0,,,33-16,1,W. Barton makes free throw 1 of 2
9:42.0,,,33-16,,W. Chandler enters the game for G. Harris
9:42.0,,,33-16,,W. Barton misses free throw 2 of 2
9:41.0,Defensive rebound by L. Hudson,,33-16,,
9:28.0,,,33-16,,Personal foul by W. Chandler (drawn by S. Hawes)
9:28.0,,,33-16,,J. Lauvergne enters the game for W. Barton
9:13.0,S. Hawes makes 2-pt shot from 2 ft,2,35-16,,
9:03.0,Personal foul by L. Hudson (drawn by R. Foye),,35-16,,
9:03.0,J. Redick enters the game for L. Hudson,,35-16,,
8:52.0,,,35-16,,Turnover by J. Nelson (bad pass; steal by A. Rivers)
8:41.0,H. Turkoglu misses 3-pt shot from 24 ft,,35-16,,
8:39.0,,,35-16,,Defensive rebound by R. Foye
8:26.0,,,35-18,2,J. Lauvergne makes 2-pt shot from 1 ft
8:04.0,B. Griffin makes 2-pt shot from 15 ft,2,37-18,,
7:40.0,,,37-20,2,J. Nelson makes 2-pt shot from 1 ft
7:40.0,,,37-20,,Technical foul by Team
7:40.0,Official timeout,,37-20,,
7:40.0,D. Jordan enters the game for A. Rivers,,37-20,,
7:40.0,C. Paul enters the game for S. Hawes,,37-20,,
7:40.0,M. Barnes enters the game for H. Turkoglu,,37-20,,
7:40.0,J. Redick makes technical free throw,1,38-20,,
7:29.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin),3,41-20,,
7:14.0,,,41-20,,K. Faried misses 2-pt shot from 2 ft
7:13.0,Defensive rebound by Team,,41-20,,
7:11.0,Shooting foul by J. Nelson (drawn by J. Redick),,41-20,,
7:11.0,J. Redick makes free throw 1 of 2,1,42-20,,
7:11.0,J. Redick makes free throw 2 of 2,1,43-20,,
7:04.0,Violation by D. Jordan (kicked ball),,43-20,,
6:54.0,,,43-20,,J. Nelson misses 3-pt shot from 25 ft
6:51.0,,,43-20,,Offensive rebound by W. Chandler
6:47.0,,,43-20,,W. Chandler misses 2-pt shot from 16 ft
6:46.0,Defensive rebound by D. Jordan,,43-20,,
6:34.0,M. Barnes misses 3-pt shot from 25 ft,,43-20,,
6:33.0,Offensive rebound by Team,,43-20,,
6:33.0,,,43-20,,Loose ball foul by J. Lauvergne (drawn by D. Jordan)
6:33.0,D. Jordan misses free throw 1 of 2,,43-20,,
6:33.0,Offensive rebound by Team,,43-20,,
6:33.0,,,43-20,,E. Green enters the game for J. Nelson
6:33.0,D. Jordan makes free throw 2 of 2,1,44-20,,
6:21.0,Personal foul by B. Griffin (drawn by K. Faried),,44-20,,
6:17.0,,,44-20,,R. Foye misses 2-pt shot from 1 ft
6:16.0,,,44-20,,Offensive rebound by K. Faried
6:15.0,Personal foul by J. Redick (drawn by K. Faried),,44-20,,
6:02.0,,,44-23,3,W. Chandler makes 3-pt shot from 25 ft (assist by E. Green)
5:47.0,Shooting foul by R. Foye (drawn by J. Redick),,44-23,,
5:47.0,,,44-23,,Denver full timeout
5:47.0,,,44-23,,J. Hickson enters the game for J. Lauvergne
5:47.0,J. Redick makes free throw 1 of 2,1,45-23,,
5:47.0,J. Redick misses free throw 2 of 2,,45-23,,
5:46.0,,,45-23,,Defensive rebound by K. Faried
5:29.0,,,45-23,,W. Chandler misses 3-pt shot from 25 ft
5:27.0,Defensive rebound by B. Griffin,,45-23,,
5:21.0,M. Barnes misses 3-pt shot from 23 ft,,45-23,,
5:20.0,,,45-23,,Defensive rebound by Team
5:01.0,,,45-23,,E. Green misses 2-pt shot from 10 ft
4:59.0,Defensive rebound by D. Jordan,,45-23,,
4:37.0,J. Redick misses 3-pt shot from 25 ft,,45-23,,
4:36.0,Offensive rebound by Team,,45-23,,
4:36.0,Turnover by Team (shot clock),,45-23,,
4:21.0,,,45-23,,E. Green misses 2-pt shot from 10 ft
4:20.0,,,45-23,,Offensive rebound by J. Hickson
4:18.0,,,45-25,2,J. Hickson makes 2-pt shot from 2 ft
3:59.0,J. Redick misses 3-pt shot from 24 ft,,45-25,,
3:57.0,Offensive rebound by M. Barnes,,45-25,,
3:54.0,Turnover by B. Griffin (lost ball; steal by K. Faried),,45-25,,
3:49.0,,,45-27,2,R. Foye makes 2-pt shot at rim (assist by K. Faried)
3:33.0,Turnover by B. Griffin (bad pass; steal by R. Foye),,45-27,,
3:29.0,,,45-29,2,W. Chandler makes 2-pt shot at rim (assist by R. Foye)
3:13.0,B. Griffin makes 2-pt shot from 6 ft,2,47-29,,
3:13.0,Shooting foul by K. Faried (drawn by B. Griffin),,47-29,,
3:13.0,B. Griffin misses free throw 1 of 1,,47-29,,
3:10.0,Offensive rebound by D. Jordan,,47-29,,
3:10.0,D. Jordan misses 2-pt shot from 2 ft,,47-29,,
3:08.0,Offensive rebound by D. Jordan,,47-29,,
3:08.0,D. Jordan misses 2-pt shot from 1 ft,,47-29,,
3:06.0,Offensive rebound by D. Jordan,,47-29,,
3:03.0,D. Jordan misses 2-pt shot from 1 ft,,47-29,,
3:03.0,,,47-29,,Defensive rebound by J. Hickson
3:03.0,,,47-29,,Offensive foul by K. Faried
3:03.0,,,47-29,,Turnover by K. Faried (offensive foul)
3:03.0,,,47-29,,J. Nurkic enters the game for K. Faried
2:47.0,Shooting foul by R. Foye (drawn by C. Paul),,47-29,,
2:47.0,LA Clippers full timeout,,47-29,,
2:47.0,C. Paul misses free throw 1 of 2,,47-29,,
2:47.0,Offensive rebound by Team,,47-29,,
2:47.0,C. Paul makes free throw 2 of 2,1,48-29,,
2:29.0,,,48-31,2,J. Nurkic makes 2-pt shot at rim (assist by R. Foye)
2:15.0,Turnover by D. Jordan (bad pass),,48-31,,
2:01.0,,,48-34,3,E. Green makes 3-pt shot from 23 ft (assist by W. Chandler)
1:36.0,B. Griffin misses 2-pt shot from 20 ft,,48-34,,
1:36.0,,,48-34,,Defensive rebound by Team
1:36.0,Loose ball foul by D. Jordan (drawn by J. Nurkic),,48-34,,
1:36.0,,,48-35,1,J. Nurkic makes free throw 1 of 2
1:36.0,,,48-35,,J. Nurkic misses free throw 2 of 2
1:35.0,Defensive rebound by J. Redick,,48-35,,
1:27.0,C. Paul makes 2-pt shot from 16 ft (assist by J. Redick),2,50-35,,
1:00.0,,,50-37,2,W. Chandler makes 2-pt shot from 10 ft (assist by J. Nurkic)
0:59.0,,,50-37,,Personal foul by E. Green (drawn by C. Paul)
0:59.0,C. Paul makes free throw 1 of 2,1,51-37,,
0:59.0,C. Paul makes free throw 2 of 2,1,52-37,,
0:42.0,,,52-37,,R. Foye misses 2-pt shot from 20 ft
0:41.0,,,52-37,,Offensive rebound by J. Nurkic
0:40.0,,,52-37,,Shooting foul by B. Griffin (drawn by J. Nurkic)
0:40.0,,,52-38,1,J. Nurkic makes free throw 1 of 2
0:40.0,,,52-39,1,J. Nurkic makes free throw 2 of 2
0:34.0,J. Redick makes 3-pt shot from 26 ft (assist by C. Paul),3,55-39,,
0:19.0,,,55-39,,R. Foye misses 2-pt shot from 18 ft
0:17.0,,,55-39,,Offensive rebound by J. Hickson
0:04.0,,,55-39,,W. Chandler misses 2-pt shot from 2 ft
0:03.0,Defensive rebound by D. Jordan,,55-39,,
0:01.0,J. Redick misses 2-pt shot from 3 ft,,55-39,,
0:00.0,Offensive rebound by Team,,55-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,55-39,,Shooting foul by M. Barnes (drawn by W. Chandler)
11:47.0,,,55-40,1,W. Chandler makes free throw 1 of 2
11:47.0,,,55-41,1,W. Chandler makes free throw 2 of 2
11:32.0,J. Redick misses 3-pt shot from 23 ft,,55-41,,
11:31.0,,,55-41,,Defensive rebound by K. Faried
11:11.0,,,55-41,,Shooting foul by B. Griffin (drawn by W. Chandler)
11:11.0,,,55-42,1,W. Chandler makes free throw 1 of 2
11:11.0,,,55-42,,W. Chandler misses free throw 2 of 2
11:09.0,Defensive rebound by D. Jordan,,55-42,,
10:54.0,B. Griffin misses 2-pt shot from 18 ft,,55-42,,
10:53.0,,,55-42,,Defensive rebound by J. Hickson
10:49.0,,,55-44,2,K. Faried makes 2-pt shot from 2 ft (assist by R. Foye)
10:49.0,,,55-44,,Shooting foul by B. Griffin (drawn by K. Faried)
10:49.0,G. Davis enters the game for B. Griffin,,55-44,,
10:49.0,,,55-44,,K. Faried misses free throw 1 of 1
10:47.0,Defensive rebound by D. Jordan,,55-44,,
10:36.0,J. Redick misses 2-pt shot from 20 ft,,55-44,,
10:35.0,Offensive rebound by Team,,55-44,,
10:35.0,,,55-44,,Loose ball foul by J. Hickson (drawn by D. Jordan)
10:23.0,G. Davis makes 2-pt shot from 13 ft (assist by J. Redick),2,57-44,,
10:10.0,,,57-44,,K. Faried misses 2-pt shot from 1 ft
10:09.0,,,57-44,,Offensive rebound by K. Faried
10:07.0,,,57-44,,K. Faried misses 2-pt shot at rim (block by G. Davis)
10:05.0,Defensive rebound by J. Redick,,57-44,,
9:55.0,C. Paul misses 2-pt shot from 1 ft,,57-44,,
9:53.0,Offensive rebound by D. Jordan,,57-44,,
9:53.0,D. Jordan makes 2-pt shot from 2 ft,2,59-44,,
9:34.0,,,59-44,,K. Faried misses 2-pt shot from 9 ft
9:32.0,Defensive rebound by D. Jordan,,59-44,,
9:22.0,G. Davis misses 2-pt shot from 18 ft,,59-44,,
9:21.0,,,59-44,,Defensive rebound by K. Faried
9:17.0,,,59-47,3,R. Foye makes 3-pt shot from 25 ft (assist by K. Faried)
9:05.0,,,59-47,,Personal foul by R. Foye (drawn by J. Redick)
8:50.0,J. Redick makes 2-pt shot from 1 ft (assist by C. Paul),2,61-47,,
8:37.0,,,61-49,2,E. Green makes 2-pt shot from 15 ft (assist by R. Foye)
8:19.0,C. Paul misses 2-pt shot from 11 ft,,61-49,,
8:18.0,,,61-49,,Defensive rebound by R. Foye
8:12.0,,,61-49,,Shooting foul by G. Davis (drawn by J. Hickson)
8:12.0,,,61-49,,J. Hickson misses free throw 1 of 2
8:12.0,,,61-49,,Offensive rebound by Team
8:12.0,,,61-50,1,J. Hickson makes free throw 2 of 2
7:58.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,63-50,,
7:47.0,,,63-50,,Turnover by R. Foye (bad pass; steal by C. Paul)
7:30.0,M. Barnes misses 3-pt shot from 22 ft,,63-50,,
7:29.0,,,63-50,,Defensive rebound by R. Foye
7:18.0,,,63-50,,Turnover by J. Hickson (bad pass; steal by M. Barnes)
7:05.0,C. Paul makes 2-pt shot from 12 ft,2,65-50,,
6:46.0,,,65-50,,W. Chandler misses 3-pt shot from 25 ft
6:45.0,Defensive rebound by D. Jordan,,65-50,,
6:45.0,LA Clippers full timeout,,65-50,,
6:45.0,,,65-50,,W. Barton enters the game for J. Hickson
6:45.0,,,65-50,,J. Nurkic enters the game for R. Foye
6:34.0,J. Redick misses 3-pt shot from 25 ft,,65-50,,
6:31.0,,,65-50,,Defensive rebound by Team
6:15.0,,,65-50,,E. Green misses 2-pt shot from 17 ft
6:13.0,Defensive rebound by D. Jordan,,65-50,,
6:04.0,J. Redick misses 3-pt shot from 25 ft,,65-50,,
6:02.0,,,65-50,,Defensive rebound by W. Chandler
5:46.0,,,65-50,,K. Faried misses 2-pt shot from 6 ft (block by D. Jordan)
5:44.0,Defensive rebound by C. Paul,,65-50,,
5:37.0,M. Barnes misses 3-pt shot from 24 ft,,65-50,,
5:36.0,Offensive rebound by D. Jordan,,65-50,,
5:34.0,M. Barnes makes 2-pt shot from 2 ft (assist by D. Jordan),2,67-50,,
5:34.0,,,67-50,,Denver full timeout
5:34.0,A. Rivers enters the game for J. Redick,,67-50,,
5:21.0,,,67-50,,Shooting foul by M. Barnes (drawn by W. Chandler)
5:21.0,,,67-51,1,W. Chandler makes free throw 1 of 2
5:21.0,,,67-52,1,W. Chandler makes free throw 2 of 2
5:12.0,C. Paul misses 2-pt shot from 2 ft,,67-52,,
5:11.0,Offensive rebound by D. Jordan,,67-52,,
5:10.0,Shooting foul by K. Faried (drawn by D. Jordan),,67-52,,
5:10.0,D. Jordan misses free throw 1 of 2,,67-52,,
5:10.0,Offensive rebound by Team,,67-52,,
5:10.0,D. Jordan makes free throw 2 of 2,1,68-52,,
4:54.0,,,68-52,,W. Chandler misses 2-pt shot from 17 ft
4:53.0,Defensive rebound by Team,,68-52,,
4:53.0,,,68-52,,G. Harris enters the game for W. Chandler
4:41.0,Offensive foul by M. Barnes,,68-52,,
4:41.0,Turnover by M. Barnes (offensive foul),,68-52,,
4:27.0,,,68-54,2,K. Faried makes 2-pt shot from 1 ft (assist by G. Harris)
4:15.0,M. Barnes makes 2-pt shot from 18 ft (assist by C. Paul),2,70-54,,
4:07.0,,,70-56,2,W. Barton makes 2-pt shot from 5 ft (assist by E. Green)
3:53.0,G. Davis misses 2-pt shot from 13 ft,,70-56,,
3:49.0,,,70-56,,Defensive rebound by W. Barton
3:36.0,,,70-58,2,E. Green makes 2-pt shot from 7 ft (assist by W. Barton)
3:13.0,C. Paul makes 3-pt shot from 28 ft (assist by G. Davis),3,73-58,,
2:57.0,,,73-58,,W. Barton misses 2-pt shot from 10 ft
2:56.0,Defensive rebound by G. Davis,,73-58,,
2:54.0,LA Clippers full timeout,,73-58,,
2:54.0,H. Turkoglu enters the game for M. Barnes,,73-58,,
2:54.0,,,73-58,,J. Lauvergne enters the game for K. Faried
2:53.0,,,73-58,,Personal take foul by J. Lauvergne (drawn by D. Jordan)
2:53.0,,,73-58,,Personal foul by J. Lauvergne (drawn by D. Jordan)
2:53.0,D. Jordan misses free throw 1 of 2,,73-58,,
2:53.0,Offensive rebound by Team,,73-58,,
2:53.0,,,73-58,,K. Faried enters the game for J. Lauvergne
2:53.0,D. Jordan makes free throw 2 of 2,1,74-58,,
2:41.0,Shooting block foul by G. Davis (drawn by K. Faried),,74-58,,
2:41.0,,,74-59,1,K. Faried makes free throw 1 of 2
2:41.0,,,74-59,,I. Clark enters the game for J. Nurkic
2:41.0,,,74-60,1,K. Faried makes free throw 2 of 2
2:40.0,,,74-60,,Personal take foul by I. Clark (drawn by D. Jordan)
2:40.0,D. Jordan makes free throw 1 of 2,1,75-60,,
2:40.0,,,75-60,,W. Chandler enters the game for I. Clark
2:40.0,D. Jordan misses free throw 2 of 2,,75-60,,
2:38.0,,,75-60,,Defensive rebound by K. Faried
2:23.0,,,75-62,2,W. Barton makes 2-pt shot from 3 ft
2:19.0,,,75-62,,Personal take foul by G. Harris (drawn by D. Jordan)
2:19.0,D. Jordan makes free throw 1 of 2,1,76-62,,
2:19.0,D. Jordan makes free throw 2 of 2,1,77-62,,
2:05.0,,,77-64,2,K. Faried makes 2-pt shot from 1 ft
2:01.0,,,77-64,,Personal take foul by G. Harris (drawn by D. Jordan)
2:01.0,D. Jordan makes free throw 1 of 2,1,78-64,,
2:01.0,J. Redick enters the game for G. Davis,,78-64,,
2:01.0,D. Jordan misses free throw 2 of 2,,78-64,,
1:59.0,,,78-64,,Defensive rebound by K. Faried
1:41.0,,,78-64,,Shooting foul by C. Paul (drawn by W. Chandler)
1:41.0,,,78-65,1,W. Chandler makes free throw 1 of 2
1:41.0,B. Griffin enters the game for D. Jordan,,78-65,,
1:41.0,,,78-65,,W. Chandler misses free throw 2 of 2
1:39.0,Defensive rebound by B. Griffin,,78-65,,
1:29.0,Turnover by J. Redick (bad pass; steal by E. Green),,78-65,,
1:27.0,,,78-65,,Shooting foul by C. Paul (drawn by E. Green)
1:27.0,,,78-65,,E. Green misses free throw 1 of 2
1:27.0,,,78-65,,Offensive rebound by Team
1:27.0,,,78-66,1,E. Green makes free throw 2 of 2
1:12.0,,,78-66,,Personal foul by E. Green (drawn by C. Paul)
1:12.0,C. Paul makes free throw 1 of 2,1,79-66,,
1:12.0,C. Paul makes free throw 2 of 2,1,80-66,,
0:56.0,,,80-68,2,W. Chandler makes 2-pt shot from 2 ft (assist by K. Faried)
0:43.0,B. Griffin makes 2-pt shot from 16 ft (assist by C. Paul),2,82-68,,
0:29.0,,,82-70,2,W. Barton makes 2-pt shot from 3 ft
0:05.0,Turnover by Team (shot clock),,82-70,,
0:05.0,L. Hudson enters the game for C. Paul,,82-70,,
0:05.0,,,82-70,,R. Foye enters the game for K. Faried
0:05.0,D. Jones enters the game for B. Griffin,,82-70,,
0:01.0,,,82-70,,R. Foye misses 3-pt shot from 25 ft
0:00.0,,,82-70,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,Technical foul by Team,,82-70,,
12:00.0,,,82-71,1,R. Foye makes technical free throw
11:47.0,Shooting foul by J. Nurkic (drawn by A. Rivers),,82-71,,
11:47.0,A. Rivers makes free throw 1 of 2,1,83-71,,
11:47.0,A. Rivers makes free throw 2 of 2,1,84-71,,
11:39.0,,,84-71,,Turnover by J. Nurkic (offensive foul)
11:39.0,B. Griffin misses flagrant free throw 1 of 2,,84-71,,
11:39.0,Offensive rebound by Team,,84-71,,
11:39.0,,,84-71,,Technical foul by Team
11:39.0,J. Redick makes technical free throw,1,85-71,,
11:39.0,B. Griffin misses flagrant free throw 2 of 2,,85-71,,
11:39.0,Offensive rebound by Team,,85-71,,
11:29.0,Turnover by A. Rivers (lost ball; steal by G. Harris),,85-71,,
11:25.0,,,85-73,2,G. Harris makes 2-pt shot at rim
11:01.0,H. Turkoglu makes 3-pt shot from 23 ft (assist by B. Griffin),3,88-73,,
10:52.0,Personal foul by B. Griffin (drawn by J. Nurkic),,88-73,,
10:52.0,D. Jordan enters the game for B. Griffin,,88-73,,
10:41.0,,,88-73,,W. Chandler misses 3-pt shot from 26 ft
10:40.0,,,88-73,,Offensive rebound by J. Nurkic
10:37.0,,,88-75,2,J. Nurkic makes 2-pt shot from 2 ft
10:10.0,H. Turkoglu makes 3-pt shot from 23 ft (assist by A. Rivers),3,91-75,,
9:57.0,,,91-78,3,R. Foye makes 3-pt shot from 25 ft (assist by W. Chandler)
9:38.0,L. Hudson misses 2-pt shot at rim,,91-78,,
9:37.0,Offensive rebound by D. Jordan,,91-78,,
9:37.0,D. Jordan makes 2-pt shot from 1 ft,2,93-78,,
