time,Cleveland,pts.away,score,pts.home,Atlanta
3:41.0,T. Mozgov misses 2-pt shot from 18 ft,,13-12,,
3:39.0,,,13-12,,Defensive rebound by J. Teague
3:32.0,,,13-15,3,J. Teague makes 3-pt shot from 25 ft
3:12.0,M. Dellavedova misses 2-pt shot from 23 ft,,13-15,,
3:10.0,Offensive rebound by T. Thompson,,13-15,,
3:10.0,T. Thompson makes 2-pt shot from 2 ft,2,15-15,,
3:10.0,Shooting foul by K. Korver (drawn by T. Thompson),,15-15,,
3:10.0,J. Jones enters the game for T. Mozgov,,15-15,,
3:10.0,,,15-15,,K. Bazemore enters the game for D. Carroll
3:10.0,,,15-15,,D. Schroder enters the game for J. Teague
3:10.0,T. Thompson misses free throw 1 of 1,,15-15,,
3:09.0,,,15-15,,Defensive rebound by K. Bazemore
2:55.0,Personal foul by J. Smith (drawn by P. Millsap),,15-15,,
2:55.0,Cleveland full timeout,,15-15,,
2:46.0,,,15-15,,Shooting foul by M. Dellavedova (drawn by K. Korver)
2:46.0,,,15-16,1,K. Korver makes free throw 1 of 2
2:46.0,,,15-17,1,K. Korver makes free throw 2 of 2
2:26.0,J. Smith makes 2-pt shot from 2 ft,2,17-17,,
2:17.0,Personal foul by M. Dellavedova (drawn by P. Millsap),,17-17,,
2:17.0,I. Shumpert enters the game for M. Dellavedova,,17-17,,
2:04.0,,,17-17,,P. Millsap misses 2-pt shot from 2 ft (block by T. Thompson)
2:00.0,Defensive rebound by T. Thompson,,17-17,,
1:57.0,L. James makes flagrant free throw 1 of 2,1,18-17,,
1:57.0,L. James makes flagrant free throw 2 of 2,1,19-17,,
1:57.0,,,19-17,,M. Scott enters the game for P. Antic
1:57.0,,,19-17,,A. Horford enters the game for P. Millsap
1:36.0,L. James makes 2-pt shot from 2 ft,2,21-17,,
1:19.0,,,21-17,,K. Korver misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by J. Jones,,21-17,,
1:01.0,J. Smith makes 3-pt shot from 25 ft,3,24-17,,
0:48.0,,,24-19,2,D. Schroder makes 2-pt shot from 1 ft
0:33.0,J. Smith misses 2-pt shot from 22 ft,,24-19,,
0:30.0,Offensive rebound by T. Thompson,,24-19,,
0:28.0,,,24-19,,Personal foul by K. Bazemore (drawn by L. James)
0:28.0,L. James makes free throw 1 of 2,1,25-19,,
0:28.0,S. Marion enters the game for I. Shumpert,,25-19,,
0:28.0,,,25-19,,D. Carroll enters the game for K. Bazemore
0:28.0,L. James makes free throw 2 of 2,1,26-19,,
0:05.0,,,26-21,2,D. Schroder makes 2-pt shot from 1 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,J. Jones makes 3-pt shot from 25 ft (assist by S. Marion),3,29-21,,
11:26.0,,,29-21,,D. Schroder misses 2-pt shot from 18 ft
11:23.0,,,29-21,,Offensive rebound by M. Scott
11:15.0,,,29-23,2,K. Bazemore makes 2-pt shot from 1 ft (assist by D. Schroder)
10:56.0,S. Marion misses 2-pt shot from 1 ft (block by A. Horford),,29-23,,
10:53.0,Offensive rebound by S. Marion,,29-23,,
10:53.0,S. Marion makes 2-pt shot from 1 ft,2,31-23,,
10:41.0,,,31-23,,Turnover by D. Schroder (bad pass)
10:41.0,,,31-23,,P. Millsap enters the game for M. Scott
10:41.0,T. Mozgov enters the game for T. Thompson,,31-23,,
10:25.0,M. Dellavedova makes 2-pt shot from 6 ft,2,33-23,,
10:05.0,,,33-25,2,K. Bazemore makes 2-pt shot from 6 ft (assist by A. Horford)
9:49.0,Shooting foul by A. Horford (drawn by J. Smith),,33-25,,
9:49.0,J. Smith makes free throw 1 of 2,1,34-25,,
9:49.0,,,34-25,,M. Scott enters the game for A. Horford
9:49.0,,,34-25,,D. Carroll enters the game for D. Schroder
9:49.0,J. Smith makes free throw 2 of 2,1,35-25,,
9:32.0,,,35-25,,Turnover by K. Bazemore (step out of bounds)
9:32.0,,,35-25,,A. Horford enters the game for M. Scott
9:22.0,Turnover by M. Dellavedova (bad pass; steal by K. Bazemore),,35-25,,
9:14.0,,,35-27,2,K. Bazemore makes 2-pt shot from 1 ft
9:04.0,,,35-27,,K. Korver enters the game for K. Bazemore
9:04.0,L. James enters the game for S. Marion,,35-27,,
8:52.0,L. James misses 2-pt shot from 7 ft,,35-27,,
8:51.0,,,35-27,,Defensive rebound by A. Horford
8:42.0,,,35-27,,Shooting foul by T. Mozgov (drawn by D. Carroll)
8:42.0,Official timeout,,35-27,,
8:42.0,T. Thompson enters the game for J. Jones,,35-27,,
8:42.0,,,35-28,1,D. Carroll makes free throw 1 of 2
8:42.0,,,35-29,1,D. Carroll makes free throw 2 of 2
8:25.0,Turnover by M. Dellavedova (bad pass),,35-29,,
8:02.0,,,35-31,2,A. Horford makes 2-pt shot from 14 ft
7:43.0,M. Dellavedova misses 2-pt shot from 13 ft (block by J. Teague),,35-31,,
7:41.0,Offensive rebound by M. Dellavedova,,35-31,,
7:39.0,T. Thompson misses 2-pt shot from 1 ft,,35-31,,
7:37.0,,,35-31,,Defensive rebound by J. Teague
7:26.0,,,35-33,2,P. Millsap makes 2-pt shot from 1 ft (assist by J. Teague)
7:09.0,Turnover by T. Mozgov (traveling),,35-33,,
6:55.0,,,35-33,,J. Teague misses 2-pt shot from 17 ft
6:53.0,Defensive rebound by M. Dellavedova,,35-33,,
6:48.0,Shooting foul by D. Carroll (drawn by M. Dellavedova),,35-33,,
6:48.0,M. Dellavedova misses free throw 1 of 2,,35-33,,
6:48.0,Offensive rebound by Team,,35-33,,
6:48.0,,,35-33,,M. Scott enters the game for A. Horford
6:48.0,I. Shumpert enters the game for T. Mozgov,,35-33,,
6:48.0,M. Dellavedova makes free throw 2 of 2,1,36-33,,
6:37.0,,,36-33,,J. Teague misses 3-pt shot from 25 ft
6:35.0,Defensive rebound by T. Thompson,,36-33,,
6:26.0,L. James makes 2-pt shot from 7 ft,2,38-33,,
6:15.0,,,38-33,,P. Millsap misses 2-pt shot from 10 ft
6:14.0,Defensive rebound by L. James,,38-33,,
5:53.0,L. James misses 2-pt shot from 6 ft,,38-33,,
5:52.0,,,38-33,,Defensive rebound by P. Millsap
5:50.0,,,38-33,,Turnover by P. Millsap (bad pass; steal by M. Dellavedova)
5:47.0,Shooting foul by P. Millsap (drawn by T. Thompson),,38-33,,
5:47.0,,,38-33,,Atlanta full timeout
5:47.0,T. Thompson misses free throw 1 of 2,,38-33,,
5:47.0,Offensive rebound by Team,,38-33,,
5:47.0,T. Thompson misses free throw 2 of 2,,38-33,,
5:46.0,,,38-33,,Defensive rebound by M. Scott
5:37.0,Personal block foul by M. Dellavedova (drawn by J. Teague),,38-33,,
5:37.0,J. Jones enters the game for M. Dellavedova,,38-33,,
5:30.0,,,38-33,,Turnover by J. Teague (bad pass; steal by J. Smith)
5:25.0,L. James makes 2-pt shot from 2 ft (assist by J. Smith),2,40-33,,
5:06.0,,,40-36,3,J. Teague makes 3-pt shot from 25 ft (assist by P. Millsap)
4:55.0,J. Jones makes 3-pt shot from 22 ft (assist by L. James),3,43-36,,
4:47.0,,,43-38,2,J. Teague makes 2-pt shot at rim
4:36.0,Shooting foul by J. Teague (drawn by T. Thompson),,43-38,,
4:36.0,T. Thompson misses free throw 1 of 2,,43-38,,
4:36.0,Offensive rebound by Team,,43-38,,
4:36.0,,,43-38,,D. Schroder enters the game for J. Teague
4:36.0,,,43-38,,A. Horford enters the game for P. Millsap
4:36.0,T. Thompson misses free throw 2 of 2,,43-38,,
4:33.0,,,43-38,,Defensive rebound by A. Horford
4:18.0,,,43-38,,D. Schroder misses 3-pt shot from 23 ft
4:16.0,Defensive rebound by L. James,,43-38,,
4:10.0,J. Jones misses 3-pt shot from 25 ft,,43-38,,
4:08.0,,,43-38,,Defensive rebound by D. Schroder
3:53.0,,,43-38,,D. Carroll misses 2-pt shot from 3 ft (block by L. James)
3:53.0,,,43-38,,Offensive rebound by Team
3:50.0,,,43-40,2,D. Schroder makes 2-pt shot from 20 ft (assist by K. Korver)
3:25.0,J. Smith misses 2-pt shot from 11 ft,,43-40,,
3:24.0,,,43-40,,Defensive rebound by D. Schroder
3:11.0,Personal foul by J. Jones (drawn by A. Horford),,43-40,,
3:00.0,,,43-40,,D. Schroder misses 2-pt shot from 18 ft
2:58.0,Defensive rebound by L. James,,43-40,,
2:48.0,I. Shumpert makes 3-pt shot from 25 ft (assist by L. James),3,46-40,,
2:32.0,,,46-40,,K. Korver misses 3-pt shot from 26 ft
2:31.0,Defensive rebound by I. Shumpert,,46-40,,
2:08.0,I. Shumpert makes 2-pt shot from 23 ft,2,48-40,,
2:07.0,,,48-40,,Atlanta full timeout
2:07.0,Cleveland full timeout,,48-40,,
2:07.0,,,48-40,,J. Teague enters the game for D. Schroder
2:07.0,,,48-40,,P. Millsap enters the game for M. Scott
1:51.0,,,48-42,2,K. Korver makes 2-pt shot from 17 ft (assist by P. Millsap)
1:26.0,I. Shumpert misses 2-pt shot from 1 ft,,48-42,,
1:24.0,,,48-42,,Defensive rebound by P. Millsap
1:15.0,,,48-44,2,A. Horford makes 2-pt shot from 6 ft
0:54.0,I. Shumpert makes 3-pt shot from 25 ft (assist by L. James),3,51-44,,
0:40.0,,,51-46,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
0:40.0,,,51-46,,Shooting foul by J. Smith (drawn by A. Horford)
0:40.0,,,51-47,1,A. Horford makes free throw 1 of 1
0:20.0,J. Jones makes 3-pt shot from 23 ft (assist by L. James),3,54-47,,
0:04.0,,,54-49,2,J. Teague makes 2-pt shot from 2 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,M. Dellavedova misses 3-pt shot from 23 ft,,54-49,,
11:35.0,Offensive rebound by T. Mozgov,,54-49,,
11:29.0,,,54-49,,Violation by A. Horford (kicked ball)
11:18.0,Turnover by L. James (lost ball),,54-49,,
11:02.0,,,54-49,,A. Horford misses 2-pt shot from 19 ft
11:01.0,Defensive rebound by M. Dellavedova,,54-49,,
10:53.0,M. Dellavedova misses 2-pt shot from 6 ft (block by J. Teague),,54-49,,
10:51.0,,,54-49,,Defensive rebound by A. Horford
10:44.0,,,54-49,,J. Teague misses 2-pt shot from 14 ft
10:41.0,Defensive rebound by I. Shumpert,,54-49,,
10:34.0,L. James misses 3-pt shot from 25 ft,,54-49,,
10:31.0,,,54-49,,Defensive rebound by P. Millsap
10:22.0,,,54-49,,Shooting foul by T. Thompson (drawn by A. Horford)
10:22.0,,,54-49,,A. Horford misses free throw 1 of 2
10:22.0,,,54-49,,Offensive rebound by Team
10:22.0,,,54-50,1,A. Horford makes free throw 2 of 2
9:59.0,M. Dellavedova makes 3-pt shot from 23 ft (assist by L. James),3,57-50,,
9:44.0,,,57-52,2,J. Teague makes 2-pt shot from 4 ft
9:32.0,T. Mozgov makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,59-52,,
9:15.0,,,59-54,2,A. Horford makes 2-pt shot from 11 ft
9:01.0,I. Shumpert makes 3-pt shot from 25 ft (assist by L. James),3,62-54,,
8:44.0,,,62-54,,J. Teague misses 2-pt shot from 1 ft
8:42.0,Defensive rebound by T. Thompson,,62-54,,
8:36.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by L. James),3,65-54,,
8:35.0,,,65-54,,Atlanta full timeout
8:15.0,,,65-54,,P. Millsap misses 2-pt shot from 12 ft (block by T. Thompson)
8:13.0,Defensive rebound by I. Shumpert,,65-54,,
8:07.0,Turnover by M. Dellavedova (bad pass; steal by A. Horford),,65-54,,
7:59.0,,,65-54,,D. Carroll misses 3-pt shot from 25 ft
7:58.0,Defensive rebound by L. James,,65-54,,
7:45.0,L. James misses 2-pt shot from 9 ft,,65-54,,
7:43.0,,,65-54,,Defensive rebound by D. Carroll
7:27.0,,,65-54,,K. Korver misses 2-pt shot from 1 ft
7:26.0,Defensive rebound by T. Thompson,,65-54,,
7:25.0,Shooting foul by J. Teague (drawn by L. James),,65-54,,
7:25.0,L. James misses free throw 1 of 2,,65-54,,
7:25.0,Offensive rebound by Team,,65-54,,
7:25.0,L. James makes free throw 2 of 2,1,66-54,,
7:02.0,,,66-56,2,A. Horford makes 2-pt shot from 2 ft
6:47.0,Turnover by T. Mozgov (lost ball; steal by J. Teague),,66-56,,
6:42.0,,,66-56,,J. Teague misses 2-pt shot at rim
6:41.0,Defensive rebound by M. Dellavedova,,66-56,,
6:31.0,T. Mozgov makes 2-pt shot at rim (assist by L. James),2,68-56,,
6:05.0,,,68-56,,D. Carroll misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by T. Mozgov,,68-56,,
5:59.0,Shooting foul by K. Korver (drawn by T. Thompson),,68-56,,
5:59.0,T. Thompson makes free throw 1 of 2,1,69-56,,
5:59.0,,,69-56,,M. Scott enters the game for P. Millsap
5:59.0,T. Thompson makes free throw 2 of 2,1,70-56,,
5:44.0,,,70-56,,J. Teague misses 3-pt shot from 25 ft
5:43.0,Defensive rebound by T. Thompson,,70-56,,
5:35.0,I. Shumpert makes 3-pt shot from 24 ft (assist by L. James),3,73-56,,
5:16.0,,,73-56,,M. Scott misses 3-pt shot from 25 ft
5:15.0,Defensive rebound by T. Mozgov,,73-56,,
4:58.0,L. James misses 2-pt shot from 20 ft,,73-56,,
4:55.0,,,73-56,,Defensive rebound by D. Carroll
4:40.0,,,73-56,,J. Teague misses 2-pt shot from 6 ft
4:37.0,Defensive rebound by T. Mozgov,,73-56,,
4:28.0,L. James makes 2-pt shot from 5 ft,2,75-56,,
4:27.0,,,75-56,,Atlanta full timeout
4:27.0,Cleveland full timeout,,75-56,,
4:27.0,,,75-56,,P. Millsap enters the game for D. Carroll
4:27.0,,,75-56,,D. Schroder enters the game for A. Horford
4:27.0,,,75-56,,K. Bazemore enters the game for J. Teague
4:27.0,J. Jones enters the game for T. Mozgov,,75-56,,
4:18.0,,,75-56,,D. Schroder misses 2-pt shot from 4 ft
4:16.0,,,75-56,,Offensive rebound by M. Scott
4:16.0,,,75-58,2,M. Scott makes 2-pt shot at rim
3:53.0,T. Thompson misses 2-pt shot from 8 ft,,75-58,,
3:51.0,Offensive rebound by T. Thompson,,75-58,,
3:36.0,L. James makes 2-pt shot from 2 ft,2,77-58,,
3:36.0,Shooting foul by M. Scott (drawn by L. James),,77-58,,
3:36.0,L. James makes free throw 1 of 1,1,78-58,,
3:29.0,,,78-58,,Turnover by K. Bazemore (back court)
3:13.0,M. Dellavedova misses 3-pt shot from 25 ft,,78-58,,
3:10.0,Offensive rebound by L. James,,78-58,,
2:53.0,I. Shumpert misses 3-pt shot from 24 ft,,78-58,,
2:52.0,,,78-58,,Defensive rebound by D. Schroder
2:44.0,,,78-61,3,D. Schroder makes 3-pt shot from 25 ft
2:21.0,Turnover by L. James (lost ball; steal by P. Millsap),,78-61,,
2:15.0,,,78-61,,Shooting foul by T. Thompson (drawn by K. Bazemore)
2:15.0,,,78-61,,K. Bazemore misses free throw 1 of 2
2:15.0,,,78-61,,Offensive rebound by Team
2:15.0,J. Smith enters the game for I. Shumpert,,78-61,,
2:15.0,,,78-62,1,K. Bazemore makes free throw 2 of 2
1:57.0,L. James makes 3-pt shot from 25 ft,3,81-62,,
1:40.0,,,81-64,2,D. Schroder makes 2-pt shot from 3 ft
1:18.0,J. Jones misses 3-pt shot from 26 ft,,81-64,,
1:17.0,,,81-64,,Defensive rebound by P. Millsap
1:07.0,,,81-66,2,D. Schroder makes 2-pt shot from 2 ft
1:01.0,,,81-66,,Personal take foul by K. Bazemore (drawn by L. James)
1:01.0,,,81-66,,A. Horford enters the game for K. Korver
1:01.0,,,81-66,,S. Mack enters the game for M. Scott
0:45.0,L. James misses 3-pt shot from 26 ft,,81-66,,
0:44.0,Offensive rebound by T. Thompson,,81-66,,
0:42.0,Shooting foul by P. Millsap (drawn by T. Thompson),,81-66,,
0:42.0,T. Thompson makes free throw 1 of 2,1,82-66,,
0:42.0,,,82-66,,M. Scott enters the game for P. Millsap
0:42.0,I. Shumpert enters the game for M. Dellavedova,,82-66,,
0:42.0,T. Thompson misses free throw 2 of 2,,82-66,,
0:41.0,,,82-66,,Defensive rebound by S. Mack
0:33.0,,,82-66,,D. Schroder misses 3-pt shot from 27 ft (block by J. Jones)
0:30.0,Defensive rebound by L. James,,82-66,,
0:10.0,L. James makes 2-pt shot from 3 ft,2,84-66,,
0:02.0,,,84-66,,K. Bazemore misses 3-pt shot from 24 ft
0:01.0,,,84-66,,Offensive rebound by A. Horford
0:01.0,,,84-66,,A. Horford misses 2-pt shot from 9 ft
0:00.0,,,84-66,,Offensive rebound by S. Mack
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,84-66,,Atlanta full timeout
11:43.0,,,84-66,,P. Antic enters the game for A. Horford
11:36.0,,,84-66,,P. Antic misses 3-pt shot from 24 ft
11:35.0,Defensive rebound by J. Jones,,84-66,,
11:16.0,M. Dellavedova misses 3-pt shot from 25 ft,,84-66,,
11:14.0,,,84-66,,Defensive rebound by Team
10:55.0,Violation by T. Thompson (def goaltending),,84-66,,
10:55.0,,,84-68,2,D. Carroll makes 2-pt shot from 5 ft
10:43.0,T. Thompson misses 2-pt shot at rim,,84-68,,
10:39.0,,,84-68,,Defensive rebound by M. Scott
10:34.0,,,84-68,,S. Mack misses 3-pt shot from 26 ft
10:32.0,,,84-68,,Offensive rebound by D. Carroll
10:29.0,,,84-70,2,M. Scott makes 2-pt shot from 8 ft (assist by J. Teague)
10:05.0,J. Smith makes 2-pt shot from 16 ft (assist by M. Dellavedova),2,86-70,,
10:00.0,,,86-70,,Turnover by M. Scott (bad pass; steal by J. Jones)
9:43.0,Turnover by T. Thompson (bad pass; steal by M. Scott),,86-70,,
9:37.0,,,86-72,2,S. Mack makes 2-pt shot from 1 ft (assist by M. Scott)
9:00.0,I. Shumpert misses 2-pt shot from 20 ft,,86-72,,
8:57.0,,,86-72,,Defensive rebound by S. Mack
8:43.0,,,86-72,,Turnover by P. Antic (bad pass; steal by I. Shumpert)
8:39.0,Cleveland full timeout,,86-72,,
8:39.0,,,86-72,,A. Horford enters the game for P. Antic
8:39.0,L. James enters the game for J. Jones,,86-72,,
8:19.0,I. Shumpert makes 2-pt shot from 2 ft,2,88-72,,
7:59.0,,,88-72,,S. Mack misses 3-pt shot from 25 ft
7:57.0,Defensive rebound by J. Smith,,88-72,,
7:39.0,L. James misses 2-pt shot from 13 ft,,88-72,,
7:36.0,,,88-72,,Defensive rebound by M. Scott
7:29.0,,,88-72,,J. Teague misses 3-pt shot from 25 ft
7:28.0,Defensive rebound by T. Thompson,,88-72,,
7:14.0,M. Dellavedova misses 3-pt shot from 26 ft,,88-72,,
7:13.0,,,88-72,,Defensive rebound by M. Scott
7:04.0,,,88-72,,Turnover by M. Scott (lost ball; steal by J. Smith)
6:39.0,I. Shumpert misses 3-pt shot from 26 ft,,88-72,,
6:36.0,Offensive rebound by Team,,88-72,,
6:36.0,,,88-72,,K. Bazemore enters the game for J. Teague
6:21.0,Shooting foul by D. Carroll (drawn by L. James),,88-72,,
6:21.0,L. James misses free throw 1 of 2,,88-72,,
6:21.0,Offensive rebound by Team,,88-72,,
6:21.0,L. James makes free throw 2 of 2,1,89-72,,
6:09.0,,,89-72,,A. Horford misses 2-pt shot from 19 ft
6:07.0,,,89-72,,Offensive rebound by M. Scott
6:06.0,,,89-74,2,M. Scott makes 2-pt shot from 1 ft
5:50.0,M. Dellavedova makes 2-pt shot from 22 ft (assist by L. James),2,91-74,,
5:35.0,,,91-74,,S. Mack misses 2-pt shot from 16 ft
5:33.0,Defensive rebound by J. Smith,,91-74,,
5:21.0,L. James misses 3-pt shot from 25 ft,,91-74,,
5:18.0,,,91-74,,Defensive rebound by K. Bazemore
5:11.0,,,91-74,,M. Scott misses 3-pt shot from 26 ft
5:09.0,Defensive rebound by T. Thompson,,91-74,,
4:53.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,93-74,,
4:53.0,,,93-74,,Atlanta full timeout
4:53.0,,,93-74,,J. Jenkins enters the game for D. Carroll
4:53.0,,,93-74,,P. Antic enters the game for A. Horford
4:53.0,,,93-74,,M. Muscala enters the game for K. Bazemore
4:53.0,T. Mozgov enters the game for T. Thompson,,93-74,,
4:36.0,,,93-74,,M. Scott misses 3-pt shot from 24 ft
4:34.0,Defensive rebound by L. James,,93-74,,
4:22.0,L. James misses 3-pt shot from 24 ft,,93-74,,
4:19.0,Offensive rebound by I. Shumpert,,93-74,,
4:01.0,L. James misses 2-pt shot from 17 ft,,93-74,,
3:59.0,,,93-74,,Defensive rebound by J. Jenkins
3:58.0,Personal foul by L. James (drawn by M. Scott),,93-74,,
3:50.0,,,93-74,,S. Mack misses 2-pt shot from 3 ft
3:48.0,Defensive rebound by L. James,,93-74,,
3:25.0,I. Shumpert misses 2-pt shot from 2 ft,,93-74,,
3:25.0,Offensive rebound by Team,,93-74,,
3:25.0,Turnover by Team (shot clock),,93-74,,
3:12.0,,,93-74,,Shooting foul by T. Mozgov (drawn by P. Antic)
3:12.0,,,93-74,,P. Antic misses free throw 1 of 2
3:12.0,,,93-74,,Offensive rebound by Team
3:12.0,,,93-75,1,P. Antic makes free throw 2 of 2
3:00.0,Shooting foul by S. Mack (drawn by L. James),,93-75,,
3:00.0,L. James makes free throw 1 of 2,1,94-75,,
3:00.0,S. Marion enters the game for I. Shumpert,,94-75,,
3:00.0,L. James misses free throw 2 of 2,,94-75,,
2:57.0,,,94-75,,Defensive rebound by P. Antic
2:45.0,,,94-75,,Offensive foul by P. Antic
2:45.0,,,94-75,,Turnover by P. Antic (offensive foul)
2:45.0,J. Jones enters the game for L. James,,94-75,,
2:32.0,M. Dellavedova misses 2-pt shot from 7 ft,,94-75,,
2:30.0,,,94-75,,Defensive rebound by P. Antic
2:22.0,,,94-78,3,S. Mack makes 3-pt shot from 26 ft
2:10.0,,,94-78,,Personal foul by J. Jenkins (drawn by M. Dellavedova)
2:10.0,Cleveland full timeout,,94-78,,
2:10.0,J. Harris enters the game for M. Dellavedova,,94-78,,
2:00.0,J. Harris misses 3-pt shot from 24 ft,,94-78,,
1:59.0,Offensive rebound by T. Mozgov,,94-78,,
1:41.0,J. Harris misses 3-pt shot from 23 ft,,94-78,,
1:40.0,,,94-78,,Defensive rebound by P. Antic
1:34.0,,,94-78,,Turnover by M. Scott (bad pass; steal by J. Jones)
1:12.0,J. Smith misses 3-pt shot from 25 ft,,94-78,,
1:10.0,,,94-78,,Defensive rebound by Team
1:03.0,,,94-78,,S. Mack misses 3-pt shot from 27 ft
1:03.0,Defensive rebound by Team,,94-78,,
0:47.0,J. Smith misses 2-pt shot from 19 ft,,94-78,,
0:45.0,,,94-78,,Defensive rebound by P. Antic
0:42.0,,,94-80,2,M. Muscala makes 2-pt shot at rim (assist by S. Mack)
0:22.0,J. Harris misses 2-pt shot from 9 ft,,94-80,,
0:20.0,,,94-80,,Defensive rebound by P. Antic
0:08.0,,,94-80,,Shooting foul by J. Smith (drawn by S. Mack)
0:08.0,,,94-81,1,S. Mack makes free throw 1 of 2
0:08.0,,,94-82,1,S. Mack makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
