time,Boston,pts.away,score,pts.home,Cleveland
3:44.0,J. Sullinger enters the game for K. Olynyk,,94-84,,
3:35.0,,,94-86,2,S. Marion makes 2-pt shot at rim (assist by M. Dellavedova)
3:13.0,J. Jerebko misses 2-pt shot from 6 ft,,94-86,,
3:10.0,,,94-86,,Defensive rebound by M. Miller
3:01.0,,,94-86,,K. Perkins misses 2-pt shot from 10 ft
2:58.0,,,94-86,,Offensive rebound by S. Marion
2:57.0,,,94-86,,Shooting foul by J. Sullinger (drawn by J. Jones)
2:57.0,,,94-87,1,J. Jones makes free throw 1 of 3
2:57.0,,,94-88,1,J. Jones makes free throw 2 of 3
2:57.0,,,94-88,,J. Harris enters the game for M. Dellavedova
2:57.0,J. Crowder enters the game for J. Jerebko,,94-88,,
2:57.0,I. Thomas enters the game for M. Smart,,94-88,,
2:57.0,,,94-88,,J. Jones misses free throw 3 of 3
2:56.0,,,94-88,,Offensive rebound by K. Perkins
2:49.0,,,94-88,,M. Miller misses 3-pt shot from 26 ft
2:48.0,Defensive rebound by J. Sullinger,,94-88,,
2:31.0,I. Thomas makes 3-pt shot from 24 ft (assist by J. Sullinger),3,97-88,,
2:05.0,,,97-88,,K. Perkins misses 2-pt shot from 3 ft
2:04.0,,,97-88,,Offensive rebound by S. Marion
2:02.0,,,97-88,,S. Marion misses 2-pt shot from 3 ft (block by J. Sullinger)
2:00.0,Defensive rebound by J. Sullinger,,97-88,,
1:47.0,Turnover by J. Sullinger (offensive foul),,97-88,,
1:47.0,Offensive foul by J. Sullinger,,97-88,,
1:31.0,,,97-90,2,S. Marion makes 2-pt shot from 5 ft (assist by M. Miller)
1:17.0,E. Turner makes 2-pt shot at rim,2,99-90,,
1:02.0,,,99-90,,J. Jones misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by I. Thomas,,99-90,,
0:41.0,J. Sullinger misses 3-pt shot from 24 ft,,99-90,,
0:40.0,,,99-90,,Defensive rebound by S. Marion
0:30.0,,,99-90,,M. Miller misses 2-pt shot from 14 ft
0:29.0,Defensive rebound by J. Crowder,,99-90,,
0:06.0,Turnover by Team (shot clock),,99-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
