time,Philadelphia,pts.away,score,pts.home,Miami
0:21.0,N. Noel enters the game for H. Sims,,42-55,,
0:04.0,,,42-55,,D. Wade misses 3-pt shot from 24 ft
0:03.0,,,42-55,,Offensive rebound by S. Williams
0:02.0,,,42-57,2,S. Williams makes 2-pt shot from 5 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,,,42-57,,Turnover by L. Deng (bad pass)
11:53.0,J. Sampson misses 3-pt shot from 25 ft,,42-57,,
11:52.0,,,42-57,,Defensive rebound by C. Andersen
11:34.0,,,42-57,,L. Deng misses 2-pt shot from 16 ft
11:33.0,Defensive rebound by L. Mbah a Moute,,42-57,,
11:25.0,M. Carter-Williams misses 2-pt shot from 17 ft,,42-57,,
11:24.0,,,42-57,,Defensive rebound by M. Chalmers
11:19.0,,,42-57,,Turnover by L. Deng (lost ball; steal by M. Carter-Williams)
11:15.0,R. Covington misses 2-pt shot at rim (block by C. Andersen),,42-57,,
11:14.0,Offensive rebound by M. Carter-Williams,,42-57,,
11:13.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,44-57,,
10:52.0,,,44-57,,Turnover by C. Andersen (lost ball; steal by M. Carter-Williams)
10:49.0,J. Sampson misses 2-pt shot from 5 ft,,44-57,,
10:48.0,,,44-57,,Defensive rebound by Team
10:36.0,,,44-60,3,S. Williams makes 3-pt shot from 23 ft (assist by M. Chalmers)
10:12.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by R. Covington),2,46-60,,
9:48.0,,,46-63,3,S. Williams makes 3-pt shot from 24 ft (assist by L. Deng)
9:32.0,M. Carter-Williams misses 2-pt shot from 2 ft (block by S. Williams),,46-63,,
9:31.0,,,46-63,,Defensive rebound by D. Wade
9:25.0,,,46-63,,D. Wade misses 2-pt shot at rim
9:24.0,,,46-63,,Offensive rebound by S. Williams
9:23.0,,,46-65,2,S. Williams makes 2-pt shot at rim
9:07.0,L. Mbah a Moute misses 2-pt shot from 19 ft,,46-65,,
9:06.0,,,46-65,,Defensive rebound by L. Deng
8:53.0,,,46-65,,Shooting foul by L. Mbah a Moute (drawn by S. Williams)
8:53.0,,,46-66,1,S. Williams makes free throw 1 of 2
8:53.0,,,46-67,1,S. Williams makes free throw 2 of 2
8:38.0,Turnover by N. Noel (lost ball; steal by M. Chalmers),,46-67,,
8:28.0,,,46-67,,Turnover by D. Wade (lost ball; steal by L. Mbah a Moute)
8:24.0,Turnover by L. Mbah a Moute (lost ball),,46-67,,
8:12.0,,,46-69,2,S. Williams makes 2-pt shot at rim (assist by D. Wade)
8:12.0,Philadelphia full timeout,,46-69,,
8:12.0,K. McDaniels enters the game for N. Noel,,46-69,,
8:12.0,J. Grant enters the game for J. Sampson,,46-69,,
7:52.0,Shooting foul by C. Andersen (drawn by L. Mbah a Moute),,46-69,,
7:52.0,L. Mbah a Moute makes free throw 1 of 2,1,47-69,,
7:52.0,,,47-69,,U. Haslem enters the game for C. Andersen
7:52.0,L. Mbah a Moute misses free throw 2 of 2,,47-69,,
7:51.0,,,47-69,,Defensive rebound by L. Deng
7:28.0,,,47-69,,M. Chalmers misses 3-pt shot from 23 ft
7:27.0,Defensive rebound by J. Grant,,47-69,,
7:20.0,J. Grant misses 3-pt shot from 24 ft,,47-69,,
7:19.0,,,47-69,,Defensive rebound by D. Wade
7:12.0,,,47-69,,D. Wade misses 2-pt shot from 21 ft
7:11.0,Defensive rebound by R. Covington,,47-69,,
7:05.0,,,47-69,,Personal foul by M. Chalmers (drawn by M. Carter-Williams)
6:49.0,M. Carter-Williams makes 2-pt shot from 6 ft,2,49-69,,
6:36.0,,,49-69,,Turnover by D. Wade (bad pass; steal by K. McDaniels)
6:32.0,K. McDaniels makes 2-pt shot at rim,2,51-69,,
6:09.0,,,51-69,,D. Wade misses 3-pt shot from 24 ft
6:08.0,Defensive rebound by J. Grant,,51-69,,
6:00.0,M. Carter-Williams misses 2-pt shot from 1 ft,,51-69,,
5:59.0,,,51-69,,Defensive rebound by S. Williams
5:51.0,,,51-69,,L. Deng misses 3-pt shot from 23 ft
5:50.0,,,51-69,,Offensive rebound by U. Haslem
5:37.0,,,51-69,,Shooting foul by M. Carter-Williams (drawn by M. Chalmers)
5:37.0,,,51-70,1,M. Chalmers makes free throw 1 of 2
5:37.0,,,51-71,1,M. Chalmers makes free throw 2 of 2
5:26.0,M. Carter-Williams misses 2-pt shot from 6 ft,,51-71,,
5:25.0,Offensive rebound by J. Grant,,51-71,,
5:25.0,Shooting foul by M. Chalmers (drawn by J. Grant),,51-71,,
5:25.0,J. Grant makes free throw 1 of 2,1,52-71,,
5:25.0,J. Grant makes free throw 2 of 2,1,53-71,,
5:11.0,,,53-71,,Turnover by D. Wade (bad pass; steal by R. Covington)
4:55.0,K. McDaniels makes 3-pt shot from 24 ft (assist by R. Covington),3,56-71,,
4:52.0,,,56-71,,Miami full timeout
4:52.0,H. Sims enters the game for L. Mbah a Moute,,56-71,,
4:32.0,,,56-71,,D. Wade misses 2-pt shot from 9 ft (block by J. Grant)
4:31.0,,,56-71,,Offensive rebound by Team
4:31.0,Loose ball foul by H. Sims (drawn by U. Haslem),,56-71,,
4:24.0,Personal foul by R. Covington (drawn by U. Haslem),,56-71,,
4:17.0,,,56-71,,Turnover by M. Chalmers (bad pass; steal by M. Carter-Williams)
4:13.0,M. Carter-Williams misses 2-pt shot from 8 ft,,56-71,,
4:12.0,Offensive rebound by H. Sims,,56-71,,
4:10.0,Shooting foul by S. Williams (drawn by H. Sims),,56-71,,
4:10.0,H. Sims makes free throw 1 of 2,1,57-71,,
4:10.0,,,57-71,,N. Cole enters the game for M. Chalmers
4:10.0,H. Sims makes free throw 2 of 2,1,58-71,,
4:10.0,,,58-71,,Miami full timeout
3:58.0,,,58-71,,Turnover by N. Cole (bad pass; steal by M. Carter-Williams)
3:45.0,Turnover by K. McDaniels (bad pass; steal by L. Deng),,58-71,,
3:42.0,Personal foul by R. Covington (drawn by D. Wade),,58-71,,
3:42.0,,,58-72,1,D. Wade makes free throw 1 of 2
3:42.0,J. Sampson enters the game for R. Covington,,58-72,,
3:42.0,,,58-72,,D. Granger enters the game for S. Williams
3:42.0,,,58-73,1,D. Wade makes free throw 2 of 2
3:29.0,K. McDaniels misses 2-pt shot from 23 ft,,58-73,,
3:28.0,Offensive rebound by H. Sims,,58-73,,
3:27.0,H. Sims misses 2-pt shot from 4 ft,,58-73,,
3:26.0,Offensive rebound by K. McDaniels,,58-73,,
3:25.0,K. McDaniels makes 2-pt shot at rim,2,60-73,,
3:00.0,,,60-73,,U. Haslem misses 2-pt shot from 15 ft
2:59.0,Defensive rebound by J. Grant,,60-73,,
2:54.0,J. Sampson makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,62-73,,
2:40.0,,,62-73,,Turnover by U. Haslem (lost ball; steal by H. Sims)
2:35.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,64-73,,
2:35.0,,,64-73,,Miami full timeout
2:35.0,,,64-73,,J. Ennis enters the game for L. Deng
2:15.0,,,64-73,,D. Wade misses 2-pt shot from 13 ft
2:14.0,,,64-73,,Offensive rebound by U. Haslem
2:13.0,,,64-75,2,U. Haslem makes 2-pt shot from 1 ft
1:49.0,Turnover by H. Sims (3 sec),,64-75,,
1:30.0,,,64-75,,Turnover by J. Ennis (lost ball; steal by J. Sampson)
1:26.0,J. Sampson makes 2-pt shot from 1 ft,2,66-75,,
1:06.0,,,66-75,,D. Granger misses 2-pt shot from 1 ft
1:05.0,Defensive rebound by H. Sims,,66-75,,
1:00.0,,,66-75,,Personal foul by J. Ennis (drawn by J. Grant)
1:00.0,J. Grant makes free throw 1 of 2,1,67-75,,
1:00.0,L. Mbah a Moute enters the game for K. McDaniels,,67-75,,
1:00.0,J. Grant misses free throw 2 of 2,,67-75,,
0:59.0,,,67-75,,Defensive rebound by U. Haslem
0:45.0,,,67-78,3,D. Granger makes 3-pt shot from 24 ft (assist by D. Wade)
0:34.0,J. Grant makes 3-pt shot from 27 ft (assist by H. Sims),3,70-78,,
0:19.0,,,70-78,,J. Ennis misses 3-pt shot from 25 ft
0:18.0,Defensive rebound by H. Sims,,70-78,,
0:00.0,M. Carter-Williams makes 3-pt shot from 24 ft,3,73-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,J. Grant misses 2-pt shot from 16 ft,,73-78,,
11:37.0,,,73-78,,Defensive rebound by Team
11:12.0,,,73-80,2,J. Ennis makes 2-pt shot at rim
11:01.0,,,73-80,,Personal foul by N. Cole (drawn by M. Carter-Williams)
11:01.0,R. Covington enters the game for J. Sampson,,73-80,,
10:47.0,H. Sims makes 2-pt shot from 17 ft (assist by M. Carter-Williams),2,75-80,,
10:19.0,,,75-80,,N. Cole misses 3-pt shot from 24 ft
10:18.0,Defensive rebound by R. Covington,,75-80,,
10:03.0,H. Sims misses 3-pt shot from 25 ft,,75-80,,
10:02.0,,,75-80,,Defensive rebound by Team
9:45.0,,,75-80,,D. Granger misses 2-pt shot from 6 ft
9:44.0,,,75-80,,Offensive rebound by J. Ennis
9:43.0,,,75-82,2,J. Ennis makes 2-pt shot from 1 ft
9:37.0,Shooting foul by J. Ennis (drawn by J. Grant),,75-82,,
9:37.0,J. Grant misses free throw 1 of 2,,75-82,,
9:37.0,Offensive rebound by Team,,75-82,,
9:37.0,J. Grant misses free throw 2 of 2,,75-82,,
9:36.0,Offensive rebound by H. Sims,,75-82,,
9:17.0,M. Carter-Williams makes 3-pt shot from 25 ft (assist by R. Covington),3,78-82,,
9:06.0,Personal foul by R. Covington (drawn by M. Chalmers),,78-82,,
9:06.0,K. McDaniels enters the game for R. Covington,,78-82,,
9:06.0,N. Noel enters the game for H. Sims,,78-82,,
8:51.0,,,78-82,,Turnover by M. Chalmers (bad pass; steal by L. Mbah a Moute)
8:45.0,Philadelphia full timeout,,78-82,,
8:30.0,Offensive charge foul by L. Mbah a Moute,,78-82,,
8:30.0,Turnover by L. Mbah a Moute (offensive foul),,78-82,,
8:10.0,,,78-82,,N. Cole misses 2-pt shot from 18 ft
8:09.0,Defensive rebound by Team,,78-82,,
8:06.0,,,78-82,,Loose ball foul by U. Haslem (drawn by N. Noel)
7:55.0,J. Grant misses 2-pt shot at rim (block by U. Haslem),,78-82,,
7:54.0,,,78-82,,Defensive rebound by M. Chalmers
7:47.0,,,78-82,,N. Cole misses 3-pt shot from 23 ft
7:46.0,Defensive rebound by N. Noel,,78-82,,
7:24.0,J. Grant misses 2-pt shot from 10 ft,,78-82,,
7:23.0,Offensive rebound by K. McDaniels,,78-82,,
7:22.0,K. McDaniels makes 2-pt shot at rim,2,80-82,,
7:04.0,,,80-82,,Turnover by M. Chalmers (lost ball; steal by M. Carter-Williams)
6:58.0,Turnover by L. Mbah a Moute (bad pass; steal by N. Cole),,80-82,,
6:39.0,,,80-82,,J. Ennis misses 3-pt shot from 25 ft
6:38.0,Defensive rebound by J. Grant,,80-82,,
6:24.0,L. Mbah a Moute makes 2-pt shot from 1 ft,2,82-82,,
6:02.0,,,82-82,,U. Haslem misses 2-pt shot from 1 ft
6:01.0,Defensive rebound by N. Noel,,82-82,,
5:55.0,J. Grant makes 2-pt shot from 2 ft (assist by M. Carter-Williams),2,84-82,,
5:55.0,Shooting foul by U. Haslem (drawn by J. Grant),,84-82,,
5:55.0,Official timeout,,84-82,,
5:55.0,,,84-82,,L. Deng enters the game for U. Haslem
5:55.0,,,84-82,,D. Wade enters the game for N. Cole
5:55.0,,,84-82,,C. Andersen enters the game for J. Ennis
5:55.0,J. Grant makes free throw 1 of 1,1,85-82,,
5:31.0,,,85-82,,D. Wade misses 2-pt shot from 20 ft
5:30.0,Defensive rebound by M. Carter-Williams,,85-82,,
5:08.0,M. Carter-Williams misses 3-pt shot from 25 ft,,85-82,,
5:07.0,,,85-82,,Defensive rebound by D. Granger
4:57.0,,,85-82,,L. Deng misses 3-pt shot from 24 ft
4:56.0,,,85-82,,Offensive rebound by M. Chalmers
4:47.0,,,85-82,,Turnover by M. Chalmers (step out of bounds)
4:47.0,R. Covington enters the game for J. Grant,,85-82,,
4:35.0,L. Mbah a Moute misses 2-pt shot from 1 ft,,85-82,,
4:34.0,Offensive rebound by R. Covington,,85-82,,
4:34.0,Shooting foul by D. Wade (drawn by R. Covington),,85-82,,
4:34.0,R. Covington makes free throw 1 of 2,1,86-82,,
4:34.0,R. Covington makes free throw 2 of 2,1,87-82,,
4:15.0,,,87-82,,Turnover by D. Granger (lost ball)
3:57.0,Turnover by M. Carter-Williams (lost ball; steal by L. Deng),,87-82,,
3:49.0,,,87-84,2,D. Wade makes 2-pt shot from 11 ft
3:32.0,R. Covington misses 2-pt shot from 8 ft,,87-84,,
