time,Golden State,pts.away,score,pts.home,Utah
5:37.0,,,8-15,2,J. Ingles makes 2-pt shot from 2 ft
5:16.0,H. Barnes misses 2-pt shot from 2 ft,,8-15,,
5:15.0,,,8-15,,Defensive rebound by G. Hayward
5:09.0,,,8-15,,D. Exum misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by Team,,8-15,,
4:55.0,Turnover by A. Bogut (bad pass; steal by G. Hayward),,8-15,,
4:51.0,,,8-17,2,G. Hayward makes 2-pt shot at rim
4:39.0,,,8-17,,Personal foul by J. Ingles (drawn by D. Green)
4:39.0,A. Iguodala enters the game for H. Barnes,,8-17,,
4:36.0,S. Curry makes 2-pt shot from 4 ft (assist by A. Iguodala),2,10-17,,
4:13.0,,,10-19,2,R. Gobert makes 2-pt shot from 1 ft (assist by G. Hayward)
4:13.0,,,10-19,,Shooting foul by A. Bogut (drawn by R. Gobert)
4:13.0,M. Speights enters the game for A. Bogut,,10-19,,
4:13.0,,,10-20,1,R. Gobert makes free throw 1 of 1
4:00.0,K. Thompson misses 2-pt shot from 15 ft,,10-20,,
3:59.0,,,10-20,,Defensive rebound by J. Ingles
3:41.0,,,10-20,,Turnover by D. Exum (bad pass; steal by A. Iguodala)
3:36.0,Shooting foul by J. Ingles (drawn by A. Iguodala),,10-20,,
3:36.0,A. Iguodala misses free throw 1 of 2,,10-20,,
3:36.0,Offensive rebound by Team,,10-20,,
3:36.0,J. Holiday enters the game for K. Thompson,,10-20,,
3:36.0,,,10-20,,T. Burke enters the game for J. Ingles
3:36.0,A. Iguodala makes free throw 2 of 2,1,11-20,,
3:23.0,,,11-20,,D. Exum misses 3-pt shot from 24 ft
3:22.0,Defensive rebound by S. Curry,,11-20,,
3:18.0,S. Curry makes 2-pt shot from 4 ft,2,13-20,,
3:18.0,Shooting foul by T. Burke (drawn by S. Curry),,13-20,,
3:18.0,S. Curry misses free throw 1 of 1,,13-20,,
3:17.0,,,13-20,,Defensive rebound by R. Gobert
2:58.0,,,13-20,,D. Favors misses 2-pt shot from 1 ft
2:56.0,Defensive rebound by M. Speights,,13-20,,
2:50.0,Turnover by J. Holiday (lost ball; steal by G. Hayward),,13-20,,
2:45.0,,,13-20,,Shooting foul by S. Curry (drawn by R. Gobert)
2:45.0,Golden State full timeout,,13-20,,
2:45.0,D. Lee enters the game for D. Green,,13-20,,
2:45.0,,,13-20,,T. Booker enters the game for D. Favors
2:45.0,,,13-20,,E. Millsap enters the game for D. Exum
2:45.0,,,13-21,1,R. Gobert makes free throw 1 of 2
2:45.0,,,13-21,,R. Gobert misses free throw 2 of 2
2:44.0,Defensive rebound by M. Speights,,13-21,,
2:27.0,A. Iguodala misses 3-pt shot from 24 ft,,13-21,,
2:25.0,Offensive rebound by A. Iguodala,,13-21,,
2:08.0,S. Curry misses 2-pt shot from 23 ft,,13-21,,
2:06.0,Offensive rebound by D. Lee,,13-21,,
2:02.0,J. Holiday makes 2-pt shot from 20 ft (assist by D. Lee),2,15-21,,
1:40.0,,,15-21,,Turnover by G. Hayward (lost ball; steal by S. Curry)
1:31.0,D. Lee misses 2-pt shot from 18 ft,,15-21,,
1:30.0,,,15-21,,Defensive rebound by R. Gobert
1:10.0,,,15-21,,R. Gobert misses 2-pt shot from 3 ft
1:09.0,Defensive rebound by A. Iguodala,,15-21,,
1:00.0,Shooting foul by R. Gobert (drawn by S. Curry),,15-21,,
1:00.0,S. Curry makes free throw 1 of 2,1,16-21,,
1:00.0,S. Curry makes free throw 2 of 2,1,17-21,,
0:48.0,,,17-21,,Shooting foul by A. Iguodala (drawn by G. Hayward)
0:48.0,,,17-22,1,G. Hayward makes free throw 1 of 2
0:48.0,,,17-23,1,G. Hayward makes free throw 2 of 2
0:31.0,J. Holiday misses 2-pt shot from 3 ft (block by R. Gobert),,17-23,,
0:29.0,Offensive rebound by J. Holiday,,17-23,,
0:27.0,J. Holiday misses 2-pt shot from 4 ft,,17-23,,
0:26.0,,,17-23,,Defensive rebound by R. Gobert
0:10.0,,,17-23,,Turnover by G. Hayward (bad pass; steal by A. Iguodala)
0:06.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,19-23,,
0:02.0,,,19-23,,G. Hayward misses 2-pt shot from 4 ft
0:00.0,,,19-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,S. Livingston misses 2-pt shot from 4 ft,,19-23,,
11:44.0,Offensive rebound by M. Speights,,19-23,,
11:42.0,Turnover by M. Speights (lost ball; steal by E. Millsap),,19-23,,
11:35.0,,,19-23,,Turnover by E. Kanter (lost ball)
11:21.0,A. Iguodala makes 2-pt shot from 7 ft,2,21-23,,
10:55.0,,,21-23,,Turnover by Team (shot clock)
10:39.0,M. Speights misses 2-pt shot from 18 ft,,21-23,,
10:38.0,,,21-23,,Defensive rebound by E. Kanter
10:27.0,,,21-26,3,T. Burke makes 3-pt shot from 25 ft
10:12.0,L. Barbosa makes 2-pt shot from 2 ft (assist by D. Lee),2,23-26,,
9:53.0,,,23-28,2,T. Booker makes 2-pt shot from 3 ft (assist by T. Burke)
9:43.0,S. Livingston makes 2-pt shot from 15 ft,2,25-28,,
9:26.0,,,25-31,3,D. Exum makes 3-pt shot from 24 ft (assist by T. Booker)
9:15.0,L. Barbosa misses 2-pt shot from 5 ft,,25-31,,
9:14.0,,,25-31,,Defensive rebound by T. Burke
9:11.0,Violation by D. Lee (kicked ball),,25-31,,
8:53.0,,,25-31,,T. Burke misses 3-pt shot from 25 ft
8:52.0,Defensive rebound by A. Iguodala,,25-31,,
8:50.0,,,25-31,,Personal foul by D. Exum (drawn by A. Iguodala)
8:50.0,Official timeout,,25-31,,
8:47.0,Turnover by A. Iguodala (bad pass; steal by D. Exum),,25-31,,
8:43.0,,,25-33,2,E. Millsap makes 2-pt shot at rim (assist by D. Exum)
8:16.0,M. Speights misses 2-pt shot from 21 ft,,25-33,,
8:14.0,,,25-33,,Defensive rebound by E. Kanter
8:05.0,,,25-33,,E. Millsap misses 3-pt shot from 25 ft
8:04.0,,,25-33,,Offensive rebound by E. Kanter
8:04.0,,,25-33,,E. Kanter misses 2-pt shot at rim
8:01.0,,,25-33,,Offensive rebound by T. Booker
8:01.0,,,25-35,2,T. Booker makes 2-pt shot from 2 ft
7:45.0,Shooting foul by E. Millsap (drawn by A. Iguodala),,25-35,,
7:45.0,A. Iguodala makes free throw 1 of 2,1,26-35,,
7:45.0,,,26-35,,R. Gobert enters the game for T. Booker
7:45.0,A. Iguodala misses free throw 2 of 2,,26-35,,
7:40.0,Offensive rebound by M. Speights,,26-35,,
7:40.0,Shooting foul by E. Kanter (drawn by D. Lee),,26-35,,
7:40.0,D. Lee makes free throw 1 of 2,1,27-35,,
7:40.0,D. Lee misses free throw 2 of 2,,27-35,,
7:39.0,,,27-35,,Defensive rebound by E. Kanter
7:18.0,,,27-37,2,E. Millsap makes 2-pt shot from 17 ft
7:09.0,D. Lee misses 2-pt shot from 13 ft,,27-37,,
7:08.0,,,27-37,,Defensive rebound by E. Kanter
6:59.0,,,27-37,,Shooting foul by D. Lee (drawn by E. Millsap)
6:59.0,,,27-38,1,E. Millsap makes free throw 1 of 2
6:59.0,A. Bogut enters the game for M. Speights,,27-38,,
6:59.0,K. Thompson enters the game for L. Barbosa,,27-38,,
6:59.0,,,27-38,,J. Ingles enters the game for D. Exum
6:59.0,,,27-39,1,E. Millsap makes free throw 2 of 2
6:40.0,A. Iguodala misses 3-pt shot from 23 ft,,27-39,,
6:39.0,,,27-39,,Defensive rebound by T. Burke
6:29.0,Personal foul by S. Livingston (drawn by E. Millsap),,27-39,,
6:29.0,D. Green enters the game for D. Lee,,27-39,,
6:15.0,,,27-39,,E. Millsap misses 3-pt shot from 24 ft
6:14.0,Defensive rebound by A. Bogut,,27-39,,
6:08.0,S. Livingston makes 2-pt shot at rim (assist by A. Iguodala),2,29-39,,
6:00.0,,,29-39,,Utah full timeout
6:00.0,,,29-39,,D. Favors enters the game for E. Kanter
6:00.0,,,29-39,,G. Hayward enters the game for E. Millsap
5:50.0,,,29-42,3,T. Burke makes 3-pt shot from 23 ft (assist by G. Hayward)
5:31.0,S. Livingston makes 2-pt shot from 12 ft,2,31-42,,
5:14.0,,,31-42,,D. Favors misses 2-pt shot from 12 ft
5:14.0,,,31-42,,Offensive rebound by R. Gobert
5:14.0,Loose ball foul by A. Bogut (drawn by D. Favors),,31-42,,
5:00.0,,,31-42,,Turnover by T. Burke (bad pass; steal by D. Green)
4:52.0,K. Thompson makes 2-pt shot from 17 ft,2,33-42,,
4:38.0,S. Curry enters the game for S. Livingston,,33-42,,
4:38.0,H. Barnes enters the game for A. Iguodala,,33-42,,
4:32.0,,,33-42,,Shooting foul by D. Green (drawn by D. Favors)
4:32.0,,,33-43,1,D. Favors makes free throw 1 of 2
4:32.0,,,33-43,,D. Exum enters the game for T. Burke
4:32.0,,,33-43,,D. Favors misses free throw 2 of 2
4:28.0,,,33-43,,Offensive rebound by D. Exum
4:15.0,,,33-43,,D. Favors misses 2-pt shot from 1 ft
4:14.0,,,33-43,,Offensive rebound by R. Gobert
4:04.0,,,33-45,2,G. Hayward makes 2-pt shot from 20 ft
3:48.0,Shooting foul by G. Hayward (drawn by K. Thompson),,33-45,,
3:48.0,K. Thompson makes free throw 1 of 2,1,34-45,,
3:48.0,K. Thompson makes free throw 2 of 2,1,35-45,,
3:32.0,,,35-45,,Turnover by R. Gobert (lost ball; steal by S. Curry)
3:18.0,H. Barnes misses 3-pt shot from 23 ft,,35-45,,
3:17.0,Offensive rebound by S. Curry,,35-45,,
3:13.0,Turnover by H. Barnes (bad pass; steal by J. Ingles),,35-45,,
3:13.0,Personal foul by D. Green (drawn by J. Ingles),,35-45,,
3:13.0,,,35-45,,J. Ingles misses free throw 1 of 2
3:13.0,,,35-45,,Offensive rebound by Team
3:13.0,,,35-46,1,J. Ingles makes free throw 2 of 2
3:02.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,38-46,,
2:35.0,,,38-46,,J. Ingles misses 2-pt shot from 14 ft
2:34.0,Defensive rebound by A. Bogut,,38-46,,
2:30.0,S. Curry makes 3-pt shot from 26 ft (assist by A. Bogut),3,41-46,,
2:25.0,,,41-46,,Utah full timeout
2:25.0,Golden State full timeout,,41-46,,
2:25.0,,,41-46,,T. Booker enters the game for D. Favors
2:25.0,,,41-46,,T. Burke enters the game for D. Exum
2:18.0,,,41-46,,G. Hayward misses 3-pt shot from 24 ft
2:17.0,,,41-46,,Offensive rebound by Team
2:17.0,Loose ball foul by D. Green (drawn by T. Booker),,41-46,,
2:17.0,,,41-46,,T. Booker misses free throw 1 of 2
2:17.0,,,41-46,,Offensive rebound by Team
2:17.0,D. Lee enters the game for D. Green,,41-46,,
2:17.0,,,41-46,,E. Millsap enters the game for J. Ingles
2:17.0,,,41-47,1,T. Booker makes free throw 2 of 2
2:01.0,S. Curry misses 3-pt shot from 25 ft,,41-47,,
1:59.0,,,41-47,,Defensive rebound by G. Hayward
1:54.0,,,41-49,2,G. Hayward makes 2-pt shot at rim (assist by T. Booker)
1:33.0,K. Thompson makes 2-pt shot from 15 ft (assist by A. Bogut),2,43-49,,
1:13.0,,,43-51,2,T. Booker makes 2-pt shot from 11 ft
0:57.0,S. Curry misses 3-pt shot from 25 ft,,43-51,,
0:56.0,,,43-51,,Defensive rebound by R. Gobert
0:32.0,,,43-54,3,T. Booker makes 3-pt shot from 24 ft (assist by T. Burke)
0:14.0,S. Curry makes 2-pt shot from 3 ft,2,45-54,,
0:10.0,,,45-56,2,T. Booker makes 2-pt shot from 1 ft (assist by T. Burke)
0:04.0,S. Curry misses 3-pt shot from 25 ft,,45-56,,
0:01.0,,,45-56,,Defensive rebound by E. Millsap
0:00.0,,,45-56,,E. Millsap misses 3-pt shot from 71 ft
0:00.0,,,45-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,D. Green misses 3-pt shot from 24 ft,,45-56,,
11:39.0,,,45-56,,Defensive rebound by D. Favors
11:23.0,,,45-56,,Shooting foul by A. Bogut (drawn by G. Hayward)
11:23.0,,,45-56,,G. Hayward misses free throw 1 of 2
11:23.0,,,45-56,,Offensive rebound by Team
11:23.0,,,45-57,1,G. Hayward makes free throw 2 of 2
11:11.0,K. Thompson misses 2-pt shot from 22 ft,,45-57,,
11:09.0,,,45-57,,Defensive rebound by G. Hayward
10:59.0,,,45-59,2,D. Favors makes 2-pt shot from 18 ft
10:50.0,,,45-59,,Violation by E. Kanter (kicked ball)
10:41.0,S. Curry misses 2-pt shot from 1 ft,,45-59,,
10:38.0,Offensive rebound by D. Green,,45-59,,
10:38.0,D. Green misses 2-pt shot from 1 ft (block by D. Favors),,45-59,,
10:34.0,,,45-59,,Defensive rebound by E. Kanter
10:21.0,,,45-59,,Turnover by D. Favors (lost ball; steal by S. Curry)
10:12.0,H. Barnes makes 2-pt shot at rim (assist by S. Curry),2,47-59,,
9:55.0,,,47-59,,E. Kanter misses 2-pt shot from 17 ft
9:54.0,Defensive rebound by S. Curry,,47-59,,
9:47.0,S. Curry misses 2-pt shot from 18 ft,,47-59,,
9:45.0,,,47-59,,Defensive rebound by G. Hayward
9:37.0,,,47-61,2,G. Hayward makes 2-pt shot from 14 ft
9:25.0,K. Thompson misses 3-pt shot from 24 ft,,47-61,,
9:23.0,,,47-61,,Defensive rebound by G. Hayward
9:14.0,,,47-63,2,G. Hayward makes 2-pt shot from 1 ft
9:14.0,Golden State full timeout,,47-63,,
9:14.0,A. Iguodala enters the game for A. Bogut,,47-63,,
9:03.0,,,47-63,,Personal foul by J. Ingles (drawn by D. Green)
9:03.0,,,47-63,,T. Burke enters the game for D. Exum
8:55.0,A. Iguodala misses 3-pt shot from 24 ft,,47-63,,
8:53.0,,,47-63,,Defensive rebound by G. Hayward
8:40.0,,,47-63,,T. Burke misses 3-pt shot from 23 ft
8:39.0,Defensive rebound by K. Thompson,,47-63,,
8:29.0,A. Iguodala misses 2-pt shot from 8 ft,,47-63,,
8:25.0,,,47-63,,Defensive rebound by G. Hayward
8:11.0,,,47-65,2,E. Kanter makes 2-pt shot from 1 ft
8:02.0,S. Curry makes 2-pt shot from 11 ft,2,49-65,,
7:43.0,,,49-67,2,T. Burke makes 2-pt shot from 16 ft
7:30.0,H. Barnes misses 2-pt shot from 6 ft,,49-67,,
7:28.0,,,49-67,,Defensive rebound by E. Kanter
7:22.0,,,49-67,,Turnover by E. Kanter (bad pass; steal by D. Green)
7:19.0,Shooting foul by G. Hayward (drawn by D. Green),,49-67,,
7:19.0,D. Green misses free throw 1 of 2,,49-67,,
7:19.0,Offensive rebound by Team,,49-67,,
7:19.0,D. Green makes free throw 2 of 2,1,50-67,,
7:12.0,,,50-67,,Offensive foul by G. Hayward
7:12.0,,,50-67,,Turnover by G. Hayward (offensive foul)
7:04.0,S. Curry makes 3-pt shot from 25 ft,3,53-67,,
6:37.0,,,53-67,,T. Burke misses 2-pt shot from 6 ft
6:37.0,,,53-67,,Offensive rebound by Team
6:37.0,,,53-67,,Turnover by Team (shot clock)
6:37.0,,,53-67,,E. Millsap enters the game for J. Ingles
6:25.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,55-67,,
6:10.0,,,55-67,,E. Kanter misses 2-pt shot from 4 ft
6:10.0,,,55-67,,Offensive rebound by Team
6:10.0,,,55-67,,Shooting foul by H. Barnes (drawn by E. Kanter)
6:10.0,,,55-67,,E. Kanter misses free throw 1 of 2
6:10.0,,,55-67,,Offensive rebound by Team
6:10.0,,,55-68,1,E. Kanter makes free throw 2 of 2
6:02.0,H. Barnes misses 3-pt shot from 24 ft,,55-68,,
6:01.0,,,55-68,,Defensive rebound by E. Kanter
5:47.0,,,55-70,2,D. Favors makes 2-pt shot from 14 ft (assist by G. Hayward)
5:30.0,,,55-70,,Personal foul by E. Millsap (drawn by D. Green)
5:30.0,,,55-70,,T. Booker enters the game for E. Kanter
5:24.0,S. Curry makes 3-pt shot from 24 ft,3,58-70,,
5:04.0,,,58-70,,D. Favors misses 2-pt shot from 7 ft
5:03.0,Defensive rebound by S. Curry,,58-70,,
5:01.0,,,58-70,,Personal foul by T. Booker (drawn by S. Curry)
5:01.0,,,58-70,,R. Gobert enters the game for D. Favors
4:56.0,S. Curry misses 3-pt shot from 26 ft,,58-70,,
4:55.0,,,58-70,,Defensive rebound by T. Booker
4:39.0,,,58-70,,T. Burke misses 3-pt shot from 25 ft
4:37.0,,,58-70,,Offensive rebound by G. Hayward
4:34.0,,,58-72,2,G. Hayward makes 2-pt shot from 21 ft
4:25.0,Turnover by D. Green (lost ball; steal by T. Booker),,58-72,,
4:19.0,,,58-72,,T. Booker misses 2-pt shot from 4 ft
4:17.0,,,58-72,,Offensive rebound by R. Gobert
4:17.0,,,58-74,2,R. Gobert makes 2-pt shot at rim
4:03.0,Turnover by S. Curry (bad pass),,58-74,,
3:49.0,,,58-74,,G. Hayward misses 3-pt shot from 24 ft
3:47.0,Defensive rebound by D. Green,,58-74,,
3:42.0,M. Speights enters the game for H. Barnes,,58-74,,
3:42.0,,,58-74,,Personal foul by E. Millsap (drawn by S. Curry)
3:42.0,S. Curry makes free throw 1 of 2,1,59-74,,
3:42.0,L. Barbosa enters the game for K. Thompson,,59-74,,
3:42.0,S. Curry makes free throw 2 of 2,1,60-74,,
3:20.0,,,60-77,3,T. Booker makes 3-pt shot from 24 ft (assist by G. Hayward)
2:59.0,M. Speights misses 2-pt shot from 3 ft,,60-77,,
2:57.0,,,60-77,,Defensive rebound by T. Booker
2:48.0,,,60-77,,T. Burke misses 3-pt shot from 26 ft
2:48.0,,,60-77,,Offensive rebound by R. Gobert
2:48.0,,,60-77,,Utah full timeout
2:48.0,D. Lee enters the game for D. Green,,60-77,,
2:33.0,,,60-77,,T. Booker misses 2-pt shot from 20 ft
2:33.0,Defensive rebound by M. Speights,,60-77,,
2:10.0,A. Iguodala misses 2-pt shot from 13 ft,,60-77,,
2:10.0,,,60-77,,Defensive rebound by Team
1:45.0,,,60-77,,T. Burke misses 2-pt shot from 22 ft
1:44.0,,,60-77,,Offensive rebound by Team
1:44.0,,,60-77,,Turnover by Team (shot clock)
1:34.0,Shooting foul by R. Gobert (drawn by S. Curry),,60-77,,
1:34.0,S. Curry makes free throw 1 of 2,1,61-77,,
1:34.0,,,61-77,,D. Favors enters the game for R. Gobert
1:34.0,S. Curry makes free throw 2 of 2,1,62-77,,
1:22.0,,,62-77,,Turnover by D. Favors (bad pass)
1:10.0,Shooting foul by T. Booker (drawn by M. Speights),,62-77,,
1:10.0,M. Speights misses free throw 1 of 2,,62-77,,
1:10.0,Offensive rebound by Team,,62-77,,
1:10.0,M. Speights makes free throw 2 of 2,1,63-77,,
0:57.0,,,63-79,2,D. Favors makes 2-pt shot from 2 ft (assist by T. Booker)
0:51.0,S. Curry makes 3-pt shot from 24 ft,3,66-79,,
0:31.0,,,66-79,,G. Hayward misses 2-pt shot from 14 ft
0:30.0,,,66-79,,Offensive rebound by D. Favors
0:30.0,,,66-79,,D. Favors misses 2-pt shot from 1 ft
0:27.0,Defensive rebound by M. Speights,,66-79,,
0:21.0,M. Speights misses 2-pt shot from 18 ft (block by T. Booker),,66-79,,
0:20.0,,,66-79,,Defensive rebound by T. Booker
0:18.0,,,66-79,,T. Booker misses 2-pt shot from 2 ft
0:15.0,Defensive rebound by L. Barbosa,,66-79,,
0:14.0,Turnover by L. Barbosa (bad pass; steal by G. Hayward),,66-79,,
0:12.0,,,66-81,2,T. Booker makes 2-pt shot at rim (assist by G. Hayward)
0:01.0,D. Lee makes 2-pt shot from 2 ft (assist by A. Iguodala),2,68-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,68-83,2,T. Burke makes 2-pt shot from 18 ft
11:23.0,A. Bogut makes 2-pt shot from 2 ft (assist by S. Curry),2,70-83,,
10:56.0,,,70-83,,R. Gobert misses 2-pt shot from 1 ft
10:55.0,Defensive rebound by S. Curry,,70-83,,
10:48.0,S. Curry misses 2-pt shot from 21 ft,,70-83,,
10:47.0,,,70-83,,Defensive rebound by D. Favors
10:39.0,,,70-83,,T. Burke misses 2-pt shot from 22 ft
10:38.0,Defensive rebound by S. Curry,,70-83,,
10:29.0,D. Lee makes 2-pt shot from 2 ft (assist by S. Curry),2,72-83,,
10:11.0,,,72-86,3,E. Millsap makes 3-pt shot from 22 ft (assist by D. Favors)
9:54.0,D. Lee misses 2-pt shot from 1 ft,,72-86,,
9:51.0,Offensive rebound by A. Bogut,,72-86,,
9:51.0,A. Bogut makes 2-pt shot from 1 ft,2,74-86,,
9:40.0,,,74-88,2,D. Favors makes 2-pt shot from 17 ft (assist by J. Ingles)
9:30.0,Shooting foul by J. Ingles (drawn by S. Curry),,74-88,,
9:30.0,S. Curry misses free throw 1 of 2,,74-88,,
9:30.0,Offensive rebound by Team,,74-88,,
9:30.0,,,74-88,,D. Exum enters the game for J. Ingles
9:30.0,S. Curry makes free throw 2 of 2,1,75-88,,
9:12.0,,,75-88,,E. Millsap misses 2-pt shot from 14 ft
9:11.0,Defensive rebound by S. Livingston,,75-88,,
9:04.0,S. Livingston misses 2-pt shot from 2 ft (block by R. Gobert),,75-88,,
9:04.0,Offensive rebound by Team,,75-88,,
8:54.0,K. Thompson makes 2-pt shot from 2 ft,2,77-88,,
8:41.0,,,77-90,2,R. Gobert makes 2-pt shot at rim (assist by T. Burke)
8:26.0,S. Curry misses 2-pt shot from 2 ft (block by D. Favors),,77-90,,
8:24.0,Offensive rebound by A. Bogut,,77-90,,
8:22.0,K. Thompson misses 3-pt shot from 24 ft,,77-90,,
8:22.0,,,77-90,,Defensive rebound by Team
8:22.0,Official timeout,,77-90,,
8:22.0,,,77-90,,G. Hayward enters the game for E. Millsap
8:02.0,,,77-93,3,T. Burke makes 3-pt shot from 24 ft (assist by G. Hayward)
7:47.0,S. Curry misses 3-pt shot from 23 ft,,77-93,,
7:47.0,,,77-93,,Defensive rebound by G. Hayward
7:35.0,,,77-93,,D. Exum misses 3-pt shot from 24 ft
7:34.0,Defensive rebound by S. Livingston,,77-93,,
7:14.0,D. Lee makes 2-pt shot from 4 ft (assist by A. Bogut),2,79-93,,
6:55.0,,,79-95,2,T. Burke makes 2-pt shot from 10 ft
6:39.0,J. Holiday enters the game for S. Curry,,79-95,,
6:39.0,,,79-95,,T. Booker enters the game for D. Favors
6:30.0,K. Thompson makes 2-pt shot from 22 ft,2,81-95,,
6:13.0,,,81-95,,G. Hayward misses 2-pt shot from 8 ft
6:11.0,,,81-95,,Offensive rebound by G. Hayward
6:11.0,,,81-95,,Shooting foul by K. Thompson (drawn by G. Hayward)
6:11.0,,,81-96,1,G. Hayward makes free throw 1 of 2
6:11.0,D. Green enters the game for A. Bogut,,81-96,,
6:11.0,,,81-97,1,G. Hayward makes free throw 2 of 2
6:04.0,Shooting foul by T. Booker (drawn by D. Green),,81-97,,
6:04.0,D. Green makes free throw 1 of 2,1,82-97,,
6:04.0,D. Green makes free throw 2 of 2,1,83-97,,
5:47.0,,,83-97,,T. Burke misses 2-pt shot from 10 ft
5:45.0,,,83-97,,Offensive rebound by R. Gobert
5:41.0,,,83-97,,R. Gobert misses 2-pt shot from 2 ft
5:41.0,,,83-97,,Offensive rebound by R. Gobert
5:41.0,,,83-99,2,R. Gobert makes 2-pt shot from 2 ft
5:41.0,,,83-99,,Shooting foul by K. Thompson (drawn by R. Gobert)
5:41.0,,,83-99,,Utah full timeout
5:41.0,,,83-99,,R. Gobert misses free throw 1 of 1
5:41.0,Defensive rebound by D. Green,,83-99,,
5:23.0,S. Livingston misses 2-pt shot from 15 ft,,83-99,,
5:23.0,,,83-99,,Defensive rebound by G. Hayward
5:05.0,,,83-99,,T. Burke misses 3-pt shot from 24 ft
5:04.0,Defensive rebound by D. Green,,83-99,,
4:53.0,D. Green misses 2-pt shot from 13 ft,,83-99,,
4:52.0,,,83-99,,Defensive rebound by T. Booker
4:30.0,,,83-99,,Shooting foul by D. Green (drawn by R. Gobert)
4:30.0,,,83-99,,R. Gobert misses free throw 1 of 2
4:30.0,,,83-99,,Offensive rebound by Team
