time,Portland,pts.away,score,pts.home,LA Clippers
4:37.0,,,28-20,2,C. Paul makes 2-pt shot from 16 ft
4:25.0,D. Lillard makes 3-pt shot from 24 ft (assist by N. Batum),3,31-20,,
4:18.0,Personal foul by D. Lillard (drawn by J. Redick),,31-20,,
4:07.0,,,31-22,2,B. Griffin makes 2-pt shot from 16 ft (assist by C. Paul)
3:42.0,S. Blake misses 2-pt shot from 8 ft,,31-22,,
3:41.0,,,31-22,,Defensive rebound by D. Jordan
3:27.0,,,31-24,2,C. Paul makes 2-pt shot from 14 ft
3:27.0,Technical foul by S. Blake,,31-24,,
3:27.0,,,31-25,1,J. Redick makes technical free throw
3:27.0,,,31-25,,S. Hawes enters the game for D. Jordan
3:13.0,,,31-25,,Def 3 sec tech foul by S. Hawes
3:13.0,D. Lillard makes technical free throw,1,32-25,,
3:00.0,N. Batum misses 3-pt shot from 24 ft,,32-25,,
2:59.0,Offensive rebound by L. Aldridge,,32-25,,
2:55.0,,,32-25,,Personal foul by S. Hawes (drawn by L. Aldridge)
2:55.0,Portland full timeout,,32-25,,
2:55.0,W. Barton enters the game for N. Batum,,32-25,,
2:55.0,,,32-25,,J. Farmar enters the game for J. Redick
2:55.0,L. Aldridge makes free throw 1 of 2,1,33-25,,
2:55.0,L. Aldridge makes free throw 2 of 2,1,34-25,,
2:48.0,Personal foul by S. Blake (drawn by C. Paul),,34-25,,
2:48.0,,,34-26,1,C. Paul makes free throw 1 of 2
2:48.0,,,34-27,1,C. Paul makes free throw 2 of 2
2:31.0,L. Aldridge misses 2-pt shot from 11 ft,,34-27,,
2:29.0,Offensive rebound by C. Kaman,,34-27,,
2:28.0,C. Kaman makes 2-pt shot from 2 ft,2,36-27,,
1:59.0,,,36-29,2,B. Griffin makes 2-pt shot from 17 ft
1:48.0,L. Aldridge misses 2-pt shot from 2 ft,,36-29,,
1:48.0,Offensive rebound by Team,,36-29,,
1:48.0,C. McCollum enters the game for D. Lillard,,36-29,,
1:44.0,C. Kaman makes 2-pt shot from 16 ft (assist by C. McCollum),2,38-29,,
1:28.0,,,38-29,,Offensive foul by S. Hawes
1:28.0,,,38-29,,Turnover by S. Hawes (offensive foul)
1:22.0,,,38-29,,D. Jordan enters the game for B. Griffin
1:22.0,,,38-29,,J. Crawford enters the game for C. Paul
1:10.0,Turnover by S. Blake (bad pass; steal by D. Jordan),,38-29,,
1:10.0,,,38-29,,Shooting foul by C. Kaman (drawn by S. Hawes)
1:10.0,,,38-29,,S. Hawes misses free throw 1 of 2
1:10.0,,,38-29,,Offensive rebound by Team
1:10.0,T. Robinson enters the game for L. Aldridge,,38-29,,
1:10.0,,,38-30,1,S. Hawes makes free throw 2 of 2
0:54.0,C. McCollum misses 3-pt shot from 23 ft,,38-30,,
0:53.0,,,38-30,,Defensive rebound by S. Hawes
0:48.0,Personal foul by W. Barton (drawn by J. Crawford),,38-30,,
0:48.0,,,38-30,,J. Crawford misses free throw 1 of 2
0:48.0,,,38-30,,Offensive rebound by Team
0:48.0,,,38-31,1,J. Crawford makes free throw 2 of 2
0:31.0,C. McCollum misses 2-pt shot from 5 ft (block by M. Barnes),,38-31,,
0:31.0,Offensive rebound by Team,,38-31,,
0:22.0,W. Barton misses 2-pt shot from 6 ft,,38-31,,
0:21.0,,,38-31,,Defensive rebound by J. Crawford
0:03.0,,,38-33,2,J. Crawford makes 2-pt shot from 6 ft
0:00.0,S. Blake misses 3-pt shot from 32 ft,,38-33,,
0:00.0,Offensive rebound by Team,,38-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,S. Blake misses 3-pt shot from 24 ft,,38-33,,
11:40.0,Offensive rebound by Team,,38-33,,
11:29.0,C. Kaman misses 2-pt shot from 19 ft,,38-33,,
11:27.0,,,38-33,,Defensive rebound by M. Barnes
11:19.0,,,38-33,,J. Crawford misses 2-pt shot from 19 ft
11:17.0,Defensive rebound by W. Barton,,38-33,,
11:11.0,W. Barton misses 2-pt shot from 2 ft,,38-33,,
11:10.0,,,38-33,,Defensive rebound by M. Barnes
11:10.0,,,38-33,,Turnover by J. Farmar (lost ball)
10:54.0,S. Blake misses 3-pt shot from 24 ft,,38-33,,
10:52.0,Offensive rebound by C. Kaman,,38-33,,
10:46.0,C. Kaman makes 2-pt shot from 16 ft,2,40-33,,
10:36.0,,,40-35,2,J. Crawford makes 2-pt shot from 16 ft
10:10.0,W. Barton misses 2-pt shot from 17 ft,,40-35,,
10:08.0,,,40-35,,Defensive rebound by S. Hawes
10:02.0,Personal foul by C. McCollum (drawn by J. Farmar),,40-35,,
10:02.0,,,40-35,,G. Davis enters the game for S. Hawes
10:02.0,W. Matthews enters the game for C. McCollum,,40-35,,
9:52.0,,,40-35,,Turnover by J. Farmar (bad pass)
9:38.0,Turnover by S. Blake (bad pass; steal by D. Jordan),,40-35,,
9:32.0,,,40-37,2,M. Barnes makes 2-pt shot from 1 ft (assist by D. Jordan)
9:18.0,Shooting foul by G. Davis (drawn by T. Robinson),,40-37,,
9:18.0,T. Robinson misses free throw 1 of 2,,40-37,,
9:18.0,Offensive rebound by Team,,40-37,,
9:18.0,D. Lillard enters the game for S. Blake,,40-37,,
9:18.0,T. Robinson misses free throw 2 of 2,,40-37,,
9:16.0,,,40-37,,Defensive rebound by D. Jordan
9:02.0,,,40-37,,J. Crawford misses 2-pt shot from 14 ft
9:01.0,Defensive rebound by C. Kaman,,40-37,,
8:50.0,C. Kaman makes 2-pt shot from 15 ft (assist by W. Matthews),2,42-37,,
8:40.0,,,42-37,,J. Farmar misses 2-pt shot from 20 ft
8:37.0,Defensive rebound by D. Lillard,,42-37,,
8:30.0,D. Lillard makes 2-pt shot from 9 ft,2,44-37,,
8:13.0,,,44-37,,Turnover by D. Jordan (traveling)
8:13.0,Official timeout,,44-37,,
8:13.0,,,44-37,,B. Griffin enters the game for J. Farmar
8:13.0,,,44-37,,C. Paul enters the game for G. Davis
8:01.0,Turnover by C. Kaman (traveling),,44-37,,
7:39.0,,,44-37,,Shooting foul by T. Robinson (drawn by B. Griffin)
7:39.0,,,44-38,1,B. Griffin makes free throw 1 of 2
7:39.0,,,44-38,,J. Redick enters the game for M. Barnes
7:39.0,R. Lopez enters the game for C. Kaman,,44-38,,
7:39.0,L. Aldridge enters the game for T. Robinson,,44-38,,
7:39.0,,,44-38,,B. Griffin misses free throw 2 of 2
7:37.0,Defensive rebound by L. Aldridge,,44-38,,
7:23.0,D. Lillard misses 3-pt shot from 25 ft,,44-38,,
7:22.0,,,44-38,,Defensive rebound by J. Redick
7:13.0,,,44-38,,B. Griffin misses 2-pt shot from 1 ft
7:11.0,Defensive rebound by R. Lopez,,44-38,,
7:05.0,W. Matthews makes 2-pt shot from 2 ft (assist by D. Lillard),2,46-38,,
6:40.0,,,46-38,,C. Paul misses 2-pt shot from 10 ft
6:38.0,Defensive rebound by W. Barton,,46-38,,
6:24.0,R. Lopez makes 2-pt shot from 16 ft (assist by W. Barton),2,48-38,,
6:06.0,,,48-40,2,J. Crawford makes 2-pt shot from 9 ft (assist by B. Griffin)
5:44.0,Turnover by L. Aldridge (lost ball; steal by J. Redick),,48-40,,
5:34.0,,,48-40,,J. Crawford misses 2-pt shot from 15 ft
5:32.0,Defensive rebound by L. Aldridge,,48-40,,
5:25.0,Shooting foul by J. Crawford (drawn by R. Lopez),,48-40,,
5:25.0,,,48-40,,LA Clippers full timeout
5:25.0,N. Batum enters the game for W. Barton,,48-40,,
5:25.0,R. Lopez makes free throw 1 of 2,1,49-40,,
5:25.0,R. Lopez makes free throw 2 of 2,1,50-40,,
5:03.0,,,50-40,,B. Griffin misses 2-pt shot from 8 ft
5:02.0,Defensive rebound by R. Lopez,,50-40,,
4:53.0,R. Lopez makes 2-pt shot from 1 ft (assist by D. Lillard),2,52-40,,
4:33.0,,,52-40,,B. Griffin misses 2-pt shot from 14 ft
4:30.0,,,52-40,,Offensive rebound by D. Jordan
4:18.0,Personal foul by D. Lillard (drawn by C. Paul),,52-40,,
4:18.0,,,52-40,,M. Barnes enters the game for J. Crawford
4:07.0,,,52-40,,C. Paul misses 2-pt shot from 15 ft
4:06.0,Defensive rebound by L. Aldridge,,52-40,,
3:56.0,Shooting foul by B. Griffin (drawn by N. Batum),,52-40,,
3:56.0,N. Batum makes free throw 1 of 2,1,53-40,,
3:56.0,N. Batum makes free throw 2 of 2,1,54-40,,
3:46.0,,,54-40,,B. Griffin misses 2-pt shot from 2 ft
3:45.0,,,54-40,,Offensive rebound by D. Jordan
3:43.0,,,54-42,2,D. Jordan makes 2-pt shot at rim
3:30.0,L. Aldridge misses 2-pt shot from 10 ft,,54-42,,
3:27.0,Offensive rebound by N. Batum,,54-42,,
3:27.0,,,54-42,,Personal foul by J. Redick (drawn by D. Lillard)
3:16.0,L. Aldridge makes 2-pt shot from 4 ft,2,56-42,,
2:51.0,,,56-45,3,J. Redick makes 3-pt shot from 27 ft (assist by B. Griffin)
2:35.0,W. Matthews misses 2-pt shot from 5 ft,,56-45,,
2:34.0,,,56-45,,Defensive rebound by D. Jordan
2:24.0,,,56-45,,B. Griffin misses 2-pt shot from 4 ft (block by R. Lopez)
2:21.0,,,56-45,,Offensive rebound by D. Jordan
2:21.0,,,56-45,,B. Griffin misses 2-pt shot from 1 ft
2:21.0,,,56-45,,Offensive rebound by B. Griffin
2:20.0,,,56-47,2,D. Jordan makes 2-pt shot at rim
2:20.0,Portland full timeout,,56-47,,
2:11.0,Shooting foul by M. Barnes (drawn by W. Matthews),,56-47,,
2:11.0,W. Matthews makes free throw 1 of 2,1,57-47,,
2:11.0,W. Matthews makes free throw 2 of 2,1,58-47,,
1:47.0,,,58-47,,Turnover by B. Griffin (lost ball; steal by N. Batum)
1:41.0,W. Matthews makes 2-pt shot from 2 ft (assist by N. Batum),2,60-47,,
1:29.0,,,60-47,,C. Paul misses 3-pt shot from 25 ft
1:28.0,,,60-47,,Offensive rebound by D. Jordan
1:23.0,,,60-49,2,J. Redick makes 2-pt shot from 16 ft (assist by D. Jordan)
1:05.0,L. Aldridge misses 2-pt shot from 15 ft,,60-49,,
1:04.0,,,60-49,,Defensive rebound by J. Redick
1:00.0,Personal foul by L. Aldridge (drawn by B. Griffin),,60-49,,
0:49.0,,,60-49,,B. Griffin misses 2-pt shot from 5 ft
0:47.0,Defensive rebound by N. Batum,,60-49,,
0:43.0,Turnover by D. Lillard (step out of bounds),,60-49,,
0:43.0,,,60-49,,LA Clippers full timeout
0:43.0,,,60-49,,S. Hawes enters the game for D. Jordan
0:43.0,S. Blake enters the game for D. Lillard,,60-49,,
0:34.0,,,60-51,2,C. Paul makes 2-pt shot from 18 ft
0:30.0,Portland full timeout,,60-51,,
0:30.0,,,60-51,,D. Jordan enters the game for B. Griffin
0:30.0,,,60-51,,G. Davis enters the game for S. Hawes
0:30.0,D. Lillard enters the game for S. Blake,,60-51,,
0:18.0,L. Aldridge makes 2-pt shot from 20 ft (assist by W. Matthews),2,62-51,,
0:01.0,,,62-53,2,J. Redick makes 2-pt shot from 14 ft (assist by C. Paul)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,L. Aldridge misses 2-pt shot from 18 ft,,62-53,,
11:43.0,,,62-53,,Defensive rebound by B. Griffin
11:26.0,,,62-55,2,J. Redick makes 2-pt shot from 15 ft
11:13.0,Turnover by D. Lillard (bad pass; steal by C. Paul),,62-55,,
11:08.0,,,62-55,,B. Griffin misses 2-pt shot from 2 ft
11:08.0,,,62-55,,Offensive rebound by B. Griffin
11:08.0,,,62-55,,Shooting foul by D. Lillard (drawn by B. Griffin)
11:08.0,,,62-56,1,B. Griffin makes free throw 1 of 2
11:08.0,,,62-57,1,B. Griffin makes free throw 2 of 2
10:49.0,R. Lopez misses 2-pt shot from 8 ft,,62-57,,
10:48.0,,,62-57,,Defensive rebound by B. Griffin
10:44.0,,,62-57,,Shooting foul by R. Lopez (drawn by B. Griffin)
10:44.0,,,62-58,1,B. Griffin makes free throw 1 of 2
10:44.0,,,62-59,1,B. Griffin makes free throw 2 of 2
10:37.0,Offensive foul by W. Matthews,,62-59,,
10:37.0,Turnover by W. Matthews (offensive foul),,62-59,,
10:15.0,,,62-59,,B. Griffin misses 2-pt shot from 21 ft
10:14.0,Defensive rebound by R. Lopez,,62-59,,
10:03.0,Shooting foul by D. Jordan (drawn by L. Aldridge),,62-59,,
10:03.0,L. Aldridge makes free throw 1 of 2,1,63-59,,
10:03.0,L. Aldridge makes free throw 2 of 2,1,64-59,,
9:42.0,,,64-61,2,J. Crawford makes 2-pt shot from 17 ft
9:26.0,R. Lopez makes 2-pt shot at rim (assist by L. Aldridge),2,66-61,,
9:07.0,,,66-63,2,C. Paul makes 2-pt shot from 14 ft
8:48.0,L. Aldridge makes 2-pt shot from 16 ft (assist by D. Lillard),2,68-63,,
8:31.0,,,68-63,,J. Redick misses 2-pt shot from 18 ft
8:29.0,Defensive rebound by L. Aldridge,,68-63,,
8:12.0,L. Aldridge makes 2-pt shot from 17 ft (assist by N. Batum),2,70-63,,
7:58.0,,,70-63,,J. Crawford misses 2-pt shot from 18 ft
7:56.0,Defensive rebound by N. Batum,,70-63,,
7:51.0,,,70-63,,Personal foul by C. Paul (drawn by D. Lillard)
7:47.0,Offensive foul by R. Lopez,,70-63,,
7:47.0,Turnover by R. Lopez (offensive foul),,70-63,,
7:30.0,,,70-63,,B. Griffin misses 2-pt shot from 3 ft
7:27.0,Defensive rebound by N. Batum,,70-63,,
7:16.0,R. Lopez misses 2-pt shot from 1 ft (block by C. Paul),,70-63,,
7:13.0,,,70-63,,Defensive rebound by D. Jordan
7:09.0,,,70-63,,Turnover by J. Crawford (lost ball; steal by W. Matthews)
7:07.0,Shooting foul by B. Griffin (drawn by D. Lillard),,70-63,,
7:07.0,D. Lillard misses free throw 1 of 2,,70-63,,
7:07.0,Offensive rebound by Team,,70-63,,
7:07.0,,,70-63,,S. Hawes enters the game for B. Griffin
7:07.0,D. Lillard makes free throw 2 of 2,1,71-63,,
7:00.0,,,71-63,,C. Paul misses 3-pt shot from 25 ft
6:58.0,Defensive rebound by L. Aldridge,,71-63,,
6:46.0,W. Matthews misses 3-pt shot from 25 ft,,71-63,,
6:45.0,,,71-63,,Defensive rebound by C. Paul
6:32.0,,,71-66,3,J. Redick makes 3-pt shot from 27 ft
6:32.0,,,71-66,,Shooting foul by R. Lopez (drawn by J. Redick)
6:32.0,,,71-66,,J. Redick misses free throw 1 of 1
6:29.0,Defensive rebound by L. Aldridge,,71-66,,
6:18.0,D. Lillard misses 2-pt shot from 2 ft,,71-66,,
6:16.0,,,71-66,,Defensive rebound by S. Hawes
6:11.0,,,71-69,3,J. Crawford makes 3-pt shot from 24 ft (assist by C. Paul)
6:09.0,Portland full timeout,,71-69,,
5:48.0,D. Lillard misses 3-pt shot from 25 ft,,71-69,,
5:47.0,Offensive rebound by Team,,71-69,,
5:47.0,,,71-69,,Loose ball foul by J. Crawford (drawn by R. Lopez)
5:39.0,L. Aldridge misses 2-pt shot from 10 ft,,71-69,,
5:37.0,,,71-69,,Defensive rebound by Team
5:25.0,,,71-71,2,C. Paul makes 2-pt shot from 14 ft
5:03.0,L. Aldridge misses 2-pt shot from 9 ft,,71-71,,
5:02.0,Offensive rebound by R. Lopez,,71-71,,
5:02.0,R. Lopez misses 2-pt shot from 2 ft (block by S. Hawes),,71-71,,
5:02.0,Offensive rebound by Team,,71-71,,
5:02.0,C. Kaman enters the game for W. Matthews,,71-71,,
5:02.0,S. Blake enters the game for R. Lopez,,71-71,,
4:59.0,L. Aldridge misses 2-pt shot from 18 ft,,71-71,,
4:58.0,,,71-71,,Defensive rebound by C. Paul
4:51.0,,,71-71,,LA Clippers full timeout
4:40.0,,,71-74,3,J. Crawford makes 3-pt shot from 24 ft (assist by C. Paul)
4:18.0,L. Aldridge misses 2-pt shot from 15 ft,,71-74,,
4:16.0,,,71-74,,Defensive rebound by D. Jordan
4:08.0,,,71-74,,C. Paul misses 2-pt shot from 14 ft
4:07.0,Defensive rebound by D. Lillard,,71-74,,
3:55.0,Turnover by D. Lillard (bad pass; steal by D. Jordan),,71-74,,
3:46.0,,,71-77,3,J. Crawford makes 3-pt shot from 24 ft
3:28.0,Turnover by N. Batum (bad pass; steal by D. Jordan),,71-77,,
3:23.0,,,71-77,,S. Hawes misses 2-pt shot from 3 ft (block by N. Batum)
3:20.0,Defensive rebound by C. Kaman,,71-77,,
3:20.0,,,71-77,,Technical foul by S. Hawes
3:20.0,D. Lillard makes technical free throw,1,72-77,,
3:20.0,C. McCollum enters the game for D. Lillard,,72-77,,
3:11.0,C. McCollum makes 3-pt shot from 25 ft (assist by L. Aldridge),3,75-77,,
2:59.0,,,75-77,,J. Crawford misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by C. Kaman,,75-77,,
2:41.0,Turnover by C. McCollum (lost ball),,75-77,,
2:41.0,,,75-77,,M. Barnes enters the game for J. Redick
2:31.0,,,75-79,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
2:21.0,Shooting foul by J. Crawford (drawn by C. McCollum),,75-79,,
2:21.0,C. McCollum makes free throw 1 of 2,1,76-79,,
2:21.0,C. McCollum makes free throw 2 of 2,1,77-79,,
2:05.0,Personal foul by S. Blake (drawn by S. Hawes),,77-79,,
2:05.0,,,77-79,,J. Farmar enters the game for C. Paul
1:53.0,,,77-79,,J. Crawford misses 2-pt shot from 19 ft
1:52.0,Defensive rebound by N. Batum,,77-79,,
1:39.0,C. McCollum misses 3-pt shot from 27 ft,,77-79,,
1:38.0,,,77-79,,Defensive rebound by J. Farmar
1:28.0,,,77-79,,S. Hawes misses 2-pt shot from 10 ft (block by N. Batum)
1:28.0,Defensive rebound by Team,,77-79,,
1:28.0,,,77-79,,G. Davis enters the game for D. Jordan
1:10.0,L. Aldridge makes 2-pt shot from 12 ft (assist by N. Batum),2,79-79,,
0:55.0,Personal foul by N. Batum (drawn by G. Davis),,79-79,,
0:55.0,,,79-79,,D. Jordan enters the game for S. Hawes
0:55.0,W. Matthews enters the game for N. Batum,,79-79,,
0:55.0,,,79-79,,G. Davis misses free throw 1 of 2
0:55.0,,,79-79,,Offensive rebound by Team
0:55.0,,,79-79,,G. Davis misses free throw 2 of 2
0:53.0,Defensive rebound by C. Kaman,,79-79,,
0:39.0,L. Aldridge misses 2-pt shot from 15 ft (block by D. Jordan),,79-79,,
0:38.0,,,79-79,,Defensive rebound by Team
0:25.0,,,79-79,,J. Crawford misses 2-pt shot from 12 ft
0:24.0,Defensive rebound by L. Aldridge,,79-79,,
0:02.0,C. McCollum misses 2-pt shot from 12 ft,,79-79,,
0:01.0,,,79-79,,Defensive rebound by D. Jordan
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,79-79,,J. Farmar misses 3-pt shot from 24 ft
11:46.0,Defensive rebound by Team,,79-79,,
11:46.0,,,79-79,,Personal foul by G. Davis (drawn by R. Lopez)
11:38.0,Offensive foul by C. Kaman,,79-79,,
11:38.0,Turnover by C. Kaman (offensive foul),,79-79,,
11:27.0,,,79-81,2,B. Griffin makes 2-pt shot from 14 ft
11:03.0,Turnover by C. Kaman (lost ball; steal by M. Barnes),,79-81,,
11:00.0,,,79-81,,Turnover by J. Redick (bad pass)
10:39.0,Turnover by R. Lopez (lost ball),,79-81,,
10:39.0,D. Lillard enters the game for C. McCollum,,79-81,,
10:24.0,,,79-83,2,B. Griffin makes 2-pt shot from 3 ft
10:08.0,Offensive charge foul by D. Lillard,,79-83,,
10:08.0,Turnover by D. Lillard (offensive foul),,79-83,,
9:52.0,,,79-83,,B. Griffin misses 2-pt shot from 15 ft
9:51.0,Defensive rebound by D. Lillard,,79-83,,
9:42.0,W. Matthews makes 2-pt shot from 12 ft,2,81-83,,
9:23.0,,,81-83,,J. Redick misses 3-pt shot from 25 ft
9:22.0,Defensive rebound by S. Blake,,81-83,,
9:11.0,D. Lillard misses 3-pt shot from 26 ft,,81-83,,
9:09.0,,,81-83,,Defensive rebound by B. Griffin
8:54.0,,,81-83,,B. Griffin misses 2-pt shot from 17 ft
8:53.0,Defensive rebound by D. Lillard,,81-83,,
8:44.0,W. Matthews misses 2-pt shot from 14 ft,,81-83,,
8:43.0,,,81-83,,Defensive rebound by J. Redick
8:30.0,,,81-85,2,J. Redick makes 2-pt shot from 13 ft (assist by B. Griffin)
8:30.0,,,81-85,,Shooting foul by S. Blake (drawn by J. Redick)
8:30.0,Official timeout,,81-85,,
8:30.0,N. Batum enters the game for W. Matthews,,81-85,,
8:30.0,L. Aldridge enters the game for C. Kaman,,81-85,,
8:30.0,,,81-86,1,J. Redick makes free throw 1 of 1
8:06.0,L. Aldridge misses 3-pt shot from 26 ft,,81-86,,
8:04.0,,,81-86,,Defensive rebound by J. Redick
8:02.0,Violation by N. Batum (def goaltending),,81-86,,
8:02.0,,,81-88,2,M. Barnes makes 2-pt shot from 1 ft (assist by J. Redick)
7:41.0,Shooting foul by M. Barnes (drawn by R. Lopez),,81-88,,
7:41.0,R. Lopez misses free throw 1 of 2,,81-88,,
7:41.0,Offensive rebound by Team,,81-88,,
7:41.0,,,81-88,,C. Paul enters the game for J. Farmar
7:41.0,R. Lopez misses free throw 2 of 2,,81-88,,
7:39.0,,,81-88,,Defensive rebound by M. Barnes
7:26.0,,,81-90,2,J. Redick makes 2-pt shot from 6 ft (assist by C. Paul)
7:11.0,N. Batum misses 3-pt shot from 26 ft,,81-90,,
7:09.0,Offensive rebound by L. Aldridge,,81-90,,
7:08.0,Shooting foul by M. Barnes (drawn by L. Aldridge),,81-90,,
7:08.0,L. Aldridge makes free throw 1 of 2,1,82-90,,
7:08.0,W. Matthews enters the game for S. Blake,,82-90,,
7:08.0,,,82-90,,D. Jordan enters the game for G. Davis
7:08.0,L. Aldridge makes free throw 2 of 2,1,83-90,,
6:55.0,,,83-92,2,J. Redick makes 2-pt shot from 3 ft (assist by C. Paul)
6:35.0,N. Batum makes 2-pt shot from 18 ft (assist by R. Lopez),2,85-92,,
6:16.0,,,85-94,2,B. Griffin makes 2-pt shot from 13 ft
6:01.0,W. Matthews makes 3-pt shot from 26 ft (assist by D. Lillard),3,88-94,,
5:34.0,,,88-96,2,J. Redick makes 2-pt shot from 21 ft
5:12.0,L. Aldridge misses 2-pt shot from 11 ft,,88-96,,
5:11.0,,,88-96,,Defensive rebound by B. Griffin
4:56.0,,,88-96,,B. Griffin misses 2-pt shot from 17 ft
4:55.0,Defensive rebound by R. Lopez,,88-96,,
4:49.0,N. Batum makes 3-pt shot from 25 ft (assist by D. Lillard),3,91-96,,
4:49.0,,,91-96,,LA Clippers full timeout
4:49.0,,,91-96,,J. Crawford enters the game for M. Barnes
4:30.0,,,91-96,,B. Griffin misses 2-pt shot from 8 ft
4:29.0,Defensive rebound by D. Lillard,,91-96,,
4:12.0,N. Batum misses 2-pt shot from 22 ft,,91-96,,
4:10.0,,,91-96,,Defensive rebound by D. Jordan
4:00.0,,,91-98,2,C. Paul makes 2-pt shot from 16 ft
3:41.0,W. Matthews misses 3-pt shot from 25 ft,,91-98,,
3:39.0,,,91-98,,Defensive rebound by C. Paul
3:23.0,,,91-100,2,C. Paul makes 2-pt shot from 17 ft
3:05.0,D. Lillard makes 2-pt shot from 1 ft,2,93-100,,
2:43.0,,,93-100,,C. Paul misses 2-pt shot from 15 ft
2:42.0,,,93-100,,Offensive rebound by D. Jordan
