time,Cleveland,pts.away,score,pts.home,Boston
3:56.0,Personal foul by J. Harris (drawn by P. Pressey),,68-103,,
3:56.0,M. Miller enters the game for I. Shumpert,,68-103,,
3:42.0,,,68-105,2,P. Pressey makes 2-pt shot from 3 ft
3:24.0,S. Marion makes 2-pt shot from 14 ft,2,70-105,,
3:12.0,Violation by K. Perkins (def goaltending),,70-105,,
3:12.0,,,70-107,2,J. Jerebko makes 2-pt shot from 2 ft (assist by J. Sullinger)
2:54.0,J. Harris makes 2-pt shot from 4 ft,2,72-107,,
2:48.0,,,72-110,3,L. Datome makes 3-pt shot from 25 ft (assist by P. Pressey)
2:24.0,J. Harris makes 2-pt shot from 17 ft (assist by M. Miller),2,74-110,,
2:12.0,Personal foul by K. Perkins (drawn by K. Olynyk),,74-110,,
2:12.0,Cleveland full timeout,,74-110,,
2:12.0,,,74-111,1,K. Olynyk makes free throw 1 of 2
2:12.0,,,74-112,1,K. Olynyk makes free throw 2 of 2
1:53.0,S. Marion makes 2-pt shot from 2 ft (assist by K. Perkins),2,76-112,,
1:36.0,,,76-112,,L. Datome misses 2-pt shot from 18 ft
1:33.0,,,76-112,,Offensive rebound by K. Olynyk
1:29.0,,,76-112,,J. Jerebko misses 3-pt shot from 27 ft
1:28.0,,,76-112,,Offensive rebound by J. Sullinger
1:27.0,,,76-114,2,J. Sullinger makes 2-pt shot from 1 ft
1:09.0,J. Harris misses 3-pt shot from 26 ft,,76-114,,
1:08.0,Offensive rebound by J. Jones,,76-114,,
0:53.0,K. Perkins misses 2-pt shot from 3 ft,,76-114,,
0:52.0,,,76-114,,Defensive rebound by K. Olynyk
0:46.0,,,76-114,,Shooting foul by K. Perkins (drawn by J. Sullinger)
0:46.0,,,76-114,,J. Sullinger misses free throw 1 of 2
0:46.0,,,76-114,,Offensive rebound by Team
0:46.0,,,76-115,1,J. Sullinger makes free throw 2 of 2
0:34.0,K. Perkins misses 2-pt shot from 20 ft,,76-115,,
0:33.0,,,76-115,,Defensive rebound by P. Pressey
0:24.0,,,76-117,2,P. Pressey makes 2-pt shot from 3 ft
0:14.0,J. Jones makes 2-pt shot from 18 ft,2,78-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
