time,Brooklyn,pts.away,score,pts.home,Cleveland
7:35.0,M. Brown makes free throw 2 of 2,1,14-7,,
7:14.0,,,14-7,,L. James misses 2-pt shot from 16 ft
7:13.0,Defensive rebound by B. Lopez,,14-7,,
7:05.0,,,14-7,,Personal foul by J. Smith (drawn by J. Johnson)
6:54.0,B. Lopez misses 2-pt shot from 9 ft,,14-7,,
6:52.0,,,14-7,,Defensive rebound by K. Love
6:49.0,,,14-7,,Turnover by K. Love (bad pass; steal by T. Young)
6:45.0,D. Williams misses 3-pt shot from 25 ft,,14-7,,
6:45.0,Offensive rebound by B. Lopez,,14-7,,
6:45.0,B. Lopez makes 2-pt shot at rim,2,16-7,,
6:45.0,,,16-7,,Cleveland full timeout
6:33.0,,,16-7,,J. Smith misses 3-pt shot from 25 ft
6:32.0,Defensive rebound by Team,,16-7,,
6:14.0,T. Young makes 2-pt shot from 5 ft (assist by D. Williams),2,18-7,,
6:01.0,Personal foul by D. Williams (drawn by K. Irving),,18-7,,
5:51.0,,,18-7,,L. James misses 2-pt shot from 18 ft
5:49.0,Defensive rebound by M. Brown,,18-7,,
5:41.0,M. Brown makes 2-pt shot from 9 ft,2,20-7,,
5:18.0,,,20-7,,K. Irving misses 2-pt shot from 14 ft
5:17.0,,,20-7,,Offensive rebound by K. Irving
5:15.0,,,20-9,2,K. Irving makes 2-pt shot at rim
5:10.0,Shooting foul by T. Mozgov (drawn by D. Williams),,20-9,,
5:10.0,D. Williams makes free throw 1 of 2,1,21-9,,
5:10.0,,,21-9,,T. Thompson enters the game for T. Mozgov
5:10.0,D. Williams makes free throw 2 of 2,1,22-9,,
4:57.0,,,22-9,,J. Smith misses 2-pt shot from 4 ft (block by B. Lopez)
4:57.0,,,22-9,,Offensive rebound by Team
4:51.0,,,22-9,,K. Irving misses 2-pt shot at rim
4:50.0,,,22-9,,Offensive rebound by T. Thompson
4:34.0,,,22-9,,Shooting foul by B. Lopez (drawn by L. James)
4:34.0,,,22-9,,L. James misses free throw 1 of 2
4:34.0,,,22-9,,Offensive rebound by Team
4:34.0,,,22-9,,I. Shumpert enters the game for J. Smith
4:34.0,,,22-10,1,L. James makes free throw 2 of 2
4:11.0,J. Johnson misses 2-pt shot from 12 ft,,22-10,,
4:10.0,Offensive rebound by B. Lopez,,22-10,,
4:09.0,B. Lopez misses 2-pt shot at rim,,22-10,,
4:09.0,,,22-10,,Defensive rebound by Team
4:09.0,Loose ball foul by M. Brown (drawn by I. Shumpert),,22-10,,
4:06.0,B. Bogdanovic enters the game for M. Brown,,22-10,,
3:50.0,,,22-10,,K. Love misses 3-pt shot from 24 ft
3:49.0,Defensive rebound by J. Johnson,,22-10,,
3:36.0,T. Young misses 3-pt shot from 26 ft,,22-10,,
3:36.0,,,22-10,,Defensive rebound by K. Irving
3:23.0,,,22-12,2,K. Irving makes 2-pt shot from 16 ft
3:12.0,D. Williams misses 2-pt shot from 12 ft,,22-12,,
3:09.0,,,22-12,,Defensive rebound by K. Love
3:00.0,Personal foul by T. Young (drawn by T. Thompson),,22-12,,
3:00.0,,,22-13,1,T. Thompson makes free throw 1 of 2
3:00.0,J. Jack enters the game for D. Williams,,22-13,,
3:00.0,M. Plumlee enters the game for T. Young,,22-13,,
3:00.0,,,22-13,,M. Dellavedova enters the game for L. James
3:00.0,,,22-13,,T. Thompson misses free throw 2 of 2
3:00.0,Defensive rebound by B. Bogdanovic,,22-13,,
2:47.0,J. Jack misses 3-pt shot from 26 ft,,22-13,,
2:46.0,,,22-13,,Defensive rebound by K. Love
2:36.0,,,22-16,3,K. Irving makes 3-pt shot from 25 ft (assist by M. Dellavedova)
2:30.0,Brooklyn full timeout,,22-16,,
2:14.0,J. Johnson misses 3-pt shot from 24 ft,,22-16,,
2:13.0,,,22-16,,Defensive rebound by K. Irving
2:04.0,,,22-18,2,I. Shumpert makes 2-pt shot from 19 ft (assist by K. Irving)
1:38.0,B. Lopez makes 2-pt shot from 20 ft (assist by J. Jack),2,24-18,,
1:17.0,,,24-20,2,M. Dellavedova makes 2-pt shot from 5 ft (assist by K. Love)
1:00.0,,,24-20,,Personal foul by I. Shumpert (drawn by J. Johnson)
0:51.0,B. Bogdanovic misses 2-pt shot from 6 ft,,24-20,,
0:50.0,,,24-20,,Defensive rebound by T. Thompson
0:44.0,,,24-22,2,K. Love makes 2-pt shot from 3 ft (assist by K. Irving)
0:44.0,,,24-22,,Shooting foul by M. Plumlee (drawn by K. Love)
0:44.0,A. Anderson enters the game for J. Johnson,,24-22,,
0:44.0,,,24-22,,J. Smith enters the game for K. Irving
0:44.0,,,24-23,1,K. Love makes free throw 1 of 1
0:25.0,J. Jack makes 2-pt shot from 1 ft (assist by B. Lopez),2,26-23,,
0:00.0,,,26-23,,M. Dellavedova misses 3-pt shot from 25 ft
0:00.0,,,26-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,B. Lopez misses 2-pt shot from 7 ft,,26-23,,
11:32.0,,,26-23,,Defensive rebound by I. Shumpert
11:16.0,,,26-23,,L. James misses 2-pt shot from 10 ft
11:15.0,Defensive rebound by A. Anderson,,26-23,,
11:13.0,,,26-23,,Personal foul by M. Dellavedova (drawn by J. Jack)
11:13.0,D. Williams enters the game for B. Lopez,,26-23,,
11:04.0,J. Jack makes 2-pt shot from 14 ft,2,28-23,,
10:47.0,,,28-25,2,J. Smith makes 2-pt shot from 17 ft (assist by L. James)
10:26.0,J. Jack misses 2-pt shot from 1 ft,,28-25,,
10:25.0,,,28-25,,Defensive rebound by T. Thompson
10:17.0,,,28-28,3,I. Shumpert makes 3-pt shot from 24 ft (assist by J. Smith)
10:15.0,Brooklyn full timeout,,28-28,,
10:04.0,J. Jack misses 2-pt shot from 2 ft,,28-28,,
10:04.0,Offensive rebound by Team,,28-28,,
9:50.0,D. Williams misses 3-pt shot from 26 ft,,28-28,,
9:50.0,,,28-28,,Defensive rebound by Team
9:26.0,,,28-31,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
9:08.0,Turnover by M. Plumlee (lost ball; steal by T. Thompson),,28-31,,
9:00.0,,,28-33,2,I. Shumpert makes 2-pt shot from 20 ft (assist by J. Smith)
8:42.0,M. Plumlee makes 2-pt shot at rim (assist by J. Jack),2,30-33,,
8:29.0,,,30-36,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
8:07.0,A. Anderson misses 2-pt shot from 12 ft,,30-36,,
8:06.0,,,30-36,,Defensive rebound by L. James
7:59.0,,,30-39,3,J. Smith makes 3-pt shot from 23 ft (assist by L. James)
7:57.0,Brooklyn full timeout,,30-39,,
7:57.0,B. Lopez enters the game for M. Plumlee,,30-39,,
7:57.0,J. Johnson enters the game for A. Anderson,,30-39,,
7:44.0,D. Williams misses 2-pt shot from 22 ft,,30-39,,
7:43.0,,,30-39,,Defensive rebound by L. James
7:32.0,,,30-39,,J. Smith misses 3-pt shot from 24 ft
7:31.0,Defensive rebound by J. Johnson,,30-39,,
7:16.0,J. Jack misses 3-pt shot from 23 ft,,30-39,,
7:15.0,,,30-39,,Defensive rebound by J. Smith
6:59.0,,,30-39,,Shooting foul by B. Bogdanovic (drawn by L. James)
6:59.0,,,30-40,1,L. James makes free throw 1 of 2
6:59.0,,,30-41,1,L. James makes free throw 2 of 2
6:37.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by D. Williams),3,33-41,,
6:25.0,,,33-41,,Shooting foul by B. Lopez (drawn by T. Thompson)
6:25.0,,,33-42,1,T. Thompson makes free throw 1 of 2
6:25.0,,,33-42,,K. Irving enters the game for M. Dellavedova
6:25.0,,,33-42,,T. Thompson misses free throw 2 of 2
6:24.0,Defensive rebound by B. Bogdanovic,,33-42,,
6:05.0,J. Johnson misses 2-pt shot from 17 ft,,33-42,,
6:04.0,Offensive rebound by B. Lopez,,33-42,,
6:02.0,B. Lopez makes 2-pt shot from 2 ft,2,35-42,,
5:49.0,,,35-45,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
5:38.0,D. Williams misses 3-pt shot from 25 ft,,35-45,,
5:37.0,Offensive rebound by B. Lopez,,35-45,,
5:35.0,Turnover by B. Lopez (bad pass),,35-45,,
5:35.0,Official timeout,,35-45,,
5:18.0,,,35-45,,J. Smith misses 3-pt shot from 22 ft
5:17.0,,,35-45,,Offensive rebound by I. Shumpert
5:17.0,,,35-45,,I. Shumpert misses 2-pt shot at rim
5:15.0,Defensive rebound by D. Williams,,35-45,,
5:11.0,D. Williams makes 2-pt shot at rim,2,37-45,,
4:53.0,,,37-48,3,I. Shumpert makes 3-pt shot from 25 ft (assist by L. James)
4:29.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,39-48,,
4:15.0,,,39-48,,K. Irving misses 2-pt shot from 7 ft (block by B. Lopez)
4:12.0,Defensive rebound by B. Lopez,,39-48,,
4:00.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by D. Williams),3,42-48,,
3:35.0,,,42-50,2,L. James makes 2-pt shot from 1 ft
3:29.0,D. Williams makes 2-pt shot at rim,2,44-50,,
3:29.0,Shooting foul by I. Shumpert (drawn by D. Williams),,44-50,,
3:29.0,,,44-50,,K. Love enters the game for I. Shumpert
3:29.0,T. Young enters the game for J. Jack,,44-50,,
3:29.0,D. Williams makes free throw 1 of 1,1,45-50,,
3:07.0,,,45-53,3,L. James makes 3-pt shot from 25 ft (assist by T. Thompson)
2:53.0,T. Young misses 2-pt shot from 5 ft,,45-53,,
2:52.0,,,45-53,,Defensive rebound by T. Thompson
2:42.0,,,45-53,,K. Irving misses 2-pt shot from 6 ft
2:41.0,Defensive rebound by T. Young,,45-53,,
2:36.0,B. Lopez misses 2-pt shot at rim (block by J. Smith),,45-53,,
2:35.0,,,45-53,,Defensive rebound by K. Love
2:31.0,,,45-55,2,L. James makes 2-pt shot at rim (assist by K. Irving)
2:21.0,J. Johnson misses 3-pt shot from 23 ft,,45-55,,
2:20.0,Offensive rebound by B. Lopez,,45-55,,
2:19.0,Turnover by D. Williams (back court),,45-55,,
2:19.0,,,45-55,,Cleveland full timeout
2:19.0,,,45-55,,T. Mozgov enters the game for T. Thompson
2:12.0,Personal foul by J. Johnson (drawn by L. James),,45-55,,
2:00.0,,,45-57,2,T. Mozgov makes 2-pt shot from 7 ft (assist by K. Love)
1:38.0,B. Lopez misses 2-pt shot from 6 ft,,45-57,,
1:37.0,,,45-57,,Defensive rebound by K. Irving
1:18.0,,,45-57,,K. Love misses 2-pt shot from 6 ft
1:17.0,Defensive rebound by D. Williams,,45-57,,
1:08.0,Turnover by T. Young (offensive foul),,45-57,,
1:08.0,Offensive foul by T. Young,,45-57,,
1:08.0,C. Jefferson enters the game for T. Young,,45-57,,
1:08.0,M. Plumlee enters the game for B. Lopez,,45-57,,
0:58.0,,,45-59,2,K. Love makes 2-pt shot from 8 ft (assist by L. James)
0:50.0,Turnover by D. Williams (bad pass),,45-59,,
0:32.0,,,45-59,,T. Mozgov misses 2-pt shot at rim
0:31.0,,,45-59,,Offensive rebound by T. Mozgov
0:31.0,Personal foul by C. Jefferson (drawn by T. Mozgov),,45-59,,
0:24.0,,,45-59,,K. Love misses 2-pt shot from 4 ft (block by C. Jefferson)
0:21.0,,,45-59,,Offensive rebound by K. Love
0:20.0,,,45-59,,K. Love misses 2-pt shot from 5 ft
0:18.0,Defensive rebound by C. Jefferson,,45-59,,
0:02.0,J. Johnson makes 2-pt shot from 11 ft,2,47-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Shooting foul by T. Mozgov (drawn by B. Lopez),,47-59,,
11:46.0,B. Lopez makes free throw 1 of 2,1,48-59,,
11:46.0,B. Lopez makes free throw 2 of 2,1,49-59,,
11:30.0,,,49-59,,J. Smith misses 2-pt shot from 21 ft
11:29.0,Defensive rebound by T. Young,,49-59,,
11:10.0,,,49-59,,Personal foul by L. James (drawn by B. Lopez)
10:54.0,D. Williams makes 3-pt shot from 30 ft (assist by B. Lopez),3,52-59,,
10:35.0,,,52-61,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
10:22.0,D. Williams makes 2-pt shot from 4 ft,2,54-61,,
10:01.0,,,54-63,2,K. Irving makes 2-pt shot from 3 ft
9:44.0,T. Young misses 3-pt shot from 26 ft,,54-63,,
9:43.0,,,54-63,,Defensive rebound by T. Mozgov
9:32.0,,,54-63,,J. Smith misses 3-pt shot from 25 ft
9:29.0,,,54-63,,Offensive rebound by K. Love
9:29.0,,,54-65,2,K. Love makes 2-pt shot at rim
9:14.0,D. Williams makes 2-pt shot from 11 ft (assist by B. Lopez),2,56-65,,
8:54.0,,,56-65,,Turnover by T. Mozgov (lost ball; steal by T. Young)
8:50.0,Turnover by T. Young (lost ball),,56-65,,
8:38.0,,,56-65,,Shooting foul by J. Johnson (drawn by T. Mozgov)
8:38.0,,,56-66,1,T. Mozgov makes free throw 1 of 2
8:38.0,,,56-67,1,T. Mozgov makes free throw 2 of 2
8:25.0,J. Johnson misses 2-pt shot from 7 ft,,56-67,,
8:24.0,,,56-67,,Defensive rebound by K. Love
8:01.0,,,56-69,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
7:51.0,Turnover by D. Williams (bad pass; steal by L. James),,56-69,,
7:45.0,,,56-69,,K. Irving misses 2-pt shot from 3 ft
7:43.0,,,56-69,,Offensive rebound by T. Mozgov
7:43.0,,,56-71,2,T. Mozgov makes 2-pt shot from 1 ft
7:43.0,,,56-71,,Shooting foul by T. Young (drawn by T. Mozgov)
7:43.0,B. Bogdanovic enters the game for M. Brown,,56-71,,
7:43.0,,,56-71,,T. Mozgov misses free throw 1 of 1
7:42.0,Defensive rebound by T. Young,,56-71,,
7:28.0,D. Williams makes 2-pt shot from 8 ft (assist by B. Lopez),2,58-71,,
7:16.0,,,58-73,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
7:00.0,D. Williams misses 2-pt shot from 12 ft,,58-73,,
6:59.0,,,58-73,,Defensive rebound by K. Love
6:58.0,M. Plumlee enters the game for T. Young,,58-73,,
6:48.0,,,58-76,3,L. James makes 3-pt shot from 25 ft
6:31.0,,,58-76,,Personal foul by K. Irving (drawn by M. Plumlee)
6:22.0,B. Lopez makes 2-pt shot from 18 ft (assist by D. Williams),2,60-76,,
6:01.0,,,60-76,,J. Smith misses 3-pt shot from 25 ft
6:00.0,Defensive rebound by J. Johnson,,60-76,,
5:54.0,D. Williams misses 2-pt shot from 4 ft (block by T. Mozgov),,60-76,,
5:53.0,,,60-76,,Defensive rebound by J. Smith
5:46.0,,,60-76,,Turnover by J. Smith (bad pass; steal by D. Williams)
5:37.0,D. Williams misses 3-pt shot from 25 ft,,60-76,,
5:36.0,,,60-76,,Defensive rebound by J. Smith
5:24.0,,,60-79,3,J. Smith makes 3-pt shot from 25 ft (assist by T. Mozgov)
5:21.0,Brooklyn full timeout,,60-79,,
5:21.0,,,60-79,,I. Shumpert enters the game for L. James
5:21.0,,,60-79,,M. Dellavedova enters the game for J. Smith
4:59.0,J. Johnson misses 2-pt shot from 12 ft,,60-79,,
4:56.0,,,60-79,,Defensive rebound by K. Love
4:48.0,,,60-81,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
4:36.0,Shooting foul by T. Mozgov (drawn by D. Williams),,60-81,,
4:36.0,D. Williams makes free throw 1 of 2,1,61-81,,
4:36.0,D. Williams makes free throw 2 of 2,1,62-81,,
4:28.0,,,62-81,,Shooting foul by D. Williams (drawn by K. Irving)
4:28.0,,,62-82,1,K. Irving makes free throw 1 of 2
4:28.0,J. Jack enters the game for J. Johnson,,62-82,,
4:28.0,,,62-82,,T. Thompson enters the game for T. Mozgov
4:28.0,,,62-82,,K. Irving misses free throw 2 of 2
4:28.0,Defensive rebound by B. Lopez,,62-82,,
4:10.0,B. Bogdanovic misses 3-pt shot from 24 ft,,62-82,,
4:09.0,,,62-82,,Defensive rebound by I. Shumpert
3:52.0,,,62-82,,Shooting foul by D. Williams (drawn by K. Love)
3:52.0,,,62-82,,K. Love misses free throw 1 of 2
3:52.0,,,62-82,,Offensive rebound by Team
3:52.0,M. Brown enters the game for D. Williams,,62-82,,
3:52.0,,,62-83,1,K. Love makes free throw 2 of 2
3:34.0,,,62-83,,Personal foul by K. Love (drawn by J. Jack)
3:34.0,J. Jack makes free throw 1 of 2,1,63-83,,
3:34.0,J. Jack makes free throw 2 of 2,1,64-83,,
3:27.0,Violation by M. Brown (kicked ball),,64-83,,
3:17.0,,,64-85,2,T. Thompson makes 2-pt shot at rim
3:07.0,J. Jack misses 3-pt shot from 25 ft,,64-85,,
3:06.0,,,64-85,,Defensive rebound by K. Love
2:57.0,,,64-87,2,T. Thompson makes 2-pt shot at rim (assist by K. Love)
2:39.0,J. Jack makes 2-pt shot from 7 ft (assist by M. Brown),2,66-87,,
2:19.0,Violation by B. Lopez (kicked ball),,66-87,,
2:19.0,,,66-87,,Cleveland full timeout
2:08.0,,,66-87,,I. Shumpert misses 3-pt shot from 24 ft
2:08.0,Defensive rebound by J. Jack,,66-87,,
1:54.0,M. Brown makes 2-pt shot from 21 ft (assist by B. Bogdanovic),2,68-87,,
1:34.0,,,68-89,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
1:19.0,B. Bogdanovic misses 2-pt shot from 9 ft,,68-89,,
1:17.0,Offensive rebound by M. Plumlee,,68-89,,
1:12.0,M. Plumlee makes 2-pt shot at rim (assist by J. Jack),2,70-89,,
0:54.0,,,70-91,2,T. Thompson makes 2-pt shot from 8 ft (assist by K. Love)
0:46.0,,,70-91,,Personal foul by M. Dellavedova (drawn by J. Jack)
0:46.0,J. Jack misses free throw 1 of 2,,70-91,,
0:46.0,Offensive rebound by Team,,70-91,,
0:46.0,C. Jefferson enters the game for B. Lopez,,70-91,,
0:46.0,J. Jack makes free throw 2 of 2,1,71-91,,
0:36.0,,,71-91,,Turnover by K. Irving (lost ball; steal by M. Plumlee)
0:33.0,Shooting foul by M. Dellavedova (drawn by M. Plumlee),,71-91,,
0:33.0,M. Plumlee makes free throw 1 of 2,1,72-91,,
0:33.0,M. Plumlee makes free throw 2 of 2,1,73-91,,
0:17.0,,,73-94,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by K. Irving)
0:02.0,J. Jack misses 2-pt shot from 14 ft,,73-94,,
0:01.0,,,73-94,,Defensive rebound by K. Irving
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,73-94,,L. James misses 2-pt shot from 10 ft
11:30.0,Defensive rebound by J. Jack,,73-94,,
11:25.0,M. Brown misses 2-pt shot from 12 ft,,73-94,,
11:24.0,,,73-94,,Defensive rebound by T. Thompson
11:17.0,,,73-94,,Turnover by M. Dellavedova (bad pass; steal by M. Brown)
11:12.0,B. Bogdanovic makes 2-pt shot at rim (assist by M. Brown),2,75-94,,
10:55.0,,,75-94,,L. James misses 2-pt shot from 17 ft
10:54.0,Defensive rebound by M. Plumlee,,75-94,,
10:54.0,,,75-94,,Personal foul by T. Thompson (drawn by M. Plumlee)
10:39.0,M. Brown misses 2-pt shot from 20 ft,,75-94,,
10:39.0,,,75-94,,Defensive rebound by Team
10:24.0,,,75-94,,J. Jones misses 3-pt shot from 24 ft
10:22.0,,,75-94,,Offensive rebound by T. Thompson
10:18.0,,,75-97,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by T. Thompson)
10:04.0,J. Jack makes 2-pt shot from 12 ft,2,77-97,,
9:46.0,Personal foul by C. Jefferson (drawn by I. Shumpert),,77-97,,
9:33.0,,,77-100,3,J. Jones makes 3-pt shot from 26 ft (assist by M. Dellavedova)
9:11.0,B. Bogdanovic makes 2-pt shot at rim (assist by M. Brown),2,79-100,,
8:58.0,,,79-103,3,J. Jones makes 3-pt shot from 25 ft (assist by M. Dellavedova)
8:38.0,M. Brown misses 3-pt shot from 23 ft,,79-103,,
8:37.0,Offensive rebound by M. Plumlee,,79-103,,
8:36.0,Shooting foul by J. Jones (drawn by M. Plumlee),,79-103,,
8:36.0,Official timeout,,79-103,,
8:36.0,M. Plumlee misses free throw 1 of 2,,79-103,,
8:36.0,Offensive rebound by Team,,79-103,,
8:36.0,M. Plumlee makes free throw 2 of 2,1,80-103,,
8:23.0,,,80-103,,I. Shumpert misses 3-pt shot from 23 ft
8:22.0,Defensive rebound by J. Jack,,80-103,,
7:58.0,M. Plumlee makes 2-pt shot at rim,2,82-103,,
7:32.0,,,82-103,,L. James misses 3-pt shot from 25 ft
7:31.0,Defensive rebound by M. Plumlee,,82-103,,
7:27.0,Turnover by J. Jack (bad pass),,82-103,,
7:09.0,,,82-103,,I. Shumpert misses 2-pt shot from 2 ft
7:09.0,,,82-103,,Offensive rebound by Team
6:59.0,,,82-103,,L. James misses 2-pt shot from 6 ft
6:59.0,,,82-103,,Offensive rebound by L. James
6:59.0,,,82-103,,Shooting foul by M. Plumlee (drawn by L. James)
6:59.0,,,82-103,,L. James misses free throw 1 of 2
6:59.0,,,82-103,,Offensive rebound by Team
6:59.0,D. Morris enters the game for J. Jack,,82-103,,
6:59.0,,,82-103,,K. Perkins enters the game for T. Thompson
6:59.0,,,82-104,1,L. James makes free throw 2 of 2
6:42.0,M. Brown makes 2-pt shot from 5 ft,2,84-104,,
6:20.0,,,84-104,,K. Perkins misses 2-pt shot from 1 ft (block by M. Plumlee)
6:17.0,Defensive rebound by M. Plumlee,,84-104,,
6:10.0,M. Brown misses 2-pt shot from 13 ft,,84-104,,
6:08.0,,,84-104,,Defensive rebound by M. Dellavedova
6:02.0,,,84-106,2,L. James makes 2-pt shot from 2 ft (assist by M. Dellavedova)
5:44.0,C. Jefferson makes 2-pt shot from 12 ft (assist by M. Plumlee),2,86-106,,
5:16.0,,,86-106,,K. Perkins misses 2-pt shot from 4 ft (block by C. Jefferson)
5:15.0,,,86-106,,Offensive rebound by K. Perkins
5:13.0,,,86-108,2,K. Perkins makes 2-pt shot at rim
5:04.0,Shooting foul by I. Shumpert (drawn by M. Plumlee),,86-108,,
5:04.0,,,86-108,,Cleveland full timeout
5:04.0,,,86-108,,S. Marion enters the game for L. James
5:04.0,M. Plumlee makes free throw 1 of 2,1,87-108,,
5:04.0,M. Plumlee misses free throw 2 of 2,,87-108,,
5:03.0,,,87-108,,Defensive rebound by K. Perkins
4:42.0,,,87-108,,Turnover by M. Dellavedova (bad pass)
4:26.0,Shooting foul by K. Perkins (drawn by M. Plumlee),,87-108,,
4:26.0,M. Plumlee misses free throw 1 of 2,,87-108,,
4:26.0,Offensive rebound by Team,,87-108,,
4:26.0,,,87-108,,M. Miller enters the game for I. Shumpert
4:26.0,M. Plumlee misses free throw 2 of 2,,87-108,,
4:25.0,,,87-108,,Defensive rebound by S. Marion
4:10.0,,,87-110,2,S. Marion makes 2-pt shot at rim
3:54.0,D. Morris misses 2-pt shot from 15 ft,,87-110,,
3:53.0,Offensive rebound by C. Jefferson,,87-110,,
3:38.0,M. Brown makes 3-pt shot from 25 ft (assist by C. Jefferson),3,90-110,,
3:14.0,Personal foul by M. Brown (drawn by K. Perkins),,90-110,,
3:14.0,J. Jordan enters the game for M. Plumlee,,90-110,,
3:07.0,,,90-110,,M. Dellavedova misses 2-pt shot from 6 ft
3:06.0,,,90-110,,Offensive rebound by K. Perkins
3:03.0,,,90-112,2,K. Perkins makes 2-pt shot at rim
2:47.0,M. Brown misses 2-pt shot from 20 ft,,90-112,,
2:46.0,,,90-112,,Defensive rebound by K. Perkins
2:38.0,,,90-112,,S. Marion misses 2-pt shot from 4 ft
2:36.0,Defensive rebound by M. Brown,,90-112,,
2:29.0,B. Bogdanovic misses 3-pt shot from 25 ft,,90-112,,
2:28.0,,,90-112,,Defensive rebound by K. Perkins
2:10.0,,,90-112,,Turnover by K. Perkins (lost ball)
2:10.0,Brooklyn full timeout,,90-112,,
1:57.0,J. Jordan misses 2-pt shot from 1 ft (block by K. Perkins),,90-112,,
1:56.0,,,90-112,,Defensive rebound by M. Miller
1:38.0,,,90-114,2,S. Marion makes 2-pt shot from 5 ft
1:27.0,D. Morris misses 2-pt shot from 7 ft,,90-114,,
1:26.0,,,90-114,,Defensive rebound by K. Perkins
1:06.0,,,90-117,3,M. Miller makes 3-pt shot from 25 ft (assist by S. Marion)
0:53.0,Offensive foul by D. Morris,,90-117,,
0:53.0,Turnover by D. Morris (offensive foul),,90-117,,
0:38.0,,,90-117,,M. Miller misses 3-pt shot from 22 ft
0:37.0,Defensive rebound by Team,,90-117,,
0:25.0,C. Jefferson makes 2-pt shot from 1 ft (assist by M. Brown),2,92-117,,
0:01.0,,,92-117,,Turnover by Team (shot clock)
0:00.0,D. Morris misses 3-pt shot from 37 ft,,92-117,,
0:00.0,Offensive rebound by Team,,92-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
