time,Memphis,pts.away,score,pts.home,Golden State
6:47.0,,,14-8,,Defensive rebound by D. Lee
6:41.0,,,14-8,,D. Lee misses 2-pt shot from 3 ft
6:39.0,Defensive rebound by Z. Randolph,,14-8,,
6:35.0,C. Lee misses 2-pt shot from 6 ft,,14-8,,
6:33.0,,,14-8,,Defensive rebound by H. Barnes
6:22.0,,,14-11,3,S. Curry makes 3-pt shot from 28 ft (assist by A. Bogut)
5:53.0,Offensive charge foul by M. Gasol,,14-11,,
5:53.0,Turnover by M. Gasol (offensive foul),,14-11,,
5:53.0,,,14-11,,Golden State full timeout
5:53.0,B. Udrih enters the game for M. Conley,,14-11,,
5:53.0,K. Koufos enters the game for M. Gasol,,14-11,,
5:53.0,,,14-11,,A. Iguodala enters the game for H. Barnes
5:34.0,,,14-11,,D. Lee misses 2-pt shot from 9 ft
5:33.0,Defensive rebound by Z. Randolph,,14-11,,
5:12.0,Z. Randolph makes 2-pt shot from 5 ft,2,16-11,,
5:04.0,Personal foul by T. Allen (drawn by K. Thompson),,16-11,,
5:04.0,,,16-11,,F. Ezeli enters the game for A. Bogut
4:58.0,,,16-11,,Shooting foul by Z. Randolph (drawn by D. Lee)
4:58.0,,,16-11,,D. Lee misses free throw 1 of 2
4:58.0,,,16-11,,Offensive rebound by Team
4:58.0,,,16-12,1,D. Lee makes free throw 2 of 2
4:45.0,Z. Randolph misses 2-pt shot from 13 ft,,16-12,,
4:43.0,,,16-12,,Defensive rebound by D. Lee
4:36.0,,,16-12,,Turnover by K. Thompson (lost ball; steal by B. Udrih)
4:31.0,T. Allen misses 2-pt shot from 2 ft,,16-12,,
4:28.0,Offensive rebound by T. Allen,,16-12,,
4:13.0,Z. Randolph makes 2-pt shot from 8 ft (assist by T. Allen),2,18-12,,
4:01.0,,,18-12,,S. Curry misses 2-pt shot from 18 ft
3:59.0,Defensive rebound by K. Koufos,,18-12,,
3:48.0,K. Koufos makes 2-pt shot from 7 ft (assist by B. Udrih),2,20-12,,
3:41.0,,,20-12,,Shooting foul by K. Koufos (drawn by F. Ezeli)
3:41.0,,,20-13,1,F. Ezeli makes free throw 1 of 2
3:41.0,J. Green enters the game for T. Allen,,20-13,,
3:41.0,,,20-13,,L. Barbosa enters the game for K. Thompson
3:41.0,,,20-13,,H. Barnes enters the game for D. Lee
3:41.0,,,20-13,,F. Ezeli misses free throw 2 of 2
3:40.0,Defensive rebound by Z. Randolph,,20-13,,
3:26.0,K. Koufos misses 2-pt shot from 6 ft,,20-13,,
3:26.0,,,20-13,,Defensive rebound by S. Curry
3:18.0,,,20-13,,S. Curry misses 2-pt shot from 7 ft
3:17.0,Defensive rebound by B. Udrih,,20-13,,
3:09.0,K. Koufos misses 2-pt shot from 7 ft,,20-13,,
3:08.0,,,20-13,,Defensive rebound by H. Barnes
3:02.0,,,20-13,,L. Barbosa misses 2-pt shot from 2 ft
3:00.0,Defensive rebound by K. Koufos,,20-13,,
2:56.0,Shooting foul by L. Barbosa (drawn by Z. Randolph),,20-13,,
2:56.0,Memphis full timeout,,20-13,,
2:56.0,Z. Randolph makes free throw 1 of 2,1,21-13,,
2:56.0,Z. Randolph makes free throw 2 of 2,1,22-13,,
2:39.0,,,22-13,,A. Iguodala misses 2-pt shot from 12 ft
2:38.0,Defensive rebound by Team,,22-13,,
2:37.0,V. Carter enters the game for Z. Randolph,,22-13,,
2:22.0,J. Green makes 2-pt shot from 6 ft (assist by V. Carter),2,24-13,,
2:11.0,,,24-15,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
1:57.0,B. Udrih misses 3-pt shot from 26 ft,,24-15,,
1:56.0,,,24-15,,Defensive rebound by H. Barnes
1:48.0,,,24-17,2,S. Curry makes 2-pt shot from 2 ft
1:34.0,C. Lee makes 2-pt shot from 1 ft (assist by B. Udrih),2,26-17,,
1:21.0,,,26-20,3,A. Iguodala makes 3-pt shot from 27 ft (assist by S. Curry)
1:04.0,B. Udrih misses 2-pt shot from 20 ft,,26-20,,
1:03.0,,,26-20,,Defensive rebound by H. Barnes
0:50.0,,,26-22,2,L. Barbosa makes 2-pt shot from 14 ft
0:29.0,C. Lee misses 2-pt shot from 2 ft,,26-22,,
0:28.0,Offensive rebound by Team,,26-22,,
0:12.0,B. Udrih makes 2-pt shot from 3 ft,2,28-22,,
0:03.0,,,28-22,,H. Barnes misses 3-pt shot from 23 ft
0:00.0,,,28-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,28-22,,Turnover by L. Barbosa (lost ball; steal by B. Udrih)
11:21.0,Turnover by J. Green (lost ball; steal by S. Livingston),,28-22,,
11:17.0,,,28-24,2,L. Barbosa makes 2-pt shot from 2 ft (assist by S. Livingston)
11:17.0,,,28-24,,Shooting foul by V. Carter (drawn by L. Barbosa)
11:17.0,,,28-25,1,L. Barbosa makes free throw 1 of 1
11:04.0,,,28-25,,Personal foul by S. Livingston (drawn by V. Carter)
10:51.0,B. Udrih misses 2-pt shot from 18 ft,,28-25,,
10:50.0,,,28-25,,Defensive rebound by L. Barbosa
10:42.0,,,28-25,,D. Green misses 3-pt shot from 28 ft
10:41.0,Defensive rebound by V. Carter,,28-25,,
10:28.0,M. Gasol makes 2-pt shot from 2 ft,2,30-25,,
10:09.0,,,30-28,3,L. Barbosa makes 3-pt shot from 25 ft (assist by A. Iguodala)
9:57.0,,,30-28,,Personal foul by M. Speights (drawn by M. Gasol)
9:57.0,M. Conley enters the game for B. Udrih,,30-28,,
9:43.0,M. Conley misses 3-pt shot from 27 ft,,30-28,,
9:42.0,,,30-28,,Defensive rebound by D. Green
9:33.0,,,30-28,,M. Speights misses 2-pt shot from 12 ft
9:32.0,Defensive rebound by V. Carter,,30-28,,
9:19.0,M. Gasol makes 2-pt shot from 10 ft (assist by V. Carter),2,32-28,,
9:12.0,,,32-28,,Shooting foul by M. Conley (drawn by M. Speights)
9:12.0,,,32-29,1,M. Speights makes free throw 1 of 2
9:12.0,,,32-30,1,M. Speights makes free throw 2 of 2
8:54.0,,,32-30,,Personal foul by L. Barbosa (drawn by M. Conley)
8:54.0,Official timeout,,32-30,,
8:54.0,,,32-30,,K. Thompson enters the game for L. Barbosa
8:41.0,J. Green misses 3-pt shot from 27 ft,,32-30,,
8:40.0,,,32-30,,Defensive rebound by M. Speights
8:24.0,,,32-30,,Turnover by S. Livingston (traveling)
8:24.0,T. Allen enters the game for V. Carter,,32-30,,
8:05.0,J. Green makes 2-pt shot from 10 ft,2,34-30,,
7:54.0,,,34-30,,Turnover by K. Thompson (bad pass; steal by K. Koufos)
7:37.0,M. Conley makes 2-pt shot from 15 ft,2,36-30,,
7:17.0,,,36-30,,D. Green misses 2-pt shot from 5 ft (block by K. Koufos)
7:16.0,,,36-30,,Offensive rebound by D. Green
7:14.0,,,36-30,,Turnover by M. Speights (3 sec)
7:14.0,V. Carter enters the game for K. Koufos,,36-30,,
7:14.0,,,36-30,,A. Bogut enters the game for M. Speights
7:14.0,,,36-30,,S. Curry enters the game for A. Iguodala
7:05.0,Offensive charge foul by M. Gasol,,36-30,,
7:05.0,Turnover by M. Gasol (offensive foul),,36-30,,
7:05.0,Z. Randolph enters the game for M. Gasol,,36-30,,
6:45.0,,,36-30,,S. Livingston misses 2-pt shot from 13 ft
6:44.0,Defensive rebound by Z. Randolph,,36-30,,
6:36.0,V. Carter misses 2-pt shot from 2 ft,,36-30,,
6:35.0,Offensive rebound by V. Carter,,36-30,,
6:35.0,V. Carter misses 2-pt shot from 2 ft,,36-30,,
6:34.0,,,36-30,,Defensive rebound by D. Green
6:29.0,,,36-30,,K. Thompson misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by Team,,36-30,,
6:16.0,M. Conley misses 2-pt shot from 12 ft,,36-30,,
6:15.0,,,36-30,,Defensive rebound by D. Green
6:03.0,,,36-30,,S. Curry misses 3-pt shot from 27 ft
6:02.0,Defensive rebound by V. Carter,,36-30,,
5:41.0,J. Green misses 3-pt shot from 25 ft,,36-30,,
5:40.0,,,36-30,,Defensive rebound by A. Bogut
5:35.0,,,36-30,,Golden State full timeout
5:24.0,,,36-32,2,A. Bogut makes 2-pt shot at rim (assist by K. Thompson)
4:58.0,Memphis full timeout,,36-32,,
4:58.0,C. Lee enters the game for V. Carter,,36-32,,
4:53.0,J. Green makes 2-pt shot from 8 ft (assist by Z. Randolph),2,38-32,,
4:39.0,,,38-35,3,K. Thompson makes 3-pt shot from 26 ft
4:25.0,Turnover by M. Conley (bad pass; steal by K. Thompson),,38-35,,
4:20.0,,,38-35,,Turnover by S. Livingston (traveling)
4:20.0,,,38-35,,H. Barnes enters the game for S. Livingston
4:04.0,C. Lee misses 3-pt shot from 24 ft,,38-35,,
4:03.0,,,38-35,,Defensive rebound by K. Thompson
3:53.0,,,38-35,,K. Thompson misses 3-pt shot from 26 ft
3:52.0,,,38-35,,Offensive rebound by A. Bogut
3:47.0,,,38-35,,K. Thompson misses 2-pt shot at rim
3:46.0,Defensive rebound by J. Green,,38-35,,
3:34.0,C. Lee makes 3-pt shot from 23 ft,3,41-35,,
3:17.0,,,41-35,,K. Thompson misses 2-pt shot from 3 ft
3:16.0,Defensive rebound by J. Green,,41-35,,
3:06.0,M. Conley misses 3-pt shot from 26 ft,,41-35,,
3:05.0,,,41-35,,Defensive rebound by A. Bogut
3:00.0,,,41-35,,Golden State full timeout
3:00.0,M. Gasol enters the game for M. Conley,,41-35,,
3:00.0,B. Udrih enters the game for J. Green,,41-35,,
2:49.0,,,41-35,,K. Thompson misses 3-pt shot from 24 ft
2:47.0,Defensive rebound by B. Udrih,,41-35,,
2:32.0,Turnover by B. Udrih (lost ball; steal by A. Bogut),,41-35,,
2:24.0,,,41-35,,S. Curry misses 3-pt shot from 26 ft
2:23.0,Defensive rebound by C. Lee,,41-35,,
2:05.0,Turnover by Z. Randolph (bad pass; steal by D. Green),,41-35,,
1:59.0,,,41-37,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
1:46.0,Z. Randolph misses 2-pt shot from 8 ft,,41-37,,
1:45.0,,,41-37,,Defensive rebound by A. Bogut
1:31.0,,,41-39,2,D. Green makes 2-pt shot from 7 ft
1:25.0,Memphis full timeout,,41-39,,
1:25.0,,,41-39,,A. Iguodala enters the game for D. Green
1:15.0,M. Gasol makes 2-pt shot from 14 ft (assist by C. Lee),2,43-39,,
0:56.0,,,43-39,,K. Thompson misses 3-pt shot from 23 ft
0:55.0,Defensive rebound by B. Udrih,,43-39,,
0:45.0,T. Allen makes 2-pt shot from 4 ft,2,45-39,,
0:39.0,,,45-39,,Turnover by S. Curry (bad pass; steal by C. Lee)
0:35.0,T. Allen makes 2-pt shot from 1 ft (assist by Z. Randolph),2,47-39,,
0:35.0,Shooting foul by A. Iguodala (drawn by T. Allen),,47-39,,
0:35.0,J. Green enters the game for M. Gasol,,47-39,,
0:35.0,T. Allen makes free throw 1 of 1,1,48-39,,
0:24.0,,,48-39,,K. Thompson misses 2-pt shot from 8 ft
0:22.0,,,48-39,,Offensive rebound by A. Bogut
0:16.0,,,48-39,,S. Curry misses 2-pt shot from 6 ft
0:15.0,Defensive rebound by J. Green,,48-39,,
0:02.0,B. Udrih makes 2-pt shot from 14 ft,2,50-39,,
0:00.0,,,50-39,,S. Curry misses 3-pt shot from 55 ft
0:00.0,,,50-39,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,50-39,,Offensive foul by A. Bogut
11:42.0,,,50-39,,Turnover by A. Bogut (offensive foul)
11:26.0,C. Lee misses 2-pt shot from 16 ft (block by K. Thompson),,50-39,,
11:24.0,,,50-39,,Defensive rebound by K. Thompson
11:13.0,,,50-39,,A. Bogut misses 2-pt shot from 1 ft
11:12.0,,,50-39,,Offensive rebound by A. Bogut
11:12.0,,,50-41,2,A. Bogut makes 2-pt shot from 1 ft
10:53.0,Turnover by T. Allen (traveling),,50-41,,
10:38.0,,,50-41,,H. Barnes misses 2-pt shot from 12 ft
10:37.0,,,50-41,,Offensive rebound by A. Bogut
10:37.0,,,50-43,2,A. Bogut makes 2-pt shot from 2 ft
10:09.0,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol),3,53-43,,
9:51.0,,,53-43,,S. Curry misses 3-pt shot from 26 ft
9:50.0,Defensive rebound by M. Gasol,,53-43,,
9:32.0,T. Allen misses 3-pt shot from 24 ft,,53-43,,
9:31.0,,,53-43,,Defensive rebound by D. Green
9:27.0,,,53-43,,Shooting foul by C. Lee (drawn by D. Green)
9:27.0,,,53-44,1,D. Green makes free throw 1 of 2
9:27.0,,,53-45,1,D. Green makes free throw 2 of 2
9:11.0,M. Gasol makes 2-pt shot from 16 ft (assist by M. Conley),2,55-45,,
9:05.0,,,55-45,,D. Green misses 2-pt shot from 5 ft
9:03.0,Defensive rebound by Z. Randolph,,55-45,,
8:38.0,Z. Randolph makes 2-pt shot from 17 ft (assist by T. Allen),2,57-45,,
8:20.0,,,57-45,,Turnover by K. Thompson (traveling)
8:03.0,M. Gasol makes 2-pt shot from 12 ft (assist by M. Conley),2,59-45,,
8:03.0,,,59-45,,Golden State full timeout
7:48.0,,,59-45,,Turnover by K. Thompson (bad pass; steal by M. Gasol)
7:27.0,Memphis full timeout,,59-45,,
7:24.0,C. Lee misses 2-pt shot from 16 ft,,59-45,,
7:23.0,,,59-45,,Defensive rebound by A. Bogut
7:21.0,,,59-45,,Turnover by A. Bogut (lost ball; steal by T. Allen)
7:14.0,M. Conley misses 3-pt shot from 26 ft,,59-45,,
7:13.0,,,59-45,,Defensive rebound by K. Thompson
6:57.0,,,59-45,,Turnover by H. Barnes (bad pass; steal by M. Gasol)
6:50.0,,,59-45,,Personal foul by H. Barnes (drawn by M. Conley)
6:50.0,M. Conley makes free throw 1 of 2,1,60-45,,
6:50.0,,,60-45,,A. Iguodala enters the game for A. Bogut
6:50.0,M. Conley makes free throw 2 of 2,1,61-45,,
6:35.0,,,61-47,2,H. Barnes makes 2-pt shot from 7 ft (assist by K. Thompson)
6:09.0,Turnover by T. Allen (offensive goaltending),,61-47,,
5:59.0,,,61-50,3,A. Iguodala makes 3-pt shot from 26 ft (assist by S. Curry)
5:30.0,Z. Randolph misses 2-pt shot from 13 ft,,61-50,,
5:29.0,,,61-50,,Defensive rebound by K. Thompson
5:25.0,,,61-50,,Turnover by K. Thompson (lost ball; steal by T. Allen)
5:21.0,Shooting foul by A. Iguodala (drawn by M. Gasol),,61-50,,
5:21.0,M. Gasol misses free throw 1 of 2,,61-50,,
5:21.0,Offensive rebound by Team,,61-50,,
5:21.0,B. Udrih enters the game for M. Conley,,61-50,,
5:21.0,M. Gasol makes free throw 2 of 2,1,62-50,,
5:08.0,,,62-50,,K. Thompson misses 3-pt shot from 24 ft (block by T. Allen)
5:06.0,Defensive rebound by B. Udrih,,62-50,,
4:53.0,Turnover by Z. Randolph (lost ball; steal by D. Green),,62-50,,
4:41.0,,,62-52,2,H. Barnes makes 2-pt shot from 2 ft (assist by A. Iguodala)
4:16.0,C. Lee misses 2-pt shot from 7 ft,,62-52,,
4:15.0,Offensive rebound by Z. Randolph,,62-52,,
4:11.0,C. Lee makes 3-pt shot from 24 ft (assist by Z. Randolph),3,65-52,,
4:03.0,,,65-52,,Shooting foul by B. Udrih (drawn by S. Curry)
4:03.0,,,65-53,1,S. Curry makes free throw 1 of 2
4:03.0,J. Green enters the game for Z. Randolph,,65-53,,
4:03.0,,,65-53,,L. Barbosa enters the game for K. Thompson
4:03.0,,,65-54,1,S. Curry makes free throw 2 of 2
3:40.0,Shooting foul by D. Green (drawn by M. Gasol),,65-54,,
3:40.0,M. Gasol makes free throw 1 of 2,1,66-54,,
3:40.0,V. Carter enters the game for T. Allen,,66-54,,
3:40.0,M. Gasol makes free throw 2 of 2,1,67-54,,
3:33.0,,,67-57,3,S. Curry makes 3-pt shot from 25 ft (assist by L. Barbosa)
3:15.0,M. Gasol misses 2-pt shot from 8 ft,,67-57,,
3:14.0,,,67-57,,Defensive rebound by S. Curry
3:10.0,Personal foul by C. Lee (drawn by S. Curry),,67-57,,
3:04.0,,,67-57,,Turnover by H. Barnes (lost ball; steal by V. Carter)
2:58.0,B. Udrih misses 2-pt shot from 2 ft,,67-57,,
2:57.0,Offensive rebound by J. Green,,67-57,,
2:57.0,J. Green makes 2-pt shot from 2 ft,2,69-57,,
2:36.0,,,69-57,,L. Barbosa misses 2-pt shot from 10 ft
2:35.0,Defensive rebound by V. Carter,,69-57,,
2:20.0,C. Lee misses 3-pt shot from 23 ft,,69-57,,
2:19.0,,,69-57,,Defensive rebound by A. Iguodala
2:14.0,,,69-59,2,S. Curry makes 2-pt shot from 3 ft (assist by A. Iguodala)
1:55.0,V. Carter makes 2-pt shot from 18 ft (assist by M. Gasol),2,71-59,,
1:43.0,,,71-59,,Shooting foul by B. Udrih (drawn by L. Barbosa)
1:43.0,,,71-60,1,L. Barbosa makes free throw 1 of 2
1:43.0,,,71-61,1,L. Barbosa makes free throw 2 of 2
1:23.0,B. Udrih misses 2-pt shot from 8 ft (block by H. Barnes),,71-61,,
1:22.0,Offensive rebound by J. Green,,71-61,,
1:22.0,J. Green misses 2-pt shot from 2 ft,,71-61,,
1:21.0,Offensive rebound by J. Green,,71-61,,
1:20.0,J. Green misses 2-pt shot from 3 ft,,71-61,,
1:18.0,,,71-61,,Defensive rebound by D. Green
1:14.0,,,71-63,2,D. Green makes 2-pt shot from 1 ft
0:53.0,Turnover by J. Green (lost ball; steal by H. Barnes),,71-63,,
0:48.0,,,71-63,,S. Curry misses 3-pt shot from 27 ft
0:46.0,Defensive rebound by B. Udrih,,71-63,,
0:39.0,Turnover by M. Gasol (lost ball),,71-63,,
0:39.0,T. Allen enters the game for M. Gasol,,71-63,,
0:32.0,,,71-63,,D. Green misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by T. Allen,,71-63,,
0:07.0,V. Carter misses 3-pt shot from 28 ft,,71-63,,
0:04.0,Offensive rebound by C. Lee,,71-63,,
0:02.0,C. Lee makes 2-pt shot from 18 ft,2,73-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,Z. Randolph makes 2-pt shot from 15 ft (assist by V. Carter),2,75-63,,
11:27.0,,,75-63,,L. Barbosa misses 2-pt shot from 16 ft
11:26.0,,,75-63,,Offensive rebound by L. Barbosa
11:25.0,,,75-65,2,L. Barbosa makes 2-pt shot from 2 ft
11:01.0,Turnover by V. Carter (bad pass),,75-65,,
10:48.0,,,75-67,2,L. Barbosa makes 2-pt shot from 2 ft
10:31.0,J. Green misses 2-pt shot from 10 ft,,75-67,,
10:30.0,,,75-67,,Defensive rebound by A. Iguodala
10:25.0,,,75-67,,Shooting foul by Z. Randolph (drawn by D. Green)
10:25.0,,,75-67,,D. Green misses free throw 1 of 2
10:25.0,,,75-67,,Offensive rebound by Team
10:25.0,,,75-68,1,D. Green makes free throw 2 of 2
10:02.0,B. Udrih misses 2-pt shot from 15 ft,,75-68,,
10:01.0,Offensive rebound by Z. Randolph,,75-68,,
9:55.0,T. Allen makes 2-pt shot from 2 ft (assist by Z. Randolph),2,77-68,,
9:49.0,,,77-68,,L. Barbosa misses 3-pt shot from 26 ft
9:48.0,Defensive rebound by T. Allen,,77-68,,
9:30.0,Z. Randolph misses 2-pt shot from 8 ft,,77-68,,
9:29.0,,,77-68,,Defensive rebound by Team
9:29.0,Loose ball foul by T. Allen (drawn by A. Iguodala),,77-68,,
9:29.0,,,77-68,,S. Curry enters the game for H. Barnes
9:15.0,,,77-68,,Turnover by A. Iguodala (bad pass; steal by Z. Randolph)
9:08.0,Turnover by T. Allen (bad pass),,77-68,,
8:59.0,,,77-68,,Shooting foul by Z. Randolph (drawn by D. Green)
8:59.0,Official timeout,,77-68,,
8:59.0,,,77-68,,K. Thompson enters the game for L. Barbosa
8:59.0,,,77-69,1,D. Green makes free throw 1 of 2
8:59.0,,,77-70,1,D. Green makes free throw 2 of 2
8:38.0,Z. Randolph makes 2-pt shot from 9 ft (assist by J. Green),2,79-70,,
8:19.0,,,79-70,,S. Curry misses 3-pt shot from 26 ft
8:18.0,Defensive rebound by V. Carter,,79-70,,
7:59.0,T. Allen misses 2-pt shot from 2 ft,,79-70,,
7:57.0,,,79-70,,Defensive rebound by D. Green
7:42.0,,,79-70,,Shooting foul by B. Udrih (drawn by A. Iguodala)
7:42.0,,,79-70,,A. Iguodala misses free throw 1 of 2
7:42.0,,,79-70,,Offensive rebound by Team
7:42.0,M. Conley enters the game for B. Udrih,,79-70,,
7:42.0,,,79-71,1,A. Iguodala makes free throw 2 of 2
7:20.0,Z. Randolph makes 2-pt shot from 10 ft,2,81-71,,
7:08.0,,,81-71,,Shooting foul by T. Allen (drawn by S. Curry)
7:08.0,,,81-72,1,S. Curry makes free throw 1 of 2
7:08.0,,,81-72,,A. Bogut enters the game for S. Livingston
7:08.0,,,81-72,,S. Curry misses free throw 2 of 2
7:07.0,Defensive rebound by V. Carter,,81-72,,
6:52.0,J. Green misses 2-pt shot from 8 ft,,81-72,,
6:51.0,,,81-72,,Defensive rebound by S. Curry
6:48.0,,,81-74,2,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry)
6:19.0,Shooting foul by A. Bogut (drawn by Z. Randolph),,81-74,,
6:19.0,Z. Randolph makes free throw 1 of 2,1,82-74,,
6:19.0,M. Gasol enters the game for V. Carter,,82-74,,
6:19.0,,,82-74,,H. Barnes enters the game for A. Iguodala
6:19.0,Z. Randolph makes free throw 2 of 2,1,83-74,,
6:08.0,,,83-76,2,K. Thompson makes 2-pt shot from 16 ft (assist by A. Bogut)
5:48.0,M. Conley makes 2-pt shot from 16 ft,2,85-76,,
5:37.0,,,85-76,,Turnover by S. Curry (bad pass; steal by T. Allen)
5:34.0,T. Allen makes 2-pt shot at rim,2,87-76,,
5:34.0,,,87-76,,Golden State full timeout
5:17.0,,,87-76,,Turnover by D. Green (bad pass)
5:16.0,,,87-76,,Loose ball foul by K. Thompson (drawn by J. Green)
5:00.0,M. Gasol misses 2-pt shot from 7 ft,,87-76,,
4:58.0,,,87-76,,Defensive rebound by S. Curry
4:41.0,,,87-78,2,K. Thompson makes 2-pt shot from 8 ft
4:15.0,Z. Randolph misses 2-pt shot from 19 ft,,87-78,,
4:13.0,,,87-78,,Defensive rebound by D. Green
4:04.0,,,87-78,,S. Curry misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by M. Gasol,,87-78,,
3:47.0,,,87-78,,Personal foul by D. Green (drawn by M. Conley)
3:47.0,C. Lee enters the game for J. Green,,87-78,,
3:32.0,Z. Randolph misses 2-pt shot from 20 ft,,87-78,,
3:31.0,,,87-78,,Defensive rebound by A. Bogut
3:15.0,,,87-80,2,S. Curry makes 2-pt shot from 4 ft
3:15.0,Memphis full timeout,,87-80,,
2:53.0,M. Gasol misses 2-pt shot from 19 ft,,87-80,,
2:52.0,,,87-80,,Defensive rebound by A. Bogut
2:28.0,,,87-80,,K. Thompson misses 2-pt shot from 21 ft
2:27.0,,,87-80,,Offensive rebound by D. Green
2:27.0,,,87-80,,D. Green misses 2-pt shot from 2 ft
2:26.0,,,87-80,,Offensive rebound by D. Green
2:26.0,,,87-80,,D. Green misses 2-pt shot from 2 ft
2:25.0,,,87-80,,Offensive rebound by D. Green
2:25.0,,,87-80,,D. Green misses 2-pt shot from 2 ft
2:23.0,Defensive rebound by M. Gasol,,87-80,,
2:13.0,M. Conley makes 3-pt shot from 25 ft,3,90-80,,
2:11.0,,,90-80,,Golden State full timeout
2:11.0,,,90-80,,A. Iguodala enters the game for A. Bogut
1:56.0,,,90-80,,Shooting foul by M. Gasol (drawn by D. Green)
1:56.0,,,90-81,1,D. Green makes free throw 1 of 2
1:56.0,,,90-82,1,D. Green makes free throw 2 of 2
1:38.0,M. Gasol misses 2-pt shot from 14 ft,,90-82,,
1:37.0,,,90-82,,Defensive rebound by A. Iguodala
1:22.0,,,90-82,,H. Barnes misses 3-pt shot from 23 ft
1:22.0,Defensive rebound by M. Gasol,,90-82,,
1:19.0,,,90-82,,Personal foul by K. Thompson (drawn by M. Conley)
1:03.0,Shooting foul by D. Green (drawn by M. Gasol),,90-82,,
1:03.0,M. Gasol makes free throw 1 of 2,1,91-82,,
1:03.0,M. Gasol makes free throw 2 of 2,1,92-82,,
1:03.0,,,92-82,1,Golden State full timeout
1:02.0,,,92-84,2,K. Thompson makes 2-pt shot from 3 ft
0:54.0,M. Conley enters the game for J. Green,,92-84,,
0:51.0,,,92-84,,Shooting foul by M. Gasol (drawn by D. Green)
0:51.0,,,92-85,1,D. Green makes free throw 1 of 2
0:51.0,,,92-85,,D. Green misses free throw 2 of 2
0:50.0,Defensive rebound by M. Gasol,,92-85,,
0:50.0,Memphis full timeout,,92-85,,
0:50.0,V. Carter enters the game for T. Allen,,92-85,,
0:41.0,C. Lee makes 2-pt shot from 2 ft (assist by M. Conley),2,94-85,,
