time,Utah,pts.away,score,pts.home,Oklahoma City
0:23.0,T. Booker enters the game for E. Millsap,,93-97,,
0:15.0,J. Ingles misses 3-pt shot from 22 ft,,93-97,,
0:13.0,Offensive rebound by Team,,93-97,,
0:13.0,,,93-97,,Loose ball foul by K. Durant (drawn by G. Hayward)
0:13.0,G. Hayward misses free throw 1 of 2,,93-97,,
0:13.0,Offensive rebound by Team,,93-97,,
0:13.0,,,93-97,,S. Adams enters the game for A. Roberson
0:13.0,E. Millsap enters the game for T. Burke,,93-97,,
0:13.0,G. Hayward makes free throw 2 of 2,1,94-97,,
0:13.0,,,94-97,,Oklahoma City full timeout
0:13.0,,,94-97,,A. Morrow enters the game for S. Adams
0:13.0,R. Gobert enters the game for D. Favors,,94-97,,
0:13.0,Personal take foul by J. Ingles (drawn by R. Westbrook),,94-97,,
0:10.0,,,94-99,2,R. Westbrook makes 2-pt shot at rim (assist by A. Morrow)
0:06.0,Turnover by E. Millsap (lost ball; steal by S. Ibaka),,94-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
