time,Utah,pts.away,score,pts.home,Portland
2:17.0,Defensive rebound by D. Favors,,38-42,,
2:08.0,T. Burke makes 2-pt shot from 1 ft,2,40-42,,
1:41.0,,,40-42,,N. Batum misses 2-pt shot from 20 ft
1:39.0,Defensive rebound by D. Favors,,40-42,,
1:28.0,Shooting foul by D. Lillard (drawn by T. Burke),,40-42,,
1:28.0,T. Burke makes free throw 1 of 2,1,41-42,,
1:28.0,T. Burke makes free throw 2 of 2,1,42-42,,
1:13.0,,,42-44,2,W. Matthews makes 2-pt shot from 18 ft
0:54.0,T. Burke makes 2-pt shot from 17 ft,2,44-44,,
0:37.0,,,44-44,,W. Matthews misses 3-pt shot from 23 ft
0:37.0,Defensive rebound by Team,,44-44,,
0:37.0,,,44-44,,S. Blake enters the game for D. Lillard
0:30.0,G. Hayward makes 3-pt shot from 24 ft (assist by D. Favors),3,47-44,,
0:29.0,,,47-44,,Portland full timeout
0:29.0,,,47-44,,R. Lopez enters the game for C. Kaman
0:29.0,,,47-44,,D. Lillard enters the game for S. Blake
0:16.0,,,47-44,,N. Batum misses 3-pt shot from 23 ft
0:15.0,,,47-44,,Offensive rebound by L. Aldridge
0:14.0,,,47-44,,Shooting foul by R. Gobert (drawn by L. Aldridge)
0:14.0,,,47-44,,L. Aldridge misses free throw 1 of 2
0:14.0,,,47-44,,Offensive rebound by Team
0:14.0,,,47-44,,S. Blake enters the game for D. Lillard
0:14.0,E. Kanter enters the game for R. Gobert,,47-44,,
0:14.0,,,47-44,,L. Aldridge misses free throw 2 of 2
0:13.0,Defensive rebound by E. Kanter,,47-44,,
0:01.0,T. Burke misses 2-pt shot from 5 ft (block by R. Lopez),,47-44,,
0:01.0,Offensive rebound by Team,,47-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,47-46,2,D. Lillard makes 2-pt shot from 1 ft (assist by N. Batum)
11:45.0,,,47-46,,Shooting foul by D. Exum (drawn by D. Lillard)
11:45.0,,,47-47,1,D. Lillard makes free throw 1 of 1
11:21.0,G. Hayward misses 2-pt shot from 1 ft,,47-47,,
11:20.0,,,47-47,,Defensive rebound by L. Aldridge
11:08.0,,,47-47,,Offensive charge foul by L. Aldridge
11:08.0,,,47-47,,Turnover by L. Aldridge (offensive foul)
10:53.0,Turnover by G. Hayward (bad pass; steal by W. Matthews),,47-47,,
10:46.0,,,47-49,2,W. Matthews makes 2-pt shot at rim
10:27.0,Turnover by J. Ingles (bad pass; steal by W. Matthews),,47-49,,
10:08.0,,,47-51,2,R. Lopez makes 2-pt shot from 4 ft
9:52.0,Shooting foul by N. Batum (drawn by G. Hayward),,47-51,,
9:52.0,G. Hayward makes free throw 1 of 2,1,48-51,,
9:52.0,G. Hayward misses free throw 2 of 2,,48-51,,
9:51.0,,,48-51,,Defensive rebound by W. Matthews
9:38.0,,,48-53,2,D. Lillard makes 2-pt shot from 16 ft
9:21.0,D. Favors misses 2-pt shot from 15 ft,,48-53,,
9:20.0,,,48-53,,Defensive rebound by R. Lopez
9:09.0,,,48-53,,Turnover by N. Batum (bad pass; steal by G. Hayward)
9:05.0,G. Hayward makes 2-pt shot at rim,2,50-53,,
8:43.0,,,50-53,,Shooting foul by G. Hayward (drawn by W. Matthews)
8:43.0,,,50-53,,W. Matthews misses free throw 1 of 3
8:43.0,,,50-53,,Offensive rebound by Team
8:43.0,,,50-54,1,W. Matthews makes free throw 2 of 3
8:43.0,,,50-55,1,W. Matthews makes free throw 3 of 3
8:30.0,G. Hayward misses 2-pt shot from 7 ft (block by N. Batum),,50-55,,
8:28.0,,,50-55,,Defensive rebound by D. Lillard
8:21.0,Personal foul by D. Favors (drawn by D. Lillard),,50-55,,
8:18.0,,,50-57,2,R. Lopez makes 2-pt shot from 2 ft (assist by N. Batum)
8:18.0,,,50-57,,Shooting foul by D. Exum (drawn by R. Lopez)
8:18.0,T. Burke enters the game for D. Exum,,50-57,,
8:18.0,,,50-57,,R. Lopez misses free throw 1 of 1
8:16.0,Defensive rebound by R. Gobert,,50-57,,
7:52.0,T. Burke misses 3-pt shot from 26 ft,,50-57,,
7:51.0,,,50-57,,Defensive rebound by R. Lopez
7:50.0,Personal block foul by J. Ingles (drawn by W. Matthews),,50-57,,
7:50.0,,,50-58,1,W. Matthews makes free throw 1 of 2
7:50.0,,,50-59,1,W. Matthews makes free throw 2 of 2
7:41.0,Shooting foul by R. Lopez (drawn by G. Hayward),,50-59,,
7:41.0,G. Hayward makes free throw 1 of 2,1,51-59,,
7:41.0,G. Hayward misses free throw 2 of 2,,51-59,,
7:40.0,,,51-59,,Defensive rebound by R. Lopez
7:32.0,Personal foul by D. Favors (drawn by N. Batum),,51-59,,
7:32.0,,,51-60,1,N. Batum makes free throw 1 of 2
7:32.0,,,51-60,,N. Batum misses free throw 2 of 2
7:31.0,Defensive rebound by R. Gobert,,51-60,,
7:12.0,Turnover by R. Gobert (bad pass; steal by N. Batum),,51-60,,
7:03.0,,,51-60,,R. Lopez misses 2-pt shot from 10 ft
7:03.0,Defensive rebound by Team,,51-60,,
6:47.0,Turnover by T. Burke (bad pass; steal by W. Matthews),,51-60,,
6:43.0,,,51-60,,Shooting foul by J. Ingles (drawn by W. Matthews)
6:43.0,,,51-61,1,W. Matthews makes free throw 1 of 2
6:43.0,,,51-62,1,W. Matthews makes free throw 2 of 2
6:22.0,D. Favors makes 2-pt shot from 13 ft (assist by T. Burke),2,53-62,,
6:06.0,,,53-62,,Turnover by R. Lopez (offensive goaltending)
5:51.0,D. Favors makes 2-pt shot at rim (assist by J. Ingles),2,55-62,,
5:37.0,,,55-62,,L. Aldridge misses 2-pt shot from 20 ft
5:36.0,Defensive rebound by G. Hayward,,55-62,,
5:30.0,Shooting foul by R. Lopez (drawn by D. Favors),,55-62,,
5:30.0,D. Favors makes 2-pt shot from 1 ft (assist by G. Hayward),2,57-62,,
5:30.0,,,57-62,,Portland full timeout
5:30.0,,,57-62,,C. Kaman enters the game for R. Lopez
5:30.0,,,57-62,,S. Blake enters the game for W. Matthews
5:30.0,D. Favors makes free throw 1 of 1,1,58-62,,
5:15.0,,,58-62,,N. Batum misses 2-pt shot from 13 ft
5:14.0,Defensive rebound by G. Hayward,,58-62,,
5:05.0,G. Hayward makes 2-pt shot from 12 ft,2,60-62,,
4:43.0,,,60-62,,L. Aldridge misses 2-pt shot from 4 ft
4:41.0,Defensive rebound by R. Gobert,,60-62,,
4:39.0,G. Hayward makes 2-pt shot from 4 ft (assist by T. Burke),2,62-62,,
4:39.0,Shooting foul by S. Blake (drawn by G. Hayward),,62-62,,
4:39.0,E. Kanter enters the game for D. Favors,,62-62,,
4:39.0,G. Hayward misses free throw 1 of 1,,62-62,,
4:38.0,,,62-62,,Defensive rebound by C. Kaman
4:25.0,,,62-64,2,D. Lillard makes 2-pt shot from 2 ft
4:08.0,E. Kanter misses 2-pt shot from 17 ft,,62-64,,
4:07.0,,,62-64,,Defensive rebound by N. Batum
3:59.0,,,62-66,2,D. Lillard makes 2-pt shot from 15 ft
3:46.0,E. Kanter makes 2-pt shot from 1 ft (assist by G. Hayward),2,64-66,,
3:36.0,,,64-66,,D. Lillard misses 3-pt shot from 25 ft
3:35.0,Defensive rebound by R. Gobert,,64-66,,
3:30.0,Turnover by T. Burke (bad pass; steal by D. Lillard),,64-66,,
3:24.0,,,64-68,2,D. Lillard makes 2-pt shot from 1 ft (assist by S. Blake)
3:06.0,T. Burke misses 3-pt shot from 26 ft,,64-68,,
3:04.0,,,64-68,,Defensive rebound by N. Batum
3:02.0,,,64-68,,Turnover by N. Batum (bad pass; steal by T. Burke)
2:53.0,Turnover by T. Burke (bad pass; steal by S. Blake),,64-68,,
2:51.0,Personal foul by J. Ingles (drawn by S. Blake),,64-68,,
2:51.0,Utah full timeout,,64-68,,
2:51.0,E. Millsap enters the game for J. Ingles,,64-68,,
2:51.0,,,64-68,,W. Matthews enters the game for N. Batum
2:51.0,,,64-69,1,S. Blake makes free throw 1 of 2
2:51.0,,,64-69,,S. Blake misses free throw 2 of 2
2:50.0,Defensive rebound by R. Gobert,,64-69,,
2:29.0,T. Burke misses 3-pt shot from 28 ft,,64-69,,
2:28.0,,,64-69,,Defensive rebound by L. Aldridge
2:05.0,,,64-69,,L. Aldridge misses 2-pt shot from 18 ft
2:04.0,Defensive rebound by E. Millsap,,64-69,,
1:53.0,G. Hayward makes 2-pt shot from 17 ft (assist by R. Gobert),2,66-69,,
1:38.0,,,66-72,3,S. Blake makes 3-pt shot from 23 ft (assist by D. Lillard)
1:21.0,E. Kanter misses 2-pt shot from 17 ft,,66-72,,
1:19.0,,,66-72,,Defensive rebound by L. Aldridge
1:06.0,,,66-72,,L. Aldridge misses 2-pt shot at rim
1:05.0,Defensive rebound by E. Kanter,,66-72,,
0:56.0,R. Gobert misses 2-pt shot from 1 ft,,66-72,,
0:55.0,Offensive rebound by E. Kanter,,66-72,,
0:54.0,E. Kanter makes 2-pt shot from 1 ft,2,68-72,,
0:40.0,,,68-72,,Offensive foul by W. Matthews
0:40.0,,,68-72,,Turnover by W. Matthews (offensive foul)
0:40.0,,,68-72,,Technical foul by W. Matthews
0:40.0,,,68-72,,C. McCollum enters the game for D. Lillard
0:40.0,T. Burke makes technical free throw,1,69-72,,
0:31.0,Shooting foul by C. Kaman (drawn by E. Kanter),,69-72,,
0:31.0,E. Kanter misses free throw 1 of 2,,69-72,,
0:31.0,Offensive rebound by Team,,69-72,,
0:31.0,E. Kanter makes free throw 2 of 2,1,70-72,,
0:22.0,Def 3 sec tech foul by E. Millsap,,70-72,,
0:22.0,,,70-72,,L. Aldridge misses technical free throw
0:22.0,,,70-72,,Offensive rebound by Team
0:13.0,,,70-72,,S. Blake misses 3-pt shot from 26 ft
0:11.0,Defensive rebound by R. Gobert,,70-72,,
0:02.0,T. Burke misses 2-pt shot from 18 ft,,70-72,,
0:01.0,,,70-72,,Defensive rebound by S. Blake
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,D. Favors misses 2-pt shot from 10 ft,,70-72,,
11:41.0,Offensive rebound by E. Kanter,,70-72,,
11:35.0,E. Kanter misses 2-pt shot from 4 ft,,70-72,,
11:32.0,,,70-72,,Defensive rebound by C. Kaman
11:22.0,,,70-72,,Turnover by W. Matthews (bad pass; steal by D. Favors)
11:01.0,D. Favors misses 2-pt shot from 14 ft,,70-72,,
10:59.0,,,70-72,,Defensive rebound by C. McCollum
10:47.0,,,70-75,3,C. McCollum makes 3-pt shot from 25 ft
10:34.0,,,70-75,,Shooting block foul by M. Leonard (drawn by E. Kanter)
10:34.0,E. Kanter makes free throw 1 of 2,1,71-75,,
10:34.0,E. Kanter makes free throw 2 of 2,1,72-75,,
10:19.0,,,72-78,3,W. Matthews makes 3-pt shot from 26 ft (assist by C. Kaman)
10:08.0,E. Kanter makes 2-pt shot from 1 ft,2,74-78,,
10:08.0,Shooting foul by M. Leonard (drawn by E. Kanter),,74-78,,
10:08.0,E. Kanter makes free throw 1 of 1,1,75-78,,
9:54.0,,,75-78,,C. McCollum misses 2-pt shot from 13 ft
9:52.0,,,75-78,,Offensive rebound by C. McCollum
9:50.0,,,75-78,,C. Kaman misses 2-pt shot from 3 ft
9:48.0,Defensive rebound by E. Millsap,,75-78,,
9:36.0,Jump ball: E. Kanter vs. W. Matthews (E. Millsap gains possession),,,,Jump ball: E. Kanter vs. W. Matthews (E. Millsap gains possession)
9:27.0,E. Millsap makes 3-pt shot from 23 ft (assist by T. Burke),3,78-78,,
9:16.0,Personal foul by T. Burke (drawn by S. Blake),,78-78,,
9:06.0,,,78-78,,C. McCollum misses 3-pt shot from 26 ft
9:05.0,Defensive rebound by Team,,78-78,,
8:53.0,T. Burke makes 2-pt shot from 17 ft,2,80-78,,
8:52.0,,,80-78,,Portland full timeout
8:52.0,,,80-78,,D. Lillard enters the game for W. Matthews
8:52.0,,,80-78,,N. Batum enters the game for C. McCollum
8:38.0,,,80-80,2,M. Leonard makes 2-pt shot from 14 ft (assist by D. Lillard)
8:21.0,Turnover by D. Exum (bad pass; steal by D. Lillard),,80-80,,
8:17.0,,,80-80,,Shooting foul by D. Exum (drawn by N. Batum)
8:17.0,,,80-81,1,N. Batum makes free throw 1 of 2
8:17.0,J. Ingles enters the game for D. Exum,,80-81,,
8:17.0,R. Gobert enters the game for D. Favors,,80-81,,
8:17.0,,,80-82,1,N. Batum makes free throw 2 of 2
7:59.0,E. Millsap misses 2-pt shot from 2 ft,,80-82,,
7:58.0,Offensive rebound by R. Gobert,,80-82,,
7:56.0,R. Gobert makes 2-pt shot at rim,2,82-82,,
7:41.0,,,82-82,,M. Leonard misses 3-pt shot from 29 ft
7:40.0,Defensive rebound by R. Gobert,,82-82,,
7:24.0,E. Millsap misses 2-pt shot from 2 ft (block by C. Kaman),,82-82,,
7:22.0,Offensive rebound by E. Kanter,,82-82,,
7:21.0,E. Kanter misses 2-pt shot from 3 ft,,82-82,,
7:21.0,Offensive rebound by R. Gobert,,82-82,,
7:21.0,Shooting foul by C. Kaman (drawn by R. Gobert),,82-82,,
7:21.0,R. Gobert makes free throw 1 of 2,1,83-82,,
7:21.0,,,83-82,,L. Aldridge enters the game for C. Kaman
7:21.0,R. Gobert misses free throw 2 of 2,,83-82,,
7:19.0,,,83-82,,Defensive rebound by L. Aldridge
7:11.0,,,83-84,2,D. Lillard makes 2-pt shot at rim
7:01.0,Utah full timeout,,83-84,,
7:01.0,G. Hayward enters the game for E. Millsap,,83-84,,
6:54.0,G. Hayward makes 2-pt shot at rim,2,85-84,,
6:36.0,,,85-86,2,D. Lillard makes 2-pt shot from 12 ft (assist by S. Blake)
6:15.0,J. Ingles misses 3-pt shot from 25 ft,,85-86,,
6:14.0,Offensive rebound by E. Kanter,,85-86,,
6:12.0,E. Kanter misses 2-pt shot at rim (block by N. Batum),,85-86,,
6:11.0,Offensive rebound by R. Gobert,,85-86,,
6:11.0,R. Gobert misses 2-pt shot at rim,,85-86,,
6:11.0,,,85-86,,Defensive rebound by Team
6:11.0,,,85-86,,R. Lopez enters the game for M. Leonard
5:48.0,,,85-86,,Shooting foul by G. Hayward (drawn by D. Lillard)
5:48.0,,,85-87,1,D. Lillard makes free throw 1 of 2
5:48.0,D. Favors enters the game for E. Kanter,,85-87,,
5:48.0,,,85-87,,W. Matthews enters the game for S. Blake
5:48.0,,,85-88,1,D. Lillard makes free throw 2 of 2
5:29.0,T. Burke makes 2-pt shot from 13 ft (assist by D. Favors),2,87-88,,
5:04.0,,,87-90,2,L. Aldridge makes 2-pt shot from 1 ft
4:51.0,Shooting foul by D. Lillard (drawn by J. Ingles),,87-90,,
4:51.0,J. Ingles makes free throw 1 of 2,1,88-90,,
4:51.0,J. Ingles makes free throw 2 of 2,1,89-90,,
4:34.0,,,89-93,3,W. Matthews makes 3-pt shot from 22 ft (assist by N. Batum)
4:15.0,T. Burke misses 3-pt shot from 27 ft,,89-93,,
4:14.0,,,89-93,,Defensive rebound by N. Batum
4:00.0,,,89-93,,Shooting foul by R. Gobert (drawn by L. Aldridge)
4:00.0,,,89-94,1,L. Aldridge makes free throw 1 of 2
4:00.0,,,89-95,1,L. Aldridge makes free throw 2 of 2
3:41.0,D. Favors misses 2-pt shot from 4 ft,,89-95,,
