time,Toronto,pts.away,score,pts.home,Orlando
9:07.0,,,32-30,2,D. Dedmon makes 2-pt shot from 5 ft
9:01.0,Toronto full timeout,,32-30,,
8:47.0,G. Vasquez misses 2-pt shot from 8 ft,,32-30,,
8:45.0,,,32-30,,Defensive rebound by M. Harkless
8:25.0,,,32-32,2,D. Dedmon makes 2-pt shot from 1 ft (assist by E. Payton)
7:58.0,P. Patterson makes 2-pt shot from 12 ft (assist by L. Williams),2,34-32,,
7:58.0,,,34-32,,Away from play foul by C. Frye (drawn by T. Hansbrough)
7:58.0,T. Hansbrough misses free throw 1 of 1,,34-32,,
7:55.0,,,34-32,,Defensive rebound by B. Gordon
7:48.0,,,34-34,2,E. Payton makes 2-pt shot from 1 ft
7:24.0,P. Patterson misses 2-pt shot from 13 ft,,34-34,,
7:23.0,,,34-34,,Defensive rebound by B. Gordon
7:13.0,,,34-34,,Turnover by M. Harkless (bad pass; steal by G. Vasquez)
7:06.0,J. Johnson makes 2-pt shot at rim (assist by G. Vasquez),2,36-34,,
6:48.0,,,36-37,3,B. Gordon makes 3-pt shot from 23 ft (assist by E. Payton)
6:27.0,T. Hansbrough misses 2-pt shot from 13 ft,,36-37,,
6:26.0,,,36-37,,Defensive rebound by M. Harkless
6:21.0,,,36-39,2,D. Dedmon makes 2-pt shot at rim (assist by E. Payton)
6:12.0,Toronto full timeout,,36-39,,
6:12.0,D. DeRozan enters the game for T. Hansbrough,,36-39,,
6:12.0,K. Lowry enters the game for L. Williams,,36-39,,
6:12.0,T. Ross enters the game for J. Johnson,,36-39,,
6:12.0,A. Johnson enters the game for G. Vasquez,,36-39,,
6:12.0,,,36-39,,N. Vucevic enters the game for D. Dedmon
6:04.0,K. Lowry misses 2-pt shot from 4 ft,,36-39,,
6:01.0,,,36-39,,Defensive rebound by N. Vucevic
5:56.0,,,36-41,2,C. Frye makes 2-pt shot from 22 ft (assist by E. Payton)
5:37.0,D. DeRozan misses 2-pt shot from 18 ft,,36-41,,
5:34.0,,,36-41,,Defensive rebound by N. Vucevic
5:19.0,,,36-41,,E. Payton misses 2-pt shot from 18 ft
5:18.0,Defensive rebound by D. DeRozan,,36-41,,
5:02.0,P. Patterson misses 3-pt shot from 25 ft,,36-41,,
5:00.0,,,36-41,,Defensive rebound by N. Vucevic
4:52.0,,,36-41,,C. Frye misses 3-pt shot from 26 ft
4:51.0,Defensive rebound by D. DeRozan,,36-41,,
4:37.0,A. Johnson makes 2-pt shot at rim (assist by K. Lowry),2,38-41,,
4:28.0,,,38-41,,Orlando full timeout
4:25.0,J. Valanciunas enters the game for P. Patterson,,38-41,,
4:25.0,,,38-41,,T. Harris enters the game for B. Gordon
4:25.0,,,38-41,,E. Fournier enters the game for M. Harkless
4:08.0,,,38-41,,E. Fournier misses 3-pt shot from 25 ft
4:07.0,Defensive rebound by J. Valanciunas,,38-41,,
3:47.0,T. Ross makes 2-pt shot from 14 ft (assist by J. Valanciunas),2,40-41,,
3:39.0,,,40-41,,Shooting foul by A. Johnson (drawn by E. Fournier)
3:39.0,,,40-42,1,E. Fournier makes free throw 1 of 2
3:39.0,,,40-42,,A. Gordon enters the game for C. Frye
3:39.0,,,40-43,1,E. Fournier makes free throw 2 of 2
3:26.0,T. Ross misses 3-pt shot from 23 ft,,40-43,,
3:25.0,Offensive rebound by J. Valanciunas,,40-43,,
3:25.0,J. Valanciunas misses 2-pt shot from 2 ft,,40-43,,
3:23.0,Offensive rebound by T. Ross,,40-43,,
3:17.0,Shooting foul by N. Vucevic (drawn by J. Valanciunas),,40-43,,
3:17.0,J. Valanciunas makes free throw 1 of 2,1,41-43,,
3:17.0,J. Valanciunas makes free throw 2 of 2,1,42-43,,
3:05.0,Personal foul by D. DeRozan (drawn by E. Fournier),,42-43,,
3:00.0,,,42-45,2,E. Payton makes 2-pt shot from 1 ft
2:50.0,K. Lowry makes 3-pt shot from 25 ft,3,45-45,,
2:36.0,,,45-47,2,E. Fournier makes 2-pt shot from 1 ft
2:28.0,K. Lowry makes 2-pt shot from 1 ft,2,47-47,,
2:24.0,,,47-47,,Orlando full timeout
2:24.0,Official timeout,,47-47,,
2:24.0,,,47-47,,L. Ridnour enters the game for E. Payton
2:15.0,,,47-47,,T. Harris misses 2-pt shot from 8 ft
2:13.0,Defensive rebound by K. Lowry,,47-47,,
2:09.0,Shooting foul by L. Ridnour (drawn by K. Lowry),,47-47,,
2:09.0,K. Lowry makes free throw 1 of 2,1,48-47,,
2:09.0,P. Patterson enters the game for A. Johnson,,48-47,,
2:09.0,K. Lowry makes free throw 2 of 2,1,49-47,,
1:51.0,,,49-47,,E. Fournier misses 2-pt shot from 5 ft
1:49.0,Defensive rebound by D. DeRozan,,49-47,,
1:31.0,J. Valanciunas misses 2-pt shot from 19 ft,,49-47,,
1:30.0,,,49-47,,Defensive rebound by T. Harris
1:24.0,Personal foul by J. Valanciunas (drawn by N. Vucevic),,49-47,,
1:24.0,,,49-47,,N. Vucevic misses free throw 1 of 2
1:24.0,,,49-47,,Offensive rebound by Team
1:24.0,,,49-47,,N. Vucevic misses free throw 2 of 2
1:22.0,Defensive rebound by J. Valanciunas,,49-47,,
1:09.0,Offensive foul by P. Patterson,,49-47,,
1:09.0,Turnover by P. Patterson (offensive foul),,49-47,,
1:01.0,,,49-47,,Turnover by L. Ridnour (bad pass)
0:53.0,J. Valanciunas misses 2-pt shot from 5 ft,,49-47,,
0:49.0,,,49-47,,Defensive rebound by A. Gordon
0:35.0,,,49-47,,N. Vucevic misses 2-pt shot from 17 ft
0:34.0,,,49-47,,Offensive rebound by A. Gordon
0:31.0,,,49-47,,T. Harris misses 2-pt shot from 4 ft (block by P. Patterson)
0:28.0,,,49-47,,Offensive rebound by N. Vucevic
0:28.0,,,49-50,3,E. Fournier makes 3-pt shot from 24 ft (assist by N. Vucevic)
0:08.0,K. Lowry misses 2-pt shot from 17 ft,,49-50,,
0:07.0,,,49-50,,Defensive rebound by N. Vucevic
0:02.0,Violation by D. DeRozan (def goaltending),,49-50,,
0:02.0,,,49-52,2,E. Fournier makes 2-pt shot from 2 ft (assist by N. Vucevic)
0:00.0,K. Lowry misses 3-pt shot from 53 ft,,49-52,,
0:00.0,Offensive rebound by Team,,49-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. DeRozan misses 2-pt shot from 13 ft,,49-52,,
11:44.0,,,49-52,,Defensive rebound by N. Vucevic
11:21.0,,,49-55,3,N. Vucevic makes 3-pt shot from 26 ft (assist by C. Frye)
11:01.0,A. Johnson makes 2-pt shot from 1 ft (assist by D. DeRozan),2,51-55,,
10:40.0,,,51-55,,C. Frye misses 3-pt shot from 26 ft
10:39.0,Defensive rebound by J. Valanciunas,,51-55,,
10:26.0,Shooting foul by C. Frye (drawn by A. Johnson),,51-55,,
10:26.0,A. Johnson misses free throw 1 of 2,,51-55,,
10:26.0,Offensive rebound by Team,,51-55,,
10:26.0,A. Johnson misses free throw 2 of 2,,51-55,,
10:25.0,,,51-55,,Defensive rebound by N. Vucevic
10:05.0,,,51-57,2,T. Harris makes 2-pt shot from 1 ft (assist by N. Vucevic)
9:57.0,Shooting foul by E. Fournier (drawn by K. Lowry),,51-57,,
9:57.0,K. Lowry misses free throw 1 of 2,,51-57,,
9:57.0,Offensive rebound by Team,,51-57,,
9:57.0,K. Lowry makes free throw 2 of 2,1,52-57,,
9:39.0,,,52-59,2,E. Fournier makes 2-pt shot from 1 ft (assist by E. Payton)
9:39.0,,,52-59,,Shooting foul by T. Ross (drawn by E. Fournier)
9:39.0,,,52-60,1,E. Fournier makes free throw 1 of 1
9:31.0,,,52-60,,Personal foul by E. Fournier (drawn by T. Ross)
9:19.0,D. DeRozan makes 2-pt shot from 16 ft,2,54-60,,
9:19.0,Shooting foul by E. Fournier (drawn by D. DeRozan),,54-60,,
9:19.0,D. DeRozan makes free throw 1 of 1,1,55-60,,
9:08.0,,,55-62,2,N. Vucevic makes 2-pt shot from 19 ft (assist by E. Payton)
8:44.0,J. Valanciunas misses 2-pt shot from 3 ft,,55-62,,
8:42.0,Offensive rebound by A. Johnson,,55-62,,
8:42.0,A. Johnson makes 2-pt shot from 1 ft,2,57-62,,
8:22.0,,,57-64,2,C. Frye makes 2-pt shot from 15 ft (assist by E. Payton)
8:07.0,K. Lowry makes 3-pt shot from 25 ft,3,60-64,,
8:07.0,Shooting foul by E. Payton (drawn by K. Lowry),,60-64,,
8:07.0,,,60-64,,B. Gordon enters the game for E. Fournier
8:07.0,K. Lowry makes free throw 1 of 1,1,61-64,,
7:50.0,,,61-64,,T. Harris misses 2-pt shot from 2 ft
7:50.0,Defensive rebound by Team,,61-64,,
7:37.0,D. DeRozan makes 2-pt shot from 16 ft,2,63-64,,
7:35.0,,,63-64,,Orlando full timeout
7:17.0,,,63-64,,Turnover by B. Gordon (bad pass; steal by D. DeRozan)
7:15.0,,,63-64,,Personal foul by C. Frye (drawn by D. DeRozan)
7:15.0,D. DeRozan makes free throw 1 of 2,1,64-64,,
7:15.0,D. DeRozan makes free throw 2 of 2,1,65-64,,
6:57.0,,,65-64,,N. Vucevic misses 2-pt shot from 2 ft (block by J. Valanciunas)
6:55.0,Defensive rebound by T. Ross,,65-64,,
6:42.0,A. Johnson misses 3-pt shot from 24 ft,,65-64,,
6:39.0,,,65-64,,Defensive rebound by T. Harris
6:31.0,,,65-64,,T. Harris misses 2-pt shot from 1 ft
6:29.0,Defensive rebound by J. Valanciunas,,65-64,,
6:20.0,D. DeRozan makes 2-pt shot from 1 ft,2,67-64,,
6:11.0,,,67-66,2,N. Vucevic makes 2-pt shot from 1 ft (assist by E. Payton)
5:56.0,D. DeRozan makes 2-pt shot from 20 ft,2,69-66,,
5:46.0,,,69-66,,E. Payton misses 2-pt shot from 2 ft (block by J. Valanciunas)
5:45.0,,,69-66,,Offensive rebound by Team
5:45.0,P. Patterson enters the game for A. Johnson,,69-66,,
5:35.0,,,69-69,3,C. Frye makes 3-pt shot from 27 ft (assist by B. Gordon)
5:28.0,T. Ross makes 3-pt shot from 26 ft (assist by K. Lowry),3,72-69,,
5:17.0,Personal foul by J. Valanciunas (drawn by T. Harris),,72-69,,
5:17.0,,,72-69,,T. Harris misses free throw 1 of 2
5:17.0,,,72-69,,Offensive rebound by Team
5:17.0,,,72-69,,M. Harkless enters the game for C. Frye
5:17.0,,,72-70,1,T. Harris makes free throw 2 of 2
5:13.0,Shooting foul by E. Payton (drawn by J. Valanciunas),,72-70,,
5:13.0,J. Valanciunas misses free throw 1 of 2,,72-70,,
5:13.0,Offensive rebound by Team,,72-70,,
5:13.0,,,72-70,,L. Ridnour enters the game for E. Payton
5:13.0,J. Valanciunas makes free throw 2 of 2,1,73-70,,
4:53.0,,,73-70,,T. Harris misses 2-pt shot from 18 ft
4:52.0,,,73-70,,Offensive rebound by M. Harkless
4:38.0,,,73-70,,B. Gordon misses 3-pt shot from 26 ft
4:36.0,Defensive rebound by J. Valanciunas,,73-70,,
4:16.0,D. DeRozan makes 2-pt shot from 21 ft,2,75-70,,
4:12.0,,,75-70,,Turnover by M. Harkless (offensive foul)
4:12.0,,,75-70,,Offensive charge foul by M. Harkless
4:12.0,Toronto full timeout,,75-70,,
4:12.0,G. Vasquez enters the game for T. Ross,,75-70,,
4:00.0,D. DeRozan misses 3-pt shot from 24 ft,,75-70,,
4:00.0,Offensive rebound by Team,,75-70,,
4:00.0,,,75-70,,Loose ball foul by N. Vucevic (drawn by J. Valanciunas)
4:00.0,J. Valanciunas misses free throw 1 of 2,,75-70,,
4:00.0,Offensive rebound by Team,,75-70,,
4:00.0,J. Valanciunas makes free throw 2 of 2,1,76-70,,
3:45.0,,,76-70,,N. Vucevic misses 2-pt shot from 7 ft
3:44.0,,,76-70,,Offensive rebound by T. Harris
3:38.0,,,76-70,,Offensive foul by N. Vucevic
3:38.0,,,76-70,,Turnover by N. Vucevic (offensive foul)
3:38.0,T. Hansbrough enters the game for J. Valanciunas,,76-70,,
3:38.0,L. Williams enters the game for D. DeRozan,,76-70,,
3:30.0,K. Lowry misses 3-pt shot from 25 ft,,76-70,,
3:29.0,,,76-70,,Defensive rebound by M. Harkless
3:21.0,Personal foul by T. Hansbrough (drawn by N. Vucevic),,76-70,,
3:12.0,,,76-70,,B. Gordon misses 3-pt shot from 23 ft
3:09.0,Defensive rebound by P. Patterson,,76-70,,
2:59.0,K. Lowry makes 2-pt shot from 19 ft (assist by G. Vasquez),2,78-70,,
2:40.0,,,78-73,3,T. Harris makes 3-pt shot from 23 ft (assist by M. Harkless)
2:17.0,G. Vasquez misses 3-pt shot from 38 ft,,78-73,,
2:16.0,Offensive rebound by Team,,78-73,,
2:16.0,Turnover by Team (shot clock),,78-73,,
1:56.0,,,78-76,3,M. Harkless makes 3-pt shot from 22 ft (assist by T. Harris)
1:44.0,Shooting foul by M. Harkless (drawn by K. Lowry),,78-76,,
1:44.0,K. Lowry makes free throw 1 of 2,1,79-76,,
1:44.0,K. Lowry makes free throw 2 of 2,1,80-76,,
1:35.0,,,80-76,,Turnover by N. Vucevic (3 sec)
1:35.0,J. Johnson enters the game for K. Lowry,,80-76,,
1:21.0,L. Williams misses 2-pt shot from 19 ft,,80-76,,
1:19.0,,,80-76,,Defensive rebound by T. Harris
1:13.0,,,80-76,,L. Ridnour misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by P. Patterson,,80-76,,
0:59.0,J. Johnson makes 2-pt shot from 2 ft (assist by P. Patterson),2,82-76,,
0:59.0,Shooting foul by L. Ridnour (drawn by J. Johnson),,82-76,,
0:59.0,J. Johnson makes free throw 1 of 1,1,83-76,,
0:44.0,,,83-76,,T. Harris misses 2-pt shot from 6 ft
0:42.0,Defensive rebound by L. Williams,,83-76,,
0:38.0,Shooting foul by B. Gordon (drawn by G. Vasquez),,83-76,,
0:38.0,G. Vasquez makes free throw 1 of 2,1,84-76,,
0:38.0,G. Vasquez makes free throw 2 of 2,1,85-76,,
0:29.0,,,85-76,,Offensive foul by T. Harris
0:29.0,,,85-76,,Turnover by T. Harris (offensive foul)
0:08.0,G. Vasquez misses 2-pt shot from 1 ft,,85-76,,
0:07.0,,,85-76,,Defensive rebound by T. Harris
0:04.0,,,85-78,2,M. Harkless makes 2-pt shot at rim (assist by T. Harris)
0:02.0,Shooting foul by T. Harris (drawn by L. Williams),,85-78,,
0:02.0,L. Williams makes free throw 1 of 2,1,86-78,,
0:02.0,L. Williams makes free throw 2 of 2,1,87-78,,
0:00.0,,,87-78,,M. Harkless misses 3-pt shot from 35 ft
0:00.0,,,87-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,87-78,,C. Frye misses 3-pt shot from 26 ft
11:38.0,Defensive rebound by P. Patterson,,87-78,,
11:16.0,P. Patterson misses 3-pt shot from 23 ft,,87-78,,
11:14.0,,,87-78,,Defensive rebound by M. Harkless
11:07.0,,,87-80,2,E. Payton makes 2-pt shot from 15 ft
10:42.0,J. Johnson misses 2-pt shot from 14 ft,,87-80,,
10:41.0,Offensive rebound by T. Hansbrough,,87-80,,
10:37.0,G. Vasquez misses 3-pt shot from 23 ft,,87-80,,
10:35.0,Offensive rebound by P. Patterson,,87-80,,
10:22.0,J. Johnson misses 2-pt shot from 2 ft (block by M. Harkless),,87-80,,
10:18.0,Offensive rebound by L. Williams,,87-80,,
10:12.0,G. Vasquez misses 2-pt shot from 20 ft,,87-80,,
10:10.0,,,87-80,,Defensive rebound by D. Dedmon
9:55.0,,,87-82,2,E. Payton makes 2-pt shot from 20 ft
9:28.0,G. Vasquez misses 2-pt shot from 1 ft (block by D. Dedmon),,87-82,,
9:24.0,Offensive rebound by T. Hansbrough,,87-82,,
9:24.0,T. Hansbrough makes 2-pt shot from 2 ft,2,89-82,,
9:15.0,,,89-84,2,B. Gordon makes 2-pt shot from 10 ft (assist by C. Frye)
8:55.0,Shooting foul by D. Dedmon (drawn by G. Vasquez),,89-84,,
8:55.0,Official timeout,,89-84,,
8:55.0,,,89-84,,L. Ridnour enters the game for E. Payton
8:55.0,G. Vasquez makes free throw 1 of 2,1,90-84,,
8:55.0,G. Vasquez makes free throw 2 of 2,1,91-84,,
8:35.0,,,91-84,,M. Harkless misses 3-pt shot from 22 ft
8:34.0,Defensive rebound by T. Hansbrough,,91-84,,
8:18.0,P. Patterson misses 2-pt shot from 3 ft (block by D. Dedmon),,91-84,,
8:12.0,Offensive rebound by J. Johnson,,91-84,,
8:05.0,G. Vasquez misses 3-pt shot from 27 ft,,91-84,,
8:03.0,,,91-84,,Defensive rebound by C. Frye
7:47.0,,,91-84,,Offensive foul by C. Frye
7:47.0,,,91-84,,Turnover by C. Frye (offensive foul)
7:31.0,J. Johnson makes 2-pt shot at rim,2,93-84,,
7:31.0,,,93-84,,Orlando full timeout
7:31.0,K. Lowry enters the game for L. Williams,,93-84,,
7:31.0,D. DeRozan enters the game for G. Vasquez,,93-84,,
7:31.0,,,93-84,,E. Fournier enters the game for C. Frye
7:31.0,,,93-84,,N. Vucevic enters the game for D. Dedmon
7:31.0,,,93-84,,T. Harris enters the game for M. Harkless
7:21.0,Personal foul by T. Hansbrough (drawn by B. Gordon),,93-84,,
7:18.0,,,93-84,,E. Fournier misses 3-pt shot from 26 ft
7:17.0,Defensive rebound by P. Patterson,,93-84,,
6:59.0,P. Patterson misses 3-pt shot from 23 ft,,93-84,,
6:58.0,,,93-84,,Defensive rebound by N. Vucevic
6:58.0,Personal foul by K. Lowry (drawn by N. Vucevic),,93-84,,
6:36.0,,,93-84,,B. Gordon misses 2-pt shot from 4 ft
6:34.0,Defensive rebound by T. Hansbrough,,93-84,,
6:26.0,,,93-84,,Personal foul by L. Ridnour (drawn by D. DeRozan)
6:26.0,,,93-84,,E. Payton enters the game for L. Ridnour
6:26.0,,,93-84,,M. Harkless enters the game for B. Gordon
6:15.0,D. DeRozan misses 2-pt shot from 17 ft,,93-84,,
