time,New York,pts.away,score,pts.home,Orlando
5:30.0,,,35-35,,V. Oladipo misses 2-pt shot from 4 ft (block by A. Bargnani)
5:28.0,Defensive rebound by A. Bargnani,,35-35,,
5:21.0,J. Smith makes 2-pt shot from 10 ft (assist by J. Calderon),2,37-35,,
5:19.0,,,37-35,,Orlando full timeout
5:19.0,,,37-35,,E. Fournier enters the game for B. Gordon
5:19.0,L. Amundson enters the game for A. Bargnani,,37-35,,
5:19.0,L. Galloway enters the game for S. Larkin,,37-35,,
5:04.0,Def 3 sec tech foul by T. Hardaway,,37-35,,
5:04.0,,,37-36,1,V. Oladipo makes technical free throw
4:57.0,,,37-36,,N. Vucevic misses 2-pt shot from 8 ft
4:56.0,Defensive rebound by L. Galloway,,37-36,,
4:51.0,T. Hardaway misses 3-pt shot from 25 ft,,37-36,,
4:49.0,Offensive rebound by J. Smith,,37-36,,
4:36.0,J. Smith misses 2-pt shot from 2 ft (block by D. Dedmon),,37-36,,
4:33.0,Offensive rebound by J. Smith,,37-36,,
4:33.0,J. Smith misses 2-pt shot at rim (block by D. Dedmon),,37-36,,
4:30.0,,,37-36,,Defensive rebound by E. Fournier
4:22.0,,,37-38,2,E. Payton makes 2-pt shot from 2 ft
4:00.0,T. Hardaway misses 3-pt shot from 26 ft,,37-38,,
4:00.0,Offensive rebound by Team,,37-38,,
4:00.0,,,37-38,,Loose ball foul by D. Dedmon (drawn by L. Amundson)
3:50.0,J. Smith makes 2-pt shot from 21 ft (assist by J. Calderon),2,39-38,,
3:33.0,,,39-40,2,E. Payton makes 2-pt shot from 1 ft
3:12.0,J. Smith makes 2-pt shot from 7 ft (assist by T. Hardaway),2,41-40,,
2:58.0,Personal foul by J. Calderon (drawn by E. Payton),,41-40,,
2:58.0,New York full timeout,,41-40,,
2:43.0,,,41-40,,Turnover by E. Payton (step out of bounds)
2:29.0,L. Galloway misses 2-pt shot from 3 ft (block by D. Dedmon),,41-40,,
2:27.0,,,41-40,,Defensive rebound by D. Dedmon
2:13.0,,,41-40,,Turnover by D. Dedmon (bad pass; steal by L. Amundson)
2:06.0,L. Galloway misses 2-pt shot from 22 ft,,41-40,,
2:05.0,,,41-40,,Defensive rebound by N. Vucevic
1:55.0,,,41-42,2,N. Vucevic makes 2-pt shot from 19 ft (assist by E. Payton)
1:30.0,J. Smith makes 2-pt shot from 17 ft (assist by T. Hardaway),2,43-42,,
1:13.0,,,43-42,,E. Payton misses 2-pt shot from 3 ft
1:11.0,,,43-42,,Offensive rebound by N. Vucevic
1:11.0,,,43-44,2,N. Vucevic makes 2-pt shot from 2 ft
0:54.0,J. Calderon makes 2-pt shot from 18 ft (assist by L. Amundson),2,45-44,,
0:44.0,,,45-44,,V. Oladipo misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by J. Smith,,45-44,,
0:34.0,J. Smith misses 2-pt shot from 18 ft,,45-44,,
0:33.0,,,45-44,,Defensive rebound by N. Vucevic
0:12.0,,,45-44,,Turnover by E. Payton (bad pass)
0:01.0,Shooting foul by V. Oladipo (drawn by T. Hardaway),,45-44,,
0:01.0,T. Hardaway makes free throw 1 of 3,1,46-44,,
0:01.0,T. Hardaway misses free throw 2 of 3,,46-44,,
0:01.0,Offensive rebound by Team,,46-44,,
0:01.0,C. Aldrich enters the game for L. Amundson,,46-44,,
0:01.0,S. Larkin enters the game for L. Galloway,,46-44,,
0:01.0,T. Hardaway makes free throw 3 of 3,1,47-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,47-44,,N. Vucevic misses 2-pt shot from 8 ft
11:41.0,Defensive rebound by T. Hardaway,,47-44,,
11:21.0,Turnover by J. Calderon (bad pass; steal by E. Payton),,47-44,,
11:16.0,,,47-44,,Shooting foul by T. Hardaway (drawn by V. Oladipo)
11:16.0,,,47-45,1,V. Oladipo makes free throw 1 of 2
11:16.0,,,47-46,1,V. Oladipo makes free throw 2 of 2
10:51.0,L. Galloway makes 2-pt shot at rim,2,49-46,,
10:51.0,,,49-46,,Orlando full timeout
10:51.0,,,49-46,,K. O'Quinn enters the game for C. Frye
10:33.0,,,49-46,,E. Fournier misses 2-pt shot from 7 ft
10:32.0,Defensive rebound by L. Amundson,,49-46,,
10:22.0,L. Galloway misses 2-pt shot from 22 ft,,49-46,,
10:20.0,,,49-46,,Defensive rebound by E. Fournier
10:05.0,,,49-48,2,N. Vucevic makes 2-pt shot from 10 ft (assist by V. Oladipo)
9:44.0,J. Calderon misses 2-pt shot from 20 ft,,49-48,,
9:43.0,,,49-48,,Defensive rebound by N. Vucevic
9:28.0,,,49-48,,V. Oladipo misses 2-pt shot from 19 ft
9:27.0,Defensive rebound by L. Amundson,,49-48,,
9:05.0,T. Hardaway makes 3-pt shot from 26 ft (assist by L. Galloway),3,52-48,,
8:43.0,,,52-48,,Shooting foul by L. Galloway (drawn by N. Vucevic)
8:43.0,,,52-48,,N. Vucevic misses free throw 1 of 2
8:43.0,,,52-48,,Offensive rebound by Team
8:43.0,,,52-48,,N. Vucevic misses free throw 2 of 2
8:42.0,Defensive rebound by L. Amundson,,52-48,,
8:29.0,J. Smith misses 2-pt shot from 14 ft,,52-48,,
8:28.0,,,52-48,,Defensive rebound by K. O'Quinn
8:13.0,,,52-48,,V. Oladipo misses 2-pt shot at rim (block by L. Amundson)
8:11.0,,,52-48,,Offensive rebound by E. Payton
8:10.0,,,52-48,,E. Payton misses 2-pt shot from 2 ft
8:07.0,,,52-48,,Offensive rebound by N. Vucevic
8:07.0,,,52-50,2,N. Vucevic makes 2-pt shot at rim
8:00.0,T. Hardaway misses 3-pt shot from 26 ft,,52-50,,
7:58.0,,,52-50,,Defensive rebound by N. Vucevic
7:56.0,,,52-50,,Shooting foul by L. Galloway (drawn by K. O'Quinn)
7:56.0,,,52-51,1,K. O'Quinn makes free throw 1 of 2
7:56.0,S. Larkin enters the game for L. Galloway,,52-51,,
7:56.0,,,52-51,,K. O'Quinn misses free throw 2 of 2
7:55.0,Defensive rebound by L. Amundson,,52-51,,
7:31.0,J. Calderon misses 3-pt shot from 23 ft,,52-51,,
7:30.0,,,52-51,,Defensive rebound by K. O'Quinn
7:15.0,Violation by L. Amundson (kicked ball),,52-51,,
7:08.0,,,52-51,,K. O'Quinn misses 3-pt shot from 26 ft
7:07.0,Defensive rebound by S. Larkin,,52-51,,
6:59.0,Turnover by S. Larkin (bad pass; steal by K. O'Quinn),,52-51,,
6:43.0,,,52-51,,Turnover by K. O'Quinn (bad pass)
6:22.0,L. Amundson misses 2-pt shot from 2 ft,,52-51,,
6:20.0,,,52-51,,Defensive rebound by K. O'Quinn
6:14.0,,,52-51,,E. Payton misses 2-pt shot from 5 ft
6:12.0,,,52-51,,Offensive rebound by V. Oladipo
6:12.0,,,52-53,2,V. Oladipo makes 2-pt shot from 1 ft
6:11.0,New York full timeout,,52-53,,
6:11.0,C. Aldrich enters the game for L. Amundson,,52-53,,
6:01.0,J. Smith misses 2-pt shot from 19 ft,,52-53,,
6:00.0,,,52-53,,Defensive rebound by K. O'Quinn
5:49.0,,,52-55,2,V. Oladipo makes 2-pt shot at rim (assist by K. O'Quinn)
5:35.0,J. Calderon misses 2-pt shot from 20 ft,,52-55,,
5:33.0,Offensive rebound by C. Aldrich,,52-55,,
5:31.0,C. Aldrich makes 2-pt shot from 4 ft,2,54-55,,
5:09.0,,,54-55,,Turnover by N. Vucevic (lost ball; steal by C. Aldrich)
5:01.0,S. Larkin misses 2-pt shot from 19 ft,,54-55,,
4:59.0,,,54-55,,Defensive rebound by N. Vucevic
4:51.0,,,54-55,,V. Oladipo misses 2-pt shot from 15 ft
4:49.0,Defensive rebound by J. Smith,,54-55,,
4:39.0,Shooting foul by N. Vucevic (drawn by J. Smith),,54-55,,
4:39.0,,,54-55,,Violation by Team (delay of game)
4:39.0,J. Smith misses free throw 1 of 2,,54-55,,
4:39.0,Offensive rebound by Team,,54-55,,
4:39.0,,,54-55,,W. Green enters the game for E. Fournier
4:39.0,J. Smith makes free throw 2 of 2,1,55-55,,
4:24.0,,,55-55,,Turnover by V. Oladipo (lost ball; steal by C. Aldrich)
4:11.0,Turnover by S. Larkin (bad pass),,55-55,,
4:11.0,A. Bargnani enters the game for J. Smith,,55-55,,
3:56.0,,,55-57,2,N. Vucevic makes 2-pt shot from 17 ft (assist by V. Oladipo)
3:31.0,C. Aldrich misses 2-pt shot from 8 ft,,55-57,,
3:29.0,,,55-57,,Defensive rebound by K. O'Quinn
3:19.0,,,55-57,,K. O'Quinn misses 2-pt shot from 18 ft
3:18.0,Defensive rebound by S. Larkin,,55-57,,
3:07.0,J. Calderon makes 3-pt shot from 25 ft,3,58-57,,
2:44.0,,,58-60,3,W. Green makes 3-pt shot from 25 ft (assist by E. Payton)
2:26.0,A. Bargnani misses 2-pt shot from 9 ft,,58-60,,
2:24.0,,,58-60,,Defensive rebound by K. O'Quinn
2:11.0,,,58-60,,N. Vucevic misses 2-pt shot from 9 ft
2:10.0,Defensive rebound by T. Hardaway,,58-60,,
2:09.0,,,58-60,,Personal foul by W. Green (drawn by T. Hardaway)
2:09.0,,,58-60,,L. Ridnour enters the game for E. Payton
2:09.0,,,58-60,,D. Dedmon enters the game for K. O'Quinn
2:09.0,C. Early enters the game for T. Hardaway,,58-60,,
2:09.0,P. Prigioni enters the game for J. Calderon,,58-60,,
1:56.0,C. Early misses 2-pt shot from 15 ft,,58-60,,
1:54.0,,,58-60,,Defensive rebound by N. Vucevic
1:46.0,,,58-60,,N. Vucevic misses 2-pt shot from 20 ft
1:45.0,Defensive rebound by C. Early,,58-60,,
1:36.0,Turnover by P. Prigioni (bad pass; steal by W. Green),,58-60,,
1:31.0,,,58-62,2,W. Green makes 2-pt shot at rim
1:10.0,,,58-62,,Personal foul by N. Vucevic (drawn by C. Early)
1:01.0,Shooting foul by D. Dedmon (drawn by S. Larkin),,58-62,,
1:01.0,S. Larkin makes free throw 1 of 3,1,59-62,,
1:01.0,S. Larkin misses free throw 2 of 3,,59-62,,
1:01.0,Offensive rebound by Team,,59-62,,
1:01.0,S. Larkin makes free throw 3 of 3,1,60-62,,
0:47.0,,,60-64,2,N. Vucevic makes 2-pt shot from 17 ft (assist by V. Oladipo)
0:32.0,C. Aldrich misses 2-pt shot from 8 ft,,60-64,,
0:31.0,,,60-64,,Defensive rebound by N. Vucevic
0:08.0,,,60-64,,N. Vucevic misses 2-pt shot from 21 ft
0:07.0,Defensive rebound by A. Bargnani,,60-64,,
0:00.0,S. Larkin misses 2-pt shot from 2 ft,,60-64,,
0:00.0,Offensive rebound by Team,,60-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,A. Bargnani makes 2-pt shot from 17 ft (assist by J. Calderon),2,62-64,,
11:10.0,,,62-64,,A. Gordon misses 2-pt shot from 1 ft
11:09.0,,,62-64,,Offensive rebound by A. Gordon
11:09.0,,,62-64,,Turnover by Team (shot clock)
10:46.0,A. Stoudemire misses 2-pt shot at rim,,62-64,,
10:44.0,,,62-64,,Defensive rebound by E. Fournier
10:39.0,,,62-64,,L. Ridnour misses 2-pt shot from 17 ft
10:36.0,Defensive rebound by P. Prigioni,,62-64,,
10:33.0,,,62-64,,Personal foul by E. Fournier (drawn by P. Prigioni)
10:28.0,,,62-64,,Personal foul by W. Green (drawn by C. Early)
10:23.0,Shooting foul by W. Green (drawn by A. Bargnani),,62-64,,
10:23.0,A. Bargnani makes free throw 1 of 2,1,63-64,,
10:23.0,A. Bargnani makes free throw 2 of 2,1,64-64,,
9:57.0,,,64-66,2,W. Green makes 2-pt shot from 21 ft
9:43.0,Shooting foul by D. Dedmon (drawn by A. Stoudemire),,64-66,,
9:43.0,A. Stoudemire makes free throw 1 of 2,1,65-66,,
9:43.0,J. Smith enters the game for A. Bargnani,,65-66,,
9:43.0,,,65-66,,N. Vucevic enters the game for A. Gordon
9:43.0,A. Stoudemire makes free throw 2 of 2,1,66-66,,
9:26.0,,,66-69,3,W. Green makes 3-pt shot from 23 ft (assist by L. Ridnour)
9:08.0,,,66-69,,Personal foul by D. Dedmon (drawn by A. Stoudemire)
9:08.0,A. Stoudemire makes free throw 1 of 2,1,67-69,,
9:08.0,A. Stoudemire misses free throw 2 of 2,,67-69,,
9:07.0,,,67-69,,Defensive rebound by D. Dedmon
8:50.0,,,67-71,2,E. Fournier makes 2-pt shot from 2 ft
8:35.0,,,67-71,,Personal foul by D. Dedmon (drawn by A. Stoudemire)
8:35.0,Official timeout,,67-71,,
8:35.0,,,67-71,,K. O'Quinn enters the game for D. Dedmon
8:35.0,A. Stoudemire makes free throw 1 of 2,1,68-71,,
8:35.0,A. Stoudemire makes free throw 2 of 2,1,69-71,,
8:23.0,,,69-71,,N. Vucevic misses 2-pt shot from 16 ft
8:22.0,Defensive rebound by P. Prigioni,,69-71,,
8:13.0,Turnover by A. Stoudemire (traveling),,69-71,,
8:00.0,,,69-73,2,L. Ridnour makes 2-pt shot from 17 ft
7:31.0,P. Prigioni misses 3-pt shot from 23 ft,,69-73,,
7:30.0,Offensive rebound by A. Stoudemire,,69-73,,
7:26.0,P. Prigioni makes 3-pt shot from 25 ft (assist by A. Stoudemire),3,72-73,,
7:13.0,,,72-73,,E. Fournier misses 2-pt shot from 14 ft
7:13.0,,,72-73,,Offensive rebound by Team
7:13.0,,,72-73,,E. Payton enters the game for L. Ridnour
7:13.0,,,72-73,,V. Oladipo enters the game for E. Fournier
7:13.0,L. Galloway enters the game for J. Calderon,,72-73,,
6:50.0,,,72-75,2,E. Payton makes 2-pt shot from 2 ft
6:40.0,J. Smith makes 2-pt shot from 19 ft (assist by P. Prigioni),2,74-75,,
6:24.0,,,74-75,,W. Green misses 2-pt shot from 18 ft
6:23.0,Defensive rebound by A. Stoudemire,,74-75,,
6:11.0,J. Smith misses 2-pt shot from 14 ft,,74-75,,
6:09.0,Offensive rebound by A. Stoudemire,,74-75,,
6:08.0,A. Stoudemire misses 2-pt shot from 2 ft (block by K. O'Quinn),,74-75,,
6:05.0,,,74-75,,Defensive rebound by K. O'Quinn
6:02.0,Personal foul by C. Early (drawn by V. Oladipo),,74-75,,
6:02.0,T. Hardaway enters the game for C. Early,,74-75,,
5:51.0,,,74-75,,Turnover by K. O'Quinn (bad pass; steal by P. Prigioni)
5:46.0,Shooting foul by K. O'Quinn (drawn by J. Smith),,74-75,,
5:46.0,,,74-75,,Orlando full timeout
5:46.0,,,74-75,,D. Dedmon enters the game for K. O'Quinn
5:46.0,J. Smith misses free throw 1 of 2,,74-75,,
5:46.0,Offensive rebound by Team,,74-75,,
5:46.0,J. Smith makes free throw 2 of 2,1,75-75,,
5:25.0,,,75-75,,E. Payton misses 3-pt shot from 23 ft
5:23.0,Defensive rebound by P. Prigioni,,75-75,,
5:13.0,T. Hardaway misses 3-pt shot from 26 ft,,75-75,,
5:12.0,,,75-75,,Defensive rebound by E. Payton
4:53.0,Personal foul by P. Prigioni (drawn by N. Vucevic),,75-75,,
4:53.0,A. Bargnani enters the game for A. Stoudemire,,75-75,,
4:42.0,,,75-75,,Turnover by N. Vucevic (lost ball; steal by P. Prigioni)
4:24.0,Turnover by P. Prigioni (bad pass; steal by E. Payton),,75-75,,
4:19.0,Shooting block foul by L. Galloway (drawn by V. Oladipo),,75-75,,
4:19.0,,,75-76,1,V. Oladipo makes free throw 1 of 2
4:19.0,J. Calderon enters the game for P. Prigioni,,75-76,,
4:19.0,,,75-77,1,V. Oladipo makes free throw 2 of 2
4:06.0,T. Hardaway misses 2-pt shot from 6 ft (block by D. Dedmon),,75-77,,
4:04.0,,,75-77,,Defensive rebound by E. Payton
4:03.0,,,75-77,,Shooting foul by J. Calderon (drawn by E. Payton)
4:03.0,,,75-78,1,E. Payton makes free throw 1 of 2
4:03.0,,,75-79,1,E. Payton makes free throw 2 of 2
3:38.0,A. Bargnani misses 2-pt shot from 19 ft,,75-79,,
3:37.0,,,75-79,,Defensive rebound by E. Payton
3:19.0,,,75-81,2,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Payton)
3:18.0,New York full timeout,,75-81,,
