time,Chicago,pts.away,score,pts.home,Milwaukee
8:27.0,,,4-7,,Defensive rebound by Z. Pachulia
8:14.0,,,4-7,,K. Middleton misses 3-pt shot from 24 ft
8:14.0,Defensive rebound by Team,,4-7,,
7:49.0,P. Gasol misses 3-pt shot from 24 ft,,4-7,,
7:48.0,,,4-7,,Defensive rebound by M. Carter-Williams
7:43.0,,,4-7,,Turnover by M. Carter-Williams (bad pass; steal by A. Brooks)
7:34.0,A. Brooks misses 3-pt shot from 27 ft,,4-7,,
7:33.0,,,4-7,,Defensive rebound by M. Carter-Williams
7:29.0,,,4-7,,Turnover by M. Carter-Williams (bad pass; steal by A. Brooks)
7:26.0,,,4-7,,Violation by G. Antetokounmpo (def goaltending)
7:26.0,M. Dunleavy makes 2-pt shot at rim,2,6-7,,
7:15.0,,,6-7,,M. Carter-Williams misses 2-pt shot at rim
7:13.0,,,6-7,,Offensive rebound by M. Carter-Williams
7:13.0,,,6-7,,M. Carter-Williams misses 2-pt shot at rim
7:11.0,Defensive rebound by A. Brooks,,6-7,,
7:03.0,J. Butler makes 3-pt shot from 26 ft (assist by J. Noah),3,9-7,,
6:44.0,,,9-7,,K. Middleton misses 2-pt shot at rim (block by J. Butler)
6:41.0,Defensive rebound by J. Noah,,9-7,,
6:35.0,J. Butler misses 2-pt shot from 16 ft,,9-7,,
6:33.0,,,9-7,,Defensive rebound by G. Antetokounmpo
6:23.0,,,9-9,2,E. Ilyasova makes 2-pt shot at rim
6:06.0,Shooting foul by Z. Pachulia (drawn by J. Butler),,9-9,,
6:06.0,J. Butler makes free throw 1 of 2,1,10-9,,
6:06.0,,,10-9,,J. Bayless enters the game for M. Carter-Williams
6:06.0,J. Butler makes free throw 2 of 2,1,11-9,,
5:52.0,,,11-9,,K. Middleton misses 3-pt shot from 26 ft
5:51.0,Defensive rebound by J. Butler,,11-9,,
5:43.0,P. Gasol makes 2-pt shot at rim (assist by J. Butler),2,13-9,,
5:21.0,,,13-11,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Bayless)
5:01.0,J. Butler misses 2-pt shot from 6 ft,,13-11,,
5:00.0,,,13-11,,Defensive rebound by J. Bayless
4:44.0,,,13-11,,Z. Pachulia misses 2-pt shot from 15 ft
4:43.0,Defensive rebound by J. Noah,,13-11,,
4:27.0,A. Brooks makes 3-pt shot from 27 ft (assist by M. Dunleavy),3,16-11,,
4:14.0,,,16-11,,Offensive foul by G. Antetokounmpo
4:14.0,,,16-11,,Turnover by G. Antetokounmpo (offensive foul)
4:14.0,,,16-11,,Milwaukee full timeout
4:14.0,T. Snell enters the game for J. Noah,,16-11,,
4:14.0,T. Gibson enters the game for J. Butler,,16-11,,
4:14.0,,,16-11,,J. Henson enters the game for Z. Pachulia
4:14.0,,,16-11,,O. Mayo enters the game for K. Middleton
4:01.0,M. Dunleavy misses 3-pt shot from 24 ft,,16-11,,
3:59.0,,,16-11,,Defensive rebound by G. Antetokounmpo
3:49.0,,,16-11,,Turnover by J. Bayless (dbl dribble)
3:33.0,T. Gibson makes 2-pt shot at rim (assist by P. Gasol),2,18-11,,
3:08.0,,,18-11,,Turnover by J. Henson (bad pass; steal by A. Brooks)
3:01.0,T. Gibson makes 2-pt shot at rim (assist by A. Brooks),2,20-11,,
2:45.0,,,20-13,2,G. Antetokounmpo makes 2-pt shot at rim
2:22.0,Turnover by M. Dunleavy (lost ball; steal by J. Bayless),,20-13,,
2:22.0,Personal foul by A. Brooks (drawn by J. Bayless),,20-13,,
2:22.0,Chicago full timeout,,20-13,,
2:22.0,,,20-13,,J. Dudley enters the game for E. Ilyasova
2:22.0,N. Mirotic enters the game for M. Dunleavy,,20-13,,
2:22.0,K. Hinrich enters the game for A. Brooks,,20-13,,
2:10.0,,,20-13,,J. Bayless misses 3-pt shot from 23 ft
2:09.0,Defensive rebound by P. Gasol,,20-13,,
1:57.0,K. Hinrich misses 3-pt shot from 22 ft,,20-13,,
1:56.0,,,20-13,,Defensive rebound by G. Antetokounmpo
1:50.0,,,20-15,2,J. Henson makes 2-pt shot at rim (assist by G. Antetokounmpo)
1:24.0,T. Gibson makes 2-pt shot at rim (assist by P. Gasol),2,22-15,,
1:03.0,,,22-18,3,O. Mayo makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
0:48.0,K. Hinrich makes 3-pt shot from 26 ft (assist by P. Gasol),3,25-18,,
0:34.0,,,25-18,,Turnover by G. Antetokounmpo (bad pass; steal by N. Mirotic)
0:25.0,Turnover by P. Gasol (bad pass; steal by O. Mayo),,25-18,,
0:21.0,,,25-18,,Shooting foul by K. Hinrich (drawn by J. Bayless)
0:21.0,,,25-19,1,J. Bayless makes free throw 1 of 2
0:21.0,,,25-20,1,J. Bayless makes free throw 2 of 2
0:03.0,N. Mirotic misses 3-pt shot from 26 ft,,25-20,,
0:01.0,Offensive rebound by P. Gasol,,25-20,,
0:00.0,P. Gasol misses 2-pt shot from 1 ft (block by J. Henson),,25-20,,
0:00.0,Offensive rebound by Team,,25-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,Shooting block foul by T. Gibson (drawn by J. Henson),,25-20,,
11:50.0,,,25-21,1,J. Henson makes free throw 1 of 2
11:50.0,,,25-21,,J. Henson misses free throw 2 of 2
11:49.0,Defensive rebound by N. Mirotic,,25-21,,
11:27.0,T. Gibson makes 2-pt shot at rim (assist by J. Butler),2,27-21,,
11:27.0,Shooting foul by J. Dudley (drawn by T. Gibson),,27-21,,
11:27.0,T. Gibson makes free throw 1 of 1,1,28-21,,
11:07.0,,,28-24,3,O. Mayo makes 3-pt shot from 25 ft (assist by J. Dudley)
10:45.0,N. Mirotic makes 2-pt shot at rim,2,30-24,,
10:33.0,,,30-24,,K. Middleton misses 3-pt shot from 24 ft
10:32.0,Defensive rebound by N. Mirotic,,30-24,,
10:20.0,J. Butler misses 2-pt shot from 17 ft (block by J. Henson),,30-24,,
10:20.0,Offensive rebound by Team,,30-24,,
10:13.0,,,30-26,2,J. Bayless makes 2-pt shot at rim
10:03.0,,,30-26,,Personal foul by J. Bayless (drawn by K. Hinrich)
9:51.0,Turnover by K. Hinrich (bad pass; steal by O. Mayo),,30-26,,
9:44.0,,,30-26,,Turnover by O. Mayo (bad pass; steal by K. Hinrich)
9:37.0,J. Butler misses 3-pt shot from 24 ft,,30-26,,
9:36.0,,,30-26,,Defensive rebound by J. Henson
9:28.0,,,30-26,,O. Mayo misses 2-pt shot from 19 ft
9:26.0,Defensive rebound by N. Mirotic,,30-26,,
9:12.0,K. Hinrich misses 2-pt shot from 19 ft,,30-26,,
9:11.0,,,30-26,,Defensive rebound by J. Bayless
9:06.0,,,30-26,,J. Bayless misses 2-pt shot at rim
9:04.0,,,30-26,,Offensive rebound by K. Middleton
9:04.0,,,30-26,,K. Middleton misses 2-pt shot at rim
9:03.0,Defensive rebound by K. Hinrich,,30-26,,
9:00.0,Shooting foul by O. Mayo (drawn by T. Gibson),,30-26,,
9:00.0,T. Gibson misses free throw 1 of 2,,30-26,,
9:00.0,Offensive rebound by Team,,30-26,,
9:00.0,T. Gibson makes free throw 2 of 2,1,31-26,,
8:39.0,,,31-26,,J. Bayless misses 2-pt shot from 18 ft
8:38.0,Defensive rebound by K. Hinrich,,31-26,,
8:29.0,N. Mirotic misses 2-pt shot from 12 ft,,31-26,,
8:28.0,,,31-26,,Defensive rebound by J. Dudley
8:08.0,,,31-26,,Shooting foul by T. Gibson (drawn by K. Middleton)
8:08.0,Official timeout,,31-26,,
8:08.0,J. Noah enters the game for T. Gibson,,31-26,,
8:08.0,A. Brooks enters the game for T. Snell,,31-26,,
8:08.0,,,31-26,,Z. Pachulia enters the game for J. Henson
8:08.0,,,31-26,,G. Antetokounmpo enters the game for O. Mayo
8:08.0,,,31-26,,M. Carter-Williams enters the game for J. Bayless
8:08.0,,,31-27,1,K. Middleton makes free throw 1 of 2
8:08.0,,,31-28,1,K. Middleton makes free throw 2 of 2
7:47.0,Shooting foul by G. Antetokounmpo (drawn by J. Butler),,31-28,,
7:47.0,J. Butler makes free throw 1 of 2,1,32-28,,
7:47.0,J. Butler makes free throw 2 of 2,1,33-28,,
7:26.0,,,33-28,,M. Carter-Williams misses 2-pt shot at rim
7:24.0,,,33-28,,Offensive rebound by M. Carter-Williams
7:24.0,,,33-28,,M. Carter-Williams misses 2-pt shot from 1 ft
7:23.0,,,33-28,,Offensive rebound by M. Carter-Williams
7:21.0,,,33-30,2,M. Carter-Williams makes 2-pt shot at rim
7:05.0,A. Brooks misses 2-pt shot from 14 ft,,33-30,,
7:04.0,,,33-30,,Defensive rebound by Z. Pachulia
6:53.0,,,33-32,2,M. Carter-Williams makes 2-pt shot from 4 ft
6:37.0,,,33-32,,Shooting block foul by K. Middleton (drawn by J. Butler)
6:37.0,J. Butler makes free throw 1 of 2,1,34-32,,
6:37.0,M. Dunleavy enters the game for K. Hinrich,,34-32,,
6:37.0,P. Gasol enters the game for N. Mirotic,,34-32,,
6:37.0,J. Butler makes free throw 2 of 2,1,35-32,,
6:26.0,,,35-34,2,M. Carter-Williams makes 2-pt shot at rim
6:08.0,Turnover by P. Gasol (bad pass; steal by J. Dudley),,35-34,,
6:05.0,,,35-34,,Turnover by J. Dudley (bad pass; steal by P. Gasol)
5:57.0,A. Brooks misses 3-pt shot from 24 ft,,35-34,,
5:56.0,Offensive rebound by P. Gasol,,35-34,,
5:43.0,P. Gasol misses 2-pt shot from 5 ft,,35-34,,
5:42.0,,,35-34,,Defensive rebound by Z. Pachulia
5:32.0,,,35-34,,K. Middleton misses 2-pt shot from 16 ft
5:31.0,Defensive rebound by J. Noah,,35-34,,
5:22.0,Shooting foul by M. Carter-Williams (drawn by P. Gasol),,35-34,,
5:22.0,,,35-34,,Milwaukee full timeout
5:22.0,,,35-34,,O. Mayo enters the game for J. Dudley
5:22.0,,,35-34,,E. Ilyasova enters the game for G. Antetokounmpo
5:22.0,P. Gasol misses free throw 1 of 2,,35-34,,
5:22.0,Offensive rebound by Team,,35-34,,
5:22.0,P. Gasol makes free throw 2 of 2,1,36-34,,
5:12.0,,,36-34,,Shooting foul by A. Brooks (drawn by M. Carter-Williams)
5:12.0,,,36-34,,M. Carter-Williams misses free throw 1 of 2
5:12.0,,,36-34,,Offensive rebound by Team
5:12.0,,,36-35,1,M. Carter-Williams makes free throw 2 of 2
4:58.0,,,36-35,,Personal foul by E. Ilyasova (drawn by M. Dunleavy)
4:58.0,M. Dunleavy makes free throw 1 of 2,1,37-35,,
4:58.0,M. Dunleavy makes free throw 2 of 2,1,38-35,,
4:47.0,,,38-35,,M. Carter-Williams misses 2-pt shot from 4 ft
4:47.0,,,38-35,,Offensive rebound by Team
4:45.0,,,38-37,2,M. Carter-Williams makes 2-pt shot from 3 ft (assist by O. Mayo)
4:29.0,J. Butler makes 2-pt shot at rim (assist by M. Dunleavy),2,40-37,,
4:12.0,,,40-39,2,M. Carter-Williams makes 2-pt shot from 2 ft
3:51.0,P. Gasol makes 2-pt shot from 16 ft (assist by M. Dunleavy),2,42-39,,
3:28.0,,,42-39,,Turnover by M. Carter-Williams (lost ball; steal by J. Noah)
3:24.0,J. Butler misses 2-pt shot at rim (block by E. Ilyasova),,42-39,,
3:21.0,Offensive rebound by J. Butler,,42-39,,
3:20.0,J. Butler makes 2-pt shot at rim,2,44-39,,
3:17.0,,,44-39,,Technical foul by O. Mayo
3:17.0,M. Dunleavy makes technical free throw,1,45-39,,
2:56.0,,,45-39,,E. Ilyasova misses 2-pt shot from 4 ft (block by J. Noah)
2:56.0,,,45-39,,Offensive rebound by Team
2:56.0,Chicago full timeout,,45-39,,
2:56.0,,,45-39,,Technical foul by Team
2:56.0,M. Dunleavy misses technical free throw,,45-39,,
2:56.0,,,45-39,,Offensive rebound by Team
2:56.0,,,45-39,,J. Bayless enters the game for K. Middleton
2:52.0,,,45-39,,E. Ilyasova misses 3-pt shot from 25 ft
2:51.0,Defensive rebound by J. Butler,,45-39,,
2:33.0,J. Butler makes 2-pt shot at rim (assist by P. Gasol),2,47-39,,
2:19.0,,,47-41,2,M. Carter-Williams makes 2-pt shot from 8 ft
2:10.0,Turnover by J. Noah (bad pass; steal by E. Ilyasova),,47-41,,
2:06.0,,,47-41,,Offensive foul by E. Ilyasova
2:06.0,,,47-41,,Turnover by E. Ilyasova (offensive foul)
1:55.0,M. Dunleavy misses 3-pt shot from 24 ft,,47-41,,
1:53.0,,,47-41,,Defensive rebound by Z. Pachulia
1:44.0,,,47-41,,E. Ilyasova misses 3-pt shot from 25 ft
1:43.0,Defensive rebound by J. Butler,,47-41,,
1:35.0,A. Brooks misses 3-pt shot from 26 ft,,47-41,,
1:34.0,Offensive rebound by Team,,47-41,,
1:30.0,Turnover by A. Brooks (lost ball; steal by M. Carter-Williams),,47-41,,
1:27.0,,,47-43,2,M. Carter-Williams makes 2-pt shot at rim
1:07.0,A. Brooks misses 2-pt shot at rim,,47-43,,
1:04.0,,,47-43,,Defensive rebound by M. Carter-Williams
0:55.0,,,47-43,,M. Carter-Williams misses 3-pt shot from 24 ft
0:53.0,,,47-43,,Offensive rebound by Z. Pachulia
0:48.0,,,47-43,,O. Mayo misses 3-pt shot from 26 ft
0:48.0,Defensive rebound by Team,,47-43,,
0:48.0,,,47-43,,Loose ball foul by Z. Pachulia (drawn by P. Gasol)
0:48.0,P. Gasol misses free throw 1 of 2,,47-43,,
0:48.0,Offensive rebound by Team,,47-43,,
0:48.0,K. Hinrich enters the game for A. Brooks,,47-43,,
0:48.0,P. Gasol makes free throw 2 of 2,1,48-43,,
0:36.0,,,48-46,3,O. Mayo makes 3-pt shot from 26 ft (assist by E. Ilyasova)
0:22.0,Jump ball: J. Butler vs. E. Ilyasova (M. Dunleavy gains possession),,,,Jump ball: J. Butler vs. E. Ilyasova (M. Dunleavy gains possession)
0:15.0,Offensive charge foul by J. Butler,,48-46,,
0:15.0,Turnover by J. Butler (offensive foul),,48-46,,
0:15.0,E. Moore enters the game for M. Dunleavy,,48-46,,
0:15.0,T. Gibson enters the game for P. Gasol,,48-46,,
0:06.0,Personal foul by E. Moore (drawn by M. Carter-Williams),,48-46,,
0:06.0,,,48-46,,Milwaukee full timeout
0:02.0,,,48-46,,E. Ilyasova misses 2-pt shot from 5 ft
0:00.0,,,48-46,,Offensive rebound by Z. Pachulia
0:00.0,,,48-48,2,Z. Pachulia makes 2-pt shot at rim
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:33.0,,,48-48,,G. Antetokounmpo misses 2-pt shot at rim
11:32.0,Defensive rebound by P. Gasol,,48-48,,
11:12.0,J. Butler misses 2-pt shot from 6 ft,,48-48,,
11:10.0,,,48-48,,Defensive rebound by M. Carter-Williams
10:59.0,,,48-51,3,K. Middleton makes 3-pt shot from 22 ft (assist by E. Ilyasova)
10:32.0,Turnover by M. Dunleavy (bad pass; steal by E. Ilyasova),,48-51,,
10:28.0,,,48-51,,Turnover by E. Ilyasova (bad pass; steal by J. Butler)
10:20.0,M. Dunleavy makes 3-pt shot from 24 ft (assist by A. Brooks),3,51-51,,
10:03.0,,,51-51,,G. Antetokounmpo misses 2-pt shot at rim
10:03.0,Defensive rebound by P. Gasol,,51-51,,
10:03.0,,,51-51,,Personal foul by Z. Pachulia (drawn by P. Gasol)
9:40.0,J. Butler misses 2-pt shot from 15 ft,,51-51,,
9:38.0,,,51-51,,Defensive rebound by M. Carter-Williams
9:31.0,,,51-51,,K. Middleton misses 2-pt shot from 14 ft
9:30.0,Defensive rebound by J. Noah,,51-51,,
9:18.0,M. Dunleavy makes 2-pt shot from 9 ft,2,53-51,,
9:18.0,Shooting foul by E. Ilyasova (drawn by M. Dunleavy),,53-51,,
9:18.0,M. Dunleavy makes free throw 1 of 1,1,54-51,,
9:03.0,Shooting block foul by P. Gasol (drawn by G. Antetokounmpo),,54-51,,
9:03.0,,,54-52,1,G. Antetokounmpo makes free throw 1 of 2
9:03.0,,,54-53,1,G. Antetokounmpo makes free throw 2 of 2
8:51.0,Shooting foul by G. Antetokounmpo (drawn by J. Noah),,54-53,,
8:51.0,J. Noah makes free throw 1 of 2,1,55-53,,
8:51.0,J. Noah misses free throw 2 of 2,,55-53,,
8:51.0,,,55-53,,Defensive rebound by Z. Pachulia
8:41.0,Personal block foul by J. Noah (drawn by E. Ilyasova),,55-53,,
8:30.0,,,55-56,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
8:21.0,Turnover by J. Noah (bad pass),,55-56,,
8:15.0,,,55-58,2,K. Middleton makes 2-pt shot from 15 ft
7:50.0,P. Gasol misses 2-pt shot from 14 ft,,55-58,,
7:50.0,Offensive rebound by J. Noah,,55-58,,
7:50.0,,,55-58,,Loose ball foul by K. Middleton (drawn by J. Noah)
7:48.0,,,55-58,,Personal foul by K. Middleton (drawn by M. Dunleavy)
7:48.0,M. Dunleavy misses free throw 1 of 2,,55-58,,
7:48.0,Offensive rebound by Team,,55-58,,
7:48.0,M. Dunleavy misses free throw 2 of 2,,55-58,,
7:45.0,Offensive rebound by P. Gasol,,55-58,,
7:45.0,Turnover by P. Gasol (bad pass),,55-58,,
7:30.0,,,55-58,,E. Ilyasova misses 3-pt shot from 23 ft
7:29.0,Defensive rebound by P. Gasol,,55-58,,
7:11.0,J. Noah misses 2-pt shot from 2 ft,,55-58,,
7:11.0,,,55-58,,Defensive rebound by G. Antetokounmpo
7:11.0,Loose ball foul by M. Dunleavy (drawn by G. Antetokounmpo),,55-58,,
6:49.0,,,55-58,,E. Ilyasova misses 2-pt shot at rim
6:48.0,,,55-58,,Offensive rebound by Z. Pachulia
6:48.0,,,55-58,,Z. Pachulia misses 2-pt shot at rim
6:48.0,,,55-58,,Offensive rebound by Z. Pachulia
6:48.0,Loose ball foul by J. Noah (drawn by Z. Pachulia),,55-58,,
6:41.0,,,55-61,3,E. Ilyasova makes 3-pt shot from 24 ft (assist by K. Middleton)
6:39.0,Chicago full timeout,,55-61,,
6:25.0,J. Noah makes 2-pt shot at rim,2,57-61,,
6:11.0,,,57-61,,M. Carter-Williams misses 2-pt shot at rim
6:09.0,Defensive rebound by M. Dunleavy,,57-61,,
6:03.0,J. Butler makes 2-pt shot from 19 ft (assist by A. Brooks),2,59-61,,
5:50.0,Shooting block foul by A. Brooks (drawn by M. Carter-Williams),,59-61,,
5:50.0,,,59-62,1,M. Carter-Williams makes free throw 1 of 2
5:50.0,,,59-63,1,M. Carter-Williams makes free throw 2 of 2
5:32.0,K. Hinrich enters the game for A. Brooks,,59-63,,
5:32.0,T. Gibson enters the game for J. Noah,,59-63,,
5:24.0,T. Gibson makes 2-pt shot from 12 ft,2,61-63,,
5:11.0,,,61-65,2,Z. Pachulia makes 2-pt shot from 12 ft (assist by K. Middleton)
4:51.0,J. Butler misses 2-pt shot from 17 ft,,61-65,,
4:50.0,Offensive rebound by J. Butler,,61-65,,
4:46.0,M. Dunleavy misses 2-pt shot at rim,,61-65,,
4:44.0,Offensive rebound by P. Gasol,,61-65,,
4:43.0,P. Gasol makes 2-pt shot at rim,2,63-65,,
4:35.0,,,63-65,,Turnover by Z. Pachulia (offensive foul)
4:35.0,,,63-65,,Offensive foul by Z. Pachulia
4:35.0,,,63-65,,J. Bayless enters the game for M. Carter-Williams
4:35.0,,,63-65,,J. Henson enters the game for Z. Pachulia
4:35.0,Chicago full timeout,,63-65,,
4:35.0,A. Brooks enters the game for K. Hinrich,,63-65,,
4:17.0,Turnover by A. Brooks (bad pass; steal by J. Bayless),,63-65,,
4:12.0,,,63-65,,K. Middleton misses 2-pt shot at rim
4:10.0,,,63-65,,Offensive rebound by E. Ilyasova
4:10.0,,,63-65,,E. Ilyasova misses 2-pt shot at rim
4:09.0,,,63-65,,Offensive rebound by E. Ilyasova
4:09.0,,,63-67,2,E. Ilyasova makes 2-pt shot at rim
3:44.0,A. Brooks makes 3-pt shot from 25 ft (assist by M. Dunleavy),3,66-67,,
3:24.0,,,66-67,,E. Ilyasova misses 2-pt shot from 15 ft
3:22.0,Defensive rebound by P. Gasol,,66-67,,
3:11.0,P. Gasol makes 2-pt shot from 17 ft (assist by M. Dunleavy),2,68-67,,
3:11.0,Shooting foul by J. Henson (drawn by P. Gasol),,68-67,,
3:11.0,N. Mirotic enters the game for M. Dunleavy,,68-67,,
3:11.0,P. Gasol makes free throw 1 of 1,1,69-67,,
2:53.0,,,69-67,,G. Antetokounmpo misses 2-pt shot from 18 ft
2:53.0,Defensive rebound by P. Gasol,,69-67,,
2:46.0,Offensive foul by N. Mirotic,,69-67,,
2:46.0,Turnover by N. Mirotic (offensive foul),,69-67,,
2:46.0,,,69-67,,Milwaukee full timeout
2:46.0,,,69-67,,O. Mayo enters the game for E. Ilyasova
2:46.0,,,69-67,,J. Dudley enters the game for K. Middleton
2:26.0,,,69-67,,J. Dudley misses 2-pt shot from 18 ft
2:25.0,,,69-67,,Offensive rebound by J. Henson
2:19.0,,,69-67,,J. Henson misses 2-pt shot from 6 ft
2:19.0,,,69-67,,Offensive rebound by J. Dudley
2:19.0,Loose ball foul by T. Gibson (drawn by J. Dudley),,69-67,,
2:19.0,,,69-68,1,J. Dudley makes free throw 1 of 2
2:19.0,,,69-68,,J. Dudley misses free throw 2 of 2
2:18.0,Defensive rebound by N. Mirotic,,69-68,,
1:58.0,N. Mirotic misses 2-pt shot at rim,,69-68,,
1:56.0,Offensive rebound by T. Gibson,,69-68,,
1:53.0,N. Mirotic makes 2-pt shot from 15 ft (assist by T. Gibson),2,71-68,,
1:38.0,,,71-70,2,J. Henson makes 2-pt shot at rim (assist by J. Dudley)
1:18.0,P. Gasol misses 2-pt shot from 16 ft,,71-70,,
1:17.0,,,71-70,,Defensive rebound by O. Mayo
1:04.0,,,71-70,,G. Antetokounmpo misses 2-pt shot from 2 ft
1:03.0,Defensive rebound by T. Gibson,,71-70,,
0:58.0,Shooting foul by O. Mayo (drawn by J. Butler),,71-70,,
0:58.0,J. Butler makes free throw 1 of 2,1,72-70,,
0:58.0,J. Butler makes free throw 2 of 2,1,73-70,,
0:43.0,,,73-70,,Offensive charge foul by G. Antetokounmpo
0:43.0,,,73-70,,Turnover by G. Antetokounmpo (offensive foul)
0:34.0,A. Brooks misses 2-pt shot at rim (block by J. Henson),,73-70,,
0:33.0,Offensive rebound by Team,,73-70,,
0:33.0,,,73-70,,K. Middleton enters the game for G. Antetokounmpo
0:29.0,Turnover by N. Mirotic (bad pass; steal by J. Bayless),,73-70,,
0:29.0,,,73-70,,Turnover by J. Bayless (step out of bounds)
0:29.0,,,73-70,,Technical foul by J. Bayless
0:29.0,A. Brooks makes technical free throw,1,74-70,,
0:15.0,T. Gibson misses 2-pt shot from 14 ft,,74-70,,
0:15.0,Offensive rebound by Team,,74-70,,
0:15.0,Turnover by Team (shot clock),,74-70,,
0:00.0,,,74-70,,J. Bayless misses 2-pt shot from 18 ft
0:00.0,Defensive rebound by P. Gasol,,74-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Shooting foul by J. Bayless (drawn by T. Snell),,74-70,,
11:45.0,T. Snell misses free throw 1 of 3,,74-70,,
11:45.0,Offensive rebound by Team,,74-70,,
11:45.0,T. Snell misses free throw 2 of 3,,74-70,,
11:45.0,Offensive rebound by Team,,74-70,,
11:45.0,T. Snell makes free throw 3 of 3,1,75-70,,
11:30.0,,,75-72,2,J. Henson makes 2-pt shot at rim
11:19.0,,,75-72,,Personal foul by O. Mayo (drawn by N. Mirotic)
11:12.0,Turnover by A. Brooks (bad pass; steal by J. Henson),,75-72,,
11:02.0,,,75-72,,J. Dudley misses 3-pt shot from 24 ft
11:01.0,,,75-72,,Offensive rebound by J. Henson
10:58.0,,,75-74,2,J. Henson makes 2-pt shot at rim
10:42.0,Shooting foul by M. Carter-Williams (drawn by J. Noah),,75-74,,
10:42.0,J. Noah makes free throw 1 of 2,1,76-74,,
10:42.0,J. Noah misses free throw 2 of 2,,76-74,,
10:42.0,,,76-74,,Defensive rebound by Team
10:24.0,,,76-74,,Offensive foul by J. Bayless
10:24.0,,,76-74,,Turnover by J. Bayless (offensive foul)
10:13.0,A. Brooks misses 3-pt shot from 26 ft,,76-74,,
10:12.0,,,76-74,,Defensive rebound by J. Dudley
10:08.0,,,76-76,2,O. Mayo makes 2-pt shot at rim (assist by J. Dudley)
9:45.0,T. Snell misses 3-pt shot from 26 ft,,76-76,,
9:45.0,Offensive rebound by Team,,76-76,,
9:45.0,,,76-76,,Loose ball foul by J. Henson (drawn by N. Mirotic)
9:34.0,Turnover by T. Snell (bad pass; steal by J. Dudley),,76-76,,
9:34.0,Personal foul by T. Gibson (drawn by J. Dudley),,76-76,,
9:22.0,,,76-76,,O. Mayo misses 3-pt shot from 24 ft
9:21.0,Defensive rebound by J. Noah,,76-76,,
9:12.0,Turnover by N. Mirotic (lost ball),,76-76,,
9:05.0,Personal foul by T. Snell (drawn by M. Carter-Williams),,76-76,,
8:51.0,,,76-76,,O. Mayo misses 2-pt shot from 4 ft
8:51.0,Defensive rebound by Team,,76-76,,
8:51.0,Official timeout,,76-76,,
8:51.0,E. Moore enters the game for A. Brooks,,76-76,,
8:51.0,J. Butler enters the game for T. Snell,,76-76,,
8:39.0,N. Mirotic misses 3-pt shot from 23 ft,,76-76,,
8:38.0,Offensive rebound by J. Butler,,76-76,,
8:36.0,J. Butler makes 2-pt shot at rim,2,78-76,,
8:19.0,,,78-76,,J. Henson misses 2-pt shot from 1 ft
8:17.0,Defensive rebound by T. Gibson,,78-76,,
8:03.0,E. Moore misses 3-pt shot from 24 ft,,78-76,,
