time,Washington,pts.away,score,pts.home,Brooklyn
11:15.0,R. Butler makes 2-pt shot from 17 ft (assist by A. Miller),2,25-28,,
11:01.0,,,25-28,,M. Teletovic misses 3-pt shot from 23 ft
11:00.0,Defensive rebound by A. Miller,,25-28,,
10:48.0,K. Seraphin misses 2-pt shot from 7 ft,,25-28,,
10:46.0,,,25-28,,Defensive rebound by M. Teletovic
10:41.0,,,25-30,2,B. Lopez makes 2-pt shot from 5 ft (assist by J. Johnson)
10:41.0,,,25-30,,Shooting foul by K. Seraphin (drawn by B. Lopez)
10:41.0,B. Beal enters the game for O. Porter,,25-30,,
10:41.0,,,25-30,,B. Lopez misses free throw 1 of 1
10:40.0,Defensive rebound by R. Butler,,25-30,,
10:18.0,K. Humphries makes 2-pt shot from 18 ft (assist by A. Miller),2,27-30,,
9:56.0,,,27-30,,Shooting foul by R. Butler (drawn by J. Johnson)
9:56.0,,,27-31,1,J. Johnson makes free throw 1 of 2
9:56.0,,,27-32,1,J. Johnson makes free throw 2 of 2
9:38.0,B. Beal makes 2-pt shot from 17 ft,2,29-32,,
9:24.0,,,29-34,2,B. Lopez makes 2-pt shot from 2 ft (assist by J. Johnson)
9:03.0,K. Humphries makes 2-pt shot from 19 ft (assist by A. Miller),2,31-34,,
8:39.0,,,31-34,,M. Teletovic misses 2-pt shot from 8 ft
8:38.0,,,31-34,,Offensive rebound by M. Teletovic
8:35.0,,,31-36,2,M. Teletovic makes 2-pt shot at rim
8:21.0,B. Beal makes 2-pt shot from 23 ft,2,33-36,,
8:21.0,,,33-36,,Away from play foul by D. Morris (drawn by K. Humphries)
8:21.0,Official timeout,,33-36,,
8:21.0,,,33-36,,M. Plumlee enters the game for B. Lopez
8:21.0,K. Humphries makes free throw 1 of 1,1,34-36,,
8:03.0,,,34-36,,D. Morris misses 3-pt shot from 24 ft
8:02.0,Defensive rebound by K. Seraphin,,34-36,,
7:40.0,,,34-36,,Personal foul by J. Johnson (drawn by B. Beal)
7:40.0,B. Beal makes free throw 1 of 2,1,35-36,,
7:40.0,B. Beal makes free throw 2 of 2,1,36-36,,
7:18.0,,,36-36,,J. Johnson misses 2-pt shot from 7 ft (block by R. Butler)
7:16.0,,,36-36,,Offensive rebound by J. Johnson
7:15.0,,,36-36,,J. Johnson misses 2-pt shot from 6 ft
7:13.0,Defensive rebound by K. Humphries,,36-36,,
6:51.0,K. Seraphin makes 2-pt shot from 13 ft,2,38-36,,
6:36.0,,,38-39,3,M. Teletovic makes 3-pt shot from 26 ft (assist by D. Morris)
6:22.0,,,38-39,,J. Jack enters the game for D. Morris
6:22.0,,,38-39,,K. Garnett enters the game for M. Teletovic
6:13.0,K. Seraphin makes 2-pt shot from 6 ft,2,40-39,,
5:58.0,,,40-39,,Shooting foul by K. Seraphin (drawn by M. Plumlee)
5:58.0,,,40-39,,Brooklyn full timeout
5:58.0,,,40-40,1,M. Plumlee makes free throw 1 of 2
5:58.0,,,40-41,1,M. Plumlee makes free throw 2 of 2
5:51.0,,,40-41,,Personal foul by K. Garnett (drawn by K. Humphries)
5:44.0,Turnover by B. Beal (bad pass; steal by M. Plumlee),,40-41,,
5:33.0,,,40-43,2,J. Johnson makes 2-pt shot from 18 ft
5:21.0,Shooting foul by M. Plumlee (drawn by K. Seraphin),,40-43,,
5:21.0,K. Seraphin misses free throw 1 of 2,,40-43,,
5:21.0,Offensive rebound by Team,,40-43,,
5:21.0,J. Wall enters the game for A. Miller,,40-43,,
5:21.0,K. Seraphin makes free throw 2 of 2,1,41-43,,
5:08.0,,,41-45,2,M. Plumlee makes 2-pt shot from 3 ft (assist by J. Jack)
4:54.0,Offensive charge foul by K. Seraphin,,41-45,,
4:54.0,Turnover by K. Seraphin (offensive foul),,41-45,,
4:54.0,N. Hilario enters the game for K. Humphries,,41-45,,
4:54.0,M. Gortat enters the game for K. Seraphin,,41-45,,
4:54.0,,,41-45,,B. Lopez enters the game for M. Plumlee
4:38.0,,,41-45,,B. Lopez misses 2-pt shot from 9 ft
4:37.0,,,41-45,,Offensive rebound by B. Lopez
4:35.0,,,41-45,,B. Lopez misses 2-pt shot from 9 ft
4:34.0,Defensive rebound by M. Gortat,,41-45,,
4:21.0,Shooting foul by B. Lopez (drawn by N. Hilario),,41-45,,
4:21.0,N. Hilario makes free throw 1 of 2,1,42-45,,
4:21.0,N. Hilario makes free throw 2 of 2,1,43-45,,
4:05.0,,,43-47,2,J. Jack makes 2-pt shot from 9 ft (assist by J. Johnson)
3:53.0,R. Butler misses 2-pt shot from 23 ft,,43-47,,
3:52.0,,,43-47,,Defensive rebound by J. Jack
3:45.0,,,43-47,,Turnover by J. Jack (lost ball; steal by N. Hilario)
3:37.0,B. Beal misses 2-pt shot from 12 ft,,43-47,,
3:36.0,Offensive rebound by M. Gortat,,43-47,,
3:35.0,M. Gortat makes 2-pt shot from 1 ft,2,45-47,,
3:08.0,,,45-47,,J. Jack misses 2-pt shot from 21 ft
3:07.0,Defensive rebound by M. Gortat,,45-47,,
2:58.0,J. Wall makes 2-pt shot from 19 ft,2,47-47,,
2:32.0,,,47-47,,J. Johnson misses 2-pt shot from 7 ft
2:31.0,Defensive rebound by N. Hilario,,47-47,,
2:28.0,Offensive charge foul by J. Wall,,47-47,,
2:28.0,Turnover by J. Wall (offensive foul),,47-47,,
2:28.0,Washington full timeout,,47-47,,
2:28.0,P. Pierce enters the game for R. Butler,,47-47,,
2:28.0,,,47-47,,B. Bogdanovic enters the game for A. Anderson
2:28.0,,,47-47,,M. Teletovic enters the game for K. Garnett
2:15.0,,,47-47,,J. Johnson misses 3-pt shot from 24 ft
2:14.0,Defensive rebound by B. Beal,,47-47,,
2:10.0,P. Pierce misses 2-pt shot from 1 ft,,47-47,,
2:09.0,,,47-47,,Defensive rebound by B. Lopez
2:03.0,,,47-47,,B. Bogdanovic misses 2-pt shot from 1 ft (block by N. Hilario)
2:02.0,Defensive rebound by M. Gortat,,47-47,,
1:57.0,Turnover by J. Wall (bad pass; steal by J. Jack),,47-47,,
1:36.0,,,47-47,,Shooting foul by M. Gortat (drawn by B. Lopez)
1:36.0,,,47-48,1,B. Lopez makes free throw 1 of 2
1:36.0,,,47-49,1,B. Lopez makes free throw 2 of 2
1:17.0,B. Beal misses 2-pt shot from 9 ft,,47-49,,
1:16.0,Offensive rebound by B. Beal,,47-49,,
1:10.0,P. Pierce makes 3-pt shot from 24 ft (assist by B. Beal),3,50-49,,
0:55.0,,,50-49,,B. Lopez misses 2-pt shot from 6 ft
0:54.0,Defensive rebound by M. Gortat,,50-49,,
0:31.0,P. Pierce misses 3-pt shot from 24 ft,,50-49,,
0:30.0,,,50-49,,Defensive rebound by J. Johnson
0:14.0,,,50-49,,M. Teletovic misses 3-pt shot from 24 ft
0:13.0,,,50-49,,Offensive rebound by B. Lopez
0:12.0,,,50-51,2,B. Lopez makes 2-pt shot from 3 ft
0:02.0,J. Wall misses 3-pt shot from 23 ft,,50-51,,
0:00.0,,,50-51,,Defensive rebound by J. Jack
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,50-53,2,J. Jack makes 2-pt shot from 8 ft
11:23.0,N. Hilario makes 2-pt shot from 2 ft (assist by B. Beal),2,52-53,,
11:23.0,Shooting foul by M. Plumlee (drawn by N. Hilario),,52-53,,
11:23.0,N. Hilario misses free throw 1 of 1,,52-53,,
11:22.0,,,52-53,,Defensive rebound by K. Garnett
11:05.0,,,52-55,2,M. Plumlee makes 2-pt shot from 4 ft
11:00.0,,,52-55,,Personal foul by B. Bogdanovic (drawn by B. Beal)
10:46.0,J. Wall makes 2-pt shot from 19 ft (assist by N. Hilario),2,54-55,,
10:25.0,,,54-57,2,K. Garnett makes 2-pt shot from 20 ft (assist by J. Johnson)
10:04.0,Turnover by P. Pierce (lost ball; steal by M. Plumlee),,54-57,,
9:43.0,,,54-57,,J. Jack misses 3-pt shot from 24 ft
9:41.0,Defensive rebound by M. Gortat,,54-57,,
9:34.0,Turnover by N. Hilario (traveling),,54-57,,
9:21.0,,,54-59,2,J. Jack makes 2-pt shot from 6 ft
9:04.0,N. Hilario misses 2-pt shot from 2 ft,,54-59,,
9:03.0,,,54-59,,Defensive rebound by K. Garnett
8:58.0,,,54-61,2,M. Plumlee makes 2-pt shot at rim (assist by J. Jack)
8:34.0,J. Wall misses 3-pt shot from 23 ft,,54-61,,
8:33.0,,,54-61,,Defensive rebound by K. Garnett
8:16.0,,,54-61,,K. Garnett misses 3-pt shot from 24 ft
8:15.0,Defensive rebound by M. Gortat,,54-61,,
8:05.0,B. Beal makes 2-pt shot from 18 ft,2,56-61,,
7:43.0,,,56-63,2,B. Bogdanovic makes 2-pt shot from 5 ft (assist by K. Garnett)
7:30.0,N. Hilario misses 2-pt shot from 16 ft,,56-63,,
7:29.0,Offensive rebound by M. Gortat,,56-63,,
7:22.0,Turnover by P. Pierce (lost ball; steal by J. Johnson),,56-63,,
7:21.0,Personal foul by N. Hilario (drawn by J. Jack),,56-63,,
7:10.0,,,56-63,,Turnover by J. Jack (bad pass; steal by N. Hilario)
6:52.0,B. Beal misses 3-pt shot from 24 ft,,56-63,,
6:51.0,Offensive rebound by N. Hilario,,56-63,,
6:50.0,N. Hilario makes 2-pt shot at rim,2,58-63,,
6:34.0,,,58-63,,K. Garnett misses 2-pt shot from 17 ft
6:33.0,Defensive rebound by J. Wall,,58-63,,
6:23.0,J. Wall makes 2-pt shot from 9 ft,2,60-63,,
6:23.0,,,60-63,,Brooklyn full timeout
6:23.0,,,60-63,,A. Anderson enters the game for B. Bogdanovic
6:12.0,Personal foul by M. Gortat (drawn by M. Plumlee),,60-63,,
6:02.0,,,60-63,,J. Johnson misses 2-pt shot from 12 ft
6:01.0,Defensive rebound by B. Beal,,60-63,,
5:44.0,N. Hilario makes 2-pt shot from 2 ft (assist by M. Gortat),2,62-63,,
5:24.0,,,62-63,,J. Jack misses 2-pt shot from 18 ft
5:23.0,Defensive rebound by B. Beal,,62-63,,
5:18.0,Shooting foul by J. Johnson (drawn by N. Hilario),,62-63,,
5:18.0,N. Hilario misses free throw 1 of 2,,62-63,,
5:18.0,Offensive rebound by Team,,62-63,,
5:18.0,,,62-63,,B. Lopez enters the game for M. Plumlee
5:18.0,N. Hilario misses free throw 2 of 2,,62-63,,
5:16.0,,,62-63,,Defensive rebound by K. Garnett
4:51.0,,,62-63,,J. Jack misses 3-pt shot from 24 ft
4:50.0,Defensive rebound by P. Pierce,,62-63,,
4:37.0,P. Pierce misses 3-pt shot from 24 ft,,62-63,,
4:36.0,Offensive rebound by B. Beal,,62-63,,
4:21.0,M. Gortat makes 2-pt shot from 18 ft (assist by B. Beal),2,64-63,,
4:03.0,,,64-63,,J. Johnson misses 2-pt shot from 13 ft
4:02.0,Defensive rebound by N. Hilario,,64-63,,
3:53.0,J. Wall misses 2-pt shot from 17 ft,,64-63,,
3:52.0,,,64-63,,Defensive rebound by J. Jack
3:38.0,,,64-63,,A. Anderson misses 2-pt shot from 8 ft
3:37.0,Defensive rebound by B. Beal,,64-63,,
3:28.0,N. Hilario makes 2-pt shot at rim (assist by P. Pierce),2,66-63,,
3:12.0,,,66-65,2,J. Jack makes 2-pt shot from 1 ft (assist by K. Garnett)
2:51.0,B. Beal misses 3-pt shot from 24 ft,,66-65,,
2:50.0,Offensive rebound by N. Hilario,,66-65,,
2:34.0,P. Pierce makes 3-pt shot from 23 ft (assist by B. Beal),3,69-65,,
2:26.0,,,69-65,,Brooklyn full timeout
2:26.0,Washington full timeout,,69-65,,
2:26.0,,,69-65,,M. Teletovic enters the game for K. Garnett
2:26.0,K. Humphries enters the game for N. Hilario,,69-65,,
2:26.0,R. Butler enters the game for B. Beal,,69-65,,
2:09.0,,,69-65,,J. Johnson misses 3-pt shot from 25 ft
2:08.0,,,69-65,,Offensive rebound by B. Lopez
2:07.0,,,69-65,,B. Lopez misses 2-pt shot from 1 ft
2:06.0,Defensive rebound by M. Gortat,,69-65,,
1:48.0,Shooting foul by M. Teletovic (drawn by P. Pierce),,69-65,,
1:48.0,P. Pierce misses free throw 1 of 2,,69-65,,
1:48.0,Offensive rebound by Team,,69-65,,
1:48.0,,,69-65,,B. Bogdanovic enters the game for J. Johnson
1:48.0,P. Pierce makes free throw 2 of 2,1,70-65,,
1:41.0,O. Porter enters the game for P. Pierce,,70-65,,
1:35.0,,,70-65,,B. Bogdanovic misses 2-pt shot from 19 ft
1:34.0,Defensive rebound by J. Wall,,70-65,,
1:30.0,J. Wall makes 2-pt shot from 2 ft,2,72-65,,
1:11.0,,,72-65,,B. Lopez misses 2-pt shot from 14 ft
1:10.0,Defensive rebound by J. Wall,,72-65,,
1:00.0,R. Butler makes 2-pt shot from 15 ft (assist by J. Wall),2,74-65,,
0:42.0,,,74-68,3,A. Anderson makes 3-pt shot from 24 ft (assist by J. Jack)
0:32.0,J. Wall misses 2-pt shot from 19 ft,,74-68,,
0:30.0,,,74-68,,Defensive rebound by B. Bogdanovic
0:17.0,,,74-70,2,J. Jack makes 2-pt shot from 17 ft
0:01.0,R. Butler makes 3-pt shot from 24 ft,3,77-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,R. Butler misses 2-pt shot from 9 ft,,77-70,,
11:46.0,,,77-70,,Defensive rebound by M. Teletovic
11:27.0,,,77-73,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by J. Jack)
11:11.0,K. Seraphin makes 2-pt shot from 10 ft,2,79-73,,
11:02.0,,,79-73,,Shooting foul by A. Miller (drawn by J. Jack)
11:02.0,,,79-74,1,J. Jack makes free throw 1 of 2
11:02.0,,,79-75,1,J. Jack makes free throw 2 of 2
10:39.0,K. Humphries makes 2-pt shot from 19 ft (assist by O. Porter),2,81-75,,
10:29.0,,,81-75,,Turnover by J. Jack (bad pass)
10:08.0,K. Humphries misses 2-pt shot from 19 ft,,81-75,,
10:07.0,,,81-75,,Defensive rebound by A. Anderson
9:50.0,,,81-75,,B. Bogdanovic misses 3-pt shot from 24 ft
9:49.0,,,81-75,,Offensive rebound by M. Teletovic
9:39.0,,,81-77,2,J. Jack makes 2-pt shot from 2 ft
9:21.0,R. Butler misses 3-pt shot from 26 ft,,81-77,,
9:20.0,,,81-77,,Defensive rebound by B. Bogdanovic
9:13.0,,,81-79,2,J. Jack makes 2-pt shot from 1 ft
8:50.0,Turnover by A. Miller (bad pass),,81-79,,
8:50.0,Official timeout,,81-79,,
8:50.0,B. Beal enters the game for O. Porter,,81-79,,
8:50.0,,,81-79,,J. Johnson enters the game for B. Bogdanovic
8:28.0,,,81-79,,Shooting foul by K. Seraphin (drawn by B. Lopez)
8:28.0,,,81-80,1,B. Lopez makes free throw 1 of 2
8:28.0,,,81-80,,D. Morris enters the game for J. Jack
8:28.0,,,81-81,1,B. Lopez makes free throw 2 of 2
8:07.0,K. Seraphin makes 2-pt shot from 6 ft,2,83-81,,
7:51.0,,,83-81,,M. Teletovic misses 3-pt shot from 26 ft
7:50.0,Defensive rebound by B. Beal,,83-81,,
7:42.0,R. Butler makes 2-pt shot from 1 ft (assist by B. Beal),2,85-81,,
7:18.0,Violation by K. Humphries (def goaltending),,85-81,,
7:18.0,,,85-83,2,A. Anderson makes 2-pt shot from 2 ft
6:57.0,K. Seraphin makes 2-pt shot from 2 ft,2,87-83,,
6:43.0,,,87-83,,Turnover by D. Morris (lost ball)
6:43.0,J. Wall enters the game for A. Miller,,87-83,,
6:43.0,,,87-83,,J. Jack enters the game for D. Morris
6:22.0,J. Wall misses 2-pt shot from 17 ft,,87-83,,
6:20.0,Offensive rebound by K. Humphries,,87-83,,
6:06.0,K. Humphries makes 2-pt shot from 1 ft (assist by B. Beal),2,89-83,,
5:42.0,,,89-85,2,J. Johnson makes 2-pt shot from 6 ft
5:29.0,K. Seraphin misses 2-pt shot from 18 ft,,89-85,,
5:28.0,,,89-85,,Defensive rebound by J. Johnson
5:05.0,,,89-85,,J. Johnson misses 2-pt shot from 8 ft
5:04.0,,,89-85,,Offensive rebound by M. Teletovic
5:03.0,,,89-85,,M. Teletovic misses 2-pt shot from 2 ft
5:02.0,,,89-85,,Offensive rebound by M. Teletovic
4:41.0,,,89-85,,B. Lopez misses 3-pt shot from 23 ft
4:40.0,Defensive rebound by K. Humphries,,89-85,,
4:35.0,Shooting foul by A. Anderson (drawn by B. Beal),,89-85,,
4:35.0,,,89-85,,Brooklyn full timeout
4:35.0,N. Hilario enters the game for K. Humphries,,89-85,,
4:35.0,,,89-85,,K. Garnett enters the game for M. Teletovic
4:35.0,,,89-85,,M. Plumlee enters the game for B. Lopez
4:35.0,B. Beal makes free throw 1 of 2,1,90-85,,
4:35.0,B. Beal misses free throw 2 of 2,,90-85,,
4:34.0,,,90-85,,Defensive rebound by K. Garnett
4:19.0,,,90-85,,Turnover by J. Johnson (lost ball; steal by J. Wall)
4:15.0,Shooting foul by J. Jack (drawn by R. Butler),,90-85,,
4:15.0,R. Butler misses free throw 1 of 2,,90-85,,
4:15.0,Offensive rebound by Team,,90-85,,
4:15.0,R. Butler misses free throw 2 of 2,,90-85,,
4:14.0,,,90-85,,Defensive rebound by A. Anderson
3:55.0,,,90-87,2,J. Johnson makes 2-pt shot from 17 ft
3:36.0,N. Hilario makes 2-pt shot from 2 ft (assist by B. Beal),2,92-87,,
3:36.0,Shooting foul by M. Plumlee (drawn by N. Hilario),,92-87,,
3:36.0,M. Gortat enters the game for K. Seraphin,,92-87,,
3:36.0,P. Pierce enters the game for R. Butler,,92-87,,
3:36.0,N. Hilario makes free throw 1 of 1,1,93-87,,
3:17.0,,,93-87,,Shooting foul by N. Hilario (drawn by A. Anderson)
3:17.0,,,93-87,,A. Anderson misses free throw 1 of 3
3:17.0,,,93-87,,Offensive rebound by Team
3:17.0,,,93-88,1,A. Anderson makes free throw 2 of 3
3:17.0,,,93-88,,A. Anderson misses free throw 3 of 3
3:16.0,Defensive rebound by M. Gortat,,93-88,,
3:07.0,,,93-88,,Violation by K. Garnett (kicked ball)
3:01.0,,,93-88,,Violation by K. Garnett (kicked ball)
2:51.0,N. Hilario misses 2-pt shot from 18 ft,,93-88,,
2:50.0,,,93-88,,Defensive rebound by M. Plumlee
2:29.0,,,93-88,,M. Plumlee misses 2-pt shot from 2 ft (block by N. Hilario)
2:27.0,Defensive rebound by N. Hilario,,93-88,,
2:03.0,J. Wall misses 2-pt shot from 21 ft,,93-88,,
2:01.0,Offensive rebound by J. Wall,,93-88,,
1:38.0,Turnover by M. Gortat (3 sec),,93-88,,
1:38.0,Washington full timeout,,93-88,,
1:27.0,,,93-88,,J. Jack misses 2-pt shot from 18 ft
1:26.0,Defensive rebound by B. Beal,,93-88,,
1:13.0,N. Hilario makes 2-pt shot from 15 ft (assist by J. Wall),2,95-88,,
1:01.0,,,95-88,,K. Garnett misses 2-pt shot from 19 ft
1:00.0,Defensive rebound by P. Pierce,,95-88,,
0:40.0,J. Wall misses 2-pt shot from 16 ft,,95-88,,
0:39.0,,,95-88,,Defensive rebound by K. Garnett
0:31.0,,,95-88,,J. Johnson misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by J. Wall,,95-88,,
0:28.0,,,95-88,,Personal foul by J. Jack (drawn by J. Wall)
0:27.0,,,95-88,,Personal foul by J. Jack (drawn by J. Wall)
0:27.0,J. Wall makes free throw 1 of 2,1,96-88,,
0:27.0,,,96-88,,M. Brown enters the game for A. Anderson
0:27.0,,,96-88,,C. Jefferson enters the game for J. Johnson
0:27.0,,,96-88,,B. Bogdanovic enters the game for K. Garnett
0:27.0,O. Porter enters the game for P. Pierce,,96-88,,
0:27.0,J. Wall misses free throw 2 of 2,,96-88,,
0:26.0,,,96-88,,Defensive rebound by B. Bogdanovic
0:19.0,,,96-90,2,J. Jack makes 2-pt shot from 10 ft
0:19.0,,,96-90,,Personal foul by M. Brown (drawn by B. Beal)
0:19.0,B. Beal makes free throw 1 of 2,1,97-90,,
0:19.0,D. Blair enters the game for N. Hilario,,97-90,,
0:19.0,K. Seraphin enters the game for M. Gortat,,97-90,,
