time,San Antonio,pts.away,score,pts.home,Denver
6:49.0,,,2-10,,K. Faried misses free throw 2 of 2
6:47.0,Defensive rebound by A. Baynes,,2-10,,
6:33.0,A. Baynes makes 2-pt shot from 6 ft (assist by P. Mills),2,4-10,,
6:33.0,Shooting foul by J. Nurkic (drawn by A. Baynes),,4-10,,
6:33.0,A. Baynes makes free throw 1 of 1,1,5-10,,
6:16.0,,,5-10,,Turnover by J. Nelson (lost ball; steal by T. Duncan)
6:02.0,A. Baynes makes 2-pt shot from 18 ft (assist by M. Ginobili),2,7-10,,
5:51.0,,,7-10,,K. Faried misses 2-pt shot from 2 ft
5:50.0,,,7-10,,Offensive rebound by J. Nurkic
5:49.0,,,7-12,2,J. Nurkic makes 2-pt shot at rim
5:48.0,Turnover by A. Baynes (bad pass; steal by T. Lawson),,7-12,,
5:47.0,,,7-12,,K. Faried misses 2-pt shot from 2 ft (block by A. Baynes)
5:46.0,Defensive rebound by A. Baynes,,7-12,,
5:39.0,Turnover by C. Joseph (lost ball),,7-12,,
5:20.0,,,7-12,,J. Nelson misses 2-pt shot from 22 ft
5:19.0,,,7-12,,Offensive rebound by J. Nurkic
5:15.0,,,7-12,,J. Nurkic misses 2-pt shot from 3 ft
5:13.0,,,7-12,,Offensive rebound by J. Nurkic
5:13.0,,,7-14,2,J. Nurkic makes 2-pt shot from 2 ft
5:00.0,M. Ginobili misses 2-pt shot from 1 ft,,7-14,,
5:00.0,,,7-14,,Defensive rebound by K. Faried
5:00.0,Loose ball foul by A. Baynes (drawn by K. Faried),,7-14,,
5:00.0,B. Diaw enters the game for T. Duncan,,7-14,,
4:42.0,,,7-14,,Turnover by J. Nelson (step out of bounds)
4:28.0,B. Diaw misses 2-pt shot from 15 ft,,7-14,,
4:26.0,Offensive rebound by A. Baynes,,7-14,,
4:09.0,M. Ginobili misses 2-pt shot from 7 ft,,7-14,,
4:06.0,Offensive rebound by P. Mills,,7-14,,
3:46.0,M. Ginobili makes 3-pt shot from 25 ft (assist by B. Diaw),3,10-14,,
3:39.0,,,10-14,,Denver full timeout
3:39.0,K. Leonard enters the game for C. Joseph,,10-14,,
3:39.0,,,10-14,,J. Hickson enters the game for J. Nurkic
3:23.0,,,10-14,,J. Nelson misses 3-pt shot from 25 ft
3:20.0,,,10-14,,Offensive rebound by J. Nelson
3:15.0,,,10-14,,T. Lawson misses 2-pt shot from 18 ft
3:13.0,Defensive rebound by K. Leonard,,10-14,,
3:04.0,Shooting foul by J. Hickson (drawn by K. Leonard),,10-14,,
3:04.0,K. Leonard makes free throw 1 of 2,1,11-14,,
3:04.0,,,11-14,,D. Arthur enters the game for W. Chandler
3:04.0,,,11-14,,R. Foye enters the game for T. Lawson
3:04.0,K. Leonard makes free throw 2 of 2,1,12-14,,
2:47.0,Personal foul by P. Mills (drawn by J. Nelson),,12-14,,
2:36.0,,,12-14,,Turnover by D. Arthur (bad pass; steal by K. Leonard)
2:33.0,K. Leonard misses 2-pt shot from 1 ft,,12-14,,
2:32.0,Offensive rebound by K. Leonard,,12-14,,
2:31.0,B. Diaw makes 2-pt shot from 3 ft (assist by K. Leonard),2,14-14,,
2:20.0,,,14-16,2,K. Faried makes 2-pt shot from 2 ft (assist by J. Nelson)
2:07.0,P. Mills misses 3-pt shot from 25 ft,,14-16,,
2:06.0,,,14-16,,Defensive rebound by J. Hickson
1:55.0,,,14-18,2,J. Nelson makes 2-pt shot from 12 ft
1:46.0,M. Ginobili makes 2-pt shot from 9 ft,2,16-18,,
1:37.0,,,16-18,,Shooting foul by A. Baynes (drawn by K. Faried)
1:37.0,,,16-19,1,K. Faried makes free throw 1 of 2
1:37.0,T. Splitter enters the game for A. Baynes,,16-19,,
1:37.0,T. Parker enters the game for P. Mills,,16-19,,
1:37.0,,,16-20,1,K. Faried makes free throw 2 of 2
1:17.0,K. Leonard makes 2-pt shot from 4 ft,2,18-20,,
1:09.0,,,18-20,,Turnover by J. Nelson (lost ball)
0:45.0,B. Diaw makes 2-pt shot from 20 ft,2,20-20,,
0:31.0,,,20-20,,K. Faried misses 2-pt shot from 4 ft
0:30.0,Defensive rebound by K. Leonard,,20-20,,
0:09.0,K. Leonard misses 2-pt shot from 10 ft,,20-20,,
0:08.0,Offensive rebound by K. Leonard,,20-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,20-23,3,R. Foye makes 3-pt shot from 26 ft (assist by J. Nelson)
11:27.0,D. Green makes 3-pt shot from 24 ft (assist by T. Parker),3,23-23,,
11:12.0,,,23-25,2,D. Arthur makes 2-pt shot from 6 ft (assist by R. Foye)
10:54.0,T. Parker makes 2-pt shot from 19 ft (assist by K. Leonard),2,25-25,,
10:45.0,,,25-25,,Shooting foul by B. Diaw (drawn by J. Hickson)
10:45.0,,,25-26,1,J. Hickson makes free throw 1 of 2
10:45.0,C. Joseph enters the game for D. Green,,25-26,,
10:45.0,,,25-27,1,J. Hickson makes free throw 2 of 2
10:29.0,T. Parker makes 2-pt shot from 18 ft (assist by T. Splitter),2,27-27,,
10:16.0,,,27-27,,J. Nelson misses 3-pt shot from 26 ft
10:14.0,Defensive rebound by K. Leonard,,27-27,,
10:04.0,,,27-27,,Personal foul by D. Arthur (drawn by T. Splitter)
10:01.0,Turnover by B. Diaw (bad pass),,27-27,,
9:48.0,,,27-27,,J. Hickson misses 2-pt shot from 9 ft
9:47.0,Defensive rebound by K. Leonard,,27-27,,
9:34.0,,,27-27,,Personal foul by J. Nelson (drawn by K. Leonard)
9:32.0,,,27-27,,Personal foul by D. Arthur (drawn by K. Leonard)
9:20.0,T. Parker misses 2-pt shot from 18 ft,,27-27,,
9:19.0,,,27-27,,Defensive rebound by D. Arthur
9:13.0,,,27-27,,J. Hickson misses 2-pt shot from 2 ft (block by T. Splitter)
9:11.0,Defensive rebound by C. Joseph,,27-27,,
9:03.0,C. Joseph makes 2-pt shot from 20 ft (assist by T. Parker),2,29-27,,
8:45.0,,,29-27,,J. Hickson misses 2-pt shot from 5 ft
8:43.0,Defensive rebound by K. Leonard,,29-27,,
8:38.0,Turnover by K. Leonard (bad pass; steal by J. Hickson),,29-27,,
8:34.0,,,29-29,2,J. Nurkic makes 2-pt shot at rim (assist by J. Hickson)
8:34.0,San Antonio full timeout,,29-29,,
8:34.0,,,29-29,,T. Lawson enters the game for J. Nelson
8:34.0,,,29-29,,A. Afflalo enters the game for D. Arthur
8:34.0,,,29-29,,W. Chandler enters the game for R. Foye
8:13.0,T. Parker makes 2-pt shot from 18 ft (assist by K. Leonard),2,31-29,,
8:05.0,Personal foul by C. Joseph (drawn by A. Afflalo),,31-29,,
8:05.0,D. Green enters the game for C. Joseph,,31-29,,
7:57.0,,,31-31,2,J. Nurkic makes 2-pt shot from 2 ft (assist by J. Hickson)
7:35.0,K. Leonard misses 2-pt shot from 6 ft,,31-31,,
7:34.0,Offensive rebound by T. Splitter,,31-31,,
7:31.0,T. Splitter makes 2-pt shot from 2 ft,2,33-31,,
7:13.0,,,33-31,,Offensive foul by J. Nurkic
7:13.0,,,33-31,,Turnover by J. Nurkic (offensive foul)
6:58.0,B. Diaw misses 3-pt shot from 26 ft,,33-31,,
6:56.0,,,33-31,,Defensive rebound by J. Nurkic
6:41.0,,,33-33,2,J. Hickson makes 2-pt shot at rim (assist by J. Nurkic)
6:31.0,T. Parker makes 2-pt shot from 20 ft,2,35-33,,
6:11.0,,,35-33,,W. Chandler misses 2-pt shot from 8 ft
6:10.0,,,35-33,,Offensive rebound by J. Hickson
6:04.0,,,35-33,,J. Hickson misses 3-pt shot from 22 ft
6:03.0,,,35-33,,Offensive rebound by W. Chandler
6:03.0,Violation by K. Leonard (def goaltending),,35-33,,
6:03.0,,,35-35,2,A. Afflalo makes 2-pt shot from 1 ft (assist by W. Chandler)
5:43.0,B. Diaw makes 3-pt shot from 24 ft (assist by D. Green),3,38-35,,
5:24.0,,,38-37,2,J. Nurkic makes 2-pt shot at rim (assist by J. Hickson)
5:14.0,Shooting foul by W. Chandler (drawn by T. Splitter),,38-37,,
5:14.0,Official timeout,,38-37,,
5:14.0,M. Ginobili enters the game for K. Leonard,,38-37,,
5:14.0,M. Bonner enters the game for B. Diaw,,38-37,,
5:14.0,,,38-37,,K. Faried enters the game for J. Hickson
5:14.0,T. Splitter makes free throw 1 of 2,1,39-37,,
5:14.0,T. Splitter makes free throw 2 of 2,1,40-37,,
5:02.0,,,40-37,,Turnover by K. Faried (bad pass; steal by T. Splitter)
4:52.0,D. Green makes 3-pt shot from 23 ft (assist by T. Parker),3,43-37,,
4:29.0,,,43-37,,Turnover by W. Chandler (traveling)
4:29.0,T. Duncan enters the game for T. Splitter,,43-37,,
4:05.0,T. Parker misses 2-pt shot from 21 ft,,43-37,,
4:03.0,,,43-37,,Defensive rebound by K. Faried
3:47.0,,,43-39,2,K. Faried makes 2-pt shot from 6 ft (assist by T. Lawson)
3:27.0,M. Ginobili misses 2-pt shot from 2 ft,,43-39,,
3:26.0,,,43-39,,Defensive rebound by K. Faried
3:24.0,,,43-39,,W. Chandler misses 2-pt shot from 2 ft
3:23.0,,,43-39,,Offensive rebound by K. Faried
3:22.0,,,43-41,2,K. Faried makes 2-pt shot from 2 ft
3:22.0,San Antonio full timeout,,43-41,,
3:22.0,P. Mills enters the game for T. Parker,,43-41,,
3:10.0,M. Bonner misses 2-pt shot from 21 ft,,43-41,,
3:08.0,Offensive rebound by T. Duncan,,43-41,,
3:05.0,Offensive foul by M. Bonner,,43-41,,
3:05.0,Turnover by M. Bonner (offensive foul),,43-41,,
2:52.0,,,43-41,,Turnover by T. Lawson (lost ball; steal by T. Duncan)
2:39.0,M. Ginobili misses 3-pt shot from 25 ft,,43-41,,
2:38.0,,,43-41,,Defensive rebound by J. Nurkic
2:31.0,,,43-41,,K. Faried misses 2-pt shot from 7 ft (block by T. Duncan)
2:30.0,Defensive rebound by Team,,43-41,,
2:30.0,,,43-41,,Denver full timeout
2:16.0,P. Mills makes 3-pt shot from 22 ft (assist by T. Duncan),3,46-41,,
1:52.0,,,46-44,3,A. Afflalo makes 3-pt shot from 22 ft (assist by W. Chandler)
1:36.0,M. Ginobili misses 3-pt shot from 23 ft,,46-44,,
1:35.0,Offensive rebound by M. Ginobili,,46-44,,
1:25.0,M. Ginobili makes 2-pt shot at rim,2,48-44,,
1:09.0,,,48-44,,J. Nurkic misses 2-pt shot from 15 ft
1:08.0,Defensive rebound by T. Duncan,,48-44,,
1:05.0,Turnover by T. Duncan (bad pass; steal by A. Afflalo),,48-44,,
1:00.0,,,48-44,,A. Afflalo misses 2-pt shot from 16 ft
1:00.0,Defensive rebound by T. Duncan,,48-44,,
0:39.0,,,48-44,,Personal foul by W. Chandler (drawn by M. Ginobili)
0:39.0,M. Ginobili makes free throw 1 of 2,1,49-44,,
0:39.0,,,49-44,,J. Nelson enters the game for J. Nurkic
0:39.0,K. Leonard enters the game for M. Bonner,,49-44,,
0:39.0,M. Ginobili misses free throw 2 of 2,,49-44,,
0:37.0,,,49-44,,Defensive rebound by K. Faried
0:31.0,,,49-46,2,K. Faried makes 2-pt shot at rim (assist by T. Lawson)
0:11.0,M. Ginobili makes 2-pt shot from 1 ft,2,51-46,,
0:05.0,Personal foul by P. Mills (drawn by T. Lawson),,51-46,,
0:05.0,,,51-46,,R. Foye enters the game for K. Faried
0:05.0,T. Parker enters the game for T. Duncan,,51-46,,
0:00.0,,,51-48,2,T. Lawson makes 2-pt shot from 5 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,51-51,3,A. Afflalo makes 3-pt shot from 27 ft (assist by T. Lawson)
11:38.0,San Antonio full timeout,,51-51,,
11:26.0,Shooting foul by T. Lawson (drawn by T. Parker),,51-51,,
11:26.0,T. Parker misses free throw 1 of 2,,51-51,,
11:26.0,Offensive rebound by Team,,51-51,,
11:26.0,T. Parker makes free throw 2 of 2,1,52-51,,
11:16.0,Personal foul by T. Parker (drawn by T. Lawson),,52-51,,
11:00.0,,,52-51,,T. Lawson misses 2-pt shot from 21 ft
10:59.0,Defensive rebound by K. Leonard,,52-51,,
10:56.0,Offensive foul by K. Leonard,,52-51,,
10:56.0,Turnover by K. Leonard (offensive foul),,52-51,,
10:39.0,,,52-51,,Turnover by J. Nurkic (lost ball; steal by K. Leonard)
10:33.0,T. Parker misses 2-pt shot from 2 ft,,52-51,,
10:30.0,Offensive rebound by T. Duncan,,52-51,,
10:30.0,T. Duncan makes 2-pt shot at rim,2,54-51,,
10:10.0,,,54-51,,W. Chandler misses 2-pt shot from 8 ft
10:10.0,,,54-51,,Offensive rebound by Team
10:10.0,Loose ball foul by T. Splitter (drawn by J. Nurkic),,54-51,,
10:05.0,Personal foul by D. Green (drawn by K. Faried),,54-51,,
9:54.0,,,54-53,2,K. Faried makes 2-pt shot from 1 ft (assist by J. Nurkic)
9:37.0,K. Leonard misses 3-pt shot from 24 ft,,54-53,,
9:35.0,,,54-53,,Defensive rebound by K. Faried
9:28.0,,,54-55,2,A. Afflalo makes 2-pt shot from 10 ft (assist by K. Faried)
9:13.0,D. Green misses 2-pt shot from 1 ft,,54-55,,
9:08.0,Offensive rebound by T. Splitter,,54-55,,
9:08.0,T. Splitter misses 2-pt shot from 3 ft,,54-55,,
9:06.0,Offensive rebound by T. Splitter,,54-55,,
9:06.0,T. Splitter misses 2-pt shot at rim,,54-55,,
9:05.0,,,54-55,,Defensive rebound by J. Nurkic
8:57.0,,,54-55,,A. Afflalo misses 3-pt shot from 25 ft
8:55.0,Defensive rebound by K. Leonard,,54-55,,
8:50.0,Turnover by T. Parker (bad pass; steal by A. Afflalo),,54-55,,
8:40.0,Violation by T. Parker (kicked ball),,54-55,,
8:40.0,,,54-55,,J. Hickson enters the game for J. Nurkic
8:25.0,,,54-57,2,A. Afflalo makes 2-pt shot from 16 ft
8:12.0,Shooting foul by T. Lawson (drawn by T. Duncan),,54-57,,
8:12.0,T. Duncan makes free throw 1 of 2,1,55-57,,
8:12.0,T. Duncan makes free throw 2 of 2,1,56-57,,
7:58.0,,,56-59,2,J. Hickson makes 2-pt shot from 6 ft (assist by T. Lawson)
7:42.0,T. Duncan makes 2-pt shot from 1 ft (assist by T. Parker),2,58-59,,
7:42.0,Shooting foul by A. Afflalo (drawn by T. Duncan),,58-59,,
7:42.0,A. Baynes enters the game for T. Splitter,,58-59,,
7:42.0,T. Duncan makes free throw 1 of 1,1,59-59,,
7:20.0,,,59-59,,J. Hickson misses 2-pt shot from 11 ft
7:18.0,Defensive rebound by A. Baynes,,59-59,,
7:02.0,T. Duncan makes 2-pt shot at rim (assist by T. Parker),2,61-59,,
6:54.0,,,61-59,,A. Afflalo misses 3-pt shot from 22 ft (block by K. Leonard)
6:54.0,,,61-59,,Offensive rebound by Team
6:54.0,M. Ginobili enters the game for D. Green,,61-59,,
6:43.0,,,61-62,3,A. Afflalo makes 3-pt shot from 26 ft (assist by T. Lawson)
6:25.0,K. Leonard makes 3-pt shot from 24 ft (assist by M. Ginobili),3,64-62,,
6:12.0,Violation by A. Baynes (kicked ball),,64-62,,
6:12.0,P. Mills enters the game for T. Parker,,64-62,,
6:05.0,,,64-62,,W. Chandler misses 2-pt shot from 8 ft
6:04.0,Defensive rebound by K. Leonard,,64-62,,
5:49.0,K. Leonard makes 2-pt shot from 11 ft (assist by M. Ginobili),2,66-62,,
5:38.0,,,66-62,,Shooting foul by K. Leonard (drawn by J. Hickson)
5:38.0,,,66-62,,J. Hickson misses free throw 1 of 2
5:38.0,,,66-62,,Offensive rebound by Team
5:38.0,,,66-63,1,J. Hickson makes free throw 2 of 2
5:28.0,Loose ball foul by T. Duncan (drawn by K. Faried),,66-63,,
5:28.0,Turnover by T. Duncan (offensive foul),,66-63,,
5:28.0,,,66-63,,K. Faried misses free throw 1 of 2
5:28.0,,,66-63,,Offensive rebound by Team
5:28.0,,,66-64,1,K. Faried makes free throw 2 of 2
5:17.0,M. Ginobili misses 2-pt shot from 4 ft,,66-64,,
5:16.0,,,66-64,,Defensive rebound by T. Lawson
5:12.0,,,66-64,,Shooting foul by M. Ginobili (drawn by A. Afflalo)
5:12.0,,,66-64,,A. Afflalo misses free throw 1 of 2
5:12.0,,,66-64,,Offensive rebound by Team
5:12.0,,,66-65,1,A. Afflalo makes free throw 2 of 2
4:59.0,Shooting foul by K. Faried (drawn by A. Baynes),,66-65,,
4:59.0,A. Baynes makes free throw 1 of 2,1,67-65,,
4:59.0,B. Diaw enters the game for T. Duncan,,67-65,,
4:59.0,A. Baynes makes free throw 2 of 2,1,68-65,,
4:40.0,,,68-65,,Turnover by A. Afflalo (bad pass; steal by M. Ginobili)
4:40.0,,,68-65,,Clear path foul by W. Chandler
4:40.0,M. Ginobili makes clear path free throw 1 of 2,1,69-65,,
4:40.0,M. Ginobili misses clear path free throw 2 of 2,,69-65,,
4:40.0,Offensive rebound by Team,,69-65,,
4:26.0,Turnover by A. Baynes (3 sec),,69-65,,
4:04.0,,,69-65,,W. Chandler misses 2-pt shot from 6 ft
4:02.0,,,69-65,,Offensive rebound by K. Faried
3:57.0,,,69-65,,K. Faried misses 2-pt shot from 1 ft
3:56.0,Defensive rebound by M. Ginobili,,69-65,,
3:52.0,K. Leonard makes 2-pt shot from 1 ft (assist by M. Ginobili),2,71-65,,
3:37.0,,,71-65,,K. Faried misses 2-pt shot from 3 ft
3:37.0,Defensive rebound by Team,,71-65,,
3:37.0,,,71-65,,Loose ball foul by J. Hickson (drawn by A. Baynes)
3:37.0,A. Baynes makes free throw 1 of 2,1,72-65,,
3:37.0,,,72-65,,D. Arthur enters the game for W. Chandler
3:37.0,,,72-65,,J. Nelson enters the game for T. Lawson
3:37.0,A. Baynes makes free throw 2 of 2,1,73-65,,
3:19.0,,,73-68,3,D. Arthur makes 3-pt shot from 24 ft (assist by J. Nelson)
2:53.0,M. Ginobili misses 3-pt shot from 24 ft,,73-68,,
2:52.0,,,73-68,,Defensive rebound by A. Afflalo
2:35.0,,,73-70,2,J. Nelson makes 2-pt shot from 10 ft
2:30.0,A. Baynes makes 2-pt shot at rim (assist by M. Ginobili),2,75-70,,
2:27.0,,,75-70,,Denver full timeout
2:27.0,D. Green enters the game for K. Leonard,,75-70,,
2:10.0,Personal foul by M. Ginobili (drawn by A. Afflalo),,75-70,,
2:10.0,,,75-71,1,A. Afflalo makes free throw 1 of 2
2:10.0,,,75-72,1,A. Afflalo makes free throw 2 of 2
1:59.0,P. Mills makes 3-pt shot from 26 ft (assist by M. Ginobili),3,78-72,,
1:41.0,,,78-72,,J. Nelson misses 2-pt shot from 18 ft
1:38.0,,,78-72,,Offensive rebound by K. Faried
1:31.0,,,78-72,,D. Arthur misses 2-pt shot at rim
1:29.0,,,78-72,,Offensive rebound by K. Faried
1:29.0,,,78-72,,K. Faried misses 2-pt shot from 1 ft
1:26.0,Defensive rebound by B. Diaw,,78-72,,
1:15.0,Turnover by B. Diaw (bad pass; steal by D. Arthur),,78-72,,
1:10.0,,,78-72,,Shooting foul by D. Green (drawn by K. Faried)
1:10.0,,,78-72,,K. Faried misses free throw 1 of 2
1:10.0,,,78-72,,Offensive rebound by Team
1:10.0,,,78-73,1,K. Faried makes free throw 2 of 2
0:55.0,B. Diaw misses 3-pt shot from 23 ft,,78-73,,
0:54.0,,,78-73,,Defensive rebound by A. Afflalo
0:52.0,Personal foul by B. Diaw (drawn by K. Faried),,78-73,,
0:52.0,,,78-74,1,K. Faried makes free throw 1 of 2
0:52.0,,,78-74,,K. Faried misses free throw 2 of 2
0:50.0,Defensive rebound by B. Diaw,,78-74,,
0:33.0,M. Ginobili misses 2-pt shot from 16 ft,,78-74,,
0:33.0,Offensive rebound by Team,,78-74,,
0:33.0,,,78-74,,Loose ball foul by J. Hickson (drawn by A. Baynes)
0:33.0,A. Baynes makes free throw 1 of 2,1,79-74,,
0:33.0,K. Leonard enters the game for D. Green,,79-74,,
0:33.0,T. Parker enters the game for P. Mills,,79-74,,
0:33.0,A. Baynes makes free throw 2 of 2,1,80-74,,
0:22.0,,,80-74,,J. Nelson misses 2-pt shot from 3 ft
0:21.0,,,80-74,,Offensive rebound by J. Hickson
0:20.0,,,80-76,2,J. Hickson makes 2-pt shot from 1 ft
0:01.0,Offensive foul by M. Ginobili,,80-76,,
0:01.0,Turnover by M. Ginobili (offensive foul),,80-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,T. Duncan makes 2-pt shot from 2 ft (assist by M. Ginobili),2,82-76,,
11:21.0,,,82-76,,J. Nelson misses 3-pt shot from 25 ft
11:20.0,Defensive rebound by K. Leonard,,82-76,,
11:10.0,T. Duncan misses 2-pt shot from 2 ft,,82-76,,
11:09.0,,,82-76,,Defensive rebound by K. Faried
10:57.0,,,82-76,,K. Faried misses 2-pt shot at rim
10:55.0,Defensive rebound by B. Diaw,,82-76,,
10:44.0,K. Leonard makes 3-pt shot from 25 ft (assist by M. Ginobili),3,85-76,,
10:19.0,,,85-78,2,J. Nelson makes 2-pt shot at rim (assist by D. Arthur)
10:05.0,,,85-78,,Personal foul by K. Faried (drawn by K. Leonard)
10:05.0,D. Green enters the game for M. Ginobili,,85-78,,
10:05.0,,,85-78,,J. Nurkic enters the game for K. Faried
9:52.0,B. Diaw makes 3-pt shot from 25 ft (assist by T. Parker),3,88-78,,
9:33.0,,,88-78,,R. Foye misses 2-pt shot from 2 ft
9:32.0,Defensive rebound by K. Leonard,,88-78,,
9:18.0,K. Leonard makes 3-pt shot from 24 ft (assist by D. Green),3,91-78,,
9:18.0,,,91-78,,Denver full timeout
9:04.0,,,91-78,,J. Nurkic misses 2-pt shot from 6 ft
9:03.0,Defensive rebound by T. Parker,,91-78,,
8:41.0,T. Parker misses 2-pt shot from 7 ft,,91-78,,
8:40.0,,,91-78,,Defensive rebound by J. Nurkic
8:31.0,,,91-78,,J. Nelson misses 2-pt shot from 1 ft (block by B. Diaw)
8:30.0,Defensive rebound by K. Leonard,,91-78,,
8:24.0,K. Leonard misses 3-pt shot from 24 ft,,91-78,,
8:23.0,Offensive rebound by Team,,91-78,,
8:19.0,D. Green misses 2-pt shot from 14 ft,,91-78,,
8:18.0,,,91-78,,Defensive rebound by D. Arthur
7:58.0,,,91-78,,Turnover by J. Nelson (lost ball; steal by B. Diaw)
7:52.0,D. Green misses 3-pt shot from 24 ft,,91-78,,
7:51.0,Offensive rebound by T. Parker,,91-78,,
7:43.0,T. Parker misses 2-pt shot from 11 ft,,91-78,,
7:42.0,,,91-78,,Defensive rebound by J. Nelson
7:37.0,,,91-80,2,W. Chandler makes 2-pt shot from 2 ft (assist by J. Nelson)
7:37.0,,,91-80,,Shooting foul by D. Green (drawn by W. Chandler)
7:37.0,,,91-80,,T. Lawson enters the game for J. Nelson
7:37.0,,,91-80,,W. Chandler misses free throw 1 of 1
7:35.0,Defensive rebound by T. Parker,,91-80,,
7:28.0,T. Parker makes 2-pt shot from 1 ft,2,93-80,,
7:11.0,,,93-80,,Shooting foul by K. Leonard (drawn by R. Foye)
7:11.0,,,93-81,1,R. Foye makes free throw 1 of 2
7:11.0,,,93-81,,A. Afflalo enters the game for J. Nurkic
7:11.0,M. Ginobili enters the game for K. Leonard,,93-81,,
7:11.0,Violation by T. Parker (lane),,93-81,,
7:11.0,,,93-82,1,R. Foye makes free throw 2 of 2
6:53.0,,,93-82,,Personal foul by A. Afflalo (drawn by B. Diaw)
6:42.0,T. Duncan makes 2-pt shot at rim (assist by B. Diaw),2,95-82,,
6:23.0,,,95-82,,A. Afflalo misses 2-pt shot from 3 ft
6:21.0,Defensive rebound by M. Ginobili,,95-82,,
6:17.0,San Antonio full timeout,,95-82,,
6:17.0,,,95-82,,K. Faried enters the game for D. Arthur
6:12.0,Shooting foul by K. Faried (drawn by M. Ginobili),,95-82,,
6:12.0,M. Ginobili misses free throw 1 of 2,,95-82,,
6:12.0,Offensive rebound by Team,,95-82,,
6:12.0,M. Ginobili misses free throw 2 of 2,,95-82,,
6:10.0,,,95-82,,Defensive rebound by K. Faried
5:55.0,,,95-82,,T. Lawson misses 3-pt shot from 25 ft
5:54.0,Defensive rebound by M. Ginobili,,95-82,,
