time,LA Lakers,pts.away,score,pts.home,Phoenix
2:11.0,,,15-30,,Phoenix full timeout
2:11.0,,,15-30,,A. Goodwin enters the game for M. Morris
2:01.0,Turnover by J. Lin (bad pass),,15-30,,
2:01.0,W. Ellington enters the game for J. Lin,,15-30,,
1:48.0,,,15-30,,A. Len misses 2-pt shot from 15 ft
1:46.0,Defensive rebound by W. Johnson,,15-30,,
1:38.0,Turnover by C. Boozer (bad pass),,15-30,,
1:23.0,,,15-30,,G. Green misses 2-pt shot from 17 ft
1:21.0,Defensive rebound by C. Boozer,,15-30,,
1:03.0,R. Price misses 3-pt shot from 24 ft,,15-30,,
1:02.0,,,15-30,,Defensive rebound by A. Goodwin
0:58.0,,,15-33,3,I. Thomas makes 3-pt shot from 24 ft (assist by A. Goodwin)
0:40.0,C. Boozer makes 2-pt shot from 16 ft (assist by E. Davis),2,17-33,,
0:31.0,,,17-33,,Turnover by I. Thomas (lost ball; steal by C. Boozer)
0:20.0,W. Johnson misses 2-pt shot from 11 ft,,17-33,,
0:18.0,Offensive rebound by E. Davis,,17-33,,
0:17.0,E. Davis makes 2-pt shot from 2 ft,2,19-33,,
0:00.0,,,19-33,,A. Goodwin misses 2-pt shot from 18 ft
0:00.0,,,19-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,E. Davis misses 2-pt shot from 2 ft,,19-33,,
11:44.0,Offensive rebound by E. Davis,,19-33,,
11:44.0,E. Davis makes 2-pt shot from 2 ft,2,21-33,,
11:44.0,Shooting foul by A. Tolliver (drawn by E. Davis),,21-33,,
11:44.0,E. Davis makes free throw 1 of 1,1,22-33,,
11:31.0,Inbound foul by J. Clarkson,,22-33,,
11:31.0,,,22-33,,A. Tolliver misses free throw 1 of 2
11:31.0,,,22-33,,Offensive rebound by Team
11:31.0,,,22-34,1,A. Tolliver makes free throw 2 of 2
11:15.0,W. Ellington makes 2-pt shot from 21 ft (assist by E. Davis),2,24-34,,
11:01.0,,,24-34,,Turnover by G. Green (bad pass)
10:56.0,W. Ellington makes 2-pt shot from 20 ft (assist by R. Price),2,26-34,,
10:41.0,,,26-34,,I. Thomas misses 3-pt shot from 25 ft
10:39.0,Defensive rebound by J. Hill,,26-34,,
10:31.0,J. Hill makes 2-pt shot from 21 ft (assist by R. Price),2,28-34,,
10:21.0,,,28-34,,Phoenix full timeout
10:21.0,,,28-34,,G. Dragic enters the game for A. Goodwin
10:07.0,,,28-34,,Turnover by G. Green (lost ball; steal by E. Davis)
9:53.0,J. Clarkson misses 2-pt shot from 1 ft,,28-34,,
9:51.0,,,28-34,,Defensive rebound by G. Green
9:34.0,,,28-36,2,G. Green makes 2-pt shot from 8 ft
9:16.0,W. Ellington makes 2-pt shot from 20 ft (assist by J. Hill),2,30-36,,
9:04.0,,,30-38,2,I. Thomas makes 2-pt shot from 17 ft
8:38.0,J. Hill misses 2-pt shot from 20 ft,,30-38,,
8:37.0,Offensive rebound by Team,,30-38,,
8:37.0,,,30-38,,Loose ball foul by A. Tolliver (drawn by E. Davis)
8:37.0,K. Bryant enters the game for J. Clarkson,,30-38,,
8:16.0,K. Bryant makes 2-pt shot from 9 ft,2,32-38,,
8:00.0,,,32-38,,G. Dragic misses 2-pt shot from 18 ft
7:58.0,,,32-38,,Offensive rebound by A. Tolliver
7:57.0,,,32-38,,Turnover by A. Tolliver (bad pass; steal by W. Ellington)
7:53.0,E. Davis makes 2-pt shot from 2 ft (assist by R. Price),2,34-38,,
7:35.0,,,34-41,3,A. Tolliver makes 3-pt shot from 23 ft (assist by I. Thomas)
7:18.0,K. Bryant makes 2-pt shot from 17 ft,2,36-41,,
7:18.0,Shooting foul by M. Plumlee (drawn by K. Bryant),,36-41,,
7:18.0,,,36-41,,E. Bledsoe enters the game for I. Thomas
7:18.0,,,36-41,,M. Morris enters the game for G. Green
7:18.0,K. Bryant makes free throw 1 of 1,1,37-41,,
7:04.0,,,37-41,,M. Plumlee misses 2-pt shot from 5 ft
7:02.0,Defensive rebound by J. Hill,,37-41,,
6:50.0,W. Ellington misses 2-pt shot from 17 ft,,37-41,,
6:48.0,,,37-41,,Defensive rebound by G. Dragic
6:43.0,,,37-41,,Shooting foul by W. Ellington (drawn by G. Dragic)
6:43.0,,,37-42,1,G. Dragic makes free throw 1 of 2
6:43.0,,,37-42,,A. Len enters the game for M. Plumlee
6:43.0,,,37-43,1,G. Dragic makes free throw 2 of 2
6:25.0,K. Bryant makes 2-pt shot from 17 ft,2,39-43,,
6:12.0,,,39-43,,Offensive foul by A. Tolliver
6:12.0,,,39-43,,Turnover by A. Tolliver (offensive foul)
6:12.0,,,39-43,,M. Morris enters the game for A. Tolliver
5:55.0,K. Bryant misses 2-pt shot from 17 ft,,39-43,,
5:55.0,Offensive rebound by Team,,39-43,,
5:55.0,,,39-43,,Loose ball foul by M. Morris (drawn by E. Davis)
5:55.0,Official timeout,,39-43,,
5:41.0,J. Hill misses 2-pt shot from 4 ft,,39-43,,
5:40.0,,,39-43,,Defensive rebound by A. Len
5:34.0,Jump ball: W. Ellington vs. A. Len (G. Dragic gains possession),,,,Jump ball: W. Ellington vs. A. Len (G. Dragic gains possession)
5:26.0,,,39-46,3,E. Bledsoe makes 3-pt shot from 24 ft (assist by G. Dragic)
5:00.0,E. Davis misses 2-pt shot from 3 ft,,39-46,,
4:58.0,Offensive rebound by E. Davis,,39-46,,
4:58.0,E. Davis misses 2-pt shot from 1 ft (block by A. Len),,39-46,,
4:55.0,Offensive rebound by K. Bryant,,39-46,,
4:53.0,K. Bryant misses 2-pt shot from 19 ft,,39-46,,
4:50.0,,,39-46,,Defensive rebound by E. Bledsoe
4:47.0,,,39-48,2,E. Bledsoe makes 2-pt shot at rim
4:21.0,R. Price misses 2-pt shot from 8 ft,,39-48,,
4:21.0,,,39-48,,Defensive rebound by Team
4:21.0,Loose ball foul by E. Davis (drawn by M. Morris),,39-48,,
4:21.0,W. Johnson enters the game for E. Davis,,39-48,,
4:21.0,C. Boozer enters the game for W. Ellington,,39-48,,
4:10.0,,,39-48,,Shooting foul by J. Hill (drawn by E. Bledsoe)
4:10.0,,,39-49,1,E. Bledsoe makes free throw 1 of 2
4:10.0,,,39-50,1,E. Bledsoe makes free throw 2 of 2
3:47.0,K. Bryant makes 3-pt shot from 28 ft,3,42-50,,
3:27.0,J. Lin enters the game for R. Price,,42-50,,
3:20.0,,,42-52,2,M. Morris makes 2-pt shot from 17 ft (assist by E. Bledsoe)
3:01.0,W. Johnson makes 2-pt shot from 15 ft (assist by K. Bryant),2,44-52,,
2:48.0,Personal block foul by J. Hill (drawn by G. Dragic),,44-52,,
2:48.0,LA Lakers full timeout,,44-52,,
2:48.0,E. Davis enters the game for J. Hill,,44-52,,
2:48.0,,,44-53,1,G. Dragic makes free throw 1 of 2
2:48.0,,,44-54,1,G. Dragic makes free throw 2 of 2
2:22.0,K. Bryant misses 2-pt shot from 20 ft,,44-54,,
2:22.0,Offensive rebound by Team,,44-54,,
2:22.0,Turnover by Team (shot clock),,44-54,,
2:09.0,,,44-54,,Turnover by A. Len (bad pass; steal by W. Johnson)
2:05.0,K. Bryant makes 2-pt shot at rim,2,46-54,,
1:45.0,,,46-54,,M. Morris misses 2-pt shot from 15 ft
1:43.0,Defensive rebound by C. Boozer,,46-54,,
1:42.0,Turnover by C. Boozer (bad pass; steal by M. Morris),,46-54,,
1:28.0,,,46-54,,G. Dragic misses 2-pt shot from 15 ft
1:26.0,Defensive rebound by C. Boozer,,46-54,,
1:24.0,Turnover by C. Boozer (lost ball),,46-54,,
1:24.0,,,46-54,,I. Thomas enters the game for E. Bledsoe
1:12.0,,,46-57,3,I. Thomas makes 3-pt shot from 23 ft (assist by M. Morris)
0:55.0,K. Bryant misses 2-pt shot from 1 ft,,46-57,,
0:54.0,Offensive rebound by E. Davis,,46-57,,
0:54.0,E. Davis makes 2-pt shot at rim,2,48-57,,
0:46.0,,,48-59,2,M. Morris makes 2-pt shot from 8 ft
0:23.0,J. Lin makes 2-pt shot from 1 ft,2,50-59,,
0:03.0,,,50-59,,Turnover by G. Dragic (offensive foul)
0:03.0,,,50-59,,Offensive foul by G. Dragic
0:00.0,J. Lin misses 3-pt shot from 26 ft,,50-59,,
0:00.0,Offensive rebound by Team,,50-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Shooting foul by M. Plumlee (drawn by W. Johnson),,50-59,,
11:49.0,W. Johnson makes free throw 1 of 3,1,51-59,,
11:49.0,W. Johnson makes free throw 2 of 3,1,52-59,,
11:49.0,W. Johnson makes free throw 3 of 3,1,53-59,,
11:31.0,,,53-61,2,G. Dragic makes 2-pt shot from 1 ft
11:18.0,K. Bryant misses 2-pt shot from 18 ft,,53-61,,
11:16.0,Offensive rebound by J. Hill,,53-61,,
11:15.0,Shooting foul by M. Morris (drawn by J. Hill),,53-61,,
11:15.0,J. Hill makes free throw 1 of 2,1,54-61,,
11:15.0,J. Hill makes free throw 2 of 2,1,55-61,,
10:51.0,,,55-63,2,G. Dragic makes 2-pt shot from 15 ft
10:42.0,Offensive foul by C. Boozer,,55-63,,
10:42.0,Turnover by C. Boozer (offensive foul),,55-63,,
10:27.0,,,55-65,2,M. Plumlee makes 2-pt shot at rim (assist by E. Bledsoe)
10:11.0,,,55-65,,Personal foul by M. Morris (drawn by K. Bryant)
9:58.0,Turnover by C. Boozer (3 sec),,55-65,,
9:45.0,,,55-68,3,M. Morris makes 3-pt shot from 25 ft (assist by E. Bledsoe)
9:27.0,Turnover by C. Boozer (bad pass; steal by G. Dragic),,55-68,,
9:25.0,,,55-68,,Shooting foul by W. Johnson (drawn by G. Dragic)
9:25.0,,,55-69,1,G. Dragic makes free throw 1 of 2
9:25.0,,,55-70,1,G. Dragic makes free throw 2 of 2
9:25.0,LA Lakers full timeout,,55-70,,
9:10.0,K. Bryant makes 2-pt shot from 16 ft,2,57-70,,
8:48.0,,,57-70,,M. Morris misses 2-pt shot from 9 ft
8:46.0,,,57-70,,Offensive rebound by M. Plumlee
8:29.0,,,57-72,2,M. Morris makes 2-pt shot from 16 ft (assist by M. Morris)
8:09.0,J. Lin misses 3-pt shot from 24 ft,,57-72,,
8:07.0,,,57-72,,Defensive rebound by G. Dragic
8:00.0,,,57-75,3,M. Morris makes 3-pt shot from 24 ft (assist by G. Dragic)
7:43.0,K. Bryant misses 3-pt shot from 25 ft,,57-75,,
7:41.0,Offensive rebound by J. Hill,,57-75,,
7:39.0,J. Hill misses 2-pt shot from 16 ft,,57-75,,
7:37.0,,,57-75,,Defensive rebound by G. Dragic
7:30.0,,,57-75,,M. Morris misses 3-pt shot from 25 ft
7:29.0,Defensive rebound by J. Lin,,57-75,,
7:29.0,,,57-75,,Personal foul by M. Plumlee (drawn by J. Lin)
7:09.0,J. Hill makes 2-pt shot at rim (assist by K. Bryant),2,59-75,,
6:53.0,,,59-75,,G. Dragic misses 3-pt shot from 25 ft
6:50.0,Defensive rebound by J. Hill,,59-75,,
6:43.0,Offensive foul by K. Bryant,,59-75,,
6:43.0,Turnover by K. Bryant (offensive foul),,59-75,,
6:43.0,,,59-75,,A. Len enters the game for M. Plumlee
6:27.0,,,59-77,2,M. Morris makes 2-pt shot from 15 ft (assist by E. Bledsoe)
6:12.0,K. Bryant makes 2-pt shot from 2 ft (assist by C. Boozer),2,61-77,,
6:03.0,,,61-79,2,G. Dragic makes 2-pt shot from 2 ft
5:53.0,W. Johnson misses 2-pt shot from 14 ft,,61-79,,
5:51.0,,,61-79,,Defensive rebound by G. Dragic
5:47.0,,,61-81,2,G. Dragic makes 2-pt shot at rim
5:20.0,K. Bryant misses 3-pt shot from 26 ft,,61-81,,
5:20.0,Offensive rebound by Team,,61-81,,
5:20.0,Turnover by Team (shot clock),,61-81,,
5:20.0,E. Davis enters the game for C. Boozer,,61-81,,
5:10.0,,,61-83,2,M. Morris makes 2-pt shot from 14 ft
4:57.0,Jump ball: J. Lin vs. M. Morris (K. Bryant gains possession),,,,Jump ball: J. Lin vs. M. Morris (K. Bryant gains possession)
4:56.0,K. Bryant makes 3-pt shot from 26 ft (assist by W. Johnson),3,64-83,,
4:35.0,,,64-85,2,G. Dragic makes 2-pt shot from 2 ft
4:20.0,Shooting foul by A. Len (drawn by E. Davis),,64-85,,
4:20.0,E. Davis misses free throw 1 of 2,,64-85,,
4:20.0,Offensive rebound by Team,,64-85,,
4:20.0,R. Price enters the game for J. Lin,,64-85,,
4:20.0,,,64-85,,S. Randolph enters the game for M. Morris
4:20.0,E. Davis misses free throw 2 of 2,,64-85,,
4:19.0,,,64-85,,Defensive rebound by S. Randolph
4:09.0,,,64-88,3,E. Bledsoe makes 3-pt shot from 27 ft
3:53.0,Turnover by K. Bryant (bad pass),,64-88,,
3:43.0,,,64-88,,G. Dragic misses 2-pt shot from 12 ft
3:41.0,Defensive rebound by J. Hill,,64-88,,
3:36.0,R. Price makes 2-pt shot from 17 ft,2,66-88,,
3:19.0,,,66-88,,E. Bledsoe misses 2-pt shot from 4 ft
3:18.0,,,66-88,,Offensive rebound by A. Len
3:18.0,,,66-90,2,A. Len makes 2-pt shot from 2 ft
3:18.0,,,66-90,,Shooting foul by J. Hill (drawn by A. Len)
3:18.0,,,66-90,,I. Thomas enters the game for G. Dragic
3:18.0,,,66-91,1,A. Len makes free throw 1 of 1
3:02.0,K. Bryant misses 2-pt shot from 21 ft,,66-91,,
3:00.0,Offensive rebound by E. Davis,,66-91,,
2:56.0,K. Bryant misses 2-pt shot from 10 ft,,66-91,,
2:55.0,,,66-91,,Defensive rebound by A. Len
2:55.0,Technical foul by K. Bryant,,66-91,,
2:55.0,,,66-92,1,E. Bledsoe makes technical free throw
2:55.0,W. Ellington enters the game for J. Hill,,66-92,,
2:55.0,,,66-92,,Phoenix full timeout
2:34.0,,,66-95,3,M. Morris makes 3-pt shot from 22 ft (assist by I. Thomas)
2:18.0,W. Johnson makes 2-pt shot from 22 ft (assist by K. Bryant),2,68-95,,
2:02.0,,,68-95,,A. Len misses 2-pt shot from 3 ft (block by E. Davis)
2:02.0,,,68-95,,Offensive rebound by Team
2:02.0,,,68-95,,G. Green enters the game for A. Len
1:58.0,Violation by K. Bryant (kicked ball),,68-95,,
1:58.0,,,68-95,,Technical foul by E. Bledsoe
1:58.0,K. Bryant makes technical free throw,1,69-95,,
1:51.0,,,69-95,,Shooting foul by E. Davis (drawn by S. Randolph)
1:51.0,,,69-95,,S. Randolph misses free throw 1 of 2
1:51.0,,,69-95,,Offensive rebound by Team
1:51.0,,,69-95,,Turnover by E. Bledsoe (lane violation.)
1:39.0,E. Davis misses 2-pt shot from 7 ft,,69-95,,
1:38.0,,,69-95,,Defensive rebound by E. Bledsoe
1:18.0,,,69-97,2,I. Thomas makes 2-pt shot from 17 ft (assist by E. Bledsoe)
0:54.0,K. Bryant makes 2-pt shot from 6 ft,2,71-97,,
0:54.0,,,71-97,,Shooting block foul by S. Randolph (drawn by K. Bryant)
0:54.0,K. Bryant makes free throw 1 of 1,1,72-97,,
0:46.0,,,72-97,,Shooting foul by E. Davis (drawn by S. Randolph)
0:46.0,,,72-98,1,S. Randolph makes free throw 1 of 2
0:46.0,,,72-98,,S. Randolph misses free throw 2 of 2
0:45.0,Defensive rebound by K. Bryant,,72-98,,
0:33.0,K. Bryant misses 2-pt shot from 8 ft,,72-98,,
0:32.0,,,72-98,,Defensive rebound by E. Bledsoe
0:30.0,,,72-98,,Technical foul by E. Bledsoe
0:30.0,,,72-98,,T. Ennis enters the game for E. Bledsoe
0:30.0,K. Bryant makes technical free throw,1,73-98,,
0:30.0,,,73-98,,Turnover by T. Ennis (lost ball; steal by K. Bryant)
0:30.0,Jump ball: K. Bryant vs. T. Ennis,,,,Jump ball: K. Bryant vs. T. Ennis
0:23.0,W. Johnson misses 3-pt shot from 23 ft,,73-98,,
0:21.0,,,73-98,,Defensive rebound by I. Thomas
0:09.0,Personal foul by R. Price (drawn by I. Thomas),,73-98,,
0:09.0,,,73-98,,I. Thomas misses free throw 1 of 2
0:09.0,,,73-98,,Offensive rebound by Team
0:09.0,,,73-98,,I. Thomas misses free throw 2 of 2
0:08.0,,,73-98,,Offensive rebound by S. Randolph
0:01.0,,,73-98,,M. Morris misses 3-pt shot from 23 ft
0:00.0,,,73-98,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,73-98,,Turnover by I. Thomas (lost ball; steal by R. Price)
11:50.0,,,73-98,,Loose ball foul by I. Thomas (drawn by R. Price)
11:31.0,R. Sacre misses 2-pt shot from 17 ft,,73-98,,
11:31.0,Offensive rebound by E. Davis,,73-98,,
11:30.0,Shooting foul by M. Plumlee (drawn by R. Sacre),,73-98,,
11:30.0,R. Sacre makes free throw 1 of 2,1,74-98,,
11:30.0,R. Sacre makes free throw 2 of 2,1,75-98,,
11:20.0,,,75-100,2,T. Ennis makes 2-pt shot from 9 ft
11:08.0,J. Clarkson makes 2-pt shot from 1 ft,2,77-100,,
11:01.0,,,77-100,,I. Thomas misses 3-pt shot from 24 ft
10:58.0,Defensive rebound by E. Davis,,77-100,,
10:49.0,Turnover by R. Sacre (lost ball; steal by M. Plumlee),,77-100,,
10:38.0,,,77-100,,Turnover by T. Ennis (bad pass; steal by E. Davis)
10:28.0,W. Ellington makes 2-pt shot from 22 ft (assist by E. Davis),2,79-100,,
10:14.0,,,79-100,,S. Randolph misses 2-pt shot from 2 ft
10:13.0,,,79-100,,Offensive rebound by M. Plumlee
10:08.0,,,79-102,2,I. Thomas makes 2-pt shot from 1 ft
9:45.0,J. Clarkson misses 2-pt shot from 9 ft,,79-102,,
9:44.0,,,79-102,,Defensive rebound by M. Plumlee
9:34.0,,,79-102,,S. Randolph misses 3-pt shot from 25 ft
9:33.0,Defensive rebound by W. Ellington,,79-102,,
9:20.0,R. Sacre makes 2-pt shot from 15 ft,2,81-102,,
9:01.0,,,81-102,,G. Green misses 2-pt shot from 17 ft
9:00.0,,,81-102,,Offensive rebound by S. Randolph
8:49.0,,,81-102,,G. Green misses 3-pt shot from 22 ft
8:47.0,Defensive rebound by R. Sacre,,81-102,,
8:42.0,,,81-102,,Personal foul by S. Randolph (drawn by E. Davis)
8:42.0,Official timeout,,81-102,,
8:26.0,R. Price misses 3-pt shot from 25 ft,,81-102,,
8:24.0,,,81-102,,Defensive rebound by M. Plumlee
8:07.0,,,81-104,2,M. Plumlee makes 2-pt shot from 15 ft
7:57.0,,,81-104,,Personal foul by G. Green (drawn by W. Ellington)
7:44.0,W. Ellington misses 3-pt shot from 25 ft,,81-104,,
7:42.0,,,81-104,,Defensive rebound by S. Randolph
7:19.0,,,81-104,,M. Plumlee misses 2-pt shot from 11 ft
7:16.0,Defensive rebound by J. Clarkson,,81-104,,
7:09.0,J. Clarkson makes 2-pt shot from 21 ft,2,83-104,,
6:58.0,,,83-107,3,I. Thomas makes 3-pt shot from 24 ft (assist by T. Ennis)
6:43.0,R. Sacre misses 2-pt shot from 11 ft,,83-107,,
6:42.0,,,83-107,,Defensive rebound by S. Randolph
6:29.0,,,83-110,3,I. Thomas makes 3-pt shot from 22 ft (assist by T. Ennis)
6:14.0,W. Ellington makes 3-pt shot from 23 ft (assist by R. Price),3,86-110,,
5:58.0,,,86-110,,Offensive foul by G. Green
5:58.0,,,86-110,,Turnover by G. Green (offensive foul)
5:58.0,,,86-110,,Phoenix full timeout
5:58.0,,,86-110,,A. Goodwin enters the game for I. Thomas
5:58.0,,,86-110,,A. Tolliver enters the game for S. Randolph
5:35.0,J. Clarkson misses 2-pt shot from 18 ft (block by M. Plumlee),,86-110,,
5:34.0,,,86-110,,Defensive rebound by A. Tolliver
5:18.0,,,86-112,2,G. Green makes 2-pt shot from 5 ft
5:05.0,J. Clarkson misses 2-pt shot from 6 ft,,86-112,,
5:03.0,,,86-112,,Defensive rebound by A. Tolliver
4:47.0,,,86-112,,G. Green misses 3-pt shot from 24 ft
4:45.0,Defensive rebound by R. Price,,86-112,,
4:30.0,R. Price makes 3-pt shot from 23 ft (assist by J. Clarkson),3,89-112,,
4:10.0,Personal foul by R. Price (drawn by T. Ennis),,89-112,,
3:57.0,,,89-114,2,M. Plumlee makes 2-pt shot from 15 ft (assist by G. Green)
3:34.0,E. Davis makes 2-pt shot from 8 ft,2,91-114,,
3:20.0,,,91-114,,G. Green misses 3-pt shot from 24 ft
3:18.0,Defensive rebound by R. Price,,91-114,,
3:07.0,W. Ellington misses 3-pt shot from 23 ft,,91-114,,
3:06.0,,,91-114,,Defensive rebound by A. Tolliver
2:57.0,,,91-117,3,A. Tolliver makes 3-pt shot from 25 ft (assist by T. Ennis)
2:41.0,Shooting foul by T. Ennis (drawn by R. Price),,91-117,,
2:41.0,LA Lakers full timeout,,91-117,,
2:41.0,R. Price misses free throw 1 of 2,,91-117,,
2:41.0,Offensive rebound by Team,,91-117,,
2:41.0,R. Price makes free throw 2 of 2,1,92-117,,
