time,Cleveland,pts.away,score,pts.home,Atlanta
10:13.0,,,82-67,,P. Millsap misses 2-pt shot from 16 ft
10:12.0,Defensive rebound by J. Smith,,82-67,,
9:59.0,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving),3,85-67,,
9:43.0,,,85-69,2,A. Horford makes 2-pt shot from 3 ft
9:17.0,J. Smith misses 3-pt shot from 25 ft,,85-69,,
9:16.0,,,85-69,,Defensive rebound by A. Horford
9:08.0,,,85-72,3,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague)
8:48.0,K. Irving misses 2-pt shot from 21 ft,,85-72,,
8:46.0,,,85-72,,Defensive rebound by K. Bazemore
8:39.0,,,85-74,2,J. Teague makes 2-pt shot from 3 ft
8:39.0,Cleveland full timeout,,85-74,,
8:39.0,L. James enters the game for K. Irving,,85-74,,
8:39.0,M. Dellavedova enters the game for J. Jones,,85-74,,
8:39.0,,,85-74,,D. Carroll enters the game for K. Bazemore
8:18.0,L. James misses 2-pt shot from 21 ft,,85-74,,
8:17.0,,,85-74,,Defensive rebound by J. Teague
8:11.0,,,85-74,,J. Teague misses 3-pt shot from 25 ft
8:09.0,Defensive rebound by I. Shumpert,,85-74,,
7:46.0,L. James makes 2-pt shot from 9 ft,2,87-74,,
7:28.0,,,87-74,,A. Horford misses 2-pt shot from 8 ft
7:24.0,Defensive rebound by T. Thompson,,87-74,,
7:02.0,L. James makes 2-pt shot from 19 ft,2,89-74,,
6:53.0,,,89-74,,J. Teague misses 2-pt shot from 3 ft
6:51.0,Defensive rebound by L. James,,89-74,,
6:34.0,Shooting foul by P. Millsap (drawn by L. James),,89-74,,
6:34.0,L. James misses free throw 1 of 2,,89-74,,
6:34.0,Offensive rebound by Team,,89-74,,
6:34.0,T. Mozgov enters the game for T. Thompson,,89-74,,
6:34.0,L. James makes free throw 2 of 2,1,90-74,,
6:11.0,,,90-74,,D. Carroll misses 2-pt shot from 6 ft
6:11.0,,,90-74,,Offensive rebound by Team
6:11.0,Loose ball foul by M. Dellavedova (drawn by A. Horford),,90-74,,
6:05.0,,,90-76,2,J. Teague makes 2-pt shot from 1 ft (assist by K. Korver)
5:37.0,M. Dellavedova misses 2-pt shot from 17 ft,,90-76,,
5:37.0,Offensive rebound by Team,,90-76,,
5:37.0,Turnover by Team (shot clock),,90-76,,
5:23.0,,,90-76,,P. Millsap misses 3-pt shot from 24 ft
5:22.0,Defensive rebound by I. Shumpert,,90-76,,
5:03.0,Turnover by L. James (bad pass; steal by D. Carroll),,90-76,,
4:59.0,,,90-76,,Shooting foul by I. Shumpert (drawn by D. Carroll)
4:59.0,,,90-76,,Atlanta full timeout
4:59.0,,,90-76,,E. Brand enters the game for D. Carroll
4:59.0,T. Thompson enters the game for T. Mozgov,,90-76,,
4:59.0,,,90-76,,E. Brand misses free throw 1 of 2
4:59.0,,,90-76,,Offensive rebound by Team
4:59.0,,,90-77,1,E. Brand makes free throw 2 of 2
4:59.0,,,90-77,,Inbound foul by E. Brand
4:59.0,T. Thompson misses free throw 1 of 2,,90-77,,
4:59.0,Offensive rebound by Team,,90-77,,
4:59.0,,,90-77,,K. Bazemore enters the game for E. Brand
4:59.0,T. Thompson makes free throw 2 of 2,1,91-77,,
4:51.0,,,91-77,,K. Korver misses 3-pt shot from 25 ft
4:49.0,Defensive rebound by L. James,,91-77,,
4:45.0,,,91-77,,Personal foul by J. Teague (drawn by M. Dellavedova)
4:22.0,L. James misses 2-pt shot from 17 ft,,91-77,,
4:20.0,,,91-77,,Defensive rebound by A. Horford
4:10.0,,,91-77,,Shooting foul by T. Thompson (drawn by K. Bazemore)
4:10.0,,,91-78,1,K. Bazemore makes free throw 1 of 2
4:10.0,,,91-78,,K. Bazemore misses free throw 2 of 2
4:09.0,Defensive rebound by I. Shumpert,,91-78,,
3:46.0,I. Shumpert misses 2-pt shot from 5 ft,,91-78,,
3:46.0,Offensive rebound by Team,,91-78,,
3:46.0,Turnover by Team (shot clock),,91-78,,
3:37.0,,,91-78,,Shooting foul by I. Shumpert (drawn by P. Millsap)
3:37.0,,,91-79,1,P. Millsap makes free throw 1 of 2
3:37.0,,,91-80,1,P. Millsap makes free throw 2 of 2
3:30.0,,,91-80,,Personal foul by P. Millsap (drawn by L. James)
3:14.0,L. James misses 2-pt shot from 3 ft,,91-80,,
3:13.0,,,91-80,,Defensive rebound by A. Horford
3:04.0,,,91-80,,J. Teague misses 3-pt shot from 25 ft
3:02.0,,,91-80,,Offensive rebound by P. Millsap
2:55.0,,,91-82,2,K. Bazemore makes 2-pt shot from 8 ft (assist by P. Millsap)
2:55.0,,,91-82,,Shooting foul by J. Smith (drawn by K. Bazemore)
2:55.0,,,91-83,1,K. Bazemore makes free throw 1 of 1
2:43.0,J. Smith misses 3-pt shot from 24 ft (block by K. Bazemore),,91-83,,
2:39.0,,,91-83,,Defensive rebound by A. Horford
2:36.0,,,91-83,,K. Bazemore misses 3-pt shot from 23 ft
2:36.0,,,91-83,,Offensive rebound by Team
2:25.0,,,91-83,,Turnover by J. Teague (bad pass; steal by M. Dellavedova)
2:03.0,L. James misses 2-pt shot from 12 ft,,91-83,,
2:02.0,,,91-83,,Defensive rebound by P. Millsap
1:56.0,Violation by I. Shumpert (def goaltending),,91-83,,
1:56.0,,,91-85,2,A. Horford makes 2-pt shot from 2 ft (assist by J. Teague)
1:35.0,L. James misses 2-pt shot from 1 ft,,91-85,,
1:34.0,,,91-85,,Defensive rebound by K. Korver
1:22.0,,,91-85,,J. Teague misses 2-pt shot from 8 ft (block by J. Smith)
1:19.0,Defensive rebound by J. Smith,,91-85,,
