time,Chicago,pts.away,score,pts.home,Miami
4:24.0,P. Gasol misses free throw 1 of 2,,11-15,,
4:24.0,Offensive rebound by Team,,11-15,,
4:24.0,P. Gasol makes free throw 2 of 2,1,12-15,,
4:12.0,,,12-15,,Offensive foul by J. Hamilton
4:12.0,,,12-15,,Turnover by J. Hamilton (offensive foul)
3:53.0,M. Dunleavy misses 3-pt shot from 25 ft,,12-15,,
3:52.0,Offensive rebound by Team,,12-15,,
3:35.0,N. Mirotic misses 2-pt shot from 1 ft,,12-15,,
3:34.0,,,12-15,,Defensive rebound by S. Williams
3:27.0,,,12-15,,L. Deng misses 3-pt shot from 24 ft
3:26.0,,,12-15,,Offensive rebound by D. Wade
3:21.0,,,12-15,,J. Hamilton misses 2-pt shot from 1 ft (block by P. Gasol)
3:20.0,Defensive rebound by P. Gasol,,12-15,,
3:02.0,N. Mirotic misses 3-pt shot from 23 ft,,12-15,,
3:01.0,,,12-15,,Defensive rebound by S. Williams
2:45.0,,,12-15,,D. Wade misses 2-pt shot from 6 ft
2:44.0,Defensive rebound by J. Butler,,12-15,,
2:32.0,N. Mirotic makes 2-pt shot at rim (assist by P. Gasol),2,14-15,,
2:23.0,,,14-15,,Miami full timeout
2:23.0,Chicago full timeout,,14-15,,
2:23.0,,,14-15,,M. Chalmers enters the game for D. Wade
2:23.0,A. Brooks enters the game for J. Butler,,14-15,,
2:08.0,,,14-15,,N. Cole misses 2-pt shot from 16 ft
2:07.0,Defensive rebound by M. Dunleavy,,14-15,,
1:53.0,Turnover by K. Hinrich (bad pass; steal by M. Chalmers),,14-15,,
1:47.0,,,14-17,2,M. Chalmers makes 2-pt shot from 3 ft
1:26.0,Turnover by P. Gasol (bad pass; steal by J. Hamilton),,14-17,,
1:09.0,,,14-17,,Shooting foul by A. Brooks (drawn by S. Williams)
1:09.0,,,14-18,1,S. Williams makes free throw 1 of 2
1:09.0,,,14-18,,D. Granger enters the game for L. Deng
1:09.0,,,14-18,,C. Andersen enters the game for J. Hamilton
1:09.0,,,14-18,,S. Williams misses free throw 2 of 2
1:08.0,Defensive rebound by P. Gasol,,14-18,,
0:48.0,Turnover by P. Gasol (bad pass; steal by S. Williams),,14-18,,
0:36.0,,,14-18,,Turnover by M. Chalmers (traveling)
0:36.0,,,14-18,,J. Ennis enters the game for N. Cole
0:20.0,Turnover by P. Gasol (bad pass; steal by M. Chalmers),,14-18,,
0:02.0,,,14-18,,D. Granger misses 3-pt shot from 24 ft
0:00.0,,,14-18,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Turnover by A. Brooks (lost ball),,14-18,,
11:27.0,,,14-20,2,M. Chalmers makes 2-pt shot from 1 ft
11:07.0,Turnover by T. Gibson (lost ball; steal by M. Chalmers),,14-20,,
10:49.0,,,14-20,,D. Granger misses 2-pt shot from 2 ft (block by M. Dunleavy)
10:45.0,Defensive rebound by N. Mirotic,,14-20,,
10:37.0,Turnover by K. Hinrich (bad pass; steal by D. Granger),,14-20,,
10:25.0,,,14-20,,J. Ennis misses 3-pt shot from 24 ft
10:24.0,,,14-20,,Offensive rebound by D. Granger
10:10.0,,,14-20,,J. Ennis misses 2-pt shot from 1 ft (block by A. Brooks)
10:09.0,,,14-20,,Offensive rebound by J. Ennis
10:08.0,,,14-20,,J. Ennis misses 2-pt shot from 2 ft (block by T. Gibson)
10:07.0,Defensive rebound by N. Mirotic,,14-20,,
9:55.0,A. Brooks makes 3-pt shot from 25 ft (assist by N. Mirotic),3,17-20,,
9:44.0,,,17-20,,D. Granger misses 3-pt shot from 25 ft
9:43.0,,,17-20,,Offensive rebound by D. Granger
9:37.0,,,17-20,,D. Granger misses 2-pt shot from 2 ft
9:36.0,Defensive rebound by N. Mirotic,,17-20,,
9:28.0,A. Brooks makes 3-pt shot from 25 ft,3,20-20,,
9:16.0,Personal foul by A. Brooks (drawn by M. Chalmers),,20-20,,
9:16.0,T. Snell enters the game for M. Dunleavy,,20-20,,
9:05.0,,,20-20,,S. Williams misses 3-pt shot from 25 ft
9:04.0,Defensive rebound by A. Brooks,,20-20,,
8:44.0,A. Brooks makes 2-pt shot from 14 ft,2,22-20,,
8:21.0,,,22-20,,Turnover by M. Chalmers (bad pass; steal by T. Gibson)
8:15.0,T. Snell misses 2-pt shot at rim (block by D. Granger),,22-20,,
8:14.0,Offensive rebound by T. Gibson,,22-20,,
8:11.0,Turnover by T. Gibson (bad pass; steal by D. Granger),,22-20,,
8:10.0,Official timeout,,22-20,,
8:10.0,Personal foul by T. Gibson (drawn by D. Granger),,22-20,,
8:10.0,J. Butler enters the game for T. Snell,,22-20,,
8:10.0,,,22-20,,D. Wade enters the game for J. Ennis
8:01.0,,,22-20,,Offensive foul by D. Wade
8:01.0,,,22-20,,Turnover by D. Wade (offensive foul)
7:43.0,,,22-20,,Violation by C. Andersen (def goaltending)
7:43.0,T. Gibson makes 2-pt shot from 4 ft,2,24-20,,
7:43.0,Shooting foul by D. Wade (drawn by T. Gibson),,24-20,,
7:43.0,T. Gibson makes free throw 1 of 1,1,25-20,,
7:26.0,,,25-20,,D. Wade misses 2-pt shot from 10 ft
7:25.0,,,25-20,,Offensive rebound by C. Andersen
7:24.0,,,25-22,2,C. Andersen makes 2-pt shot at rim
7:01.0,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Butler),3,28-22,,
6:49.0,,,28-22,,Turnover by D. Wade (bad pass)
6:49.0,,,28-22,,N. Cole enters the game for D. Wade
6:31.0,J. Butler misses 2-pt shot from 18 ft,,28-22,,
6:30.0,,,28-22,,Defensive rebound by C. Andersen
6:13.0,,,28-22,,N. Cole misses 3-pt shot from 25 ft
6:12.0,Defensive rebound by N. Mirotic,,28-22,,
6:01.0,J. Butler misses 2-pt shot from 18 ft,,28-22,,
6:00.0,Offensive rebound by Team,,28-22,,
6:00.0,D. Rose enters the game for K. Hinrich,,28-22,,
6:00.0,,,28-22,,L. Deng enters the game for S. Williams
6:00.0,,,28-22,,J. Hamilton enters the game for C. Andersen
5:58.0,,,28-22,,Personal foul by D. Granger (drawn by N. Mirotic)
5:58.0,,,28-22,,Miami full timeout
5:51.0,,,28-22,,Personal foul by D. Granger (drawn by A. Brooks)
5:44.0,D. Rose misses 2-pt shot from 11 ft,,28-22,,
5:43.0,Offensive rebound by T. Gibson,,28-22,,
5:42.0,D. Rose misses 2-pt shot from 8 ft,,28-22,,
5:40.0,Offensive rebound by Team,,28-22,,
5:35.0,,,28-22,,Personal foul by J. Hamilton (drawn by J. Butler)
5:22.0,Turnover by A. Brooks (lost ball; steal by N. Cole),,28-22,,
5:12.0,,,28-24,2,J. Hamilton makes 2-pt shot from 1 ft (assist by M. Chalmers)
4:53.0,T. Gibson misses 2-pt shot at rim,,28-24,,
4:52.0,,,28-24,,Defensive rebound by M. Chalmers
4:46.0,,,28-26,2,J. Hamilton makes 2-pt shot from 1 ft (assist by M. Chalmers)
4:40.0,Chicago full timeout,,28-26,,
4:40.0,P. Gasol enters the game for N. Mirotic,,28-26,,
4:31.0,J. Butler misses 2-pt shot from 2 ft (block by L. Deng),,28-26,,
4:30.0,,,28-26,,Defensive rebound by L. Deng
4:23.0,,,28-26,,M. Chalmers misses 3-pt shot from 23 ft
4:22.0,Defensive rebound by D. Rose,,28-26,,
4:22.0,,,28-26,,Personal foul by M. Chalmers (drawn by D. Rose)
4:22.0,D. Rose misses free throw 1 of 2,,28-26,,
4:22.0,Offensive rebound by Team,,28-26,,
4:22.0,D. Rose makes free throw 2 of 2,1,29-26,,
3:58.0,,,29-26,,M. Chalmers misses 2-pt shot from 9 ft
3:57.0,Defensive rebound by T. Gibson,,29-26,,
3:51.0,D. Rose misses 2-pt shot from 1 ft,,29-26,,
3:50.0,Offensive rebound by J. Butler,,29-26,,
3:47.0,J. Butler makes 2-pt shot at rim,2,31-26,,
3:27.0,,,31-28,2,L. Deng makes 2-pt shot from 19 ft
3:17.0,,,31-28,,Personal foul by D. Granger (drawn by T. Gibson)
3:17.0,T. Gibson makes free throw 1 of 2,1,32-28,,
3:17.0,,,32-28,,J. Ennis enters the game for D. Granger
3:17.0,,,32-28,,S. Williams enters the game for M. Chalmers
3:17.0,K. Hinrich enters the game for A. Brooks,,32-28,,
3:17.0,T. Gibson makes free throw 2 of 2,1,33-28,,
2:57.0,,,33-28,,J. Hamilton misses 2-pt shot from 16 ft
2:56.0,,,33-28,,Offensive rebound by L. Deng
2:45.0,,,33-28,,Shooting foul by J. Butler (drawn by L. Deng)
2:45.0,,,33-29,1,L. Deng makes free throw 1 of 2
2:45.0,,,33-30,1,L. Deng makes free throw 2 of 2
2:25.0,Turnover by P. Gasol (lost ball; steal by N. Cole),,33-30,,
2:20.0,,,33-30,,N. Cole misses 2-pt shot at rim
2:19.0,,,33-30,,Offensive rebound by N. Cole
2:08.0,,,33-30,,L. Deng misses 2-pt shot from 17 ft
2:07.0,Defensive rebound by P. Gasol,,33-30,,
2:01.0,D. Rose makes 2-pt shot at rim,2,35-30,,
1:37.0,,,35-30,,Turnover by Team (shot clock)
1:37.0,,,35-30,,M. Chalmers enters the game for J. Ennis
1:19.0,P. Gasol misses 2-pt shot from 9 ft,,35-30,,
1:18.0,Offensive rebound by P. Gasol,,35-30,,
1:16.0,P. Gasol makes 2-pt shot from 1 ft,2,37-30,,
0:59.0,,,37-30,,J. Hamilton misses 2-pt shot from 8 ft
0:58.0,Defensive rebound by P. Gasol,,37-30,,
0:41.0,P. Gasol makes 2-pt shot from 9 ft,2,39-30,,
0:26.0,,,39-32,2,N. Cole makes 2-pt shot from 7 ft
0:06.0,Offensive charge foul by J. Butler,,39-32,,
0:06.0,Turnover by J. Butler (offensive foul),,39-32,,
0:06.0,Personal foul by K. Hinrich (drawn by M. Chalmers),,39-32,,
0:01.0,,,39-32,,M. Chalmers misses 3-pt shot from 30 ft
0:00.0,,,39-32,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,P. Gasol misses 2-pt shot from 10 ft,,39-32,,
11:42.0,,,39-32,,Defensive rebound by L. Deng
11:27.0,,,39-34,2,L. Deng makes 2-pt shot from 16 ft
11:06.0,J. Butler makes 2-pt shot from 17 ft,2,41-34,,
10:56.0,,,41-34,,S. Williams misses 3-pt shot from 24 ft
10:55.0,Defensive rebound by M. Dunleavy,,41-34,,
10:47.0,D. Rose misses 3-pt shot from 24 ft,,41-34,,
10:46.0,,,41-34,,Defensive rebound by J. Hamilton
10:30.0,,,41-34,,D. Wade misses 2-pt shot from 16 ft
10:29.0,Defensive rebound by M. Dunleavy,,41-34,,
10:12.0,Shooting foul by S. Williams (drawn by J. Butler),,41-34,,
10:12.0,J. Butler makes free throw 1 of 2,1,42-34,,
10:12.0,J. Butler makes free throw 2 of 2,1,43-34,,
9:52.0,,,43-36,2,D. Wade makes 2-pt shot from 16 ft
9:35.0,M. Dunleavy makes 2-pt shot from 17 ft (assist by J. Butler),2,45-36,,
9:19.0,,,45-36,,Turnover by D. Wade (lost ball)
9:15.0,M. Dunleavy makes 2-pt shot from 1 ft (assist by J. Butler),2,47-36,,
9:15.0,,,47-36,,Miami full timeout
9:01.0,,,47-36,,N. Cole misses 2-pt shot from 17 ft
9:00.0,,,47-36,,Offensive rebound by L. Deng
8:49.0,,,47-36,,D. Wade misses 2-pt shot from 8 ft
8:48.0,Defensive rebound by D. Rose,,47-36,,
8:40.0,,,47-36,,Personal foul by N. Cole (drawn by J. Butler)
8:35.0,T. Gibson makes 2-pt shot from 2 ft (assist by D. Rose),2,49-36,,
8:08.0,,,49-36,,S. Williams misses 2-pt shot from 15 ft (block by P. Gasol)
8:07.0,,,49-36,,Offensive rebound by Team
8:07.0,,,49-36,,Turnover by Team (shot clock)
7:55.0,M. Dunleavy makes 2-pt shot from 17 ft (assist by D. Rose),2,51-36,,
7:43.0,,,51-36,,L. Deng misses 3-pt shot from 24 ft
7:42.0,Defensive rebound by Team,,51-36,,
7:29.0,Turnover by M. Dunleavy (bad pass; steal by L. Deng),,51-36,,
7:23.0,,,51-36,,N. Cole misses 2-pt shot from 1 ft
7:22.0,,,51-36,,Offensive rebound by L. Deng
7:21.0,,,51-38,2,L. Deng makes 2-pt shot from 1 ft
7:03.0,M. Dunleavy makes 2-pt shot from 16 ft (assist by D. Rose),2,53-38,,
6:55.0,Personal foul by M. Dunleavy (drawn by L. Deng),,53-38,,
6:49.0,,,53-38,,Turnover by L. Deng (lost ball; steal by J. Butler)
6:47.0,,,53-38,,Personal foul by L. Deng (drawn by M. Dunleavy)
6:30.0,T. Gibson makes 2-pt shot from 10 ft,2,55-38,,
6:30.0,,,55-38,,Miami full timeout
6:12.0,,,55-38,,Turnover by D. Wade (traveling)
5:58.0,P. Gasol misses 2-pt shot from 8 ft,,55-38,,
5:57.0,,,55-38,,Defensive rebound by D. Wade
5:43.0,,,55-40,2,D. Wade makes 2-pt shot from 18 ft
5:23.0,Shooting foul by J. Hamilton (drawn by T. Gibson),,55-40,,
5:23.0,T. Gibson makes free throw 1 of 2,1,56-40,,
5:23.0,T. Gibson makes free throw 2 of 2,1,57-40,,
5:16.0,Personal foul by D. Rose (drawn by N. Cole),,57-40,,
5:16.0,K. Hinrich enters the game for D. Rose,,57-40,,
5:04.0,,,57-42,2,D. Wade makes 2-pt shot from 16 ft (assist by N. Cole)
4:39.0,P. Gasol misses 2-pt shot from 8 ft,,57-42,,
4:38.0,,,57-42,,Defensive rebound by L. Deng
4:33.0,,,57-42,,Turnover by S. Williams (lost ball)
4:18.0,J. Butler makes 2-pt shot from 1 ft (assist by M. Dunleavy),2,59-42,,
4:05.0,,,59-42,,M. Chalmers enters the game for N. Cole
4:05.0,N. Mirotic enters the game for T. Gibson,,59-42,,
4:05.0,,,59-42,,D. Granger enters the game for S. Williams
3:56.0,,,59-42,,D. Wade misses 2-pt shot from 13 ft
3:55.0,Defensive rebound by N. Mirotic,,59-42,,
3:38.0,P. Gasol misses 2-pt shot from 12 ft,,59-42,,
3:37.0,,,59-42,,Defensive rebound by L. Deng
3:28.0,,,59-42,,M. Chalmers misses 2-pt shot at rim
3:27.0,,,59-42,,Offensive rebound by L. Deng
3:26.0,,,59-42,,L. Deng misses 2-pt shot from 2 ft
3:25.0,Defensive rebound by K. Hinrich,,59-42,,
3:19.0,M. Dunleavy makes 3-pt shot from 24 ft (assist by K. Hinrich),3,62-42,,
3:02.0,,,62-42,,D. Granger misses 3-pt shot from 24 ft
3:01.0,Defensive rebound by K. Hinrich,,62-42,,
2:55.0,Shooting foul by J. Hamilton (drawn by M. Dunleavy),,62-42,,
2:55.0,M. Dunleavy makes free throw 1 of 2,1,63-42,,
2:55.0,,,63-42,,C. Andersen enters the game for J. Hamilton
2:55.0,M. Dunleavy makes free throw 2 of 2,1,64-42,,
2:42.0,,,64-42,,D. Wade misses 2-pt shot from 18 ft
2:41.0,,,64-42,,Offensive rebound by C. Andersen
2:39.0,,,64-42,,Shooting foul by M. Dunleavy (drawn by M. Chalmers)
2:39.0,,,64-43,1,M. Chalmers makes free throw 1 of 2
2:39.0,,,64-44,1,M. Chalmers makes free throw 2 of 2
2:27.0,M. Dunleavy misses 2-pt shot from 18 ft,,64-44,,
2:26.0,,,64-44,,Defensive rebound by L. Deng
2:21.0,,,64-44,,Shooting foul by N. Mirotic (drawn by M. Chalmers)
2:21.0,,,64-44,,M. Chalmers misses free throw 1 of 2
2:21.0,,,64-44,,Offensive rebound by Team
2:21.0,,,64-44,,M. Chalmers misses free throw 2 of 2
2:20.0,Defensive rebound by N. Mirotic,,64-44,,
2:02.0,M. Dunleavy makes 3-pt shot from 23 ft (assist by J. Butler),3,67-44,,
1:49.0,,,67-44,,D. Wade misses 2-pt shot from 17 ft
1:48.0,Defensive rebound by K. Hinrich,,67-44,,
1:40.0,J. Butler makes 2-pt shot at rim (assist by K. Hinrich),2,69-44,,
1:40.0,,,69-44,,Miami full timeout
1:40.0,,,69-44,,N. Cole enters the game for D. Wade
1:40.0,A. Brooks enters the game for J. Butler,,69-44,,
1:19.0,,,69-46,2,N. Cole makes 2-pt shot from 1 ft (assist by C. Andersen)
1:04.0,N. Mirotic misses 3-pt shot from 24 ft,,69-46,,
1:03.0,Offensive rebound by A. Brooks,,69-46,,
1:00.0,M. Dunleavy makes 3-pt shot from 24 ft (assist by A. Brooks),3,72-46,,
0:45.0,,,72-48,2,D. Granger makes 2-pt shot from 2 ft
0:33.0,Turnover by A. Brooks (bad pass),,72-48,,
0:25.0,,,72-48,,M. Chalmers misses 2-pt shot from 11 ft
0:24.0,Defensive rebound by M. Dunleavy,,72-48,,
0:02.0,A. Brooks misses 2-pt shot from 3 ft,,72-48,,
0:01.0,,,72-48,,Defensive rebound by D. Granger
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Personal foul by N. Mirotic (drawn by D. Granger),,72-48,,
11:41.0,,,72-49,1,D. Granger makes free throw 1 of 2
11:41.0,,,72-50,1,D. Granger makes free throw 2 of 2
11:18.0,M. Dunleavy makes 3-pt shot from 24 ft (assist by K. Hinrich),3,75-50,,
11:06.0,,,75-50,,Shooting foul by A. Brooks (drawn by L. Deng)
11:06.0,,,75-51,1,L. Deng makes free throw 1 of 2
11:06.0,,,75-52,1,L. Deng makes free throw 2 of 2
10:42.0,A. Brooks misses 3-pt shot from 25 ft,,75-52,,
10:42.0,Offensive rebound by Team,,75-52,,
10:39.0,Turnover by Team (shot clock),,75-52,,
10:25.0,,,75-55,3,L. Deng makes 3-pt shot from 25 ft (assist by N. Cole)
10:14.0,,,75-55,,Personal foul by D. Granger (drawn by N. Mirotic)
10:07.0,N. Mirotic misses 3-pt shot from 25 ft,,75-55,,
10:06.0,,,75-55,,Defensive rebound by L. Deng
9:53.0,,,75-55,,L. Deng misses 2-pt shot from 19 ft
9:52.0,Defensive rebound by N. Mirotic,,75-55,,
9:45.0,Turnover by T. Gibson (3 sec),,75-55,,
9:28.0,,,75-57,2,L. Deng makes 2-pt shot from 1 ft (assist by M. Chalmers)
9:10.0,N. Mirotic misses 3-pt shot from 25 ft,,75-57,,
9:09.0,Offensive rebound by T. Gibson,,75-57,,
8:55.0,A. Brooks misses 2-pt shot from 1 ft (block by L. Deng),,75-57,,
8:54.0,,,75-57,,Defensive rebound by N. Cole
8:48.0,,,75-60,3,M. Chalmers makes 3-pt shot from 24 ft (assist by N. Cole)
8:48.0,Chicago full timeout,,75-60,,
8:48.0,D. Rose enters the game for M. Dunleavy,,75-60,,
8:48.0,P. Gasol enters the game for N. Mirotic,,75-60,,
8:48.0,J. Butler enters the game for A. Brooks,,75-60,,
8:33.0,D. Rose makes 2-pt shot from 17 ft,2,77-60,,
8:13.0,,,77-60,,Turnover by D. Granger (lost ball; steal by J. Butler)
8:04.0,D. Rose makes 3-pt shot from 25 ft (assist by K. Hinrich),3,80-60,,
7:41.0,,,80-62,2,M. Chalmers makes 2-pt shot from 13 ft
7:22.0,,,80-62,,Personal foul by D. Granger (drawn by T. Gibson)
7:22.0,,,80-62,,J. Hamilton enters the game for L. Deng
7:22.0,,,80-62,,D. Wade enters the game for D. Granger
7:09.0,T. Gibson misses 2-pt shot from 7 ft,,80-62,,
7:08.0,,,80-62,,Defensive rebound by M. Chalmers
7:04.0,Personal foul by K. Hinrich (drawn by D. Wade),,80-62,,
6:51.0,,,80-62,,J. Hamilton misses 2-pt shot from 17 ft
6:49.0,Defensive rebound by J. Butler,,80-62,,
6:40.0,D. Rose misses 3-pt shot from 24 ft,,80-62,,
6:38.0,,,80-62,,Defensive rebound by N. Cole
6:31.0,,,80-64,2,D. Wade makes 2-pt shot from 8 ft
6:15.0,Shooting foul by C. Andersen (drawn by J. Butler),,80-64,,
6:15.0,J. Butler makes free throw 1 of 2,1,81-64,,
6:15.0,J. Butler makes free throw 2 of 2,1,82-64,,
5:57.0,,,82-66,2,N. Cole makes 2-pt shot from 19 ft (assist by J. Hamilton)
5:34.0,D. Rose misses 2-pt shot from 1 ft (block by C. Andersen),,82-66,,
5:33.0,,,82-66,,Defensive rebound by D. Wade
5:29.0,,,82-66,,M. Chalmers misses 3-pt shot from 24 ft
5:28.0,,,82-66,,Offensive rebound by Team
5:28.0,Personal foul by K. Hinrich (drawn by J. Hamilton),,82-66,,
5:28.0,Official timeout,,82-66,,
5:16.0,,,82-66,,J. Hamilton misses 3-pt shot from 23 ft
5:15.0,Defensive rebound by J. Butler,,82-66,,
4:59.0,D. Rose makes 2-pt shot at rim (assist by P. Gasol),2,84-66,,
4:41.0,,,84-66,,N. Cole misses 3-pt shot from 24 ft
4:40.0,Defensive rebound by T. Gibson,,84-66,,
4:28.0,,,84-66,,Personal foul by C. Andersen (drawn by P. Gasol)
4:18.0,Turnover by P. Gasol (lost ball; steal by M. Chalmers),,84-66,,
4:03.0,,,84-66,,D. Wade misses 2-pt shot from 17 ft (block by J. Butler)
4:01.0,Defensive rebound by J. Butler,,84-66,,
3:55.0,J. Butler misses 2-pt shot from 1 ft,,84-66,,
3:54.0,,,84-66,,Defensive rebound by M. Chalmers
3:52.0,,,84-66,,S. Williams enters the game for C. Andersen
3:42.0,,,84-68,2,D. Wade makes 2-pt shot from 2 ft
3:26.0,D. Rose makes 2-pt shot at rim (assist by J. Butler),2,86-68,,
3:02.0,,,86-71,3,D. Wade makes 3-pt shot from 24 ft
2:38.0,P. Gasol misses 2-pt shot from 7 ft,,86-71,,
2:37.0,,,86-71,,Defensive rebound by D. Wade
2:27.0,,,86-71,,N. Cole misses 2-pt shot from 1 ft (block by T. Gibson)
2:26.0,Defensive rebound by P. Gasol,,86-71,,
2:13.0,Turnover by J. Butler (lost ball; steal by N. Cole),,86-71,,
2:07.0,,,86-71,,M. Chalmers misses 3-pt shot from 24 ft
2:06.0,Defensive rebound by T. Gibson,,86-71,,
1:47.0,D. Rose makes 2-pt shot from 18 ft,2,88-71,,
1:37.0,,,88-71,,D. Wade misses 3-pt shot from 24 ft
1:36.0,Defensive rebound by K. Hinrich,,88-71,,
1:23.0,P. Gasol misses 2-pt shot from 1 ft,,88-71,,
1:22.0,,,88-71,,Defensive rebound by M. Chalmers
1:06.0,,,88-71,,M. Chalmers misses 3-pt shot from 24 ft
1:05.0,Defensive rebound by J. Butler,,88-71,,
1:03.0,Shooting foul by M. Chalmers (drawn by J. Butler),,88-71,,
1:03.0,,,88-71,,Miami full timeout
1:03.0,T. Snell enters the game for P. Gasol,,88-71,,
1:03.0,A. Brooks enters the game for D. Rose,,88-71,,
1:03.0,N. Mirotic enters the game for K. Hinrich,,88-71,,
1:03.0,,,88-71,,J. Ennis enters the game for D. Wade
1:03.0,,,88-71,,D. Granger enters the game for S. Williams
1:03.0,J. Butler makes free throw 1 of 2,1,89-71,,
1:03.0,N. Mohammed enters the game for T. Gibson,,89-71,,
1:03.0,J. Butler makes free throw 2 of 2,1,90-71,,
0:51.0,,,90-73,2,J. Hamilton makes 2-pt shot from 11 ft (assist by N. Cole)
0:35.0,Turnover by N. Mohammed (lost ball),,90-73,,
0:35.0,C. Bairstow enters the game for J. Butler,,90-73,,
