time,Orlando,pts.away,score,pts.home,Chicago
0:36.0,,,26-23,,Offensive rebound by Team
0:36.0,,,26-23,,J. Butler misses free throw 2 of 2
0:35.0,Defensive rebound by T. Harris,,26-23,,
0:27.0,L. Ridnour makes 2-pt shot from 22 ft,2,28-23,,
0:07.0,,,28-23,,Shooting foul by A. Gordon (drawn by J. Butler)
0:07.0,,,28-24,1,J. Butler makes free throw 1 of 2
0:07.0,C. Frye enters the game for A. Gordon,,28-24,,
0:07.0,E. Fournier enters the game for D. Dedmon,,28-24,,
0:07.0,,,28-24,,T. Snell enters the game for A. Brooks
0:07.0,,,28-24,,E. Moore enters the game for D. McDermott
0:07.0,,,28-24,,J. Butler misses free throw 2 of 2
0:06.0,Defensive rebound by L. Ridnour,,28-24,,
0:00.0,B. Gordon misses 2-pt shot from 18 ft,,28-24,,
0:00.0,Offensive rebound by Team,,28-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,L. Ridnour makes 2-pt shot from 12 ft (assist by B. Gordon),2,30-24,,
11:26.0,,,30-26,2,A. Brooks makes 2-pt shot from 21 ft (assist by N. Mirotic)
11:15.0,C. Frye makes 3-pt shot from 24 ft (assist by B. Gordon),3,33-26,,
10:59.0,,,33-29,3,D. McDermott makes 3-pt shot from 24 ft (assist by A. Brooks)
10:54.0,Orlando full timeout,,33-29,,
10:45.0,B. Gordon misses 2-pt shot from 1 ft,,33-29,,
10:44.0,Offensive rebound by D. Dedmon,,33-29,,
10:44.0,Shooting foul by T. Gibson (drawn by D. Dedmon),,33-29,,
10:44.0,D. Dedmon makes free throw 1 of 2,1,34-29,,
10:44.0,D. Dedmon misses free throw 2 of 2,,34-29,,
10:41.0,,,34-29,,Defensive rebound by N. Mirotic
10:36.0,,,34-29,,Offensive foul by T. Gibson
10:36.0,,,34-29,,Turnover by T. Gibson (offensive foul)
10:36.0,,,34-29,,P. Gasol enters the game for T. Gibson
10:22.0,B. Gordon misses 2-pt shot from 22 ft,,34-29,,
10:21.0,Offensive rebound by B. Gordon,,34-29,,
10:11.0,A. Gordon misses 3-pt shot from 22 ft,,34-29,,
10:10.0,,,34-29,,Defensive rebound by P. Gasol
10:01.0,Personal foul by A. Gordon (drawn by D. McDermott),,34-29,,
9:48.0,,,34-29,,D. McDermott misses 3-pt shot from 24 ft (block by A. Gordon)
9:46.0,Defensive rebound by L. Ridnour,,34-29,,
9:36.0,A. Gordon makes 2-pt shot from 19 ft (assist by L. Ridnour),2,36-29,,
9:19.0,,,36-29,,N. Mirotic misses 3-pt shot from 25 ft
9:18.0,,,36-29,,Offensive rebound by T. Snell
9:14.0,Personal foul by D. Dedmon (drawn by P. Gasol),,36-29,,
9:02.0,,,36-31,2,D. McDermott makes 2-pt shot from 5 ft
8:46.0,L. Ridnour misses 3-pt shot from 24 ft,,36-31,,
8:45.0,Offensive rebound by D. Dedmon,,36-31,,
8:41.0,A. Gordon misses 3-pt shot from 26 ft,,36-31,,
8:40.0,,,36-31,,Defensive rebound by N. Mirotic
8:30.0,,,36-33,2,P. Gasol makes 2-pt shot from 2 ft (assist by A. Brooks)
8:25.0,Orlando full timeout,,36-33,,
8:25.0,E. Fournier enters the game for L. Ridnour,,36-33,,
8:25.0,E. Payton enters the game for A. Gordon,,36-33,,
8:09.0,E. Fournier makes 2-pt shot from 11 ft (assist by B. Gordon),2,38-33,,
8:09.0,,,38-33,,Shooting block foul by A. Brooks (drawn by E. Fournier)
8:09.0,E. Fournier misses free throw 1 of 1,,38-33,,
8:07.0,,,38-33,,Defensive rebound by N. Mirotic
7:51.0,,,38-35,2,A. Brooks makes 2-pt shot from 1 ft
7:26.0,E. Payton misses 2-pt shot from 14 ft,,38-35,,
7:23.0,Offensive rebound by D. Dedmon,,38-35,,
7:23.0,D. Dedmon misses 2-pt shot at rim,,38-35,,
7:22.0,,,38-35,,Defensive rebound by A. Brooks
7:21.0,,,38-35,,Shooting foul by D. Dedmon (drawn by D. McDermott)
7:21.0,,,38-36,1,D. McDermott makes free throw 1 of 2
7:21.0,N. Vucevic enters the game for D. Dedmon,,38-36,,
7:21.0,,,38-37,1,D. McDermott makes free throw 2 of 2
7:16.0,E. Fournier misses 2-pt shot from 2 ft,,38-37,,
7:12.0,,,38-37,,Defensive rebound by D. McDermott
7:03.0,,,38-39,2,P. Gasol makes 2-pt shot at rim (assist by A. Brooks)
6:45.0,N. Vucevic misses 2-pt shot from 15 ft,,38-39,,
6:44.0,,,38-39,,Defensive rebound by T. Snell
6:33.0,,,38-39,,A. Brooks misses 2-pt shot from 3 ft
6:32.0,Defensive rebound by N. Vucevic,,38-39,,
6:27.0,E. Payton misses 2-pt shot from 3 ft,,38-39,,
6:26.0,,,38-39,,Defensive rebound by N. Mirotic
6:16.0,,,38-39,,N. Mirotic misses 2-pt shot from 2 ft (block by C. Frye)
6:14.0,Defensive rebound by C. Frye,,38-39,,
6:04.0,B. Gordon makes 2-pt shot from 11 ft (assist by N. Vucevic),2,40-39,,
5:46.0,,,40-39,,Chicago full timeout
5:46.0,T. Harris enters the game for C. Frye,,40-39,,
5:41.0,,,40-41,2,D. McDermott makes 2-pt shot at rim (assist by N. Mirotic)
5:27.0,Shooting foul by P. Gasol (drawn by E. Payton),,40-41,,
5:27.0,E. Payton makes free throw 1 of 2,1,41-41,,
5:27.0,E. Payton misses free throw 2 of 2,,41-41,,
5:27.0,,,41-41,,Defensive rebound by Team
5:27.0,Loose ball foul by T. Harris (drawn by D. McDermott),,41-41,,
5:09.0,,,41-41,,P. Gasol misses 2-pt shot from 9 ft
5:08.0,Defensive rebound by E. Payton,,41-41,,
4:58.0,,,41-41,,Personal foul by A. Brooks (drawn by N. Vucevic)
4:54.0,N. Vucevic misses 2-pt shot from 18 ft,,41-41,,
4:53.0,,,41-41,,Defensive rebound by N. Mirotic
4:37.0,,,41-41,,D. McDermott misses 2-pt shot from 1 ft
4:36.0,Defensive rebound by N. Vucevic,,41-41,,
4:18.0,N. Vucevic makes 2-pt shot from 10 ft,2,43-41,,
4:06.0,,,43-43,2,D. McDermott makes 2-pt shot from 1 ft (assist by A. Brooks)
4:06.0,,,43-43,,Shooting foul by E. Fournier (drawn by D. McDermott)
4:06.0,,,43-44,1,D. McDermott makes free throw 1 of 1
3:50.0,Shooting foul by N. Mirotic (drawn by T. Harris),,43-44,,
3:50.0,T. Harris makes free throw 1 of 2,1,44-44,,
3:50.0,,,44-44,,J. Butler enters the game for D. McDermott
3:50.0,T. Harris makes free throw 2 of 2,1,45-44,,
3:36.0,,,45-44,,P. Gasol misses 2-pt shot from 2 ft (block by N. Vucevic)
3:34.0,Defensive rebound by B. Gordon,,45-44,,
3:23.0,Turnover by N. Vucevic (traveling),,45-44,,
3:23.0,,,45-44,,K. Hinrich enters the game for T. Snell
3:03.0,,,45-46,2,J. Butler makes 2-pt shot from 1 ft (assist by A. Brooks)
2:46.0,E. Fournier makes 2-pt shot from 8 ft,2,47-46,,
2:22.0,,,47-46,,Shooting foul by B. Gordon (drawn by J. Butler)
2:22.0,,,47-48,2,J. Butler makes 2-pt shot from 1 ft
2:22.0,,,47-48,,Chicago full timeout
2:22.0,A. Gordon enters the game for E. Payton,,47-48,,
2:22.0,L. Ridnour enters the game for B. Gordon,,47-48,,
2:22.0,,,47-48,,J. Butler misses free throw 1 of 1
2:20.0,Defensive rebound by N. Vucevic,,47-48,,
2:05.0,N. Vucevic misses 2-pt shot from 2 ft,,47-48,,
2:04.0,,,47-48,,Defensive rebound by J. Butler
1:55.0,,,47-48,,Turnover by A. Brooks (lost ball; steal by T. Harris)
1:52.0,T. Harris makes 2-pt shot from 2 ft,2,49-48,,
1:52.0,Shooting foul by N. Mirotic (drawn by T. Harris),,49-48,,
1:52.0,,,49-48,,M. Dunleavy enters the game for A. Brooks
1:52.0,T. Harris makes free throw 1 of 1,1,50-48,,
1:37.0,,,50-48,,Turnover by N. Mirotic (bad pass; steal by N. Vucevic)
1:20.0,T. Harris misses 2-pt shot from 6 ft (block by J. Butler),,50-48,,
1:18.0,Offensive rebound by T. Harris,,50-48,,
1:13.0,E. Fournier misses 3-pt shot from 26 ft,,50-48,,
1:13.0,Offensive rebound by Team,,50-48,,
1:13.0,Turnover by Team (shot clock),,50-48,,
0:57.0,,,50-50,2,P. Gasol makes 2-pt shot from 2 ft
0:42.0,Turnover by N. Vucevic (traveling),,50-50,,
0:36.0,Personal foul by L. Ridnour (drawn by J. Butler),,50-50,,
0:36.0,,,50-51,1,J. Butler makes free throw 1 of 2
0:36.0,,,50-52,1,J. Butler makes free throw 2 of 2
0:22.0,T. Harris makes 2-pt shot at rim (assist by L. Ridnour),2,52-52,,
0:01.0,,,52-54,2,J. Butler makes 2-pt shot from 13 ft (assist by K. Hinrich)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,C. Frye misses 3-pt shot from 24 ft,,52-54,,
11:45.0,,,52-54,,Defensive rebound by J. Butler
11:33.0,,,52-54,,J. Butler misses 2-pt shot from 2 ft
11:32.0,Defensive rebound by C. Frye,,52-54,,
11:19.0,N. Vucevic misses 2-pt shot from 6 ft,,52-54,,
11:18.0,,,52-54,,Defensive rebound by P. Gasol
11:02.0,,,52-54,,T. Gibson misses 2-pt shot from 14 ft
11:01.0,Defensive rebound by N. Vucevic,,52-54,,
10:45.0,Turnover by E. Payton (bad pass),,52-54,,
10:25.0,,,52-54,,P. Gasol misses 2-pt shot from 15 ft
10:24.0,Defensive rebound by T. Harris,,52-54,,
10:08.0,E. Fournier misses 2-pt shot from 22 ft,,52-54,,
10:07.0,,,52-54,,Defensive rebound by M. Dunleavy
9:54.0,,,52-54,,Shooting foul by C. Frye (drawn by T. Gibson)
9:54.0,,,52-55,1,T. Gibson makes free throw 1 of 2
9:54.0,,,52-56,1,T. Gibson makes free throw 2 of 2
9:40.0,E. Payton misses 2-pt shot from 21 ft,,52-56,,
9:38.0,Offensive rebound by N. Vucevic,,52-56,,
9:28.0,T. Harris makes 2-pt shot from 12 ft,2,54-56,,
9:13.0,Personal foul by T. Harris (drawn by J. Butler),,54-56,,
9:01.0,,,54-56,,P. Gasol misses 2-pt shot from 6 ft
9:00.0,Defensive rebound by T. Harris,,54-56,,
8:52.0,T. Harris makes 2-pt shot from 12 ft,2,56-56,,
8:35.0,,,56-56,,K. Hinrich misses 2-pt shot from 19 ft
8:33.0,Defensive rebound by C. Frye,,56-56,,
8:16.0,T. Harris misses 2-pt shot from 16 ft,,56-56,,
8:15.0,,,56-56,,Defensive rebound by P. Gasol
8:07.0,,,56-56,,T. Gibson misses 2-pt shot from 2 ft
8:06.0,Defensive rebound by C. Frye,,56-56,,
7:53.0,N. Vucevic misses 2-pt shot from 1 ft (block by P. Gasol),,56-56,,
7:49.0,Offensive rebound by E. Payton,,56-56,,
7:48.0,E. Payton misses 2-pt shot from 1 ft (block by J. Butler),,56-56,,
7:46.0,,,56-56,,Defensive rebound by K. Hinrich
7:33.0,,,56-56,,P. Gasol misses 2-pt shot from 14 ft
7:32.0,Defensive rebound by T. Harris,,56-56,,
7:16.0,N. Vucevic misses 2-pt shot at rim,,56-56,,
7:15.0,,,56-56,,Defensive rebound by J. Butler
7:15.0,Personal foul by E. Payton (drawn by J. Butler),,56-56,,
7:04.0,,,56-56,,Turnover by M. Dunleavy (lost ball)
6:54.0,,,56-56,,Personal foul by M. Dunleavy (drawn by E. Fournier)
6:50.0,E. Fournier misses 2-pt shot from 20 ft,,56-56,,
6:50.0,,,56-56,,Defensive rebound by Team
6:36.0,,,56-56,,J. Butler misses 2-pt shot from 9 ft
6:35.0,,,56-56,,Offensive rebound by J. Butler
6:34.0,,,56-58,2,T. Gibson makes 2-pt shot from 2 ft (assist by J. Butler)
6:11.0,T. Harris misses 3-pt shot from 25 ft,,56-58,,
6:09.0,,,56-58,,Defensive rebound by P. Gasol
5:59.0,,,56-58,,M. Dunleavy misses 3-pt shot from 25 ft
5:58.0,Defensive rebound by C. Frye,,56-58,,
5:53.0,Orlando full timeout,,56-58,,
5:39.0,C. Frye makes 3-pt shot from 25 ft (assist by E. Payton),3,59-58,,
5:18.0,,,59-61,3,K. Hinrich makes 3-pt shot from 25 ft (assist by J. Butler)
4:56.0,Turnover by N. Vucevic (lost ball; steal by P. Gasol),,59-61,,
4:55.0,Personal foul by C. Frye (drawn by K. Hinrich),,59-61,,
4:43.0,,,59-61,,T. Gibson misses 2-pt shot from 2 ft
4:42.0,Defensive rebound by N. Vucevic,,59-61,,
4:23.0,E. Payton misses 2-pt shot from 8 ft (block by P. Gasol),,59-61,,
4:21.0,Offensive rebound by E. Payton,,59-61,,
4:17.0,L. Ridnour enters the game for E. Payton,,59-61,,
4:17.0,,,59-61,,A. Brooks enters the game for K. Hinrich
4:06.0,L. Ridnour misses 2-pt shot from 15 ft,,59-61,,
4:04.0,,,59-61,,Defensive rebound by M. Dunleavy
3:53.0,,,59-61,,A. Brooks misses 2-pt shot from 3 ft
3:53.0,Defensive rebound by Team,,59-61,,
3:53.0,,,59-61,,Loose ball foul by T. Gibson (drawn by N. Vucevic)
3:53.0,,,59-61,,N. Mirotic enters the game for T. Gibson
3:35.0,Turnover by N. Vucevic (bad pass; steal by N. Mirotic),,59-61,,
3:18.0,,,59-61,,P. Gasol misses 2-pt shot from 2 ft
3:17.0,Defensive rebound by T. Harris,,59-61,,
3:12.0,Turnover by T. Harris (bad pass),,59-61,,
2:58.0,,,59-63,2,P. Gasol makes 2-pt shot at rim (assist by N. Mirotic)
2:53.0,Orlando full timeout,,59-63,,
2:53.0,B. Gordon enters the game for C. Frye,,59-63,,
2:53.0,A. Gordon enters the game for E. Fournier,,59-63,,
2:38.0,N. Vucevic misses 2-pt shot from 3 ft,,59-63,,
2:37.0,Offensive rebound by A. Gordon,,59-63,,
2:36.0,A. Gordon makes 2-pt shot at rim,2,61-63,,
2:21.0,,,61-66,3,A. Brooks makes 3-pt shot from 25 ft (assist by N. Mirotic)
1:58.0,T. Harris makes 2-pt shot from 2 ft,2,63-66,,
1:48.0,,,63-66,,A. Brooks misses 2-pt shot at rim
1:46.0,Defensive rebound by N. Vucevic,,63-66,,
1:41.0,L. Ridnour misses 2-pt shot from 5 ft,,63-66,,
1:40.0,Offensive rebound by Team,,63-66,,
1:40.0,D. Dedmon enters the game for N. Vucevic,,63-66,,
1:40.0,,,63-66,,D. McDermott enters the game for M. Dunleavy
1:17.0,T. Harris misses 2-pt shot from 15 ft,,63-66,,
1:16.0,Offensive rebound by D. Dedmon,,63-66,,
1:16.0,D. Dedmon makes 2-pt shot at rim,2,65-66,,
1:01.0,Def 3 sec tech foul by D. Dedmon,,65-66,,
1:01.0,,,65-67,1,A. Brooks makes technical free throw
0:51.0,,,65-67,,J. Butler misses 2-pt shot from 1 ft
0:50.0,,,65-67,,Offensive rebound by P. Gasol
0:50.0,,,65-67,,Shooting foul by D. Dedmon (drawn by P. Gasol)
0:50.0,,,65-68,1,P. Gasol makes free throw 1 of 2
0:50.0,,,65-68,,P. Gasol misses free throw 2 of 2
0:49.0,Defensive rebound by T. Harris,,65-68,,
0:38.0,T. Harris makes 2-pt shot from 2 ft (assist by L. Ridnour),2,67-68,,
0:20.0,Personal foul by D. Dedmon (drawn by P. Gasol),,67-68,,
0:20.0,,,67-69,1,P. Gasol makes free throw 1 of 2
0:20.0,,,67-69,,T. Snell enters the game for D. McDermott
0:20.0,,,67-69,,E. Moore enters the game for A. Brooks
0:20.0,C. Frye enters the game for D. Dedmon,,67-69,,
0:20.0,,,67-69,,P. Gasol misses free throw 2 of 2
0:19.0,Defensive rebound by T. Harris,,67-69,,
0:00.0,B. Gordon makes 2-pt shot from 1 ft,2,69-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,69-69,,Shooting foul by C. Frye (drawn by N. Mirotic)
11:45.0,,,69-70,1,N. Mirotic makes free throw 1 of 2
11:45.0,,,69-71,1,N. Mirotic makes free throw 2 of 2
11:32.0,E. Payton makes 2-pt shot from 14 ft,2,71-71,,
11:11.0,,,71-71,,Shooting foul by B. Gordon (drawn by T. Snell)
11:11.0,,,71-72,1,T. Snell makes free throw 1 of 2
11:11.0,,,71-72,,K. Hinrich enters the game for J. Butler
11:11.0,,,71-73,1,T. Snell makes free throw 2 of 2
10:50.0,E. Fournier makes 3-pt shot from 22 ft (assist by N. Vucevic),3,74-73,,
10:30.0,,,74-75,2,T. Gibson makes 2-pt shot from 1 ft (assist by K. Hinrich)
10:08.0,E. Payton misses 2-pt shot from 2 ft (block by A. Brooks),,74-75,,
10:06.0,Offensive rebound by E. Payton,,74-75,,
10:03.0,N. Vucevic makes 3-pt shot from 26 ft (assist by E. Payton),3,77-75,,
9:47.0,,,77-75,,A. Brooks misses 2-pt shot from 4 ft
9:46.0,Defensive rebound by N. Vucevic,,77-75,,
9:24.0,N. Vucevic misses 2-pt shot from 8 ft,,77-75,,
9:23.0,,,77-75,,Defensive rebound by K. Hinrich
9:07.0,,,77-75,,K. Hinrich misses 3-pt shot from 25 ft
9:06.0,,,77-75,,Offensive rebound by A. Brooks
8:57.0,,,77-77,2,T. Snell makes 2-pt shot from 2 ft (assist by A. Brooks)
8:42.0,E. Payton misses 2-pt shot from 4 ft (block by T. Gibson),,77-77,,
8:40.0,,,77-77,,Defensive rebound by T. Snell
8:26.0,,,77-79,2,K. Hinrich makes 2-pt shot from 1 ft
8:24.0,Orlando full timeout,,77-79,,
8:24.0,A. Gordon enters the game for E. Payton,,77-79,,
8:24.0,L. Ridnour enters the game for B. Gordon,,77-79,,
8:09.0,Turnover by N. Vucevic (lost ball; steal by T. Gibson),,77-79,,
7:51.0,,,77-82,3,N. Mirotic makes 3-pt shot from 24 ft (assist by T. Gibson)
7:36.0,E. Fournier misses 2-pt shot from 9 ft (block by A. Brooks),,77-82,,
7:36.0,,,77-82,,Defensive rebound by Team
7:36.0,T. Harris enters the game for N. Vucevic,,77-82,,
7:36.0,Jump ball: E. Fournier vs. T. Gibson (K. Hinrich gains possession),,,,Jump ball: E. Fournier vs. T. Gibson (K. Hinrich gains possession)
7:26.0,,,77-82,,A. Brooks misses 2-pt shot from 1 ft
7:24.0,Defensive rebound by T. Harris,,77-82,,
7:13.0,A. Gordon misses 2-pt shot from 2 ft,,77-82,,
7:13.0,Offensive rebound by L. Ridnour,,77-82,,
7:13.0,Turnover by L. Ridnour (lost ball; steal by K. Hinrich),,77-82,,
7:13.0,,,77-82,,Shooting foul by T. Harris (drawn by T. Gibson)
7:13.0,,,77-83,1,T. Gibson makes free throw 1 of 2
7:13.0,N. Vucevic enters the game for C. Frye,,77-83,,
7:13.0,,,77-84,1,T. Gibson makes free throw 2 of 2
6:53.0,A. Gordon makes 2-pt shot from 10 ft,2,79-84,,
6:38.0,,,79-87,3,N. Mirotic makes 3-pt shot from 24 ft (assist by A. Brooks)
6:23.0,,,79-87,,Personal foul by T. Gibson (drawn by N. Vucevic)
6:23.0,,,79-87,,P. Gasol enters the game for T. Gibson
6:23.0,,,79-87,,J. Butler enters the game for T. Snell
6:23.0,E. Payton enters the game for L. Ridnour,,79-87,,
6:13.0,E. Fournier misses 2-pt shot from 22 ft,,79-87,,
6:12.0,,,79-87,,Defensive rebound by N. Mirotic
6:09.0,,,79-87,,Turnover by K. Hinrich (bad pass; steal by E. Payton)
6:07.0,Shooting foul by K. Hinrich (drawn by E. Payton),,79-87,,
6:07.0,E. Payton makes free throw 1 of 2,1,80-87,,
6:07.0,E. Payton misses free throw 2 of 2,,80-87,,
6:06.0,,,80-87,,Defensive rebound by P. Gasol
5:56.0,,,80-87,,N. Mirotic misses 3-pt shot from 24 ft
5:55.0,Defensive rebound by N. Vucevic,,80-87,,
5:40.0,,,80-87,,Personal foul by K. Hinrich (drawn by E. Fournier)
5:40.0,Orlando full timeout,,80-87,,
5:40.0,C. Frye enters the game for A. Gordon,,80-87,,
5:29.0,E. Fournier misses 3-pt shot from 26 ft,,80-87,,
5:28.0,,,80-87,,Defensive rebound by J. Butler
5:16.0,,,80-87,,Turnover by K. Hinrich (bad pass; steal by C. Frye)
5:14.0,Shooting foul by N. Mirotic (drawn by E. Payton),,80-87,,
5:14.0,E. Payton makes 2-pt shot from 2 ft (assist by C. Frye),2,82-87,,
5:14.0,,,82-87,,T. Gibson enters the game for N. Mirotic
5:14.0,E. Payton misses free throw 1 of 1,,82-87,,
5:12.0,,,82-87,,Defensive rebound by P. Gasol
5:00.0,,,82-87,,Shooting foul by T. Harris (drawn by J. Butler)
5:00.0,,,82-88,1,J. Butler makes free throw 1 of 2
5:00.0,,,82-89,1,J. Butler makes free throw 2 of 2
4:40.0,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Payton),2,84-89,,
4:13.0,,,84-89,,J. Butler misses 2-pt shot from 21 ft
4:12.0,Defensive rebound by C. Frye,,84-89,,
3:50.0,T. Harris makes 2-pt shot from 18 ft,2,86-89,,
3:31.0,,,86-89,,J. Butler misses 3-pt shot from 23 ft
