time,Memphis,pts.away,score,pts.home,New Orleans
0:34.0,,,25-18,,L. Babbitt enters the game for A. Davis
0:34.0,N. Calathes misses free throw 2 of 2,,25-18,,
0:32.0,,,25-18,,Defensive rebound by A. Ajinca
0:18.0,,,25-18,,Turnover by L. Babbitt (bad pass; steal by T. Allen)
0:04.0,J. Green misses 2-pt shot from 7 ft,,25-18,,
0:03.0,Offensive rebound by K. Koufos,,25-18,,
0:02.0,K. Koufos misses 2-pt shot from 2 ft (block by L. Babbitt),,25-18,,
0:01.0,,,25-18,,Defensive rebound by D. Cunningham
0:00.0,,,25-18,,D. Cunningham misses 3-pt shot from 69 ft
0:00.0,,,25-18,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,J. Green misses 2-pt shot from 4 ft (block by D. Cunningham),,25-18,,
11:49.0,Offensive rebound by J. Green,,25-18,,
11:47.0,Shooting foul by A. Ajinca (drawn by J. Green),,25-18,,
11:47.0,J. Green misses free throw 1 of 2,,25-18,,
11:47.0,Offensive rebound by Team,,25-18,,
11:47.0,J. Green makes free throw 2 of 2,1,26-18,,
11:31.0,,,26-18,,E. Williams misses 2-pt shot from 18 ft
11:30.0,Defensive rebound by K. Koufos,,26-18,,
11:23.0,J. Green misses 2-pt shot from 2 ft,,26-18,,
11:22.0,,,26-18,,Defensive rebound by A. Ajinca
11:13.0,,,26-18,,A. Ajinca misses 2-pt shot from 3 ft
11:10.0,Defensive rebound by N. Calathes,,26-18,,
11:00.0,B. Udrih misses 2-pt shot from 18 ft,,26-18,,
11:00.0,Offensive rebound by K. Koufos,,26-18,,
10:57.0,,,26-18,,Loose ball foul by A. Ajinca (drawn by K. Koufos)
10:53.0,K. Koufos misses 2-pt shot from 10 ft,,26-18,,
10:52.0,,,26-18,,Defensive rebound by E. Williams
10:49.0,Personal foul by N. Calathes (drawn by E. Williams),,26-18,,
10:49.0,V. Carter enters the game for B. Udrih,,26-18,,
10:28.0,,,26-18,,N. Cole misses 2-pt shot from 3 ft
10:27.0,Defensive rebound by N. Calathes,,26-18,,
10:21.0,J. Green makes 2-pt shot from 2 ft (assist by N. Calathes),2,28-18,,
10:05.0,,,28-18,,Q. Pondexter enters the game for E. Williams
10:01.0,,,28-18,,D. Cunningham misses 2-pt shot from 19 ft
10:00.0,Defensive rebound by T. Allen,,28-18,,
9:54.0,V. Carter makes 3-pt shot from 25 ft (assist by N. Calathes),3,31-18,,
9:31.0,,,31-18,,Q. Pondexter misses 3-pt shot from 24 ft
9:30.0,Defensive rebound by V. Carter,,31-18,,
9:22.0,N. Calathes makes 2-pt shot from 2 ft (assist by J. Green),2,33-18,,
9:22.0,,,33-18,,New Orleans full timeout
9:22.0,,,33-18,,O. Asik enters the game for A. Ajinca
9:12.0,,,33-18,,New Orleans full timeout
9:01.0,,,33-18,,N. Cole misses 2-pt shot from 7 ft
8:59.0,Defensive rebound by K. Koufos,,33-18,,
8:39.0,,,33-18,,Personal block foul by O. Asik (drawn by K. Koufos)
8:39.0,,,33-18,,E. Gordon enters the game for L. Babbitt
8:39.0,M. Conley enters the game for N. Calathes,,33-18,,
8:39.0,M. Gasol enters the game for K. Koufos,,33-18,,
8:29.0,V. Carter misses 3-pt shot from 24 ft,,33-18,,
8:28.0,,,33-18,,Defensive rebound by O. Asik
8:19.0,,,33-20,2,N. Cole makes 2-pt shot from 18 ft (assist by Q. Pondexter)
8:19.0,,,33-20,,Shooting foul by V. Carter (drawn by N. Cole)
8:19.0,,,33-20,,A. Davis enters the game for D. Cunningham
8:19.0,,,33-21,1,N. Cole makes free throw 1 of 1
8:04.0,V. Carter misses 2-pt shot from 20 ft,,33-21,,
8:04.0,,,33-21,,Defensive rebound by E. Gordon
7:57.0,,,33-21,,Turnover by E. Gordon (bad pass; steal by M. Conley)
7:52.0,T. Allen misses 2-pt shot from 2 ft,,33-21,,
7:51.0,,,33-21,,Defensive rebound by O. Asik
7:43.0,,,33-21,,O. Asik misses 2-pt shot from 1 ft (block by M. Gasol)
7:42.0,Defensive rebound by M. Gasol,,33-21,,
7:36.0,M. Conley makes 2-pt shot from 2 ft (assist by M. Gasol),2,35-21,,
7:18.0,,,35-23,2,O. Asik makes 2-pt shot from 2 ft (assist by E. Gordon)
6:59.0,Shooting foul by A. Davis (drawn by M. Gasol),,35-23,,
6:59.0,M. Gasol makes free throw 1 of 2,1,36-23,,
6:59.0,,,36-23,,T. Evans enters the game for N. Cole
6:59.0,C. Lee enters the game for T. Allen,,36-23,,
6:59.0,M. Gasol makes free throw 2 of 2,1,37-23,,
6:37.0,,,37-23,,A. Davis misses 2-pt shot from 13 ft
6:37.0,Defensive rebound by M. Gasol,,37-23,,
6:32.0,J. Green makes 2-pt shot from 1 ft (assist by M. Gasol),2,39-23,,
6:05.0,,,39-23,,O. Asik misses 2-pt shot from 1 ft (block by M. Gasol)
6:04.0,Defensive rebound by M. Conley,,39-23,,
5:54.0,J. Green makes 2-pt shot from 2 ft (assist by M. Conley),2,41-23,,
5:35.0,,,41-25,2,A. Davis makes 2-pt shot from 3 ft (assist by Q. Pondexter)
5:35.0,,,41-25,,Shooting foul by J. Green (drawn by A. Davis)
5:35.0,Official timeout,,41-25,,
5:35.0,Z. Randolph enters the game for V. Carter,,41-25,,
5:35.0,,,41-26,1,A. Davis makes free throw 1 of 1
5:25.0,Turnover by M. Gasol (bad pass; steal by T. Evans),,41-26,,
5:21.0,,,41-28,2,T. Evans makes 2-pt shot from 1 ft
4:58.0,J. Green misses 2-pt shot from 3 ft,,41-28,,
4:57.0,Offensive rebound by J. Green,,41-28,,
4:46.0,Z. Randolph misses 3-pt shot from 25 ft,,41-28,,
4:46.0,,,41-28,,Defensive rebound by O. Asik
4:36.0,,,41-28,,Turnover by T. Evans (lost ball; steal by M. Gasol)
4:36.0,Jump ball: O. Asik vs. M. Gasol (M. Conley gains possession),,,,Jump ball: O. Asik vs. M. Gasol (M. Conley gains possession)
4:17.0,Turnover by J. Green (bad pass),,41-28,,
3:59.0,,,41-28,,A. Davis misses 2-pt shot from 2 ft
3:56.0,,,41-28,,Offensive rebound by T. Evans
3:49.0,,,41-28,,Shooting foul by M. Gasol (drawn by T. Evans)
3:49.0,,,41-29,1,T. Evans makes free throw 1 of 2
3:49.0,T. Allen enters the game for J. Green,,41-29,,
3:49.0,,,41-30,1,T. Evans makes free throw 2 of 2
3:46.0,Memphis full timeout,,41-30,,
3:24.0,C. Lee misses 3-pt shot from 25 ft,,41-30,,
3:21.0,,,41-30,,Defensive rebound by O. Asik
3:17.0,,,41-30,,Turnover by E. Gordon (traveling)
3:08.0,,,41-30,,Personal foul by O. Asik (drawn by Z. Randolph)
3:08.0,Z. Randolph makes free throw 1 of 2,1,42-30,,
3:08.0,Z. Randolph misses free throw 2 of 2,,42-30,,
3:07.0,,,42-30,,Defensive rebound by A. Davis
2:53.0,,,42-30,,O. Asik misses 2-pt shot from 2 ft (block by M. Gasol)
2:52.0,Defensive rebound by Z. Randolph,,42-30,,
2:33.0,M. Conley misses 3-pt shot from 23 ft,,42-30,,
2:32.0,,,42-30,,Defensive rebound by A. Davis
2:24.0,,,42-30,,Turnover by T. Evans (bad pass; steal by T. Allen)
2:16.0,C. Lee makes 3-pt shot from 25 ft (assist by T. Allen),3,45-30,,
2:02.0,,,45-30,,Q. Pondexter misses 3-pt shot from 24 ft
2:02.0,Defensive rebound by T. Allen,,45-30,,
1:49.0,T. Allen misses 2-pt shot from 2 ft (block by T. Evans),,45-30,,
1:48.0,Offensive rebound by T. Allen,,45-30,,
1:43.0,Turnover by Z. Randolph (bad pass; steal by Q. Pondexter),,45-30,,
1:42.0,Personal foul by M. Conley (drawn by E. Gordon),,45-30,,
1:42.0,,,45-31,1,E. Gordon makes free throw 1 of 2
1:42.0,,,45-31,,N. Cole enters the game for Q. Pondexter
1:42.0,,,45-31,,A. Ajinca enters the game for O. Asik
1:42.0,,,45-32,1,E. Gordon makes free throw 2 of 2
1:28.0,Turnover by M. Gasol (bad pass; steal by T. Evans),,45-32,,
1:23.0,,,45-34,2,T. Evans makes 2-pt shot from 1 ft
1:07.0,M. Conley makes 3-pt shot from 26 ft,3,48-34,,
0:49.0,,,48-34,,N. Cole misses 2-pt shot from 5 ft
0:48.0,,,48-34,,Offensive rebound by A. Davis
0:48.0,,,48-36,2,A. Davis makes 2-pt shot at rim
0:32.0,Turnover by Z. Randolph (bad pass),,48-36,,
0:32.0,B. Udrih enters the game for M. Conley,,48-36,,
0:21.0,,,48-38,2,T. Evans makes 2-pt shot from 1 ft
0:02.0,M. Gasol makes 2-pt shot from 10 ft (assist by Z. Randolph),2,50-38,,
0:00.0,,,50-38,,T. Evans misses 3-pt shot from 57 ft
0:00.0,,,50-38,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,Z. Randolph misses 2-pt shot from 5 ft (block by A. Davis),,50-38,,
11:37.0,,,50-38,,Defensive rebound by O. Asik
11:24.0,,,50-40,2,T. Evans makes 2-pt shot from 2 ft
11:04.0,Turnover by J. Green (bad pass; steal by O. Asik),,50-40,,
10:56.0,,,50-43,3,Q. Pondexter makes 3-pt shot from 24 ft (assist by E. Gordon)
10:36.0,C. Lee misses 2-pt shot from 17 ft,,50-43,,
10:35.0,,,50-43,,Defensive rebound by Q. Pondexter
10:26.0,,,50-45,2,T. Evans makes 2-pt shot from 3 ft
10:26.0,Memphis full timeout,,50-45,,
10:08.0,J. Green misses 2-pt shot from 7 ft (block by A. Davis),,50-45,,
10:08.0,,,50-45,,Defensive rebound by Team
9:45.0,,,50-45,,T. Evans misses 3-pt shot from 25 ft
9:44.0,Defensive rebound by M. Conley,,50-45,,
9:24.0,Shooting foul by Q. Pondexter (drawn by M. Conley),,50-45,,
9:24.0,M. Conley makes free throw 1 of 2,1,51-45,,
9:24.0,M. Conley makes free throw 2 of 2,1,52-45,,
9:04.0,,,52-45,,A. Davis misses 2-pt shot from 19 ft
9:04.0,,,52-45,,Offensive rebound by Team
9:04.0,Personal foul by M. Gasol (drawn by O. Asik),,52-45,,
8:45.0,,,52-47,2,A. Davis makes 2-pt shot from 2 ft (assist by Q. Pondexter)
8:33.0,Shooting foul by O. Asik (drawn by M. Gasol),,52-47,,
8:33.0,M. Gasol misses free throw 1 of 2,,52-47,,
8:33.0,Offensive rebound by Team,,52-47,,
8:33.0,M. Gasol makes free throw 2 of 2,1,53-47,,
8:24.0,,,53-47,,Turnover by E. Gordon (bad pass; steal by M. Gasol)
8:20.0,Turnover by J. Green (lost ball),,53-47,,
7:59.0,,,53-50,3,T. Evans makes 3-pt shot from 24 ft (assist by E. Gordon)
7:29.0,Z. Randolph misses 2-pt shot from 7 ft (block by A. Davis),,53-50,,
7:26.0,,,53-50,,Defensive rebound by A. Davis
7:16.0,,,53-50,,E. Gordon misses 3-pt shot from 25 ft
7:15.0,Defensive rebound by M. Gasol,,53-50,,
7:14.0,Turnover by M. Conley (lost ball),,53-50,,
7:03.0,,,53-52,2,A. Davis makes 2-pt shot from 15 ft (assist by T. Evans)
6:40.0,Shooting foul by Q. Pondexter (drawn by J. Green),,53-52,,
6:40.0,J. Green makes free throw 1 of 2,1,54-52,,
6:40.0,J. Green makes free throw 2 of 2,1,55-52,,
6:33.0,Personal foul by J. Green (drawn by T. Evans),,55-52,,
6:23.0,,,55-54,2,T. Evans makes 2-pt shot from 2 ft (assist by Q. Pondexter)
6:10.0,M. Gasol misses 2-pt shot from 15 ft,,55-54,,
6:09.0,,,55-54,,Defensive rebound by T. Evans
5:57.0,,,55-54,,Q. Pondexter misses 3-pt shot from 25 ft
5:55.0,Defensive rebound by C. Lee,,55-54,,
5:48.0,,,55-54,,Personal foul by Q. Pondexter (drawn by M. Gasol)
5:48.0,T. Allen enters the game for J. Green,,55-54,,
5:48.0,,,55-54,,N. Cole enters the game for Q. Pondexter
5:46.0,,,55-54,,Personal foul by T. Evans (drawn by M. Conley)
5:46.0,M. Conley makes free throw 1 of 2,1,56-54,,
5:46.0,M. Conley makes free throw 2 of 2,1,57-54,,
5:34.0,,,57-56,2,E. Gordon makes 2-pt shot from 6 ft
5:34.0,,,57-56,,Shooting foul by C. Lee (drawn by E. Gordon)
5:34.0,,,57-57,1,E. Gordon makes free throw 1 of 1
5:16.0,C. Lee misses 2-pt shot from 21 ft,,57-57,,
5:16.0,,,57-57,,Defensive rebound by T. Evans
4:57.0,,,57-60,3,E. Gordon makes 3-pt shot from 25 ft (assist by T. Evans)
4:32.0,Turnover by T. Allen (bad pass; steal by O. Asik),,57-60,,
4:29.0,N. Calathes enters the game for C. Lee,,57-60,,
4:28.0,Jump ball: T. Allen vs. N. Cole (M. Gasol gains possession),,,,Jump ball: T. Allen vs. N. Cole (M. Gasol gains possession)
4:28.0,,,57-60,,Turnover by N. Cole (lost ball; steal by T. Allen)
4:24.0,M. Conley misses 3-pt shot from 26 ft,,57-60,,
4:23.0,,,57-60,,Defensive rebound by O. Asik
4:08.0,J. Green enters the game for Z. Randolph,,57-60,,
4:00.0,,,57-62,2,A. Davis makes 2-pt shot from 9 ft (assist by N. Cole)
3:42.0,M. Gasol makes 2-pt shot from 19 ft (assist by N. Calathes),2,59-62,,
3:16.0,,,59-65,3,T. Evans makes 3-pt shot from 26 ft (assist by E. Gordon)
2:50.0,M. Gasol misses 2-pt shot from 17 ft,,59-65,,
2:49.0,,,59-65,,Defensive rebound by A. Davis
2:48.0,,,59-65,,Turnover by A. Davis (bad pass; steal by T. Allen)
2:38.0,T. Allen makes 2-pt shot from 2 ft (assist by J. Green),2,61-65,,
2:25.0,Personal foul by N. Calathes (drawn by E. Gordon),,61-65,,
2:25.0,,,61-65,,New Orleans full timeout
2:25.0,,,61-65,,A. Ajinca enters the game for O. Asik
2:09.0,,,61-67,2,N. Cole makes 2-pt shot from 10 ft
1:52.0,N. Calathes makes 2-pt shot at rim,2,63-67,,
1:35.0,,,63-67,,N. Cole misses 3-pt shot from 24 ft
1:34.0,Defensive rebound by T. Allen,,63-67,,
1:13.0,Shooting foul by A. Davis (drawn by N. Calathes),,63-67,,
1:13.0,N. Calathes makes free throw 1 of 2,1,64-67,,
1:13.0,,,64-67,,Q. Pondexter enters the game for E. Gordon
1:13.0,B. Udrih enters the game for M. Conley,,64-67,,
1:13.0,N. Calathes makes free throw 2 of 2,1,65-67,,
0:51.0,,,65-67,,A. Davis misses 2-pt shot from 3 ft (block by M. Gasol)
0:50.0,Defensive rebound by B. Udrih,,65-67,,
0:48.0,T. Allen makes 2-pt shot at rim (assist by B. Udrih),2,67-67,,
0:34.0,,,67-69,2,A. Davis makes 2-pt shot from 17 ft (assist by T. Evans)
0:23.0,J. Green misses 3-pt shot from 24 ft,,67-69,,
0:22.0,,,67-69,,Defensive rebound by Q. Pondexter
0:02.0,,,67-71,2,A. Davis makes 2-pt shot from 18 ft (assist by T. Evans)
0:01.0,Turnover by N. Calathes (bad pass; steal by T. Evans),,67-71,,
0:00.0,,,67-71,,T. Evans misses 3-pt shot from 25 ft
0:00.0,,,67-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,67-71,,N. Cole misses 2-pt shot from 20 ft
11:41.0,Defensive rebound by N. Calathes,,67-71,,
11:28.0,J. Green misses 2-pt shot at rim (block by A. Ajinca),,67-71,,
11:27.0,,,67-71,,Defensive rebound by A. Davis
11:15.0,,,67-73,2,T. Evans makes 2-pt shot from 1 ft
10:54.0,J. Green makes 2-pt shot from 2 ft (assist by N. Calathes),2,69-73,,
10:35.0,,,69-73,,A. Ajinca misses 2-pt shot from 2 ft (block by T. Allen)
10:32.0,,,69-73,,Offensive rebound by Q. Pondexter
10:26.0,,,69-73,,T. Evans misses 3-pt shot from 23 ft
10:25.0,Defensive rebound by B. Udrih,,69-73,,
10:14.0,J. Green misses 3-pt shot from 25 ft,,69-73,,
10:14.0,,,69-73,,Defensive rebound by A. Ajinca
9:57.0,,,69-75,2,A. Ajinca makes 2-pt shot from 8 ft
9:30.0,B. Udrih makes 2-pt shot from 16 ft (assist by J. Green),2,71-75,,
9:11.0,Violation by K. Koufos (def goaltending),,71-75,,
9:11.0,,,71-77,2,A. Davis makes 2-pt shot from 1 ft (assist by Q. Pondexter)
8:56.0,N. Calathes makes 3-pt shot from 23 ft (assist by B. Udrih),3,74-77,,
8:38.0,,,74-77,,N. Cole misses 2-pt shot from 11 ft
8:38.0,Defensive rebound by T. Allen,,74-77,,
8:20.0,J. Green makes 2-pt shot from 3 ft (assist by N. Calathes),2,76-77,,
8:04.0,,,76-77,,A. Davis misses 2-pt shot from 19 ft
8:03.0,Defensive rebound by B. Udrih,,76-77,,
7:47.0,B. Udrih misses 2-pt shot from 14 ft,,76-77,,
7:47.0,,,76-77,,Defensive rebound by N. Cole
7:42.0,Official timeout,,76-77,,
7:42.0,,,76-77,,D. Cunningham enters the game for A. Davis
7:42.0,,,76-77,,E. Gordon enters the game for T. Evans
7:32.0,,,76-77,,D. Cunningham misses 3-pt shot from 23 ft (block by J. Green)
7:30.0,Defensive rebound by B. Udrih,,76-77,,
7:20.0,B. Udrih makes 2-pt shot from 19 ft (assist by N. Calathes),2,78-77,,
6:58.0,,,78-79,2,A. Ajinca makes 2-pt shot from 18 ft (assist by N. Cole)
6:40.0,K. Koufos misses 2-pt shot from 2 ft,,78-79,,
6:39.0,,,78-79,,Defensive rebound by A. Ajinca
6:30.0,,,78-79,,A. Ajinca misses 2-pt shot from 17 ft
6:28.0,,,78-79,,Offensive rebound by D. Cunningham
6:28.0,Personal foul by B. Udrih (drawn by D. Cunningham),,78-79,,
6:14.0,,,78-82,3,N. Cole makes 3-pt shot from 25 ft (assist by E. Gordon)
5:58.0,B. Udrih makes 2-pt shot from 2 ft,2,80-82,,
5:41.0,,,80-82,,D. Cunningham misses 2-pt shot from 4 ft
5:40.0,,,80-82,,Offensive rebound by A. Ajinca
5:40.0,,,80-84,2,A. Ajinca makes 2-pt shot from 1 ft
5:19.0,K. Koufos makes 2-pt shot from 7 ft (assist by N. Calathes),2,82-84,,
4:58.0,,,82-84,,Turnover by E. Gordon (lost ball; steal by T. Allen)
4:54.0,Turnover by T. Allen (bad pass; steal by N. Cole),,82-84,,
4:40.0,,,82-86,2,N. Cole makes 2-pt shot from 19 ft
4:24.0,J. Green misses 2-pt shot from 4 ft,,82-86,,
4:24.0,,,82-86,,Defensive rebound by Team
4:24.0,Loose ball foul by K. Koufos (drawn by A. Ajinca),,82-86,,
4:24.0,,,82-86,,New Orleans full timeout
4:24.0,Z. Randolph enters the game for J. Green,,82-86,,
4:24.0,M. Gasol enters the game for B. Udrih,,82-86,,
4:24.0,M. Conley enters the game for K. Koufos,,82-86,,
4:24.0,,,82-86,,A. Davis enters the game for A. Ajinca
4:24.0,,,82-86,,O. Asik enters the game for D. Cunningham
4:05.0,,,82-86,,A. Davis misses 2-pt shot from 15 ft
4:04.0,Defensive rebound by T. Allen,,82-86,,
3:52.0,M. Gasol misses 2-pt shot from 11 ft,,82-86,,
3:50.0,Offensive rebound by T. Allen,,82-86,,
3:50.0,T. Allen makes 2-pt shot from 1 ft,2,84-86,,
3:32.0,Personal foul by Z. Randolph (drawn by N. Cole),,84-86,,
3:32.0,,,84-86,,T. Evans enters the game for Q. Pondexter
3:23.0,,,84-86,,T. Evans misses 3-pt shot from 24 ft
3:21.0,,,84-86,,Offensive rebound by O. Asik
3:13.0,,,84-88,2,N. Cole makes 2-pt shot from 2 ft
2:53.0,M. Gasol misses 2-pt shot from 5 ft,,84-88,,
2:50.0,,,84-88,,Defensive rebound by N. Cole
2:37.0,Personal foul by T. Allen (drawn by A. Davis),,84-88,,
2:37.0,Memphis full timeout,,84-88,,
2:37.0,J. Green enters the game for N. Calathes,,84-88,,
2:29.0,,,84-88,,E. Gordon misses 3-pt shot from 22 ft
2:29.0,Defensive rebound by Z. Randolph,,84-88,,
2:12.0,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol),3,87-88,,
1:52.0,,,87-91,3,E. Gordon makes 3-pt shot from 24 ft (assist by T. Evans)
1:40.0,M. Gasol misses 2-pt shot from 2 ft (block by O. Asik),,87-91,,
1:37.0,Offensive rebound by T. Allen,,87-91,,
1:37.0,,,87-91,,Personal foul by A. Davis (drawn by T. Allen)
1:37.0,T. Allen misses free throw 1 of 2,,87-91,,
1:37.0,Offensive rebound by Team,,87-91,,
1:37.0,,,87-91,,A. Ajinca enters the game for O. Asik
1:37.0,T. Allen makes free throw 2 of 2,1,88-91,,
1:17.0,,,88-91,,A. Ajinca misses 2-pt shot from 2 ft (block by M. Gasol)
1:15.0,Defensive rebound by J. Green,,88-91,,
1:05.0,Turnover by T. Allen (lost ball),,88-91,,
1:05.0,,,88-91,,New Orleans full timeout
0:45.0,Jump ball: A. Ajinca vs. J. Green,,,,Jump ball: A. Ajinca vs. J. Green
0:45.0,,,88-91,,Turnover by A. Ajinca (lost ball; steal by J. Green)
0:27.0,,,88-91,,Personal foul by T. Evans (drawn by J. Green)
