time,Boston,pts.away,score,pts.home,Cleveland
6:12.0,,,11-15,3,K. Irving makes 3-pt shot from 25 ft (assist by L. James)
5:55.0,A. Bradley misses 2-pt shot from 3 ft,,11-15,,
5:54.0,,,11-15,,Defensive rebound by K. Love
5:40.0,,,11-15,,J. Smith misses 2-pt shot at rim
5:38.0,Defensive rebound by E. Turner,,11-15,,
5:30.0,A. Bradley misses 3-pt shot from 24 ft,,11-15,,
5:29.0,,,11-15,,Defensive rebound by K. Love
5:14.0,,,11-17,2,L. James makes 2-pt shot from 13 ft
5:14.0,Boston full timeout,,11-17,,
5:14.0,I. Thomas enters the game for T. Zeller,,11-17,,
5:14.0,J. Crowder enters the game for M. Smart,,11-17,,
5:14.0,,,11-17,,T. Thompson enters the game for L. James
5:14.0,,,11-17,,I. Shumpert enters the game for T. Mozgov
4:53.0,E. Turner misses 3-pt shot from 23 ft,,11-17,,
4:53.0,,,11-17,,Defensive rebound by K. Irving
4:42.0,,,11-17,,Shooting foul by J. Crowder (drawn by K. Irving)
4:42.0,,,11-18,1,K. Irving makes free throw 1 of 2
4:42.0,,,11-19,1,K. Irving makes free throw 2 of 2
4:27.0,Turnover by I. Thomas (lost ball; steal by K. Irving),,11-19,,
4:19.0,,,11-19,,K. Love misses 2-pt shot from 9 ft
4:17.0,,,11-19,,Offensive rebound by T. Thompson
4:14.0,,,11-21,2,T. Thompson makes 2-pt shot from 3 ft
4:06.0,Shooting foul by K. Irving (drawn by J. Crowder),,11-21,,
4:06.0,J. Crowder makes free throw 1 of 2,1,12-21,,
4:06.0,J. Crowder misses free throw 2 of 2,,12-21,,
4:05.0,Offensive rebound by B. Bass,,12-21,,
3:56.0,E. Turner makes 2-pt shot at rim (assist by J. Crowder),2,14-21,,
3:29.0,,,14-21,,I. Shumpert misses 3-pt shot from 27 ft
3:28.0,,,14-21,,Offensive rebound by I. Shumpert
3:23.0,,,14-21,,J. Smith misses 3-pt shot from 25 ft
3:21.0,,,14-21,,Offensive rebound by I. Shumpert
3:10.0,,,14-21,,J. Smith misses 2-pt shot from 20 ft
3:09.0,Defensive rebound by I. Thomas,,14-21,,
2:56.0,I. Thomas misses 2-pt shot from 18 ft,,14-21,,
2:55.0,,,14-21,,Defensive rebound by K. Love
2:44.0,,,14-21,,K. Irving misses 3-pt shot from 25 ft
2:43.0,Defensive rebound by Team,,14-21,,
2:43.0,,,14-21,,Cleveland full timeout
2:43.0,,,14-21,,J. Jones enters the game for K. Love
2:43.0,,,14-21,,L. James enters the game for J. Smith
2:26.0,I. Thomas makes 2-pt shot from 1 ft (assist by E. Turner),2,16-21,,
1:58.0,,,16-21,,L. James misses 2-pt shot from 21 ft
1:57.0,,,16-21,,Offensive rebound by J. Jones
1:51.0,,,16-23,2,L. James makes 2-pt shot from 13 ft (assist by K. Irving)
1:36.0,E. Turner misses 2-pt shot from 7 ft (block by L. James),,16-23,,
1:36.0,Offensive rebound by Team,,16-23,,
1:36.0,M. Smart enters the game for E. Turner,,16-23,,
1:36.0,J. Young enters the game for B. Bass,,16-23,,
1:36.0,J. Jerebko enters the game for A. Bradley,,16-23,,
1:36.0,,,16-23,,M. Dellavedova enters the game for K. Irving
1:26.0,J. Crowder misses 3-pt shot from 24 ft,,16-23,,
1:24.0,,,16-23,,Defensive rebound by I. Shumpert
1:11.0,,,16-25,2,L. James makes 2-pt shot at rim
1:00.0,M. Smart misses 3-pt shot from 26 ft,,16-25,,
1:00.0,,,16-25,,Defensive rebound by I. Shumpert
0:49.0,,,16-25,,Shooting foul by J. Jerebko (drawn by T. Thompson)
0:49.0,,,16-26,1,T. Thompson makes free throw 1 of 2
0:49.0,,,16-27,1,T. Thompson makes free throw 2 of 2
0:34.0,Offensive foul by I. Thomas,,16-27,,
0:34.0,Turnover by I. Thomas (offensive foul),,16-27,,
0:18.0,,,16-27,,L. James misses 2-pt shot from 10 ft
0:16.0,Defensive rebound by J. Crowder,,16-27,,
0:07.0,J. Crowder misses 2-pt shot from 3 ft,,16-27,,
0:06.0,,,16-27,,Defensive rebound by I. Shumpert
0:02.0,Personal foul by J. Crowder (drawn by L. James),,16-27,,
0:02.0,,,16-28,1,L. James makes free throw 1 of 2
0:02.0,,,16-29,1,L. James makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,16-31,2,L. James makes 2-pt shot from 21 ft
11:24.0,I. Thomas misses 2-pt shot from 9 ft (block by I. Shumpert),,16-31,,
11:24.0,Offensive rebound by Team,,16-31,,
11:15.0,I. Thomas makes 2-pt shot from 1 ft,2,18-31,,
10:52.0,,,18-31,,L. James misses 2-pt shot from 4 ft
10:49.0,,,18-31,,Offensive rebound by L. James
10:49.0,,,18-31,,L. James misses 2-pt shot at rim
10:46.0,Defensive rebound by J. Jerebko,,18-31,,
10:37.0,M. Smart misses 3-pt shot from 26 ft,,18-31,,
10:37.0,Offensive rebound by J. Crowder,,18-31,,
10:37.0,,,18-31,,Personal foul by M. Dellavedova (drawn by J. Crowder)
10:28.0,J. Young misses 3-pt shot from 24 ft,,18-31,,
10:27.0,,,18-31,,Defensive rebound by J. Jones
10:20.0,,,18-33,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
10:14.0,,,18-33,,Personal foul by J. Jones (drawn by I. Thomas)
10:05.0,Turnover by M. Smart (bad pass; steal by M. Dellavedova),,18-33,,
10:03.0,,,18-35,2,L. James makes 2-pt shot from 1 ft (assist by M. Dellavedova)
10:03.0,,,18-35,,Shooting foul by I. Thomas (drawn by L. James)
10:03.0,T. Zeller enters the game for J. Crowder,,18-35,,
10:03.0,,,18-36,1,L. James makes free throw 1 of 1
9:54.0,I. Thomas makes 2-pt shot from 19 ft (assist by T. Zeller),2,20-36,,
9:38.0,,,20-36,,L. James misses 2-pt shot from 17 ft
9:37.0,Defensive rebound by M. Smart,,20-36,,
9:28.0,J. Jerebko makes 2-pt shot at rim (assist by M. Smart),2,22-36,,
9:05.0,,,22-36,,J. Jones misses 3-pt shot from 23 ft
9:04.0,Defensive rebound by I. Thomas,,22-36,,
8:51.0,I. Thomas misses 3-pt shot from 26 ft,,22-36,,
8:50.0,,,22-36,,Defensive rebound by T. Thompson
8:36.0,,,22-39,3,J. Jones makes 3-pt shot from 25 ft
8:17.0,J. Jerebko misses 2-pt shot from 8 ft,,22-39,,
8:17.0,,,22-39,,Defensive rebound by Team
8:17.0,Loose ball foul by T. Zeller (drawn by T. Thompson),,22-39,,
8:17.0,Official timeout,,22-39,,
8:17.0,,,22-39,,K. Love enters the game for T. Thompson
8:17.0,,,22-39,,T. Mozgov enters the game for J. Jones
8:17.0,A. Bradley enters the game for T. Zeller,,22-39,,
8:17.0,E. Turner enters the game for I. Thomas,,22-39,,
8:17.0,B. Bass enters the game for J. Young,,22-39,,
8:04.0,,,22-39,,Turnover by I. Shumpert (lost ball; steal by M. Smart)
8:01.0,Turnover by M. Smart (lost ball; steal by I. Shumpert),,22-39,,
7:56.0,,,22-41,2,K. Love makes 2-pt shot at rim (assist by I. Shumpert)
7:30.0,B. Bass makes 2-pt shot from 13 ft (assist by E. Turner),2,24-41,,
7:13.0,,,24-43,2,T. Mozgov makes 2-pt shot from 8 ft (assist by I. Shumpert)
6:55.0,B. Bass misses 2-pt shot from 17 ft,,24-43,,
6:54.0,,,24-43,,Defensive rebound by K. Love
6:48.0,Personal foul by E. Turner (drawn by L. James),,24-43,,
6:48.0,,,24-43,,J. Smith enters the game for L. James
6:48.0,,,24-43,,K. Irving enters the game for I. Shumpert
6:48.0,S. Randolph enters the game for J. Jerebko,,24-43,,
6:33.0,,,24-45,2,T. Mozgov makes 2-pt shot at rim (assist by M. Dellavedova)
6:20.0,B. Bass makes 2-pt shot from 17 ft (assist by E. Turner),2,26-45,,
6:08.0,,,26-45,,Offensive foul by J. Smith
6:08.0,,,26-45,,Turnover by J. Smith (offensive foul)
5:58.0,S. Randolph misses 2-pt shot from 2 ft (block by K. Love),,26-45,,
5:55.0,,,26-45,,Defensive rebound by T. Mozgov
5:50.0,,,26-45,,Turnover by K. Irving (lost ball; steal by E. Turner)
5:44.0,A. Bradley misses 3-pt shot from 23 ft,,26-45,,
5:43.0,Offensive rebound by Team,,26-45,,
5:41.0,,,26-45,,Cleveland full timeout
5:36.0,B. Bass misses 2-pt shot from 18 ft,,26-45,,
5:35.0,,,26-45,,Defensive rebound by M. Dellavedova
5:27.0,Personal foul by M. Smart (drawn by M. Dellavedova),,26-45,,
5:22.0,,,26-45,,M. Dellavedova misses 2-pt shot from 1 ft
5:20.0,Defensive rebound by M. Smart,,26-45,,
5:04.0,S. Randolph makes 2-pt shot from 4 ft (assist by B. Bass),2,28-45,,
4:45.0,Jump ball: T. Mozgov vs. S. Randolph,,,,Jump ball: T. Mozgov vs. S. Randolph
4:45.0,,,28-45,,Turnover by T. Mozgov (lost ball; steal by S. Randolph)
4:31.0,B. Bass makes 2-pt shot from 16 ft (assist by E. Turner),2,30-45,,
4:01.0,,,30-48,3,J. Smith makes 3-pt shot from 27 ft (assist by M. Dellavedova)
3:44.0,B. Bass makes 2-pt shot from 15 ft (assist by A. Bradley),2,32-48,,
3:35.0,,,32-48,,Shooting foul by A. Bradley (drawn by K. Irving)
3:35.0,,,32-49,1,K. Irving makes free throw 1 of 2
3:35.0,,,32-49,,T. Thompson enters the game for T. Mozgov
3:35.0,,,32-49,,L. James enters the game for M. Dellavedova
3:35.0,,,32-50,1,K. Irving makes free throw 2 of 2
3:23.0,S. Randolph misses 2-pt shot from 7 ft,,32-50,,
3:22.0,Offensive rebound by B. Bass,,32-50,,
3:22.0,B. Bass makes 2-pt shot at rim,2,34-50,,
3:01.0,,,34-53,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving)
2:42.0,S. Randolph misses 2-pt shot from 4 ft,,34-53,,
2:40.0,,,34-53,,Defensive rebound by T. Thompson
2:37.0,,,34-55,2,J. Smith makes 2-pt shot at rim (assist by K. Love)
2:37.0,Boston full timeout,,34-55,,
2:37.0,I. Thomas enters the game for M. Smart,,34-55,,
2:19.0,,,34-55,,Personal foul by J. Smith (drawn by B. Bass)
2:19.0,,,34-55,,I. Shumpert enters the game for J. Smith
2:03.0,I. Thomas misses 2-pt shot from 22 ft,,34-55,,
2:02.0,,,34-55,,Defensive rebound by T. Thompson
1:53.0,,,34-57,2,L. James makes 2-pt shot from 9 ft
1:37.0,B. Bass misses 2-pt shot from 17 ft,,34-57,,
1:36.0,,,34-57,,Defensive rebound by K. Love
1:23.0,,,34-59,2,K. Irving makes 2-pt shot from 7 ft
1:08.0,A. Bradley misses 2-pt shot from 10 ft,,34-59,,
1:07.0,,,34-59,,Defensive rebound by K. Love
1:00.0,,,34-59,,K. Love misses 3-pt shot from 26 ft
0:59.0,Defensive rebound by S. Randolph,,34-59,,
0:53.0,I. Thomas makes 2-pt shot from 1 ft,2,36-59,,
0:48.0,,,36-59,,Turnover by L. James (bad pass)
0:37.0,Turnover by I. Thomas (lost ball; steal by L. James),,36-59,,
0:33.0,,,36-61,2,L. James makes 2-pt shot from 2 ft
0:09.0,E. Turner misses 2-pt shot from 9 ft,,36-61,,
0:08.0,Offensive rebound by S. Randolph,,36-61,,
0:04.0,A. Bradley misses 3-pt shot from 24 ft,,36-61,,
0:03.0,,,36-61,,Defensive rebound by Team
0:03.0,,,36-61,,Cleveland full timeout
0:03.0,M. Smart enters the game for I. Thomas,,36-61,,
0:03.0,J. Crowder enters the game for S. Randolph,,36-61,,
0:02.0,,,36-61,,Turnover by T. Thompson (step out of bounds)
0:02.0,Boston full timeout,,36-61,,
0:02.0,,,36-61,,M. Dellavedova enters the game for K. Irving
0:02.0,I. Thomas enters the game for B. Bass,,36-61,,
0:01.0,Turnover by E. Turner (bad pass; steal by L. James),,36-61,,
0:00.0,,,36-61,,L. James misses 3-pt shot from 41 ft
0:00.0,,,36-61,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,36-61,,K. Love misses 3-pt shot from 26 ft
11:41.0,Defensive rebound by T. Zeller,,36-61,,
11:22.0,M. Smart misses 2-pt shot from 8 ft,,36-61,,
11:21.0,,,36-61,,Defensive rebound by J. Smith
11:15.0,,,36-61,,L. James misses 2-pt shot from 12 ft
11:12.0,Defensive rebound by T. Zeller,,36-61,,
11:06.0,E. Turner misses 2-pt shot from 5 ft,,36-61,,
11:03.0,,,36-61,,Defensive rebound by K. Love
10:44.0,,,36-63,2,L. James makes 2-pt shot from 1 ft
10:27.0,Shooting foul by T. Mozgov (drawn by M. Smart),,36-63,,
10:27.0,M. Smart makes free throw 1 of 2,1,37-63,,
10:27.0,M. Smart makes free throw 2 of 2,1,38-63,,
10:09.0,,,38-65,2,T. Mozgov makes 2-pt shot from 6 ft (assist by K. Love)
9:58.0,E. Turner makes 2-pt shot from 16 ft,2,40-65,,
9:38.0,,,40-65,,K. Irving misses 3-pt shot from 27 ft
9:37.0,Defensive rebound by E. Turner,,40-65,,
9:32.0,B. Bass makes 2-pt shot at rim (assist by E. Turner),2,42-65,,
9:14.0,,,42-68,3,K. Love makes 3-pt shot from 25 ft (assist by K. Irving)
9:02.0,B. Bass misses 2-pt shot from 16 ft,,42-68,,
9:01.0,,,42-68,,Defensive rebound by L. James
8:58.0,Violation by B. Bass (def goaltending),,42-68,,
8:58.0,,,42-70,2,K. Love makes 2-pt shot from 1 ft (assist by L. James)
8:41.0,B. Bass misses 2-pt shot from 6 ft,,42-70,,
8:40.0,Offensive rebound by B. Bass,,42-70,,
8:39.0,Turnover by B. Bass (lost ball; steal by J. Smith),,42-70,,
8:37.0,Personal foul by A. Bradley (drawn by J. Smith),,42-70,,
8:20.0,,,42-72,2,K. Irving makes 2-pt shot from 1 ft (assist by K. Love)
8:16.0,Turnover by E. Turner (bad pass; steal by K. Irving),,42-72,,
8:12.0,,,42-72,,Shooting foul by E. Turner (drawn by K. Love)
8:12.0,,,42-73,1,K. Love makes free throw 1 of 2
8:12.0,I. Thomas enters the game for M. Smart,,42-73,,
8:12.0,J. Jerebko enters the game for T. Zeller,,42-73,,
8:12.0,,,42-74,1,K. Love makes free throw 2 of 2
7:54.0,I. Thomas misses 2-pt shot from 1 ft (block by T. Mozgov),,42-74,,
7:52.0,,,42-74,,Defensive rebound by K. Irving
7:49.0,,,42-76,2,L. James makes 2-pt shot from 2 ft (assist by K. Irving)
7:30.0,B. Bass misses 2-pt shot from 2 ft,,42-76,,
7:29.0,,,42-76,,Defensive rebound by J. Smith
7:22.0,,,42-76,,L. James misses 2-pt shot from 2 ft
7:22.0,Defensive rebound by J. Jerebko,,42-76,,
7:22.0,,,42-76,,Personal foul by K. Irving (drawn by J. Jerebko)
7:11.0,A. Bradley makes 2-pt shot from 20 ft (assist by J. Jerebko),2,44-76,,
6:48.0,,,44-76,,T. Mozgov misses 2-pt shot from 9 ft
6:45.0,Defensive rebound by J. Jerebko,,44-76,,
6:42.0,,,44-76,,Personal foul by T. Mozgov (drawn by E. Turner)
6:25.0,B. Bass misses 2-pt shot from 8 ft (block by T. Mozgov),,44-76,,
6:24.0,Offensive rebound by B. Bass,,44-76,,
6:23.0,Turnover by Team (shot clock),,44-76,,
6:16.0,J. Young enters the game for A. Bradley,,44-76,,
5:57.0,,,44-78,2,L. James makes 2-pt shot from 17 ft
5:44.0,B. Bass makes 3-pt shot from 23 ft (assist by I. Thomas),3,47-78,,
5:27.0,,,47-78,,L. James misses 2-pt shot from 3 ft
5:26.0,,,47-78,,Offensive rebound by T. Mozgov
5:09.0,,,47-78,,L. James misses 2-pt shot from 15 ft
5:06.0,,,47-78,,Offensive rebound by T. Mozgov
5:05.0,,,47-80,2,T. Mozgov makes 2-pt shot from 1 ft
4:50.0,I. Thomas misses 2-pt shot from 7 ft,,47-80,,
4:48.0,,,47-80,,Defensive rebound by T. Mozgov
4:41.0,,,47-82,2,K. Irving makes 2-pt shot from 6 ft (assist by L. James)
4:41.0,Boston full timeout,,47-82,,
4:41.0,,,47-82,,T. Thompson enters the game for L. James
4:41.0,,,47-82,,I. Shumpert enters the game for K. Love
4:35.0,,,47-82,,Personal foul by J. Smith (drawn by I. Thomas)
4:26.0,,,47-82,,Personal foul by I. Shumpert (drawn by I. Thomas)
4:26.0,I. Thomas makes free throw 1 of 2,1,48-82,,
4:26.0,I. Thomas makes free throw 2 of 2,1,49-82,,
4:12.0,,,49-84,2,J. Smith makes 2-pt shot from 7 ft (assist by T. Mozgov)
3:59.0,Turnover by B. Bass (step out of bounds),,49-84,,
3:47.0,,,49-86,2,J. Smith makes 2-pt shot from 22 ft (assist by T. Mozgov)
3:37.0,J. Jerebko misses 3-pt shot from 27 ft,,49-86,,
3:36.0,,,49-86,,Defensive rebound by T. Thompson
3:26.0,,,49-88,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
3:16.0,Shooting foul by T. Mozgov (drawn by I. Thomas),,49-88,,
3:16.0,I. Thomas makes free throw 1 of 2,1,50-88,,
3:16.0,,,50-88,,M. Dellavedova enters the game for K. Irving
3:16.0,J. Crowder enters the game for B. Bass,,50-88,,
3:16.0,I. Thomas misses free throw 2 of 2,,50-88,,
3:15.0,,,50-88,,Defensive rebound by T. Thompson
3:03.0,Personal foul by E. Turner (drawn by J. Smith),,50-88,,
3:03.0,L. Datome enters the game for E. Turner,,50-88,,
3:03.0,,,50-88,,J. Jones enters the game for T. Mozgov
2:57.0,,,50-88,,J. Smith misses 3-pt shot from 25 ft
2:56.0,Defensive rebound by J. Young,,50-88,,
2:49.0,J. Crowder misses 3-pt shot from 25 ft,,50-88,,
2:48.0,,,50-88,,Defensive rebound by I. Shumpert
2:40.0,,,50-88,,Turnover by I. Shumpert (bad pass)
2:40.0,,,50-88,,Cleveland full timeout
2:40.0,,,50-88,,J. Harris enters the game for J. Smith
2:40.0,G. Wallace enters the game for J. Young,,50-88,,
2:22.0,,,50-88,,Violation by T. Thompson (def goaltending)
2:22.0,J. Crowder makes 2-pt shot from 11 ft (assist by I. Thomas),2,52-88,,
2:06.0,,,52-88,,I. Shumpert misses 2-pt shot from 8 ft
2:04.0,Defensive rebound by L. Datome,,52-88,,
2:00.0,I. Thomas misses 2-pt shot from 5 ft,,52-88,,
1:56.0,,,52-88,,Defensive rebound by J. Jones
1:45.0,,,52-91,3,J. Jones makes 3-pt shot from 26 ft (assist by M. Dellavedova)
1:29.0,Shooting foul by J. Harris (drawn by J. Crowder),,52-91,,
1:29.0,J. Crowder makes free throw 1 of 2,1,53-91,,
1:29.0,J. Crowder misses free throw 2 of 2,,53-91,,
1:28.0,,,53-91,,Defensive rebound by T. Thompson
1:15.0,Personal foul by J. Jerebko (drawn by T. Thompson),,53-91,,
1:04.0,,,53-93,2,T. Thompson makes 2-pt shot from 7 ft (assist by J. Jones)
0:46.0,I. Thomas misses 3-pt shot from 25 ft,,53-93,,
0:45.0,,,53-93,,Defensive rebound by M. Dellavedova
0:37.0,,,53-93,,J. Jones misses 3-pt shot from 28 ft
0:36.0,Defensive rebound by L. Datome,,53-93,,
0:30.0,J. Crowder misses 2-pt shot from 22 ft,,53-93,,
0:28.0,,,53-93,,Defensive rebound by M. Dellavedova
0:10.0,,,53-95,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
0:00.0,I. Thomas misses 3-pt shot from 26 ft,,53-95,,
0:00.0,Offensive rebound by Team,,53-95,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,J. Jerebko misses 3-pt shot from 26 ft,,53-95,,
11:47.0,,,53-95,,Defensive rebound by M. Miller
11:26.0,,,53-95,,K. Perkins misses 2-pt shot from 6 ft
11:24.0,Defensive rebound by L. Datome,,53-95,,
11:18.0,L. Datome makes 3-pt shot from 25 ft (assist by P. Pressey),3,56-95,,
10:58.0,,,56-98,3,J. Harris makes 3-pt shot from 25 ft (assist by J. Jones)
10:41.0,P. Pressey misses 3-pt shot from 27 ft,,56-98,,
10:39.0,,,56-98,,Defensive rebound by J. Jones
10:21.0,,,56-98,,K. Perkins misses 2-pt shot from 5 ft (block by J. Jerebko)
10:20.0,,,56-98,,Offensive rebound by K. Perkins
10:19.0,,,56-100,2,K. Perkins makes 2-pt shot from 1 ft
10:02.0,,,56-100,,Personal foul by J. Harris (drawn by J. Crowder)
9:47.0,P. Pressey makes 3-pt shot from 25 ft (assist by J. Crowder),3,59-100,,
9:24.0,,,59-100,,K. Perkins misses 2-pt shot from 5 ft
9:22.0,Defensive rebound by G. Wallace,,59-100,,
9:08.0,J. Jerebko misses 2-pt shot from 9 ft,,59-100,,
9:06.0,Offensive rebound by G. Wallace,,59-100,,
8:59.0,J. Jerebko makes 3-pt shot from 27 ft (assist by P. Pressey),3,62-100,,
8:42.0,,,62-100,,M. Dellavedova misses 2-pt shot from 8 ft
8:41.0,Defensive rebound by L. Datome,,62-100,,
8:32.0,L. Datome makes 2-pt shot at rim (assist by P. Pressey),2,64-100,,
8:11.0,,,64-100,,Shooting foul by J. Jerebko (drawn by J. Jones)
8:11.0,Official timeout,,64-100,,
8:11.0,J. Young enters the game for J. Crowder,,64-100,,
8:11.0,,,64-101,1,J. Jones makes free throw 1 of 2
8:11.0,,,64-102,1,J. Jones makes free throw 2 of 2
7:53.0,L. Datome makes 2-pt shot from 11 ft (assist by J. Jerebko),2,66-102,,
7:37.0,,,66-102,,M. Dellavedova misses 2-pt shot from 4 ft (block by P. Pressey)
7:34.0,,,66-102,,Offensive rebound by M. Dellavedova
7:32.0,,,66-102,,J. Harris misses 3-pt shot from 26 ft
7:30.0,Defensive rebound by G. Wallace,,66-102,,
7:26.0,,,66-102,,Personal foul by J. Jones (drawn by G. Wallace)
7:08.0,L. Datome misses 2-pt shot from 15 ft,,66-102,,
7:06.0,,,66-102,,Defensive rebound by J. Jones
6:45.0,,,66-102,,M. Miller misses 3-pt shot from 29 ft
6:45.0,Defensive rebound by Team,,66-102,,
6:35.0,Turnover by J. Jerebko (bad pass; steal by K. Perkins),,66-102,,
6:27.0,,,66-102,,M. Dellavedova misses 3-pt shot from 26 ft
6:26.0,Defensive rebound by G. Wallace,,66-102,,
6:19.0,G. Wallace misses 2-pt shot from 6 ft,,66-102,,
6:18.0,Offensive rebound by J. Jerebko,,66-102,,
6:18.0,J. Jerebko misses 2-pt shot at rim,,66-102,,
6:17.0,Offensive rebound by J. Jerebko,,66-102,,
6:17.0,J. Jerebko misses 2-pt shot at rim,,66-102,,
6:15.0,,,66-102,,Defensive rebound by J. Harris
6:01.0,,,66-102,,Offensive foul by K. Perkins
6:01.0,,,66-102,,Turnover by K. Perkins (offensive foul)
6:01.0,S. Randolph enters the game for J. Jerebko,,66-102,,
5:45.0,J. Young makes 3-pt shot from 25 ft (assist by S. Randolph),3,69-102,,
5:34.0,Personal foul by P. Pressey (drawn by M. Dellavedova),,69-102,,
5:34.0,,,69-102,,Cleveland full timeout
5:22.0,,,69-102,,Offensive foul by K. Perkins
5:22.0,,,69-102,,Turnover by K. Perkins (offensive foul)
5:11.0,Offensive foul by L. Datome,,69-102,,
5:11.0,Turnover by L. Datome (offensive foul),,69-102,,
4:57.0,,,69-102,,Turnover by J. Harris (step out of bounds)
4:46.0,P. Pressey makes 2-pt shot from 21 ft,2,71-102,,
4:24.0,,,71-102,,K. Perkins misses 2-pt shot from 7 ft
4:21.0,Defensive rebound by L. Datome,,71-102,,
4:11.0,S. Randolph misses 3-pt shot from 25 ft,,71-102,,
4:10.0,,,71-102,,Defensive rebound by M. Dellavedova
4:02.0,Personal foul by P. Pressey (drawn by M. Dellavedova),,71-102,,
3:48.0,,,71-102,,J. Harris misses 2-pt shot from 17 ft
3:47.0,Defensive rebound by P. Pressey,,71-102,,
3:39.0,J. Young makes 3-pt shot from 25 ft (assist by P. Pressey),3,74-102,,
3:13.0,,,74-104,2,J. Jones makes 2-pt shot from 14 ft (assist by M. Dellavedova)
3:03.0,Shooting foul by M. Miller (drawn by J. Young),,74-104,,
3:03.0,J. Young makes free throw 1 of 3,1,75-104,,
3:03.0,J. Young makes free throw 2 of 3,1,76-104,,
3:03.0,J. Young makes free throw 3 of 3,1,77-104,,
2:46.0,,,77-104,,J. Jones misses 2-pt shot from 13 ft
2:44.0,Defensive rebound by S. Randolph,,77-104,,
2:35.0,L. Datome misses 2-pt shot from 18 ft,,77-104,,
2:35.0,,,77-104,,Defensive rebound by Team
2:35.0,Boston full timeout,,77-104,,
2:24.0,,,77-104,,M. Dellavedova misses 3-pt shot from 26 ft
2:22.0,,,77-104,,Offensive rebound by J. Harris
2:11.0,,,77-104,,Shooting foul by S. Randolph (drawn by K. Perkins)
2:11.0,,,77-106,2,K. Perkins makes 2-pt shot from 10 ft
