time,Utah,pts.away,score,pts.home,Houston
9:56.0,,,27-25,,C. Brewer misses 3-pt shot from 24 ft
9:54.0,,,27-25,,Offensive rebound by D. Howard
9:51.0,,,27-25,,C. Brewer misses 2-pt shot from 2 ft (block by E. Millsap)
9:50.0,Defensive rebound by T. Burke,,27-25,,
9:43.0,Turnover by E. Millsap (bad pass; steal by C. Brewer),,27-25,,
9:38.0,,,27-25,,J. Terry misses 3-pt shot from 25 ft
9:36.0,Defensive rebound by R. Gobert,,27-25,,
9:35.0,Turnover by R. Gobert (bad pass; steal by C. Brewer),,27-25,,
9:34.0,,,27-25,,Shooting foul by R. Gobert (drawn by C. Brewer)
9:34.0,,,27-25,,C. Brewer misses free throw 1 of 2
9:34.0,,,27-25,,Offensive rebound by Team
9:34.0,,,27-26,1,C. Brewer makes free throw 2 of 2
9:26.0,T. Burke misses 2-pt shot from 13 ft,,27-26,,
9:24.0,,,27-26,,Defensive rebound by K. Papanikolaou
9:17.0,,,27-26,,J. Smith misses 2-pt shot from 6 ft
9:15.0,Defensive rebound by R. Gobert,,27-26,,
8:59.0,T. Booker misses 3-pt shot from 23 ft,,27-26,,
8:58.0,,,27-26,,Defensive rebound by D. Howard
8:44.0,,,27-28,2,D. Howard makes 2-pt shot from 5 ft (assist by J. Terry)
8:19.0,T. Burke makes 2-pt shot from 4 ft,2,29-28,,
8:09.0,,,29-28,,Houston full timeout
8:09.0,,,29-28,,D. Motiejunas enters the game for J. Smith
8:04.0,,,29-28,,D. Motiejunas misses 2-pt shot from 8 ft (block by T. Booker)
8:03.0,,,29-28,,Offensive rebound by D. Motiejunas
7:53.0,,,29-31,3,K. Papanikolaou makes 3-pt shot from 25 ft (assist by D. Howard)
7:27.0,Turnover by Team (shot clock),,29-31,,
7:08.0,,,29-31,,C. Brewer misses 2-pt shot from 12 ft
7:06.0,,,29-31,,Offensive rebound by D. Howard
7:06.0,,,29-31,,D. Howard misses 2-pt shot at rim
7:04.0,Defensive rebound by J. Ingles,,29-31,,
6:56.0,Turnover by R. Gobert (traveling),,29-31,,
6:56.0,D. Favors enters the game for T. Booker,,29-31,,
6:39.0,,,29-31,,K. Papanikolaou misses 3-pt shot from 24 ft
6:38.0,Defensive rebound by R. Gobert,,29-31,,
6:20.0,E. Millsap misses 3-pt shot from 23 ft,,29-31,,
6:19.0,,,29-31,,Defensive rebound by D. Howard
6:05.0,,,29-34,3,C. Brewer makes 3-pt shot from 23 ft (assist by J. Terry)
5:56.0,Utah full timeout,,29-34,,
5:56.0,,,29-34,,T. Ariza enters the game for C. Brewer
5:56.0,,,29-34,,P. Beverley enters the game for K. Papanikolaou
5:56.0,G. Hayward enters the game for E. Millsap,,29-34,,
5:56.0,E. Millsap enters the game for J. Ingles,,29-34,,
5:56.0,,,29-34,,J. Harden enters the game for J. Terry
5:43.0,Turnover by E. Millsap (lost ball),,29-34,,
5:30.0,,,29-34,,Turnover by J. Harden (lost ball; steal by E. Millsap)
5:16.0,Turnover by E. Millsap (bad pass; steal by D. Motiejunas),,29-34,,
5:11.0,,,29-34,,P. Beverley misses 2-pt shot from 2 ft
5:09.0,Defensive rebound by T. Burke,,29-34,,
4:54.0,E. Millsap misses 3-pt shot from 24 ft,,29-34,,
4:52.0,Offensive rebound by T. Burke,,29-34,,
4:50.0,Shooting foul by D. Howard (drawn by D. Favors),,29-34,,
4:50.0,D. Favors makes free throw 1 of 2,1,30-34,,
4:50.0,D. Favors makes free throw 2 of 2,1,31-34,,
4:28.0,,,31-34,,T. Ariza misses 2-pt shot at rim (block by R. Gobert)
4:26.0,Defensive rebound by D. Favors,,31-34,,
4:10.0,Turnover by G. Hayward (lost ball; steal by D. Howard),,31-34,,
3:51.0,D. Exum enters the game for E. Millsap,,31-34,,
3:51.0,,,31-34,,J. Smith enters the game for D. Howard
3:46.0,,,31-34,,D. Motiejunas misses 3-pt shot from 25 ft
3:45.0,,,31-34,,Offensive rebound by P. Beverley
3:39.0,Personal foul by T. Burke (drawn by P. Beverley),,31-34,,
3:32.0,,,31-34,,J. Harden misses 2-pt shot from 19 ft
3:30.0,Defensive rebound by D. Favors,,31-34,,
3:09.0,Shooting foul by J. Harden (drawn by D. Exum),,31-34,,
3:09.0,D. Exum misses free throw 1 of 2,,31-34,,
3:09.0,Offensive rebound by Team,,31-34,,
3:09.0,E. Kanter enters the game for D. Favors,,31-34,,
3:09.0,D. Exum makes free throw 2 of 2,1,32-34,,
2:51.0,,,32-34,,T. Ariza misses 2-pt shot from 17 ft
2:49.0,Defensive rebound by G. Hayward,,32-34,,
2:45.0,D. Exum makes 2-pt shot from 2 ft (assist by G. Hayward),2,34-34,,
2:44.0,,,34-34,,Houston full timeout
2:28.0,,,34-36,2,J. Smith makes 2-pt shot from 2 ft (assist by D. Motiejunas)
2:14.0,E. Kanter misses 2-pt shot from 8 ft,,34-36,,
2:12.0,,,34-36,,Defensive rebound by D. Motiejunas
2:07.0,,,34-36,,Shooting foul by D. Exum (drawn by J. Harden)
2:07.0,,,34-37,1,J. Harden makes free throw 1 of 3
2:07.0,,,34-38,1,J. Harden makes free throw 2 of 3
2:07.0,,,34-39,1,J. Harden makes free throw 3 of 3
2:07.0,Offensive foul by T. Burke,,34-39,,
2:07.0,Turnover by T. Burke (offensive foul),,34-39,,
2:07.0,E. Williams enters the game for T. Burke,,34-39,,
1:59.0,,,34-39,,Houston full timeout
1:51.0,,,34-41,2,P. Beverley makes 2-pt shot from 9 ft
1:30.0,D. Exum misses 3-pt shot from 25 ft,,34-41,,
1:29.0,,,34-41,,Defensive rebound by P. Beverley
1:24.0,,,34-41,,J. Harden misses 3-pt shot from 26 ft
1:23.0,Defensive rebound by Team,,34-41,,
1:23.0,,,34-41,,Loose ball foul by P. Beverley (drawn by D. Exum)
1:09.0,Turnover by D. Exum (back court),,34-41,,
1:09.0,I. Clark enters the game for D. Exum,,34-41,,
0:56.0,,,34-44,3,T. Ariza makes 3-pt shot from 24 ft (assist by P. Beverley)
0:41.0,E. Williams makes 3-pt shot from 25 ft (assist by I. Clark),3,37-44,,
0:25.0,,,37-46,2,D. Motiejunas makes 2-pt shot from 7 ft (assist by P. Beverley)
0:01.0,E. Williams misses 3-pt shot from 24 ft,,37-46,,
0:00.0,Offensive rebound by Team,,37-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,G. Hayward misses 2-pt shot from 21 ft,,37-46,,
11:47.0,,,37-46,,Defensive rebound by D. Howard
11:41.0,,,37-48,2,D. Motiejunas makes 2-pt shot from 1 ft (assist by J. Harden)
11:25.0,Shooting foul by T. Ariza (drawn by D. Favors),,37-48,,
11:25.0,D. Favors makes free throw 1 of 2,1,38-48,,
11:25.0,D. Favors makes free throw 2 of 2,1,39-48,,
11:08.0,,,39-50,2,J. Harden makes 2-pt shot from 19 ft
10:50.0,R. Gobert makes 2-pt shot at rim (assist by J. Ingles),2,41-50,,
10:26.0,,,41-50,,P. Beverley misses 2-pt shot from 11 ft
10:24.0,Defensive rebound by D. Favors,,41-50,,
10:17.0,Turnover by T. Burke (bad pass; steal by P. Beverley),,41-50,,
10:12.0,,,41-50,,P. Beverley misses 2-pt shot from 1 ft
10:10.0,Defensive rebound by D. Favors,,41-50,,
9:58.0,Shooting foul by D. Motiejunas (drawn by G. Hayward),,41-50,,
9:58.0,G. Hayward makes free throw 1 of 2,1,42-50,,
9:58.0,E. Williams enters the game for J. Ingles,,42-50,,
9:58.0,G. Hayward makes free throw 2 of 2,1,43-50,,
9:44.0,,,43-50,,D. Howard misses 2-pt shot from 5 ft
9:42.0,Defensive rebound by D. Favors,,43-50,,
9:23.0,Turnover by E. Williams (bad pass; steal by T. Ariza),,43-50,,
9:19.0,,,43-50,,Turnover by T. Ariza (bad pass; steal by G. Hayward)
9:19.0,,,43-50,,Personal foul by J. Harden (drawn by G. Hayward)
9:08.0,D. Favors misses 2-pt shot from 9 ft,,43-50,,
9:06.0,,,43-50,,Defensive rebound by D. Motiejunas
8:48.0,,,43-50,,T. Ariza misses 3-pt shot from 24 ft
8:47.0,,,43-50,,Offensive rebound by P. Beverley
8:41.0,,,43-50,,Turnover by D. Howard (lost ball; steal by D. Favors)
8:23.0,T. Burke misses 3-pt shot from 25 ft,,43-50,,
8:21.0,,,43-50,,Defensive rebound by D. Motiejunas
8:16.0,,,43-50,,Shooting foul by G. Hayward (drawn by J. Harden)
8:16.0,,,43-51,1,J. Harden makes free throw 1 of 2
8:16.0,,,43-52,1,J. Harden makes free throw 2 of 2
7:59.0,D. Favors makes 2-pt shot at rim (assist by G. Hayward),2,45-52,,
7:46.0,,,45-54,2,D. Motiejunas makes 2-pt shot from 10 ft (assist by T. Ariza)
7:25.0,D. Favors makes 2-pt shot from 15 ft (assist by R. Gobert),2,47-54,,
7:12.0,,,47-54,,Turnover by J. Harden (bad pass; steal by R. Gobert)
7:06.0,Shooting foul by D. Howard (drawn by T. Burke),,47-54,,
7:06.0,,,47-54,,Houston full timeout
7:06.0,T. Burke makes free throw 1 of 2,1,48-54,,
7:06.0,T. Burke makes free throw 2 of 2,1,49-54,,
6:53.0,,,49-57,3,J. Harden makes 3-pt shot from 24 ft (assist by P. Beverley)
6:35.0,Turnover by D. Favors (bad pass; steal by T. Ariza),,49-57,,
6:23.0,,,49-60,3,P. Beverley makes 3-pt shot from 25 ft (assist by T. Ariza)
5:55.0,Turnover by Team (shot clock),,49-60,,
5:55.0,T. Booker enters the game for R. Gobert,,49-60,,
5:43.0,,,49-63,3,T. Ariza makes 3-pt shot from 23 ft (assist by P. Beverley)
5:35.0,Utah full timeout,,49-63,,
5:35.0,E. Kanter enters the game for D. Favors,,49-63,,
5:35.0,J. Ingles enters the game for T. Burke,,49-63,,
5:30.0,G. Hayward misses 2-pt shot from 7 ft,,49-63,,
5:29.0,Offensive rebound by E. Kanter,,49-63,,
5:28.0,E. Kanter makes 2-pt shot from 1 ft,2,51-63,,
5:12.0,,,51-63,,Turnover by D. Motiejunas (bad pass)
4:57.0,J. Ingles makes 2-pt shot at rim (assist by G. Hayward),2,53-63,,
4:44.0,,,53-63,,Offensive foul by D. Howard
4:44.0,,,53-63,,Turnover by D. Howard (offensive foul)
4:44.0,E. Millsap enters the game for J. Ingles,,53-63,,
4:36.0,Turnover by G. Hayward (bad pass),,53-63,,
4:25.0,,,53-63,,Shooting foul by T. Booker (drawn by T. Ariza)
4:25.0,,,53-64,1,T. Ariza makes free throw 1 of 2
4:25.0,,,53-65,1,T. Ariza makes free throw 2 of 2
4:23.0,Turnover by T. Booker (bad pass; steal by D. Motiejunas),,53-65,,
4:12.0,,,53-68,3,J. Harden makes 3-pt shot from 25 ft
3:57.0,G. Hayward misses 2-pt shot from 21 ft,,53-68,,
3:55.0,,,53-68,,Defensive rebound by D. Motiejunas
3:39.0,,,53-68,,P. Beverley misses 3-pt shot from 22 ft
3:38.0,Defensive rebound by E. Kanter,,53-68,,
3:19.0,E. Millsap misses 2-pt shot from 20 ft,,53-68,,
3:18.0,,,53-68,,Defensive rebound by T. Ariza
3:12.0,,,53-68,,J. Smith enters the game for T. Ariza
3:12.0,,,53-68,,J. Terry enters the game for D. Howard
3:12.0,,,53-68,,C. Brewer enters the game for P. Beverley
2:55.0,,,53-68,,J. Harden misses 2-pt shot from 19 ft
2:53.0,Defensive rebound by G. Hayward,,53-68,,
2:51.0,Turnover by G. Hayward (bad pass),,53-68,,
2:40.0,,,53-68,,Shooting foul by T. Booker (drawn by D. Motiejunas)
2:40.0,,,53-69,1,D. Motiejunas makes free throw 1 of 2
2:40.0,R. Gobert enters the game for E. Kanter,,53-69,,
2:40.0,T. Burke enters the game for E. Williams,,53-69,,
2:40.0,,,53-69,,D. Motiejunas misses free throw 2 of 2
2:40.0,Defensive rebound by T. Booker,,53-69,,
2:29.0,,,53-69,,Personal foul by C. Brewer (drawn by G. Hayward)
2:29.0,G. Hayward makes free throw 1 of 2,1,54-69,,
2:29.0,G. Hayward makes free throw 2 of 2,1,55-69,,
2:17.0,Violation by E. Millsap (kicked ball),,55-69,,
2:06.0,,,55-71,2,J. Harden makes 2-pt shot from 11 ft
1:47.0,T. Burke misses 2-pt shot from 20 ft,,55-71,,
1:44.0,,,55-71,,Defensive rebound by Team
1:31.0,,,55-73,2,D. Motiejunas makes 2-pt shot from 9 ft (assist by J. Harden)
1:16.0,T. Booker makes 2-pt shot at rim (assist by R. Gobert),2,57-73,,
0:51.0,,,57-76,3,C. Brewer makes 3-pt shot from 22 ft (assist by J. Harden)
0:33.0,Turnover by T. Burke (lost ball; steal by D. Motiejunas),,57-76,,
0:30.0,,,57-78,2,C. Brewer makes 2-pt shot at rim (assist by J. Terry)
0:08.0,T. Booker misses 2-pt shot from 20 ft,,57-78,,
0:07.0,,,57-78,,Defensive rebound by J. Harden
0:00.0,,,57-78,,C. Brewer misses 3-pt shot from 23 ft
0:00.0,,,57-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:57.0,,,57-78,,Turnover by C. Brewer (bad pass; steal by E. Millsap)
11:53.0,E. Kanter makes 2-pt shot at rim (assist by E. Millsap),2,59-78,,
11:38.0,,,59-78,,Turnover by K. Papanikolaou (bad pass; steal by E. Williams)
11:32.0,E. Millsap makes 3-pt shot from 24 ft (assist by T. Burke),3,62-78,,
11:08.0,,,62-80,2,D. Howard makes 2-pt shot at rim (assist by J. Smith)
10:43.0,T. Burke misses 3-pt shot from 24 ft,,62-80,,
10:43.0,,,62-80,,Defensive rebound by Team
10:43.0,Loose ball foul by E. Kanter (drawn by J. Smith),,62-80,,
10:28.0,,,62-80,,Turnover by K. Papanikolaou (lost ball; steal by E. Millsap)
10:23.0,E. Millsap misses 2-pt shot from 1 ft (block by J. Smith),,62-80,,
10:21.0,,,62-80,,Defensive rebound by C. Brewer
10:17.0,,,62-82,2,D. Howard makes 2-pt shot from 1 ft (assist by C. Brewer)
9:58.0,,,62-82,,Personal foul by J. Terry (drawn by T. Burke)
9:47.0,E. Williams misses 3-pt shot from 25 ft,,62-82,,
9:46.0,,,62-82,,Defensive rebound by D. Howard
9:38.0,,,62-82,,K. Papanikolaou misses 3-pt shot from 22 ft
9:37.0,Defensive rebound by T. Burke,,62-82,,
9:21.0,E. Kanter misses 2-pt shot from 2 ft (block by D. Howard),,62-82,,
9:20.0,Offensive rebound by Team,,62-82,,
9:16.0,E. Williams misses 2-pt shot from 20 ft,,62-82,,
9:14.0,Offensive rebound by E. Kanter,,62-82,,
9:13.0,E. Kanter makes 2-pt shot from 2 ft,2,64-82,,
9:13.0,Shooting foul by J. Terry (drawn by E. Kanter),,64-82,,
9:13.0,E. Kanter misses free throw 1 of 1,,64-82,,
9:13.0,,,64-82,,Defensive rebound by D. Howard
9:03.0,,,64-82,,J. Smith misses 2-pt shot from 4 ft (block by R. Gobert)
9:02.0,Defensive rebound by E. Williams,,64-82,,
8:59.0,Turnover by E. Williams (bad pass; steal by J. Terry),,64-82,,
8:55.0,,,64-84,2,J. Smith makes 2-pt shot at rim (assist by J. Terry)
8:42.0,T. Burke makes 2-pt shot from 6 ft,2,66-84,,
8:42.0,Shooting foul by J. Terry (drawn by T. Burke),,66-84,,
8:42.0,Utah full timeout,,66-84,,
8:42.0,J. Evans enters the game for E. Kanter,,66-84,,
8:42.0,T. Burke makes free throw 1 of 1,1,67-84,,
8:28.0,,,67-84,,Houston full timeout
8:20.0,,,67-84,,D. Howard misses 2-pt shot from 8 ft
8:18.0,Defensive rebound by J. Evans,,67-84,,
8:07.0,T. Burke makes 2-pt shot from 18 ft,2,69-84,,
7:52.0,,,69-84,,C. Brewer misses 3-pt shot from 23 ft
7:50.0,Defensive rebound by Team,,69-84,,
7:30.0,T. Burke makes 2-pt shot from 3 ft,2,71-84,,
7:17.0,,,71-84,,J. Smith misses 2-pt shot from 6 ft (block by R. Gobert)
7:15.0,Defensive rebound by T. Burke,,71-84,,
7:04.0,E. Millsap misses 2-pt shot from 15 ft,,71-84,,
7:02.0,Offensive rebound by J. Evans,,71-84,,
6:59.0,T. Burke misses 3-pt shot from 24 ft,,71-84,,
6:58.0,Offensive rebound by Team,,71-84,,
6:58.0,,,71-84,,Loose ball foul by J. Smith (drawn by J. Evans)
6:58.0,,,71-84,,T. Ariza enters the game for J. Terry
6:58.0,,,71-84,,D. Motiejunas enters the game for C. Brewer
6:58.0,,,71-84,,P. Beverley enters the game for J. Smith
6:58.0,,,71-84,,J. Harden enters the game for K. Papanikolaou
6:41.0,E. Millsap misses 3-pt shot from 25 ft,,71-84,,
6:39.0,,,71-84,,Defensive rebound by J. Harden
6:19.0,,,71-84,,Turnover by D. Motiejunas (bad pass; steal by J. Evans)
6:12.0,T. Burke misses 2-pt shot from 2 ft (block by J. Harden),,71-84,,
6:11.0,,,71-84,,Defensive rebound by D. Motiejunas
6:11.0,Personal foul by T. Burke (drawn by D. Motiejunas),,71-84,,
5:58.0,,,71-84,,P. Beverley misses 2-pt shot from 6 ft
5:56.0,Defensive rebound by J. Evans,,71-84,,
5:56.0,,,71-84,,Personal foul by D. Motiejunas (drawn by J. Evans)
5:56.0,,,71-84,,Houston full timeout
5:56.0,E. Kanter enters the game for R. Gobert,,71-84,,
5:56.0,J. Evans makes free throw 1 of 2,1,72-84,,
5:56.0,J. Evans makes free throw 2 of 2,1,73-84,,
5:42.0,,,73-84,,T. Ariza misses 3-pt shot from 24 ft
5:40.0,Defensive rebound by J. Evans,,73-84,,
5:19.0,E. Williams misses 2-pt shot from 6 ft,,73-84,,
5:17.0,,,73-84,,Defensive rebound by D. Motiejunas
5:00.0,,,73-84,,Turnover by J. Harden (lost ball; steal by J. Evans)
4:54.0,E. Williams misses 2-pt shot from 1 ft,,73-84,,
4:53.0,Offensive rebound by E. Kanter,,73-84,,
4:53.0,E. Kanter misses 2-pt shot from 1 ft,,73-84,,
4:53.0,Offensive rebound by Team,,73-84,,
4:53.0,Shooting foul by P. Beverley (drawn by E. Kanter),,73-84,,
4:53.0,E. Kanter makes free throw 1 of 2,1,74-84,,
4:53.0,E. Kanter makes free throw 2 of 2,1,75-84,,
4:38.0,,,75-87,3,J. Harden makes 3-pt shot from 25 ft (assist by T. Ariza)
4:12.0,Turnover by Team (shot clock),,75-87,,
4:01.0,,,75-90,3,J. Harden makes 3-pt shot from 24 ft (assist by P. Beverley)
3:36.0,Turnover by Team (shot clock),,75-90,,
3:36.0,R. Gobert enters the game for E. Kanter,,75-90,,
3:19.0,,,75-90,,T. Ariza misses 3-pt shot from 24 ft
3:18.0,Defensive rebound by J. Evans,,75-90,,
3:10.0,T. Burke misses 2-pt shot from 18 ft,,75-90,,
3:07.0,,,75-90,,Defensive rebound by Team
2:48.0,Shooting block foul by J. Evans (drawn by J. Harden),,75-90,,
2:48.0,Utah full timeout,,75-90,,
2:48.0,I. Clark enters the game for R. Gobert,,75-90,,
2:48.0,E. Kanter enters the game for T. Burke,,75-90,,
2:48.0,,,75-90,,J. Harden misses free throw 1 of 2
2:48.0,,,75-90,,Offensive rebound by Team
2:48.0,,,75-91,1,J. Harden makes free throw 2 of 2
2:37.0,Shooting foul by D. Howard (drawn by E. Kanter),,75-91,,
2:37.0,E. Kanter makes free throw 1 of 2,1,76-91,,
2:37.0,E. Kanter makes free throw 2 of 2,1,77-91,,
2:20.0,,,77-91,,P. Beverley misses 3-pt shot from 25 ft
2:19.0,Defensive rebound by E. Millsap,,77-91,,
2:05.0,Turnover by E. Millsap (bad pass; steal by T. Ariza),,77-91,,
1:59.0,,,77-94,3,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden)
1:45.0,E. Millsap misses 2-pt shot from 18 ft,,77-94,,
1:43.0,,,77-94,,Defensive rebound by P. Beverley
1:36.0,,,77-94,,J. Harden misses 3-pt shot from 26 ft
1:35.0,,,77-94,,Offensive rebound by J. Harden
